Product ID : 907 # of JPs covered : 1 : 157 : Accounting-Accounting/Audit/Assurance, 
us_000470900,0.620603, 0.975049
us_000492129,0.620603, 0.976057
us_000472884,0.620603, 0.985014
us_000539592,0.620603, 0.989449
pr_000010282,0.603399, 0.000000
pr_001975781,0.603399, 0.000000
pr_000329545,0.603399, 0.000000
us_000470267,0.603399, 0.001051
us_000486789,0.603399, 0.021953
us_000487204,0.603399, 0.022201
us_000528840,0.603399, 0.025141
us_000560044,0.603399, 0.030273
pr_000722170,0.486682, 0.000002
pr_000838694,0.486682, 0.000003
us_000509023,0.486682, 0.000010
us_000568792,0.486682, 0.000010
us_000472647,0.486682, 0.004769
us_000524802,0.486682, 0.018389
us_000525435,0.486682, 0.022391
pr_001159324,0.474273, 0.000000
pr_001041248,0.474273, 0.000000
pr_001087881,0.474273, 0.000000
pr_001869082,0.474273, 0.000000
pr_000722580,0.474273, 0.000000
pr_001615568,0.474273, 0.000000
pr_001089364,0.474273, 0.000000
pr_000988524,0.474273, 0.000000
pr_000362958,0.474273, 0.000000
pr_001141259,0.474273, 0.000000
pr_001087781,0.474273, 0.000000
pr_000525191,0.474273, 0.001173
pr_000830513,0.474273, 0.001408
pr_001041856,0.474273, 0.001501
pr_000921408,0.474273, 0.001513
pr_000562354,0.474273, 0.001629
pr_000384822,0.474273, 0.001921
us_000491373,0.474273, 0.002176
pr_000719969,0.474273, 0.003146
us_000551939,0.474273, 0.004702
us_000477999,0.474273, 0.004702
pr_000569818,0.474273, 0.006088
us_000547006,0.474273, 0.008509
us_000551798,0.474273, 0.008509
us_000359351,0.474273, 0.009453
us_000549388,0.474273, 0.010532
us_000486452,0.474273, 0.014203
us_000477651,0.474273, 0.016080
us_000582021,0.474273, 0.017381
us_000550438,0.474273, 0.019466
us_000538415,0.474273, 0.020009
us_000486614,0.474273, 0.020547
us_000486596,0.474273, 0.027953
us_000492462,0.474273, 0.036259
us_000486595,0.474273, 0.041042
us_000475354,0.474273, 0.042141
us_000470744,0.474273, 0.044036
us_000478185,0.474273, 0.057436
us_000463712,0.474273, 0.065444
us_000532351,0.474273, 0.087729
us_000522863,0.474273, 0.272318
pr_001798388,0.210416, 0.000000
pr_000008413,0.210416, 0.000001
pr_000274184,0.210416, 0.000001
pr_001409369,0.210416, 0.000002
us_000542223,0.210416, 0.000005
pr_000005425,0.210416, 0.000034
pr_000269460,0.210416, 0.000053
pr_000266678,0.210416, 0.000085
pr_000290389,0.210416, 0.000170
pr_001147712,0.210416, 0.000196
us_000611876,0.210416, 0.000266
pr_001155452,0.210416, 0.000455
us_000532256,0.210416, 0.000482
pr_001149663,0.210416, 0.000614
pr_001150672,0.210416, 0.001247
us_000473057,0.210416, 0.001673
us_000551282,0.210416, 0.005223
us_000513850,0.210416, 0.091518
us_000327185,0.210416, 0.863447
us_000460943,0.210416, 0.886012
us_000460523,0.210416, 0.930469
us_000537901,0.210416, 1.144358
us_000460638,0.210416, 1.170862
us_000458865,0.210416, 1.182490
us_000459304,0.210416, 1.264680
us_000538062,0.210416, 1.267425
us_000466826,0.210416, 1.390865
us_000566927,0.210416, 1.441728
us_000553205,0.210416, 1.451132
us_000464862,0.210416, 1.475782
us_000461277,0.210416, 1.502467
us_000505837,0.210416, 1.531275
us_000459977,0.210416, 1.533017
us_000459976,0.210416, 1.539815
us_000470828,0.210416, 1.548466
us_000576590,0.210416, 1.552121
us_000566947,0.210416, 1.563476
us_000541166,0.210416, 1.565839
us_000407263,0.210416, 1.567903
us_000528949,0.210416, 1.572421
us_000459781,0.210416, 1.591855
us_000505844,0.210416, 1.620048
us_000468162,0.210416, 1.625767
us_000461359,0.210416, 1.631207
us_000580177,0.210416, 1.633549
us_000466916,0.210416, 1.673268
us_000460101,0.210416, 1.676374
us_000253544,0.210416, 1.679891
us_000506187,0.210416, 1.680508
us_000580278,0.210416, 1.685413
us_000577993,0.210416, 1.688853
us_000507041,0.210416, 1.693122
us_000533537,0.210416, 1.693457
us_000493953,0.210416, 1.718002
us_000494957,0.210416, 1.726577
us_000552897,0.210416, 1.735634
us_000551201,0.210416, 1.755798
us_000577986,0.210416, 1.755798
us_000528658,0.210416, 1.757763
us_000528378,0.210416, 1.763307
us_000561558,0.210416, 1.768309
us_000529796,0.210416, 1.782316
us_000546932,0.210416, 1.782316
us_000494879,0.210416, 1.782565
us_000532161,0.210416, 1.794890
us_000507161,0.210416, 1.794987
us_000538825,0.210416, 1.801252
us_000519953,0.210416, 1.801252
us_000538720,0.210416, 1.807662
us_000506205,0.210416, 1.919845
us_000468291,0.210416, 2.024984
pr_000557693,0.205146, 0.000000
us_000486195,0.205146, 0.000000
pr_001158210,0.205146, 0.000000
us_000500670,0.205146, 0.000000
us_000586355,0.205146, 0.000000
pr_001873462,0.205146, 0.000000
us_000530774,0.205146, 0.000001
us_000544548,0.205146, 0.000001
us_000545809,0.205146, 0.000001
pr_001873335,0.205146, 0.000001
pr_002050689,0.205146, 0.000001
us_000460986,0.205146, 0.000009
pr_001778745,0.205146, 0.000013
pr_000005246,0.205146, 0.000027
us_000533237,0.205146, 0.000030
us_000531145,0.205146, 0.000399
us_000470655,0.205146, 0.000411
us_000539395,0.205146, 0.006789
us_000537988,0.205146, 0.025486
us_000518919,0.205146, 1.174891
pr_001823268,0.147353, 0.000000
pr_001146047,0.147353, 0.000000
pr_000911311,0.147353, 0.000000
pr_001149159,0.147353, 0.000000
pr_000567089,0.147353, 0.000000
pr_001150161,0.147353, 0.000000
pr_001613277,0.147353, 0.000000
pr_001673575,0.147353, 0.000000
pr_001147414,0.147353, 0.000000
pr_001613111,0.147353, 0.000000
pr_001673422,0.147353, 0.000000
pr_000656307,0.147353, 0.000000
pr_001162565,0.147353, 0.000000
pr_001146292,0.147353, 0.000000
pr_001147637,0.147353, 0.000000
pr_000385516,0.147353, 0.000000
pr_000395491,0.147353, 0.000000
pr_000397274,0.147353, 0.000000
pr_000373436,0.147353, 0.000000
pr_000568008,0.147353, 0.000000
pr_001820084,0.147353, 0.000000
pr_001147413,0.147353, 0.000000
pr_001137975,0.147353, 0.000000
pr_000569149,0.147353, 0.000000
pr_001146837,0.147353, 0.000000
pr_000645885,0.147353, 0.000000
us_000553115,0.147353, 0.000003
us_000461117,0.147353, 0.000003
us_000461207,0.147353, 0.000005
us_000529645,0.147353, 0.000438
us_000460199,0.147353, 0.003610
us_000534097,0.147353, 0.008111
us_000534190,0.147353, 0.009148
us_000464741,0.147353, 0.009695
us_000538561,0.147353, 0.010062
us_000524650,0.147353, 0.015825
us_000600319,0.147353, 0.016381
us_000469646,0.147353, 0.019499
us_000458703,0.147353, 0.053208
us_000566452,0.147353, 0.093008
us_000468209,0.147353, 0.150861
us_000519839,0.147353, 0.262424
us_000530475,0.147353, 0.269102
us_000474025,0.147353, 0.277521
us_000460348,0.147353, 0.277806
us_000528824,0.147353, 0.278727
us_000521163,0.147353, 0.283060
us_000527222,0.147353, 0.287940
us_000518993,0.147353, 0.291980
us_000534045,0.147353, 0.300994
us_000526074,0.147353, 0.314956
us_000530579,0.147353, 0.318306
us_000480532,0.147353, 0.321928
us_000530984,0.147353, 0.336840
us_000492470,0.147353, 0.340494
us_000529763,0.147353, 0.347695
us_000533079,0.147353, 0.347695
us_000481581,0.147353, 0.366650
us_000518206,0.147353, 0.373849
us_000479021,0.147353, 0.389794
us_000517519,0.147353, 0.409050
us_000486622,0.147353, 0.411008
us_000515859,0.147353, 0.419303
us_000492486,0.147353, 0.419303
us_000486337,0.147353, 0.419303
us_000550905,0.147353, 0.419303
us_000524501,0.147353, 0.428953
us_000254553,0.147353, 0.431612
us_000247934,0.147353, 0.440407
us_000469499,0.147353, 0.450385
us_000609525,0.147353, 0.461933
us_000462063,0.147353, 0.464585
us_000465138,0.147353, 0.467087
us_000538752,0.147353, 0.484220
us_000491272,0.147353, 0.484275
us_000524526,0.147353, 0.493027
us_000463223,0.147353, 0.501007
us_000485835,0.147353, 0.501214
us_000506489,0.147353, 0.504280
us_000430656,0.147353, 0.509394
us_000551561,0.147353, 0.509790
us_000477577,0.147353, 0.511317
us_000465731,0.147353, 0.511317
us_000465650,0.147353, 0.511317
us_000463217,0.147353, 0.512889
us_000468472,0.147353, 0.521724
us_000476423,0.147353, 0.522886
us_000477350,0.147353, 0.523470
us_000552150,0.147353, 0.523470
us_000524431,0.147353, 0.523470
us_000466239,0.147353, 0.523884
us_000470212,0.147353, 0.529444
us_000581712,0.147353, 0.530172
us_000542236,0.147353, 0.531547
us_000480410,0.147353, 0.531601
us_000477180,0.147353, 0.535711
us_000461000,0.147353, 0.537360
us_000550803,0.147353, 0.538772
us_000542004,0.147353, 0.544148
us_000500782,0.147353, 0.544183
us_000570086,0.147353, 0.546394
us_000482902,0.147353, 0.547167
us_000492609,0.147353, 0.548200
us_000458934,0.147353, 0.548222
us_000538645,0.147353, 0.551019
us_000477613,0.147353, 0.557969
us_000595564,0.147353, 0.561165
us_000466286,0.147353, 0.564642
us_000469331,0.147353, 0.572521
us_000508547,0.147353, 0.578473
us_000478187,0.147353, 0.578597
us_000474251,0.147353, 0.580267
us_000545234,0.147353, 0.580671
us_000548495,0.147353, 0.581608
us_000491798,0.147353, 0.583066
us_000551077,0.147353, 0.583081
us_000524257,0.147353, 0.583897
us_000500271,0.147353, 0.584392
us_000463376,0.147353, 0.586446
us_000469268,0.147353, 0.590317
us_000486579,0.147353, 0.593676
us_000539998,0.147353, 0.595620
us_000524427,0.147353, 0.595620
us_000537969,0.147353, 0.595778
us_000483335,0.147353, 0.595849
us_000491224,0.147353, 0.596278
us_000474743,0.147353, 0.596278
us_000482594,0.147353, 0.597474
us_000541122,0.147353, 0.597521
us_000300351,0.147353, 0.598218
us_000536527,0.147353, 0.599221
us_000477625,0.147353, 0.599686
us_000492294,0.147353, 0.602216
us_000404577,0.147353, 0.602856
us_000462642,0.147353, 0.605249
us_000538798,0.147353, 0.608284
us_000475645,0.147353, 0.609215
us_000492409,0.147353, 0.610086
us_000477030,0.147353, 0.612429
us_000462917,0.147353, 0.612459
us_000466076,0.147353, 0.616864
us_000486598,0.147353, 0.619342
us_000541107,0.147353, 0.622847
us_000467673,0.147353, 0.623870
us_000490573,0.147353, 0.624284
us_000485585,0.147353, 0.625465
us_000504383,0.147353, 0.625465
us_000475874,0.147353, 0.628086
us_000485119,0.147353, 0.628106
us_000382486,0.147353, 0.628903
us_000476490,0.147353, 0.629157
us_000273299,0.147353, 0.632872
us_000466141,0.147353, 0.633457
us_000485546,0.147353, 0.634581
us_000485235,0.147353, 0.636514
us_000500931,0.147353, 0.636871
us_000549826,0.147353, 0.640294
us_000475688,0.147353, 0.640294
us_000478140,0.147353, 0.640294
us_000477293,0.147353, 0.640294
us_000477579,0.147353, 0.640294
us_000504622,0.147353, 0.641997
us_000476378,0.147353, 0.644912
us_000502110,0.147353, 0.646173
us_000490823,0.147353, 0.650206
us_000061779,0.147353, 0.650206
us_000477181,0.147353, 0.650206
us_000477407,0.147353, 0.650206
us_000477656,0.147353, 0.650206
us_000486643,0.147353, 0.650206
us_000465981,0.147353, 0.650206
us_000492516,0.147353, 0.650206
us_000485850,0.147353, 0.650255
us_000477236,0.147353, 0.652417
us_000549503,0.147353, 0.653677
us_000551084,0.147353, 0.653677
us_000470409,0.147353, 0.655506
us_000466129,0.147353, 0.655506
us_000291684,0.147353, 0.657596
us_000307329,0.147353, 0.663145
us_000162186,0.147353, 0.663686
us_000551713,0.147353, 0.666217
us_000551708,0.147353, 0.666217
us_000478144,0.147353, 0.666217
us_000551789,0.147353, 0.666217
us_000601342,0.147353, 0.666217
us_000550976,0.147353, 0.666217
us_000492090,0.147353, 0.666217
us_000491361,0.147353, 0.666217
us_000550469,0.147353, 0.666217
us_000486364,0.147353, 0.666217
us_000551843,0.147353, 0.666217
us_000486524,0.147353, 0.666217
us_000491687,0.147353, 0.666217
us_000168605,0.147353, 0.666217
us_000551747,0.147353, 0.666217
us_000492102,0.147353, 0.666217
us_000477128,0.147353, 0.666217
us_000491555,0.147353, 0.666217
us_000478116,0.147353, 0.666217
us_000550701,0.147353, 0.666217
us_000551797,0.147353, 0.666217
us_000551081,0.147353, 0.666217
us_000492075,0.147353, 0.666217
us_000551779,0.147353, 0.666217
us_000492454,0.147353, 0.666217
us_000477594,0.147353, 0.666217
us_000492110,0.147353, 0.666217
us_000486647,0.147353, 0.666217
us_000552130,0.147353, 0.666217
us_000486662,0.147353, 0.666217
us_000491296,0.147353, 0.666217
us_000477994,0.147353, 0.666217
us_000492404,0.147353, 0.666217
us_000486530,0.147353, 0.666217
us_000061598,0.147353, 0.666217
us_000478156,0.147353, 0.666217
us_000477647,0.147353, 0.667510
us_000483395,0.147353, 0.669046
us_000473041,0.147353, 0.669057
us_000491184,0.147353, 0.682778
us_000599859,0.147353, 0.696680
us_000547427,0.147353, 0.703583
us_000494202,0.147353, 0.739636
us_000524543,0.147353, 0.871179
us_000492423,0.147353, 0.941999
us_000480455,0.147353, 1.015670
pr_001088075,0.117606, 0.000003
pr_001702760,0.117606, 0.000007
pr_001645656,0.117606, 0.000007
pr_000373147,0.117606, 0.000007
pr_001623360,0.117606, 0.000007
pr_000617535,0.117606, 0.000007
pr_000825685,0.117606, 0.000007
pr_001151222,0.117606, 0.000007
pr_001048171,0.117606, 0.000007
pr_000694877,0.117606, 0.000007
pr_000372592,0.117606, 0.000007
pr_001715289,0.117606, 0.000007
pr_000642289,0.117606, 0.000026
us_000477991,0.117606, 0.000555
us_000472762,0.117606, 0.012891
us_000473175,0.117606, 0.056173
us_000460361,0.117606, 0.108430
pr_000514026,0.117606, 0.152063
pr_001101589,0.117606, 0.221197
pr_001611626,0.108913, 0.000000
pr_000623133,0.108913, 0.000000
pr_001146204,0.108913, 0.000000
pr_000818609,0.108913, 0.000000
pr_001157907,0.108913, 0.000000
us_000461533,0.108913, 0.000001
pr_000371973,0.108913, 0.000001
pr_001149472,0.108913, 0.000056
pr_000507526,0.108913, 0.000244
pr_001148728,0.108913, 0.000291
pr_001034233,0.108913, 0.000346
pr_000817839,0.108913, 0.000382
pr_001033395,0.108913, 0.000393
pr_001684964,0.108913, 0.000435
pr_000617992,0.108913, 0.000463
pr_000825903,0.108913, 0.000472
pr_001025422,0.108913, 0.000541
pr_000626928,0.108913, 0.000583
pr_000911844,0.108913, 0.000713
pr_001146865,0.108913, 0.001168
us_000241174,0.108913, 0.005316
us_000482084,0.108913, 0.017914
us_000469407,0.108913, 0.018461
us_000482031,0.108913, 0.023791
us_000323666,0.108913, 0.031343
us_000387611,0.108913, 0.041674
us_000338315,0.108913, 0.049676
us_000485746,0.108913, 0.063536
us_000294561,0.108913, 0.080616
us_000468676,0.108913, 0.081928
us_000462184,0.108913, 0.097395
us_000463714,0.108913, 0.098750
us_000471699,0.108913, 0.111910
us_000286602,0.108913, 0.126112
us_000524567,0.108913, 0.156501
us_000605046,0.108913, 0.170748
us_000461824,0.108913, 0.171337
us_000471062,0.108913, 0.171337
us_000556567,0.108913, 0.172649
us_000497236,0.108913, 0.176686
us_000469223,0.108913, 0.178096
us_000538942,0.108913, 0.180191
us_000539839,0.108913, 0.184845
us_000469285,0.108913, 0.190336
us_000469284,0.108913, 0.190336
us_000503416,0.108913, 0.190336
us_000468001,0.108913, 0.190336
us_000523415,0.108913, 0.190336
us_000476593,0.108913, 0.190336
us_000469203,0.108913, 0.190336
us_000469286,0.108913, 0.190336
us_000469142,0.108913, 0.190336
us_000458509,0.108913, 0.190336
us_000468798,0.108913, 0.190336
pr_000631700,0.108913, 0.190962
us_000570305,0.108913, 0.222974
us_000027958,0.108913, 0.244226
us_000217766,0.108913, 0.369284
us_000481593,0.108913, 0.382784
us_000523247,0.108913, 1.140311
pr_001400294,0.096932, 0.000004
pr_000374404,0.096932, 0.000011
pr_000386608,0.096932, 0.000052
pr_001034705,0.096932, 0.000077
pr_000571215,0.096932, 0.000077
pr_000750747,0.096932, 0.000167
pr_000711218,0.096932, 0.000209
pr_000394951,0.096932, 0.001357
us_000508126,0.096932, 0.001809
us_000467127,0.096932, 0.003836
us_000538850,0.096932, 0.006174
us_000480516,0.096932, 0.006472
us_000392009,0.096932, 0.008591
us_000242239,0.096932, 0.010035
pr_000373997,0.096932, 0.010056
us_000458458,0.096932, 0.014053
us_000562354,0.096932, 0.046853
us_000508011,0.096932, 0.062352
us_000580904,0.096932, 0.103544
us_000411391,0.096932, 0.104504
us_000509034,0.096932, 0.120925
us_000534277,0.096932, 0.162936
pr_001089183,0.096932, 0.192224
us_000470784,0.096932, 0.203516
us_000525983,0.034713, 0.000000
us_000473393,0.034713, 0.000004
us_000382254,0.034713, 0.000004
us_000474308,0.034713, 0.000004
us_000471847,0.034713, 0.000004
us_000485889,0.034713, 0.000004
us_000480098,0.034713, 0.000004
us_000472993,0.034713, 0.000004
pr_000921258,0.034713, 0.000005
pr_000718729,0.034713, 0.000005
us_000578025,0.034713, 0.000011
us_000469691,0.034713, 0.000015
us_000480672,0.034713, 0.000015
us_000578090,0.034713, 0.000019
us_000202673,0.034713, 0.000092
us_000556721,0.034713, 0.000102
us_000535854,0.034713, 0.000102
us_000491263,0.034713, 0.000124
us_000519884,0.034713, 0.000211
us_000501013,0.034713, 0.000354
us_000616214,0.034713, 0.000374
us_000478610,0.034713, 0.001216
us_000540554,0.034713, 0.014179
us_000527408,0.034713, 0.177182
us_000471694,0.034713, 0.287815
us_000487628,0.034713, 0.291239
us_000467772,0.034713, 0.294713
us_000560150,0.034713, 0.297067
us_000458905,0.034713, 0.298142
us_000486306,0.034713, 0.302421
us_000477395,0.034713, 0.306868
us_000342021,0.034713, 0.310934
us_000344498,0.034713, 0.314801
us_000480001,0.034713, 0.316766
us_000477501,0.034713, 0.318397
us_000478011,0.034713, 0.325403
us_000551831,0.034713, 0.330998
us_000493315,0.034713, 0.341376
us_000472403,0.034713, 0.343560
us_000564607,0.034713, 0.344785
us_000191685,0.034713, 0.347613
us_000471760,0.034713, 0.348556
us_000480175,0.034713, 0.350599
us_000487583,0.034713, 0.351094
us_000492826,0.034713, 0.356386
us_000459302,0.034713, 0.359672
us_000546844,0.034713, 0.360383
us_000477752,0.034713, 0.361303
us_000471175,0.034713, 0.364447
us_000460781,0.034713, 0.367769
us_000269821,0.034713, 0.367984
us_000613562,0.034713, 0.373004
us_000477459,0.034713, 0.378217
us_000493305,0.034713, 0.382536
us_000534846,0.034713, 0.388160
us_000491199,0.034713, 0.388284
us_000534056,0.034713, 0.393254
us_000485656,0.034713, 0.398974
us_000492608,0.034713, 0.401654
us_000473185,0.034713, 0.410219
us_000479783,0.034713, 0.412324
us_000490577,0.034713, 0.414835
us_000492413,0.034713, 0.414835
us_000486777,0.034713, 0.414835
us_000486866,0.034713, 0.414835
us_000486758,0.034713, 0.414835
us_000465895,0.034713, 0.414835
us_000478356,0.034713, 0.414835
us_000490615,0.034713, 0.414835
us_000490649,0.034713, 0.414835
us_000477445,0.034713, 0.414835
us_000478054,0.034713, 0.425907
us_000466066,0.034713, 0.425907
us_000109007,0.034713, 0.425907
us_000478001,0.034713, 0.425907
us_000550746,0.034713, 0.425907
us_000491853,0.034713, 0.425907
us_000092955,0.034713, 0.425907
us_000478063,0.034713, 0.425907
us_000492642,0.034713, 0.425907
us_000104540,0.034713, 0.425907
us_000477277,0.034713, 0.425907
us_000477744,0.034713, 0.425907
us_000492122,0.034713, 0.425907
us_000063001,0.034713, 0.425907
us_000491820,0.034713, 0.425907
us_000491303,0.034713, 0.425907
us_000551867,0.034713, 0.425907
us_000486532,0.034713, 0.426064
us_000169367,0.034713, 0.438335
