Product ID : 991 # of JPs covered : 1 : 87 : Energy, 
pr_001053177,0.406374, 0.000006
pr_001054558,0.406374, 0.000006
pr_001052984,0.406374, 0.000006
pr_001054266,0.406374, 0.000006
pr_001638575,0.406374, 0.000006
pr_000946728,0.406374, 0.000006
pr_001120102,0.406374, 0.000006
pr_001054154,0.406374, 0.000006
pr_001134550,0.406374, 0.000006
pr_000964553,0.406374, 0.000006
pr_001053229,0.406374, 0.000006
pr_000969338,0.406374, 0.000007
pr_000166857,0.406374, 0.000007
pr_001083798,0.406374, 0.000007
pr_001028644,0.406374, 0.000008
pr_001070927,0.406374, 0.000008
pr_001036264,0.406374, 0.000008
pr_001020782,0.406374, 0.000011
pr_001660208,0.406374, 0.000011
pr_000759118,0.406374, 0.000011
pr_001667687,0.406374, 0.000011
pr_001666991,0.406374, 0.000011
pr_000758545,0.406374, 0.000013
pr_001587374,0.406374, 0.000018
pr_000587702,0.406374, 0.000018
us_000476218,0.406374, 0.000030
pr_000758319,0.406374, 0.000031
pr_000758984,0.406374, 0.000031
us_000468558,0.406374, 0.000035
pr_001624070,0.406374, 0.000036
pr_000664703,0.406374, 0.000038
pr_000930543,0.406374, 0.000040
pr_001794224,0.406374, 0.000043
pr_000106186,0.406374, 0.000043
us_000596964,0.406374, 0.000043
us_000488963,0.406374, 0.000043
us_000051002,0.406374, 0.000043
us_000489812,0.406374, 0.000043
us_000491141,0.406374, 0.000043
pr_000939388,0.406374, 0.000044
pr_000700791,0.406374, 0.000044
us_000508686,0.406374, 0.000045
pr_002175236,0.406374, 0.000048
pr_001685153,0.406374, 0.000051
pr_002108894,0.406374, 0.000051
pr_000914015,0.406374, 0.000051
pr_001692713,0.406374, 0.000051
pr_001730222,0.406374, 0.000051
pr_000170100,0.406374, 0.000051
pr_001819346,0.406374, 0.000051
pr_001657990,0.406374, 0.000051
pr_001642001,0.406374, 0.000051
pr_001145369,0.406374, 0.000051
pr_000296350,0.406374, 0.000051
pr_000771692,0.406374, 0.000052
pr_001040042,0.406374, 0.000055
pr_001029214,0.406374, 0.000059
pr_002091127,0.406374, 0.000059
pr_000880000,0.406374, 0.000062
us_000491695,0.406374, 0.000063
pr_001936119,0.406374, 0.000065
pr_001026152,0.406374, 0.000068
pr_001908652,0.406374, 0.000068
pr_001006359,0.406374, 0.000068
pr_001164439,0.406374, 0.000071
pr_001399351,0.406374, 0.000071
pr_000954342,0.406374, 0.000071
pr_001139332,0.406374, 0.000071
pr_001689196,0.406374, 0.000072
pr_000988300,0.406374, 0.000073
pr_000696866,0.406374, 0.000073
pr_001907320,0.406374, 0.000075
pr_001875454,0.406374, 0.000075
pr_000946366,0.406374, 0.000077
pr_001113419,0.406374, 0.000077
pr_001055827,0.406374, 0.000077
pr_000752091,0.406374, 0.000079
pr_001040651,0.406374, 0.000084
pr_000943953,0.406374, 0.000086
pr_002213862,0.406374, 0.000086
pr_000949263,0.406374, 0.000090
pr_000945510,0.406374, 0.000090
pr_000756798,0.406374, 0.000092
pr_001141087,0.406374, 0.000093
pr_001395554,0.406374, 0.000096
pr_002084610,0.406374, 0.000099
pr_000426643,0.406374, 0.000104
pr_002081922,0.406374, 0.000106
pr_000208578,0.406374, 0.000109
pr_001414841,0.406374, 0.000113
pr_000945187,0.406374, 0.000114
pr_001110180,0.406374, 0.000114
pr_001075743,0.406374, 0.000127
pr_001107252,0.406374, 0.000132
pr_001665616,0.406374, 0.000132
pr_000636583,0.406374, 0.000132
pr_000968741,0.406374, 0.000132
pr_000750946,0.406374, 0.000132
pr_000884390,0.406374, 0.000132
pr_000721440,0.406374, 0.000132
pr_002059368,0.406374, 0.000132
pr_000862312,0.406374, 0.000132
pr_000656571,0.406374, 0.000132
pr_000890884,0.406374, 0.000132
pr_001087874,0.406374, 0.000132
pr_000968681,0.406374, 0.000132
pr_001972212,0.406374, 0.000132
pr_001649019,0.406374, 0.000132
pr_000968593,0.406374, 0.000132
pr_000701282,0.406374, 0.000132
pr_001068595,0.406374, 0.000132
pr_000629658,0.406374, 0.000132
pr_000660729,0.406374, 0.000132
pr_000904960,0.406374, 0.000132
pr_001769326,0.406374, 0.000132
pr_001027345,0.406374, 0.000132
pr_001134041,0.406374, 0.000134
pr_000690595,0.406374, 0.000138
pr_000967562,0.406374, 0.000138
pr_001061610,0.406374, 0.000150
pr_000978885,0.406374, 0.000156
pr_000756855,0.406374, 0.000157
pr_000951415,0.406374, 0.000157
pr_000946884,0.406374, 0.000157
pr_000938313,0.406374, 0.000157
pr_001048529,0.406374, 0.000161
pr_001653844,0.406374, 0.000162
pr_001896282,0.406374, 0.000165
pr_001667111,0.406374, 0.000167
pr_001007553,0.406374, 0.000169
pr_000662486,0.406374, 0.000173
pr_000754565,0.406374, 0.000175
pr_000711008,0.406374, 0.000185
pr_000607437,0.406374, 0.000186
pr_000861485,0.406374, 0.000195
pr_001135656,0.406374, 0.000204
pr_000167571,0.406374, 0.000208
pr_000212742,0.406374, 0.000208
pr_000972356,0.406374, 0.000237
pr_000760800,0.406374, 0.000245
pr_001716311,0.406374, 0.000245
pr_001581495,0.406374, 0.000256
pr_001583996,0.406374, 0.000256
pr_000751189,0.406374, 0.000279
pr_001826010,0.406374, 0.000282
pr_000761926,0.406374, 0.000283
pr_001057102,0.406374, 0.000283
pr_000940645,0.406374, 0.000283
pr_000756219,0.406374, 0.000283
pr_000816636,0.406374, 0.000283
pr_000734328,0.406374, 0.000283
pr_001059790,0.406374, 0.000283
pr_001059079,0.406374, 0.000283
pr_000936563,0.406374, 0.000283
pr_000950018,0.406374, 0.000283
pr_001055433,0.406374, 0.000283
pr_001123752,0.406374, 0.000283
pr_001086811,0.406374, 0.000285
pr_000813981,0.406374, 0.000288
pr_001018764,0.406374, 0.000288
pr_000812847,0.406374, 0.000288
pr_001098832,0.406374, 0.000288
pr_000708588,0.406374, 0.000290
pr_000937179,0.406374, 0.000294
pr_000852359,0.406374, 0.000304
pr_001580706,0.406374, 0.000305
pr_001023171,0.406374, 0.000307
pr_000633658,0.406374, 0.000308
pr_000952834,0.406374, 0.000314
pr_000633042,0.406374, 0.000314
pr_000880083,0.406374, 0.000314
pr_000638648,0.406374, 0.000314
pr_000852499,0.406374, 0.000314
pr_000754976,0.406374, 0.000315
pr_000950799,0.406374, 0.000315
pr_000900153,0.406374, 0.000316
pr_001024969,0.406374, 0.000325
pr_000743229,0.406374, 0.000332
pr_001768307,0.406374, 0.000332
pr_000646717,0.406374, 0.000333
pr_001116648,0.406374, 0.000333
pr_000579221,0.406374, 0.000333
pr_000936437,0.406374, 0.000334
pr_000140394,0.406374, 0.000335
pr_000692273,0.406374, 0.000341
pr_000936992,0.406374, 0.000344
pr_001406165,0.406374, 0.000350
pr_000726155,0.406374, 0.000352
pr_000900606,0.406374, 0.000354
pr_000944672,0.406374, 0.000359
pr_001151419,0.406374, 0.000375
pr_000765082,0.406374, 0.000380
pr_001111331,0.406374, 0.000381
pr_000170414,0.406374, 0.000381
pr_000944838,0.406374, 0.000381
pr_001081736,0.406374, 0.000381
pr_000846554,0.406374, 0.000381
pr_001145345,0.406374, 0.000381
pr_000661222,0.406374, 0.000384
pr_000941104,0.406374, 0.000386
pr_000992606,0.406374, 0.000387
pr_000938729,0.406374, 0.000389
pr_000127559,0.406374, 0.000400
pr_000767585,0.406374, 0.000414
pr_001033179,0.406374, 0.000414
pr_000864518,0.406374, 0.000414
pr_000745901,0.406374, 0.000414
pr_001715775,0.406374, 0.000414
pr_001652598,0.406374, 0.000414
pr_001769290,0.406374, 0.000417
pr_001720100,0.406374, 0.000422
pr_000868842,0.406374, 0.000427
pr_001745432,0.406374, 0.000444
pr_000943017,0.406374, 0.000457
pr_001061710,0.406374, 0.000476
pr_001010693,0.406374, 0.000481
pr_000887549,0.406374, 0.000489
us_000470249,0.406374, 0.000509
pr_000107805,0.406374, 0.000530
pr_001076651,0.406374, 0.000537
pr_001972231,0.406374, 0.000544
pr_000845234,0.406374, 0.000555
pr_001059577,0.406374, 0.000595
pr_001613745,0.406374, 0.000606
pr_001005455,0.406374, 0.000607
pr_001079723,0.406374, 0.000624
pr_000579373,0.406374, 0.000628
pr_000989718,0.406374, 0.000645
pr_000706361,0.406374, 0.000648
pr_001010225,0.406374, 0.000663
pr_000949746,0.406374, 0.000667
pr_000833148,0.406374, 0.000676
pr_002239067,0.406374, 0.000681
pr_000564966,0.406374, 0.000697
pr_000589957,0.406374, 0.000706
pr_000713874,0.406374, 0.000720
us_000616299,0.406374, 0.000721
us_000464746,0.406374, 0.000726
pr_001005471,0.406374, 0.000764
pr_001637090,0.406374, 0.000764
us_000482177,0.406374, 0.000779
pr_000996472,0.406374, 0.000797
pr_001972487,0.406374, 0.000807
pr_000810744,0.406374, 0.000890
pr_001645174,0.406374, 0.000890
pr_001828629,0.406374, 0.000898
us_000468985,0.406374, 0.000965
pr_001061147,0.406374, 0.000973
pr_001044783,0.406374, 0.001040
pr_000867685,0.406374, 0.001043
pr_001015948,0.406374, 0.001127
pr_000762580,0.406374, 0.001240
pr_000999108,0.406374, 0.001354
pr_000870290,0.406374, 0.001391
pr_000589583,0.406374, 0.001424
pr_000893733,0.406374, 0.001519
pr_001159056,0.406374, 0.001535
pr_000570121,0.406374, 0.001536
us_000612942,0.406374, 0.001574
pr_001028165,0.406374, 0.001602
pr_000702109,0.406374, 0.001663
us_000583489,0.406374, 0.001927
us_000466263,0.406374, 0.002187
pr_001024743,0.406374, 0.002249
pr_001118632,0.406374, 0.002543
pr_000946889,0.406374, 0.002568
pr_000759457,0.406374, 0.002707
us_000491453,0.406374, 0.002931
us_000490502,0.406374, 0.003192
pr_000906145,0.406374, 0.003405
pr_000491270,0.406374, 0.004090
pr_000972405,0.406374, 0.005084
pr_001820824,0.406374, 0.005379
pr_001721091,0.406374, 0.005587
us_000468110,0.406374, 0.005648
us_000538841,0.406374, 0.005679
us_000611296,0.406374, 0.005769
pr_001024033,0.406374, 0.005795
pr_000576380,0.406374, 0.006413
pr_000936235,0.406374, 0.006961
pr_001906032,0.406374, 0.007279
us_000483119,0.406374, 0.007665
pr_002153007,0.406374, 0.008790
pr_000830135,0.406374, 0.010245
pr_001826965,0.406374, 0.011190
us_000419311,0.406374, 0.011483
pr_001611724,0.406374, 0.014022
us_000564878,0.406374, 0.014678
us_000613376,0.406374, 0.015015
us_000534929,0.406374, 0.021744
us_000475756,0.406374, 0.021932
pr_001686168,0.406374, 0.022082
us_000599364,0.406374, 0.022935
us_000359817,0.406374, 0.022993
us_000494634,0.406374, 0.024684
pr_001074053,0.406374, 0.025581
us_000538500,0.406374, 0.025784
us_000467055,0.406374, 0.035609
us_000562142,0.406374, 0.054572
us_000569941,0.406374, 0.065317
us_000585096,0.406374, 0.066995
us_000613793,0.406374, 0.076574
pr_000528023,0.406374, 0.077040
us_000572643,0.406374, 0.087883
us_000542953,0.406374, 0.108163
us_000536377,0.406374, 0.155983
us_000569176,0.384820, 0.000000
us_000540248,0.384820, 0.000000
us_000514144,0.384820, 0.000000
us_000566392,0.384820, 0.000000
us_000520191,0.384820, 0.000000
us_000565803,0.384820, 0.000000
us_000513150,0.384820, 0.000000
us_000547211,0.384820, 0.000000
us_000548735,0.384820, 0.000000
us_000520571,0.384820, 0.000000
us_000513104,0.384820, 0.000000
us_000512893,0.384820, 0.000000
us_000563527,0.384820, 0.000000
us_000554548,0.384820, 0.000000
us_000508752,0.384820, 0.000000
us_000541197,0.384820, 0.000000
us_000556752,0.384820, 0.000000
us_000472443,0.384820, 0.000000
us_000594032,0.384820, 0.000000
us_000584807,0.384820, 0.000000
us_000468096,0.384820, 0.000000
us_000538281,0.384820, 0.000000
us_000541285,0.384820, 0.000000
us_000512765,0.384820, 0.000000
us_000531826,0.384820, 0.000000
us_000597981,0.384820, 0.000000
us_000521149,0.384820, 0.000000
us_000575964,0.384820, 0.000000
us_000513749,0.384820, 0.000000
us_000531792,0.384820, 0.000000
us_000586165,0.384820, 0.000000
us_000588165,0.384820, 0.000000
pr_000910415,0.384820, 0.000000
pr_001146805,0.384820, 0.000000
pr_001155516,0.384820, 0.000000
us_000510892,0.384820, 0.000000
us_000542756,0.384820, 0.000000
us_000581299,0.384820, 0.000009
pr_001050845,0.384820, 0.000009
us_000583522,0.384820, 0.000011
us_000595472,0.384820, 0.000011
us_000509150,0.384820, 0.000014
us_000565590,0.384820, 0.000014
us_000569882,0.384820, 0.000014
us_000569805,0.384820, 0.000014
pr_001673484,0.384820, 0.000015
us_000547831,0.384820, 0.000031
us_000597560,0.384820, 0.000038
us_000598293,0.384820, 0.000041
pr_000941310,0.384820, 0.000043
pr_000958077,0.384820, 0.000076
pr_001800144,0.384820, 0.000093
us_000040060,0.384820, 0.000109
pr_000882501,0.384820, 0.000156
pr_000820095,0.384820, 0.000156
pr_000816738,0.384820, 0.000160
pr_001150673,0.384820, 0.000204
us_000608611,0.384820, 0.000241
us_000478689,0.384820, 0.000292
us_000587766,0.384820, 0.000296
us_000484245,0.384820, 0.000478
pr_002095206,0.384820, 0.000568
us_000538248,0.384820, 0.000646
us_000509763,0.384820, 0.000936
us_000574346,0.384820, 0.001978
us_000544973,0.384820, 0.002947
us_000616713,0.384820, 0.003863
us_000518302,0.384820, 0.003906
us_000501962,0.384820, 0.003943
us_000542153,0.384820, 0.004854
us_000488166,0.384820, 0.010519
us_000510710,0.384820, 0.015015
us_000514395,0.384820, 0.016266
us_000585792,0.384820, 0.027209
us_000568275,0.384820, 0.032085
us_000480771,0.384820, 0.037798
us_000579485,0.384820, 0.050068
us_000097887,0.384820, 0.055109
us_000545568,0.384820, 0.179087
us_000475597,0.384820, 3.276980
us_000474913,0.384820, 3.679645
us_000485572,0.384820, 3.749323
us_000474853,0.384820, 3.953918
us_000518085,0.380415, 0.000011
us_000491541,0.380415, 0.429790
us_000485288,0.380415, 0.701539
us_000494683,0.380415, 0.709784
us_000472627,0.380415, 0.728362
us_000492603,0.380415, 0.851723
us_000077221,0.380415, 0.864529
us_000491450,0.380415, 1.076507
us_000474784,0.380415, 1.080699
us_000015766,0.380415, 1.171127
pr_000002216,0.318062, 0.000000
pr_000159946,0.318062, 0.000000
us_000499821,0.318062, 0.000000
us_000564739,0.318062, 0.000000
us_000483199,0.318062, 0.000000
us_000513061,0.318062, 0.000000
pr_002153419,0.318062, 0.000011
us_000550952,0.318062, 0.000022
pr_000726970,0.318062, 0.000058
us_000553971,0.318062, 0.000122
us_000500080,0.318062, 0.000552
us_000582748,0.318062, 0.000596
us_000528874,0.318062, 0.000750
us_000571943,0.318062, 0.001004
us_000467152,0.318062, 0.001395
us_000481135,0.318062, 0.001865
us_000250294,0.318062, 0.002530
pr_002178844,0.318062, 0.002706
us_000466108,0.318062, 0.002882
us_000543819,0.318062, 0.003250
us_000387527,0.318062, 0.003766
us_000496673,0.318062, 0.003942
us_000592773,0.318062, 0.004230
us_000473149,0.318062, 0.005472
us_000553109,0.318062, 0.010594
us_000467329,0.318062, 0.011058
us_000558835,0.318062, 0.012558
us_000519621,0.318062, 0.015135
us_000544957,0.318062, 0.016309
us_000596176,0.318062, 0.016612
us_000491526,0.318062, 0.021374
us_000545998,0.318062, 0.043190
us_000474401,0.318062, 0.044419
us_000545544,0.318062, 0.059130
us_000486178,0.318062, 0.064669
us_000543386,0.318062, 0.114632
us_000499453,0.318062, 0.132789
us_000512763,0.318062, 0.237813
us_000498280,0.318062, 0.280581
us_000478175,0.318062, 0.587337
us_000500796,0.315061, 0.000000
pr_001708016,0.315061, 0.000000
pr_000347321,0.315061, 0.000025
us_000554989,0.315061, 0.000055
us_000474038,0.315061, 0.000081
pr_000992116,0.315061, 0.000101
us_000562351,0.315061, 0.000109
us_000484459,0.315061, 0.000131
us_000035002,0.315061, 0.000131
us_000468571,0.315061, 0.000607
us_000477177,0.315061, 0.000757
us_000467797,0.315061, 0.002155
us_000470665,0.315061, 0.049782
us_000536363,0.315061, 0.237095
us_000563610,0.315061, 1.603246
us_000484144,0.315061, 1.930516
us_000588435,0.315061, 1.940181
us_000491353,0.315061, 2.108172
us_000583568,0.315061, 2.136757
us_000519538,0.315061, 2.187341
us_000597181,0.315061, 2.187347
us_000577725,0.315061, 2.209202
us_000483238,0.315061, 2.254474
us_000531831,0.315061, 2.269098
us_000535150,0.315061, 2.316240
us_000569917,0.315061, 2.476861
us_000543551,0.315061, 2.519060
us_000597203,0.315061, 2.544502
us_000541636,0.315061, 2.550375
us_000541637,0.315061, 2.571108
us_000482021,0.315061, 2.702424
us_000483167,0.315061, 2.715072
us_000572133,0.315061, 2.755579
us_000143088,0.315061, 2.763723
pr_001814224,0.309991, 0.000000
pr_001897446,0.309991, 0.000000
pr_000126181,0.309991, 0.000000
us_000492258,0.309991, 0.000000
us_000517469,0.309991, 0.000000
us_000540698,0.309991, 0.000000
us_000534258,0.309991, 0.000000
pr_001015782,0.309991, 0.000007
pr_000586966,0.309991, 0.000008
us_000502683,0.309991, 0.000009
us_000535800,0.309991, 0.000009
pr_000092802,0.309991, 0.000015
pr_000940761,0.309991, 0.000019
pr_002194887,0.309991, 0.000084
us_000616796,0.309991, 0.000123
pr_002000658,0.309991, 0.000156
us_000500634,0.309991, 0.000731
us_000522820,0.309991, 0.001117
us_000570218,0.309991, 0.003637
us_000474631,0.309991, 0.005417
us_000488246,0.309991, 0.006335
us_000478609,0.309991, 0.008827
us_000518504,0.309991, 0.010181
us_000585626,0.309991, 0.042574
us_000481008,0.309991, 0.059249
us_000503723,0.309991, 3.209715
us_000503569,0.309991, 3.334985
us_000513935,0.309991, 3.351085
us_000475720,0.309991, 3.354909
us_000514647,0.309991, 3.386618
us_000510238,0.309991, 3.396344
us_000483894,0.309991, 3.413551
us_000478547,0.309991, 3.419238
us_000503612,0.309991, 3.420614
us_000503722,0.309991, 3.463832
us_000460216,0.309991, 3.485619
us_000169563,0.309991, 3.486275
us_000491930,0.309991, 3.486275
us_000492372,0.309991, 3.486549
us_000510776,0.309991, 3.486549
us_000483945,0.309991, 3.490046
us_000491939,0.309991, 3.494789
us_000497014,0.309991, 3.497142
us_000496605,0.309991, 3.497142
us_000511716,0.309991, 3.497142
us_000503743,0.309991, 3.504153
us_000510172,0.309991, 3.515334
us_000141268,0.309991, 4.588162
us_000460208,0.309991, 5.905212
us_000585036,0.307495, 0.000000
us_000494289,0.307495, 0.000000
us_000570820,0.307495, 0.000000
us_000562298,0.307495, 0.000000
pr_000282955,0.307495, 0.000000
us_000512002,0.307495, 0.000000
us_000545631,0.307495, 0.000000
us_000472144,0.307495, 0.000000
us_000467614,0.307495, 0.000000
us_000571361,0.307495, 0.000000
us_000614943,0.307495, 0.000000
us_000591611,0.307495, 0.000000
us_000544442,0.307495, 0.000000
us_000523882,0.307495, 0.000004
pr_001761708,0.307495, 0.000005
pr_001730148,0.307495, 0.000005
pr_001683708,0.307495, 0.000005
us_000530042,0.307495, 0.000005
us_000460953,0.307495, 0.000006
us_000443819,0.307495, 0.000008
us_000532894,0.307495, 0.000036
us_000532897,0.307495, 0.000036
us_000530780,0.307495, 0.000036
us_000473762,0.307495, 0.000060
us_000216782,0.307495, 0.000061
pr_000928992,0.307495, 0.000086
pr_001667883,0.307495, 0.000092
us_000512846,0.307495, 0.000265
us_000606105,0.307495, 0.000429
us_000574483,0.307495, 0.000450
us_000481959,0.307495, 0.000694
us_000476737,0.307495, 0.000703
us_000613880,0.307495, 0.000813
us_000558711,0.307495, 0.002075
us_000568784,0.307495, 0.002124
pr_001198215,0.307495, 0.002375
pr_001138299,0.307495, 0.002375
us_000565325,0.307495, 0.002689
pr_000826351,0.307495, 0.003117
us_000536294,0.307495, 0.005322
us_000578504,0.307495, 0.006380
us_000617051,0.307495, 0.007368
us_000568107,0.307495, 0.008527
us_000595311,0.307495, 0.009117
us_000520306,0.307495, 0.010981
us_000504856,0.307495, 0.012427
us_000552631,0.307495, 0.014364
us_000596780,0.307495, 0.015661
us_000540466,0.307495, 0.024500
us_000577185,0.307495, 0.024585
us_000551705,0.307495, 0.024922
us_000475503,0.307495, 0.026888
us_000567360,0.307495, 0.047774
us_000615734,0.307495, 0.057773
us_000565640,0.307495, 0.090603
us_000555912,0.307495, 0.093733
us_000555914,0.307495, 0.102885
us_000537380,0.307495, 0.112331
us_000564011,0.307495, 0.152066
us_000561668,0.307495, 0.164468
us_000594842,0.307495, 0.169338
us_000515429,0.307495, 0.174763
us_000528689,0.307495, 0.188618
us_000539487,0.307495, 0.196073
us_000503828,0.307495, 0.380438
us_000580264,0.307495, 0.946722
us_000492450,0.295751, 0.000000
us_000508884,0.295751, 0.000000
us_000534572,0.295751, 0.000000
us_000516149,0.295751, 0.000000
us_000539508,0.295751, 0.000000
us_000493872,0.295751, 0.000000
pr_001027650,0.295751, 0.000000
pr_001924575,0.295751, 0.000000
pr_001662580,0.295751, 0.000000
pr_002080674,0.295751, 0.000000
us_000535804,0.295751, 0.000000
us_000495469,0.295751, 0.000000
us_000560731,0.295751, 0.000000
us_000528723,0.295751, 0.000000
us_000478923,0.295751, 0.000000
us_000546890,0.295751, 0.000001
pr_000946800,0.295751, 0.000001
pr_000162877,0.295751, 0.000001
pr_000584044,0.295751, 0.000001
pr_001076612,0.295751, 0.000001
pr_000701602,0.295751, 0.000016
pr_001752271,0.295751, 0.000026
pr_000850946,0.295751, 0.000033
pr_001775012,0.295751, 0.000052
pr_000880109,0.295751, 0.000064
pr_001047926,0.295751, 0.000081
pr_000835333,0.295751, 0.000088
us_000498495,0.295751, 0.000262
pr_000975720,0.295751, 0.000269
us_000544112,0.295751, 0.000309
us_000453116,0.295751, 0.000842
us_000475064,0.295751, 0.000968
us_000487678,0.295751, 0.001397
us_000514940,0.295751, 0.001467
pr_000401350,0.295751, 0.001512
us_000460252,0.295751, 0.003781
us_000482306,0.295751, 0.004822
pr_001399156,0.295751, 0.005275
us_000494655,0.295751, 0.007612
us_000521885,0.295751, 0.009760
us_000335496,0.295751, 0.010994
us_000509438,0.295751, 0.018867
us_000386049,0.295751, 0.021989
us_000183256,0.295751, 0.062180
us_000501264,0.287805, 0.000000
us_000536388,0.287805, 0.000004
us_000497225,0.287805, 0.204225
us_000594065,0.287805, 0.218744
us_000194961,0.287805, 0.239368
us_000507759,0.287805, 0.245181
us_000489538,0.287805, 0.262071
us_000477688,0.287805, 0.262454
us_000548999,0.287805, 0.268426
us_000472823,0.287805, 0.288764
us_000508213,0.287805, 0.291131
us_000498892,0.287805, 0.302441
us_000531356,0.287805, 0.306258
us_000546867,0.287805, 0.314899
us_000239867,0.287805, 0.317966
us_000575447,0.287805, 0.323068
us_000473840,0.287805, 0.329672
us_000016184,0.287805, 0.331230
us_000480558,0.287805, 0.332544
us_000507373,0.287805, 0.356893
us_000478480,0.287805, 0.363545
us_000153668,0.287805, 0.369619
us_000527538,0.287805, 0.375239
us_000494094,0.287805, 0.375996
us_000356006,0.287805, 0.376042
us_000486392,0.287805, 0.378791
us_000494400,0.287805, 0.384506
us_000554957,0.287805, 0.385517
us_000575377,0.287805, 0.386340
us_000555223,0.287805, 0.388627
us_000365615,0.287805, 0.389091
us_000414403,0.287805, 0.391919
us_000539023,0.287805, 0.398544
us_000554440,0.287805, 0.402222
us_000575475,0.287805, 0.405119
us_000539076,0.287805, 0.405401
us_000526139,0.287805, 0.405941
us_000560385,0.287805, 0.406602
us_000017359,0.287805, 0.407656
us_000549040,0.287805, 0.407710
us_000473462,0.287805, 0.412846
us_000476197,0.287805, 0.419741
us_000494337,0.287805, 0.420498
us_000494766,0.287805, 0.422139
us_000611945,0.287805, 0.423785
us_000300081,0.287805, 0.427491
us_000059364,0.287805, 0.428187
us_000572195,0.287805, 0.435884
us_000527943,0.287805, 0.436293
us_000006645,0.287805, 0.438596
us_000464326,0.287805, 0.441372
us_000017824,0.287805, 0.442137
us_000527780,0.287805, 0.446070
us_000473487,0.287805, 0.447626
us_000494787,0.287805, 0.448574
us_000518926,0.287805, 0.451170
us_000533424,0.287805, 0.452653
us_000473632,0.287805, 0.452858
us_000359874,0.287805, 0.453474
us_000476271,0.287805, 0.455615
us_000513879,0.287805, 0.455615
us_000476613,0.287805, 0.455615
us_000474353,0.287805, 0.456084
us_000492769,0.287805, 0.468863
us_000346990,0.287805, 0.475007
us_000464382,0.287805, 0.478036
us_000476251,0.287805, 0.480747
us_000308992,0.287805, 0.483133
us_000497923,0.287805, 0.488264
us_000486986,0.287805, 0.499815
us_000527873,0.287805, 0.499897
us_000533395,0.287805, 0.500850
us_000203842,0.287805, 0.504190
us_000488071,0.287805, 0.504236
us_000476413,0.287805, 0.504642
us_000570266,0.287805, 0.506202
us_000562945,0.287805, 0.508941
us_000582897,0.287805, 0.511426
us_000202753,0.287805, 0.511426
us_000003384,0.287805, 0.511426
us_000476211,0.287805, 0.511426
us_000547775,0.287805, 0.511707
us_000500985,0.287805, 0.512056
us_000064527,0.287805, 0.512380
us_000555145,0.287805, 0.519283
us_000476429,0.287805, 0.522774
us_000495031,0.287805, 0.523322
us_000460009,0.287805, 0.527472
us_000464435,0.287805, 0.527649
us_000559044,0.287805, 0.531831
us_000359338,0.287805, 0.535431
us_000480746,0.287805, 0.536329
us_000505710,0.287805, 0.536535
us_000477715,0.287805, 0.540965
us_000470257,0.287805, 0.540965
us_000492495,0.287805, 0.550129
us_000558589,0.287805, 0.550655
us_000492713,0.287805, 0.550655
us_000478231,0.287805, 0.555708
us_000478297,0.287805, 0.555708
us_000496035,0.287805, 0.555708
us_000520647,0.287805, 0.555708
us_000582900,0.287805, 0.555708
us_000534254,0.287805, 0.577900
us_000497861,0.287805, 0.586955
us_000494882,0.287805, 0.592209
us_000482474,0.287805, 0.615053
us_000495026,0.287805, 0.627266
us_000478772,0.287805, 0.629918
us_000472751,0.287805, 0.648909
us_000569670,0.287805, 0.748779
us_000476200,0.287805, 0.749030
us_000482452,0.287805, 0.928870
pr_000117994,0.280084, 0.000000
pr_000746191,0.280084, 0.000027
pr_000620909,0.280084, 0.002386
us_000465465,0.280084, 0.124527
us_000289772,0.280084, 0.192424
us_000463329,0.280084, 0.317550
us_000407773,0.280084, 0.329913
us_000380835,0.280084, 0.338433
us_000385264,0.280084, 0.341976
us_000465314,0.280084, 0.350152
us_000463813,0.280084, 0.362183
us_000188138,0.280084, 0.374527
us_000460957,0.280084, 0.374527
us_000481081,0.280084, 0.374527
us_000174721,0.280084, 0.384579
us_000469915,0.280084, 0.385077
us_000191755,0.280084, 0.400655
us_000314974,0.280084, 0.451141
us_000459555,0.280084, 0.480822
us_000470872,0.280084, 0.485132
us_000460719,0.280084, 0.499683
us_000479304,0.280084, 0.499683
us_000223765,0.280084, 0.515152
us_000470574,0.280084, 0.515152
us_000461288,0.280084, 0.515152
us_000464805,0.280084, 0.515152
us_000465482,0.280084, 0.515152
us_000463860,0.280084, 0.515152
us_000459130,0.280084, 0.538749
us_000286908,0.280084, 0.580152
us_000009747,0.280084, 0.607317
us_000470844,0.280084, 0.608225
us_000466965,0.280084, 0.608600
us_000470657,0.280084, 0.613578
us_000295099,0.280084, 0.614527
us_000231820,0.280084, 0.617601
us_000469466,0.280084, 0.617678
us_000460606,0.280084, 0.625598
us_000461408,0.280084, 0.626506
us_000478887,0.280084, 0.626506
us_000204472,0.280084, 0.626506
us_000463716,0.280084, 0.635882
us_000477486,0.280084, 0.635882
us_000477461,0.280084, 0.640178
us_000470721,0.280084, 0.643290
us_000460060,0.280084, 0.644192
us_000460890,0.280084, 0.645100
us_000479902,0.280084, 0.645100
us_000470564,0.280084, 0.647873
us_000465151,0.280084, 0.650152
us_000470869,0.280084, 0.650152
us_000478816,0.280084, 0.650152
us_000460148,0.280084, 0.654476
us_000470114,0.280084, 0.654476
us_000461405,0.280084, 0.668433
us_000096891,0.280084, 0.668433
us_000463338,0.280084, 0.668433
