Product ID : 991 # of JPs covered : 1 : 87 : Energy, 
pr_000755813,0.712837, 0.000070
pr_001775771,0.712837, 0.000072
us_000516689,0.712837, 0.000080
pr_002038172,0.712837, 0.000080
pr_001027951,0.712837, 0.000094
us_000465997,0.712837, 0.000098
us_000461275,0.712837, 0.000113
us_000469738,0.712837, 0.000113
us_000141844,0.712837, 0.000117
pr_001780587,0.712837, 0.000129
pr_002042257,0.712837, 0.000134
us_000614329,0.712837, 0.000142
pr_001884201,0.712837, 0.000143
us_000215592,0.712837, 0.000163
us_000531255,0.712837, 0.000167
us_000549940,0.712837, 0.000174
us_000478811,0.712837, 0.000183
us_000488851,0.712837, 0.000202
us_000518193,0.712837, 0.000203
pr_001783692,0.712837, 0.000215
us_000479525,0.712837, 0.000218
us_000596966,0.712837, 0.000226
us_000533506,0.712837, 0.000233
us_000500173,0.712837, 0.000233
us_000592444,0.712837, 0.000233
us_000498889,0.712837, 0.000316
us_000510904,0.712837, 0.000324
us_000525420,0.712837, 0.000330
us_000568223,0.712837, 0.000347
us_000483711,0.712837, 0.000417
us_000512248,0.712837, 0.000441
us_000613316,0.712837, 0.000446
us_000479618,0.712837, 0.000463
us_000524552,0.712837, 0.000533
us_000511120,0.712837, 0.000589
pr_000208930,0.712837, 0.000630
us_000225346,0.712837, 0.000637
us_000534794,0.712837, 0.000738
us_000548458,0.712837, 0.000845
us_000583392,0.712837, 0.000950
us_000476394,0.712837, 0.000970
us_000461962,0.712837, 0.000983
us_000487051,0.712837, 0.001018
us_000508586,0.712837, 0.001018
us_000590931,0.712837, 0.001069
us_000592455,0.712837, 0.001069
us_000460758,0.712837, 0.001102
us_000467812,0.712837, 0.001328
us_000616794,0.712837, 0.001337
us_000591487,0.712837, 0.001437
us_000538336,0.712837, 0.001440
us_000548272,0.712837, 0.001455
us_000508363,0.712837, 0.001483
us_000470400,0.712837, 0.001500
us_000480743,0.712837, 0.001581
us_000393232,0.712837, 0.001674
us_000541751,0.712837, 0.001856
us_000499098,0.712837, 0.001920
us_000530241,0.712837, 0.002009
us_000553361,0.712837, 0.002038
pr_001774601,0.712837, 0.002132
us_000579214,0.712837, 0.002192
us_000494194,0.712837, 0.002348
us_000584481,0.712837, 0.002356
us_000502521,0.712837, 0.002367
us_000511786,0.712837, 0.002415
us_000468063,0.712837, 0.002458
us_000525947,0.712837, 0.002513
us_000503687,0.712837, 0.002530
us_000588989,0.712837, 0.002614
us_000580705,0.712837, 0.002723
us_000498095,0.712837, 0.002913
us_000560989,0.712837, 0.003061
us_000546029,0.712837, 0.003299
us_000479473,0.712837, 0.003546
us_000500243,0.712837, 0.003745
us_000558945,0.712837, 0.003768
us_000517162,0.712837, 0.003770
us_000473652,0.712837, 0.004349
us_000541517,0.712837, 0.005343
us_000508132,0.712837, 0.005701
us_000571407,0.712837, 0.005745
us_000580573,0.712837, 0.005801
us_000505900,0.712837, 0.006175
us_000521473,0.712837, 0.006378
us_000487766,0.712837, 0.006938
us_000509684,0.712837, 0.008220
us_000600173,0.712837, 0.008371
us_000551828,0.712837, 0.008436
us_000480956,0.712837, 0.011969
us_000550178,0.712837, 0.015121
us_000563109,0.712837, 0.015635
us_000596690,0.712837, 0.016918
us_000580502,0.712837, 0.016918
us_000561107,0.712837, 0.016918
us_000583074,0.712837, 0.016918
us_000464386,0.712837, 0.017037
us_000579820,0.712837, 0.017286
us_000470069,0.712837, 0.017612
us_000508028,0.712837, 0.018692
us_000499925,0.712837, 0.019673
us_000525843,0.712837, 0.019887
us_000500903,0.712837, 0.022190
us_000521051,0.712837, 0.022801
us_000027597,0.712837, 0.023207
us_000517450,0.712837, 0.024244
us_000473774,0.712837, 0.024625
us_000506678,0.712837, 0.024854
us_000528006,0.712837, 0.025288
us_000617039,0.712837, 0.027844
us_000568136,0.712837, 0.028889
us_000498404,0.712837, 0.028993
us_000526994,0.712837, 0.029582
us_000533880,0.712837, 0.029878
us_000550675,0.712837, 0.030046
us_000527023,0.712837, 0.032272
us_000517878,0.712837, 0.032291
us_000489336,0.712837, 0.036534
us_000473591,0.712837, 0.036961
us_000587861,0.712837, 0.041871
us_000592560,0.712837, 0.042341
us_000521761,0.712837, 0.051437
us_000562140,0.712837, 0.066025
us_000507744,0.712837, 0.070828
us_000538344,0.712837, 0.073138
us_000545914,0.712837, 0.085027
us_000559135,0.712837, 0.089871
us_000543691,0.712837, 0.092093
us_000480792,0.712837, 0.099396
us_000522564,0.712837, 0.116936
us_000543851,0.712837, 0.143956
us_000549243,0.712837, 0.226650
us_000563118,0.712837, 0.287916
us_000555873,0.712837, 0.333005
us_000425859,0.712837, 0.588824
us_000496383,0.712837, 0.683060
us_000553997,0.687447, 0.000000
us_000541581,0.687447, 0.000000
us_000278479,0.687447, 0.000000
us_000549087,0.687447, 0.000000
us_000548979,0.687447, 0.000000
us_000447477,0.687447, 0.000000
us_000485418,0.687447, 0.000000
us_000462165,0.687447, 0.000000
us_000483228,0.687447, 0.000000
us_000460795,0.687447, 0.000000
us_000549089,0.687447, 0.000000
us_000462113,0.687447, 0.000000
us_000481079,0.687447, 0.000000
us_000462211,0.687447, 0.000000
us_000539387,0.687447, 0.000000
us_000438341,0.687447, 0.000000
us_000579698,0.687447, 0.000000
pr_001145177,0.687447, 0.000000
pr_001627957,0.687447, 0.000000
us_000570257,0.687447, 0.000000
us_000479632,0.687447, 0.000000
pr_000374411,0.687447, 0.000001
pr_000998347,0.687447, 0.000001
pr_000383977,0.687447, 0.000001
pr_000383624,0.687447, 0.000001
pr_001035525,0.687447, 0.000001
pr_001611593,0.687447, 0.000001
pr_000446525,0.687447, 0.000001
pr_001828659,0.687447, 0.000001
pr_001820085,0.687447, 0.000001
pr_001621152,0.687447, 0.000001
pr_001685742,0.687447, 0.000001
pr_000629350,0.687447, 0.000001
pr_001158850,0.687447, 0.000001
pr_000571440,0.687447, 0.000001
pr_000374248,0.687447, 0.000001
pr_001155242,0.687447, 0.000001
pr_001034312,0.687447, 0.000001
pr_000570961,0.687447, 0.000001
pr_001035554,0.687447, 0.000001
pr_000570491,0.687447, 0.000001
pr_000515128,0.687447, 0.000001
pr_000389808,0.687447, 0.000001
pr_001071265,0.687447, 0.000001
pr_001824432,0.687447, 0.000001
pr_001034634,0.687447, 0.000001
pr_001817568,0.687447, 0.000001
pr_001156935,0.687447, 0.000001
pr_000383825,0.687447, 0.000001
pr_001620395,0.687447, 0.000001
pr_001034745,0.687447, 0.000001
pr_001155863,0.687447, 0.000001
pr_000966183,0.687447, 0.000001
pr_001825037,0.687447, 0.000001
pr_000764229,0.687447, 0.000001
pr_000764598,0.687447, 0.000001
pr_001034210,0.687447, 0.000001
pr_000298367,0.687447, 0.000001
pr_000508100,0.687447, 0.000001
pr_001824851,0.687447, 0.000001
pr_001035168,0.687447, 0.000001
pr_001821657,0.687447, 0.000001
pr_000389434,0.687447, 0.000001
pr_001819338,0.687447, 0.000001
pr_000616765,0.687447, 0.000001
pr_001828356,0.687447, 0.000001
pr_000768189,0.687447, 0.000001
pr_000690896,0.687447, 0.000001
pr_001737820,0.687447, 0.000001
pr_000384447,0.687447, 0.000001
pr_001825403,0.687447, 0.000001
pr_001035445,0.687447, 0.000001
pr_001735193,0.687447, 0.000001
us_000616886,0.687447, 0.000001
us_000495225,0.687447, 0.000001
us_000580684,0.687447, 0.000001
us_000617244,0.687447, 0.000001
us_000617201,0.687447, 0.000001
pr_001655466,0.687447, 0.000001
pr_001799107,0.687447, 0.000001
pr_001817115,0.687447, 0.000001
pr_000770865,0.687447, 0.000006
pr_001132655,0.687447, 0.000006
pr_001020307,0.687447, 0.000006
pr_000210322,0.687447, 0.000007
pr_002134273,0.687447, 0.000007
pr_001973140,0.687447, 0.000007
pr_001897039,0.687447, 0.000007
pr_001114780,0.687447, 0.000007
us_000504084,0.687447, 0.000011
pr_001123942,0.687447, 0.000019
pr_001890419,0.687447, 0.000026
pr_001400526,0.687447, 0.000026
pr_000522400,0.687447, 0.000030
us_000572673,0.687447, 0.000035
us_000539111,0.687447, 0.000050
us_000580656,0.687447, 0.000050
pr_000381936,0.687447, 0.000051
pr_000169145,0.687447, 0.000051
us_000592840,0.687447, 0.000083
us_000613574,0.687447, 0.000094
us_000532726,0.687447, 0.000109
pr_001392964,0.687447, 0.000111
pr_000747539,0.687447, 0.000115
pr_001037013,0.687447, 0.000119
us_000574295,0.687447, 0.000144
pr_002072273,0.687447, 0.000149
pr_000343018,0.687447, 0.000163
pr_000833237,0.687447, 0.000177
us_000583498,0.687447, 0.000231
us_000540234,0.687447, 0.000231
pr_000959084,0.687447, 0.000234
pr_000963270,0.687447, 0.000292
pr_000653440,0.687447, 0.000310
us_000563564,0.687447, 0.000320
pr_001980885,0.687447, 0.000329
pr_000196149,0.687447, 0.000342
pr_000716855,0.687447, 0.000383
pr_000707393,0.687447, 0.000383
pr_000704327,0.687447, 0.000447
pr_001625421,0.687447, 0.000486
pr_000767447,0.687447, 0.000569
pr_000646258,0.687447, 0.000618
us_000446743,0.687447, 0.000625
pr_000167486,0.687447, 0.000636
us_000506975,0.687447, 0.000645
pr_001024822,0.687447, 0.000763
pr_000667625,0.687447, 0.000764
pr_000181476,0.687447, 0.000765
pr_000738632,0.687447, 0.000773
pr_000693885,0.687447, 0.000808
pr_001390890,0.687447, 0.000857
us_000524108,0.687447, 0.000990
pr_001121529,0.687447, 0.001409
us_000480204,0.687447, 0.001517
us_000502645,0.687447, 0.001528
pr_000611737,0.687447, 0.001597
pr_000172256,0.687447, 0.001761
us_000560244,0.687447, 0.002058
pr_000890479,0.687447, 0.002454
pr_000681479,0.687447, 0.002828
pr_001590508,0.687447, 0.002838
us_000489712,0.687447, 0.003870
us_000513287,0.687447, 0.005001
us_000511446,0.687447, 0.005469
us_000480050,0.687447, 0.005570
us_000578277,0.687447, 0.006275
us_000487693,0.687447, 0.009411
us_000510870,0.687447, 0.012185
us_000487797,0.687447, 0.013599
us_000608055,0.687447, 0.014769
us_000495256,0.687447, 0.015415
us_000614109,0.687447, 0.016812
us_000401290,0.687447, 0.032024
us_000397538,0.687447, 0.046259
us_000592663,0.687447, 0.057755
us_000484528,0.687447, 0.062999
pr_001837475,0.687447, 0.063935
pr_001989642,0.687447, 0.064985
us_000463837,0.687447, 0.066418
us_000588215,0.687447, 0.086383
us_000564412,0.687447, 0.098485
pr_001727847,0.687447, 0.133363
us_000509710,0.687447, 0.134481
us_000545774,0.687447, 0.139599
us_000432583,0.687447, 0.288220
us_000510998,0.687447, 0.393654
pr_002113835,0.687447, 0.873199
pr_001960072,0.687447, 0.875643
pr_001943815,0.687447, 0.879475
pr_001959450,0.687447, 0.881627
pr_001946879,0.687447, 0.884791
pr_001937561,0.687447, 0.885590
pr_001937560,0.687447, 0.885590
pr_001917724,0.687447, 0.887354
pr_002116381,0.687447, 0.888920
pr_002054714,0.687447, 0.889612
pr_001993335,0.687447, 0.890208
pr_001962694,0.687447, 0.890569
pr_002110740,0.687447, 0.891346
pr_002111741,0.687447, 0.892368
pr_002059575,0.687447, 0.892680
pr_001946982,0.687447, 0.892820
pr_002114230,0.687447, 0.892981
pr_002114234,0.687447, 0.892981
pr_002114231,0.687447, 0.892981
pr_001926884,0.687447, 0.893052
pr_001952638,0.687447, 0.893211
pr_001948199,0.687447, 0.893782
pr_001960372,0.687447, 0.893877
pr_001855683,0.687447, 0.895177
pr_001982576,0.687447, 0.895539
pr_001953208,0.687447, 0.895718
pr_001854584,0.687447, 0.895904
pr_002139610,0.687447, 0.896047
pr_001951881,0.687447, 0.896568
pr_001951882,0.687447, 0.896568
pr_002099663,0.687447, 0.896939
pr_001961845,0.687447, 0.896970
pr_002070977,0.687447, 0.897828
pr_001951727,0.687447, 0.897842
pr_002070279,0.687447, 0.898100
pr_001951034,0.687447, 0.898119
pr_001947707,0.687447, 0.898164
pr_001982659,0.687447, 0.898619
pr_001957186,0.687447, 0.898760
pr_002110428,0.687447, 0.898773
pr_002099283,0.687447, 0.898779
pr_002099282,0.687447, 0.898779
pr_001954517,0.687447, 0.898959
pr_001949965,0.687447, 0.899203
pr_001968931,0.687447, 0.899539
pr_002055767,0.687447, 0.899564
pr_002055768,0.687447, 0.899564
pr_001977752,0.687447, 0.900059
pr_002056514,0.687447, 0.901237
pr_001982846,0.687447, 0.901969
pr_002065925,0.687447, 0.901994
pr_001956059,0.687447, 0.902115
pr_001958139,0.687447, 0.902653
pr_001958140,0.687447, 0.902653
pr_002108620,0.687447, 0.903147
pr_002127743,0.687447, 0.903689
pr_002073077,0.687447, 0.903699
pr_001886957,0.687447, 0.903953
pr_002101399,0.687447, 0.904071
pr_002103277,0.687447, 0.904841
pr_002070027,0.687447, 0.905389
pr_002106830,0.687447, 0.905945
pr_002106043,0.687447, 0.906008
pr_002106041,0.687447, 0.906008
pr_002106044,0.687447, 0.906008
pr_002106835,0.687447, 0.906064
pr_002106831,0.687447, 0.906064
pr_001705357,0.687447, 0.906217
pr_001956718,0.687447, 0.914162
pr_001845291,0.687447, 0.924052
pr_002107946,0.687447, 0.944314
pr_001974112,0.687447, 0.947680
pr_001724109,0.687447, 0.957334
pr_001708014,0.687447, 0.987523
pr_001731875,0.687447, 0.992366
pr_001691187,0.687447, 0.993515
pr_001717119,0.687447, 0.996182
pr_001873258,0.687447, 1.033162
pr_002070026,0.687447, 1.055662
us_000587523,0.687447, 1.127327
pr_001596367,0.687447, 1.333031
pr_002126845,0.687447, 1.409742
pr_001968880,0.687447, 1.500074
us_000537124,0.687447, 1.504851
pr_001930400,0.687447, 1.528479
pr_001914869,0.687447, 1.550864
pr_001936118,0.687447, 1.550942
pr_001693495,0.687447, 1.553536
pr_000856057,0.687447, 1.577710
pr_001828355,0.687447, 1.580066
pr_002124791,0.687447, 1.593509
pr_002114228,0.687447, 1.598602
pr_000167877,0.687447, 1.602374
pr_000858498,0.687447, 1.606696
pr_002110430,0.687447, 1.612497
pr_002123450,0.687447, 1.614492
pr_002126990,0.687447, 1.622127
pr_002110429,0.687447, 1.627144
us_000596773,0.687447, 1.628402
us_000580324,0.687447, 1.633129
pr_000051171,0.687447, 1.639335
pr_000856894,0.687447, 1.658372
us_000504804,0.687447, 1.659502
pr_000856129,0.687447, 1.659782
us_000594762,0.687447, 1.665064
us_000511852,0.687447, 1.671544
pr_001865976,0.687447, 1.673691
pr_000855898,0.687447, 1.674842
pr_002110432,0.687447, 1.676915
pr_002110431,0.687447, 1.676915
pr_002110745,0.687447, 1.681248
pr_000978198,0.687447, 1.681913
pr_000842389,0.687447, 1.683196
pr_001154310,0.687447, 1.684704
us_000592918,0.687447, 1.695045
us_000520437,0.687447, 1.695333
pr_001704485,0.687447, 1.697365
us_000564989,0.687447, 1.698192
us_000548800,0.687447, 1.712402
pr_001694908,0.687447, 1.723128
pr_001764771,0.687447, 1.724349
pr_001925004,0.687447, 1.727459
us_000480431,0.687447, 1.736165
us_000567310,0.687447, 1.743738
pr_001037471,0.687447, 1.746099
us_000495883,0.687447, 1.748087
us_000543720,0.687447, 1.760576
pr_001927851,0.687447, 1.765085
pr_000175263,0.687447, 1.768759
pr_000160801,0.687447, 1.780263
pr_001840394,0.687447, 1.780263
pr_001866019,0.687447, 1.780263
pr_001637871,0.687447, 1.780263
pr_001638865,0.687447, 1.780263
pr_000903484,0.687447, 1.780931
us_000556167,0.687447, 1.794388
pr_001683215,0.687447, 1.795506
us_000586204,0.687447, 1.833708
pr_001342953,0.687447, 1.930773
pr_001502165,0.687447, 1.953965
us_000483519,0.687447, 2.128120
us_000514695,0.687447, 2.336457
pr_001359652,0.687447, 2.344074
us_000549583,0.687447, 2.541057
us_000549302,0.687447, 2.763326
us_000509919,0.687447, 3.156423
us_000544523,0.637611, 0.000000
us_000507560,0.637611, 0.000000
us_000513305,0.637611, 0.002433
us_000609065,0.637611, 0.003363
pr_001160793,0.637611, 0.009948
us_000593935,0.637611, 0.021101
us_000609456,0.637611, 0.026045
us_000503402,0.637611, 0.035793
us_000478072,0.637611, 0.885179
us_000499428,0.637611, 0.928857
us_000479766,0.637611, 0.960774
us_000489697,0.637611, 1.147675
us_000491615,0.637611, 1.158216
us_000526114,0.637611, 1.193598
us_000525339,0.637611, 1.221673
us_000091278,0.637611, 1.241207
us_000516274,0.637611, 1.305306
us_000460720,0.609574, 0.000000
us_000550366,0.609574, 0.000000
us_000485892,0.609574, 0.000000
us_000489558,0.609574, 0.000000
us_000472932,0.609574, 0.000000
us_000489992,0.609574, 0.000000
us_000334760,0.609574, 0.000000
us_000477817,0.609574, 0.000000
us_000467043,0.609574, 0.000000
us_000467165,0.609574, 0.000000
us_000496168,0.609574, 0.000000
us_000482150,0.609574, 0.000000
us_000462576,0.609574, 0.000000
us_000055459,0.609574, 0.000000
us_000337159,0.609574, 0.000000
us_000475471,0.609574, 0.000000
pr_001910025,0.609574, 0.000000
pr_001795157,0.609574, 0.000000
pr_001889539,0.609574, 0.000000
pr_002244087,0.609574, 0.000000
pr_002230926,0.609574, 0.000000
pr_001894976,0.609574, 0.000000
pr_001895133,0.609574, 0.000000
pr_001905968,0.609574, 0.000000
pr_002121350,0.609574, 0.000000
pr_001886219,0.609574, 0.000000
pr_001907633,0.609574, 0.000000
pr_001625422,0.609574, 0.000000
pr_001398993,0.609574, 0.000000
pr_001888714,0.609574, 0.000000
pr_002063817,0.609574, 0.000000
pr_002080868,0.609574, 0.000000
pr_001942211,0.609574, 0.000000
pr_001835231,0.609574, 0.000000
pr_001610021,0.609574, 0.000000
pr_001840212,0.609574, 0.000000
pr_002244139,0.609574, 0.000000
pr_001895037,0.609574, 0.000000
pr_001729582,0.609574, 0.000000
pr_002198244,0.609574, 0.000000
pr_002121895,0.609574, 0.000000
pr_001806050,0.609574, 0.000000
pr_001719640,0.609574, 0.000000
pr_001790175,0.609574, 0.000000
pr_001138603,0.609574, 0.000000
pr_002245401,0.609574, 0.000000
pr_001851203,0.609574, 0.000000
pr_002069481,0.609574, 0.000000
pr_001940059,0.609574, 0.000000
pr_001895463,0.609574, 0.000000
pr_001975808,0.609574, 0.000000
pr_002099522,0.609574, 0.000000
pr_001895424,0.609574, 0.000000
pr_001939302,0.609574, 0.000000
pr_002040499,0.609574, 0.000000
pr_001635031,0.609574, 0.000000
pr_001815064,0.609574, 0.000000
pr_002204781,0.609574, 0.000000
pr_002132328,0.609574, 0.000000
pr_001942590,0.609574, 0.000000
pr_002105308,0.609574, 0.000000
pr_002136151,0.609574, 0.000000
pr_001898640,0.609574, 0.000000
pr_001899381,0.609574, 0.000000
pr_002121870,0.609574, 0.000000
pr_001963421,0.609574, 0.000000
pr_001786250,0.609574, 0.000000
pr_001397452,0.609574, 0.000000
pr_001884664,0.609574, 0.000000
pr_002053779,0.609574, 0.000000
pr_002201026,0.609574, 0.000000
pr_002121938,0.609574, 0.000000
pr_001942195,0.609574, 0.000000
pr_001583809,0.609574, 0.000000
pr_001980777,0.609574, 0.000000
pr_002123605,0.609574, 0.000000
pr_001908659,0.609574, 0.000000
pr_001940604,0.609574, 0.000000
pr_001154010,0.609574, 0.000000
pr_001906133,0.609574, 0.000000
pr_002176529,0.609574, 0.000000
pr_001907472,0.609574, 0.000000
pr_001942557,0.609574, 0.000000
pr_002222870,0.609574, 0.000000
pr_002065757,0.609574, 0.000000
pr_001733356,0.609574, 0.000000
us_000460885,0.609574, 0.000000
us_000265889,0.609574, 0.000001
pr_001884379,0.609574, 0.000001
pr_001802625,0.609574, 0.000001
pr_001936294,0.609574, 0.000001
pr_001906137,0.609574, 0.000001
pr_001906164,0.609574, 0.000001
pr_001907198,0.609574, 0.000001
pr_001391552,0.609574, 0.000001
pr_001888757,0.609574, 0.000001
pr_001158271,0.609574, 0.000001
pr_001901513,0.609574, 0.000002
pr_001053652,0.609574, 0.000003
pr_001134268,0.609574, 0.000003
pr_001058248,0.609574, 0.000003
pr_000934956,0.609574, 0.000003
pr_000755902,0.609574, 0.000003
pr_001104374,0.609574, 0.000003
pr_001149587,0.609574, 0.000003
pr_000848162,0.609574, 0.000003
pr_000882684,0.609574, 0.000003
pr_001135018,0.609574, 0.000003
pr_001614140,0.609574, 0.000003
pr_001628306,0.609574, 0.000003
pr_001011612,0.609574, 0.000003
pr_001134269,0.609574, 0.000003
pr_001137097,0.609574, 0.000003
pr_001134817,0.609574, 0.000003
pr_001098658,0.609574, 0.000003
pr_000946972,0.609574, 0.000003
pr_000946603,0.609574, 0.000003
pr_001049934,0.609574, 0.000003
pr_001153498,0.609574, 0.000003
pr_001028027,0.609574, 0.000005
us_000595288,0.609574, 0.000006
pr_001120535,0.609574, 0.000006
pr_001787351,0.609574, 0.000006
pr_001802613,0.609574, 0.000006
us_000550108,0.609574, 0.000006
us_000573322,0.609574, 0.000007
us_000558039,0.609574, 0.000007
pr_002171482,0.609574, 0.000007
pr_001948843,0.609574, 0.000007
pr_001942956,0.609574, 0.000007
pr_001882165,0.609574, 0.000007
pr_001889118,0.609574, 0.000007
pr_001939875,0.609574, 0.000007
us_000471298,0.609574, 0.000007
pr_001167614,0.609574, 0.000007
pr_000768914,0.609574, 0.000009
us_000608993,0.609574, 0.000011
us_000574733,0.609574, 0.000011
us_000460710,0.609574, 0.000013
pr_000728222,0.609574, 0.000017
pr_001881379,0.609574, 0.000018
pr_001121113,0.609574, 0.000024
pr_001022269,0.609574, 0.000024
pr_001747433,0.609574, 0.000024
pr_001143067,0.609574, 0.000024
pr_000914305,0.609574, 0.000024
pr_000952103,0.609574, 0.000024
us_000493301,0.609574, 0.000025
pr_000587458,0.609574, 0.000026
pr_001635522,0.609574, 0.000026
pr_000708661,0.609574, 0.000030
us_000503362,0.609574, 0.000032
pr_001107469,0.609574, 0.000035
pr_000983870,0.609574, 0.000038
pr_000565403,0.609574, 0.000038
pr_001118135,0.609574, 0.000038
pr_000663060,0.609574, 0.000049
pr_001119496,0.609574, 0.000064
pr_001956873,0.609574, 0.000068
pr_000957808,0.609574, 0.000073
pr_001730442,0.609574, 0.000078
us_000556710,0.609574, 0.000084
pr_000932349,0.609574, 0.000088
pr_001150507,0.609574, 0.000098
pr_001656133,0.609574, 0.000100
pr_001874867,0.609574, 0.000117
pr_001889405,0.609574, 0.000156
pr_000948885,0.609574, 0.000161
pr_001027166,0.609574, 0.000174
us_000590316,0.609574, 0.000206
us_000569382,0.609574, 0.000209
us_000459439,0.609574, 0.000221
pr_001039909,0.609574, 0.000227
pr_001028602,0.609574, 0.000237
us_000580254,0.609574, 0.000238
pr_001071658,0.609574, 0.000240
pr_001406313,0.609574, 0.000272
pr_001936712,0.609574, 0.000275
us_000593893,0.609574, 0.000314
us_000600361,0.609574, 0.000320
us_000508929,0.609574, 0.000354
us_000265094,0.609574, 0.000374
pr_000738861,0.609574, 0.000447
us_000615525,0.609574, 0.000576
us_000459543,0.609574, 0.000614
us_000479705,0.609574, 0.000620
us_000474211,0.609574, 0.000620
us_000575375,0.609574, 0.000705
us_000604530,0.609574, 0.000750
us_000484774,0.609574, 0.000811
us_000591279,0.609574, 0.000816
us_000574851,0.609574, 0.000871
us_000607888,0.609574, 0.000895
us_000488446,0.609574, 0.000950
us_000558013,0.609574, 0.001036
us_000502938,0.609574, 0.001310
us_000474201,0.609574, 0.001334
us_000506460,0.609574, 0.001376
us_000611752,0.609574, 0.001416
us_000471199,0.609574, 0.001538
pr_001120105,0.609574, 0.002137
us_000547658,0.609574, 0.002156
pr_001084616,0.609574, 0.002268
pr_002232365,0.609574, 0.002353
us_000505282,0.609574, 0.002404
us_000592067,0.609574, 0.002430
pr_000772293,0.609574, 0.002454
us_000307611,0.609574, 0.002639
us_000479553,0.609574, 0.002717
pr_001600964,0.609574, 0.003058
pr_001049279,0.609574, 0.003058
pr_000174038,0.609574, 0.003153
pr_000970293,0.609574, 0.003901
pr_000636450,0.609574, 0.003901
pr_001015146,0.609574, 0.003901
pr_000917463,0.609574, 0.003901
pr_001087476,0.609574, 0.003990
us_000540044,0.609574, 0.004134
pr_000198291,0.609574, 0.004276
us_000531135,0.609574, 0.004291
pr_000916278,0.609574, 0.004293
pr_000292094,0.609574, 0.004442
pr_000911590,0.609574, 0.004540
pr_000975116,0.609574, 0.004644
pr_000179039,0.609574, 0.004644
pr_000739495,0.609574, 0.004644
us_000478256,0.609574, 0.004646
pr_000216985,0.609574, 0.004662
us_000459242,0.609574, 0.004818
pr_000171817,0.609574, 0.004883
pr_001062592,0.609574, 0.004883
pr_000876742,0.609574, 0.004883
pr_002165855,0.609574, 0.004883
pr_001994143,0.609574, 0.004883
pr_001927761,0.609574, 0.004883
pr_002188368,0.609574, 0.004883
pr_000849840,0.609574, 0.004883
pr_001955954,0.609574, 0.004883
pr_002099349,0.609574, 0.004883
pr_002109984,0.609574, 0.004883
pr_000171901,0.609574, 0.004883
pr_001959379,0.609574, 0.004883
pr_000582290,0.609574, 0.004883
pr_000577634,0.609574, 0.004883
pr_001168360,0.609574, 0.004883
pr_000707890,0.609574, 0.004883
pr_002155402,0.609574, 0.004883
pr_000762073,0.609574, 0.004883
pr_001048793,0.609574, 0.004886
pr_000566026,0.609574, 0.004887
pr_001969680,0.609574, 0.004971
us_000480966,0.609574, 0.005502
pr_002082157,0.609574, 0.005520
pr_000172478,0.609574, 0.005551
us_000328918,0.609574, 0.005897
us_000586359,0.609574, 0.006457
us_000571559,0.609574, 0.006573
pr_000970055,0.609574, 0.006712
us_000477178,0.609574, 0.007974
us_000560134,0.609574, 0.008083
pr_001956984,0.609574, 0.008242
us_000515537,0.609574, 0.010378
us_000250631,0.609574, 0.011997
us_000472642,0.609574, 0.012070
us_000546164,0.609574, 0.012219
pr_000691299,0.609574, 0.012372
us_000604666,0.609574, 0.012489
us_000513291,0.609574, 0.012530
pr_001821368,0.609574, 0.013063
us_000233054,0.609574, 0.014036
us_000488739,0.609574, 0.014959
us_000487034,0.609574, 0.015194
us_000489551,0.609574, 0.015330
us_000485991,0.609574, 0.015960
us_000544342,0.609574, 0.023246
us_000467835,0.609574, 0.023362
us_000507199,0.609574, 0.026088
us_000539101,0.609574, 0.028527
us_000464685,0.609574, 0.031216
us_000479767,0.609574, 0.031567
us_000584281,0.609574, 0.032872
us_000539063,0.609574, 0.033406
us_000474168,0.609574, 0.034844
us_000463865,0.609574, 0.037198
us_000474041,0.609574, 0.039983
us_000472781,0.609574, 0.040570
us_000588355,0.609574, 0.042041
us_000535507,0.609574, 0.046052
us_000017113,0.609574, 0.049843
us_000594953,0.609574, 0.052466
us_000490773,0.609574, 0.053314
us_000352337,0.609574, 0.053473
us_000572335,0.609574, 0.057789
us_000484871,0.609574, 0.076576
us_000498694,0.609574, 0.099217
us_000528497,0.609574, 0.101306
us_000529914,0.609574, 0.107250
us_000550531,0.609574, 0.157218
us_000535832,0.609574, 0.234843
us_000513075,0.609574, 0.279443
us_000538378,0.609574, 0.297040
us_000506302,0.609574, 0.346667
us_000469544,0.609574, 0.375093
us_000499512,0.609574, 0.428810
us_000535479,0.609574, 0.447256
us_000529132,0.609574, 0.517559
us_000582734,0.609574, 0.613068
us_000493694,0.605065, 0.000000
us_000541433,0.605065, 0.000000
us_000506683,0.605065, 0.000000
us_000542049,0.605065, 0.000000
us_000481911,0.605065, 0.000000
us_000574076,0.605065, 0.000000
us_000483545,0.605065, 0.000000
us_000492998,0.605065, 0.000000
us_000541845,0.605065, 0.000000
us_000535609,0.605065, 0.000000
us_000510545,0.605065, 0.000000
us_000551815,0.605065, 0.000000
us_000525693,0.605065, 0.000000
us_000483659,0.605065, 0.000000
us_000514802,0.605065, 0.000000
us_000553547,0.605065, 0.000000
pr_001396800,0.605065, 0.000003
pr_000725445,0.605065, 0.000008
us_000473022,0.605065, 0.000009
us_000590483,0.605065, 0.000048
us_000582811,0.605065, 0.000061
us_000542990,0.605065, 0.000073
us_000502650,0.605065, 0.000250
