Product ID : 2076 # of JPs covered : 1 : 96 : General Counsel, 
OID,Confidence at Map Node,Error at Map Node
pr_001642306,0.453204, 0.000145
us_000479124,0.453204, 0.000196
us_000479520,0.453204, 0.000215
us_000599828,0.453204, 0.000250
us_000599404,0.453204, 0.000257
us_000607940,0.453204, 0.000292
us_000599603,0.453204, 0.000449
us_000596422,0.453204, 0.000581
us_000579204,0.453204, 0.000703
us_000579250,0.453204, 0.000703
us_000571991,0.453204, 0.000705
us_000616395,0.453204, 0.000794
us_000589211,0.453204, 0.001047
us_000523560,0.453204, 0.001314
us_000567518,0.453204, 0.001373
us_000574336,0.453204, 0.001960
us_000546492,0.453204, 0.002158
us_000588130,0.453204, 0.002312
us_000501003,0.453204, 0.002808
us_000468012,0.453204, 0.002968
us_000554348,0.453204, 0.004060
pr_000820930,0.453204, 0.004087
pr_000828129,0.453204, 0.004329
pr_000762622,0.453204, 0.004429
pr_000974802,0.453204, 0.004619
us_000609194,0.453204, 0.006181
us_000546735,0.453204, 0.011494
us_000558753,0.453204, 0.012904
us_000580432,0.453204, 0.014418
us_000502077,0.453204, 0.024811
us_000553806,0.453204, 0.036479
us_000473744,0.453204, 0.037801
us_000558071,0.453204, 0.040170
us_000484685,0.453204, 0.053212
us_000461679,0.236151, 0.000000
us_000491874,0.236151, 0.000000
us_000481348,0.236151, 0.000000
us_000468901,0.236151, 0.000000
us_000464818,0.236151, 0.000000
us_000468727,0.236151, 0.000000
us_000461498,0.236151, 0.000000
us_000476355,0.236151, 0.000000
us_000481345,0.236151, 0.000000
us_000529106,0.236151, 0.000000
us_000484136,0.236151, 0.000000
us_000538899,0.236151, 0.000000
us_000522171,0.236151, 0.000000
us_000501262,0.236151, 0.000000
us_000526500,0.236151, 0.000000
us_000556507,0.236151, 0.000000
us_000562383,0.236151, 0.000000
us_000560506,0.236151, 0.000000
us_000562806,0.236151, 0.000000
us_000500329,0.236151, 0.000000
us_000540286,0.236151, 0.000000
us_000539726,0.236151, 0.000000
us_000515299,0.236151, 0.000000
us_000488928,0.236151, 0.000000
us_000503257,0.236151, 0.000000
us_000517085,0.236151, 0.000000
us_000517398,0.236151, 0.000000
us_000491338,0.236151, 0.000000
us_000564103,0.236151, 0.000000
us_000541789,0.236151, 0.000001
us_000556354,0.236151, 0.000001
us_000513302,0.236151, 0.000001
us_000501771,0.236151, 0.000001
us_000479712,0.236151, 0.000001
us_000484833,0.236151, 0.000001
us_000567306,0.236151, 0.000001
us_000562758,0.236151, 0.000002
pr_000009734,0.236151, 0.000010
us_000528422,0.236151, 0.000013
us_000529930,0.236151, 0.000013
us_000509061,0.236151, 0.000013
pr_000792416,0.236151, 0.000017
us_000536948,0.236151, 0.000044
pr_000868959,0.236151, 0.000065
pr_000227230,0.236151, 0.000106
pr_000741898,0.236151, 0.000114
pr_000265275,0.236151, 0.000136
us_000469878,0.236151, 0.000199
us_000569555,0.236151, 0.000608
us_000466042,0.236151, 0.000871
us_000569683,0.236151, 0.002467
us_000471410,0.236151, 0.070676
us_000473396,0.236151, 0.080894
us_000473685,0.236151, 0.089681
us_000472952,0.236151, 0.093654
us_000479757,0.236151, 0.114323
us_000545322,0.236151, 0.120142
us_000538134,0.236151, 0.130862
us_000479912,0.236151, 0.130862
us_000472735,0.236151, 0.130862
us_000545908,0.236151, 0.130862
us_000466233,0.236151, 0.131275
us_000519094,0.236151, 0.132261
us_000468067,0.236151, 0.133087
us_000482003,0.236151, 0.145985
us_000479929,0.236151, 0.147000
us_000472157,0.236151, 0.151485
us_000534018,0.236151, 0.227726
us_000562044,0.236151, 0.236322
us_000520806,0.236151, 0.242917
us_000463245,0.236151, 0.333440
us_000466013,0.236151, 0.363516
us_000467981,0.236151, 0.378005
us_000545287,0.236151, 0.381051
pr_000344215,0.178677, 0.000000
pr_000182426,0.178677, 0.000000
pr_001675199,0.178677, 0.000000
pr_000487351,0.178677, 0.000000
pr_001004865,0.178677, 0.000000
pr_000597678,0.178677, 0.000000
pr_000249734,0.178677, 0.000000
pr_000360765,0.178677, 0.000000
pr_000541532,0.178677, 0.000000
pr_000591068,0.178677, 0.000000
pr_000590592,0.178677, 0.000000
pr_000560481,0.178677, 0.000000
pr_000596712,0.178677, 0.000000
pr_000596326,0.178677, 0.000000
pr_000170175,0.178677, 0.000000
pr_000342041,0.178677, 0.000000
pr_000590738,0.178677, 0.000000
pr_000594339,0.178677, 0.000000
pr_000294525,0.178677, 0.000000
pr_000594069,0.178677, 0.000000
pr_000568450,0.178677, 0.000000
pr_000294897,0.178677, 0.000000
pr_000601212,0.178677, 0.000000
pr_000287735,0.178677, 0.000000
pr_000491435,0.178677, 0.000000
pr_000592774,0.178677, 0.000000
pr_000591062,0.178677, 0.000000
pr_000379099,0.178677, 0.000000
pr_000579501,0.178677, 0.000000
pr_000591804,0.178677, 0.000000
pr_000169519,0.178677, 0.000000
pr_000591756,0.178677, 0.000000
pr_000593756,0.178677, 0.000000
pr_000330701,0.178677, 0.000000
pr_000293695,0.178677, 0.000000
pr_000005907,0.178677, 0.000000
pr_000004599,0.178677, 0.000000
pr_000631327,0.178677, 0.000000
pr_000411479,0.178677, 0.000000
pr_000118154,0.178677, 0.000000
pr_000659666,0.178677, 0.000000
pr_000631616,0.178677, 0.000000
pr_000969634,0.178677, 0.000000
pr_000080087,0.178677, 0.000000
pr_000620777,0.178677, 0.000000
pr_000595089,0.178677, 0.000000
us_000563405,0.178677, 0.000001
pr_000844786,0.178677, 0.000001
us_000587126,0.178677, 0.000001
pr_000319920,0.178677, 0.000003
pr_000602793,0.178677, 0.000004
pr_001689410,0.178677, 0.000004
us_000611068,0.178677, 0.000007
us_000606643,0.178677, 0.000007
pr_000993253,0.178677, 0.000011
pr_000809971,0.178677, 0.000053
pr_000900460,0.178677, 0.000054
pr_001704484,0.178677, 0.000060
pr_001616211,0.178677, 0.000079
pr_001007329,0.178677, 0.000098
pr_000666075,0.178677, 0.000116
pr_002056623,0.178677, 0.000120
pr_000867453,0.178677, 0.000149
pr_002117786,0.178677, 0.000152
pr_000220621,0.178677, 0.000154
pr_001670551,0.178677, 0.000189
pr_000866830,0.178677, 0.000207
pr_000857956,0.178677, 0.000288
pr_001857087,0.178677, 0.000300
pr_001921607,0.178677, 0.000344
pr_001017155,0.178677, 0.000355
pr_002220051,0.178677, 0.000364
pr_000953047,0.178677, 0.000776
pr_000772681,0.178677, 0.001470
pr_000469537,0.178677, 0.001779
us_000483887,0.178677, 0.003233
us_000469454,0.178677, 0.316560
us_000539122,0.178677, 0.340914
us_000595946,0.178677, 0.341860
us_000592341,0.178677, 0.345535
us_000493980,0.178677, 0.417511
pr_002082873,0.149502, 0.000000
pr_002096444,0.149502, 0.000000
pr_002092606,0.149502, 0.000000
pr_001668391,0.149502, 0.000000
pr_002096286,0.149502, 0.000000
pr_001608055,0.149502, 0.000000
pr_001683690,0.149502, 0.000000
pr_002078197,0.149502, 0.000000
pr_001736209,0.149502, 0.000000
pr_000868457,0.149502, 0.000000
pr_002085713,0.149502, 0.000000
pr_001667838,0.149502, 0.000000
pr_002076755,0.149502, 0.000000
pr_000631192,0.149502, 0.000000
pr_000813608,0.149502, 0.000000
us_000508405,0.149502, 0.000000
us_000494432,0.149502, 0.000000
us_000521751,0.149502, 0.000000
pr_000270842,0.149502, 0.000000
pr_000398348,0.149502, 0.000000
pr_000189226,0.149502, 0.000000
pr_000151120,0.149502, 0.000000
us_000573762,0.149502, 0.000004
us_000616512,0.149502, 0.000007
pr_001080886,0.149502, 0.000008
pr_000873416,0.149502, 0.000010
us_000546155,0.149502, 0.000019
pr_001019865,0.149502, 0.000021
us_000581523,0.149502, 0.000415
us_000496990,0.149502, 0.000586
us_000469605,0.149502, 0.000631
us_000605616,0.149502, 0.000892
us_000466927,0.149502, 0.001878
us_000558507,0.149502, 0.004464
us_000546170,0.149502, 0.004889
us_000551767,0.149502, 0.007337
us_000542424,0.149502, 0.016415
us_000575090,0.149502, 0.019290
us_000566734,0.149502, 0.025510
us_000104186,0.149502, 0.028180
us_000502638,0.149502, 0.037647
us_000478104,0.149502, 0.053363
us_000482688,0.149502, 0.095137
us_000482723,0.149502, 0.098919
us_000465911,0.149502, 0.163210
us_000524378,0.149502, 0.187542
us_000534252,0.149502, 0.220082
us_000514071,0.149502, 0.285840
us_000538003,0.149502, 0.297467
us_000524380,0.149502, 0.358795
us_000464725,0.149502, 0.379522
us_000536426,0.149502, 0.426177
pr_000186370,0.144674, 0.000000
pr_000183070,0.144674, 0.000000
pr_001094824,0.144674, 0.000001
pr_000165457,0.144674, 0.000001
pr_001936912,0.144674, 0.000001
pr_001858820,0.144674, 0.000001
pr_000811020,0.144674, 0.000001
pr_001720629,0.144674, 0.000001
pr_000350736,0.144674, 0.000014
us_000594500,0.144674, 0.000309
us_000488764,0.144674, 0.055826
us_000482613,0.144674, 0.058914
us_000534030,0.144674, 0.061664
us_000478725,0.144674, 0.063550
us_000489917,0.144674, 0.064804
us_000514692,0.144674, 0.069590
us_000524376,0.144674, 0.071119
us_000489786,0.144674, 0.072799
us_000555902,0.144674, 0.078118
us_000555396,0.144674, 0.078118
us_000541621,0.144674, 0.078611
us_000486315,0.144674, 0.079049
us_000482990,0.144674, 0.079144
us_000226271,0.144674, 0.079144
us_000481351,0.144674, 0.079144
us_000520046,0.144674, 0.079144
us_000473267,0.144674, 0.079144
us_000549903,0.144674, 0.079144
us_000471627,0.144674, 0.079144
us_000473572,0.144674, 0.079144
us_000471592,0.144674, 0.079144
us_000553964,0.144674, 0.079634
us_000470013,0.144674, 0.080284
us_000482884,0.144674, 0.080677
us_000550058,0.144674, 0.081665
us_000537884,0.144674, 0.084813
us_000530168,0.144674, 0.084813
us_000495411,0.144674, 0.085013
us_000517240,0.144674, 0.085698
us_000490895,0.144674, 0.085698
us_000549899,0.144674, 0.086622
us_000504684,0.144674, 0.086622
us_000520630,0.144674, 0.086622
us_000542055,0.144674, 0.086622
us_000504979,0.144674, 0.086622
us_000546923,0.144674, 0.086622
us_000364350,0.144674, 0.086622
us_000540850,0.144674, 0.086622
us_000488643,0.144674, 0.086622
us_000546986,0.144674, 0.086622
us_000473473,0.144674, 0.086622
us_000536494,0.144674, 0.086622
us_000473120,0.144674, 0.086651
us_000521102,0.144674, 0.087519
us_000494265,0.144674, 0.088920
us_000479441,0.144674, 0.089669
us_000460248,0.144674, 0.090797
us_000517428,0.144674, 0.090968
us_000517954,0.144674, 0.091165
us_000472679,0.144674, 0.091823
us_000546265,0.144674, 0.092287
us_000537750,0.144674, 0.092520
us_000555242,0.144674, 0.093075
us_000473292,0.144674, 0.093110
us_000463126,0.144674, 0.093524
us_000482517,0.144674, 0.096484
us_000482983,0.144674, 0.096547
us_000514562,0.144674, 0.097039
us_000458788,0.144674, 0.097043
us_000486194,0.144674, 0.097507
us_000534075,0.144674, 0.098794
us_000569357,0.144674, 0.098834
us_000475327,0.144674, 0.099645
us_000479260,0.144674, 0.103151
us_000525165,0.144674, 0.103317
us_000557483,0.144674, 0.106367
us_000554172,0.144674, 0.108805
us_000463229,0.144674, 0.109495
us_000549150,0.144674, 0.110793
us_000468740,0.144674, 0.111568
us_000533957,0.144674, 0.114410
us_000519069,0.144674, 0.114518
us_000567845,0.144674, 0.115080
us_000486132,0.144674, 0.116094
us_000517924,0.144674, 0.119293
us_000470029,0.144674, 0.120570
us_000482579,0.144674, 0.121670
us_000473111,0.144674, 0.122952
us_000472771,0.144674, 0.123357
us_000506903,0.144674, 0.126948
us_000544749,0.144674, 0.127530
us_000475359,0.144674, 0.130946
us_000558113,0.144674, 0.133289
us_000473076,0.144674, 0.136098
us_000517275,0.144674, 0.137373
us_000478638,0.144674, 0.139488
us_000472727,0.144674, 0.141528
us_000481194,0.144674, 0.143013
us_000504389,0.144674, 0.156209
us_000506446,0.144674, 0.161288
us_000464503,0.144674, 0.171194
us_000523721,0.144674, 0.172882
us_000470648,0.144674, 0.181089
us_000537752,0.144674, 0.186724
us_000537654,0.144674, 0.191301
us_000567798,0.144674, 0.194555
us_000473036,0.144674, 0.205980
us_000471555,0.144674, 0.206059
us_000554527,0.144674, 0.208384
us_000524310,0.144674, 0.212776
us_000490616,0.144674, 0.225104
us_000261799,0.144674, 0.225209
us_000537637,0.144674, 0.226332
us_000483025,0.144674, 0.236993
us_000195323,0.144674, 0.239972
us_000490911,0.144674, 0.265742
us_000546236,0.144674, 0.266379
us_000553956,0.144674, 0.273129
us_000540526,0.144674, 0.275101
us_000534091,0.144674, 0.286366
us_000522586,0.144674, 0.294686
us_000120826,0.144674, 0.297087
us_000473313,0.144674, 0.303376
us_000473322,0.144674, 0.321655
us_000539524,0.144674, 0.324572
us_000481282,0.144674, 0.335830
us_000472723,0.144674, 0.341106
us_000119453,0.144674, 0.341402
us_000533861,0.144674, 0.343352
us_000561761,0.144674, 0.358024
us_000114258,0.144674, 0.379558
us_000517360,0.144674, 0.386012
us_000260486,0.144674, 0.386645
us_000541573,0.144674, 0.392860
us_000485050,0.144674, 0.399811
us_000080098,0.144674, 0.507604
us_000524433,0.144674, 0.518872
us_000475812,0.144674, 0.579331
us_000473091,0.144674, 0.579397
us_000053448,0.144674, 0.601913
us_000546494,0.144674, 0.601988
us_000471757,0.144674, 0.615215
us_000481361,0.144674, 0.790214
us_000261078,0.144674, 0.798296
us_000470027,0.144674, 0.800259
us_000556265,0.144674, 0.981502
us_000567726,0.144674, 1.290474
us_000490286,0.144674, 1.767145
us_000469303,0.144674, 1.932486
us_000175134,0.085171, 0.000000
us_000535693,0.085171, 0.000000
pr_001728840,0.085171, 0.000000
pr_001749234,0.085171, 0.000000
pr_000791313,0.085171, 0.000000
pr_001794038,0.085171, 0.000000
us_000535692,0.085171, 0.000000
pr_001699452,0.085171, 0.000000
us_000616072,0.085171, 0.000000
pr_001865038,0.085171, 0.000000
pr_000523711,0.085171, 0.000000
pr_001791229,0.085171, 0.000000
pr_001001907,0.085171, 0.000000
pr_000720595,0.085171, 0.000000
pr_000763817,0.085171, 0.000000
pr_001001844,0.085171, 0.000000
us_000519187,0.085171, 0.000000
us_000510726,0.085171, 0.000000
us_000086190,0.085171, 0.000000
pr_000543591,0.085171, 0.000000
pr_000392692,0.085171, 0.000000
pr_000392640,0.085171, 0.000000
pr_000523294,0.085171, 0.000000
pr_000714171,0.085171, 0.000000
pr_000521139,0.085171, 0.000000
us_000511220,0.085171, 0.000000
pr_001827029,0.085171, 0.000000
pr_000393229,0.085171, 0.000000
pr_001692840,0.085171, 0.000000
pr_000183259,0.085171, 0.000139
pr_000381166,0.085171, 0.000291
us_000522548,0.085171, 0.049067
us_000541582,0.085171, 0.050912
us_000544653,0.085171, 0.052229
us_000481769,0.085171, 0.052501
us_000536425,0.085171, 0.053974
us_000469893,0.085171, 0.054157
us_000469199,0.085171, 0.054577
us_000474937,0.085171, 0.055072
us_000478241,0.085171, 0.055072
us_000469904,0.085171, 0.055072
us_000480031,0.085171, 0.055140
us_000395718,0.085171, 0.055445
us_000545272,0.085171, 0.056030
us_000481743,0.085171, 0.056115
us_000468320,0.085171, 0.056505
us_000481905,0.085171, 0.056804
us_000540420,0.085171, 0.057604
us_000474778,0.085171, 0.057604
us_000495720,0.085171, 0.057936
us_000473359,0.085171, 0.058057
us_000474809,0.085171, 0.058158
us_000483048,0.085171, 0.059737
us_000480056,0.085171, 0.060151
us_000484236,0.085171, 0.060970
us_000479094,0.085171, 0.061559
us_000478426,0.085171, 0.061742
us_000477307,0.085171, 0.062268
us_000469257,0.085171, 0.063030
us_000535383,0.085171, 0.063908
us_000474918,0.085171, 0.064536
us_000461082,0.085171, 0.065130
us_000493918,0.085171, 0.065406
us_000420228,0.085171, 0.065943
us_000499844,0.085171, 0.067086
us_000491825,0.085171, 0.068277
us_000257599,0.085171, 0.068909
us_000559834,0.085171, 0.069077
us_000487667,0.085171, 0.069178
us_000501471,0.085171, 0.074189
us_000494936,0.085171, 0.074433
us_000016262,0.085171, 0.076019
us_000463271,0.085171, 0.076059
us_000522549,0.085171, 0.076059
us_000463325,0.085171, 0.076059
us_000522546,0.085171, 0.076059
us_000549947,0.085171, 0.076059
us_000463308,0.085171, 0.076059
us_000478146,0.085171, 0.076088
us_000481701,0.085171, 0.076540
us_000522591,0.085171, 0.076962
us_000463888,0.085171, 0.076962
us_000463902,0.085171, 0.076962
us_000463896,0.085171, 0.076962
us_000484255,0.085171, 0.076962
us_000484253,0.085171, 0.076962
us_000570592,0.085171, 0.076962
us_000473298,0.085171, 0.077905
us_000480831,0.085171, 0.077905
us_000473306,0.085171, 0.077905
us_000479603,0.085171, 0.077905
us_000480811,0.085171, 0.077905
us_000522545,0.085171, 0.077996
us_000459117,0.085171, 0.078015
us_000463898,0.085171, 0.078038
us_000554670,0.085171, 0.078387
us_000233377,0.085171, 0.078637
us_000510597,0.085171, 0.078886
us_000529465,0.085171, 0.078886
us_000463162,0.085171, 0.078886
us_000494421,0.085171, 0.078886
us_000463177,0.085171, 0.078886
us_000571824,0.085171, 0.078886
us_000530000,0.085171, 0.078886
us_000488774,0.085171, 0.078886
us_000463161,0.085171, 0.078886
us_000494273,0.085171, 0.078886
us_000529482,0.085171, 0.078886
us_000494422,0.085171, 0.078886
us_000488769,0.085171, 0.078886
us_000488226,0.085171, 0.078886
us_000504557,0.085171, 0.078886
us_000504601,0.085171, 0.078886
us_000554161,0.085171, 0.078886
us_000463156,0.085171, 0.078886
us_000463202,0.085171, 0.078886
us_000472995,0.085171, 0.078886
us_000486907,0.085171, 0.079369
us_000555934,0.085171, 0.079906
us_000555978,0.085171, 0.079906
us_000487615,0.085171, 0.079906
us_000555992,0.085171, 0.079906
us_000555520,0.085171, 0.079906
us_000555522,0.085171, 0.079906
us_000511188,0.085171, 0.079906
us_000555523,0.085171, 0.079906
us_000549346,0.085171, 0.079906
us_000554770,0.085171, 0.079906
us_000554792,0.085171, 0.079906
us_000555526,0.085171, 0.079906
us_000501369,0.085171, 0.079906
us_000461030,0.085171, 0.079906
us_000493907,0.085171, 0.080013
us_000538405,0.085171, 0.080290
us_000541630,0.085171, 0.080467
us_000473333,0.085171, 0.080715
us_000543786,0.085171, 0.080884
us_000558772,0.085171, 0.080884
us_000511146,0.085171, 0.080966
us_000458963,0.085171, 0.080966
us_000420381,0.085171, 0.080966
us_000511290,0.085171, 0.080966
us_000512309,0.085171, 0.080966
us_000472506,0.085171, 0.080966
us_000519234,0.085171, 0.080966
us_000541667,0.085171, 0.080966
us_000545709,0.085171, 0.080966
us_000491549,0.085171, 0.080966
us_000473695,0.085171, 0.080966
us_000487082,0.085171, 0.080966
us_000469174,0.085171, 0.080966
us_000481650,0.085171, 0.080966
us_000504241,0.085171, 0.080966
us_000546824,0.085171, 0.080966
us_000530649,0.085171, 0.080966
us_000500081,0.085171, 0.080966
us_000554156,0.085171, 0.080966
us_000554834,0.085171, 0.080966
us_000473640,0.085171, 0.080966
us_000567656,0.085171, 0.080966
us_000479366,0.085171, 0.080966
us_000567617,0.085171, 0.080966
us_000555288,0.085171, 0.080966
us_000463950,0.085171, 0.080966
us_000558626,0.085171, 0.080966
us_000480509,0.085171, 0.080966
us_000546823,0.085171, 0.080966
us_000555330,0.085171, 0.080966
us_000491569,0.085171, 0.080966
us_000484145,0.085171, 0.080966
us_000558191,0.085171, 0.080966
us_000541664,0.085171, 0.080966
us_000498964,0.085171, 0.080966
us_000530776,0.085171, 0.080966
us_000568469,0.085171, 0.080966
us_000541762,0.085171, 0.081290
us_000011529,0.085171, 0.081530
us_000481706,0.085171, 0.081555
us_000500431,0.085171, 0.081585
us_000567399,0.085171, 0.081818
us_000472302,0.085171, 0.081973
us_000491818,0.085171, 0.082012
us_000460562,0.085171, 0.082065
us_000512556,0.085171, 0.082065
us_000536449,0.085171, 0.082065
us_000536486,0.085171, 0.082065
us_000559248,0.085171, 0.082065
us_000459669,0.085171, 0.082065
us_000473466,0.085171, 0.082065
us_000479079,0.085171, 0.082065
us_000480208,0.085171, 0.082065
us_000463532,0.085171, 0.082065
us_000494010,0.085171, 0.082065
us_000545220,0.085171, 0.082065
us_000557036,0.085171, 0.082065
us_000471608,0.085171, 0.082065
us_000557362,0.085171, 0.082065
us_000471862,0.085171, 0.082065
us_000555527,0.085171, 0.082065
us_000543791,0.085171, 0.082065
us_000482341,0.085171, 0.082065
us_000480406,0.085171, 0.082065
us_000473170,0.085171, 0.082065
us_000555549,0.085171, 0.082065
us_000473386,0.085171, 0.082065
us_000541921,0.085171, 0.082065
us_000546960,0.085171, 0.082065
us_000536458,0.085171, 0.082065
us_000473437,0.085171, 0.082065
us_000546925,0.085171, 0.082065
us_000555536,0.085171, 0.082065
us_000555552,0.085171, 0.082065
us_000541928,0.085171, 0.082065
us_000463697,0.085171, 0.082065
us_000075511,0.085171, 0.082065
us_000530819,0.085171, 0.082065
us_000591708,0.085171, 0.082065
us_000492187,0.085171, 0.082065
us_000543785,0.085171, 0.082065
us_000503560,0.085171, 0.082065
us_000555546,0.085171, 0.082065
us_000541935,0.085171, 0.082065
us_000487380,0.085171, 0.082065
us_000520066,0.085171, 0.082065
us_000554598,0.085171, 0.082065
us_000555528,0.085171, 0.082065
us_000520781,0.085171, 0.082065
us_000565289,0.085171, 0.082065
us_000542863,0.085171, 0.082065
us_000554718,0.085171, 0.082065
us_000555530,0.085171, 0.082065
us_000480882,0.085171, 0.082065
us_000472063,0.085171, 0.082065
us_000542067,0.085171, 0.082065
us_000531018,0.085171, 0.082065
us_000541942,0.085171, 0.082065
us_000555801,0.085171, 0.082065
us_000540375,0.085171, 0.082065
us_000536487,0.085171, 0.082065
us_000469302,0.085171, 0.082065
us_000545996,0.085171, 0.082065
us_000545966,0.085171, 0.082065
us_000464024,0.085171, 0.082065
us_000460547,0.085171, 0.082065
us_000543789,0.085171, 0.082065
us_000472111,0.085171, 0.082065
us_000488553,0.085171, 0.082065
us_000554583,0.085171, 0.082065
us_000548810,0.085171, 0.082065
us_000558407,0.085171, 0.082065
us_000494030,0.085171, 0.082065
us_000544087,0.085171, 0.082065
us_000511068,0.085171, 0.082065
us_000501494,0.085171, 0.082065
us_000481112,0.085171, 0.082065
us_000543776,0.085171, 0.082065
us_000464032,0.085171, 0.082065
us_000541939,0.085171, 0.082065
us_000464025,0.085171, 0.082065
us_000479964,0.085171, 0.082065
us_000541936,0.085171, 0.082065
us_000541938,0.085171, 0.082065
us_000530184,0.085171, 0.082065
us_000541940,0.085171, 0.082065
us_000554263,0.085171, 0.082065
us_000473766,0.085171, 0.082065
us_000555551,0.085171, 0.082065
us_000544861,0.085171, 0.082065
us_000473285,0.085171, 0.082065
us_000464018,0.085171, 0.082065
us_000418100,0.085171, 0.082065
us_000530839,0.085171, 0.082065
us_000297257,0.085171, 0.082065
us_000541937,0.085171, 0.082065
us_000471614,0.085171, 0.082065
us_000480405,0.085171, 0.082065
us_000531192,0.085171, 0.082065
us_000555557,0.085171, 0.082065
us_000483562,0.085171, 0.082065
us_000543777,0.085171, 0.082065
us_000476694,0.085171, 0.082065
us_000473693,0.085171, 0.082065
us_000488547,0.085171, 0.082065
us_000544815,0.085171, 0.082065
us_000553994,0.085171, 0.082065
us_000559590,0.085171, 0.082065
us_000555998,0.085171, 0.082065
us_000542069,0.085171, 0.082065
us_000557502,0.085171, 0.082065
us_000503646,0.085171, 0.082065
us_000522478,0.085171, 0.082065
us_000473385,0.085171, 0.082065
us_000460669,0.085171, 0.082065
us_000554625,0.085171, 0.082065
us_000542164,0.085171, 0.082065
us_000488849,0.085171, 0.082065
us_000499689,0.085171, 0.082065
us_000460540,0.085171, 0.082065
us_000530247,0.085171, 0.082065
us_000304170,0.085171, 0.082065
us_000543301,0.085171, 0.082065
us_000503348,0.085171, 0.082065
us_000480393,0.085171, 0.082065
us_000543783,0.085171, 0.082065
us_000471950,0.085171, 0.082065
us_000480407,0.085171, 0.082065
us_000463508,0.085171, 0.082065
us_000511390,0.085171, 0.082065
us_000541117,0.085171, 0.082065
us_000482301,0.085171, 0.082065
us_000482644,0.085171, 0.082065
us_000512264,0.085171, 0.082065
us_000541934,0.085171, 0.082065
us_000542167,0.085171, 0.082065
us_000561593,0.085171, 0.082144
us_000540275,0.085171, 0.082172
us_000531265,0.085171, 0.082301
us_000458524,0.085171, 0.082301
us_000565331,0.085171, 0.082511
us_000558723,0.085171, 0.082536
us_000558209,0.085171, 0.082558
us_000530198,0.085171, 0.082763
us_000542048,0.085171, 0.083032
us_000480519,0.085171, 0.083034
us_000519663,0.085171, 0.083042
us_000482705,0.085171, 0.083136
us_000520670,0.085171, 0.083161
us_000484449,0.085171, 0.083203
us_000538207,0.085171, 0.083671
us_000075612,0.085171, 0.083811
us_000543793,0.085171, 0.083894
us_000110825,0.085171, 0.083922
us_000100029,0.085171, 0.083943
us_000054139,0.085171, 0.084018
us_000458682,0.085171, 0.084050
us_000488301,0.085171, 0.084130
us_000502729,0.085171, 0.084169
us_000511820,0.085171, 0.084330
us_000543752,0.085171, 0.084429
us_000555832,0.085171, 0.084429
us_000460089,0.085171, 0.084464
us_000540350,0.085171, 0.084493
us_000215505,0.085171, 0.084649
us_000473266,0.085171, 0.084772
us_000495555,0.085171, 0.084955
us_000595256,0.085171, 0.085041
us_000473268,0.085171, 0.085109
us_000556178,0.085171, 0.085113
us_000473569,0.085171, 0.085132
us_000553930,0.085171, 0.085401
us_000492502,0.085171, 0.085466
us_000549621,0.085171, 0.085512
us_000461118,0.085171, 0.085566
us_000564869,0.085171, 0.085661
us_000478604,0.085171, 0.085787
us_000470819,0.085171, 0.085802
us_000494002,0.085171, 0.085971
us_000469634,0.085171, 0.086117
us_000467971,0.085171, 0.086197
us_000483176,0.085171, 0.086407
us_000473502,0.085171, 0.086790
us_000536407,0.085171, 0.086870
us_000540045,0.085171, 0.086912
us_000056037,0.085171, 0.087043
us_000501570,0.085171, 0.087199
us_000549652,0.085171, 0.087260
us_000512197,0.085171, 0.087836
us_000564840,0.085171, 0.087956
us_000522865,0.085171, 0.088028
us_000510575,0.085171, 0.088105
us_000443034,0.085171, 0.088293
us_000538827,0.085171, 0.088433
us_000481175,0.085171, 0.088478
us_000494074,0.085171, 0.088484
us_000555533,0.085171, 0.088519
us_000542865,0.085171, 0.088577
us_000536447,0.085171, 0.088640
us_000554638,0.085171, 0.089377
us_000546985,0.085171, 0.089528
us_000230247,0.085171, 0.089581
us_000546828,0.085171, 0.090281
us_000556090,0.085171, 0.091059
us_000531300,0.085171, 0.091320
us_000479098,0.085171, 0.091576
us_000477963,0.085171, 0.091733
us_000514303,0.085171, 0.091743
us_000520044,0.085171, 0.092510
us_000503879,0.085171, 0.092799
us_000469930,0.085171, 0.093262
us_000567425,0.085171, 0.093319
us_000563912,0.085171, 0.094275
us_000473471,0.085171, 0.094450
us_000537617,0.085171, 0.094726
us_000041279,0.085171, 0.095774
us_000133567,0.085171, 0.096441
us_000558603,0.085171, 0.097275
us_000540944,0.085171, 0.097369
us_000472416,0.085171, 0.098828
us_000529277,0.085171, 0.099020
us_000511156,0.085171, 0.099083
us_000053152,0.085171, 0.099604
us_000558738,0.085171, 0.099698
us_000570081,0.085171, 0.099743
us_000507132,0.085171, 0.100625
us_000463523,0.085171, 0.101101
us_000474439,0.085171, 0.101195
us_000556814,0.085171, 0.101750
us_000441454,0.085171, 0.101913
us_000544048,0.085171, 0.102096
us_000473342,0.085171, 0.102797
us_000447780,0.085171, 0.102853
us_000595633,0.085171, 0.103259
us_000492264,0.085171, 0.103286
us_000481115,0.085171, 0.103456
us_000571917,0.085171, 0.103668
us_000558774,0.085171, 0.103824
us_000126535,0.085171, 0.103918
us_000558553,0.085171, 0.104099
us_000558883,0.085171, 0.104099
us_000395841,0.085171, 0.105319
us_000080027,0.085171, 0.105407
us_000507058,0.085171, 0.106070
