Product ID : 2108 # of JPs covered : 1 : 248 : Accounting-Audit/Assurance Only, 
OID,Confidence at Map Node,Error at Map Node
pr_000558594,0.099223, 0.055637
pr_001087434,0.099223, 0.055637
pr_001398140,0.099223, 0.055637
pr_001102580,0.099223, 0.055637
pr_001124658,0.099223, 0.055637
pr_001089679,0.099223, 0.055637
pr_001164886,0.099223, 0.055637
pr_001090844,0.099223, 0.055637
pr_001896141,0.099223, 0.055637
pr_001159543,0.099223, 0.055637
pr_001167053,0.099223, 0.055637
pr_001395309,0.099223, 0.055637
pr_001093181,0.099223, 0.055637
pr_001670191,0.099223, 0.055637
pr_001089130,0.099223, 0.055637
pr_001163500,0.099223, 0.055637
pr_001128904,0.099223, 0.055637
pr_001089717,0.099223, 0.055637
pr_001087408,0.099223, 0.055637
pr_000655734,0.099223, 0.055637
pr_001125915,0.099223, 0.055637
pr_000560100,0.099223, 0.055637
pr_001125089,0.099223, 0.055637
pr_001156844,0.099223, 0.055637
pr_001159560,0.099223, 0.055637
pr_001089832,0.099223, 0.055637
pr_001890490,0.099223, 0.055637
pr_001394528,0.099223, 0.055637
pr_001850987,0.099223, 0.055637
pr_001854813,0.099223, 0.055637
pr_002010802,0.099223, 0.055637
pr_001691616,0.099223, 0.055637
pr_000613677,0.099223, 0.055637
pr_000655664,0.099223, 0.055637
pr_001850367,0.099223, 0.055637
pr_001622826,0.099223, 0.055637
pr_001677335,0.099223, 0.055637
pr_000632724,0.099223, 0.055637
pr_000626660,0.099223, 0.055637
pr_001624706,0.099223, 0.055637
pr_001784710,0.099223, 0.055637
pr_000655760,0.099223, 0.055637
pr_001115708,0.099223, 0.055637
pr_001399635,0.099223, 0.055637
pr_000652919,0.099223, 0.055637
pr_001093782,0.099223, 0.055637
pr_001089669,0.099223, 0.055637
pr_001093102,0.099223, 0.055637
pr_001600177,0.099223, 0.055637
pr_001089360,0.099223, 0.055637
pr_001117895,0.099223, 0.055637
pr_001164927,0.099223, 0.055637
pr_001093263,0.099223, 0.055637
pr_001117023,0.099223, 0.055637
pr_001724437,0.099223, 0.055637
pr_000559595,0.099223, 0.055637
pr_001159476,0.099223, 0.055637
pr_000604712,0.099223, 0.055637
pr_000555702,0.099223, 0.055637
pr_001093220,0.099223, 0.055637
pr_001693970,0.099223, 0.055637
pr_001677329,0.099223, 0.055637
pr_001124481,0.099223, 0.055637
pr_001093243,0.099223, 0.055637
pr_001166443,0.099223, 0.055637
pr_001093120,0.099223, 0.055637
pr_002115376,0.099223, 0.055637
pr_001787920,0.099223, 0.055637
pr_001627096,0.099223, 0.055637
pr_001646326,0.099223, 0.055637
pr_001389944,0.099223, 0.055637
pr_001850617,0.099223, 0.055637
pr_000628591,0.099223, 0.055637
pr_001068949,0.099223, 0.055637
pr_000556600,0.099223, 0.055637
pr_001089794,0.099223, 0.055637
pr_000631831,0.099223, 0.055637
pr_001089828,0.099223, 0.055637
pr_000557797,0.099223, 0.055637
pr_001161612,0.099223, 0.055637
pr_001600176,0.099223, 0.055637
pr_002165911,0.099223, 0.055637
pr_001093284,0.099223, 0.055637
pr_000556282,0.099223, 0.055637
pr_000630993,0.099223, 0.055637
pr_000812240,0.099223, 0.055637
pr_001124781,0.099223, 0.055637
pr_001089306,0.099223, 0.055637
pr_000812248,0.099223, 0.055637
pr_000558079,0.099223, 0.055637
pr_000634004,0.099223, 0.055637
pr_000557216,0.099223, 0.055637
pr_001096841,0.099223, 0.055637
pr_000561219,0.099223, 0.055637
pr_000754715,0.099223, 0.055637
pr_001641461,0.099223, 0.055637
pr_001763950,0.099223, 0.055637
pr_000652109,0.099223, 0.055637
pr_001090852,0.099223, 0.055637
pr_001093107,0.099223, 0.055637
pr_001089778,0.099223, 0.055637
pr_001125445,0.099223, 0.055637
pr_001728073,0.099223, 0.055637
pr_001089633,0.099223, 0.055637
pr_001727110,0.099223, 0.055637
pr_001060659,0.099223, 0.055637
pr_000559397,0.099223, 0.055637
pr_001156820,0.099223, 0.055637
pr_001674776,0.099223, 0.055637
pr_001089625,0.099223, 0.055637
pr_001114482,0.099223, 0.055637
pr_000558275,0.099223, 0.055637
pr_001054784,0.099223, 0.055637
pr_000615065,0.099223, 0.055637
pr_000557198,0.099223, 0.055637
pr_001628662,0.099223, 0.055637
pr_001089664,0.099223, 0.055637
pr_001164783,0.099223, 0.055637
pr_001089706,0.099223, 0.055637
pr_001089092,0.099223, 0.055637
pr_001089827,0.099223, 0.055637
pr_001907459,0.099223, 0.055637
pr_001630184,0.099223, 0.055637
pr_001127297,0.099223, 0.055637
pr_001089848,0.099223, 0.055637
pr_001398027,0.099223, 0.055637
pr_001902570,0.099223, 0.055637
pr_001107761,0.099223, 0.055637
pr_001705493,0.099223, 0.055637
pr_000559027,0.099223, 0.055637
pr_001583646,0.099223, 0.055637
pr_001949264,0.099223, 0.055637
pr_001090882,0.099223, 0.055637
pr_001159287,0.099223, 0.055637
pr_001163330,0.099223, 0.055637
pr_001395307,0.099223, 0.055637
pr_001089757,0.099223, 0.055637
pr_001729144,0.099223, 0.055637
pr_000561264,0.099223, 0.055637
pr_001089599,0.099223, 0.055637
pr_001394641,0.099223, 0.055637
pr_001093099,0.099223, 0.055637
pr_000775856,0.099223, 0.055637
pr_000653300,0.099223, 0.055637
pr_001680519,0.099223, 0.055637
pr_001089683,0.099223, 0.055637
pr_001161713,0.099223, 0.055637
pr_001089768,0.099223, 0.055637
pr_001093334,0.099223, 0.055637
pr_001123052,0.099223, 0.056056
pr_000567165,0.099223, 0.056076
pr_001773828,0.099223, 0.056126
pr_000631681,0.099223, 0.056246
pr_002127893,0.099223, 0.056282
pr_000632143,0.099223, 0.056514
pr_000628715,0.099223, 0.057385
pr_000654995,0.099223, 0.057385
pr_000556357,0.099223, 0.057385
pr_000655647,0.099223, 0.057385
pr_000655635,0.099223, 0.057480
pr_000557174,0.099223, 0.057633
pr_000631720,0.099223, 0.057875
pr_001127722,0.099223, 0.059252
pr_001093177,0.099223, 0.059252
pr_000631702,0.099223, 0.060400
pr_000557909,0.099223, 0.060844
pr_001391580,0.099223, 0.061798
pr_001045045,0.099223, 0.062588
pr_000752426,0.099223, 0.062589
pr_001073577,0.099223, 0.062589
pr_001044978,0.099223, 0.062589
pr_000634633,0.099223, 0.062639
pr_001054723,0.099223, 0.062639
pr_000749188,0.099223, 0.062639
pr_000627140,0.099223, 0.062639
pr_000555839,0.099223, 0.062908
pr_000552742,0.099223, 0.063376
pr_000613861,0.099223, 0.064866
pr_000749878,0.099223, 0.065010
pr_001397868,0.099223, 0.065010
pr_001708444,0.099223, 0.065010
pr_001045032,0.099223, 0.065010
pr_001401856,0.099223, 0.065010
pr_001603553,0.099223, 0.065010
pr_000516535,0.099223, 0.066114
pr_001056940,0.099223, 0.066711
pr_000516293,0.099223, 0.071827
pr_002230235,0.099223, 0.074403
pr_000753557,0.099223, 0.074442
pr_000829893,0.083886, 0.000000
us_000527450,0.083886, 0.000000
us_000530347,0.083886, 0.000001
us_000545561,0.083886, 0.000001
us_000574214,0.083886, 0.000006
us_000573613,0.083886, 0.000088
us_000609963,0.083886, 0.000092
us_000584924,0.083886, 0.000105
us_000500140,0.083886, 0.008085
pr_001153103,0.032728, 0.000000
us_000532385,0.032728, 0.000001
us_000497177,0.032728, 0.001048
us_000548535,0.032728, 0.001065
us_000517507,0.032728, 0.001375
us_000526137,0.032728, 0.001874
us_000561008,0.032728, 0.002234
us_000590687,0.032728, 0.003632
us_000590807,0.032728, 0.003632
us_000545701,0.032728, 0.017875
us_000468711,0.032728, 0.023671
pr_000791301,0.032728, 0.044690
us_000477260,0.032728, 0.059804
us_000477477,0.032728, 0.087039
pr_001798388,0.013092, 0.000000
pr_000008413,0.013092, 0.000001
pr_000274184,0.013092, 0.000001
pr_001409369,0.013092, 0.000002
us_000542223,0.013092, 0.000005
pr_000005425,0.013092, 0.000034
pr_000269460,0.013092, 0.000053
pr_000266678,0.013092, 0.000085
pr_000290389,0.013092, 0.000170
pr_001147712,0.013092, 0.000196
us_000611876,0.013092, 0.000266
pr_001155452,0.013092, 0.000455
us_000532256,0.013092, 0.000482
pr_001149663,0.013092, 0.000614
pr_001150672,0.013092, 0.001247
us_000473057,0.013092, 0.001673
us_000551282,0.013092, 0.005223
us_000513850,0.013092, 0.091518
us_000327185,0.013092, 0.863447
us_000460943,0.013092, 0.886012
us_000460523,0.013092, 0.930469
us_000537901,0.013092, 1.144358
us_000460638,0.013092, 1.170862
us_000458865,0.013092, 1.182490
us_000459304,0.013092, 1.264680
us_000538062,0.013092, 1.267425
us_000466826,0.013092, 1.390865
us_000566927,0.013092, 1.441728
us_000553205,0.013092, 1.451132
us_000464862,0.013092, 1.475782
us_000461277,0.013092, 1.502467
us_000505837,0.013092, 1.531275
us_000459977,0.013092, 1.533017
us_000459976,0.013092, 1.539815
us_000470828,0.013092, 1.548466
us_000576590,0.013092, 1.552121
us_000566947,0.013092, 1.563476
us_000541166,0.013092, 1.565839
us_000407263,0.013092, 1.567903
us_000528949,0.013092, 1.572421
us_000459781,0.013092, 1.591855
us_000505844,0.013092, 1.620048
us_000468162,0.013092, 1.625767
us_000461359,0.013092, 1.631207
us_000580177,0.013092, 1.633549
us_000466916,0.013092, 1.673268
us_000460101,0.013092, 1.676374
us_000253544,0.013092, 1.679891
us_000506187,0.013092, 1.680508
us_000580278,0.013092, 1.685413
us_000577993,0.013092, 1.688853
us_000507041,0.013092, 1.693122
us_000533537,0.013092, 1.693457
us_000493953,0.013092, 1.718002
us_000494957,0.013092, 1.726577
us_000552897,0.013092, 1.735634
us_000551201,0.013092, 1.755798
us_000577986,0.013092, 1.755798
us_000528658,0.013092, 1.757763
us_000528378,0.013092, 1.763307
us_000561558,0.013092, 1.768309
us_000529796,0.013092, 1.782316
us_000546932,0.013092, 1.782316
us_000494879,0.013092, 1.782565
us_000532161,0.013092, 1.794890
us_000507161,0.013092, 1.794987
us_000538825,0.013092, 1.801252
us_000519953,0.013092, 1.801252
us_000538720,0.013092, 1.807662
us_000506205,0.013092, 1.919845
us_000468291,0.013092, 2.024984
