Product ID : 903 # of JPs covered : 1 : 186 : Acct-Tax, 
us_000480155,0.851527, 0.407376
us_000473182,0.851527, 0.407376
us_000468819,0.851527, 0.407376
us_000478834,0.851527, 0.407376
us_000485748,0.851527, 0.407376
us_000493054,0.851527, 0.407376
us_000481582,0.851527, 0.407376
us_000489864,0.851527, 0.407376
us_000476118,0.851527, 0.407376
us_000483510,0.851527, 0.407376
us_000493151,0.851527, 0.407376
us_000459365,0.851527, 0.407376
us_000490002,0.851527, 0.407376
us_000477972,0.851527, 0.407376
us_000461192,0.851527, 0.407376
us_000469465,0.851527, 0.407376
us_000471447,0.851527, 0.407376
us_000475652,0.851527, 0.407376
us_000476417,0.851527, 0.407376
us_000469458,0.851527, 0.407537
us_000479602,0.851527, 0.408480
us_000493119,0.851527, 0.408619
us_000459353,0.851527, 0.408659
us_000460840,0.851527, 0.410458
us_000483695,0.851527, 0.410522
us_000492527,0.851527, 0.410865
us_000465533,0.851527, 0.411008
us_000464851,0.851527, 0.411008
us_000477033,0.851527, 0.411008
us_000464951,0.851527, 0.411008
us_000469237,0.851527, 0.411008
us_000466500,0.851527, 0.411008
us_000468408,0.851527, 0.411008
us_000474868,0.851527, 0.411008
us_000470779,0.851527, 0.411008
us_000486231,0.851527, 0.411008
us_000262766,0.851527, 0.411008
us_000313839,0.851527, 0.411008
us_000225786,0.851527, 0.411008
us_000488092,0.851527, 0.411008
us_000481885,0.851527, 0.411008
us_000471327,0.851527, 0.411008
us_000497060,0.851527, 0.411008
us_000470113,0.851527, 0.411008
us_000480703,0.851527, 0.411008
us_000464911,0.851527, 0.411008
us_000297929,0.851527, 0.411008
us_000484769,0.851527, 0.411008
us_000487139,0.851527, 0.411008
us_000491174,0.851527, 0.411008
us_000500120,0.851527, 0.411008
us_000465904,0.851527, 0.411008
us_000471299,0.851527, 0.411008
us_000479365,0.851527, 0.411008
us_000322381,0.851527, 0.411008
us_000481886,0.851527, 0.411008
us_000479750,0.851527, 0.411008
us_000462984,0.851527, 0.411008
us_000469236,0.851527, 0.411008
us_000474872,0.851527, 0.411008
us_000230080,0.851527, 0.411008
us_000464889,0.851527, 0.411008
us_000461898,0.851527, 0.411008
us_000464865,0.851527, 0.411008
us_000484317,0.851527, 0.411008
us_000464912,0.851527, 0.411008
us_000469903,0.851527, 0.411008
us_000479640,0.851527, 0.411008
us_000483716,0.851527, 0.411008
us_000473046,0.851527, 0.411008
us_000470127,0.851527, 0.411008
us_000470759,0.851527, 0.411008
us_000471041,0.851527, 0.411008
us_000465990,0.851527, 0.411008
us_000479735,0.851527, 0.411008
us_000475708,0.851527, 0.411008
us_000484319,0.851527, 0.411008
us_000474563,0.851527, 0.411008
us_000479524,0.851527, 0.411008
us_000474018,0.851527, 0.411461
us_000486160,0.851527, 0.411461
us_000476557,0.851527, 0.411461
us_000489296,0.851527, 0.411461
us_000470837,0.851527, 0.412291
us_000504659,0.851527, 0.412452
us_000462337,0.851527, 0.414071
us_000142209,0.851527, 0.414242
us_000491416,0.851527, 0.414513
us_000289150,0.851527, 0.414513
us_000464664,0.851527, 0.414513
us_000472009,0.851527, 0.414518
us_000462803,0.851527, 0.414518
us_000465273,0.851527, 0.414656
us_000486984,0.851527, 0.414656
us_000493691,0.851527, 0.414656
us_000150610,0.851527, 0.414656
us_000471405,0.851527, 0.414656
us_000479154,0.851527, 0.414656
us_000482842,0.851527, 0.414656
us_000474915,0.851527, 0.414656
us_000478963,0.851527, 0.414656
us_000105461,0.851527, 0.414656
us_000469222,0.851527, 0.414656
us_000492962,0.851527, 0.414656
us_000262708,0.851527, 0.414656
us_000473150,0.851527, 0.414656
us_000464594,0.851527, 0.414656
us_000535663,0.851527, 0.414656
us_000465405,0.851527, 0.414656
us_000465264,0.851527, 0.414656
us_000465097,0.851527, 0.414656
us_000213360,0.851527, 0.414656
us_000485786,0.851527, 0.414656
us_000479398,0.851527, 0.414656
us_000464678,0.851527, 0.414656
us_000464654,0.851527, 0.414656
us_000549010,0.851527, 0.414656
us_000458770,0.851527, 0.414656
us_000004742,0.851527, 0.414656
us_000483762,0.851527, 0.414656
us_000483273,0.851527, 0.414656
us_000474612,0.851527, 0.414656
us_000489762,0.851527, 0.414656
us_000489716,0.851527, 0.414656
us_000463522,0.851527, 0.414656
us_000464522,0.851527, 0.414656
us_000474731,0.851527, 0.414656
us_000473802,0.851527, 0.414656
us_000477273,0.851527, 0.414656
us_000464576,0.851527, 0.414656
us_000459440,0.851527, 0.414656
us_000153656,0.851527, 0.414656
us_000461828,0.851527, 0.414656
us_000484412,0.851527, 0.414656
us_000465626,0.851527, 0.414656
us_000474745,0.851527, 0.414656
us_000463481,0.851527, 0.414656
us_000465039,0.851527, 0.414656
us_000492929,0.851527, 0.414656
us_000464482,0.851527, 0.414656
us_000464488,0.851527, 0.414656
us_000377074,0.851527, 0.414656
us_000486090,0.851527, 0.414656
us_000475623,0.851527, 0.414656
us_000477425,0.851527, 0.414656
us_000484321,0.851527, 0.414656
us_000462467,0.851527, 0.414656
us_000493484,0.851527, 0.414656
us_000459292,0.851527, 0.414656
us_000463941,0.851527, 0.414656
us_000484656,0.851527, 0.414656
us_000459434,0.851527, 0.414656
us_000483585,0.851527, 0.414656
us_000224993,0.851527, 0.414656
us_000469084,0.851527, 0.414656
us_000476819,0.851527, 0.414656
us_000475828,0.851527, 0.414656
us_000472093,0.851527, 0.414656
us_000476947,0.851527, 0.414656
us_000483763,0.851527, 0.414656
us_000465250,0.851527, 0.414656
us_000469093,0.851527, 0.414656
us_000463977,0.851527, 0.414656
us_000484748,0.851527, 0.414656
us_000481825,0.851527, 0.414656
us_000476790,0.851527, 0.414656
us_000479390,0.851527, 0.414656
us_000464261,0.851527, 0.414656
us_000484783,0.851527, 0.414656
us_000462174,0.851527, 0.414656
us_000461627,0.851527, 0.414656
us_000483501,0.851527, 0.414656
us_000470906,0.851527, 0.414656
us_000461846,0.851527, 0.414656
us_000489035,0.851527, 0.414656
us_000471544,0.851527, 0.414656
us_000458589,0.851527, 0.414656
us_000485531,0.851527, 0.414656
us_000474328,0.851527, 0.414656
us_000388960,0.851527, 0.414656
us_000465863,0.851527, 0.414656
us_000493755,0.851527, 0.414656
us_000487652,0.851527, 0.414656
us_000479165,0.851527, 0.414656
us_000492811,0.851527, 0.414656
us_000533284,0.851527, 0.414656
us_000474976,0.851527, 0.414656
us_000464755,0.851527, 0.414656
us_000483541,0.851527, 0.414656
us_000476577,0.851527, 0.414656
us_000493606,0.851527, 0.414656
us_000487502,0.851527, 0.414656
us_000472123,0.851527, 0.414656
us_000466623,0.851527, 0.414656
us_000466592,0.851527, 0.414656
us_000492407,0.851527, 0.414656
us_000374400,0.851527, 0.414656
us_000483323,0.851527, 0.414656
us_000472433,0.851527, 0.414656
us_000464383,0.851527, 0.414656
us_000468350,0.851527, 0.414656
us_000549371,0.851527, 0.414656
us_000476746,0.851527, 0.414656
us_000492482,0.851527, 0.414656
us_000490473,0.851527, 0.414656
us_000477028,0.851527, 0.414656
us_000469013,0.851527, 0.414656
us_000464380,0.851527, 0.414656
us_000488491,0.851527, 0.414656
us_000461383,0.851527, 0.414656
us_000476722,0.851527, 0.414656
us_000490013,0.851527, 0.414656
us_000474329,0.851527, 0.414656
us_000469224,0.851527, 0.414656
us_000464400,0.851527, 0.414656
us_000491535,0.851527, 0.414656
us_000465848,0.851527, 0.414656
us_000476738,0.851527, 0.414656
us_000485774,0.851527, 0.414656
us_000293335,0.851527, 0.414656
us_000466871,0.851527, 0.414656
us_000486536,0.851527, 0.414656
us_000466691,0.851527, 0.414656
us_000481153,0.851527, 0.414656
us_000186986,0.851527, 0.414656
us_000484750,0.851527, 0.414656
us_000476883,0.851527, 0.414656
us_000464414,0.851527, 0.414656
us_000193202,0.851527, 0.414656
us_000479691,0.851527, 0.414656
us_000493450,0.851527, 0.414656
us_000484331,0.851527, 0.414656
us_000266857,0.851527, 0.414656
us_000478251,0.851527, 0.414656
us_000463548,0.851527, 0.414656
us_000462509,0.851527, 0.414656
us_000466747,0.851527, 0.414656
us_000492364,0.851527, 0.414656
us_000027045,0.851527, 0.414656
us_000585585,0.851527, 0.414656
us_000461655,0.851527, 0.414656
us_000472548,0.851527, 0.414656
us_000466631,0.851527, 0.414656
us_000511056,0.851527, 0.415110
us_000539750,0.851527, 0.415355
us_000281632,0.851527, 0.415530
us_000534107,0.851527, 0.416100
us_000467769,0.851527, 0.416571
us_000484578,0.851527, 0.417502
us_000489713,0.851527, 0.417502
us_000486932,0.851527, 0.417502
us_000486944,0.851527, 0.417502
us_000476470,0.851527, 0.417720
us_000464266,0.851527, 0.421346
us_000458866,0.851527, 0.423258
us_000463050,0.851527, 0.434155
us_000459074,0.851527, 0.434155
us_000276614,0.851527, 0.434553
us_000476252,0.851527, 0.435853
us_000531329,0.851527, 0.440754
us_000493719,0.851527, 0.441348
us_000473786,0.851527, 0.441404
us_000504757,0.851527, 0.446892
us_000483479,0.851527, 0.450495
us_000463157,0.851527, 0.450495
us_000364994,0.851527, 0.454144
us_000481632,0.851527, 0.454144
us_000464084,0.851527, 0.454144
us_000484323,0.851527, 0.454144
us_000357642,0.851527, 0.454144
us_000475619,0.851527, 0.459970
us_000148328,0.851527, 0.470036
us_000469541,0.851527, 0.470207
us_000377287,0.851527, 0.479787
us_000464674,0.851527, 0.483850
us_000463992,0.851527, 0.513172
us_000463571,0.851527, 0.514169
pr_000919648,0.784108, 0.000274
pr_000991609,0.784108, 0.000883
pr_000518723,0.784108, 0.001697
pr_000757497,0.784108, 0.002248
pr_000877258,0.784108, 0.002374
us_000366786,0.784108, 1.304437
us_000464601,0.784108, 1.625998
us_000470066,0.784108, 1.633452
us_000506155,0.784108, 1.685220
us_000473191,0.784108, 1.725974
us_000535363,0.784108, 1.732533
us_000463821,0.784108, 1.741480
us_000493430,0.784108, 1.755951
us_000505241,0.784108, 1.772859
us_000499423,0.784108, 1.783635
us_000459041,0.784108, 1.813816
us_000459064,0.784108, 1.923094
us_000384168,0.784108, 1.956023
us_000532165,0.699168, 0.579936
us_000498827,0.699168, 0.698203
us_000533919,0.699168, 0.698203
us_000490461,0.699168, 0.723323
us_000498863,0.699168, 0.797638
us_000537246,0.699168, 0.836302
us_000550137,0.699168, 0.855401
us_000548928,0.699168, 0.855401
us_000521679,0.699168, 0.855401
us_000533536,0.699168, 0.855401
us_000499741,0.699168, 0.855401
us_000521687,0.699168, 0.855401
us_000533891,0.699168, 0.855401
us_000549933,0.699168, 0.855401
us_000533535,0.699168, 0.855401
us_000499739,0.699168, 0.855401
us_000500233,0.699168, 0.858531
us_000474052,0.699168, 0.866074
us_000471256,0.699168, 0.867611
us_000532643,0.699168, 0.873103
us_000521641,0.699168, 0.874908
us_000509089,0.699168, 0.874908
us_000532305,0.699168, 0.874908
us_000507725,0.699168, 0.874908
us_000533327,0.699168, 0.874908
us_000521005,0.699168, 0.874908
us_000507694,0.699168, 0.874908
us_000524194,0.699168, 0.874908
us_000521105,0.699168, 0.874908
us_000532264,0.699168, 0.874908
us_000533475,0.699168, 0.874908
us_000550277,0.699168, 0.874908
us_000507494,0.699168, 0.874908
us_000522103,0.699168, 0.874908
us_000533523,0.699168, 0.874908
us_000538221,0.699168, 0.874908
us_000538224,0.699168, 0.874908
us_000609834,0.699168, 0.874908
us_000497641,0.699168, 0.874908
us_000505574,0.699168, 0.875544
us_000498988,0.699168, 0.877845
us_000482905,0.699168, 0.878953
us_000532293,0.699168, 0.884384
us_000532307,0.699168, 0.892610
us_000531423,0.699168, 0.893723
us_000532915,0.699168, 0.898194
us_000585394,0.699168, 0.904682
us_000504991,0.699168, 0.907303
us_000551621,0.699168, 0.907401
us_000458618,0.699168, 0.911425
pr_001198584,0.641382, 0.000000
pr_000814783,0.641382, 0.000000
us_000573227,0.641382, 0.000000
us_000496114,0.641382, 0.000000
us_000481137,0.641382, 0.000000
pr_001941589,0.641382, 0.000000
us_000577829,0.641382, 0.000001
pr_000714615,0.641382, 0.000001
pr_000654567,0.641382, 0.000001
pr_000660291,0.641382, 0.000001
pr_000697351,0.641382, 0.000001
pr_000513540,0.641382, 0.000001
pr_000526052,0.641382, 0.000001
pr_000545337,0.641382, 0.000001
pr_000553069,0.641382, 0.000001
pr_000631065,0.641382, 0.000001
pr_000513551,0.641382, 0.000001
pr_000655882,0.641382, 0.000001
pr_000655916,0.641382, 0.000001
pr_000614600,0.641382, 0.000001
pr_000551188,0.641382, 0.000001
us_000576830,0.641382, 0.000002
us_000529144,0.641382, 0.000002
us_000612709,0.641382, 0.000002
us_000536461,0.641382, 0.000002
us_000560463,0.641382, 0.000002
us_000547951,0.641382, 0.000002
us_000549007,0.641382, 0.000002
us_000530060,0.641382, 0.000002
us_000530622,0.641382, 0.000002
us_000572551,0.641382, 0.000002
us_000505450,0.641382, 0.000002
us_000601304,0.641382, 0.000002
us_000515737,0.641382, 0.000002
us_000504152,0.641382, 0.000002
us_000591596,0.641382, 0.000002
us_000530242,0.641382, 0.000002
us_000604155,0.641382, 0.000002
pr_000749982,0.641382, 0.000010
pr_001941219,0.641382, 0.000010
pr_001883997,0.641382, 0.000037
pr_000655520,0.641382, 0.000051
pr_000818477,0.641382, 0.000057
pr_001873355,0.641382, 0.000095
pr_002040546,0.641382, 0.000167
pr_002040369,0.641382, 0.000191
pr_001853319,0.641382, 0.000201
pr_002051454,0.641382, 0.000218
pr_002139481,0.641382, 0.000680
us_000563377,0.641382, 0.000709
pr_002134126,0.641382, 0.009957
us_000458554,0.641382, 0.330709
us_000466959,0.641382, 0.448249
us_000480403,0.641382, 0.503780
us_000458939,0.641382, 0.509733
us_000486228,0.641382, 0.521016
us_000466168,0.641382, 0.524782
us_000027616,0.641382, 0.537985
us_000463844,0.641382, 0.552159
us_000476874,0.641382, 0.557482
us_000296051,0.641382, 0.562023
us_000389219,0.641382, 0.562883
us_000458595,0.641382, 0.567827
us_000469033,0.641382, 0.569564
us_000505588,0.641382, 0.569709
us_000483459,0.641382, 0.569948
us_000463807,0.641382, 0.574508
us_000183996,0.641382, 0.574982
us_000478207,0.641382, 0.575554
us_000576267,0.641382, 0.575628
us_000136652,0.641382, 0.576363
us_000432327,0.641382, 0.576389
us_000100442,0.641382, 0.577565
us_000467908,0.641382, 0.581068
us_000506276,0.641382, 0.581475
us_000483450,0.641382, 0.583843
us_000485785,0.641382, 0.585980
us_000466182,0.641382, 0.589138
us_000486086,0.641382, 0.593114
us_000539130,0.641382, 0.593456
us_000461452,0.641382, 0.594986
us_000386905,0.641382, 0.595508
us_000461656,0.641382, 0.596101
us_000505350,0.641382, 0.598779
us_000505172,0.641382, 0.599708
us_000308951,0.641382, 0.600259
us_000485754,0.641382, 0.601836
us_000534548,0.641382, 0.602192
us_000030550,0.641382, 0.606841
us_000466180,0.641382, 0.608192
us_000477650,0.641382, 0.617752
us_000469751,0.641382, 0.617918
us_000458664,0.641382, 0.618839
us_000505887,0.641382, 0.623629
us_000464568,0.641382, 0.624745
us_000500893,0.641382, 0.629229
us_000462059,0.641382, 0.630470
us_000476828,0.641382, 0.633970
us_000469021,0.641382, 0.634570
us_000491343,0.641382, 0.635887
us_000485788,0.641382, 0.646553
us_000458580,0.641382, 0.649572
us_000461480,0.641382, 0.649697
us_000183385,0.641382, 0.650495
us_000587915,0.641382, 0.650495
us_000108017,0.641382, 0.651806
us_000260600,0.641382, 0.651902
us_000539137,0.641382, 0.652259
us_000505539,0.641382, 0.653860
us_000114080,0.641382, 0.654204
us_000539197,0.641382, 0.654661
us_000458977,0.641382, 0.655450
us_000334219,0.641382, 0.656732
us_000505230,0.641382, 0.657755
us_000466749,0.641382, 0.665264
us_000458582,0.641382, 0.666079
us_000478315,0.641382, 0.666764
us_000473846,0.641382, 0.668007
us_000553914,0.641382, 0.669104
us_000464524,0.641382, 0.669728
us_000463959,0.641382, 0.670551
us_000482978,0.641382, 0.670876
us_000536010,0.641382, 0.670907
us_000576543,0.641382, 0.673838
us_000505470,0.641382, 0.677411
us_000135319,0.641382, 0.683136
us_000506126,0.641382, 0.683152
us_000505912,0.641382, 0.683674
us_000474084,0.641382, 0.683938
us_000506440,0.641382, 0.683947
us_000027687,0.641382, 0.687070
us_000466599,0.641382, 0.687160
us_000505522,0.641382, 0.687221
us_000576272,0.641382, 0.688394
us_000537240,0.641382, 0.688793
us_000463814,0.641382, 0.696183
us_000469990,0.641382, 0.699754
us_000461661,0.641382, 0.701240
us_000429425,0.641382, 0.702977
us_000460682,0.641382, 0.710457
us_000506067,0.641382, 0.713669
us_000497678,0.641382, 0.732845
us_000474530,0.641382, 0.749732
us_000580717,0.641382, 0.759552
us_000459261,0.641382, 0.789819
us_000539181,0.641382, 0.809532
us_000472013,0.641382, 0.857726
us_000462058,0.641382, 0.897044
us_000133814,0.641382, 0.916410
us_000477615,0.641382, 0.932965
pr_001798388,0.485573, 0.000000
pr_000008413,0.485573, 0.000001
pr_000274184,0.485573, 0.000001
pr_001409369,0.485573, 0.000002
us_000542223,0.485573, 0.000005
pr_000005425,0.485573, 0.000034
pr_000269460,0.485573, 0.000053
pr_000266678,0.485573, 0.000085
pr_000290389,0.485573, 0.000170
pr_001147712,0.485573, 0.000196
us_000611876,0.485573, 0.000266
pr_001155452,0.485573, 0.000455
us_000532256,0.485573, 0.000482
pr_001149663,0.485573, 0.000614
pr_001150672,0.485573, 0.001247
us_000473057,0.485573, 0.001673
us_000551282,0.485573, 0.005223
us_000513850,0.485573, 0.091518
us_000327185,0.485573, 0.863447
us_000460943,0.485573, 0.886012
us_000460523,0.485573, 0.930469
us_000537901,0.485573, 1.144358
us_000460638,0.485573, 1.170862
us_000458865,0.485573, 1.182490
us_000459304,0.485573, 1.264680
us_000538062,0.485573, 1.267425
us_000466826,0.485573, 1.390865
us_000566927,0.485573, 1.441728
us_000553205,0.485573, 1.451132
us_000464862,0.485573, 1.475782
us_000461277,0.485573, 1.502467
us_000505837,0.485573, 1.531275
us_000459977,0.485573, 1.533017
us_000459976,0.485573, 1.539815
us_000470828,0.485573, 1.548466
us_000576590,0.485573, 1.552121
us_000566947,0.485573, 1.563476
us_000541166,0.485573, 1.565839
us_000407263,0.485573, 1.567903
us_000528949,0.485573, 1.572421
us_000459781,0.485573, 1.591855
us_000505844,0.485573, 1.620048
us_000468162,0.485573, 1.625767
us_000461359,0.485573, 1.631207
us_000580177,0.485573, 1.633549
us_000466916,0.485573, 1.673268
us_000460101,0.485573, 1.676374
us_000253544,0.485573, 1.679891
us_000506187,0.485573, 1.680508
us_000580278,0.485573, 1.685413
us_000577993,0.485573, 1.688853
us_000507041,0.485573, 1.693122
us_000533537,0.485573, 1.693457
us_000493953,0.485573, 1.718002
us_000494957,0.485573, 1.726577
us_000552897,0.485573, 1.735634
us_000577986,0.485573, 1.755798
us_000551201,0.485573, 1.755798
us_000528658,0.485573, 1.757763
us_000528378,0.485573, 1.763307
us_000561558,0.485573, 1.768309
us_000546932,0.485573, 1.782316
us_000529796,0.485573, 1.782316
us_000494879,0.485573, 1.782565
us_000532161,0.485573, 1.794890
us_000507161,0.485573, 1.794987
us_000538825,0.485573, 1.801252
us_000519953,0.485573, 1.801252
us_000538720,0.485573, 1.807662
us_000506205,0.485573, 1.919845
us_000468291,0.485573, 2.024984
us_000500419,0.427147, 0.000001
us_000522466,0.427147, 0.000002
us_000470047,0.427147, 0.000002
us_000051897,0.427147, 0.000016
us_000459103,0.427147, 0.000031
us_000481172,0.427147, 0.000081
us_000524976,0.427147, 0.000098
us_000481344,0.427147, 0.000131
us_000555494,0.427147, 0.000407
us_000033740,0.427147, 0.000407
us_000550324,0.427147, 0.000795
us_000552008,0.427147, 0.000832
us_000241998,0.427147, 0.000947
us_000005125,0.427147, 0.150203
pr_000395598,0.427147, 0.151280
pr_000871245,0.427147, 0.152120
pr_000369767,0.427147, 0.154389
pr_000369404,0.427147, 0.154524
pr_000627042,0.427147, 0.155258
pr_000373249,0.427147, 0.155812
pr_000705534,0.427147, 0.156867
pr_000368925,0.427147, 0.157376
pr_000370917,0.427147, 0.158008
pr_000644106,0.427147, 0.158029
pr_000974598,0.427147, 0.158233
pr_000371123,0.427147, 0.158319
pr_000372973,0.427147, 0.158948
pr_000565708,0.427147, 0.159016
pr_000566836,0.427147, 0.159968
pr_000702781,0.427147, 0.160024
pr_001034323,0.427147, 0.160177
pr_000645524,0.427147, 0.160209
pr_000911924,0.427147, 0.160209
pr_000695290,0.427147, 0.160277
pr_000994278,0.427147, 0.160818
pr_001034198,0.427147, 0.161095
pr_000556342,0.427147, 0.161095
pr_000637289,0.427147, 0.161157
pr_000653065,0.427147, 0.161377
pr_000368967,0.427147, 0.161677
pr_000869589,0.427147, 0.161698
pr_000574039,0.427147, 0.161733
pr_000362789,0.427147, 0.161899
pr_000567599,0.427147, 0.161981
pr_000387079,0.427147, 0.162014
pr_000551079,0.427147, 0.162026
pr_000853321,0.427147, 0.162169
pr_000518096,0.427147, 0.162363
pr_000370195,0.427147, 0.162398
pr_000631956,0.427147, 0.162414
pr_000873844,0.427147, 0.162487
pr_000369147,0.427147, 0.162536
pr_000370143,0.427147, 0.162550
pr_000638487,0.427147, 0.162669
pr_000555519,0.427147, 0.162686
pr_000623845,0.427147, 0.162766
pr_000910447,0.427147, 0.162824
pr_000993679,0.427147, 0.162896
pr_000385410,0.427147, 0.162936
pr_000988508,0.427147, 0.163219
pr_000568314,0.427147, 0.163511
pr_000695276,0.427147, 0.163695
pr_000977757,0.427147, 0.163785
pr_000362177,0.427147, 0.163800
pr_000625736,0.427147, 0.163824
pr_000821060,0.427147, 0.164008
pr_000717340,0.427147, 0.164077
pr_000566833,0.427147, 0.164098
pr_000993205,0.427147, 0.164169
pr_000370435,0.427147, 0.164188
pr_000822457,0.427147, 0.164303
pr_000982351,0.427147, 0.164427
pr_000566977,0.427147, 0.164474
pr_000911267,0.427147, 0.164548
pr_000911039,0.427147, 0.164590
pr_000720985,0.427147, 0.164614
pr_000626739,0.427147, 0.164717
pr_001036671,0.427147, 0.164722
pr_000879759,0.427147, 0.164722
pr_000370784,0.427147, 0.164743
pr_000396666,0.427147, 0.164750
pr_000395446,0.427147, 0.164764
pr_000629614,0.427147, 0.164764
pr_000370471,0.427147, 0.164764
pr_000372535,0.427147, 0.164765
pr_000562285,0.427147, 0.164821
pr_000564855,0.427147, 0.164821
pr_000363098,0.427147, 0.164915
pr_000824818,0.427147, 0.164927
pr_000643636,0.427147, 0.164941
pr_000565586,0.427147, 0.164961
pr_000851745,0.427147, 0.164994
pr_000568323,0.427147, 0.165051
pr_000643576,0.427147, 0.165051
pr_000560756,0.427147, 0.165078
pr_000394769,0.427147, 0.165100
pr_000372366,0.427147, 0.165107
pr_000513515,0.427147, 0.165121
pr_000959314,0.427147, 0.165150
pr_001032903,0.427147, 0.165158
pr_001033651,0.427147, 0.165158
pr_000560146,0.427147, 0.165158
pr_000917346,0.427147, 0.165158
pr_000631086,0.427147, 0.165341
pr_001078743,0.427147, 0.165371
pr_000636818,0.427147, 0.165388
pr_000948170,0.427147, 0.165388
pr_001034250,0.427147, 0.165636
pr_000520840,0.427147, 0.165636
pr_001033785,0.427147, 0.165693
pr_000917322,0.427147, 0.165693
pr_000369433,0.427147, 0.165948
pr_000822487,0.427147, 0.165977
pr_000567701,0.427147, 0.165993
pr_000915734,0.427147, 0.166008
pr_000661853,0.427147, 0.166014
pr_001672035,0.427147, 0.166048
pr_000512711,0.427147, 0.166052
pr_000372724,0.427147, 0.166145
pr_000910535,0.427147, 0.166151
pr_001685995,0.427147, 0.166151
pr_000821707,0.427147, 0.166269
pr_000887629,0.427147, 0.166324
pr_000643737,0.427147, 0.166339
pr_000555840,0.427147, 0.166339
pr_000396772,0.427147, 0.166339
pr_000373276,0.427147, 0.166339
pr_000644009,0.427147, 0.166339
pr_000643935,0.427147, 0.166401
pr_001611495,0.427147, 0.166572
pr_000570052,0.427147, 0.166572
pr_000396922,0.427147, 0.166588
pr_000518159,0.427147, 0.166598
pr_000569006,0.427147, 0.166598
pr_000362723,0.427147, 0.166609
pr_001033388,0.427147, 0.166632
pr_000567788,0.427147, 0.166634
pr_000645998,0.427147, 0.166634
pr_000435813,0.427147, 0.166668
pr_001033749,0.427147, 0.166696
pr_000911445,0.427147, 0.166786
pr_000951767,0.427147, 0.166786
pr_001009185,0.427147, 0.166855
pr_000396972,0.427147, 0.166855
pr_000394521,0.427147, 0.166855
pr_000368970,0.427147, 0.166893
pr_001033483,0.427147, 0.166914
pr_001014149,0.427147, 0.166914
pr_000910915,0.427147, 0.166935
pr_000910536,0.427147, 0.166935
pr_001160337,0.427147, 0.166935
pr_000370313,0.427147, 0.166935
pr_000565241,0.427147, 0.166935
pr_000874505,0.427147, 0.166935
pr_000397401,0.427147, 0.166935
pr_000567772,0.427147, 0.166935
pr_001155531,0.427147, 0.166935
pr_000957102,0.427147, 0.167018
pr_000872802,0.427147, 0.167032
pr_000645114,0.427147, 0.167069
pr_001009035,0.427147, 0.167069
pr_000372677,0.427147, 0.167162
pr_000374101,0.427147, 0.167174
pr_000855559,0.427147, 0.167207
pr_000568531,0.427147, 0.167222
pr_000368419,0.427147, 0.167222
pr_000637905,0.427147, 0.167222
pr_001025369,0.427147, 0.167222
pr_001591135,0.427147, 0.167222
pr_001043833,0.427147, 0.167222
pr_000395789,0.427147, 0.167222
pr_000368771,0.427147, 0.167222
pr_000371673,0.427147, 0.167222
pr_000614787,0.427147, 0.167233
pr_000565177,0.427147, 0.167233
pr_000362665,0.427147, 0.167233
pr_000748767,0.427147, 0.167233
pr_000393541,0.427147, 0.167271
pr_000566428,0.427147, 0.167292
pr_000396801,0.427147, 0.167420
pr_000393729,0.427147, 0.167440
pr_001021913,0.427147, 0.167442
pr_000396617,0.427147, 0.167448
pr_000412872,0.427147, 0.167479
pr_000639055,0.427147, 0.167479
pr_000839426,0.427147, 0.167479
pr_000910501,0.427147, 0.167479
pr_000397065,0.427147, 0.167479
pr_000723808,0.427147, 0.167479
pr_001001535,0.427147, 0.167479
pr_000723175,0.427147, 0.167479
pr_000632149,0.427147, 0.167479
pr_001043798,0.427147, 0.167479
pr_000998324,0.427147, 0.167479
pr_000897783,0.427147, 0.167544
pr_000702064,0.427147, 0.167559
pr_000977793,0.427147, 0.167559
pr_000642138,0.427147, 0.167559
pr_000570080,0.427147, 0.167559
pr_000627555,0.427147, 0.167559
pr_000834957,0.427147, 0.167559
pr_000568579,0.427147, 0.167559
pr_000626338,0.427147, 0.167559
pr_001823047,0.427147, 0.167559
pr_000879746,0.427147, 0.167559
pr_000973077,0.427147, 0.167559
pr_000984990,0.427147, 0.167559
pr_000948032,0.427147, 0.167559
pr_001824476,0.427147, 0.167559
pr_000708220,0.427147, 0.167559
pr_000656541,0.427147, 0.167559
pr_000369883,0.427147, 0.167559
pr_001148028,0.427147, 0.167559
pr_001067397,0.427147, 0.167559
pr_001617563,0.427147, 0.167559
pr_000648944,0.427147, 0.167559
pr_000371148,0.427147, 0.168120
pr_000654817,0.427147, 0.168174
pr_000369124,0.427147, 0.168253
pr_001034542,0.427147, 0.168395
pr_000571128,0.427147, 0.168501
pr_001034239,0.427147, 0.168718
pr_000887111,0.427147, 0.168788
pr_000644249,0.427147, 0.168788
pr_000895912,0.427147, 0.168966
pr_000648563,0.427147, 0.169019
pr_000648814,0.427147, 0.169019
pr_000911280,0.427147, 0.169412
pr_001011489,0.427147, 0.169412
pr_000669266,0.427147, 0.169412
pr_001022000,0.427147, 0.169412
pr_000569900,0.427147, 0.169412
pr_001002543,0.427147, 0.169412
pr_000622988,0.427147, 0.169439
pr_000912136,0.427147, 0.169439
pr_001008171,0.427147, 0.169502
pr_000558941,0.427147, 0.171628
pr_000910120,0.427147, 0.171711
pr_000644469,0.427147, 0.171886
