Product ID : 2081 # of JPs covered : 1 : 243 : Family Law, 
OID,Confidence at Map Node,Error at Map Node
us_000562118,0.067998, 0.022505
us_000494167,0.067998, 0.022505
pr_001054216,0.067998, 0.022505
us_000599620,0.067998, 0.022505
us_000500446,0.067998, 0.022505
us_000537357,0.067998, 0.022505
us_000601200,0.067998, 0.022505
us_000491179,0.067998, 0.022505
us_000597348,0.067998, 0.022505
us_000514962,0.067998, 0.022505
us_000615742,0.067998, 0.022505
us_000576246,0.067998, 0.022505
us_000538699,0.067998, 0.022505
us_000601282,0.067998, 0.022505
us_000496120,0.067998, 0.022505
us_000568833,0.067998, 0.022505
us_000562121,0.067998, 0.022505
us_000527088,0.067998, 0.022505
us_000562119,0.067998, 0.022505
us_000601198,0.067998, 0.022505
us_000589710,0.067998, 0.022505
us_000615738,0.067998, 0.022505
us_000479997,0.067998, 0.022505
us_000516131,0.067998, 0.022505
us_000526215,0.067998, 0.022505
us_000499305,0.067998, 0.022505
us_000502290,0.067998, 0.022505
us_000515144,0.067998, 0.022505
us_000564905,0.067998, 0.022505
us_000578594,0.067998, 0.022505
us_000507226,0.067998, 0.022505
us_000536252,0.067998, 0.022505
us_000568404,0.067998, 0.022505
us_000606755,0.067998, 0.023443
us_000571657,0.067998, 0.023850
us_000502342,0.067998, 0.023859
pr_001053097,0.067998, 0.024143
us_000577247,0.067998, 0.024792
us_000547145,0.067998, 0.025520
us_000508941,0.067998, 0.025659
us_000487273,0.067998, 0.026341
pr_001047434,0.067998, 0.026828
us_000511994,0.067998, 0.026864
pr_001166651,0.067998, 0.027126
us_000510719,0.067998, 0.027363
us_000492095,0.067998, 0.028998
us_000598863,0.067998, 0.029709
us_000459297,0.067998, 0.030393
us_000617164,0.067998, 0.030964
us_000578496,0.067998, 0.031026
us_000596494,0.067998, 0.031734
us_000564571,0.067998, 0.031841
us_000511238,0.067998, 0.031847
us_000561155,0.067998, 0.032568
us_000537310,0.067998, 0.033534
us_000579417,0.067998, 0.033534
us_000532294,0.067998, 0.033534
us_000542247,0.067998, 0.033534
us_000574287,0.067998, 0.033707
us_000595058,0.067998, 0.034465
us_000591138,0.067998, 0.035441
us_000534268,0.067998, 0.035660
us_000611963,0.067998, 0.035975
us_000127103,0.067998, 0.041243
us_000547856,0.067998, 0.041786
us_000502326,0.067998, 0.043145
us_000485953,0.067998, 0.043989
us_000582521,0.067998, 0.044034
us_000511514,0.067998, 0.045876
us_000508478,0.067998, 0.045876
us_000514997,0.067998, 0.046132
us_000579983,0.067998, 0.046288
us_000599197,0.067998, 0.046565
us_000530291,0.067998, 0.050387
us_000503870,0.067998, 0.055887
us_000582953,0.067998, 0.059128
us_000496086,0.067998, 0.064205
us_000514993,0.067998, 0.065397
us_000489822,0.067998, 0.066334
us_000589658,0.067998, 0.073698
pr_001054911,0.067998, 0.076289
us_000584766,0.067998, 0.078288
pr_000875996,0.067998, 0.081559
us_000481946,0.067998, 0.087426
us_000498077,0.067998, 0.088288
us_000510910,0.067998, 0.091829
us_000548945,0.067998, 0.102211
us_000564966,0.067998, 0.122704
us_000516184,0.067998, 0.128357
us_000498170,0.067998, 0.133801
us_000263052,0.067998, 0.134732
us_000459837,0.067998, 0.137026
us_000588599,0.067998, 0.137514
us_000507653,0.067998, 0.184217
us_000534335,0.067998, 0.211819
us_000527039,0.067998, 0.218797
us_000525084,0.067998, 0.256584
us_000500888,0.067998, 0.452495
us_000494168,0.067998, 0.461643
us_000508067,0.067998, 0.520270
us_000565922,0.058955, 0.000000
us_000502484,0.058955, 0.000000
us_000604252,0.058955, 0.000309
us_000604027,0.058955, 0.003881
us_000497697,0.058955, 0.037394
us_000484432,0.058955, 0.052160
us_000152481,0.058955, 0.061306
us_000483116,0.058955, 0.155289
us_000488649,0.054181, 0.000000
pr_001041048,0.054181, 0.000000
pr_001062416,0.054181, 0.000006
us_000489679,0.054181, 0.178992
us_000500883,0.054181, 0.198784
us_000522082,0.054181, 0.199700
us_000590276,0.054181, 0.200638
us_000515059,0.054181, 0.200638
us_000533059,0.054181, 0.201625
us_000584723,0.054181, 0.202439
us_000598788,0.054181, 0.205125
us_000606451,0.054181, 0.207091
us_000605622,0.054181, 0.208819
us_000507197,0.054181, 0.209177
us_000512064,0.054181, 0.209715
us_000599606,0.054181, 0.209715
us_000600221,0.054181, 0.210631
us_000536687,0.054181, 0.210631
us_000607941,0.054181, 0.210631
us_000591099,0.054181, 0.211569
us_000492727,0.054181, 0.211569
us_000501938,0.054181, 0.211569
us_000600279,0.054181, 0.211569
us_000608614,0.054181, 0.211569
us_000522102,0.054181, 0.234405
us_000494396,0.054181, 0.247297
us_000532854,0.006854, 0.000001
pr_001028244,0.006854, 0.000001
pr_001677256,0.006854, 0.000001
pr_001141130,0.006854, 0.000001
pr_001052549,0.006854, 0.000001
us_000519513,0.006854, 0.000006
pr_001905877,0.006854, 0.000014
us_000520100,0.006854, 0.000033
us_000580204,0.006854, 0.000033
us_000532387,0.006854, 0.000033
us_000599760,0.006854, 0.000033
us_000487948,0.006854, 0.000033
us_000520937,0.006854, 0.000080
us_000490083,0.006854, 0.000080
us_000515261,0.006854, 0.000080
us_000533410,0.006854, 0.000080
us_000500500,0.006854, 0.000431
us_000488150,0.006854, 0.002503
us_000488779,0.006854, 0.023296
us_000584957,0.006854, 0.023931
us_000538191,0.006854, 0.023976
us_000489989,0.006854, 0.024847
us_000486469,0.006854, 0.025153
us_000492161,0.006854, 0.025153
us_000490454,0.006854, 0.025522
us_000488994,0.006854, 0.025841
us_000533049,0.006854, 0.025887
us_000486831,0.006854, 0.026319
us_000516541,0.006854, 0.026319
us_000509354,0.006854, 0.026339
us_000490622,0.006854, 0.026339
us_000484945,0.006854, 0.026363
us_000486801,0.006854, 0.026363
us_000485657,0.006854, 0.026704
us_000539698,0.006854, 0.026704
us_000487533,0.006854, 0.026787
us_000496997,0.006854, 0.026831
us_000545905,0.006854, 0.027190
us_000578560,0.006854, 0.027462
us_000560398,0.006854, 0.027704
us_000497610,0.006854, 0.027719
us_000579504,0.006854, 0.027996
us_000571230,0.006854, 0.028235
us_000487943,0.006854, 0.028710
us_000570395,0.006854, 0.029011
us_000491566,0.006854, 0.029481
us_000596433,0.006854, 0.030019
us_000490676,0.006854, 0.030193
us_000543616,0.006854, 0.030872
us_000497926,0.006854, 0.031036
us_000534297,0.006854, 0.033737
us_000516758,0.006854, 0.033950
us_000587771,0.006854, 0.034602
us_000579033,0.006854, 0.035178
us_000571227,0.006854, 0.036593
us_000486583,0.006854, 0.037086
us_000564829,0.006854, 0.038713
us_000490974,0.006854, 0.042758
us_000521176,0.006854, 0.043343
us_000483980,0.006854, 0.044369
us_000570973,0.006854, 0.046935
us_000488703,0.006854, 0.048653
us_000489644,0.006854, 0.051013
us_000517299,0.006854, 0.051383
us_000532198,0.006854, 0.053710
us_000589980,0.006854, 0.064190
us_000478666,0.006854, 0.101440
us_000517327,0.006854, 0.107542
us_000536726,0.006854, 0.135792
us_000502291,0.006854, 0.194904
