Product ID : 2127 # of JPs covered : 1 : 361 : LoanDoc-Syndicated Loans, 
pr_002045508,0.652327, 0.000000
pr_002046060,0.652327, 0.000000
pr_001939951,0.652327, 0.000000
pr_001888076,0.652327, 0.000000
pr_002044527,0.652327, 0.000000
pr_001807756,0.652327, 0.000000
pr_001853070,0.652327, 0.000000
pr_002039158,0.652327, 0.000000
pr_001949354,0.652327, 0.000000
pr_002079977,0.652327, 0.000000
pr_001983418,0.652327, 0.000000
pr_001417964,0.652327, 0.000000
pr_002155532,0.652327, 0.000000
pr_001950046,0.652327, 0.000000
pr_000419929,0.652327, 0.000000
pr_000227784,0.652327, 0.000000
pr_001907687,0.652327, 0.000000
pr_000416456,0.652327, 0.000000
pr_000787486,0.652327, 0.000000
pr_000962802,0.652327, 0.000000
pr_002159957,0.652327, 0.000000
pr_001015676,0.652327, 0.000000
pr_001764356,0.652327, 0.000000
pr_001669504,0.652327, 0.000000
pr_000321042,0.652327, 0.000000
pr_002161109,0.652327, 0.000000
pr_000426131,0.652327, 0.000000
pr_000889566,0.652327, 0.000000
pr_001899472,0.652327, 0.000000
pr_001981636,0.652327, 0.000000
pr_000013887,0.652327, 0.000000
pr_000418004,0.652327, 0.000000
pr_001075554,0.652327, 0.000000
pr_000783849,0.652327, 0.000000
pr_002067179,0.652327, 0.000000
pr_002159986,0.652327, 0.000000
pr_001935962,0.652327, 0.000000
pr_000024315,0.652327, 0.000000
pr_001719205,0.652327, 0.000000
pr_001096969,0.652327, 0.000000
pr_000426594,0.652327, 0.000000
pr_001691496,0.652327, 0.000000
pr_002160037,0.652327, 0.000000
pr_001967259,0.652327, 0.000000
pr_002082631,0.652327, 0.000000
pr_001735013,0.652327, 0.000000
pr_000624374,0.652327, 0.000000
pr_002169387,0.652327, 0.000000
pr_001955073,0.652327, 0.000000
pr_001602856,0.652327, 0.000000
pr_001739022,0.652327, 0.000000
pr_000217600,0.652327, 0.000000
pr_001902389,0.652327, 0.000000
pr_002072168,0.652327, 0.000000
pr_001025461,0.652327, 0.000000
pr_001906052,0.652327, 0.000000
pr_002195202,0.652327, 0.000000
pr_000312107,0.652327, 0.000000
pr_000980070,0.652327, 0.000000
pr_000833285,0.652327, 0.000000
pr_000940023,0.652327, 0.000000
pr_002192204,0.652327, 0.000000
pr_000100881,0.652327, 0.000000
pr_000311069,0.652327, 0.000000
pr_001870854,0.652327, 0.000000
pr_000742101,0.652327, 0.000000
pr_000107153,0.652327, 0.000000
pr_000997378,0.652327, 0.000000
pr_000995430,0.652327, 0.000000
pr_001927824,0.652327, 0.000000
pr_000019526,0.652327, 0.000000
pr_002159674,0.652327, 0.000000
pr_001911149,0.652327, 0.000000
pr_001093925,0.652327, 0.000000
pr_001095196,0.652327, 0.000000
pr_001898355,0.652327, 0.000000
pr_000741488,0.652327, 0.000000
pr_000802855,0.652327, 0.000000
pr_002056314,0.652327, 0.000000
pr_000740839,0.652327, 0.000000
pr_001667457,0.652327, 0.000000
pr_000084796,0.652327, 0.000000
us_000520972,0.652327, 0.000000
us_000481566,0.652327, 0.000001
us_000493215,0.652327, 0.000001
pr_000400779,0.652327, 0.000001
pr_000740472,0.652327, 0.000001
pr_001781451,0.652327, 0.000002
pr_001782739,0.652327, 0.000002
pr_001014403,0.652327, 0.000006
pr_000012178,0.652327, 0.000006
pr_000082908,0.652327, 0.000011
pr_000567537,0.652327, 0.000015
pr_000964904,0.652327, 0.000033
us_000608112,0.652327, 0.000170
us_000606342,0.652327, 0.000194
us_000600360,0.652327, 0.000351
us_000571677,0.652327, 0.000408
us_000466616,0.652327, 0.012021
us_000518119,0.652327, 2.640129
us_000533917,0.652327, 2.854441
us_000260693,0.652327, 3.157577
us_000574580,0.652327, 3.366055
us_000534001,0.652327, 3.397267
us_000567566,0.652327, 3.476426
us_000524059,0.652327, 3.486218
us_000518065,0.652327, 3.494004
us_000524097,0.652327, 3.501140
us_000504096,0.652327, 3.572701
us_000496476,0.652327, 3.581113
us_000534125,0.652327, 3.585050
us_000546909,0.652327, 3.615952
us_000462223,0.652327, 3.623647
us_000534042,0.652327, 3.653504
us_000462225,0.652327, 3.668966
us_000141464,0.652327, 3.672641
us_000593911,0.652327, 3.775726
us_000506964,0.652327, 3.966600
us_000574935,0.652327, 4.106942
us_000534572,0.573141, 0.000000
us_000516149,0.573141, 0.000000
us_000539508,0.573141, 0.000000
us_000508884,0.573141, 0.000000
us_000492450,0.573141, 0.000000
us_000493872,0.573141, 0.000000
pr_002080674,0.573141, 0.000000
pr_001662580,0.573141, 0.000000
pr_001924575,0.573141, 0.000000
pr_001027650,0.573141, 0.000000
us_000478923,0.573141, 0.000000
us_000560731,0.573141, 0.000000
us_000528723,0.573141, 0.000000
us_000495469,0.573141, 0.000000
us_000535804,0.573141, 0.000000
us_000546890,0.573141, 0.000001
pr_001076612,0.573141, 0.000001
pr_000162877,0.573141, 0.000001
pr_000946800,0.573141, 0.000001
pr_000584044,0.573141, 0.000001
pr_000701602,0.573141, 0.000016
pr_001752271,0.573141, 0.000026
pr_000850946,0.573141, 0.000033
pr_001775012,0.573141, 0.000052
pr_000880109,0.573141, 0.000064
pr_001047926,0.573141, 0.000081
pr_000835333,0.573141, 0.000088
us_000498495,0.573141, 0.000262
pr_000975720,0.573141, 0.000269
us_000544112,0.573141, 0.000309
us_000453116,0.573141, 0.000842
us_000475064,0.573141, 0.000968
us_000487678,0.573141, 0.001397
us_000514940,0.573141, 0.001467
pr_000401350,0.573141, 0.001512
us_000460252,0.573141, 0.003781
us_000482306,0.573141, 0.004822
pr_001399156,0.573141, 0.005275
us_000494655,0.573141, 0.007612
us_000521885,0.573141, 0.009760
us_000335496,0.573141, 0.010994
us_000509438,0.573141, 0.018867
us_000386049,0.573141, 0.021989
us_000183256,0.573141, 0.062180
us_000484291,0.550495, 0.000000
us_000462519,0.550495, 0.000001
us_000463986,0.550495, 0.000001
us_000463258,0.550495, 0.000001
us_000478463,0.550495, 0.000001
us_000490184,0.550495, 0.000001
us_000525239,0.550495, 0.000001
us_000535453,0.550495, 0.000001
us_000463405,0.550495, 0.000001
us_000464072,0.550495, 0.000001
us_000468406,0.550495, 0.000001
us_000461244,0.550495, 0.000001
us_000491745,0.550495, 0.000001
us_000566726,0.550495, 0.000008
us_000566887,0.550495, 0.000008
us_000566924,0.550495, 0.000008
us_000484256,0.550495, 0.000008
us_000488861,0.550495, 0.000008
us_000566724,0.550495, 0.000008
us_000489707,0.550495, 0.000010
us_000484299,0.550495, 0.000012
us_000475481,0.550495, 0.000015
us_000475261,0.550495, 0.001189
us_000474892,0.550495, 0.002239
us_000572722,0.550495, 0.917039
us_000497740,0.550495, 0.942081
us_000578454,0.550495, 1.003468
us_000542280,0.550495, 1.010366
us_000528052,0.550495, 1.035434
us_000475255,0.550495, 1.063865
us_000543730,0.550495, 1.069980
us_000589216,0.550495, 1.091232
us_000184078,0.550495, 1.109713
us_000523112,0.550495, 1.126306
us_000515590,0.550495, 1.135145
us_000567636,0.550495, 1.150506
us_000475096,0.550495, 1.158045
us_000529163,0.550495, 1.162623
us_000503651,0.550495, 1.163731
us_000593299,0.550495, 1.176906
us_000561036,0.550495, 1.185294
us_000573882,0.550495, 1.201750
us_000504677,0.550495, 1.218125
us_000518443,0.550495, 1.240383
us_000557692,0.550495, 1.247476
us_000517513,0.550495, 1.247889
us_000363469,0.550495, 1.251905
us_000458959,0.550495, 1.254336
us_000548603,0.550495, 1.262554
us_000601993,0.550495, 1.269915
us_000491724,0.550495, 1.273453
us_000475982,0.550495, 1.280473
us_000553573,0.550495, 1.284987
us_000580185,0.550495, 1.313409
us_000506301,0.550495, 1.320166
us_000579980,0.550495, 1.323409
us_000475771,0.550495, 1.373800
us_000468106,0.550495, 1.380212
us_000470932,0.550495, 1.382902
pr_001117336,0.535265, 0.000001
us_000484740,0.535265, 0.038569
us_000463362,0.535265, 3.437291
us_000495614,0.535265, 3.733348
us_000494954,0.535265, 3.786176
us_000576951,0.535265, 3.922237
us_000540594,0.535265, 3.990994
us_000494794,0.535265, 4.018619
us_000522068,0.535265, 4.085480
us_000517137,0.535265, 4.113553
us_000516904,0.535265, 4.172709
us_000503228,0.535265, 4.174875
us_000487806,0.535265, 4.180322
us_000547172,0.535265, 4.217636
us_000515609,0.535265, 4.235786
us_000468498,0.535265, 4.322466
us_000522179,0.501007, 0.000000
us_000305409,0.501007, 0.000000
us_000478414,0.501007, 0.000000
us_000540444,0.501007, 0.000000
us_000519974,0.501007, 0.000000
us_000519134,0.501007, 0.000000
us_000567582,0.501007, 0.000000
us_000523258,0.501007, 0.000001
us_000564050,0.501007, 0.000008
us_000530426,0.501007, 0.000011
us_000586402,0.501007, 0.000012
us_000491525,0.501007, 0.000348
us_000562178,0.501007, 0.001234
us_000461979,0.483547, 0.000000
us_000532888,0.483547, 0.000000
us_000531600,0.483547, 0.000000
us_000462241,0.483547, 0.000000
us_000479829,0.483547, 0.000000
us_000462245,0.483547, 0.000000
us_000481088,0.483547, 0.000000
us_000489410,0.483547, 0.000000
us_000535508,0.483547, 0.000000
us_000570612,0.483547, 0.000000
us_000495472,0.483547, 0.000000
us_000481075,0.483547, 0.000000
us_000462137,0.483547, 0.000000
us_000461426,0.483547, 0.000000
us_000465534,0.483547, 0.000000
us_000481190,0.483547, 0.000000
us_000531550,0.483547, 0.000000
us_000536509,0.483547, 0.000000
us_000525980,0.483547, 0.000001
us_000525800,0.483547, 0.000001
us_000514187,0.483547, 0.000001
us_000534632,0.483547, 0.000001
us_000479536,0.483547, 0.000001
us_000422016,0.483547, 0.000001
us_000523525,0.483547, 0.000001
us_000541856,0.483547, 0.000001
us_000523913,0.483547, 0.000001
us_000511198,0.483547, 0.000001
us_000527348,0.483547, 0.000001
us_000546738,0.483547, 0.000001
us_000519295,0.483547, 0.000001
us_000509503,0.483547, 0.000001
us_000557321,0.483547, 0.000001
us_000552339,0.483547, 0.000003
us_000528217,0.483547, 0.000003
us_000559657,0.483547, 0.000003
us_000560511,0.483547, 0.000003
us_000545310,0.483547, 0.000004
us_000592418,0.483547, 0.000004
us_000592246,0.483547, 0.000004
us_000560459,0.483547, 0.000004
us_000592212,0.483547, 0.000004
us_000561887,0.483547, 0.000004
us_000524305,0.483547, 0.000004
us_000504925,0.483547, 0.000004
us_000539358,0.483547, 0.000004
us_000508616,0.483547, 0.000004
us_000551321,0.483547, 0.000004
us_000511248,0.483547, 0.000004
us_000500642,0.483547, 0.000006
us_000559436,0.483547, 0.000013
us_000591489,0.483547, 0.000015
us_000561032,0.483547, 0.000015
us_000592412,0.483547, 0.000015
us_000501547,0.483547, 0.000015
pr_000918140,0.483547, 0.000045
us_000534119,0.483547, 0.000050
pr_001660143,0.483547, 0.000058
us_000288838,0.483547, 0.000106
us_000463179,0.483547, 0.000121
us_000486701,0.483547, 0.000250
us_000530361,0.483547, 0.000266
us_000530217,0.483547, 0.000266
us_000569603,0.483547, 0.000373
us_000583826,0.483547, 0.000473
us_000556643,0.483547, 0.000516
us_000586924,0.483547, 0.000525
us_000493838,0.483547, 0.000539
us_000532538,0.483547, 0.000612
us_000515622,0.483547, 0.000627
us_000593770,0.483547, 0.000734
us_000519044,0.483547, 0.000767
pr_001040064,0.483547, 0.000809
us_000538953,0.483547, 0.000863
us_000487177,0.483547, 0.000986
us_000513375,0.483547, 0.001033
us_000522607,0.483547, 0.001035
us_000534961,0.483547, 0.001088
us_000562783,0.483547, 0.001139
us_000564019,0.483547, 0.001211
us_000544618,0.483547, 0.001235
us_000514401,0.483547, 0.001235
us_000517293,0.483547, 0.001235
us_000545558,0.483547, 0.001235
us_000559383,0.483547, 0.001239
us_000532187,0.483547, 0.001249
us_000519110,0.483547, 0.001394
us_000591855,0.483547, 0.001471
us_000522365,0.483547, 0.001590
us_000534759,0.483547, 0.001724
us_000504955,0.483547, 0.001731
us_000487704,0.483547, 0.001740
us_000583914,0.483547, 0.001839
us_000573550,0.483547, 0.001984
us_000464607,0.483547, 0.002587
us_000577681,0.483547, 0.003413
us_000493303,0.483547, 0.003835
us_000587107,0.483547, 0.004304
us_000529649,0.483547, 0.004823
us_000580794,0.483547, 0.005775
us_000593192,0.483547, 0.005793
us_000510430,0.483547, 0.006283
us_000498724,0.483547, 0.007825
us_000503551,0.483547, 0.007856
us_000480679,0.483547, 0.007871
us_000513598,0.483547, 0.008495
us_000148148,0.483547, 0.011641
us_000481133,0.483547, 0.011964
us_000481236,0.483547, 0.014456
us_000547452,0.483547, 0.016023
us_000550695,0.483547, 0.017611
us_000523723,0.483547, 0.017822
us_000538103,0.483547, 0.017986
us_000523565,0.483547, 0.018230
us_000608033,0.483547, 0.018284
us_000600572,0.483547, 0.019531
us_000611342,0.483547, 0.021463
us_000579339,0.483547, 0.022160
us_000579160,0.483547, 0.023122
us_000431116,0.483547, 0.023269
us_000513760,0.483547, 0.024508
us_000571944,0.483547, 0.026295
us_000596144,0.483547, 0.029004
us_000586453,0.483547, 0.036268
us_000550150,0.483547, 0.045015
us_000472455,0.483547, 0.050919
us_000485280,0.483547, 0.051443
us_000594684,0.483547, 0.054916
us_000495479,0.483547, 0.058360
us_000583838,0.483547, 0.077368
us_000591785,0.483547, 0.086663
us_000494786,0.483547, 0.087406
us_000572942,0.483547, 0.226541
us_000468511,0.483547, 0.383742
us_000494246,0.483547, 0.554778
us_000537448,0.483547, 0.791288
us_000590988,0.483547, 1.357762
us_000494442,0.483547, 4.482062
us_000578981,0.483547, 4.484226
us_000494291,0.483547, 4.742535
us_000592722,0.483547, 7.913875
us_000503728,0.470412, 0.000000
us_000562284,0.470412, 0.000000
us_000521079,0.470412, 0.000000
us_000511974,0.470412, 0.000000
us_000566719,0.470412, 0.000000
us_000521076,0.470412, 0.000000
us_000514252,0.470412, 0.000000
us_000518719,0.470412, 0.000000
us_000517178,0.470412, 0.000000
us_000515076,0.470412, 0.000000
pr_000265453,0.470412, 0.000000
us_000539472,0.470412, 0.000002
us_000578540,0.470412, 0.000270
us_000540197,0.470412, 0.000310
us_000430654,0.470412, 1.291053
us_000442120,0.470412, 2.037311
us_000512219,0.470412, 2.092754
us_000541784,0.470412, 2.167688
us_000511993,0.470412, 2.203688
us_000491553,0.470412, 2.312161
us_000512029,0.470412, 2.329067
us_000586663,0.470412, 2.370489
us_000465172,0.470412, 2.425948
us_000607540,0.470412, 2.502980
us_000462636,0.470412, 2.531965
us_000247337,0.470412, 2.537531
us_000431753,0.470412, 2.572265
us_000494848,0.470412, 2.580237
us_000507611,0.470412, 2.589262
us_000528739,0.371888, 0.000000
us_000542750,0.371888, 0.000000
us_000565681,0.371888, 0.000000
pr_000420566,0.371888, 0.000000
us_000466009,0.371888, 0.000000
us_000501913,0.371888, 0.000000
us_000550260,0.371888, 0.000000
us_000489486,0.371888, 0.000000
pr_000938572,0.371888, 0.000000
us_000589529,0.371888, 0.000001
pr_000427914,0.371888, 0.000001
pr_000448576,0.371888, 0.000001
pr_000787365,0.371888, 0.000001
pr_000419005,0.371888, 0.000001
pr_000586759,0.371888, 0.000002
pr_000018436,0.371888, 0.000002
us_000474481,0.371888, 0.000003
pr_000588158,0.371888, 0.000003
us_000551971,0.371888, 0.000004
pr_000083349,0.371888, 0.000006
pr_001397434,0.371888, 0.000006
pr_000895474,0.371888, 0.000006
pr_002190567,0.371888, 0.000006
pr_000863533,0.371888, 0.000006
pr_000844399,0.371888, 0.000006
pr_000843091,0.371888, 0.000006
pr_000668727,0.371888, 0.000006
pr_000496433,0.371888, 0.000006
pr_000887621,0.371888, 0.000006
pr_000695599,0.371888, 0.000006
pr_000707098,0.371888, 0.000006
pr_000706852,0.371888, 0.000006
pr_000690558,0.371888, 0.000006
pr_000990121,0.371888, 0.000006
pr_000731922,0.371888, 0.000006
pr_001768136,0.371888, 0.000006
pr_002133050,0.371888, 0.000006
pr_000854761,0.371888, 0.000006
pr_000823576,0.371888, 0.000006
pr_000707549,0.371888, 0.000006
pr_000995488,0.371888, 0.000006
pr_001826522,0.371888, 0.000006
pr_000584981,0.371888, 0.000006
pr_000823640,0.371888, 0.000006
pr_000445991,0.371888, 0.000006
pr_001723258,0.371888, 0.000006
pr_001735668,0.371888, 0.000006
pr_001037123,0.371888, 0.000006
pr_000979111,0.371888, 0.000006
pr_000977622,0.371888, 0.000006
pr_000736763,0.371888, 0.000006
pr_000850003,0.371888, 0.000006
pr_000725633,0.371888, 0.000006
pr_002213544,0.371888, 0.000006
pr_000729868,0.371888, 0.000006
pr_000653725,0.371888, 0.000007
pr_000726267,0.371888, 0.000007
pr_001659033,0.371888, 0.000008
pr_000653944,0.371888, 0.000009
us_000471038,0.371888, 0.000011
pr_000995077,0.371888, 0.000013
pr_000443375,0.371888, 0.000013
us_000531754,0.371888, 0.000013
pr_000416065,0.371888, 0.000015
pr_000323234,0.371888, 0.000015
us_000470134,0.371888, 0.000020
us_000573556,0.371888, 0.000022
us_000591200,0.371888, 0.000022
us_000588310,0.371888, 0.000022
us_000614082,0.371888, 0.000022
us_000616746,0.371888, 0.000022
us_000578427,0.371888, 0.000022
us_000613807,0.371888, 0.000022
us_000616757,0.371888, 0.000022
pr_001913795,0.371888, 0.000022
pr_000004851,0.371888, 0.000027
pr_000440160,0.371888, 0.000032
pr_000159256,0.371888, 0.000032
pr_000440433,0.371888, 0.000032
pr_000308158,0.371888, 0.000032
pr_000907820,0.371888, 0.000035
pr_001659278,0.371888, 0.000037
pr_001940965,0.371888, 0.000038
pr_001807462,0.371888, 0.000038
us_000613205,0.371888, 0.000042
us_000613444,0.371888, 0.000042
us_000293188,0.371888, 0.000049
us_000527014,0.371888, 0.000063
pr_000668099,0.371888, 0.000063
pr_000664342,0.371888, 0.000076
pr_002145620,0.371888, 0.000076
pr_001007869,0.371888, 0.000076
pr_000829832,0.371888, 0.000076
pr_001926527,0.371888, 0.000076
pr_001014782,0.371888, 0.000078
pr_000735769,0.371888, 0.000078
pr_001020107,0.371888, 0.000081
us_000604513,0.371888, 0.000085
pr_001982513,0.371888, 0.000092
us_000576467,0.371888, 0.000095
us_000576466,0.371888, 0.000095
us_000527704,0.371888, 0.000131
us_000566659,0.371888, 0.000131
us_000478607,0.371888, 0.000138
pr_000260145,0.371888, 0.000146
us_000477088,0.371888, 0.000168
pr_000709150,0.371888, 0.000201
pr_000953170,0.371888, 0.000253
pr_000990719,0.371888, 0.000276
pr_002164897,0.371888, 0.000291
pr_001905643,0.371888, 0.000291
pr_001910062,0.371888, 0.000291
pr_001819578,0.371888, 0.000291
us_000524768,0.371888, 0.000310
pr_000567740,0.371888, 0.000331
pr_000428022,0.371888, 0.000434
pr_000983438,0.371888, 0.000450
us_000496163,0.371888, 0.000505
us_000565522,0.371888, 2.197837
us_000498034,0.371888, 2.230567
us_000498032,0.371888, 2.344376
us_000582687,0.307084, 0.000000
us_000577321,0.307084, 0.000000
us_000609006,0.307084, 0.000000
us_000609302,0.307084, 0.000000
us_000518310,0.307084, 0.000005
us_000566760,0.307084, 0.000005
us_000541892,0.307084, 0.002886
us_000588936,0.307084, 0.413232
us_000597881,0.307084, 0.424075
us_000475224,0.307084, 0.439953
us_000497243,0.307084, 0.454768
us_000564505,0.307084, 0.455357
us_000596385,0.307084, 0.465692
us_000467695,0.307084, 0.473303
us_000546085,0.307084, 0.478218
us_000193611,0.307084, 0.484691
us_000508790,0.307084, 0.488950
us_000468974,0.307084, 0.495677
us_000475608,0.307084, 0.498161
us_000547695,0.307084, 0.500514
us_000487015,0.307084, 0.503121
us_000555550,0.307084, 0.506800
us_000525878,0.307084, 0.506810
us_000510427,0.307084, 0.507044
us_000515564,0.307084, 0.512435
us_000475639,0.307084, 0.515662
us_000544802,0.307084, 0.520137
us_000012139,0.307084, 0.521844
us_000468170,0.307084, 0.522233
us_000579551,0.307084, 0.524417
us_000467456,0.307084, 0.525273
us_000471045,0.307084, 0.525754
us_000546158,0.307084, 0.526959
us_000594703,0.307084, 0.527645
us_000478516,0.307084, 0.530864
us_000555055,0.307084, 0.537081
us_000475885,0.307084, 0.541421
us_000567785,0.307084, 0.542791
us_000557690,0.307084, 0.543495
us_000478442,0.307084, 0.543757
us_000494788,0.307084, 0.545871
us_000542144,0.307084, 0.547043
us_000474964,0.307084, 0.547164
us_000564957,0.307084, 0.547525
us_000579381,0.307084, 0.548826
us_000559041,0.307084, 0.550187
us_000576546,0.307084, 0.552020
us_000203192,0.307084, 0.553527
us_000427041,0.307084, 0.553670
us_000475508,0.307084, 0.553892
us_000543585,0.307084, 0.554456
pr_000965581,0.307084, 0.554558
us_000489303,0.307084, 0.555662
us_000483221,0.307084, 0.560136
us_000591204,0.307084, 0.560184
us_000616342,0.307084, 0.560434
us_000565926,0.307084, 0.560884
us_000612204,0.307084, 0.563623
us_000576226,0.307084, 0.564609
us_000600972,0.307084, 0.566377
us_000578964,0.307084, 0.566451
us_000476406,0.307084, 0.566871
us_000480250,0.307084, 0.568501
us_000460740,0.307084, 0.569544
us_000234426,0.307084, 0.569896
us_000510391,0.307084, 0.571502
us_000468862,0.307084, 0.571982
us_000391719,0.307084, 0.572195
us_000416967,0.307084, 0.573273
us_000545197,0.307084, 0.573286
us_000487975,0.307084, 0.574105
us_000470412,0.307084, 0.574904
us_000517709,0.307084, 0.575320
us_000461476,0.307084, 0.575902
us_000476488,0.307084, 0.576673
us_000603910,0.307084, 0.577910
us_000305516,0.307084, 0.579757
us_000143174,0.307084, 0.580092
us_000459204,0.307084, 0.581869
us_000057427,0.307084, 0.581952
us_000467647,0.307084, 0.582074
us_000426566,0.307084, 0.583628
us_000460693,0.307084, 0.583632
us_000552816,0.307084, 0.583982
us_000468125,0.307084, 0.584046
us_000467599,0.307084, 0.584046
us_000461791,0.307084, 0.584046
us_000602994,0.307084, 0.584334
us_000467577,0.307084, 0.584632
us_000458677,0.307084, 0.584632
us_000466196,0.307084, 0.584632
us_000467948,0.307084, 0.584632
us_000467804,0.307084, 0.584632
us_000483444,0.307084, 0.584986
us_000467901,0.307084, 0.587050
us_000488348,0.307084, 0.588659
us_000478603,0.307084, 0.591757
us_000468103,0.307084, 0.592989
us_000468719,0.307084, 0.604469
us_000467185,0.307084, 0.612857
us_000169177,0.307084, 0.614582
us_000601041,0.307084, 0.618677
us_000542284,0.307084, 0.621852
us_000481405,0.307084, 0.633518
us_000579894,0.307084, 0.645239
us_000552163,0.307084, 0.690513
us_000469918,0.307084, 0.732364
us_000498092,0.307084, 0.770841
us_000516442,0.307084, 0.817128
us_000559435,0.307084, 0.931408
us_000404248,0.307084, 0.976452
us_000489178,0.307084, 1.048341
us_000482014,0.307084, 1.059217
us_000482244,0.307084, 1.104580
us_000504850,0.307084, 1.197493
us_000359450,0.307084, 1.299863
us_000592159,0.307084, 1.617025
pr_000527357,0.256155, 0.000000
pr_001142563,0.256155, 0.000000
pr_000875528,0.256155, 0.000000
pr_000408464,0.256155, 0.000000
pr_001702377,0.256155, 0.000000
pr_000846442,0.256155, 0.000000
pr_000821512,0.256155, 0.000000
pr_000992124,0.256155, 0.000000
pr_000991650,0.256155, 0.000000
pr_000870844,0.256155, 0.000000
pr_000347172,0.256155, 0.000000
pr_000876438,0.256155, 0.000000
pr_000872649,0.256155, 0.000000
pr_000864490,0.256155, 0.000000
pr_000985123,0.256155, 0.000000
pr_000991240,0.256155, 0.000000
pr_001718307,0.256155, 0.000000
pr_000992156,0.256155, 0.000000
pr_000737118,0.256155, 0.000000
pr_000874172,0.256155, 0.000000
pr_000889041,0.256155, 0.000000
pr_000832185,0.256155, 0.000000
pr_000874741,0.256155, 0.000000
pr_000991200,0.256155, 0.000000
pr_002146347,0.256155, 0.000000
pr_001726821,0.256155, 0.000000
pr_000721926,0.256155, 0.000000
pr_000596138,0.256155, 0.000000
pr_000894567,0.256155, 0.000000
pr_001018529,0.256155, 0.000000
pr_000771998,0.256155, 0.000000
pr_002073645,0.256155, 0.000000
pr_000789255,0.256155, 0.000000
pr_001869081,0.256155, 0.000000
pr_000878940,0.256155, 0.000000
pr_000865659,0.256155, 0.000000
pr_001898670,0.256155, 0.000000
pr_000651424,0.256155, 0.000000
pr_000801970,0.256155, 0.000000
pr_000271169,0.256155, 0.000000
pr_000592688,0.256155, 0.000000
pr_000240497,0.256155, 0.000000
pr_000188624,0.256155, 0.000000
pr_000408479,0.256155, 0.000000
pr_000858805,0.256155, 0.000000
pr_001822225,0.256155, 0.000000
pr_000991089,0.256155, 0.000000
pr_000992088,0.256155, 0.000000
pr_000901944,0.256155, 0.000000
pr_000996348,0.256155, 0.000000
pr_000250380,0.256155, 0.000000
pr_000600166,0.256155, 0.000000
pr_000639918,0.256155, 0.000000
pr_000831574,0.256155, 0.000000
us_000493171,0.256155, 0.000000
us_000469510,0.256155, 0.000000
us_000195639,0.256155, 0.000000
us_000458567,0.256155, 0.000000
us_000464580,0.256155, 0.000000
us_000555408,0.256155, 0.000000
us_000459659,0.256155, 0.000000
us_000473274,0.256155, 0.000000
us_000597084,0.256155, 0.000000
us_000459808,0.256155, 0.000001
us_000576252,0.256155, 0.000002
us_000616090,0.256155, 0.000002
us_000594264,0.256155, 0.000002
pr_000193357,0.256155, 0.000002
us_000614227,0.256155, 0.000003
us_000613629,0.256155, 0.000003
us_000591818,0.256155, 0.000003
us_000598641,0.256155, 0.000003
pr_001017426,0.256155, 0.000004
pr_001734489,0.256155, 0.000004
pr_001133030,0.256155, 0.000005
us_000575025,0.256155, 0.000008
pr_001073138,0.256155, 0.000010
pr_001410924,0.256155, 0.000010
us_000566757,0.256155, 0.000011
pr_001410934,0.256155, 0.000017
pr_000997791,0.256155, 0.000037
pr_001412514,0.256155, 0.000048
pr_001730162,0.256155, 0.000067
us_000468019,0.256155, 0.000104
us_000555439,0.256155, 0.000113
us_000501392,0.256155, 0.000307
us_000591382,0.256155, 0.001028
us_000541950,0.256155, 0.002064
us_000532590,0.256155, 0.005363
us_000518459,0.256155, 0.013040
us_000575970,0.256155, 0.015770
us_000549957,0.256155, 0.024780
us_000470396,0.256155, 0.047394
us_000226588,0.256155, 0.055535
us_000500942,0.256155, 0.065296
us_000485186,0.256155, 0.962565
us_000561004,0.256155, 0.999533
pr_001081868,0.137058, 0.000000
us_000524844,0.137058, 0.000000
us_000187548,0.137058, 0.000000
us_000116201,0.137058, 0.000000
us_000562704,0.137058, 0.000000
us_000468148,0.137058, 0.000017
pr_002095268,0.137058, 0.000025
pr_001823224,0.137058, 0.000031
pr_000889971,0.137058, 0.000076
pr_000884335,0.137058, 0.000115
pr_000814232,0.137058, 0.000157
pr_000805843,0.137058, 0.000187
pr_000770983,0.137058, 0.000258
pr_000983884,0.137058, 0.000270
pr_001681920,0.137058, 0.000277
pr_000726426,0.137058, 0.000319
pr_001664728,0.137058, 0.000328
pr_000260630,0.137058, 0.000359
us_000591903,0.137058, 0.000670
us_000563180,0.137058, 0.000694
us_000569836,0.137058, 0.000716
pr_001093178,0.137058, 0.000777
us_000476528,0.137058, 0.001135
us_000595305,0.137058, 0.001135
us_000579640,0.137058, 0.001135
pr_000633078,0.137058, 0.002347
us_000477437,0.137058, 0.004063
us_000460762,0.137058, 0.007619
us_000494305,0.137058, 0.008631
us_000181778,0.137058, 0.008897
us_000478966,0.137058, 0.011686
us_000584559,0.137058, 0.012204
us_000587855,0.137058, 0.016007
us_000106035,0.137058, 0.096808
us_000480173,0.137058, 0.115460
us_000571881,0.137058, 0.155466
us_000537681,0.137058, 0.183126
us_000572304,0.137058, 0.272874
us_000532708,0.137058, 0.320339
us_000584752,0.137058, 1.202243
us_000589426,0.137058, 1.237603
us_000453151,0.137058, 1.305815
us_000515838,0.137058, 1.306397
us_000528051,0.137058, 1.311402
us_000484346,0.137058, 1.336048
us_000525931,0.137058, 1.383639
us_000565288,0.137058, 1.431514
us_000477035,0.137058, 1.449885
