Product ID : 2110 JPs covered : 143 : Trademarks, 
us_000591947,0.803447, 0.363582
us_000574560,0.803447, 0.364118
us_000586388,0.803447, 0.364198
us_000571323,0.803447, 0.364543
us_000590176,0.803447, 0.366367
us_000496692,0.803447, 0.372388
us_000478581,0.803447, 0.372388
us_000180644,0.803447, 0.372388
us_000084849,0.803447, 0.377006
us_000570645,0.803447, 0.378133
us_000574603,0.803447, 0.381890
us_000489941,0.803447, 0.386327
us_000019188,0.803447, 0.386327
us_000579196,0.803447, 0.386565
us_000579175,0.803447, 0.386617
us_000579195,0.803447, 0.386617
us_000487983,0.803447, 0.391031
us_000557099,0.803447, 0.391031
us_000464596,0.803447, 0.391031
us_000472918,0.803447, 0.391031
us_000509664,0.803447, 0.391031
us_000488000,0.803447, 0.391031
us_000464599,0.803447, 0.391031
us_000488710,0.803447, 0.391031
us_000464656,0.803447, 0.391031
us_000488670,0.803447, 0.391269
us_000518597,0.803447, 0.391321
us_000505816,0.803447, 0.392246
us_000574633,0.803447, 0.396001
us_000573657,0.803447, 0.396107
us_000464946,0.803447, 0.396644
us_000593121,0.803447, 0.400761
us_000548518,0.803447, 0.400813
us_000475827,0.803447, 0.401404
us_000488013,0.803447, 0.408046
us_000500068,0.795111, 0.526928
pr_000111056,0.774965, 0.000000
us_000464941,0.774965, 0.374648
us_000464925,0.774965, 0.374648
us_000506497,0.774965, 0.374648
us_000500157,0.774965, 0.374648
us_000479607,0.774965, 0.374648
us_000490816,0.774965, 0.374648
us_000488163,0.774965, 0.374648
us_000520734,0.774965, 0.374648
us_000468490,0.774965, 0.374648
us_000372401,0.774965, 0.374648
us_000500107,0.774965, 0.374648
us_000556472,0.774965, 0.374648
us_000489844,0.774965, 0.379280
us_000599679,0.774965, 0.379280
us_000411369,0.774965, 0.379280
us_000012127,0.774965, 0.379280
us_000490716,0.774965, 0.379280
us_000474175,0.774965, 0.379280
us_000491167,0.774965, 0.379280
us_000417001,0.774965, 0.379280
us_000012309,0.774965, 0.379280
us_000510338,0.774965, 0.379280
us_000492034,0.774965, 0.379280
us_000463355,0.774965, 0.379280
us_000472835,0.774965, 0.379280
us_000381324,0.774965, 0.379280
us_000508066,0.774965, 0.379280
us_000477112,0.774965, 0.379280
us_000463855,0.774965, 0.379280
us_000555665,0.774965, 0.379280
us_000511654,0.774965, 0.379280
us_000463302,0.774965, 0.383754
us_000503367,0.774965, 0.383940
us_000543063,0.774965, 0.383940
us_000502231,0.774965, 0.383940
us_000558281,0.774965, 0.383940
us_000489441,0.774965, 0.383940
us_000543436,0.774965, 0.383940
us_000558304,0.774965, 0.383940
us_000462292,0.774965, 0.383940
us_000489407,0.774965, 0.383940
us_000489456,0.774965, 0.383940
us_000490763,0.774965, 0.383940
us_000543702,0.774965, 0.383940
us_000500189,0.774965, 0.383940
us_000568890,0.774965, 0.383940
us_000503855,0.774965, 0.383940
us_000464905,0.774965, 0.383940
us_000556411,0.774965, 0.383940
us_000460078,0.774965, 0.383940
us_000503339,0.774965, 0.383940
us_000496521,0.774965, 0.383940
us_000459585,0.774965, 0.383940
us_000542544,0.774965, 0.383940
us_000558302,0.774965, 0.383940
us_000473059,0.774965, 0.383940
us_000474205,0.774965, 0.383940
us_000464812,0.774965, 0.383940
us_000482354,0.774965, 0.383940
us_000558274,0.774965, 0.383940
us_000543711,0.774965, 0.383940
us_000473519,0.774965, 0.383940
us_000483505,0.774965, 0.383940
us_000543408,0.774965, 0.383940
us_000464903,0.774965, 0.383940
us_000490484,0.774965, 0.383940
us_000464866,0.774965, 0.383940
us_000500091,0.774965, 0.383940
us_000591742,0.774965, 0.383940
us_000473624,0.774965, 0.383940
us_000473743,0.774965, 0.383940
us_000543707,0.774965, 0.384240
us_000579151,0.774965, 0.384240
us_000604606,0.774965, 0.384240
us_000498490,0.774965, 0.384240
us_000571698,0.774965, 0.384240
us_000571840,0.774965, 0.384537
us_000556210,0.774965, 0.384903
us_000477784,0.774965, 0.384903
us_000572375,0.774965, 0.384903
us_000503366,0.774965, 0.384984
us_000491710,0.774965, 0.388629
us_000391881,0.774965, 0.388629
us_000464064,0.774965, 0.388629
us_000497519,0.774965, 0.388629
us_000496950,0.774965, 0.388629
us_000498010,0.774965, 0.388629
us_000503324,0.774965, 0.388629
us_000595088,0.774965, 0.388629
us_000467629,0.774965, 0.388629
us_000467657,0.774965, 0.388629
us_000459973,0.774965, 0.388629
us_000496803,0.774965, 0.388629
us_000447014,0.774965, 0.388629
us_000508834,0.774965, 0.388629
us_000570362,0.774965, 0.388629
us_000595820,0.774965, 0.388629
us_000497905,0.774965, 0.388629
us_000495392,0.774965, 0.388629
us_000460072,0.774965, 0.388629
us_000459971,0.774965, 0.388629
us_000492039,0.774965, 0.388629
us_000198837,0.774965, 0.388629
us_000606281,0.774965, 0.388629
us_000591175,0.774965, 0.388629
us_000554261,0.774965, 0.388629
us_000483819,0.774965, 0.388629
us_000616234,0.774965, 0.388629
us_000459597,0.774965, 0.388629
us_000525258,0.774965, 0.388629
us_000570252,0.774965, 0.388629
us_000488436,0.774965, 0.388629
us_000482233,0.774965, 0.388629
us_000474218,0.774965, 0.388629
us_000459400,0.774965, 0.388629
us_000464202,0.774965, 0.388629
us_000006487,0.774965, 0.388629
us_000463114,0.774965, 0.388629
us_000482685,0.774965, 0.388629
us_000459566,0.774965, 0.388629
us_000464183,0.774965, 0.388629
us_000459381,0.774965, 0.388629
us_000543683,0.774965, 0.388629
us_000591177,0.774965, 0.388629
us_000478650,0.774965, 0.388629
us_000490395,0.774965, 0.388629
us_000468385,0.774965, 0.388629
us_000568639,0.774965, 0.388629
us_000591034,0.774965, 0.388629
us_000489782,0.774965, 0.388629
us_000554340,0.774965, 0.388629
us_000487011,0.774965, 0.388629
us_000473411,0.774965, 0.388629
us_000510459,0.774965, 0.388629
us_000490177,0.774965, 0.388629
us_000459984,0.774965, 0.388629
us_000059419,0.774965, 0.388629
us_000591055,0.774965, 0.388629
us_000483765,0.774965, 0.388629
us_000488215,0.774965, 0.388629
us_000507516,0.774965, 0.388629
us_000510499,0.774965, 0.388629
us_000468387,0.774965, 0.388629
us_000477915,0.774965, 0.388629
us_000554764,0.774965, 0.388629
us_000519910,0.774965, 0.388629
us_000497030,0.774965, 0.388629
us_000464549,0.774965, 0.388629
us_000464146,0.774965, 0.388629
us_000477392,0.774965, 0.388629
us_000601174,0.774965, 0.388629
us_000477387,0.774965, 0.388629
us_000555614,0.774965, 0.388629
us_000457639,0.774965, 0.388629
us_000198815,0.774965, 0.388629
us_000475765,0.774965, 0.388629
us_000491864,0.774965, 0.388629
us_000589779,0.774965, 0.388629
us_000500136,0.774965, 0.388629
us_000595822,0.774965, 0.388629
us_000616790,0.774965, 0.388629
us_000475691,0.774965, 0.388629
us_000590801,0.774965, 0.388629
us_000464310,0.774965, 0.388629
us_000504792,0.774965, 0.388629
us_000590621,0.774965, 0.388629
us_000504973,0.774965, 0.388629
us_000459137,0.774965, 0.388629
us_000483849,0.774965, 0.388629
us_000504890,0.774965, 0.388629
us_000314927,0.774965, 0.388629
us_000472947,0.774965, 0.388629
us_000511055,0.774965, 0.388629
us_000616497,0.774965, 0.388629
us_000468396,0.774965, 0.388629
us_000568604,0.774965, 0.388629
us_000591048,0.774965, 0.388629
us_000487042,0.774965, 0.388629
us_000591560,0.774965, 0.388929
us_000571246,0.774965, 0.388929
us_000580384,0.774965, 0.388929
us_000579197,0.774965, 0.388929
us_000472946,0.774965, 0.388929
us_000460429,0.774965, 0.388929
us_000601056,0.774965, 0.388929
us_000323658,0.774965, 0.388929
us_000571124,0.774965, 0.388929
us_000579198,0.774965, 0.388929
us_000592200,0.774965, 0.388929
us_000608470,0.774965, 0.388983
us_000594912,0.774965, 0.388983
us_000574492,0.774965, 0.388983
us_000574414,0.774965, 0.388983
us_000615583,0.774965, 0.389039
us_000592156,0.774965, 0.389039
us_000600509,0.774965, 0.389099
us_000600511,0.774965, 0.389099
us_000574502,0.774965, 0.389364
us_000482768,0.774965, 0.389889
us_000553358,0.774965, 0.390001
us_000486024,0.774965, 0.390335
us_000462763,0.774965, 0.390338
us_000464937,0.774965, 0.392098
us_000201856,0.774965, 0.394025
us_000498224,0.774965, 0.398093
us_000498124,0.774965, 0.398093
us_000472847,0.774965, 0.402868
us_000490056,0.774965, 0.413546
us_000488780,0.774965, 0.415755
pr_001674314,0.688844, 0.000000
pr_000198641,0.688844, 0.000000
pr_001025566,0.688844, 0.000000
pr_000932037,0.688844, 0.000000
pr_000917811,0.688844, 0.000000
pr_001880960,0.688844, 0.000001
pr_002140402,0.688844, 0.000001
pr_002066307,0.688844, 0.000001
pr_001982711,0.688844, 0.000001
pr_000997142,0.688844, 0.000001
pr_001658476,0.688844, 0.000001
pr_001926416,0.688844, 0.000001
pr_001937638,0.688844, 0.000001
pr_001686472,0.688844, 0.000001
pr_001673653,0.688844, 0.000001
pr_001749171,0.688844, 0.000004
pr_000785216,0.688844, 0.000004
us_000515892,0.688844, 0.000005
pr_002076014,0.688844, 0.000035
pr_000620992,0.688844, 0.000409
us_000562046,0.688844, 0.002652
us_000488216,0.688844, 0.764652
us_000507957,0.688844, 0.794790
us_000534467,0.688844, 1.001539
us_000577469,0.688844, 1.014279
us_000532135,0.688844, 1.106928
us_000595369,0.688844, 1.177061
us_000539812,0.688844, 1.282363
us_000505681,0.688844, 1.417419
us_000514355,0.688844, 1.582639
us_000534402,0.688844, 1.619099
us_000511527,0.597319, 0.000000
us_000574064,0.597319, 0.000069
us_000574780,0.597319, 0.000487
us_000575831,0.597319, 0.000607
us_000576785,0.597319, 0.000807
us_000599287,0.597319, 0.002857
us_000590964,0.597319, 0.003279
us_000590963,0.597319, 0.008316
us_000578388,0.597319, 0.010468
us_000560320,0.597319, 0.019617
us_000592614,0.597319, 0.025067
us_000551598,0.597319, 0.026711
us_000573047,0.597319, 0.029303
us_000508385,0.597319, 0.029775
us_000478965,0.597319, 0.030700
us_000557180,0.597319, 0.039157
us_000536239,0.597319, 0.095630
us_000517234,0.597319, 0.401625
us_000505361,0.597319, 0.434390
us_000543974,0.597319, 0.452393
us_000586390,0.597319, 0.548638
us_000539822,0.597319, 0.602063
us_000540212,0.597319, 0.606533
us_000541140,0.597319, 0.608665
us_000532576,0.597319, 0.616428
us_000545930,0.597319, 0.657816
us_000489239,0.508170, 0.266543
us_000095723,0.508170, 0.364964
us_000483256,0.508170, 0.399446
us_000579159,0.508170, 0.421710
us_000489246,0.508170, 0.425065
us_000579157,0.508170, 0.495281
us_000508825,0.508170, 0.501495
us_000562607,0.508170, 0.509034
us_000508773,0.508170, 0.514639
us_000483249,0.508170, 0.544965
us_000518164,0.508170, 0.600229
us_000561516,0.508170, 0.628817
us_000563646,0.495747, 0.000000
us_000568213,0.495747, 0.000000
us_000551175,0.495747, 0.000000
us_000517217,0.495747, 0.000000
us_000549403,0.495747, 0.000000
us_000517432,0.495747, 0.000000
us_000551182,0.495747, 0.000000
us_000492706,0.495747, 0.000002
us_000548263,0.495747, 0.000002
us_000564663,0.495747, 0.000006
us_000604843,0.495747, 0.000007
us_000502283,0.495747, 0.000007
us_000555941,0.495747, 0.000007
us_000488622,0.495747, 0.000023
us_000610885,0.495747, 0.000024
us_000568842,0.495747, 0.000027
pr_002212163,0.495747, 0.000051
pr_000725303,0.495747, 0.000051
us_000536981,0.495747, 0.000051
us_000601575,0.495747, 0.000051
us_000594028,0.495747, 0.000067
us_000612339,0.495747, 0.000076
us_000593528,0.495747, 0.000080
us_000606152,0.495747, 0.000084
us_000568820,0.495747, 0.000092
us_000590423,0.495747, 0.000096
pr_001400851,0.495747, 0.000119
pr_001754253,0.495747, 0.000200
us_000477932,0.495747, 0.000687
us_000592232,0.495747, 0.000700
us_000484851,0.495747, 0.000761
us_000609243,0.495747, 0.000966
us_000526563,0.495747, 0.002394
us_000485086,0.495747, 0.002586
us_000181666,0.495747, 0.005181
us_000480560,0.495747, 0.005518
us_000595439,0.495747, 0.011373
us_000584043,0.495747, 0.022225
us_000543280,0.495747, 0.050343
us_000465853,0.495747, 0.468740
us_000480601,0.495747, 0.498850
us_000540251,0.495747, 0.735040
us_000539865,0.495747, 0.737717
pr_001709935,0.489609, 0.000000
pr_000950256,0.489609, 0.000000
pr_000211168,0.489609, 0.000000
pr_000162605,0.489609, 0.000000
pr_000957521,0.489609, 0.000000
pr_001084159,0.489609, 0.000000
pr_000205730,0.489609, 0.000000
pr_000728675,0.489609, 0.000000
pr_000729195,0.489609, 0.000000
pr_000023964,0.489609, 0.000000
us_000469456,0.489609, 0.000000
us_000469641,0.489609, 0.000000
pr_000084081,0.489609, 0.000001
pr_000158317,0.489609, 0.000001
pr_001689167,0.489609, 0.000001
us_000547964,0.489609, 0.000006
pr_001029298,0.489609, 0.000009
pr_000750997,0.489609, 0.000029
pr_000743682,0.489609, 0.000029
pr_000854579,0.489609, 0.000029
pr_000194077,0.489609, 0.000031
pr_001722518,0.489609, 0.000090
pr_000603716,0.489609, 0.000105
pr_000104760,0.489609, 0.000110
pr_000668839,0.489609, 0.000123
pr_000657865,0.489609, 0.000139
us_000599677,0.489609, 0.000141
pr_000978495,0.489609, 0.000216
pr_000751166,0.489609, 0.000217
pr_000734993,0.489609, 0.000220
pr_001044141,0.489609, 0.000251
pr_001094427,0.489609, 0.000272
pr_001638107,0.489609, 0.000272
pr_000974406,0.489609, 0.000272
pr_001099825,0.489609, 0.000276
pr_000529605,0.489609, 0.000279
pr_000555321,0.489609, 0.000522
us_000477398,0.489609, 0.002550
us_000598717,0.489609, 0.004003
us_000514460,0.489609, 0.016014
us_000583985,0.489609, 0.019194
us_000559267,0.489609, 0.090444
us_000538934,0.489609, 0.537273
us_000568267,0.452469, 0.000017
us_000510631,0.452469, 0.000056
pr_001583251,0.452469, 0.001686
pr_000581871,0.452469, 0.001686
pr_000743988,0.452469, 0.003042
pr_001904659,0.452469, 0.008986
pr_002140480,0.452469, 0.008986
pr_001987361,0.452469, 0.008986
pr_001869135,0.452469, 0.013812
us_000072773,0.452469, 0.113917
us_000514581,0.452469, 0.392970
us_000538688,0.452469, 0.516797
us_000514220,0.452469, 0.557093
us_000488570,0.452469, 1.639554
pr_000235860,0.429601, 0.000000
pr_000118180,0.429601, 0.000000
us_000538093,0.429601, 0.000002
us_000561743,0.429601, 0.000002
us_000547894,0.429601, 0.000002
us_000556241,0.429601, 0.000006
us_000461660,0.429601, 0.000006
us_000553345,0.429601, 0.000006
us_000500417,0.429601, 0.000006
us_000461069,0.429601, 0.000006
us_000601507,0.429601, 0.000013
pr_001120316,0.429601, 0.000031
us_000552437,0.429601, 0.000048
us_000538024,0.429601, 0.000048
us_000483880,0.429601, 0.000936
us_000603790,0.429601, 0.001034
us_000614340,0.429601, 0.001175
us_000617308,0.429601, 0.003055
us_000480816,0.429601, 0.003788
us_000565400,0.429601, 0.003951
us_000514174,0.429601, 0.020559
us_000577035,0.429601, 0.040496
us_000567276,0.429601, 0.108370
us_000567570,0.429601, 0.264926
us_000472894,0.429601, 0.312634
us_000595580,0.429601, 0.347192
us_000458769,0.429601, 0.367285
pr_001665100,0.289265, 0.000006
us_000464655,0.289265, 0.101015
us_000545632,0.289265, 0.635275
us_000514934,0.289265, 0.719139
us_000531866,0.289265, 1.063052
us_000500713,0.277365, 0.000000
us_000543249,0.277365, 0.000000
us_000545008,0.277365, 0.000000
us_000514842,0.277365, 0.000000
us_000549571,0.277365, 0.000000
us_000567454,0.277365, 0.000000
us_000569069,0.277365, 0.000000
us_000563838,0.277365, 0.000000
pr_001002568,0.277365, 0.000000
pr_001122347,0.277365, 0.000000
pr_001844959,0.277365, 0.000000
pr_000638189,0.277365, 0.000000
pr_001685401,0.277365, 0.000000
pr_000330818,0.277365, 0.000000
pr_002055650,0.277365, 0.000000
pr_001013952,0.277365, 0.000000
pr_001025651,0.277365, 0.000000
pr_000735187,0.277365, 0.000000
pr_000847742,0.277365, 0.000000
pr_001056425,0.277365, 0.000000
pr_001102857,0.277365, 0.000000
pr_000728197,0.277365, 0.000000
pr_000755938,0.277365, 0.000000
pr_000193888,0.277365, 0.000000
pr_000896657,0.277365, 0.000000
pr_001729321,0.277365, 0.000000
pr_000819483,0.277365, 0.000000
pr_000907494,0.277365, 0.000000
pr_000837068,0.277365, 0.000000
pr_000564835,0.277365, 0.000000
pr_001007642,0.277365, 0.000000
pr_001724985,0.277365, 0.000000
pr_002176645,0.277365, 0.000000
pr_000284761,0.277365, 0.000000
pr_001025693,0.277365, 0.000001
pr_000167421,0.277365, 0.000001
pr_000568381,0.277365, 0.000005
pr_000338918,0.277365, 0.000006
pr_000160208,0.277365, 0.000006
pr_000630828,0.277365, 0.000007
pr_001106134,0.277365, 0.000007
pr_000487539,0.277365, 0.000007
pr_001140183,0.277365, 0.000008
pr_000962856,0.277365, 0.000008
us_000524337,0.277365, 0.000008
pr_000284514,0.277365, 0.000011
pr_001745761,0.277365, 0.000012
pr_000331173,0.277365, 0.000013
pr_001722111,0.277365, 0.000014
pr_001622667,0.277365, 0.000014
pr_000740940,0.277365, 0.000014
pr_001988028,0.277365, 0.000014
pr_000909782,0.277365, 0.000014
pr_001401840,0.277365, 0.000014
pr_001082003,0.277365, 0.000014
pr_000021653,0.277365, 0.000014
pr_000595764,0.277365, 0.000014
pr_000324411,0.277365, 0.000014
pr_001598530,0.277365, 0.000014
pr_001090477,0.277365, 0.000014
pr_000694646,0.277365, 0.000014
pr_000190190,0.277365, 0.000014
pr_001928306,0.277365, 0.000014
pr_001616039,0.277365, 0.000014
pr_000933234,0.277365, 0.000014
pr_002059017,0.277365, 0.000014
pr_001039062,0.277365, 0.000014
pr_002068584,0.277365, 0.000014
pr_001814219,0.277365, 0.000014
pr_001633628,0.277365, 0.000014
pr_000566023,0.277365, 0.000014
pr_000751277,0.277365, 0.000014
pr_000289233,0.277365, 0.000014
pr_001602850,0.277365, 0.000014
pr_002081872,0.277365, 0.000014
pr_000916236,0.277365, 0.000014
pr_001982781,0.277365, 0.000014
pr_001970937,0.277365, 0.000014
pr_001960013,0.277365, 0.000014
pr_000207772,0.277365, 0.000014
pr_001017945,0.277365, 0.000014
pr_001827000,0.277365, 0.000014
pr_001614971,0.277365, 0.000014
pr_002185649,0.277365, 0.000014
pr_000012495,0.277365, 0.000014
pr_000736424,0.277365, 0.000014
pr_001156186,0.277365, 0.000014
pr_000770956,0.277365, 0.000014
pr_001932265,0.277365, 0.000014
pr_000024716,0.277365, 0.000014
pr_001979180,0.277365, 0.000014
pr_000541549,0.277365, 0.000014
pr_000026382,0.277365, 0.000014
pr_001619740,0.277365, 0.000014
pr_001945211,0.277365, 0.000014
pr_000629902,0.277365, 0.000014
pr_001600894,0.277365, 0.000014
pr_000663806,0.277365, 0.000014
pr_000710674,0.277365, 0.000014
pr_000699926,0.277365, 0.000014
pr_000165481,0.277365, 0.000014
pr_000938499,0.277365, 0.000014
pr_001821554,0.277365, 0.000014
pr_001143021,0.277365, 0.000014
pr_001818464,0.277365, 0.000014
pr_000945616,0.277365, 0.000014
pr_001821490,0.277365, 0.000014
pr_000218752,0.277365, 0.000014
pr_001036982,0.277365, 0.000014
pr_000964162,0.277365, 0.000014
pr_002186959,0.277365, 0.000014
pr_000562870,0.277365, 0.000014
pr_000628975,0.277365, 0.000014
pr_000998870,0.277365, 0.000014
pr_002099916,0.277365, 0.000014
pr_000233609,0.277365, 0.000014
pr_001817537,0.277365, 0.000014
pr_002069846,0.277365, 0.000014
pr_000738204,0.277365, 0.000014
pr_000560906,0.277365, 0.000014
pr_000695275,0.277365, 0.000014
pr_000567568,0.277365, 0.000014
pr_000984426,0.277365, 0.000014
pr_001709723,0.277365, 0.000014
pr_000949833,0.277365, 0.000014
pr_001813490,0.277365, 0.000014
pr_001161076,0.277365, 0.000014
pr_000755485,0.277365, 0.000014
pr_001718290,0.277365, 0.000014
pr_000917054,0.277365, 0.000014
pr_000329003,0.277365, 0.000014
pr_000220750,0.277365, 0.000014
pr_001637293,0.277365, 0.000014
pr_000651397,0.277365, 0.000014
pr_000299317,0.277365, 0.000014
pr_002228114,0.277365, 0.000014
pr_001827713,0.277365, 0.000014
pr_001964948,0.277365, 0.000014
pr_000934907,0.277365, 0.000014
pr_000986122,0.277365, 0.000014
pr_001674353,0.277365, 0.000014
pr_001815964,0.277365, 0.000014
pr_001902456,0.277365, 0.000014
pr_000996580,0.277365, 0.000014
pr_001112966,0.277365, 0.000014
pr_001038146,0.277365, 0.000014
pr_001094855,0.277365, 0.000014
pr_000693773,0.277365, 0.000014
pr_000637886,0.277365, 0.000014
pr_001619764,0.277365, 0.000014
pr_001074906,0.277365, 0.000014
pr_000746701,0.277365, 0.000014
pr_000707390,0.277365, 0.000014
pr_001719992,0.277365, 0.000014
pr_000708192,0.277365, 0.000014
pr_000168575,0.277365, 0.000014
pr_000836666,0.277365, 0.000014
pr_000583352,0.277365, 0.000014
pr_000738146,0.277365, 0.000014
pr_001864447,0.277365, 0.000014
pr_000712252,0.277365, 0.000014
pr_001118469,0.277365, 0.000014
pr_000907778,0.277365, 0.000014
pr_000940759,0.277365, 0.000014
pr_001131992,0.277365, 0.000014
pr_001760372,0.277365, 0.000014
pr_000701193,0.277365, 0.000014
pr_000906089,0.277365, 0.000014
pr_000758944,0.277365, 0.000014
pr_000592324,0.277365, 0.000015
pr_000563992,0.277365, 0.000015
pr_001408392,0.277365, 0.000015
pr_001132276,0.277365, 0.000015
pr_000738982,0.277365, 0.000015
pr_000835022,0.277365, 0.000020
pr_000587022,0.277365, 0.000023
pr_001107461,0.277365, 0.000023
pr_000178029,0.277365, 0.000025
pr_000699906,0.277365, 0.000025
pr_001614098,0.277365, 0.000025
pr_001701944,0.277365, 0.000027
pr_001694084,0.277365, 0.000030
pr_000698256,0.277365, 0.000030
pr_000020953,0.277365, 0.000034
pr_000298880,0.277365, 0.000035
pr_000326732,0.277365, 0.000043
pr_001640196,0.277365, 0.000044
pr_000595760,0.277365, 0.000052
pr_000014135,0.277365, 0.000053
pr_000752991,0.277365, 0.000058
pr_000950097,0.277365, 0.000065
pr_001004464,0.277365, 0.000070
pr_000013488,0.277365, 0.000091
pr_000180050,0.277365, 0.000095
pr_000595485,0.277365, 0.000095
pr_000330091,0.277365, 0.000095
us_000525334,0.277365, 0.000127
pr_000918001,0.277365, 0.000149
pr_000019568,0.277365, 0.000258
pr_000486897,0.277365, 0.000289
pr_000665499,0.277365, 0.000410
pr_000701287,0.277365, 0.000570
pr_000198133,0.277365, 0.000584
pr_000639745,0.277365, 0.000584
pr_000232197,0.277365, 0.000584
pr_000969119,0.277365, 0.000584
pr_000167743,0.277365, 0.000584
pr_000764345,0.277365, 0.000584
pr_000646872,0.277365, 0.000584
pr_001133444,0.277365, 0.000695
pr_000234053,0.277365, 0.000968
pr_000158732,0.277365, 0.001035
pr_000014485,0.277365, 0.001399
us_000504092,0.277365, 0.003260
us_000488847,0.277365, 0.003425
us_000551171,0.277365, 0.417210
us_000551507,0.277365, 0.614679
us_000550625,0.277365, 0.666589
us_000508113,0.277365, 0.680989
