Product ID : 945 # of JPs covered : 1 : 66 : Antitrust, 
us_000579954,0.532068, 0.100099
us_000590313,0.532068, 0.100099
us_000581414,0.532068, 0.100099
us_000059960,0.532068, 0.100099
us_000603908,0.532068, 0.100714
us_000511141,0.532068, 0.101519
us_000567089,0.532068, 0.101891
us_000584340,0.532068, 0.103166
us_000489754,0.532068, 0.103828
us_000607893,0.532068, 0.106905
us_000601526,0.532068, 0.107642
us_000560325,0.532068, 0.110091
us_000615006,0.532068, 0.113134
us_000518930,0.532068, 0.114177
us_000490169,0.532068, 0.124437
us_000551924,0.532068, 0.131159
us_000533362,0.532068, 0.140405
us_000478567,0.532068, 0.164337
us_000532133,0.532068, 0.175822
us_000533257,0.532068, 0.178841
us_000540728,0.532068, 0.208691
us_000478385,0.532068, 0.260483
us_000475066,0.532068, 0.343648
us_000574858,0.532068, 1.201290
us_000542064,0.525501, 0.000000
us_000500082,0.525501, 0.000000
us_000562339,0.525501, 0.001302
us_000516803,0.525501, 0.003123
us_000531246,0.507365, 0.000000
us_000582558,0.507365, 0.000000
us_000516284,0.507365, 0.000000
us_000484698,0.507365, 0.000000
us_000561497,0.507365, 0.000000
us_000514404,0.507365, 0.000000
us_000499237,0.507365, 0.000000
pr_000631297,0.507365, 0.000000
pr_000182367,0.507365, 0.000000
pr_001648581,0.507365, 0.000002
us_000514053,0.507365, 0.000058
us_000616941,0.507365, 0.000058
us_000594902,0.507365, 0.000064
us_000595462,0.507365, 0.000072
pr_000077701,0.507365, 0.000300
us_000587713,0.507365, 0.077699
us_000513491,0.507365, 0.077699
us_000078014,0.507365, 0.077874
us_000477102,0.507365, 0.080706
us_000200569,0.507365, 0.080706
us_000489905,0.507365, 0.080706
us_000463651,0.507365, 0.080706
us_000224148,0.507365, 0.080706
us_000476707,0.507365, 0.080706
us_000463952,0.507365, 0.080706
us_000479596,0.507365, 0.080706
us_000275142,0.507365, 0.081727
us_000117949,0.507365, 0.082060
us_000484114,0.507365, 0.083124
us_000486860,0.507365, 0.083436
us_000464319,0.507365, 0.083790
us_000462511,0.507365, 0.083790
us_000481174,0.507365, 0.083790
us_000462961,0.507365, 0.083790
us_000490040,0.507365, 0.083790
us_000050669,0.507365, 0.083790
us_000464356,0.507365, 0.083790
us_000486362,0.507365, 0.083790
us_000463380,0.507365, 0.083790
us_000489882,0.507365, 0.083790
us_000080227,0.507365, 0.083790
us_000462796,0.507365, 0.083790
us_000458891,0.507365, 0.083790
us_000462989,0.507365, 0.083790
us_000493308,0.507365, 0.083790
us_000029411,0.507365, 0.083790
us_000489783,0.507365, 0.083790
us_000489791,0.507365, 0.083790
us_000463017,0.507365, 0.083790
us_000483985,0.507365, 0.084653
us_000581247,0.507365, 0.084970
us_000464681,0.507365, 0.085583
us_000480872,0.507365, 0.086149
us_000069441,0.507365, 0.086399
us_000327342,0.507365, 0.086745
us_000412344,0.507365, 0.086951
us_000460455,0.507365, 0.086951
us_000461168,0.507365, 0.086951
us_000475978,0.507365, 0.086951
us_000461650,0.507365, 0.086951
us_000484654,0.507365, 0.086951
us_000464490,0.507365, 0.086951
us_000484289,0.507365, 0.086951
us_000460565,0.507365, 0.086951
us_000482188,0.507365, 0.086951
us_000462384,0.507365, 0.086951
us_000460422,0.507365, 0.086951
us_000461060,0.507365, 0.086951
us_000476063,0.507365, 0.086951
us_000489594,0.507365, 0.086951
us_000476599,0.507365, 0.086951
us_000186128,0.507365, 0.086951
us_000474106,0.507365, 0.086951
us_000475323,0.507365, 0.086951
us_000461123,0.507365, 0.086951
us_000163146,0.507365, 0.086951
us_000462424,0.507365, 0.086951
us_000542440,0.507365, 0.086951
us_000494055,0.507365, 0.086951
us_000474180,0.507365, 0.086951
us_000460420,0.507365, 0.086951
us_000469275,0.507365, 0.086951
us_000130405,0.507365, 0.086951
us_000461139,0.507365, 0.086951
us_000484417,0.507365, 0.086951
us_000131177,0.507365, 0.086951
us_000472688,0.507365, 0.086951
us_000490640,0.507365, 0.086980
us_000502536,0.507365, 0.087081
us_000412351,0.507365, 0.087304
us_000484699,0.507365, 0.087710
us_000490057,0.507365, 0.087736
us_000551050,0.507365, 0.087803
us_000458860,0.507365, 0.087856
us_000464308,0.507365, 0.088165
us_000563707,0.507365, 0.088269
us_000498623,0.507365, 0.088305
us_000529246,0.507365, 0.089740
us_000610284,0.507365, 0.089749
us_000594331,0.507365, 0.090087
us_000476163,0.507365, 0.090115
pr_000711468,0.507365, 0.090125
us_000477157,0.507365, 0.090149
us_000486174,0.507365, 0.090187
us_000486189,0.507365, 0.090189
us_000460233,0.507365, 0.090189
us_000538197,0.507365, 0.090189
us_000487942,0.507365, 0.090189
us_000482879,0.507365, 0.090189
us_000492599,0.507365, 0.090189
us_000487629,0.507365, 0.090189
us_000460302,0.507365, 0.090189
us_000270710,0.507365, 0.090189
us_000593970,0.507365, 0.090189
us_000468680,0.507365, 0.090189
us_000459445,0.507365, 0.090189
us_000002070,0.507365, 0.090189
us_000473773,0.507365, 0.090189
us_000462808,0.507365, 0.090189
us_000487494,0.507365, 0.090189
us_000493390,0.507365, 0.090189
us_000476929,0.507365, 0.090189
us_000467422,0.507365, 0.090189
us_000458847,0.507365, 0.090189
us_000459876,0.507365, 0.090189
us_000472339,0.507365, 0.090189
us_000489372,0.507365, 0.090189
us_000592453,0.507365, 0.090189
us_000489974,0.507365, 0.090189
us_000489962,0.507365, 0.090189
us_000458825,0.507365, 0.090189
us_000483522,0.507365, 0.090189
us_000606265,0.507365, 0.090189
us_000461816,0.507365, 0.090189
us_000486656,0.507365, 0.090189
us_000458790,0.507365, 0.090189
us_000474161,0.507365, 0.090189
us_000469926,0.507365, 0.090189
us_000588102,0.507365, 0.090189
us_000469298,0.507365, 0.090189
us_000520270,0.507365, 0.090189
us_000593963,0.507365, 0.090189
us_000593966,0.507365, 0.090189
us_000471081,0.507365, 0.090189
us_000476217,0.507365, 0.090189
us_000593942,0.507365, 0.090189
us_000460336,0.507365, 0.090189
us_000468306,0.507365, 0.090189
us_000276363,0.507365, 0.090189
us_000488037,0.507365, 0.090189
us_000468660,0.507365, 0.090189
us_000503295,0.507365, 0.090189
us_000493336,0.507365, 0.090189
us_000458737,0.507365, 0.090189
us_000482496,0.507365, 0.090189
us_000459607,0.507365, 0.090189
us_000487330,0.507365, 0.090189
us_000461952,0.507365, 0.090189
us_000489232,0.507365, 0.090189
us_000493737,0.507365, 0.090189
us_000264442,0.507365, 0.090189
us_000474162,0.507365, 0.090189
us_000593940,0.507365, 0.090189
us_000480997,0.507365, 0.090189
us_000460623,0.507365, 0.090189
us_000459638,0.507365, 0.090189
us_000481007,0.507365, 0.090189
us_000493827,0.507365, 0.090189
us_000488872,0.507365, 0.090189
us_000470001,0.507365, 0.090189
us_000531304,0.507365, 0.090189
us_000469764,0.507365, 0.090189
us_000420988,0.507365, 0.090189
us_000479803,0.507365, 0.090189
us_000471147,0.507365, 0.090189
us_000064087,0.507365, 0.090189
us_000499704,0.507365, 0.090189
us_000592897,0.507365, 0.090189
us_000479095,0.507365, 0.090189
us_000535730,0.507365, 0.090189
us_000593941,0.507365, 0.090189
us_000503506,0.507365, 0.090189
us_000465688,0.507365, 0.090189
us_000468509,0.507365, 0.090189
us_000530962,0.507365, 0.090189
us_000490058,0.507365, 0.090189
us_000461899,0.507365, 0.090189
us_000469086,0.507365, 0.090189
us_000462866,0.507365, 0.090189
us_000470688,0.507365, 0.090189
us_000487495,0.507365, 0.090189
us_000532262,0.507365, 0.090189
us_000467388,0.507365, 0.090189
us_000459593,0.507365, 0.090189
us_000412291,0.507365, 0.090189
us_000459581,0.507365, 0.090189
us_000458762,0.507365, 0.090189
us_000461005,0.507365, 0.090189
us_000477489,0.507365, 0.090189
us_000480299,0.507365, 0.090189
us_000593525,0.507365, 0.090189
us_000470929,0.507365, 0.090215
us_000563708,0.507365, 0.090247
us_000548913,0.507365, 0.090391
us_000472066,0.507365, 0.090537
us_000458875,0.507365, 0.090541
us_000380576,0.507365, 0.090708
us_000591484,0.507365, 0.090709
us_000477556,0.507365, 0.090828
us_000468044,0.507365, 0.090894
us_000480261,0.507365, 0.090899
us_000493429,0.507365, 0.092134
us_000502565,0.507365, 0.092548
us_000540291,0.507365, 0.092597
us_000341107,0.507365, 0.092663
us_000548460,0.507365, 0.092810
us_000110466,0.507365, 0.093063
us_000564112,0.507365, 0.093536
pr_000847737,0.507365, 0.094791
us_000493614,0.507365, 0.095324
us_000478528,0.507365, 0.095370
us_000481033,0.507365, 0.095370
us_000489345,0.507365, 0.095370
us_000462118,0.507365, 0.095714
us_000509958,0.507365, 0.096126
us_000478998,0.507365, 0.096558
us_000461825,0.507365, 0.096796
us_000525938,0.507365, 0.096925
us_000489398,0.507365, 0.098064
us_000601184,0.507365, 0.100045
us_000544438,0.507365, 0.100267
us_000480747,0.507365, 0.100917
us_000615550,0.507365, 0.101221
us_000465559,0.507365, 0.101522
us_000499374,0.507365, 0.101776
us_000519587,0.507365, 0.102681
us_000493864,0.507365, 0.103817
us_000598600,0.507365, 0.105102
us_000458842,0.507365, 0.105567
us_000291319,0.507365, 0.107325
us_000608167,0.507365, 0.107695
us_000483488,0.507365, 0.108154
us_000492715,0.507365, 0.108294
us_000600927,0.507365, 0.108381
us_000041987,0.507365, 0.108445
us_000035022,0.507365, 0.108862
us_000459377,0.507365, 0.110157
us_000551869,0.507365, 0.110309
us_000514357,0.507365, 0.113258
us_000591227,0.507365, 0.114850
us_000539742,0.507365, 0.115195
us_000475981,0.507365, 0.115501
us_000604681,0.507365, 0.115881
us_000580613,0.507365, 0.116695
us_000468639,0.507365, 0.118286
us_000574912,0.507365, 0.118909
us_000529725,0.507365, 0.119176
us_000508895,0.507365, 0.121060
us_000575316,0.507365, 0.121141
us_000267906,0.507365, 0.121890
us_000514857,0.507365, 0.122384
us_000469934,0.507365, 0.125547
us_000478619,0.507365, 0.129305
us_000466978,0.507365, 0.130241
us_000577093,0.507365, 0.133476
us_000511831,0.507365, 0.137499
us_000561646,0.507365, 0.137509
us_000479161,0.507365, 0.139041
us_000556526,0.507365, 0.144069
us_000553017,0.507365, 0.146940
us_000477134,0.507365, 0.148832
us_000138951,0.507365, 0.149323
us_000496680,0.507365, 0.150406
us_000465970,0.507365, 0.152332
us_000556400,0.507365, 0.152647
us_000280508,0.507365, 0.154992
us_000597941,0.507365, 0.161201
us_000585891,0.507365, 0.180524
us_000498630,0.507365, 0.181938
us_000100391,0.507365, 0.191335
us_000561300,0.507365, 0.204533
us_000498560,0.507365, 0.208892
us_000530343,0.507365, 0.211068
us_000589238,0.507365, 0.224010
us_000477428,0.507365, 0.240670
us_000482037,0.507365, 0.248415
us_000495992,0.507365, 0.249060
us_000592679,0.507365, 0.249502
us_000525456,0.507365, 0.263786
us_000223890,0.507365, 0.289838
us_000589181,0.507365, 0.355280
us_000111452,0.507365, 0.358586
us_000578816,0.507365, 0.360651
us_000549170,0.507365, 0.370647
us_000565614,0.507365, 0.371256
us_000497020,0.507365, 0.465980
us_000476155,0.507365, 0.562740
us_000485315,0.507365, 0.626632
us_000483635,0.507365, 0.650403
us_000482651,0.507365, 0.745036
us_000519519,0.507365, 1.083523
us_000498197,0.482334, 0.000000
pr_000740906,0.482334, 0.000000
pr_001967944,0.482334, 0.000011
pr_000224326,0.482334, 0.000036
us_000488927,0.482334, 0.049755
us_000480742,0.482334, 0.130554
us_000511020,0.482334, 0.164342
us_000477085,0.482334, 0.168337
us_000509450,0.482334, 0.169265
us_000480874,0.482334, 0.170574
us_000476799,0.482334, 0.180778
us_000475574,0.482334, 0.206792
us_000478933,0.482334, 0.230494
us_000139368,0.482334, 0.237155
us_000482270,0.482334, 0.244563
us_000475845,0.482334, 0.263837
us_000479103,0.482334, 0.265144
us_000477562,0.482334, 0.270463
us_000479176,0.482334, 0.308614
us_000511189,0.482334, 0.309855
us_000494719,0.482334, 0.326443
us_000477666,0.482334, 0.340778
us_000495111,0.482334, 0.393124
us_000521043,0.482334, 0.401608
us_000478073,0.482334, 0.410258
us_000502538,0.482334, 0.410952
us_000510003,0.482334, 0.412781
us_000461562,0.482334, 0.428253
us_000511154,0.482334, 0.435074
us_000543511,0.482334, 0.458003
us_000503550,0.482334, 0.479894
us_000543498,0.482334, 0.484510
us_000503850,0.482334, 0.492269
us_000516944,0.482334, 0.544619
us_000494411,0.482334, 0.549543
us_000462889,0.482334, 0.558442
us_000540932,0.482334, 0.593208
us_000525404,0.482334, 0.620007
us_000550565,0.482334, 0.620647
us_000478848,0.482334, 0.634368
us_000493885,0.482334, 0.641618
us_000472165,0.482334, 0.654475
us_000531222,0.482334, 0.663605
us_000502204,0.482334, 0.685465
us_000550087,0.482334, 0.717369
us_000472292,0.482334, 0.750508
us_000480840,0.482334, 0.762288
us_000553764,0.482334, 0.763258
us_000526232,0.482334, 0.768049
us_000550649,0.482334, 0.775782
us_000549555,0.482334, 0.791966
us_000548951,0.482334, 0.832921
us_000524755,0.482334, 0.922739
pr_001848407,0.459396, 0.000028
us_000537418,0.459396, 0.000042
us_000516839,0.459396, 0.000066
us_000565814,0.459396, 0.000303
us_000592449,0.459396, 0.000347
us_000489657,0.459396, 0.098148
us_000384300,0.459396, 0.098148
us_000602624,0.459396, 0.116552
us_000607341,0.459396, 0.141706
us_000565302,0.459396, 0.525493
us_000475051,0.459396, 0.579427
pr_000764298,0.346162, 0.000005
us_000594813,0.346162, 0.048613
us_000470000,0.346162, 0.048845
us_000116693,0.346162, 0.048845
us_000593969,0.346162, 0.048845
us_000519832,0.346162, 0.051479
us_000493506,0.346162, 0.053546
pr_000973703,0.346162, 0.054330
pr_000708376,0.346162, 0.054796
us_000563357,0.346162, 0.058023
pr_000626890,0.346162, 0.062839
us_000488879,0.346162, 0.067773
us_000614902,0.346162, 0.072134
us_000478668,0.346162, 0.093480
us_000499608,0.346162, 0.179178
us_000485650,0.346162, 0.223861
pr_000328855,0.338183, 0.000000
pr_000922259,0.338183, 0.000000
pr_000584970,0.338183, 0.000000
pr_000161364,0.338183, 0.000000
us_000517076,0.338183, 0.000030
us_000495585,0.338183, 0.000030
us_000486384,0.338183, 0.007426
us_000471888,0.338183, 0.008082
us_000179515,0.338183, 0.022770
us_000465718,0.338183, 0.029420
us_000487364,0.338183, 0.031733
pr_000640816,0.338183, 0.053697
pr_001161345,0.338183, 0.055108
pr_001697838,0.338183, 0.055320
us_000592454,0.338183, 0.056833
us_000538173,0.338183, 0.056946
pr_000867428,0.338183, 0.057053
pr_000978903,0.338183, 0.062887
pr_000879102,0.338183, 0.064603
us_000537071,0.338183, 0.070653
pr_000851671,0.338183, 0.070985
pr_001917366,0.327001, 0.000000
pr_000399104,0.327001, 0.000000
us_000107898,0.327001, 0.004028
pr_000668369,0.308218, 0.000062
pr_000692388,0.308218, 0.037561
pr_002065859,0.308218, 0.041576
pr_000631923,0.308218, 0.042233
pr_001064421,0.308218, 0.042233
pr_000690335,0.308218, 0.042233
pr_000868725,0.308218, 0.043005
pr_001709371,0.308218, 0.044028
pr_000998942,0.308218, 0.044149
pr_000767809,0.308218, 0.044392
pr_001064538,0.308218, 0.044392
pr_000735884,0.308218, 0.044683
pr_000878612,0.308218, 0.044684
pr_000770496,0.308218, 0.044684
pr_000745157,0.308218, 0.044684
pr_000978152,0.308218, 0.044684
pr_000398790,0.308218, 0.046710
pr_000867442,0.308218, 0.046881
pr_000867854,0.308218, 0.046881
pr_000852122,0.308218, 0.046897
pr_000397948,0.308218, 0.047991
pr_001046092,0.308218, 0.048013
pr_000867910,0.308218, 0.048290
pr_000671146,0.308218, 0.048786
pr_000869436,0.308218, 0.050662
pr_000624587,0.308218, 0.051151
pr_000869493,0.308218, 0.053734
pr_001065057,0.308218, 0.054778
pr_000629050,0.308218, 0.054778
pr_000978080,0.308218, 0.055281
pr_000874148,0.308218, 0.060457
pr_000869096,0.308218, 0.062378
pr_000767658,0.308218, 0.068276
pr_001696337,0.308218, 1.063026
pr_000413998,0.254860, 0.000001
pr_000082434,0.254860, 0.000001
pr_000171074,0.254860, 0.000007
us_000465744,0.254860, 0.000016
pr_000185900,0.254860, 0.000042
pr_000871006,0.254860, 0.032715
pr_000866032,0.254860, 0.033270
pr_000867609,0.254860, 0.034581
pr_000867055,0.254860, 0.035470
pr_000867656,0.254860, 0.035541
pr_000868874,0.254860, 0.035793
pr_000866816,0.254860, 0.035831
pr_000867893,0.254860, 0.036942
pr_000708483,0.254860, 0.037003
pr_000874992,0.254860, 0.037109
pr_000851923,0.254860, 0.037186
pr_000647743,0.254860, 0.037340
pr_000868733,0.254860, 0.037340
pr_000750840,0.254860, 0.037340
pr_000867872,0.254860, 0.037851
pr_000867880,0.254860, 0.037853
pr_000869503,0.254860, 0.037954
pr_000870975,0.254860, 0.037954
pr_000868410,0.254860, 0.037981
pr_000866697,0.254860, 0.038012
pr_000868530,0.254860, 0.038022
pr_000870200,0.254860, 0.038118
pr_000907176,0.254860, 0.038155
pr_000870087,0.254860, 0.038382
pr_000631274,0.254860, 0.038495
pr_000866940,0.254860, 0.039248
pr_000869455,0.254860, 0.039393
pr_000866863,0.254860, 0.039408
pr_001936107,0.254860, 0.039412
pr_001647979,0.254860, 0.039412
pr_000870224,0.254860, 0.039432
pr_001031283,0.254860, 0.039446
pr_000867637,0.254860, 0.039446
pr_000703721,0.254860, 0.039446
pr_000867102,0.254860, 0.039446
pr_000868350,0.254860, 0.039446
pr_000866795,0.254860, 0.039473
pr_001946123,0.254860, 0.039475
pr_000867084,0.254860, 0.039487
pr_000867538,0.254860, 0.039559
pr_000868386,0.254860, 0.040112
pr_000867010,0.254860, 0.040245
pr_000868786,0.254860, 0.040250
pr_000971409,0.254860, 0.040361
pr_000869518,0.254860, 0.040390
pr_001031675,0.254860, 0.040447
pr_000869856,0.254860, 0.040477
pr_001020364,0.254860, 0.040517
pr_000868883,0.254860, 0.040572
pr_001390141,0.254860, 0.040956
pr_000870029,0.254860, 0.041082
pr_000624966,0.254860, 0.041356
pr_000868664,0.254860, 0.041433
pr_000866784,0.254860, 0.041590
pr_001726735,0.254860, 0.041595
pr_000870132,0.254860, 0.041654
pr_000855218,0.254860, 0.041662
pr_001039420,0.254860, 0.041708
pr_000733784,0.254860, 0.041708
pr_000871018,0.254860, 0.041756
pr_001622167,0.254860, 0.041770
pr_000741322,0.254860, 0.041777
pr_001403550,0.254860, 0.041793
pr_000868405,0.254860, 0.041820
pr_000400297,0.254860, 0.041855
pr_000660992,0.254860, 0.041921
pr_000621621,0.254860, 0.041974
pr_000586148,0.254860, 0.042064
pr_000599564,0.254860, 0.042111
pr_000628473,0.254860, 0.042111
pr_000730072,0.254860, 0.042646
pr_000867653,0.254860, 0.042650
pr_000866715,0.254860, 0.042708
pr_000869879,0.254860, 0.042721
pr_000868636,0.254860, 0.042768
pr_000867754,0.254860, 0.042833
pr_001726427,0.254860, 0.043301
pr_000907258,0.254860, 0.043420
pr_000855567,0.254860, 0.043570
pr_000267777,0.254860, 0.043824
pr_000869977,0.254860, 0.043922
pr_000867113,0.254860, 0.044397
pr_000904962,0.254860, 0.044573
pr_000638636,0.254860, 0.044610
pr_001086737,0.254860, 0.045381
pr_001152023,0.254860, 0.045758
pr_000868476,0.254860, 0.045760
pr_000883001,0.254860, 0.045760
pr_001832780,0.254860, 0.045760
pr_000670349,0.254860, 0.046091
pr_000676374,0.254860, 0.046170
pr_000859996,0.254860, 0.046170
pr_001685944,0.254860, 0.046170
pr_000869507,0.254860, 0.046170
pr_000906198,0.254860, 0.046629
pr_001398588,0.254860, 0.047506
pr_001393376,0.254860, 0.056299
pr_000668278,0.254860, 0.064712
pr_001722961,0.254860, 0.070369
pr_001619256,0.254860, 0.071369
pr_001879935,0.254860, 0.099017
pr_000511254,0.253529, 0.040780
pr_000636944,0.253529, 0.044590
pr_001628922,0.253529, 0.046323
pr_000967758,0.253529, 0.047925
pr_000973237,0.253529, 0.050376
pr_000852711,0.253529, 0.050551
pr_001162730,0.253529, 0.051219
pr_000700919,0.253529, 0.054134
us_000487383,0.253529, 0.272624
pr_001004618,0.206833, 0.000000
pr_000172558,0.206833, 0.000000
pr_000881131,0.206833, 0.000000
pr_000982698,0.206833, 0.000000
pr_000376671,0.206833, 0.000000
pr_000553304,0.206833, 0.000000
pr_000221801,0.206833, 0.000000
pr_000115858,0.206833, 0.000000
pr_001764327,0.206833, 0.000000
pr_000174944,0.206833, 0.000000
pr_000827065,0.206833, 0.000000
pr_001021684,0.206833, 0.000000
pr_000718399,0.206833, 0.000000
pr_000718390,0.206833, 0.000000
pr_001708373,0.206833, 0.000000
pr_001879037,0.206833, 0.000000
pr_001626962,0.206833, 0.000000
pr_000227261,0.206833, 0.000000
pr_000961800,0.206833, 0.000000
pr_001687976,0.206833, 0.000000
pr_000225767,0.206833, 0.000000
pr_000626264,0.206833, 0.000000
pr_000852364,0.206833, 0.000000
pr_002184144,0.206833, 0.000000
pr_001832072,0.206833, 0.000000
pr_001004606,0.206833, 0.000000
pr_000884804,0.206833, 0.000000
pr_000822884,0.206833, 0.000000
pr_000595792,0.206833, 0.000000
pr_000851950,0.206833, 0.000000
pr_001685988,0.206833, 0.000000
pr_000952560,0.206833, 0.000000
pr_001636470,0.206833, 0.000000
pr_000651365,0.206833, 0.000000
pr_000646541,0.206833, 0.000000
pr_000192052,0.206833, 0.000000
pr_001021041,0.206833, 0.000000
pr_000213338,0.206833, 0.000000
pr_000850768,0.206833, 0.000000
pr_000702346,0.206833, 0.000000
pr_002190700,0.206833, 0.000000
pr_001905702,0.206833, 0.000000
pr_001902545,0.206833, 0.000000
pr_000830160,0.206833, 0.000000
pr_000300473,0.206833, 0.000000
pr_000626150,0.206833, 0.000000
pr_001841254,0.206833, 0.000000
pr_000699920,0.206833, 0.000000
pr_000651933,0.206833, 0.000000
pr_001106788,0.206833, 0.000000
pr_001657256,0.206833, 0.000000
pr_000691028,0.206833, 0.000000
pr_000079143,0.206833, 0.000000
pr_000758989,0.206833, 0.000000
pr_000339979,0.206833, 0.000000
pr_000993345,0.206833, 0.000000
pr_000989412,0.206833, 0.000000
pr_001880570,0.206833, 0.000000
pr_000707069,0.206833, 0.000000
pr_002073201,0.206833, 0.000000
pr_001904579,0.206833, 0.000000
pr_000335851,0.206833, 0.000000
pr_000708128,0.206833, 0.000000
pr_001728760,0.206833, 0.000000
pr_000158145,0.206833, 0.000000
pr_001710743,0.206833, 0.000000
pr_000321417,0.206833, 0.000000
pr_001880528,0.206833, 0.000000
pr_000194530,0.206833, 0.000000
pr_000597355,0.206833, 0.000000
pr_000757663,0.206833, 0.000000
pr_000563082,0.206833, 0.000000
pr_000975802,0.206833, 0.000000
pr_001024420,0.206833, 0.000000
pr_001023299,0.206833, 0.000000
pr_001982660,0.206833, 0.000000
pr_000309540,0.206833, 0.000000
pr_002104988,0.206833, 0.000000
pr_002075392,0.206833, 0.000000
pr_000762398,0.206833, 0.000000
pr_000779954,0.206833, 0.000000
pr_000163501,0.206833, 0.000000
pr_002113060,0.206833, 0.000000
pr_000438449,0.206833, 0.000000
pr_001879257,0.206833, 0.000000
pr_002108590,0.206833, 0.000000
pr_000708627,0.206833, 0.000000
pr_001876897,0.206833, 0.000000
pr_001017349,0.206833, 0.000000
pr_000997045,0.206833, 0.000000
pr_001828603,0.206833, 0.000000
pr_001904699,0.206833, 0.000000
pr_000722983,0.206833, 0.000000
pr_000718676,0.206833, 0.000000
pr_001007683,0.206833, 0.000000
pr_000298935,0.206833, 0.000000
pr_000350606,0.206833, 0.000000
pr_000189508,0.206833, 0.000000
pr_000773814,0.206833, 0.000000
pr_001903681,0.206833, 0.000000
pr_000176234,0.206833, 0.000000
pr_000916683,0.206833, 0.000000
pr_000499641,0.206833, 0.000000
pr_001720946,0.206833, 0.000000
pr_001106595,0.206833, 0.000001
pr_000902709,0.206833, 0.000001
pr_001628007,0.206833, 0.000001
pr_001689245,0.206833, 0.000001
pr_000113642,0.206833, 0.000001
pr_000664141,0.206833, 0.000001
pr_001020454,0.206833, 0.000002
pr_001860928,0.206833, 0.000003
pr_001627835,0.206833, 0.000004
pr_000254769,0.206833, 0.000004
pr_000861651,0.206833, 0.000005
pr_000827459,0.206833, 0.000007
pr_001727851,0.206833, 0.000011
pr_000717116,0.206833, 0.000019
us_000462260,0.206833, 0.000044
us_000481908,0.206833, 0.000044
pr_000738192,0.206833, 0.000082
pr_000673194,0.206833, 0.000138
pr_000339869,0.206833, 0.006267
pr_000629885,0.206833, 0.007003
pr_001137342,0.206833, 0.007896
pr_000900767,0.206833, 0.008441
pr_001133246,0.206833, 0.021039
us_000466031,0.206833, 0.021744
pr_001144151,0.206833, 0.038113
pr_000874014,0.206833, 0.040379
pr_000642830,0.206833, 0.076492
us_000539386,0.206833, 0.130559
pr_000874010,0.206833, 0.202147
us_000497298,0.205250, 0.005353
us_000568684,0.205250, 0.009326
us_000585615,0.205250, 0.010132
us_000071047,0.205250, 0.023349
us_000539246,0.205250, 0.029738
us_000077998,0.205250, 0.031117
pr_001917812,0.203485, 0.000000
pr_000786205,0.203485, 0.000000
pr_001038596,0.203485, 0.000000
pr_000772556,0.203485, 0.000000
pr_000861267,0.203485, 0.000000
pr_000758175,0.203485, 0.000000
pr_000766398,0.203485, 0.000000
pr_001762459,0.203485, 0.000000
pr_002124470,0.203485, 0.000000
pr_001814798,0.203485, 0.000000
pr_001049330,0.203485, 0.000000
pr_001597858,0.203485, 0.000000
pr_002140577,0.203485, 0.000000
pr_002181872,0.203485, 0.000000
pr_001826772,0.203485, 0.000000
pr_001745726,0.203485, 0.000000
pr_001920009,0.203485, 0.000002
pr_001952462,0.203485, 0.000002
pr_000824442,0.203485, 0.000002
pr_001746956,0.203485, 0.000002
pr_001987117,0.203485, 0.000002
pr_001415161,0.203485, 0.000002
pr_001948468,0.203485, 0.000002
pr_000814206,0.203485, 0.000002
pr_000815565,0.203485, 0.000002
pr_001405184,0.203485, 0.000002
pr_001973111,0.203485, 0.000002
pr_002173108,0.203485, 0.000002
pr_000783090,0.203485, 0.000002
pr_001930271,0.203485, 0.000002
pr_001604915,0.203485, 0.000002
pr_001647914,0.203485, 0.000002
pr_000693315,0.203485, 0.000002
pr_000868222,0.203485, 0.000002
pr_001953430,0.203485, 0.000002
pr_000744104,0.203485, 0.000002
pr_000846304,0.203485, 0.000002
pr_002125902,0.203485, 0.000002
pr_001961069,0.203485, 0.000002
pr_002181881,0.203485, 0.000002
pr_002078646,0.203485, 0.000002
pr_001925854,0.203485, 0.000002
pr_001743175,0.203485, 0.000002
pr_000657016,0.203485, 0.000002
pr_001152990,0.203485, 0.000002
pr_001730927,0.203485, 0.000002
pr_001731909,0.203485, 0.000002
pr_001598845,0.203485, 0.000002
pr_001074882,0.203485, 0.000002
pr_001412749,0.203485, 0.000007
pr_000828813,0.203485, 0.000007
pr_000860403,0.203485, 0.000007
pr_000079108,0.203485, 0.000018
pr_000767790,0.203485, 0.030091
pr_000976684,0.203485, 0.030091
pr_000671131,0.203485, 0.030091
pr_000987420,0.203485, 0.030091
pr_000957094,0.203485, 0.030091
pr_000702084,0.203485, 0.030091
pr_001647984,0.203485, 0.030091
pr_000912684,0.203485, 0.030091
pr_000863182,0.203485, 0.030091
pr_000871015,0.203485, 0.030091
pr_001648587,0.203485, 0.030091
pr_000883969,0.203485, 0.030091
pr_000755390,0.203485, 0.030091
pr_000884278,0.203485, 0.030091
pr_000870116,0.203485, 0.030091
pr_000716872,0.203485, 0.030091
pr_000870300,0.203485, 0.030091
pr_000867707,0.203485, 0.030091
pr_000968168,0.203485, 0.030091
pr_000869437,0.203485, 0.030091
pr_000692499,0.203485, 0.030091
pr_000863466,0.203485, 0.030091
pr_000641908,0.203485, 0.030091
pr_000761623,0.203485, 0.030091
pr_001809927,0.203485, 0.030091
