Product ID : 101 JPs covered : 56 : Sales/Use, 
us_000530234,0.996558, 1.254966
us_000397133,0.996558, 1.260920
us_000516727,0.996558, 1.264604
us_000466578,0.996558, 1.268528
us_000395690,0.996558, 1.271937
us_000515239,0.996558, 1.316120
us_000481750,0.996558, 1.321288
us_000502320,0.996558, 1.329685
us_000469892,0.996558, 1.361108
us_000584802,0.894221, 0.000000
pr_000638804,0.894221, 0.000000
pr_001152326,0.894221, 0.000000
us_000476056,0.894221, 0.000117
us_000476325,0.894221, 0.000120
us_000487861,0.894221, 0.000303
us_000561039,0.894221, 0.000316
us_000552516,0.894221, 0.000702
us_000495836,0.894221, 0.030969
us_000215466,0.894221, 0.455335
us_000506319,0.894221, 0.513743
us_000472092,0.894221, 0.514113
us_000525217,0.894221, 0.566189
us_000520138,0.894221, 0.584594
us_000494927,0.894221, 0.594740
us_000489429,0.894221, 0.607298
us_000526515,0.894221, 0.629164
us_000447424,0.894221, 0.631369
us_000481712,0.894221, 0.634680
us_000517644,0.894221, 0.641647
us_000553243,0.894221, 0.645474
us_000464625,0.894221, 0.651080
us_000471991,0.894221, 0.662943
us_000525042,0.894221, 0.666736
us_000466867,0.894221, 0.668717
us_000466859,0.894221, 0.673731
us_000479886,0.894221, 0.676656
us_000468359,0.894221, 0.680078
us_000234120,0.894221, 0.681381
us_000482803,0.894221, 0.694226
us_000468264,0.894221, 0.701774
us_000492974,0.894221, 0.704467
us_000533941,0.894221, 0.708521
us_000472222,0.894221, 0.709125
us_000497897,0.894221, 0.709980
us_000489043,0.894221, 0.713110
us_000560392,0.894221, 0.716245
us_000534047,0.894221, 0.716837
us_000508712,0.894221, 0.721491
us_000238869,0.894221, 0.722175
us_000243248,0.894221, 0.722552
us_000517409,0.894221, 0.724667
us_000301543,0.894221, 0.725661
us_000526950,0.894221, 0.728152
us_000482900,0.894221, 0.730089
us_000526953,0.894221, 0.730577
us_000533619,0.894221, 0.730660
us_000116809,0.894221, 0.730906
us_000517068,0.894221, 0.731451
us_000484087,0.894221, 0.733353
us_000480358,0.894221, 0.738364
us_000524216,0.894221, 0.738364
us_000465014,0.894221, 0.738364
us_000554477,0.894221, 0.738980
us_000480357,0.894221, 0.740788
us_000506790,0.894221, 0.744732
us_000528663,0.894221, 0.747058
us_000487907,0.894221, 0.747706
us_000517942,0.894221, 0.753199
us_000506406,0.894221, 0.756492
us_000525957,0.894221, 0.765315
us_000511356,0.894221, 0.769963
us_000487003,0.894221, 0.784316
us_000524622,0.894221, 0.785773
us_000484588,0.894221, 0.786353
us_000531073,0.894221, 0.811787
us_000540524,0.894221, 0.902362
pr_001011135,0.865856, 0.000162
pr_000977867,0.865856, 0.000633
pr_001044382,0.865856, 0.000722
pr_000718955,0.865856, 0.000813
pr_001002342,0.865856, 0.000819
us_000131151,0.865856, 0.618121
us_000220133,0.865856, 0.792307
us_000523649,0.865856, 0.856697
us_000510030,0.865856, 0.858271
us_000494356,0.865856, 0.862214
us_000468169,0.865856, 0.895392
us_000503113,0.865856, 0.901606
us_000128005,0.865856, 0.916654
us_000297228,0.865856, 0.923157
us_000470636,0.865856, 0.936629
us_000139617,0.865856, 0.943334
us_000470612,0.865856, 0.988801
us_000139464,0.865856, 0.999346
us_000470533,0.865856, 1.033729
us_000466911,0.865856, 1.079043
us_000535988,0.806794, 0.000000
us_000547417,0.806794, 0.000000
us_000463701,0.806794, 1.120264
us_000519844,0.806794, 1.313205
us_000466027,0.806794, 1.364391
us_000554089,0.806794, 1.421492
us_000467262,0.806794, 1.485193
us_000469854,0.806794, 1.511663
us_000471554,0.806794, 1.512004
us_000480565,0.806794, 1.512677
us_000462817,0.806794, 1.535746
us_000468968,0.806794, 1.552098
us_000469248,0.806794, 1.591394
us_000471534,0.806794, 1.612614
us_000469491,0.806794, 1.629602
pr_001129419,0.717466, 0.000000
pr_000515730,0.717466, 0.000000
pr_000519872,0.717466, 0.000000
pr_000514328,0.717466, 0.000000
us_000458773,0.717466, 0.026133
us_000085172,0.717466, 0.094368
us_000094731,0.717466, 0.114260
us_000382053,0.717466, 0.118502
us_000050556,0.717466, 0.151784
us_000094982,0.717466, 0.155557
us_000095687,0.717466, 0.166508
us_000481255,0.717466, 0.181517
us_000499931,0.717466, 0.193838
us_000494941,0.717466, 0.196728
us_000395170,0.717466, 0.201198
us_000488275,0.717466, 0.202537
us_000488401,0.717466, 0.224447
us_000486671,0.717466, 0.247064
us_000100936,0.717466, 0.252865
us_000037463,0.717466, 0.257292
us_000507002,0.717466, 0.258861
us_000525230,0.717466, 0.261621
us_000530725,0.717466, 0.268941
us_000282700,0.717466, 0.271618
us_000535477,0.717466, 0.277168
us_000472818,0.717466, 0.283433
us_000458744,0.717466, 0.284436
us_000486841,0.717466, 0.285878
us_000460036,0.717466, 0.286887
us_000457073,0.717466, 0.288570
us_000486914,0.717466, 0.291089
us_000525674,0.717466, 0.291641
us_000480568,0.717466, 0.293693
us_000553480,0.717466, 0.294056
us_000492893,0.717466, 0.294056
us_000480652,0.717466, 0.295649
us_000467260,0.717466, 0.296208
us_000506982,0.717466, 0.298124
us_000473329,0.717466, 0.298267
us_000583760,0.717466, 0.300539
us_000506221,0.717466, 0.300755
us_000495609,0.717466, 0.311523
us_000516148,0.717466, 0.314251
us_000506218,0.717466, 0.315415
us_000507070,0.717466, 0.318783
us_000580828,0.717466, 0.320475
us_000498148,0.717466, 0.320921
us_000465822,0.717466, 0.322736
us_000331249,0.717466, 0.325005
us_000506114,0.717466, 0.325005
us_000495648,0.717466, 0.327284
us_000483973,0.717466, 0.328902
us_000505141,0.717466, 0.330220
us_000460566,0.717466, 0.334586
us_000476360,0.717466, 0.335579
us_000484325,0.717466, 0.335655
us_000515829,0.717466, 0.336109
us_000464670,0.717466, 0.339779
us_000555898,0.717466, 0.340210
us_000524823,0.717466, 0.341333
us_000556144,0.717466, 0.342417
us_000465364,0.717466, 0.343247
us_000479243,0.717466, 0.350670
us_000508057,0.717466, 0.351336
us_000494860,0.717466, 0.354465
us_000478653,0.717466, 0.357039
us_000470640,0.717466, 0.357652
us_000494475,0.717466, 0.358633
us_000568131,0.717466, 0.360095
us_000504502,0.717466, 0.362706
us_000203180,0.717466, 0.363060
us_000459352,0.717466, 0.363968
us_000492491,0.717466, 0.371707
us_000474431,0.717466, 0.372529
us_000524274,0.717466, 0.374701
us_000522219,0.717466, 0.375095
us_000573974,0.717466, 0.379583
us_000499009,0.717466, 0.380449
us_000570010,0.717466, 0.381637
us_000505868,0.717466, 0.382639
us_000469952,0.717466, 0.385190
us_000459459,0.717466, 0.385190
us_000460983,0.717466, 0.385190
us_000526504,0.717466, 0.386224
us_000519859,0.717466, 0.392341
us_000437594,0.717466, 0.393435
us_000491513,0.717466, 0.397658
us_000493349,0.717466, 0.398774
us_000542909,0.717466, 0.399667
us_000515318,0.717466, 0.403147
us_000521283,0.717466, 0.403590
us_000583927,0.717466, 0.407479
us_000481913,0.717466, 0.408882
us_000589413,0.717466, 0.410534
us_000481339,0.717466, 0.411656
us_000497855,0.717466, 0.411892
us_000508218,0.717466, 0.415106
us_000594822,0.717466, 0.416076
us_000500013,0.717466, 0.416829
us_000550755,0.717466, 0.420459
us_000504122,0.717466, 0.422466
us_000525196,0.717466, 0.422607
us_000505863,0.717466, 0.423778
us_000501384,0.717466, 0.424041
us_000525156,0.717466, 0.425187
us_000503966,0.717466, 0.425246
us_000516468,0.717466, 0.426480
us_000500215,0.717466, 0.426506
us_000417773,0.717466, 0.428504
us_000464987,0.717466, 0.430808
us_000560250,0.717466, 0.432919
us_000137563,0.717466, 0.433759
us_000024295,0.717466, 0.437009
us_000470762,0.717466, 0.437588
us_000534857,0.717466, 0.438328
us_000551648,0.717466, 0.439745
us_000497975,0.717466, 0.439982
us_000530154,0.717466, 0.440250
us_000516232,0.717466, 0.442637
us_000484864,0.717466, 0.442637
us_000521329,0.717466, 0.442704
us_000512358,0.717466, 0.442704
us_000552559,0.717466, 0.443165
us_000516226,0.717466, 0.443165
us_000487744,0.717466, 0.443165
us_000525700,0.717466, 0.443165
us_000562693,0.717466, 0.444672
us_000480884,0.717466, 0.444739
us_000609662,0.717466, 0.444897
us_000481586,0.717466, 0.445173
us_000481556,0.717466, 0.445435
us_000521934,0.717466, 0.445435
us_000511369,0.717466, 0.451277
us_000548530,0.717466, 0.452842
us_000584209,0.717466, 0.453683
us_000093834,0.717466, 0.454769
us_000539718,0.717466, 0.457365
us_000469938,0.717466, 0.457999
us_000499640,0.717466, 0.458700
us_000492726,0.717466, 0.459227
us_000506627,0.717466, 0.462537
us_000598414,0.717466, 0.462537
us_000553381,0.717466, 0.465341
us_000468136,0.717466, 0.468787
us_000562802,0.717466, 0.469067
us_000532018,0.717466, 0.469133
us_000526724,0.717466, 0.469489
us_000320284,0.717466, 0.469660
us_000552542,0.717466, 0.470615
us_000601302,0.717466, 0.470975
us_000473434,0.717466, 0.470975
us_000482722,0.717466, 0.470975
us_000575807,0.717466, 0.472012
us_000525182,0.717466, 0.590801
us_000497786,0.671436, 0.000194
us_000300409,0.671436, 0.000254
us_000557194,0.671436, 0.010597
us_000234633,0.671436, 0.027989
us_000501056,0.671436, 0.490877
us_000572872,0.671436, 0.505733
us_000513113,0.671436, 0.517572
us_000500725,0.671436, 0.518235
us_000497419,0.671436, 0.525996
us_000480145,0.671436, 0.544178
us_000042185,0.671436, 0.564149
us_000487457,0.671436, 0.565018
us_000459617,0.671436, 0.601259
us_000481305,0.671436, 0.611246
us_000443659,0.671436, 0.613964
us_000521020,0.671436, 0.626973
us_000478953,0.671436, 0.631403
us_000521137,0.671436, 0.645750
us_000500630,0.671436, 0.694605
us_000481161,0.671436, 0.697395
pr_000919648,0.610690, 0.000274
pr_000991609,0.610690, 0.000883
pr_000518723,0.610690, 0.001697
pr_000757497,0.610690, 0.002248
pr_000877258,0.610690, 0.002374
us_000366786,0.610690, 1.304437
us_000464601,0.610690, 1.625998
us_000470066,0.610690, 1.633452
us_000506155,0.610690, 1.685220
us_000473191,0.610690, 1.725974
us_000535363,0.610690, 1.732533
us_000463821,0.610690, 1.741480
us_000493430,0.610690, 1.755951
us_000505241,0.610690, 1.772859
us_000499423,0.610690, 1.783635
us_000459041,0.610690, 1.813816
us_000459064,0.610690, 1.923094
us_000384168,0.610690, 1.956023
us_000500610,0.528243, 0.000001
us_000553763,0.528243, 0.000001
us_000526120,0.528243, 0.000001
us_000583911,0.528243, 0.225785
us_000470401,0.528243, 0.225785
us_000479232,0.528243, 0.227783
us_000470625,0.528243, 0.237909
us_000550237,0.528243, 0.239962
us_000491667,0.528243, 0.239962
us_000301901,0.528243, 0.242478
us_000517982,0.528243, 0.244094
us_000467024,0.528243, 0.244094
us_000465347,0.528243, 0.246173
us_000495591,0.528243, 0.246173
us_000469155,0.528243, 0.248262
us_000458655,0.528243, 0.248262
us_000505048,0.528243, 0.248262
us_000435086,0.528243, 0.248262
us_000485254,0.528243, 0.248262
us_000570706,0.528243, 0.250359
us_000485138,0.528243, 0.250359
us_000481567,0.528243, 0.250359
us_000485131,0.528243, 0.250359
us_000480899,0.528243, 0.252466
us_000495612,0.528243, 0.254747
us_000487323,0.528243, 0.256707
us_000501345,0.528243, 0.256707
us_000470447,0.528243, 0.258751
us_000326437,0.528243, 0.258841
us_000526514,0.528243, 0.259042
us_000482170,0.528243, 0.260984
us_000511403,0.528243, 0.260984
us_000465529,0.528243, 0.260984
us_000483481,0.528243, 0.263136
us_000496407,0.528243, 0.263136
us_000547056,0.528243, 0.263136
us_000320641,0.528243, 0.263373
us_000481901,0.528243, 0.263373
us_000497852,0.528243, 0.265297
us_000463615,0.528243, 0.265297
pr_001008766,0.528243, 0.266964
us_000466411,0.528243, 0.267467
us_000494444,0.528243, 0.267467
us_000224725,0.528243, 0.267467
us_000526281,0.528243, 0.267467
us_000471003,0.528243, 0.267467
us_000469703,0.528243, 0.269646
us_000530129,0.528243, 0.269646
us_000485057,0.528243, 0.269646
us_000507221,0.528243, 0.269646
us_000300382,0.528243, 0.269646
us_000467332,0.528243, 0.269646
us_000503860,0.528243, 0.269646
us_000411254,0.528243, 0.269646
us_000517647,0.528243, 0.269646
us_000545605,0.528243, 0.269646
us_000511382,0.528243, 0.269646
us_000465339,0.528243, 0.269646
us_000517646,0.528243, 0.269646
us_000481249,0.528243, 0.269646
us_000494679,0.528243, 0.269646
us_000464335,0.528243, 0.269646
us_000518999,0.528243, 0.270883
us_000559748,0.528243, 0.271834
us_000294463,0.528243, 0.271834
us_000516406,0.528243, 0.271834
us_000545951,0.528243, 0.271834
us_000512060,0.528243, 0.271834
us_000516517,0.528243, 0.271834
us_000477420,0.528243, 0.271834
us_000470954,0.528243, 0.271834
us_000477606,0.528243, 0.271834
us_000466655,0.528243, 0.271834
us_000480408,0.528243, 0.271834
us_000486533,0.528243, 0.274031
us_000482763,0.528243, 0.276237
us_000300515,0.528243, 0.276296
us_000098829,0.528243, 0.278453
us_000200233,0.528243, 0.278453
us_000523914,0.528243, 0.278453
us_000585242,0.528243, 0.278453
us_000543012,0.528243, 0.278453
us_000497637,0.528243, 0.280677
us_000501753,0.528243, 0.280677
us_000515837,0.528243, 0.282911
us_000479498,0.528243, 0.282911
us_000467790,0.528243, 0.285153
us_000547312,0.528243, 0.285153
us_000466123,0.528243, 0.285153
us_000528758,0.528243, 0.285153
us_000482339,0.528243, 0.285572
us_000091148,0.528243, 0.287405
us_000483951,0.528243, 0.287405
us_000498778,0.528243, 0.287405
us_000499142,0.528243, 0.287405
us_000525204,0.528243, 0.287405
us_000442957,0.528243, 0.287405
us_000506309,0.528243, 0.287405
us_000515935,0.528243, 0.287405
us_000534128,0.528243, 0.287405
us_000350703,0.528243, 0.289665
us_000482359,0.528243, 0.289665
us_000500148,0.528243, 0.289665
us_000524158,0.528243, 0.289665
us_000583823,0.528243, 0.289665
us_000479394,0.528243, 0.289665
us_000459316,0.528243, 0.289665
us_000502577,0.528243, 0.289665
us_000469968,0.528243, 0.289665
us_000519737,0.528243, 0.291935
us_000501518,0.528243, 0.291935
us_000493979,0.528243, 0.291935
us_000589777,0.528243, 0.291935
us_000590057,0.528243, 0.291935
us_000484068,0.528243, 0.291935
pr_000768205,0.528243, 0.291935
us_000525395,0.528243, 0.291935
us_000396951,0.528243, 0.291935
us_000497662,0.528243, 0.294214
us_000497588,0.528243, 0.294214
us_000509769,0.528243, 0.294214
us_000497669,0.528243, 0.294214
us_000481486,0.528243, 0.294214
us_000526272,0.528243, 0.294214
us_000467417,0.528243, 0.294214
us_000458687,0.528243, 0.294214
us_000215110,0.528243, 0.294214
us_000590846,0.528243, 0.294214
us_000460011,0.528243, 0.294214
us_000475627,0.528243, 0.294214
us_000494945,0.528243, 0.294214
us_000516491,0.528243, 0.294214
us_000546097,0.528243, 0.294214
us_000494961,0.528243, 0.294214
us_000475223,0.528243, 0.294214
us_000480240,0.528243, 0.294214
us_000530713,0.528243, 0.296502
us_000560475,0.528243, 0.296502
us_000458449,0.528243, 0.296502
us_000461049,0.528243, 0.296502
us_000491610,0.528243, 0.296502
us_000475196,0.528243, 0.297349
us_000458974,0.528243, 0.297610
us_000571281,0.528243, 0.298798
us_000482602,0.528243, 0.298798
us_000501341,0.528243, 0.301104
us_000591926,0.528243, 0.301104
us_000516549,0.528243, 0.301104
us_000283073,0.528243, 0.301104
us_000510079,0.528243, 0.301104
us_000500711,0.528243, 0.301104
us_000591904,0.528243, 0.301104
us_000508433,0.528243, 0.301104
us_000483379,0.528243, 0.301104
us_000592060,0.528243, 0.301104
us_000473162,0.528243, 0.301104
us_000482567,0.528243, 0.303419
us_000525383,0.528243, 0.303419
us_000485389,0.528243, 0.303419
us_000470918,0.528243, 0.303419
us_000521812,0.528243, 0.303419
us_000055581,0.528243, 0.303419
us_000469505,0.528243, 0.303419
us_000500715,0.528243, 0.303419
us_000545268,0.528243, 0.303419
us_000495618,0.528243, 0.303419
us_000590949,0.528243, 0.303419
us_000545288,0.528243, 0.303419
us_000542447,0.528243, 0.303419
us_000466007,0.528243, 0.305743
us_000468794,0.528243, 0.305743
us_000516651,0.528243, 0.305743
pr_000362943,0.528243, 0.305743
us_000468814,0.528243, 0.305743
us_000511404,0.528243, 0.305743
us_000508738,0.528243, 0.308076
us_000564586,0.528243, 0.308076
us_000510056,0.528243, 0.308076
us_000510335,0.528243, 0.308076
us_000547174,0.528243, 0.308076
us_000586218,0.528243, 0.308076
us_000567179,0.528243, 0.308076
us_000583913,0.528243, 0.308076
us_000517419,0.528243, 0.308076
us_000510052,0.528243, 0.308076
us_000475122,0.528243, 0.308076
us_000487786,0.528243, 0.308076
us_000467803,0.528243, 0.308076
us_000516462,0.528243, 0.308076
us_000458590,0.528243, 0.308076
us_000547173,0.528243, 0.308076
us_000482392,0.528243, 0.310418
us_000468950,0.528243, 0.310418
us_000499086,0.528243, 0.310418
us_000550158,0.528243, 0.310418
us_000515929,0.528243, 0.310418
us_000519745,0.528243, 0.310418
us_000518987,0.528243, 0.310418
us_000525645,0.528243, 0.310418
us_000495559,0.528243, 0.310418
us_000553520,0.528243, 0.310418
us_000482698,0.528243, 0.310418
us_000474839,0.528243, 0.310418
us_000521839,0.528243, 0.310418
us_000523854,0.528243, 0.310418
us_000518031,0.528243, 0.310418
us_000470214,0.528243, 0.310418
us_000519784,0.528243, 0.310418
us_000485264,0.528243, 0.310418
us_000546818,0.528243, 0.310418
us_000295637,0.528243, 0.310418
us_000482598,0.528243, 0.310418
us_000508924,0.528243, 0.310418
us_000483970,0.528243, 0.310418
us_000463674,0.528243, 0.310418
us_000515925,0.528243, 0.310418
us_000482589,0.528243, 0.310418
us_000570123,0.528243, 0.310418
us_000482590,0.528243, 0.310418
us_000551716,0.528243, 0.310418
us_000526597,0.528243, 0.310418
us_000581364,0.528243, 0.310418
us_000521822,0.528243, 0.310418
us_000546394,0.528243, 0.310418
us_000519743,0.528243, 0.310418
us_000486217,0.528243, 0.310418
us_000529810,0.528243, 0.311475
us_000616245,0.528243, 0.312770
us_000464466,0.528243, 0.312770
us_000559100,0.528243, 0.312770
us_000515205,0.528243, 0.312770
us_000543355,0.528243, 0.312770
us_000515976,0.528243, 0.312770
us_000559307,0.528243, 0.312770
us_000554858,0.528243, 0.312770
us_000518891,0.528243, 0.312770
us_000516626,0.528243, 0.312770
us_000518895,0.528243, 0.312770
us_000534693,0.528243, 0.312770
us_000543309,0.528243, 0.312770
us_000585841,0.528243, 0.312770
us_000530124,0.528243, 0.312770
us_000477620,0.528243, 0.312770
us_000481334,0.528243, 0.312770
us_000490903,0.528243, 0.312770
us_000469169,0.528243, 0.312770
us_000479380,0.528243, 0.312770
us_000481311,0.528243, 0.312770
us_000518892,0.528243, 0.312770
us_000500034,0.528243, 0.312770
us_000511537,0.528243, 0.312770
us_000543514,0.528243, 0.312770
us_000493681,0.528243, 0.312770
us_000469094,0.528243, 0.312770
us_000535467,0.528243, 0.312770
us_000524919,0.528243, 0.312770
us_000533293,0.528243, 0.312770
us_000485202,0.528243, 0.312770
us_000586771,0.528243, 0.312770
us_000518913,0.528243, 0.312770
us_000466487,0.528243, 0.312770
us_000027778,0.528243, 0.312770
us_000518893,0.528243, 0.312770
us_000086464,0.528243, 0.312770
us_000470898,0.528243, 0.312770
us_000466431,0.528243, 0.312770
us_000461318,0.528243, 0.313024
us_000469705,0.528243, 0.315130
us_000485465,0.528243, 0.315130
pr_000763643,0.528243, 0.315130
us_000500294,0.528243, 0.315130
us_000470586,0.528243, 0.315130
us_000485780,0.528243, 0.315130
us_000498145,0.528243, 0.315130
us_000483683,0.528243, 0.315130
us_000505829,0.528243, 0.315130
us_000516453,0.528243, 0.315130
us_000518350,0.528243, 0.315130
us_000492412,0.528243, 0.315130
us_000525301,0.528243, 0.315130
us_000483288,0.528243, 0.315130
us_000523702,0.528243, 0.315130
us_000522162,0.528243, 0.315130
us_000469175,0.528243, 0.315130
us_000465141,0.528243, 0.315130
us_000475686,0.528243, 0.315130
us_000511370,0.528243, 0.315130
us_000597502,0.528243, 0.315130
us_000544825,0.528243, 0.315130
us_000587385,0.528243, 0.315130
us_000513026,0.528243, 0.315130
us_000590217,0.528243, 0.315130
us_000500621,0.528243, 0.315130
us_000451423,0.528243, 0.315130
us_000592819,0.528243, 0.315130
us_000470608,0.528243, 0.315130
us_000592608,0.528243, 0.315130
us_000466065,0.528243, 0.315130
us_000478296,0.528243, 0.315130
us_000483282,0.528243, 0.315130
us_000507074,0.528243, 0.315130
us_000563441,0.528243, 0.315130
us_000584280,0.528243, 0.315130
us_000522351,0.528243, 0.315130
us_000517938,0.528243, 0.315130
us_000517341,0.528243, 0.315130
us_000510428,0.528243, 0.315130
us_000590272,0.528243, 0.315130
us_000465198,0.528243, 0.315130
us_000589778,0.528243, 0.315130
us_000510437,0.528243, 0.315130
us_000579826,0.528243, 0.315130
us_000481138,0.528243, 0.315130
us_000475663,0.528243, 0.315130
us_000500709,0.528243, 0.315130
us_000469182,0.528243, 0.315130
us_000512410,0.528243, 0.315130
us_000508815,0.528243, 0.315130
us_000524300,0.528243, 0.315130
us_000571830,0.528243, 0.315130
us_000512058,0.528243, 0.315130
us_000510500,0.528243, 0.315130
us_000529547,0.528243, 0.315130
us_000471917,0.528243, 0.315130
us_000553524,0.528243, 0.315130
us_000486044,0.528243, 0.315130
us_000465177,0.528243, 0.315130
us_000496579,0.528243, 0.315130
us_000566670,0.528243, 0.315130
us_000590243,0.528243, 0.315130
us_000495032,0.528243, 0.315130
us_000471376,0.528243, 0.315130
us_000592884,0.528243, 0.315130
us_000522573,0.528243, 0.315130
us_000484529,0.528243, 0.315130
us_000460833,0.528243, 0.315130
us_000281292,0.528243, 0.315130
us_000584563,0.528243, 0.315130
us_000341222,0.528243, 0.315130
us_000496598,0.528243, 0.315130
us_000461410,0.528243, 0.315955
pr_000767706,0.528243, 0.316594
us_000481208,0.528243, 0.317362
us_000465851,0.528243, 0.317362
us_000310101,0.528243, 0.317499
us_000526728,0.528243, 0.317499
us_000528399,0.528243, 0.317499
us_000462874,0.528243, 0.317499
us_000504722,0.528243, 0.317499
us_000529680,0.528243, 0.317499
us_000513629,0.528243, 0.317499
us_000477382,0.528243, 0.317499
us_000571763,0.528243, 0.317499
us_000502754,0.528243, 0.317499
us_000467638,0.528243, 0.317499
us_000554118,0.528243, 0.317499
pr_000766950,0.528243, 0.317499
us_000439635,0.528243, 0.317499
us_000469004,0.528243, 0.317499
us_000581244,0.528243, 0.317499
us_000494418,0.528243, 0.317499
us_000585844,0.528243, 0.317499
us_000460976,0.528243, 0.317499
us_000468548,0.528243, 0.317499
us_000534216,0.528243, 0.317499
us_000476358,0.528243, 0.317499
us_000469740,0.528243, 0.317499
us_000548839,0.528243, 0.317499
us_000552979,0.528243, 0.317499
us_000542771,0.528243, 0.317499
us_000510199,0.528243, 0.317499
us_000504773,0.528243, 0.317499
us_000546594,0.528243, 0.317499
us_000494401,0.528243, 0.317499
us_000383117,0.528243, 0.317499
us_000546281,0.528243, 0.317499
us_000128228,0.528243, 0.317499
us_000534219,0.528243, 0.317499
us_000462979,0.528243, 0.317499
us_000464026,0.528243, 0.317499
us_000586946,0.528243, 0.317499
us_000493470,0.528243, 0.317499
us_000477421,0.528243, 0.317499
us_000476280,0.528243, 0.317499
us_000470623,0.528243, 0.317499
us_000571642,0.528243, 0.317499
us_000492640,0.528243, 0.317499
us_000483890,0.528243, 0.317499
us_000470019,0.528243, 0.317499
us_000554119,0.528243, 0.317499
us_000460176,0.528243, 0.317499
us_000517072,0.528243, 0.317499
us_000515101,0.528243, 0.317499
us_000529954,0.528243, 0.317499
us_000468360,0.528243, 0.317499
us_000510717,0.528243, 0.317499
us_000468942,0.528243, 0.317499
us_000484612,0.528243, 0.317499
us_000467620,0.528243, 0.317499
us_000045007,0.528243, 0.317499
us_000476284,0.528243, 0.317499
us_000561551,0.528243, 0.317499
us_000494380,0.528243, 0.317499
us_000581108,0.528243, 0.317499
us_000458978,0.528243, 0.317499
us_000501045,0.528243, 0.317499
us_000525210,0.528243, 0.317499
us_000486840,0.528243, 0.317499
us_000483997,0.528243, 0.317499
us_000469756,0.528243, 0.317499
us_000519791,0.528243, 0.317499
us_000542098,0.528243, 0.317499
us_000525823,0.528243, 0.317499
us_000552557,0.528243, 0.317499
us_000469792,0.528243, 0.317499
us_000463026,0.528243, 0.317499
us_000022832,0.528243, 0.317499
us_000525181,0.528243, 0.317499
us_000516231,0.528243, 0.317499
us_000516229,0.528243, 0.317499
us_000497600,0.528243, 0.317499
us_000551835,0.528243, 0.317499
us_000305991,0.528243, 0.317499
us_000528398,0.528243, 0.317499
us_000486286,0.528243, 0.317499
us_000462971,0.528243, 0.317499
us_000476827,0.528243, 0.317499
