Product ID : 973 # of JPs covered : 1 : 50 : Federal, 
us_000468839,0.366215, 0.186888
us_000463848,0.366215, 0.186888
us_000463851,0.366215, 0.186888
us_000474284,0.366215, 0.187405
us_000225723,0.366215, 0.187795
us_000467944,0.366215, 0.188096
us_000516209,0.366215, 0.188096
us_000484849,0.366215, 0.188471
us_000478126,0.366215, 0.188564
us_000479853,0.366215, 0.188919
us_000487430,0.366215, 0.188988
us_000323362,0.366215, 0.189549
us_000551266,0.366215, 0.189729
us_000485614,0.366215, 0.189858
us_000502129,0.366215, 0.190185
us_000545724,0.366215, 0.190481
us_000493663,0.366215, 0.190573
us_000500525,0.366215, 0.190573
us_000500516,0.366215, 0.190573
us_000478714,0.366215, 0.190875
us_000557175,0.366215, 0.190955
us_000508858,0.366215, 0.191283
us_000503289,0.366215, 0.191884
us_000555012,0.366215, 0.191893
us_000479612,0.366215, 0.192458
us_000463149,0.366215, 0.192458
us_000464220,0.366215, 0.192458
us_000487647,0.366215, 0.192458
us_000462247,0.366215, 0.192458
us_000487640,0.366215, 0.192458
us_000562401,0.366215, 0.192514
us_000526175,0.366215, 0.192584
us_000531416,0.366215, 0.193045
us_000523700,0.366215, 0.193735
us_000396075,0.366215, 0.193883
us_000087438,0.366215, 0.193941
us_000263411,0.366215, 0.194242
us_000501220,0.366215, 0.194349
us_000459799,0.366215, 0.194372
us_000552857,0.366215, 0.194372
us_000463038,0.366215, 0.194372
us_000481071,0.366215, 0.194372
us_000483899,0.366215, 0.194372
us_000465109,0.366215, 0.194372
us_000477213,0.366215, 0.194372
us_000486047,0.366215, 0.194372
us_000460626,0.366215, 0.194372
us_000459768,0.366215, 0.194372
us_000493092,0.366215, 0.194821
us_000509006,0.366215, 0.195067
us_000479340,0.366215, 0.195214
us_000460729,0.366215, 0.195384
us_000525643,0.366215, 0.195471
us_000493332,0.366215, 0.195671
us_000535115,0.366215, 0.195741
us_000467433,0.366215, 0.195894
us_000227225,0.366215, 0.195932
us_000584631,0.366215, 0.196115
us_000479404,0.366215, 0.196315
us_000460149,0.366215, 0.196315
us_000474917,0.366215, 0.196315
us_000469370,0.366215, 0.196315
us_000472645,0.366215, 0.196315
us_000550899,0.366215, 0.196315
us_000535085,0.366215, 0.196315
us_000471483,0.366215, 0.196315
us_000502121,0.366215, 0.196315
us_000461231,0.366215, 0.196315
us_000459315,0.366215, 0.196315
us_000550872,0.366215, 0.196315
us_000487902,0.366215, 0.196315
us_000460726,0.366215, 0.196315
us_000480569,0.366215, 0.196315
us_000471475,0.366215, 0.196315
us_000508283,0.366215, 0.196315
us_000502177,0.366215, 0.196315
us_000461851,0.366215, 0.196315
us_000520283,0.366215, 0.196448
us_000484078,0.366215, 0.196460
us_000255612,0.366215, 0.196941
us_000596241,0.366215, 0.197003
us_000540078,0.366215, 0.197604
us_000474562,0.366215, 0.197912
us_000093798,0.366215, 0.198128
us_000248346,0.366215, 0.198197
us_000519813,0.366215, 0.198242
us_000490300,0.366215, 0.198286
us_000254498,0.366215, 0.198286
us_000492440,0.366215, 0.198286
us_000465609,0.366215, 0.198286
us_000478488,0.366215, 0.198286
us_000338641,0.366215, 0.198286
us_000465612,0.366215, 0.198286
us_000478300,0.366215, 0.198286
us_000478018,0.366215, 0.198286
us_000496756,0.366215, 0.198286
us_000460794,0.366215, 0.198286
us_000477257,0.366215, 0.198286
us_000493459,0.366215, 0.198286
us_000500055,0.366215, 0.198286
us_000516648,0.366215, 0.198286
us_000485251,0.366215, 0.198286
us_000489240,0.366215, 0.198286
us_000460486,0.366215, 0.198286
us_000465608,0.366215, 0.198286
us_000278754,0.366215, 0.198286
us_000478402,0.366215, 0.198286
us_000286335,0.366215, 0.198286
us_000467124,0.366215, 0.198286
us_000485356,0.366215, 0.198286
us_000315121,0.366215, 0.198286
us_000475201,0.366215, 0.198286
us_000500075,0.366215, 0.198286
us_000500705,0.366215, 0.198286
us_000458975,0.366215, 0.198286
us_000465899,0.366215, 0.198286
us_000475041,0.366215, 0.198286
us_000493584,0.366215, 0.198286
us_000474254,0.366215, 0.198286
us_000489061,0.366215, 0.198286
us_000458532,0.366215, 0.198347
us_000464056,0.366215, 0.198399
us_000545238,0.366215, 0.198428
us_000487458,0.366215, 0.198535
us_000500310,0.366215, 0.198831
us_000474710,0.366215, 0.198959
us_000467201,0.366215, 0.199229
us_000538452,0.366215, 0.199443
us_000554210,0.366215, 0.199443
us_000461612,0.366215, 0.199540
us_000519823,0.366215, 0.199543
us_000474233,0.366215, 0.199713
us_000123630,0.366215, 0.199815
us_000499773,0.366215, 0.200194
us_000500453,0.366215, 0.200287
us_000467911,0.366215, 0.200287
us_000487660,0.366215, 0.200287
us_000484678,0.366215, 0.200287
us_000487666,0.366215, 0.200287
us_000461447,0.366215, 0.200287
us_000493241,0.366215, 0.200287
us_000469337,0.366215, 0.200287
us_000549497,0.366215, 0.200287
us_000493526,0.366215, 0.200287
us_000555199,0.366215, 0.200287
us_000556305,0.366215, 0.200287
us_000490497,0.366215, 0.200287
us_000461817,0.366215, 0.200287
us_000556297,0.366215, 0.200287
us_000492852,0.366215, 0.200287
us_000460514,0.366215, 0.200287
us_000556358,0.366215, 0.200287
us_000469837,0.366215, 0.200287
us_000474434,0.366215, 0.200287
us_000247328,0.366215, 0.200287
us_000462425,0.366215, 0.200287
us_000597218,0.366215, 0.200287
us_000465165,0.366215, 0.200287
us_000476922,0.366215, 0.200287
us_000488519,0.366215, 0.200287
us_000094499,0.366215, 0.200287
us_000477019,0.366215, 0.200287
us_000480535,0.366215, 0.200287
us_000460112,0.366215, 0.200287
us_000478132,0.366215, 0.200287
us_000487750,0.366215, 0.200287
us_000500263,0.366215, 0.200287
us_000488788,0.366215, 0.200287
us_000486990,0.366215, 0.200287
us_000459480,0.366215, 0.200287
us_000160562,0.366215, 0.200287
us_000501856,0.366215, 0.200287
us_000481500,0.366215, 0.200287
us_000494198,0.366215, 0.200287
us_000549259,0.366215, 0.200287
us_000500619,0.366215, 0.200287
us_000552994,0.366215, 0.200287
us_000461487,0.366215, 0.200287
us_000186073,0.366215, 0.200287
us_000477774,0.366215, 0.200287
us_000267401,0.366215, 0.200287
us_000459057,0.366215, 0.200287
us_000474239,0.366215, 0.200287
us_000471242,0.366215, 0.200287
us_000510686,0.366215, 0.200287
us_000187177,0.366215, 0.200287
us_000472519,0.366215, 0.200287
us_000467933,0.366215, 0.200287
us_000475672,0.366215, 0.200287
us_000484415,0.366215, 0.200287
us_000171786,0.366215, 0.200287
us_000122543,0.366215, 0.200287
us_000475992,0.366215, 0.200287
us_000509133,0.366215, 0.200287
us_000349881,0.366215, 0.200287
us_000469306,0.366215, 0.200287
us_000480766,0.366215, 0.200287
us_000088089,0.366215, 0.200287
us_000487483,0.366215, 0.200287
us_000478330,0.366215, 0.200287
us_000370558,0.366215, 0.200287
us_000486811,0.366215, 0.200287
us_000487743,0.366215, 0.200287
us_000234538,0.366215, 0.200287
us_000299543,0.366215, 0.200287
us_000554207,0.366215, 0.200287
us_000462325,0.366215, 0.200287
us_000468647,0.366215, 0.200287
us_000487758,0.366215, 0.200287
us_000488820,0.366215, 0.200287
us_000488696,0.366215, 0.200287
us_000484765,0.366215, 0.200287
us_000248573,0.366215, 0.200287
us_000504304,0.366215, 0.200287
us_000480844,0.366215, 0.200287
us_000555286,0.366215, 0.200287
us_000460554,0.366215, 0.200287
us_000488892,0.366215, 0.200287
us_000493370,0.366215, 0.200287
us_000499186,0.366215, 0.200287
us_000459038,0.366215, 0.200287
us_000556306,0.366215, 0.200287
us_000554318,0.366215, 0.200287
us_000460587,0.366215, 0.200287
us_000485272,0.366215, 0.200287
us_000502848,0.366215, 0.200430
us_000551353,0.366215, 0.200796
us_000204555,0.366215, 0.200885
us_000289324,0.366215, 0.200913
us_000006175,0.366215, 0.201085
us_000571449,0.366215, 0.201134
us_000534565,0.366215, 0.201540
us_000570980,0.366215, 0.201685
us_000516470,0.366215, 0.201887
us_000468906,0.366215, 0.201976
us_000517061,0.366215, 0.202104
us_000484408,0.366215, 0.202361
us_000085467,0.366215, 0.202508
pr_001055725,0.366215, 0.202705
us_000572790,0.366215, 0.202955
us_000531525,0.366215, 0.203153
us_000475298,0.366215, 0.203199
us_000503744,0.366215, 0.203229
us_000503716,0.366215, 0.203229
us_000501677,0.366215, 0.203835
us_000487862,0.366215, 0.203868
us_000467877,0.366215, 0.203911
us_000504013,0.366215, 0.203945
us_000487914,0.366215, 0.204082
us_000612998,0.366215, 0.204112
us_000479792,0.366215, 0.204501
us_000468949,0.366215, 0.204552
us_000548716,0.366215, 0.204992
us_000469871,0.366215, 0.205350
us_000500826,0.366215, 0.205476
us_000467985,0.366215, 0.206459
us_000467982,0.366215, 0.206813
us_000551260,0.366215, 0.207212
us_000596036,0.366215, 0.208485
us_000364810,0.366215, 0.208722
us_000554221,0.366215, 0.210221
us_000301344,0.366215, 0.211082
us_000498884,0.366215, 0.211879
us_000522682,0.366215, 0.211973
us_000571249,0.366215, 0.212025
us_000589522,0.366215, 0.213067
us_000481562,0.366215, 0.214338
us_000516514,0.366215, 0.215785
us_000172178,0.366215, 0.216024
us_000466573,0.366215, 0.216215
us_000502388,0.366215, 0.216620
us_000534681,0.366215, 0.216817
us_000489945,0.366215, 0.216963
us_000042261,0.366215, 0.217410
us_000102105,0.366215, 0.217571
us_000462008,0.366215, 0.217638
us_000548498,0.366215, 0.217958
us_000581362,0.366215, 0.218068
us_000486048,0.366215, 0.218174
us_000500300,0.366215, 0.218225
us_000600660,0.366215, 0.218278
us_000461397,0.366215, 0.219618
us_000480903,0.366215, 0.219794
us_000472023,0.366215, 0.221083
us_000462257,0.366215, 0.221667
us_000482086,0.366215, 0.223784
us_000497354,0.366215, 0.224580
us_000490193,0.366215, 0.226210
us_000538460,0.366215, 0.227224
us_000534334,0.366215, 0.227920
us_000553053,0.366215, 0.229624
us_000584699,0.366215, 0.229661
us_000500597,0.366215, 0.230572
us_000554760,0.366215, 0.230605
us_000466836,0.366215, 0.231251
us_000486113,0.366215, 0.234353
us_000516447,0.366215, 0.235487
us_000534574,0.366215, 0.236649
us_000336176,0.366215, 0.252638
us_000523519,0.366215, 0.253722
us_000538389,0.366215, 0.255312
us_000481431,0.366215, 0.257510
us_000526301,0.366215, 0.258146
us_000556732,0.366215, 0.260156
us_000409661,0.366215, 0.263326
us_000015802,0.366215, 0.265861
us_000558086,0.366215, 0.267794
us_000461041,0.366215, 0.269638
us_000581077,0.366215, 0.271750
us_000487319,0.366215, 0.273305
us_000500555,0.366215, 0.275716
us_000483520,0.366215, 0.280454
us_000460548,0.366215, 0.304423
us_000300506,0.366215, 0.306931
us_000097660,0.366215, 0.316477
us_000587530,0.366215, 0.323095
us_000581102,0.366215, 0.323799
us_000561834,0.366215, 0.327768
us_000519485,0.366215, 0.332853
us_000554752,0.366215, 0.343070
us_000593330,0.366215, 0.348745
us_000486277,0.366215, 0.355514
us_000500667,0.366215, 0.366459
us_000461504,0.366215, 0.375683
us_000467936,0.366215, 0.376856
us_000299852,0.366215, 0.378326
us_000512956,0.366215, 0.424223
us_000504260,0.366215, 0.440101
us_000524971,0.366215, 0.461820
us_000463783,0.366215, 0.502760
us_000462099,0.366215, 0.528647
us_000554498,0.366215, 0.565444
us_000471945,0.366215, 0.571411
us_000503958,0.366215, 0.582647
us_000498731,0.366215, 0.582732
us_000487410,0.366215, 0.589427
us_000476625,0.366215, 0.607760
us_000487685,0.366215, 0.608579
us_000459081,0.366215, 0.610209
us_000458707,0.366215, 0.622238
us_000350734,0.366215, 0.651006
us_000496646,0.366215, 0.677727
us_000500862,0.366215, 0.783965
us_000316409,0.366215, 0.851427
us_000485357,0.366215, 0.934565
us_000523227,0.366215, 1.225386
pr_000003769,0.310628, 0.000000
pr_000002381,0.310628, 0.000000
us_000592778,0.310628, 0.000000
us_000593102,0.310628, 0.000000
us_000581721,0.310628, 0.000020
us_000280307,0.310628, 0.056297
us_000509491,0.310628, 0.177943
us_000508717,0.310628, 0.207266
us_000569980,0.310628, 0.209047
us_000472282,0.310628, 0.212325
us_000216571,0.310628, 0.225844
us_000467338,0.310628, 0.225881
us_000466950,0.310628, 0.227495
us_000509926,0.310628, 0.230637
us_000336716,0.310628, 0.232352
us_000492916,0.310628, 0.232778
us_000054386,0.310628, 0.234642
us_000482082,0.310628, 0.240260
us_000468438,0.310628, 0.242257
us_000516460,0.310628, 0.243375
us_000468957,0.310628, 0.244625
us_000501884,0.310628, 0.245516
us_000499059,0.310628, 0.247993
us_000479452,0.310628, 0.248289
us_000546692,0.310628, 0.249420
us_000474139,0.310628, 0.249922
us_000555200,0.310628, 0.251060
us_000460438,0.310628, 0.251196
us_000545171,0.310628, 0.251702
us_000471076,0.310628, 0.251708
us_000419553,0.310628, 0.253916
us_000088923,0.310628, 0.257577
us_000480777,0.310628, 0.259048
us_000508740,0.310628, 0.260390
us_000055438,0.310628, 0.260905
us_000498411,0.310628, 0.261364
us_000486054,0.310628, 0.261990
us_000094468,0.310628, 0.262252
us_000581089,0.310628, 0.264328
us_000462398,0.310628, 0.265124
us_000516695,0.310628, 0.266128
us_000500416,0.310628, 0.266240
us_000481518,0.310628, 0.266503
us_000508217,0.310628, 0.266721
us_000491473,0.310628, 0.267730
us_000467140,0.310628, 0.268590
us_000483525,0.310628, 0.269697
us_000461048,0.310628, 0.269745
us_000478344,0.310628, 0.270145
us_000424119,0.310628, 0.270526
us_000551125,0.310628, 0.271514
us_000466562,0.310628, 0.274137
us_000489936,0.310628, 0.274270
us_000492306,0.310628, 0.276331
us_000497371,0.310628, 0.277147
us_000460353,0.310628, 0.277579
us_000486812,0.310628, 0.278001
us_000474392,0.310628, 0.278111
us_000470542,0.310628, 0.279048
us_000483722,0.310628, 0.279644
us_000463489,0.310628, 0.279644
us_000301118,0.310628, 0.279931
us_000495536,0.310628, 0.280472
us_000556816,0.310628, 0.280544
us_000309100,0.310628, 0.282925
us_000586740,0.310628, 0.283620
us_000423244,0.310628, 0.285188
us_000489143,0.310628, 0.285695
us_000485289,0.310628, 0.286573
us_000487689,0.310628, 0.286739
us_000462158,0.310628, 0.286938
us_000132842,0.310628, 0.287039
us_000480914,0.310628, 0.287039
us_000478034,0.310628, 0.288079
us_000458534,0.310628, 0.288159
us_000477507,0.310628, 0.288429
us_000093037,0.310628, 0.288429
us_000494112,0.310628, 0.290457
us_000491608,0.310628, 0.290500
us_000546331,0.310628, 0.290943
us_000463894,0.310628, 0.292199
us_000553526,0.310628, 0.294283
us_000450859,0.310628, 0.294283
us_000419969,0.310628, 0.294283
us_000467141,0.310628, 0.295769
us_000484866,0.310628, 0.295769
us_000469993,0.310628, 0.295769
us_000484867,0.310628, 0.295769
us_000474267,0.310628, 0.296672
us_000470626,0.310628, 0.297532
us_000500192,0.310628, 0.300813
us_000502637,0.310628, 0.302828
us_000466538,0.310628, 0.303214
us_000136667,0.310628, 0.303337
us_000483557,0.310628, 0.303851
us_000476193,0.310628, 0.304189
us_000516687,0.310628, 0.304595
us_000557145,0.310628, 0.304841
us_000556342,0.310628, 0.306427
us_000465338,0.310628, 0.307754
us_000022304,0.310628, 0.309330
us_000351996,0.310628, 0.309553
us_000516101,0.310628, 0.311130
us_000467373,0.310628, 0.311130
us_000470269,0.310628, 0.318038
us_000039799,0.310628, 0.319343
us_000489152,0.310628, 0.320202
us_000494217,0.310628, 0.320281
us_000585797,0.310628, 0.320619
us_000536112,0.310628, 0.331389
us_000525578,0.310628, 0.333567
us_000475005,0.310628, 0.333678
us_000277645,0.310628, 0.334199
us_000022215,0.310628, 0.335504
us_000461256,0.310628, 0.335911
us_000484679,0.310628, 0.336980
us_000520156,0.310628, 0.337138
us_000485832,0.310628, 0.337304
us_000485628,0.310628, 0.339035
us_000512802,0.310628, 0.339513
us_000540273,0.310628, 0.347432
us_000168043,0.310628, 0.353298
us_000350521,0.310628, 0.414595
us_000516889,0.168621, 0.000000
us_000505538,0.168621, 0.000000
us_000548763,0.168621, 0.000000
us_000548684,0.168621, 0.000000
us_000530883,0.168621, 0.000000
us_000483417,0.168621, 0.000427
us_000468375,0.168621, 0.640392
us_000475809,0.168621, 0.695677
us_000458506,0.168621, 0.764838
us_000475451,0.168621, 0.790226
us_000195817,0.168621, 0.801313
us_000237348,0.168621, 0.829326
us_000467258,0.168621, 0.853754
us_000019407,0.168621, 0.856574
us_000460007,0.168621, 0.863810
us_000471944,0.168621, 0.867745
us_000471822,0.168621, 0.871607
us_000454538,0.168621, 0.878101
us_000473005,0.168621, 0.899799
us_000515890,0.168621, 0.904435
us_000463527,0.168621, 0.904988
us_000397468,0.168621, 0.905459
us_000486041,0.168621, 0.905901
us_000473645,0.168621, 0.908485
us_000478291,0.168621, 0.910125
us_000480077,0.168621, 0.913068
us_000516548,0.168621, 0.917211
us_000478286,0.168621, 0.919191
us_000510605,0.168621, 0.920709
us_000465516,0.168621, 0.921148
us_000478919,0.168621, 0.923399
us_000474403,0.168621, 0.928063
us_000492377,0.168621, 0.930348
us_000504787,0.168621, 0.932822
us_000482353,0.168621, 0.940658
us_000471776,0.168621, 0.942244
us_000470734,0.168621, 0.942599
us_000467833,0.168621, 0.947289
us_000474160,0.168621, 1.389878
us_000544974,0.166854, 0.000039
us_000527868,0.166854, 0.000192
us_000480710,0.166854, 0.000462
us_000487043,0.166854, 0.000462
us_000504552,0.166854, 0.802943
us_000460016,0.166854, 0.845326
us_000472390,0.166854, 0.976161
us_000469960,0.166854, 0.980173
us_000461195,0.166854, 0.982496
us_000475825,0.166854, 1.025841
us_000469162,0.166854, 1.071664
us_000040613,0.166854, 1.073288
us_000478779,0.166854, 1.088761
us_000476393,0.166854, 1.089588
us_000530326,0.166854, 1.100529
us_000475202,0.166854, 1.113564
us_000524090,0.166854, 1.130352
us_000545636,0.166854, 1.147558
us_000498188,0.166854, 1.147917
us_000197128,0.166854, 1.164083
us_000328840,0.166854, 1.165694
us_000487823,0.166854, 1.168570
us_000478244,0.166854, 1.191260
us_000479625,0.166854, 1.199137
us_000500874,0.166854, 1.211405
us_000501909,0.166854, 1.216125
us_000473015,0.166854, 1.219248
us_000487359,0.166854, 1.223868
us_000460810,0.166854, 1.226186
us_000202089,0.166854, 1.226883
us_000545377,0.166854, 1.227505
us_000545483,0.166854, 1.227524
us_000516789,0.166854, 1.233095
us_000503009,0.166854, 1.239463
us_000530234,0.166854, 1.254966
us_000397133,0.166854, 1.260920
us_000516727,0.166854, 1.264604
us_000466578,0.166854, 1.268528
us_000395690,0.166854, 1.271937
us_000515239,0.166854, 1.316120
us_000481750,0.166854, 1.321288
us_000502320,0.166854, 1.329685
us_000469892,0.166854, 1.361108
pr_001118361,0.127437, 0.000000
us_000486289,0.127437, 0.016755
us_000475209,0.127437, 0.131506
us_000237110,0.127437, 0.149977
us_000474692,0.127437, 0.174146
us_000465767,0.127437, 0.178353
us_000478271,0.127437, 0.180861
us_000471898,0.127437, 0.181147
us_000104545,0.127437, 0.182037
us_000469670,0.127437, 0.190150
us_000035300,0.127437, 0.196166
us_000370706,0.127437, 0.196480
us_000436810,0.127437, 0.196590
us_000217569,0.127437, 0.197053
us_000517307,0.127437, 0.197495
us_000504657,0.127437, 0.198957
us_000486177,0.127437, 0.203864
us_000482286,0.127437, 0.204013
us_000469831,0.127437, 0.204773
us_000466384,0.127437, 0.205273
us_000483704,0.127437, 0.205595
us_000517390,0.127437, 0.205763
us_000488672,0.127437, 0.208486
us_000493643,0.127437, 0.209679
us_000485879,0.127437, 0.211673
us_000525440,0.127437, 0.212153
us_000484841,0.127437, 0.212605
us_000602170,0.127437, 0.212960
us_000461241,0.127437, 0.215057
us_000483623,0.127437, 0.216244
us_000470591,0.127437, 0.218100
us_000463361,0.127437, 0.218171
us_000484032,0.127437, 0.219038
us_000476139,0.127437, 0.221026
us_000551842,0.127437, 0.221963
us_000472237,0.127437, 0.222007
us_000371778,0.127437, 0.225334
us_000192546,0.127437, 0.226921
us_000567281,0.127437, 0.227048
us_000472937,0.127437, 0.228083
us_000471793,0.127437, 0.229766
pr_000372328,0.127437, 0.230133
us_000499306,0.127437, 0.230838
us_000485346,0.127437, 0.230838
us_000480876,0.127437, 0.230838
us_000471783,0.127437, 0.231243
us_000546227,0.127437, 0.232158
us_000475553,0.127437, 0.232315
us_000484904,0.127437, 0.232315
us_000493209,0.127437, 0.232315
us_000460070,0.127437, 0.232315
us_000536855,0.127437, 0.235435
us_000552076,0.127437, 0.236069
pr_000748297,0.127437, 0.240485
us_000459017,0.127437, 0.240888
us_000483694,0.127437, 0.241173
us_000483981,0.127437, 0.242050
us_000488955,0.127437, 0.242366
us_000483889,0.127437, 0.244112
us_000493422,0.116726, 0.000001
us_000497497,0.116726, 0.259459
us_000463035,0.116726, 0.284563
us_000468793,0.116726, 0.292601
us_000395417,0.116726, 0.293398
us_000053536,0.116726, 0.299530
us_000468401,0.116726, 0.317533
us_000090931,0.116726, 0.317958
us_000411946,0.116726, 0.325153
us_000484878,0.116726, 0.335891
us_000416832,0.116726, 0.349078
us_000497026,0.116726, 0.349500
us_000528831,0.116726, 0.350709
us_000476169,0.116726, 0.354200
us_000488810,0.116726, 0.355204
us_000511647,0.116726, 0.357383
us_000545734,0.116726, 0.366192
us_000125006,0.116726, 0.369451
us_000516157,0.116726, 0.369998
us_000053375,0.116726, 0.370134
us_000482216,0.116726, 0.372175
us_000503736,0.116726, 0.376057
us_000483813,0.116726, 0.377289
us_000485341,0.116726, 0.378750
us_000487681,0.116726, 0.380380
us_000496145,0.116726, 0.389358
us_000466879,0.116726, 0.389844
us_000460661,0.116726, 0.389936
us_000493566,0.116726, 0.392727
us_000551181,0.116726, 0.394148
us_000500019,0.116726, 0.397935
us_000490168,0.116726, 0.400127
us_000485681,0.116726, 0.409536
us_000539013,0.116726, 0.410250
us_000471342,0.116726, 0.410291
us_000397022,0.116726, 0.422967
us_000486927,0.116726, 0.425423
us_000461261,0.116726, 0.427351
us_000594766,0.116726, 0.427542
us_000500926,0.116726, 0.433414
us_000490238,0.116726, 0.434542
us_000531526,0.116726, 0.434647
us_000550322,0.116726, 0.435699
us_000530761,0.116726, 0.438379
us_000596054,0.116726, 0.445875
us_000512991,0.116726, 0.450898
us_000480404,0.116726, 0.455999
us_000546688,0.116726, 0.570695
us_000460991,0.116726, 0.592277
us_000555671,0.116726, 0.658296
us_000475989,0.116726, 0.822958
us_000597667,0.116726, 1.671043
us_000525648,0.104394, 0.000018
us_000580645,0.104394, 0.000850
us_000552221,0.104394, 0.313783
us_000500994,0.104394, 0.354583
us_000523776,0.104394, 0.376343
us_000524949,0.104394, 0.377026
us_000500933,0.104394, 0.395650
us_000465121,0.104394, 0.405294
us_000484294,0.104394, 0.414184
us_000465617,0.104394, 0.437382
us_000572542,0.104394, 0.455349
us_000534210,0.104394, 0.487742
us_000468881,0.104394, 0.497839
us_000497936,0.104394, 0.515829
us_000093193,0.104394, 0.538477
us_000459275,0.104394, 0.900375
us_000459279,0.104394, 0.937100
pr_000590851,0.091914, 0.000000
pr_001971568,0.091914, 0.000000
pr_002141380,0.091914, 0.000000
pr_000894691,0.091914, 0.000001
pr_001765945,0.091914, 0.000003
pr_001049811,0.091914, 0.000003
pr_000572694,0.091914, 0.000003
pr_001604435,0.091914, 0.000004
pr_001896143,0.091914, 0.000004
pr_002126789,0.091914, 0.000007
pr_001101264,0.091914, 0.000015
pr_000585846,0.091914, 0.000103
pr_000586351,0.091914, 0.000138
us_000576981,0.091914, 0.002055
us_000475413,0.091914, 0.012288
us_000557634,0.091914, 0.050747
us_000433420,0.091914, 0.236406
us_000557197,0.091914, 0.324329
us_000562732,0.091914, 0.338842
us_000505778,0.091914, 0.344500
us_000513333,0.091914, 0.348052
us_000471956,0.091914, 0.351893
us_000045621,0.091914, 0.357302
us_000569749,0.091914, 0.367340
us_000517020,0.091914, 0.368455
us_000471153,0.091914, 0.379475
us_000525805,0.091914, 0.380193
us_000473151,0.091914, 0.382494
us_000464348,0.091914, 0.386567
us_000483605,0.091914, 0.389237
us_000470791,0.091914, 0.391463
us_000483265,0.091914, 0.396875
us_000507220,0.091914, 0.398742
us_000613083,0.091914, 0.403079
us_000558268,0.091914, 0.418273
us_000465999,0.091914, 0.429594
us_000471495,0.091914, 0.432270
us_000504102,0.091914, 0.435962
us_000483983,0.091914, 0.439689
us_000492526,0.091914, 0.442925
us_000510755,0.091914, 0.443356
us_000475045,0.091914, 0.446219
us_000557659,0.091914, 0.450183
us_000486131,0.091914, 0.453268
us_000534917,0.091914, 0.462005
us_000507205,0.091914, 0.468628
us_000569846,0.091914, 0.504350
us_000155943,0.091914, 0.551905
us_000469240,0.091914, 0.579007
us_000246229,0.091914, 0.593221
pr_001011135,0.072653, 0.000162
pr_000977867,0.072653, 0.000633
pr_001044382,0.072653, 0.000722
pr_000718955,0.072653, 0.000813
pr_001002342,0.072653, 0.000819
us_000131151,0.072653, 0.618121
us_000220133,0.072653, 0.792307
us_000523649,0.072653, 0.856697
us_000510030,0.072653, 0.858271
us_000494356,0.072653, 0.862214
us_000468169,0.072653, 0.895392
us_000503113,0.072653, 0.901606
us_000128005,0.072653, 0.916654
us_000297228,0.072653, 0.923157
us_000470636,0.072653, 0.936629
us_000139617,0.072653, 0.943334
us_000470612,0.072653, 0.988801
us_000139464,0.072653, 0.999346
us_000470533,0.072653, 1.033729
us_000466911,0.072653, 1.079043
us_000469064,0.065631, 0.000001
us_000536538,0.065631, 0.000008
us_000603876,0.065631, 0.000040
us_000575325,0.065631, 0.000153
us_000483455,0.065631, 0.003227
pr_000820933,0.065631, 0.165445
us_000480028,0.065631, 0.166351
us_000522515,0.065631, 0.167119
us_000544681,0.065631, 0.168733
us_000532824,0.065631, 0.169643
us_000605324,0.065631, 0.170098
us_000476302,0.065631, 0.170433
us_000567132,0.065631, 0.170433
us_000522429,0.065631, 0.170636
pr_000910262,0.065631, 0.171266
us_000518301,0.065631, 0.174501
us_000460584,0.065631, 0.175339
us_000593737,0.065631, 0.176475
pr_000968389,0.065631, 0.178167
us_000532540,0.065631, 0.178774
us_000519424,0.065631, 0.178774
us_000502156,0.065631, 0.196402
us_000504498,0.065631, 0.196402
us_000487808,0.065631, 0.197325
us_000577831,0.065631, 0.198031
us_000551135,0.065631, 0.198612
us_000484895,0.065631, 0.198612
us_000480097,0.065631, 0.198612
us_000504523,0.065631, 0.198612
us_000488972,0.065631, 0.199061
us_000513433,0.065631, 0.218420
us_000540729,0.065631, 0.226172
pr_001120587,0.037409, 0.000000
pr_001809337,0.037409, 0.000000
pr_001772432,0.037409, 0.000010
us_000474848,0.037409, 0.002798
us_000464525,0.037409, 0.005011
us_000474952,0.037409, 0.398992
us_000461310,0.037409, 0.414048
us_000478168,0.037409, 0.417614
us_000474835,0.037409, 0.424428
us_000169467,0.037409, 0.426351
us_000470602,0.037409, 0.430997
us_000471383,0.037409, 0.433371
us_000467535,0.037409, 0.459470
us_000473761,0.037409, 0.466597
us_000480368,0.037409, 0.468172
us_000467428,0.037409, 0.468172
us_000464391,0.037409, 0.468172
us_000486457,0.037409, 0.470469
us_000482702,0.037409, 0.474673
us_000233053,0.037409, 0.479290
us_000468759,0.037409, 0.480138
us_000471343,0.037409, 0.484374
us_000489385,0.037409, 0.484375
us_000473126,0.037409, 0.484375
us_000471360,0.037409, 0.486459
us_000048381,0.037409, 0.486544
us_000471292,0.037409, 0.489244
us_000466787,0.037409, 0.490041
us_000465935,0.037409, 0.490158
us_000326382,0.037409, 0.490158
us_000461744,0.037409, 0.490158
us_000475848,0.037409, 0.492172
us_000469388,0.037409, 0.492404
us_000312449,0.037409, 0.492730
us_000465900,0.037409, 0.492959
us_000490737,0.037409, 0.492959
us_000493239,0.037409, 0.493637
us_000490738,0.037409, 0.493637
us_000490051,0.037409, 0.493874
