Product ID : 1036 JPs covered : 198 : Corporate Finance, 
us_000573850,0.111750, 0.000063
us_000461304,0.111750, 0.000088
pr_000904856,0.111750, 0.000102
pr_000101704,0.111750, 0.000179
us_000556827,0.111750, 0.000208
us_000554934,0.111750, 0.000518
pr_000097396,0.111750, 0.000537
us_000529131,0.111750, 0.003941
us_000584861,0.111750, 0.009091
us_000474753,0.111750, 0.015730
us_000540395,0.111750, 0.642360
us_000583922,0.111750, 0.668397
us_000475640,0.111750, 0.717881
us_000001563,0.111750, 0.745938
us_000198696,0.111750, 0.893182
us_000573438,0.111750, 1.538513
us_000553041,0.068016, 0.000000
us_000552308,0.068016, 0.000000
pr_001644419,0.068016, 0.000000
us_000534668,0.068016, 0.000000
us_000552103,0.068016, 0.000000
us_000567680,0.068016, 0.000000
us_000552105,0.068016, 0.000000
us_000567686,0.068016, 0.000000
us_000534696,0.068016, 0.000000
us_000571706,0.068016, 0.000000
us_000553099,0.068016, 0.000000
us_000503598,0.068016, 0.000000
us_000504446,0.068016, 0.000000
us_000528890,0.068016, 0.000000
us_000523009,0.068016, 0.000000
us_000555385,0.068016, 0.000000
us_000498541,0.068016, 0.000000
us_000498930,0.068016, 0.000000
us_000489506,0.068016, 0.000000
us_000498444,0.068016, 0.000000
pr_000888948,0.068016, 0.000002
pr_000594926,0.068016, 0.000002
pr_001071050,0.068016, 0.000003
pr_000837717,0.068016, 0.000004
pr_001070843,0.068016, 0.000007
pr_001111011,0.068016, 0.000010
pr_001816886,0.068016, 0.000010
pr_000945480,0.068016, 0.000017
pr_000737528,0.068016, 0.000019
pr_001671998,0.068016, 0.000020
pr_000563130,0.068016, 0.000028
pr_001705915,0.068016, 0.000039
us_000606569,0.068016, 0.000044
us_000599477,0.068016, 0.000112
us_000460541,0.068016, 0.000675
us_000478077,0.068016, 0.000705
us_000536994,0.068016, 0.000879
us_000542906,0.068016, 0.000909
us_000503156,0.068016, 0.001068
us_000475086,0.068016, 0.001075
us_000514786,0.068016, 0.001088
us_000496794,0.068016, 0.001132
us_000594844,0.068016, 0.001325
us_000550677,0.068016, 0.001611
us_000498933,0.068016, 0.001893
us_000478617,0.068016, 0.001925
us_000577298,0.068016, 0.002137
us_000497079,0.068016, 0.002565
us_000516751,0.068016, 0.002677
us_000478183,0.068016, 0.003127
us_000542089,0.068016, 0.003305
us_000501803,0.068016, 0.003769
us_000614369,0.068016, 0.004512
us_000505246,0.068016, 0.006259
us_000499614,0.068016, 0.007320
us_000542579,0.068016, 0.009862
us_000483650,0.068016, 0.010035
us_000477095,0.068016, 0.010301
us_000566346,0.068016, 0.010845
us_000562589,0.068016, 0.015323
us_000475890,0.068016, 0.015475
us_000565017,0.068016, 0.017221
us_000582549,0.068016, 0.018585
us_000546377,0.068016, 0.021337
us_000575308,0.068016, 0.026354
us_000469801,0.068016, 0.030733
us_000538390,0.068016, 0.031518
us_000463636,0.068016, 0.034271
us_000587536,0.068016, 0.065471
us_000314503,0.068016, 0.127623
us_000529455,0.068016, 6.773587
us_000587547,0.068016, 8.514680
