Product ID : 2067 # of JPs covered : 1 : 143 : Trademarks, 
OID,Confidence at Map Node,Error at Map Node
pr_002143260,0.273280, 0.000409
pr_000389386,0.273280, 0.000417
pr_001415102,0.273280, 0.000438
pr_000561271,0.273280, 0.000467
pr_000701713,0.273280, 0.000485
us_000585994,0.273280, 0.000488
pr_000519251,0.273280, 0.000583
pr_000515728,0.273280, 0.000608
pr_000569832,0.273280, 0.000674
pr_000910220,0.273280, 0.000714
pr_000569279,0.273280, 0.000717
pr_000374175,0.273280, 0.000798
pr_000652936,0.273280, 0.000855
pr_000369062,0.273280, 0.000860
pr_000653620,0.273280, 0.000915
pr_000633829,0.273280, 0.001011
pr_001008410,0.273280, 0.001118
pr_001389036,0.273280, 0.001157
pr_000653271,0.273280, 0.001189
pr_000645717,0.273280, 0.001239
pr_000637010,0.273280, 0.001360
pr_000622467,0.273280, 0.001365
pr_000723428,0.273280, 0.001403
pr_001068189,0.273280, 0.001476
pr_000171935,0.273280, 0.001705
us_000596922,0.273280, 0.001713
pr_000977307,0.273280, 0.001752
pr_000890778,0.273280, 0.001893
us_000593823,0.273280, 0.003196
us_000581928,0.273280, 0.003196
us_000607318,0.273280, 0.003196
us_000615194,0.273280, 0.003196
us_000614955,0.273280, 0.003196
pr_000578032,0.273280, 0.003710
pr_001590071,0.273280, 0.003954
us_000614701,0.273280, 0.004132
pr_000654362,0.273280, 0.009181
pr_000293366,0.273280, 0.011406
us_000519720,0.273280, 0.014063
pr_002056627,0.273280, 0.023504
us_000496846,0.273280, 0.243199
us_000501128,0.273280, 0.265260
us_000490474,0.273280, 0.266079
us_000523163,0.273280, 0.273834
us_000556798,0.273280, 0.284108
us_000556823,0.273280, 0.284368
us_000555089,0.273280, 0.295386
us_000488102,0.273280, 0.299536
us_000488031,0.273280, 0.303727
us_000514080,0.273280, 0.309955
us_000500008,0.273280, 0.315585
us_000464217,0.273280, 0.323198
us_000505209,0.273280, 0.324219
us_000556879,0.273280, 0.330500
us_000480917,0.273280, 0.334730
us_000516964,0.273280, 0.341030
us_000555155,0.273280, 0.342719
us_000493088,0.273280, 0.349664
us_000474856,0.273280, 0.374334
us_000471188,0.273280, 0.379894
us_000474895,0.273280, 0.379918
us_000556704,0.273280, 0.380810
us_000555864,0.273280, 0.387454
us_000538681,0.273280, 0.387912
us_000556706,0.273280, 0.388166
us_000556703,0.273280, 0.388166
us_000555853,0.273280, 0.393552
us_000543558,0.273280, 0.395219
us_000556840,0.273280, 0.395377
us_000520319,0.273280, 0.396224
us_000556880,0.273280, 0.398832
us_000556159,0.273280, 0.398832
us_000556882,0.273280, 0.398832
us_000556876,0.273280, 0.398832
us_000502883,0.273280, 0.426262
us_000472849,0.273280, 0.461620
us_000500290,0.273280, 0.505524
us_000393917,0.273280, 0.644688
us_000541336,0.273280, 0.693412
us_000512172,0.273280, 0.998924
us_000510397,0.273280, 1.244881
us_000499040,0.273280, 1.535632
us_000466760,0.273280, 2.588875
pr_000923413,0.264128, 0.000000
pr_000725296,0.264128, 0.000000
pr_000965777,0.264128, 0.000000
pr_001597070,0.264128, 0.000000
pr_000763996,0.264128, 0.000000
pr_000975523,0.264128, 0.000000
pr_000632848,0.264128, 0.000000
pr_002053789,0.264128, 0.000000
pr_000661919,0.264128, 0.000000
us_000460927,0.264128, 0.000000
pr_000670908,0.264128, 0.000000
pr_001050898,0.264128, 0.000001
us_000533373,0.264128, 0.000001
pr_000973509,0.264128, 0.000010
us_000477910,0.264128, 0.000013
pr_000234491,0.264128, 0.000051
us_000570100,0.264128, 0.000136
pr_000728580,0.264128, 0.000157
pr_001114912,0.264128, 0.000245
us_000545585,0.264128, 0.000401
us_000605551,0.264128, 0.001122
pr_000762028,0.264128, 0.001433
pr_001010790,0.264128, 0.003756
pr_000742443,0.264128, 0.004483
us_000472245,0.264128, 0.006576
us_000523295,0.264128, 0.007705
us_000521455,0.264128, 0.016583
us_000469675,0.264128, 0.030151
us_000467454,0.264128, 0.273346
us_000490244,0.264128, 0.322381
us_000495745,0.264128, 0.331836
us_000475641,0.264128, 0.345236
us_000460240,0.264128, 0.442190
us_000469371,0.264128, 0.570976
us_000613964,0.255878, 0.000127
us_000477415,0.255878, 0.016255
us_000526025,0.255878, 0.268444
pr_001150934,0.255277, 0.000002
pr_001677277,0.255277, 0.000010
us_000530885,0.255277, 0.000179
us_000468425,0.255277, 0.084166
us_000541906,0.255277, 0.137566
us_000568524,0.255277, 0.138199
us_000471200,0.255277, 0.139965
us_000580893,0.255277, 0.142337
us_000601015,0.255277, 0.150028
us_000595884,0.255277, 0.170779
us_000548201,0.255277, 0.171064
us_000525826,0.255277, 0.172028
us_000571883,0.255277, 0.174048
us_000508688,0.255277, 0.179646
us_000546713,0.255277, 0.179903
us_000525218,0.255277, 0.182411
us_000533482,0.255277, 0.185087
us_000525359,0.255277, 0.186022
us_000616791,0.255277, 0.187304
us_000542021,0.255277, 0.187511
us_000483755,0.255277, 0.188173
us_000541794,0.255277, 0.188633
us_000522242,0.255277, 0.194086
us_000530612,0.255277, 0.197140
us_000579200,0.255277, 0.200522
us_000608429,0.255277, 0.206244
us_000548256,0.255277, 0.217709
us_000530743,0.255277, 0.229778
us_000592137,0.255277, 0.231128
us_000603595,0.255277, 0.231148
us_000600855,0.255277, 0.231294
us_000593595,0.255277, 0.232250
us_000492093,0.255277, 0.233038
us_000593477,0.255277, 0.241396
us_000484306,0.255277, 0.252962
us_000578557,0.255277, 0.336140
us_000589868,0.251254, 0.000573
us_000581194,0.251254, 0.000985
us_000605979,0.251254, 0.001303
us_000529688,0.251254, 0.004080
us_000474560,0.251254, 0.043103
us_000081896,0.251254, 0.061477
us_000482317,0.251254, 0.073847
us_000394546,0.251254, 0.078464
us_000510423,0.251254, 0.082770
us_000512021,0.251254, 0.084527
us_000558228,0.251254, 0.084634
us_000535612,0.251254, 0.091458
us_000512206,0.251254, 0.095902
us_000595095,0.251254, 0.106171
us_000546455,0.251254, 0.106371
us_000516612,0.251254, 0.148674
us_000166224,0.251254, 0.150677
us_000494230,0.251254, 0.152583
us_000582926,0.251254, 0.152667
us_000517008,0.251254, 0.152716
us_000526827,0.251254, 0.156489
us_000521525,0.251254, 0.156489
us_000615105,0.251254, 0.160790
us_000615694,0.251254, 0.166110
us_000581547,0.251254, 0.189375
us_000494347,0.251254, 0.196541
us_000535493,0.251254, 0.246840
us_000469677,0.243575, 0.000000
us_000491407,0.243575, 0.000000
pr_000574643,0.243575, 0.000008
pr_000079013,0.243575, 0.001540
us_000482319,0.243575, 0.109065
us_000490505,0.243575, 0.159905
us_000528724,0.243575, 0.198724
us_000482513,0.243575, 0.268919
pr_000782686,0.221838, 0.000000
pr_001828335,0.221838, 0.000000
pr_000611474,0.221838, 0.000004
us_000528405,0.221838, 0.000948
us_000521569,0.221838, 0.002615
us_000534848,0.221838, 0.579253
us_000577273,0.221838, 0.615424
us_000577270,0.221838, 0.622985
us_000577274,0.221838, 0.625178
us_000581189,0.221838, 0.632361
us_000577103,0.221838, 0.632721
us_000514439,0.221838, 0.635254
us_000534788,0.221838, 0.650609
us_000597735,0.221838, 0.653981
us_000534526,0.221838, 0.674422
us_000597499,0.221838, 0.698874
us_000599103,0.221838, 0.881177
us_000486347,0.220291, 0.026023
us_000345519,0.220291, 0.026031
us_000227132,0.220291, 0.026929
us_000476357,0.220291, 0.026929
us_000463182,0.220291, 0.027757
us_000474561,0.220291, 0.029364
us_000509631,0.220291, 0.035235
us_000525286,0.220291, 0.039629
us_000490120,0.220291, 0.039629
us_000595127,0.220291, 0.039867
us_000542106,0.220291, 0.040243
us_000431032,0.220291, 0.041355
us_000477325,0.220291, 0.041731
us_000488630,0.220291, 0.041731
us_000458811,0.220291, 0.058177
pr_000212724,0.220291, 0.074453
pr_000981845,0.220291, 0.076413
pr_000984400,0.220291, 0.077169
pr_000206813,0.220291, 0.078425
pr_000923322,0.220291, 0.078425
pr_001000558,0.220291, 0.078425
pr_001077705,0.220291, 0.079076
pr_000990506,0.220291, 0.079170
pr_000486868,0.220291, 0.079747
pr_000975080,0.220291, 0.080454
pr_000730689,0.220291, 0.080454
pr_001015700,0.220291, 0.080454
pr_000204980,0.220291, 0.080454
pr_000947580,0.220291, 0.080454
pr_001038198,0.220291, 0.081199
pr_000200353,0.220291, 0.081199
pr_000200506,0.220291, 0.081199
pr_001392816,0.220291, 0.081199
pr_001094912,0.220291, 0.081199
pr_000210673,0.220291, 0.081199
pr_000198354,0.220291, 0.081199
pr_000971183,0.220291, 0.081199
pr_000205836,0.220291, 0.081199
pr_000955734,0.220291, 0.081199
pr_000919863,0.220291, 0.081199
pr_000299659,0.220291, 0.081199
pr_000995429,0.220291, 0.081199
pr_001002098,0.220291, 0.081250
pr_000732878,0.214734, 0.000000
pr_000851804,0.214734, 0.000000
pr_001145099,0.214734, 0.000000
us_000501939,0.199425, 0.000000
pr_000926345,0.199425, 0.000000
pr_000930388,0.199425, 0.000000
pr_000947371,0.199425, 0.000000
pr_000927417,0.199425, 0.000000
pr_000956623,0.199425, 0.000000
pr_000926425,0.199425, 0.000000
pr_000499665,0.199425, 0.000005
pr_000134681,0.199425, 0.000016
pr_000581788,0.199425, 0.000016
pr_000450421,0.199425, 0.000016
pr_000401384,0.199425, 0.000016
pr_000555500,0.199425, 0.000050
pr_000581177,0.199425, 0.000053
us_000527164,0.199425, 0.000091
pr_000400557,0.199425, 0.000214
pr_000428565,0.199425, 0.000260
pr_000269041,0.199425, 0.000533
pr_000274690,0.199425, 0.001185
us_000489300,0.199425, 0.001361
us_000506466,0.199425, 0.166355
us_000482298,0.199425, 0.211967
us_000523547,0.199425, 0.219917
us_000573401,0.199425, 0.270308
us_000502842,0.197276, 0.075812
us_000038637,0.197276, 0.121601
us_000487733,0.197276, 0.124542
us_000568269,0.197276, 0.124599
us_000486649,0.197276, 0.132396
us_000600542,0.197276, 0.134470
us_000532516,0.197276, 0.143920
us_000511114,0.197276, 0.144790
us_000521500,0.197276, 0.145573
us_000517139,0.197276, 0.152226
us_000543624,0.197276, 0.155170
us_000562787,0.197276, 0.159953
us_000582927,0.197276, 0.167685
us_000581680,0.197276, 0.186737
us_000615590,0.197276, 0.190203
us_000615537,0.197276, 0.190253
us_000518765,0.197276, 0.190253
us_000611837,0.197276, 0.193754
us_000292032,0.197276, 0.195854
us_000518766,0.197276, 0.197529
us_000482759,0.197276, 0.449302
pr_000184307,0.167304, 0.000000
us_000531326,0.167304, 0.000001
us_000529996,0.167304, 0.000001
pr_000805957,0.167304, 0.000001
us_000593370,0.167304, 0.000169
us_000546418,0.167304, 0.000320
us_000546420,0.167304, 0.000320
us_000602428,0.167304, 0.001208
us_000595454,0.167304, 0.001267
us_000604274,0.167304, 0.001337
us_000598743,0.167304, 0.002490
us_000564421,0.167304, 0.003357
us_000548297,0.167304, 0.004427
us_000589558,0.167304, 0.006242
us_000542002,0.167304, 0.141152
us_000548172,0.167304, 0.144244
us_000546436,0.167304, 0.189237
us_000546435,0.167304, 0.193461
us_000563909,0.167304, 0.195175
us_000585000,0.167304, 0.509238
pr_001077642,0.162956, 0.000000
us_000574562,0.162956, 0.000001
us_000616958,0.162956, 0.000013
pr_000751088,0.162956, 0.000032
us_000533303,0.162956, 0.021294
us_000543811,0.162956, 0.075469
us_000565539,0.162956, 0.090708
us_000515943,0.162956, 0.105336
us_000553146,0.162956, 0.109862
us_000544845,0.162956, 0.127667
us_000544911,0.162956, 0.131621
us_000577663,0.162956, 0.133110
us_000585508,0.162956, 0.151020
us_000513318,0.162956, 0.157793
us_000529143,0.162956, 0.157818
us_000514781,0.162956, 0.167616
us_000526896,0.162956, 0.177113
us_000515562,0.162956, 0.178572
us_000515667,0.162956, 0.179215
us_000518396,0.162956, 0.185402
us_000533488,0.162956, 0.189173
us_000562382,0.162956, 0.204388
us_000513308,0.162956, 0.217652
us_000605664,0.162956, 0.233663
us_000577977,0.162956, 0.234109
us_000609268,0.162956, 0.238201
us_000607509,0.162956, 0.248595
us_000477394,0.162956, 0.251358
us_000475251,0.162956, 0.259892
us_000597355,0.162956, 0.372823
us_000488979,0.144165, 0.000000
us_000576209,0.120800, 0.000141
us_000567770,0.120800, 0.001596
us_000463250,0.120800, 0.050371
us_000614516,0.120800, 0.051023
us_000482240,0.120800, 0.057326
us_000611465,0.120800, 0.066555
us_000490521,0.120800, 0.066939
us_000597505,0.120800, 0.067234
us_000613961,0.120800, 0.071690
us_000049326,0.120800, 0.072744
us_000553854,0.120800, 0.075653
us_000506536,0.120800, 0.076495
us_000593120,0.120800, 0.078202
us_000552188,0.120800, 0.080194
us_000542662,0.120800, 0.104690
us_000598756,0.120800, 0.109084
us_000577374,0.120800, 0.112114
us_000577327,0.120800, 0.112222
us_000593504,0.120800, 0.113784
us_000612609,0.120800, 0.113797
us_000598605,0.120800, 0.114055
us_000519337,0.120800, 0.115376
us_000514430,0.120800, 0.117433
us_000599040,0.120800, 0.120944
us_000614105,0.120800, 0.121379
us_000584100,0.120800, 0.121652
us_000583868,0.120800, 0.126554
us_000584212,0.120800, 0.126995
us_000542768,0.120800, 0.129066
us_000532406,0.120800, 0.129072
us_000577251,0.120800, 0.129597
us_000516861,0.120800, 0.130748
us_000551313,0.120800, 0.131521
us_000523051,0.120800, 0.132403
us_000522937,0.120800, 0.132403
us_000522916,0.120800, 0.132403
us_000593510,0.120800, 0.136466
us_000582315,0.120800, 0.142065
us_000558194,0.120800, 0.164479
us_000490952,0.120800, 0.177022
us_000578192,0.120800, 0.182054
us_000517357,0.120800, 0.212928
us_000535158,0.120800, 0.239093
us_000478066,0.120800, 0.475221
us_000581811,0.120800, 0.847317
us_000500216,0.119154, 0.000000
us_000493998,0.119154, 0.000000
us_000489839,0.119154, 0.000000
us_000606034,0.119154, 0.000000
us_000206077,0.119154, 0.000000
us_000494662,0.119154, 0.000000
us_000558765,0.119154, 0.000000
us_000039527,0.119154, 0.009916
us_000459557,0.119154, 0.012173
us_000543912,0.119154, 0.017933
us_000529896,0.119154, 0.026606
us_000543699,0.119154, 0.026905
us_000485853,0.119154, 0.026930
us_000601112,0.119154, 0.027469
us_000365857,0.119154, 0.027535
us_000596228,0.119154, 0.027558
us_000524957,0.119154, 0.027769
us_000590374,0.119154, 0.027893
us_000474625,0.119154, 0.028652
us_000461042,0.119154, 0.028699
us_000557887,0.119154, 0.028828
us_000460779,0.119154, 0.030835
us_000490015,0.119154, 0.036474
us_000511676,0.119154, 0.041167
us_000512191,0.119154, 0.041167
us_000481779,0.119154, 0.042587
us_000467880,0.119154, 0.043430
us_000460170,0.119154, 0.044035
us_000461525,0.119154, 0.044035
us_000496877,0.119154, 0.044035
us_000457150,0.119154, 0.046652
us_000482885,0.119154, 0.079290
us_000559270,0.119154, 0.202886
us_000469800,0.119154, 0.606272
us_000500035,0.117857, 0.251463
us_000486955,0.117857, 0.281835
us_000494645,0.117857, 0.286789
us_000495396,0.117857, 0.290392
us_000493802,0.117857, 0.424815
us_000491153,0.117857, 0.429205
us_000591683,0.116333, 0.000003
us_000472799,0.116333, 0.040097
us_000500137,0.116333, 0.040539
us_000511744,0.116333, 0.041572
us_000534394,0.116333, 0.045773
us_000514637,0.116333, 0.049002
us_000541639,0.116333, 0.061736
us_000473755,0.116333, 0.062284
us_000474120,0.116333, 0.062475
us_000523137,0.116333, 0.065468
us_000543346,0.116333, 0.071257
us_000573999,0.116333, 0.075342
us_000527477,0.116333, 0.076539
us_000315423,0.116333, 0.083395
us_000579495,0.116333, 0.099507
us_000567395,0.116333, 0.108414
us_000533674,0.116333, 0.108730
us_000543460,0.116333, 0.108995
us_000525876,0.116333, 0.109502
us_000461206,0.116333, 0.109589
us_000588547,0.116333, 0.111631
us_000535842,0.116333, 0.111654
us_000549370,0.116333, 0.116744
us_000567627,0.116333, 0.118023
us_000513045,0.116333, 0.118944
us_000126952,0.116333, 0.124471
us_000538704,0.116333, 0.124868
us_000588552,0.116333, 0.126200
us_000536055,0.116333, 0.127300
us_000568268,0.116333, 0.128263
us_000557759,0.116333, 0.137209
us_000520253,0.116333, 0.179861
us_000122617,0.116333, 0.186607
us_000455672,0.116333, 0.198981
pr_001988985,0.113909, 0.000000
pr_000581151,0.113909, 0.000000
us_000598521,0.113909, 0.001801
us_000551923,0.113909, 0.025375
us_000522354,0.113909, 0.160303
us_000544996,0.113909, 0.180875
us_000515626,0.113909, 0.180888
us_000515440,0.113909, 0.180888
us_000540378,0.113909, 0.183039
us_000533525,0.113909, 0.185451
us_000531628,0.113909, 0.201433
us_000540351,0.113909, 0.202476
us_000525825,0.113909, 0.205590
us_000548868,0.113909, 0.294932
pr_000904225,0.108492, 0.000001
pr_000184996,0.108492, 0.000001
pr_000609611,0.108492, 0.000001
us_000599521,0.108492, 0.000067
us_000615622,0.108492, 0.000067
pr_000599373,0.108492, 0.000147
us_000568151,0.108492, 0.000488
us_000528865,0.108492, 0.001810
us_000584304,0.108492, 0.001916
us_000489245,0.108492, 0.031606
us_000467903,0.108492, 0.072654
us_000571614,0.108492, 0.080609
us_000542151,0.108492, 0.080821
us_000595433,0.108492, 0.083062
us_000522909,0.108492, 0.087842
us_000600140,0.108492, 0.088130
us_000595725,0.108492, 0.091140
us_000508979,0.108492, 0.091149
us_000595823,0.108492, 0.091310
us_000500573,0.108492, 0.094771
us_000541585,0.108492, 0.097860
us_000186245,0.108492, 0.098526
us_000186383,0.108492, 0.100655
us_000500980,0.108492, 0.102166
us_000543973,0.108492, 0.105389
us_000526649,0.108492, 0.110657
us_000473039,0.108492, 0.113804
us_000543503,0.108492, 0.115093
us_000542115,0.108492, 0.127306
us_000465291,0.108492, 0.127738
us_000179001,0.108492, 0.130908
us_000518688,0.108492, 0.131818
us_000540119,0.108492, 0.138469
us_000495059,0.108492, 0.139079
us_000590162,0.108492, 0.144160
us_000541820,0.108492, 0.146123
us_000591809,0.108492, 0.146367
us_000584354,0.108492, 0.146667
us_000590190,0.108492, 0.147028
us_000466979,0.108492, 0.147767
us_000269872,0.108492, 0.148980
us_000560983,0.108492, 0.149839
us_000493862,0.108492, 0.151786
us_000526723,0.108492, 0.151794
us_000564726,0.108492, 0.157065
us_000522915,0.108492, 0.161337
us_000123507,0.108492, 0.167590
us_000273383,0.108492, 0.170077
us_000278155,0.108492, 0.173886
us_000484248,0.108492, 0.175266
us_000520395,0.108492, 0.185675
us_000472788,0.108492, 0.192192
us_000585320,0.108492, 0.235538
us_000559286,0.108492, 0.258128
us_000595495,0.108492, 0.287550
us_000551897,0.108492, 0.318627
us_000465164,0.108492, 0.327416
us_000591612,0.108492, 0.333630
us_000561597,0.108492, 0.536799
us_000475576,0.108492, 0.753926
us_000496148,0.102674, 0.000000
us_000581159,0.102674, 0.000002
us_000576210,0.102674, 0.000026
us_000464272,0.102674, 0.002070
us_000617531,0.102674, 0.002860
us_000532468,0.102674, 0.003814
us_000466604,0.102674, 0.005834
us_000568141,0.102674, 0.005835
us_000525391,0.102674, 0.006141
us_000617390,0.102674, 0.123641
us_000525043,0.102674, 0.133283
us_000068563,0.102674, 0.134613
us_000483251,0.102674, 0.141586
us_000474248,0.102674, 0.143189
us_000571256,0.102674, 0.146341
us_000599278,0.102674, 0.146829
us_000568243,0.102674, 0.155831
us_000557518,0.102674, 0.158327
us_000617388,0.102674, 0.158766
us_000539448,0.102674, 0.159548
us_000556991,0.102674, 0.160492
us_000533445,0.102674, 0.160615
us_000556588,0.102674, 0.162573
us_000556260,0.102674, 0.162883
us_000532953,0.102674, 0.163553
us_000556055,0.102674, 0.168646
us_000508940,0.102674, 0.169566
us_000499973,0.102674, 0.169572
us_000575937,0.102674, 0.171209
us_000483071,0.102674, 0.171303
us_000506564,0.102674, 0.171744
us_000577027,0.102674, 0.172316
us_000514091,0.102674, 0.173919
us_000488699,0.102674, 0.174299
us_000533187,0.102674, 0.175531
us_000532660,0.102674, 0.187305
us_000510119,0.102674, 0.187546
us_000561360,0.102674, 0.189728
us_000568124,0.102674, 0.190608
us_000499318,0.102674, 0.192133
us_000550462,0.102674, 0.194919
us_000576445,0.102674, 0.199842
us_000564510,0.102674, 0.200785
us_000594941,0.102674, 0.201783
us_000592953,0.102674, 0.203639
us_000576805,0.102674, 0.204045
us_000544269,0.102674, 0.204444
us_000544910,0.102674, 0.205549
us_000508920,0.102674, 0.206052
us_000574739,0.102674, 0.206488
us_000551294,0.102674, 0.206584
us_000544920,0.102674, 0.206584
us_000515734,0.102674, 0.206584
us_000544927,0.102674, 0.206584
us_000533547,0.102674, 0.206584
us_000544921,0.102674, 0.206736
us_000512272,0.102674, 0.207836
us_000477707,0.102674, 0.207858
us_000489789,0.102674, 0.209063
us_000570950,0.102674, 0.209719
us_000569112,0.102674, 0.209810
us_000597908,0.102674, 0.210211
us_000579912,0.102674, 0.210216
us_000533529,0.102674, 0.210380
us_000480654,0.102674, 0.211387
us_000538396,0.102674, 0.211604
us_000579384,0.102674, 0.212123
us_000556194,0.102674, 0.212536
us_000569770,0.102674, 0.212709
us_000515372,0.102674, 0.212756
us_000551609,0.102674, 0.212756
us_000532016,0.102674, 0.212756
us_000533534,0.102674, 0.212756
us_000539098,0.102674, 0.212756
us_000533531,0.102674, 0.212756
us_000533543,0.102674, 0.212756
us_000515565,0.102674, 0.213601
us_000504685,0.102674, 0.213920
us_000599351,0.102674, 0.214005
us_000532785,0.102674, 0.214912
us_000594940,0.102674, 0.215604
us_000529517,0.102674, 0.218571
us_000541533,0.102674, 0.220557
us_000597923,0.102674, 0.220847
us_000531820,0.102674, 0.221194
us_000536543,0.102674, 0.224296
us_000532603,0.102674, 0.224716
us_000514350,0.102674, 0.225416
us_000518371,0.102674, 0.234345
us_000551645,0.102674, 0.235400
us_000485939,0.102674, 0.236991
us_000571137,0.102674, 0.237112
us_000509565,0.102674, 0.237514
us_000527501,0.102674, 0.238953
us_000474207,0.102674, 0.240306
us_000557468,0.102674, 0.242738
us_000597808,0.102674, 0.242887
us_000598052,0.102674, 0.243781
us_000556290,0.102674, 0.248440
us_000547937,0.102674, 0.249625
us_000525839,0.102674, 0.265185
us_000561547,0.102674, 0.268075
us_000494734,0.102674, 0.270205
us_000529112,0.102674, 0.270850
us_000568947,0.102674, 0.271576
us_000551643,0.102674, 0.284436
us_000512518,0.102674, 0.289409
us_000478084,0.102674, 0.290463
us_000552333,0.102674, 0.299558
us_000503817,0.102674, 0.307986
us_000513321,0.102674, 0.321853
us_000576475,0.102674, 0.397977
us_000490329,0.102674, 0.571508
us_000581095,0.102674, 0.682128
us_000493916,0.102674, 1.044683
pr_000602099,0.095338, 0.000000
pr_001601675,0.095338, 0.000000
us_000590476,0.095338, 0.000016
us_000590482,0.095338, 0.000029
pr_001836258,0.095338, 0.000050
us_000596941,0.095338, 0.000098
us_000598117,0.095338, 0.000098
us_000565422,0.095338, 0.000148
us_000547688,0.095338, 0.000153
us_000613530,0.095338, 0.000220
us_000598364,0.095338, 0.000261
pr_001666265,0.095338, 0.000314
pr_001832269,0.095338, 0.000314
us_000614405,0.095338, 0.000504
us_000599093,0.095338, 0.000546
us_000595155,0.095338, 0.000716
us_000612156,0.095338, 0.000881
us_000612452,0.095338, 0.032255
us_000519326,0.095338, 0.037038
us_000483777,0.095338, 0.037379
us_000506520,0.095338, 0.038497
us_000046031,0.095338, 0.040814
us_000478574,0.095338, 0.041150
us_000611535,0.095338, 0.041400
us_000578313,0.095338, 0.042292
us_000595177,0.095338, 0.044871
us_000534432,0.095338, 0.050360
us_000556687,0.095338, 0.050959
us_000611384,0.095338, 0.051326
us_000528477,0.095338, 0.053249
us_000506500,0.095338, 0.053249
us_000529857,0.095338, 0.053478
us_000548048,0.095338, 0.053478
us_000464545,0.095338, 0.053489
us_000507629,0.095338, 0.053519
us_000490623,0.095338, 0.053941
us_000568117,0.095338, 0.054025
us_000557877,0.095338, 0.054665
us_000518034,0.095338, 0.055380
us_000542576,0.095338, 0.055400
us_000528479,0.095338, 0.058150
us_000518487,0.095338, 0.058751
us_000552501,0.095338, 0.059537
us_000459163,0.095338, 0.060269
us_000474480,0.095338, 0.060506
us_000585087,0.095338, 0.060576
us_000543714,0.095338, 0.061393
us_000519683,0.095338, 0.061944
us_000552236,0.095338, 0.062951
us_000474585,0.095338, 0.063178
us_000509346,0.095338, 0.063221
us_000552193,0.095338, 0.065802
us_000516592,0.095338, 0.065862
us_000526958,0.095338, 0.066404
us_000544065,0.095338, 0.066848
us_000516431,0.095338, 0.067851
us_000490206,0.095338, 0.067863
us_000552189,0.095338, 0.073386
us_000509629,0.095338, 0.073458
us_000529772,0.095338, 0.077330
us_000516092,0.095338, 0.078340
us_000595164,0.095338, 0.079175
us_000518946,0.095338, 0.079460
us_000498024,0.095338, 0.079523
us_000543806,0.095338, 0.082494
us_000526957,0.095338, 0.087416
us_000481013,0.095338, 0.089136
us_000481420,0.095338, 0.090715
us_000547960,0.095338, 0.091982
us_000611962,0.095338, 0.093639
us_000464495,0.095338, 0.093931
us_000481887,0.095338, 0.094820
us_000526875,0.095338, 0.094969
us_000593552,0.095338, 0.095234
us_000552325,0.095338, 0.096484
us_000526834,0.095338, 0.096850
us_000518187,0.095338, 0.097551
us_000585416,0.095338, 0.097675
us_000590088,0.095338, 0.097979
us_000520387,0.095338, 0.098298
us_000552321,0.095338, 0.098394
us_000552324,0.095338, 0.098394
us_000552323,0.095338, 0.098394
us_000551475,0.095338, 0.098394
us_000595096,0.095338, 0.098465
us_000546439,0.095338, 0.099391
us_000520922,0.095338, 0.099391
us_000546417,0.095338, 0.099391
us_000546414,0.095338, 0.099391
us_000529010,0.095338, 0.099391
us_000520837,0.095338, 0.099391
us_000546416,0.095338, 0.099391
us_000522503,0.095338, 0.099391
us_000546419,0.095338, 0.099391
us_000546433,0.095338, 0.099391
us_000583976,0.095338, 0.099926
us_000547950,0.095338, 0.099926
us_000615492,0.095338, 0.099936
us_000577370,0.095338, 0.099966
us_000576883,0.095338, 0.099976
us_000611977,0.095338, 0.100034
us_000581539,0.095338, 0.100161
us_000583962,0.095338, 0.100161
us_000529153,0.095338, 0.100542
us_000564297,0.095338, 0.100542
us_000538118,0.095338, 0.100743
us_000542185,0.095338, 0.101030
us_000464457,0.095338, 0.101030
us_000478671,0.095338, 0.101053
us_000564833,0.095338, 0.101368
us_000460922,0.095338, 0.101385
us_000584988,0.095338, 0.101385
us_000614999,0.095338, 0.101395
us_000592926,0.095338, 0.101396
us_000526941,0.095338, 0.101409
us_000526847,0.095338, 0.101425
us_000521188,0.095338, 0.101425
us_000611461,0.095338, 0.101425
us_000539677,0.095338, 0.101425
us_000584770,0.095338, 0.101426
us_000611346,0.095338, 0.101659
us_000522142,0.095338, 0.101847
us_000564729,0.095338, 0.101847
us_000540628,0.095338, 0.101847
us_000540559,0.095338, 0.101847
us_000523141,0.095338, 0.101847
us_000518384,0.095338, 0.101847
us_000588404,0.095338, 0.101912
us_000596368,0.095338, 0.102465
us_000479027,0.095338, 0.102522
us_000531077,0.095338, 0.103193
us_000479028,0.095338, 0.103306
us_000526940,0.095338, 0.103306
us_000526893,0.095338, 0.103306
us_000551799,0.095338, 0.103306
us_000494880,0.095338, 0.103306
us_000526838,0.095338, 0.103306
us_000519438,0.095338, 0.103306
us_000526926,0.095338, 0.103306
us_000525361,0.095338, 0.103306
us_000522914,0.095338, 0.103306
us_000525620,0.095338, 0.103306
us_000542523,0.095338, 0.103306
us_000518538,0.095338, 0.103306
us_000528476,0.095338, 0.103306
us_000542534,0.095338, 0.103306
us_000526890,0.095338, 0.103306
us_000522912,0.095338, 0.103306
us_000539396,0.095338, 0.103306
us_000582196,0.095338, 0.103306
us_000519500,0.095338, 0.103306
us_000539819,0.095338, 0.103306
us_000542572,0.095338, 0.103306
us_000541578,0.095338, 0.103306
us_000525623,0.095338, 0.103306
