Product ID : 7834 # of JPs covered : 1 : 433 : Personal Injury-Trial-Strategies, 
OID,Confidence at Map Node,Error at Map Node
us_000550095,0.204274,0.474220
us_000559630,0.204274,0.488685
us_000566942,0.204274,0.502168
us_000478085,0.204274,0.515360
us_000595147,0.204274,0.523631
us_000468054,0.204274,0.524402
us_000561930,0.204274,0.531462
us_000476548,0.204274,0.535262
us_000493162,0.204274,0.539102
pr_001407762,0.204274,0.550430
pr_000880275,0.204274,0.556305
pr_001994209,0.204274,0.563653
pr_001967987,0.204274,0.566003
us_000592854,0.204274,0.567061
pr_002163508,0.204274,0.618396
pr_000908563,0.188881,0.000000
pr_000939968,0.188881,0.000000
pr_000759584,0.188881,0.000000
pr_001008779,0.188881,0.000000
pr_001008753,0.188881,0.000000
pr_000888150,0.188881,0.000000
pr_000858640,0.188881,0.000000
pr_000888188,0.188881,0.000000
us_000442587,0.188881,0.000001
us_000561368,0.188881,0.000002
us_000526758,0.188881,0.000007
us_000564818,0.188881,0.000023
us_000541150,0.188881,0.000039
pr_000018786,0.188881,0.000142
pr_000709699,0.188881,0.000200
pr_001694925,0.188881,0.000652
pr_001694818,0.188881,0.000652
pr_000178791,0.188881,0.000817
pr_001934306,0.188881,0.001135
pr_000342864,0.188881,0.001364
pr_000943987,0.188881,0.001779
pr_000193965,0.188881,0.001831
us_000489003,0.188881,0.001926
pr_001036951,0.188881,0.001945
us_000540275,0.188881,0.001964
us_000584289,0.188881,0.002117
us_000560333,0.188881,0.002188
us_000491220,0.188881,0.002191
pr_001689168,0.188881,0.002278
pr_000745901,0.188881,0.002335
us_000566504,0.188881,0.002430
pr_000216948,0.188881,0.002563
pr_000728282,0.188881,0.002563
pr_001105220,0.188881,0.002563
pr_000836997,0.188881,0.002563
pr_001024348,0.188881,0.002563
pr_000728506,0.188881,0.002638
us_000490465,0.188881,0.002675
pr_001091171,0.188881,0.002687
pr_001396254,0.188881,0.002740
us_000593626,0.188881,0.002761
us_000592925,0.188881,0.002772
us_000612394,0.188881,0.002818
pr_000927499,0.188881,0.003031
pr_000874199,0.188881,0.003273
us_000599282,0.188881,0.003545
us_000613626,0.188881,0.003740
pr_000938473,0.188881,0.003830
us_000551198,0.188881,0.003843
us_000459212,0.188881,0.003900
pr_000584359,0.188881,0.003907
pr_000928879,0.188881,0.003931
us_000579319,0.188881,0.004068
pr_000989826,0.188881,0.004086
us_000530037,0.188881,0.004101
us_000493610,0.188881,0.004193
us_000498910,0.188881,0.004203
pr_000185834,0.188881,0.004252
pr_000902034,0.188881,0.004252
pr_001073223,0.188881,0.004252
pr_001120792,0.188881,0.004252
pr_001694108,0.188881,0.004252
pr_000930065,0.188881,0.004252
pr_001621127,0.188881,0.004252
pr_000303927,0.188881,0.004252
pr_000936871,0.188881,0.004252
pr_001657421,0.188881,0.004252
pr_001614110,0.188881,0.004252
pr_001412599,0.188881,0.004252
pr_001937524,0.188881,0.004252
pr_001035463,0.188881,0.004252
pr_001072275,0.188881,0.004252
pr_000932826,0.188881,0.004252
us_000533091,0.188881,0.004373
us_000497125,0.188881,0.004374
us_000574497,0.188881,0.004636
pr_000027819,0.188881,0.004699
pr_001625324,0.188881,0.004719
pr_000161194,0.188881,0.004719
pr_001394472,0.188881,0.004719
pr_000715716,0.188881,0.004768
us_000516038,0.188881,0.004821
us_000597966,0.188881,0.005210
