Product ID : 7875 # of JPs covered : 1 : 426 : Tax Prep-Foreign Individual, 
us_000580134,0.905596,0.342572
us_000620860,0.905596,0.352520
us_000610902,0.905596,0.358577
us_000532791,0.763963,0.000000
us_000553076,0.763963,0.000000
us_000553218,0.763963,0.000000
us_000552446,0.763963,0.000000
pr_000004371,0.763963,0.000084
pr_000588979,0.763963,0.005026
pr_000707841,0.763963,0.027004
us_000530867,0.763963,0.045990
us_000561303,0.763963,1.191219
us_000612887,0.763963,1.409157
us_000618647,0.763963,1.453889
us_000618635,0.763963,1.458924
us_000601033,0.763963,1.735845
us_000580055,0.749777,0.000000
us_000600355,0.749777,0.000000
us_000542956,0.749777,0.000704
us_000540406,0.749777,0.000707
us_000610429,0.749777,0.007075
us_000537378,0.749777,0.056583
us_000593027,0.636672,0.000000
us_000519772,0.636672,0.000000
us_000586930,0.636672,0.000000
us_000611479,0.636672,0.000060
us_000616201,0.636672,0.000159
pr_001327829,0.636672,0.001781
us_000597636,0.636672,0.108608
us_000599982,0.636672,0.111553
us_000614581,0.636672,0.112619
us_000600243,0.636672,0.113490
us_000613194,0.636672,0.114283
us_000606021,0.636672,0.115039
us_000544583,0.599138,0.000000
us_000546039,0.599138,0.000000
us_000546052,0.599138,0.000000
us_000575298,0.599138,0.000001
us_000585251,0.599138,0.000002
us_000612743,0.599138,0.000003
pr_001886159,0.599138,0.000003
pr_002000844,0.599138,0.000003
us_000557075,0.599138,0.000005
us_000556064,0.599138,0.000007
pr_000524187,0.599138,0.000014
pr_000525197,0.599138,0.000018
pr_001781004,0.599138,0.000058
pr_000786673,0.599138,0.000145
pr_000445522,0.599138,0.000149
pr_000523036,0.599138,0.000212
pr_000525383,0.599138,0.000212
us_000507945,0.599138,0.000224
pr_001683032,0.599138,0.000258
pr_000773057,0.599138,0.000318
pr_000091425,0.599138,0.000426
us_000528908,0.599138,0.000525
us_000555325,0.599138,0.000630
us_000538199,0.599138,0.000692
pr_000604051,0.599138,0.010781
us_000592556,0.599138,0.029574
us_000608785,0.599138,0.031007
us_000481546,0.538022,0.000535
us_000565043,0.538022,0.002511
us_000585429,0.538022,0.291580
us_000511472,0.538022,0.332433
us_000585434,0.538022,0.618377
us_000611456,0.538022,0.640048
us_000592667,0.538022,0.640487
us_000614599,0.538022,0.651666
us_000611752,0.538022,0.653993
us_000566005,0.538022,0.657184
us_000580201,0.538022,0.673935
us_000611047,0.538022,0.682970
us_000525916,0.538022,0.691704
us_000592581,0.538022,0.706219
us_000607851,0.538022,0.707348
us_000608591,0.538022,0.714076
us_000607639,0.538022,0.717560
us_000600805,0.538022,0.731237
us_000611767,0.538022,0.732779
us_000610332,0.538022,0.737018
us_000592653,0.538022,0.750252
us_000592404,0.538022,0.752894
us_000610316,0.538022,0.778670
us_000610317,0.538022,0.784253
us_000611183,0.538022,0.790896
us_000609216,0.538022,0.794411
us_000607804,0.538022,0.820700
us_000532090,0.538022,0.838163
us_000608019,0.538022,0.840511
us_000609291,0.538022,0.847262
us_000610086,0.538022,0.886187
us_000608358,0.538022,0.886644
us_000608868,0.538022,0.892076
us_000607650,0.538022,0.896048
us_000608820,0.538022,0.896048
us_000610809,0.538022,0.897362
us_000611910,0.538022,0.898306
us_000577812,0.538022,0.901732
us_000610829,0.538022,0.920082
us_000608609,0.538022,0.933372
us_000607627,0.538022,0.959333
us_000610218,0.538022,0.969473
us_000608384,0.538022,0.994663
us_000608816,0.538022,0.998978
us_000609167,0.538022,1.276290
us_000553589,0.538022,1.400810
us_000570418,0.538022,1.554529
us_000609327,0.538022,1.574950
us_000610440,0.538022,1.582830
us_000609753,0.538022,1.594932
us_000608116,0.538022,1.606893
us_000592482,0.538022,1.615306
us_000608837,0.538022,1.637916
us_000608171,0.538022,1.639280
us_000532048,0.538022,1.641415
us_000592852,0.538022,1.658317
us_000536776,0.538022,1.658845
us_000610652,0.538022,1.679370
us_000608871,0.538022,1.700819
us_000609758,0.538022,1.726900
us_000610642,0.538022,1.741183
us_000611556,0.538022,1.786660
us_000611298,0.538022,1.854494
us_000592877,0.538022,1.855745
us_000561306,0.538022,1.869345
us_000608773,0.538022,1.880990
us_000618852,0.538022,2.064389
us_000618845,0.538022,3.936046
us_000618945,0.503646,0.057548
us_000618734,0.503646,0.057750
us_000614051,0.503646,0.058915
us_000617696,0.503646,0.059700
us_000608065,0.503646,0.060855
us_000608063,0.503646,0.060855
us_000594644,0.503646,0.061549
us_000609870,0.503646,0.061778
us_000580990,0.503646,0.062052
us_000614641,0.503646,0.062070
us_000614525,0.503646,0.062151
us_000564931,0.503646,0.062455
us_000508079,0.503646,0.062488
us_000615066,0.503646,0.063344
us_000614662,0.503646,0.063835
us_000601373,0.503646,0.063835
us_000614104,0.503646,0.064390
us_000600226,0.503646,0.064616
us_000606455,0.503646,0.064643
us_000606619,0.503646,0.064643
us_000600133,0.503646,0.064660
us_000526257,0.503646,0.065052
us_000593946,0.503646,0.065598
us_000603419,0.503646,0.065732
us_000603407,0.503646,0.065732
us_000577266,0.503646,0.066327
us_000509456,0.503646,0.066420
us_000587784,0.503646,0.066890
us_000566019,0.503646,0.067397
us_000565069,0.503646,0.067440
us_000582586,0.503646,0.067710
us_000571861,0.503646,0.067792
us_000581307,0.503646,0.067887
us_000549976,0.503646,0.068083
us_000596002,0.503646,0.068399
us_000579570,0.503646,0.068438
us_000538128,0.503646,0.069179
us_000504436,0.503646,0.070125
us_000610145,0.503646,0.076857
us_000512949,0.503646,0.088593
us_000579084,0.503646,0.094713
pr_001262909,0.495932,0.065894
us_000574538,0.495932,0.065897
us_000595239,0.495932,0.065969
us_000572854,0.495932,0.066023
us_000523409,0.495932,0.066124
us_000587239,0.495932,0.066143
us_000572322,0.495932,0.066145
us_000579818,0.495932,0.066608
us_000522196,0.495932,0.066677
us_000582458,0.495932,0.066826
us_000581216,0.495932,0.066983
us_000582582,0.495932,0.067255
us_000555772,0.495932,0.067506
us_000521734,0.495932,0.067547
us_000536269,0.495932,0.067582
pr_001321466,0.495932,0.067713
pr_001446359,0.495932,0.067713
pr_001211525,0.495932,0.067713
pr_001313783,0.495932,0.067713
pr_001315899,0.495932,0.067713
pr_001443304,0.495932,0.067713
us_000587804,0.495932,0.067802
us_000584797,0.495932,0.067985
us_000585180,0.495932,0.068269
us_000584580,0.495932,0.068354
us_000591036,0.495932,0.068375
us_000563887,0.495932,0.068432
us_000583643,0.495932,0.068494
us_000582028,0.495932,0.068708
us_000554983,0.495932,0.069270
us_000505473,0.495932,0.070625
us_000505685,0.495932,0.070628
us_000588136,0.495932,0.074606
pr_001459845,0.495932,0.074710
us_000520691,0.495932,0.092772
us_000590846,0.479602,0.000000
pr_001399864,0.479602,0.000000
pr_001714928,0.479602,0.000000
pr_000758682,0.479602,0.000000
us_000526183,0.479602,0.000000
pr_000376013,0.479602,0.000000
pr_000508667,0.479602,0.000000
pr_001883043,0.479602,0.000000
us_000480766,0.479602,0.000000
us_000481619,0.479602,0.000000
us_000467933,0.479602,0.000000
us_000560257,0.479602,0.000000
us_000494673,0.479602,0.000001
us_000490992,0.479602,0.000001
us_000486486,0.479602,0.000001
us_000539174,0.479602,0.000001
us_000553559,0.479602,0.000001
us_000587823,0.479602,0.000001
us_000480118,0.479602,0.000001
us_000555258,0.479602,0.000001
us_000462325,0.479602,0.000002
us_000484587,0.479602,0.000005
us_000500263,0.479602,0.000007
us_000570483,0.479602,0.000008
us_000490691,0.479602,0.000009
us_000572822,0.479602,0.000011
us_000574552,0.479602,0.000012
pr_002231264,0.479602,0.000013
pr_002172913,0.479602,0.000013
pr_002096462,0.479602,0.000013
pr_001907654,0.479602,0.000013
pr_001904868,0.479602,0.000013
us_000619030,0.479602,0.000014
us_000596901,0.479602,0.000017
us_000577689,0.479602,0.000019
us_000540446,0.479602,0.000022
us_000579701,0.479602,0.000027
us_000579704,0.479602,0.000027
us_000580692,0.479602,0.000029
us_000581509,0.479602,0.000032
pr_001882544,0.479602,0.000043
pr_001149189,0.479602,0.000044
pr_001686164,0.479602,0.000044
pr_001686152,0.479602,0.000044
pr_000435503,0.479602,0.000044
pr_001155989,0.479602,0.000044
pr_000394746,0.479602,0.000044
pr_000626405,0.479602,0.000044
pr_001146281,0.479602,0.000044
pr_000611786,0.479602,0.000044
pr_001147365,0.479602,0.000044
pr_000368839,0.479602,0.000044
pr_001147541,0.479602,0.000044
pr_001034235,0.479602,0.000044
pr_000621851,0.479602,0.000044
pr_001146815,0.479602,0.000044
us_000504968,0.479602,0.000051
us_000587130,0.479602,0.000061
us_000559612,0.479602,0.000198
us_000504657,0.479602,0.000279
pr_000718706,0.479602,0.000331
pr_000823167,0.479602,0.000357
us_000554796,0.479602,0.000384
pr_000823301,0.479602,0.000440
pr_000567342,0.479602,0.000549
pr_000820779,0.479602,0.000612
pr_000550824,0.479602,0.000612
pr_001041806,0.479602,0.000612
pr_000712645,0.479602,0.000612
pr_001033392,0.479602,0.000612
pr_000715085,0.479602,0.000612
pr_000642341,0.479602,0.000612
us_000534540,0.479602,0.000710
us_000514530,0.479602,0.000755
us_000527014,0.479602,0.000840
us_000553698,0.479602,0.001204
us_000565161,0.479602,0.001224
us_000558414,0.479602,0.001408
pr_002231479,0.479602,0.001417
pr_000283579,0.479602,0.001442
pr_000817333,0.479602,0.001540
us_000571945,0.479602,0.001711
pr_000994575,0.479602,0.001906
us_000558572,0.479602,0.001908
pr_000561496,0.479602,0.002069
pr_000720545,0.479602,0.002069
us_000553725,0.479602,0.002467
us_000571047,0.479602,0.002723
pr_001153493,0.479602,0.002883
us_000555417,0.479602,0.003293
us_000464085,0.479602,0.003500
pr_000640946,0.479602,0.003595
pr_001797736,0.479602,0.003840
pr_001941796,0.479602,0.004300
us_000480430,0.479602,0.004427
pr_001889543,0.479602,0.004948
pr_000644109,0.479602,0.005038
us_000554151,0.479602,0.005152
pr_000910702,0.479602,0.005573
us_000482807,0.479602,0.005837
pr_000640252,0.479602,0.005940
pr_000720803,0.479602,0.006023
us_000476839,0.479602,0.006298
us_000465073,0.479602,0.006576
us_000536756,0.479602,0.006800
pr_000852595,0.479602,0.007128
us_000555576,0.479602,0.008211
us_000461738,0.479602,0.009090
us_000613165,0.479602,0.009209
us_000572475,0.479602,0.009899
us_000465134,0.479602,0.010339
us_000467453,0.479602,0.011207
pr_000390108,0.479602,0.011985
us_000606977,0.479602,0.013540
pr_001854299,0.479602,0.015373
pr_000993955,0.479602,0.015508
us_000576267,0.479602,0.015897
pr_001148707,0.479602,0.016167
us_000492480,0.479602,0.016510
pr_002228794,0.479602,0.017009
pr_001041954,0.479602,0.017715
us_000516234,0.479602,0.020834
us_000547925,0.479602,0.021690
us_000466879,0.479602,0.021941
pr_001057394,0.479602,0.022616
pr_000628817,0.479602,0.025545
us_000542717,0.479602,0.028250
us_000477719,0.479602,0.031058
us_000487442,0.479602,0.036014
us_000574547,0.479602,0.049795
us_000466803,0.479602,0.053355
pr_000823326,0.479602,0.058734
us_000595251,0.479602,0.103570
pr_002147846,0.479602,0.137893
us_000546344,0.479602,0.163726
us_000107666,0.479602,0.270959
us_000513963,0.479602,2.134710
pr_002121505,0.442927,0.000010
pr_000991987,0.442927,0.000010
pr_000824332,0.442927,0.000010
pr_002121577,0.442927,0.000010
pr_001157080,0.442927,0.000010
pr_001781443,0.442927,0.000010
pr_001940818,0.442927,0.000010
pr_001855487,0.442927,0.000010
pr_001800807,0.442927,0.000010
pr_001887613,0.442927,0.000010
pr_001940881,0.442927,0.000010
pr_002121615,0.442927,0.000010
pr_001140923,0.442927,0.000010
pr_002122146,0.442927,0.000010
pr_001774096,0.442927,0.000010
pr_001942412,0.442927,0.000010
pr_001774791,0.442927,0.000010
pr_001939963,0.442927,0.000010
pr_002168217,0.442927,0.000010
pr_001941149,0.442927,0.000010
pr_001854687,0.442927,0.000010
pr_001808367,0.442927,0.000010
pr_001793981,0.442927,0.000010
pr_002122373,0.442927,0.000010
pr_001780926,0.442927,0.000010
pr_001792466,0.442927,0.000010
pr_001792410,0.442927,0.000010
pr_001939564,0.442927,0.000010
pr_001792264,0.442927,0.000010
pr_001780700,0.442927,0.000010
pr_002028820,0.442927,0.000010
pr_001883082,0.442927,0.000010
pr_001999109,0.442927,0.000010
pr_001781009,0.442927,0.000010
pr_002001385,0.442927,0.000010
pr_001775916,0.442927,0.000010
pr_001807006,0.442927,0.000010
pr_000723722,0.442927,0.000010
pr_002171991,0.442927,0.000010
pr_002046906,0.442927,0.000010
pr_001785525,0.442927,0.000010
pr_000694542,0.442927,0.000010
pr_001799172,0.442927,0.000010
pr_001885039,0.442927,0.000010
pr_001799661,0.442927,0.000010
pr_001780955,0.442927,0.000010
pr_001853031,0.442927,0.000010
pr_001938889,0.442927,0.000010
pr_002120043,0.442927,0.000010
pr_002168215,0.442927,0.000010
pr_001140820,0.442927,0.000010
pr_000715747,0.442927,0.005390
us_000614591,0.442927,0.253961
us_000564336,0.442927,0.567119
us_000558402,0.442257,0.000000
us_000558569,0.442257,0.000000
us_000556893,0.442257,0.000000
pr_001634312,0.442257,0.000000
pr_001826909,0.442257,0.000000
us_000533739,0.442257,0.000001
us_000613581,0.442257,0.000004
us_000589971,0.442257,0.000017
us_000580293,0.442257,0.000025
pr_002056516,0.442257,0.000141
pr_000112123,0.442257,0.000174
pr_001667111,0.442257,0.000836
pr_000864603,0.442257,0.001264
pr_000394849,0.442257,0.001374
pr_001702912,0.442257,0.001401
us_000612276,0.442257,0.362587
us_000585662,0.442257,0.692817
us_000478039,0.440755,0.000000
us_000614220,0.440755,0.000000
us_000463705,0.440755,0.000000
pr_000767801,0.440755,0.000000
pr_001037935,0.440755,0.000000
pr_000674351,0.440755,0.000000
us_000501913,0.440755,0.000001
us_000554532,0.440755,0.000001
us_000597502,0.440755,0.000001
us_000604097,0.440755,0.000001
us_000481136,0.440755,0.000002
us_000492844,0.440755,0.000006
us_000616044,0.440755,0.000006
us_000501130,0.440755,0.000045
pr_001786625,0.440755,0.002502
pr_001852439,0.440755,0.002638
us_000507295,0.440755,0.002927
us_000527127,0.440755,0.005943
us_000593000,0.440755,0.174593
us_000511244,0.429817,0.000000
us_000549192,0.429817,0.000000
us_000514020,0.429817,0.282495
us_000619086,0.429817,0.353882
us_000563288,0.429817,0.365585
us_000560376,0.429817,0.366421
us_000597295,0.429817,0.369989
us_000622191,0.429817,0.385932
us_000603897,0.429817,0.395485
us_000617967,0.429817,0.396145
us_000618985,0.429817,0.414347
us_000555896,0.429817,0.416453
us_000514162,0.429817,0.420654
us_000619362,0.429817,0.430646
us_000614749,0.429817,0.432744
us_000557745,0.429817,0.448947
us_000615482,0.429817,0.481358
us_000612785,0.429817,0.484420
us_000617686,0.429817,0.495142
us_000572197,0.429817,0.510398
us_000600867,0.429817,0.518578
us_000607516,0.429817,0.527000
us_000546846,0.429817,0.527214
us_000593029,0.429817,0.533431
us_000573542,0.429817,0.541856
us_000579069,0.429817,0.542814
us_000612991,0.429817,0.551378
us_000585840,0.429817,0.555873
us_000605889,0.429817,0.688604
us_000546328,0.429817,1.233341
us_000562757,0.429817,1.845442
us_000488016,0.415516,0.000000
pr_000000322,0.415516,0.000000
us_000500018,0.415516,0.000000
us_000511537,0.415516,0.000000
us_000571830,0.415516,0.000000
us_000580202,0.415516,0.000000
us_000497043,0.415516,0.000000
us_000519688,0.415516,0.000000
us_000594059,0.415516,0.000000
us_000518893,0.415516,0.000000
us_000510298,0.415516,0.000000
pr_000711238,0.415516,0.000002
pr_000993906,0.415516,0.000002
pr_000994025,0.415516,0.000002
pr_000368622,0.415516,0.000002
pr_001149976,0.415516,0.000002
pr_000387530,0.415516,0.000002
pr_000506684,0.415516,0.000002
pr_001152748,0.415516,0.000002
us_000524556,0.415516,0.000077
us_000500936,0.415516,0.000118
us_000469082,0.415516,0.000475
pr_002183212,0.415516,0.000586
pr_001159431,0.415516,0.001151
pr_001894971,0.415516,0.001151
pr_001884633,0.415516,0.001151
pr_001788901,0.415516,0.001210
pr_001798076,0.415516,0.001479
pr_001156657,0.415516,0.001479
pr_001134680,0.415516,0.001479
pr_001159432,0.415516,0.001486
pr_002121470,0.415516,0.002330
us_000599229,0.415516,0.002375
pr_001806616,0.415516,0.003252
us_000523921,0.415516,0.005846
pr_000749639,0.415516,0.005930
us_000528742,0.415516,0.017754
us_000611605,0.415516,0.020470
pr_000750171,0.415516,0.029560
us_000483662,0.415516,0.050156
us_000515007,0.415516,0.052349
us_000616723,0.415516,0.117489
us_000573890,0.415516,0.129366
us_000597314,0.405345,0.050044
us_000558193,0.405345,0.054045
us_000557257,0.405345,0.054601
us_000582199,0.405345,0.058911
us_000541451,0.405345,0.059789
us_000594870,0.405345,0.060970
us_000532684,0.405345,0.061947
us_000522562,0.405345,0.062997
us_000541840,0.405345,0.063190
us_000554724,0.405345,0.063934
us_000506622,0.405345,0.064632
pr_001285937,0.405345,0.064703
us_000581463,0.405345,0.065161
us_000515319,0.405345,0.065334
us_000524289,0.405345,0.065419
us_000579008,0.405345,0.065498
us_000577724,0.405345,0.065550
us_000577414,0.405345,0.065609
us_000571009,0.405345,0.065615
us_000578851,0.405345,0.065688
us_000555721,0.405345,0.066002
pr_001187118,0.405345,0.066021
pr_001347943,0.405345,0.066260
pr_001206484,0.405345,0.066260
us_000566648,0.405345,0.066688
us_000515378,0.405345,0.066764
us_000578995,0.405345,0.066886
us_000538622,0.405345,0.066931
us_000522700,0.405345,0.066973
us_000577401,0.405345,0.066994
us_000578967,0.405345,0.067127
us_000539129,0.405345,0.067186
us_000538047,0.405345,0.067273
us_000522780,0.405345,0.067672
us_000554568,0.405345,0.067743
pr_001503778,0.405345,0.068085
us_000522988,0.405345,0.068349
us_000572121,0.405345,0.068714
us_000555440,0.405345,0.068734
pr_001280238,0.405345,0.068891
pr_001431759,0.405345,0.068953
pr_001508804,0.405345,0.068953
pr_001286058,0.405345,0.068953
us_000521288,0.405345,0.069068
us_000534695,0.405345,0.069515
pr_001476873,0.405345,0.069556
pr_001334295,0.405345,0.070337
pr_001361153,0.405345,0.070337
pr_001259355,0.405345,0.070337
pr_001291780,0.405345,0.070337
pr_001559947,0.405345,0.070360
pr_001464759,0.405345,0.070360
pr_001449960,0.405345,0.070360
pr_001279178,0.405345,0.070360
pr_001286530,0.405345,0.070360
pr_001318159,0.405345,0.070360
pr_001484547,0.405345,0.071005
us_000539033,0.405345,0.071084
pr_001550785,0.405345,0.071809
pr_001342432,0.405345,0.071809
pr_001325416,0.405345,0.071809
pr_001258765,0.405345,0.071809
pr_001349575,0.405345,0.071809
pr_001266636,0.405345,0.071809
pr_001183893,0.405345,0.071809
pr_001278313,0.405345,0.071809
pr_001348201,0.405345,0.071809
pr_001319319,0.405345,0.071809
pr_001362733,0.405345,0.071809
pr_001284833,0.405345,0.071809
pr_001275366,0.405345,0.071809
pr_001325244,0.405345,0.071809
pr_001350453,0.405345,0.071809
pr_001357729,0.405345,0.071809
pr_001209538,0.405345,0.071809
pr_001280657,0.405345,0.071809
pr_001265937,0.405345,0.071809
pr_001179990,0.405345,0.071809
pr_001346367,0.405345,0.071809
pr_001330481,0.405345,0.071809
pr_001257072,0.405345,0.071809
pr_001348069,0.405345,0.071809
pr_001200688,0.405345,0.071809
pr_001208138,0.405345,0.071809
pr_001268701,0.405345,0.071809
pr_001283148,0.405345,0.071809
pr_001207321,0.405345,0.071809
pr_001440282,0.405345,0.071809
pr_001419859,0.405345,0.073518
us_000542871,0.405345,0.074069
pr_001484761,0.405345,0.074626
pr_001458506,0.405345,0.087915
us_000541692,0.405345,0.096891
us_000541702,0.405345,0.132455
pr_001437449,0.405345,0.137470
pr_001289032,0.396297,0.000000
pr_001302356,0.396297,0.000000
pr_001286730,0.396297,0.000000
pr_001240624,0.396297,0.000000
pr_001277459,0.396297,0.000000
pr_001240600,0.396297,0.000000
pr_001251289,0.396297,0.000000
pr_001226912,0.396297,0.000000
pr_001248291,0.396297,0.000000
pr_001254787,0.396297,0.000000
pr_001228137,0.396297,0.000000
pr_001217811,0.396297,0.000000
pr_001242490,0.396297,0.000000
pr_001219265,0.396297,0.000000
pr_001217086,0.396297,0.000000
pr_001225726,0.396297,0.000000
pr_001222325,0.396297,0.000000
us_000605759,0.396297,0.000000
pr_001226163,0.396297,0.000000
pr_001294523,0.396297,0.000000
pr_001290189,0.396297,0.000000
pr_001550560,0.396297,0.000000
pr_001223219,0.396297,0.000000
pr_001215996,0.396297,0.000000
pr_001183979,0.396297,0.000000
pr_001362814,0.396297,0.000000
pr_001247975,0.396297,0.000000
pr_001327752,0.396297,0.000000
pr_001216733,0.396297,0.000000
pr_001278950,0.396297,0.000000
pr_001292880,0.396297,0.000000
pr_001240767,0.396297,0.000000
pr_001233290,0.396297,0.000000
pr_001254664,0.396297,0.000000
pr_001254422,0.396297,0.000000
pr_001254204,0.396297,0.000000
pr_001227396,0.396297,0.000000
pr_001476693,0.396297,0.000000
pr_001214436,0.396297,0.000000
us_000530555,0.396297,0.000000
pr_001543695,0.396297,0.000000
pr_001244454,0.396297,0.000000
pr_001295830,0.396297,0.000000
pr_001269650,0.396297,0.000000
pr_001227903,0.396297,0.000000
pr_001222787,0.396297,0.000000
pr_001477793,0.396297,0.000000
pr_001235680,0.396297,0.000000
pr_001269337,0.396297,0.000000
pr_001542378,0.396297,0.000000
pr_001247428,0.396297,0.000000
pr_001345836,0.396297,0.000000
pr_001187007,0.396297,0.000000
pr_001227153,0.396297,0.000000
pr_001244477,0.396297,0.000000
pr_001214510,0.396297,0.000000
pr_001248407,0.396297,0.000000
pr_001213461,0.396297,0.000000
pr_001296605,0.396297,0.000000
pr_001514821,0.396297,0.000000
pr_001203173,0.396297,0.000000
pr_001225151,0.396297,0.000000
pr_001227221,0.396297,0.000000
pr_001221663,0.396297,0.000000
pr_001224738,0.396297,0.000000
pr_001186939,0.396297,0.000000
pr_001243393,0.396297,0.000000
pr_001216536,0.396297,0.000000
pr_001202831,0.396297,0.000000
pr_001239941,0.396297,0.000000
pr_001299662,0.396297,0.000000
pr_001215544,0.396297,0.000000
pr_001229114,0.396297,0.000000
pr_001216740,0.396297,0.000000
pr_001184280,0.396297,0.000000
pr_001284348,0.396297,0.000000
pr_001330963,0.396297,0.000000
pr_001521991,0.396297,0.000000
pr_001438570,0.396297,0.000000
pr_001220345,0.396297,0.000000
pr_001329172,0.396297,0.000000
pr_001213443,0.396297,0.000000
pr_001295283,0.396297,0.000000
pr_001219814,0.396297,0.000000
pr_001327439,0.396297,0.000000
pr_001220225,0.396297,0.000000
pr_001295701,0.396297,0.000000
pr_001329945,0.396297,0.000000
pr_001291565,0.396297,0.000000
us_000525163,0.396297,0.000000
pr_001229358,0.396297,0.000000
pr_001283101,0.396297,0.000000
pr_001224160,0.396297,0.000000
pr_001243492,0.396297,0.000000
pr_001304871,0.396297,0.000000
us_000587071,0.396297,0.000000
pr_001183989,0.396297,0.000000
pr_001254851,0.396297,0.000000
pr_001253750,0.396297,0.000000
pr_001327985,0.396297,0.000000
pr_001461398,0.396297,0.000000
pr_001295823,0.396297,0.000000
pr_001303697,0.396297,0.000000
pr_001220238,0.396297,0.000000
us_000503271,0.396297,0.000000
pr_001183711,0.396297,0.000000
pr_001283015,0.396297,0.000000
pr_001216622,0.396297,0.000000
pr_001235116,0.396297,0.000000
pr_001503440,0.396297,0.000000
pr_001227160,0.396297,0.000000
pr_001480310,0.396297,0.000000
pr_001295520,0.396297,0.000000
pr_001277451,0.396297,0.000000
pr_001494308,0.396297,0.000000
pr_001223430,0.396297,0.000000
pr_001248709,0.396297,0.000000
pr_001228285,0.396297,0.000000
us_000530137,0.396297,0.000000
pr_001291054,0.396297,0.000000
pr_001330875,0.396297,0.000000
pr_001293487,0.396297,0.000000
pr_001545202,0.396297,0.000000
pr_001290259,0.396297,0.000000
pr_001553541,0.396297,0.000000
pr_001203085,0.396297,0.000000
pr_001294248,0.396297,0.000000
pr_001248262,0.396297,0.000000
pr_001301349,0.396297,0.000000
pr_001545551,0.396297,0.000000
pr_001223683,0.396297,0.000000
pr_001254615,0.396297,0.000000
pr_001244653,0.396297,0.000000
pr_001242585,0.396297,0.000000
pr_001326636,0.396297,0.000000
us_000525013,0.396297,0.000000
us_000564742,0.396297,0.000000
pr_001242016,0.396297,0.000000
pr_001558928,0.396297,0.000000
pr_001291949,0.396297,0.000000
us_000570173,0.396297,0.000000
pr_001226659,0.396297,0.000000
pr_001453545,0.396297,0.000000
pr_001294566,0.396297,0.000000
pr_001229377,0.396297,0.000000
pr_001222909,0.396297,0.000000
pr_001295534,0.396297,0.000000
pr_001463582,0.396297,0.000000
pr_001245081,0.396297,0.000000
pr_001215310,0.396297,0.000000
pr_001222682,0.396297,0.000000
pr_001245526,0.396297,0.000000
pr_001294238,0.396297,0.000000
pr_001186895,0.396297,0.000000
pr_001215578,0.396297,0.000000
pr_001215203,0.396297,0.000000
pr_001214452,0.396297,0.000000
pr_001298061,0.396297,0.000000
