id,jps
"1605","[[12,214]]"
"1695","[[10,291]]"
"1728","[[26,186]]"
"1740","[[19,129]]"
"1812","[[53,126]]"
"1851","[[51,374]]"
"1970","[[38,243]]"
"1982","[[51,374]]"
"2007","[[6,289]]"
"2014","[[36,392]]"
"2027","[[8,389]]"
"2076","[[29,96]]"
"2078","[[1,359]]"
"2100","[[42,262]]"
"2137","[[10,226]]"
"2254","[[19,401]]"
"2270","[[12,293]]"
"2317","[[12,387]]"
"2338","[[36,225]]"
"2370","[[18,444]]"
"2371","[[27,341]]"
"2404","[[59,436]]"
"2418","[[59,336]]"
"2432","[[61,363]]"
"2440","[[38,243]]"
"2447","[[52,438]]"
"2607","[[6,416]]"
"2652","[[2,327]]"
"2668","[[38,243]]"
"2679","[[29,96]]"
"2695","[[2,327]]"
"2792","[[4,364]]"
"2839","[[14,394]]"
"2852","[[42,278]]"
"2864","[[36,391]]"
"2931","[[10,291]]"
"2972","[[26,216]]"
"2986","[[12,293]]"
"3145","[[54,279]]"
"3229","[[1,359]]"
"3231","[[4,368]]"
"3249","[[19,395]]"
"3310","[[35,379]]"
"3438","[[42,278]]"
"3453","[[59,426]]"
"3502","[[1,358]]"
"3574","[[27,427]]"
"3604","[[42,255]]"
"3642","[[32,384]]"
"3668","[[20,198]]"
"3694","[[61,362]]"
"3703","[[14,394]]"
"3777","[[27,427]]"
"3807","[[36,391]]"
"3812","[[1,358]]"
"3820","[[13,108]]"
"3847","[[29,96]]"
"3907","[[36,391]]"
"3919","[[7,90]]"
"3954","[[21,404]]"
"3960","[[32,382]]"
"3999","[[42,278]]"
"4047","[[59,339]]"
"4065","[[13,108]]"
"4075","[[42,278]]"
"4076","[[3,332]]"
"4103","[[13,108]]"
"4110","[[4,368]]"
"4157","[[12,387]]"
"4185","[[1,359]]"
"4188","[[42,278]]"
"4195","[[38,243]]"
"4289","[[42,278]]"
"4300","[[3,330]]"
"4349","[[26,248]]"
"4362","[[61,362]]"
"4364","[[48,296]]"
"4389","[[6,412]]"
"4394","[[27,56]]"
"4412","[[7,90]]"
"4413","[[4,364]]"
"4432","[[6,416]]"
"4440","[[19,401]]"
"4445","[[1,358]]"
"4476","[[42,262]]"
"4544","[[17,117]]"
"4656","[[20,130]]"
"4704","[[12,387]]"
"4821","[[36,392]]"
"4883","[[14,394]]"
"4943","[[29,96]]"
"4944","[[7,381]]"
"4981","[[21,242]]"
"5003","[[36,225]]"
"5014","[[3,331]]"
"5038","[[4,364]]"
"5039","[[36,391]]"
"5075","[[17,425]]"
"5112","[[36,393]]"
"5114","[[61,363]]"
"5119","[[27,54]]"
"5154","[[48,371]]"
"5342","[[26,216]]"
"5374","[[20,198,130]]"
"5389","[[1,66,358]]"
"5545","[[12,104,293]]"
"5663","[[19,129,395]]"
"5671","[[35,121,380]]"
"5722","[[21,138]]"
"5826","[[20,198,130]]"
"5828","[[51,87,374]]"
"5840","[[42,255,262]]"
"5885","[[10,97,292]]"
"5894","[[13,108,441]]"
"5896","[[56,281]]"
"5975","[[6,85,409]]"
"6159","[[51,87,375]]"
"6160","[[18,122,444]]"
"6166","[[42,255,262]]"
"6186","[[17,117,424]]"
"6213","[[36,123,474]]"
"6267","[[61,283,362]]"
"6297","[[27,427]]"
"6307","[[36,123,392]]"
"6311","[[21,138,404]]"
"6332","[[59,435]]"
"6409","[[9,79,463]]"
"6418","[[17,117,422]]"
"6469","[[1,66,358]]"
"6482","[[6,85,409]]"
"6484","[[20,198,130]]"
"6496","[[51,87,377]]"
"6506","[[10,97,292]]"
"6513","[[7,90]]"
"6648","[[9,79,78]]"
"6683","[[20,198,208]]"
"6738","[[21,138,403]]"
"6876","[[18,122]]"
"6911","[[19,129,396]]"
"6971","[[36,123,476]]"
"7023","[[19,129,396]]"
"7036","[[42,255,262]]"
"7079","[[7,90]]"
"7082","[[27,56]]"
"7087","[[13,108,76]]"
"7113","[[20,198,130]]"
"7134","[[21,138,295]]"
"7145","[[36,123,475]]"
"7252","[[4,69,366]]"
"7264","[[8,91,277]]"
"7287","[[32,222,384]]"
"7315","[[27,341]]"
"7446","[[13,108,76]]"
"7476","[[59,426]]"
"7484","[[20,198,130]]"
"7582","[[59,436]]"
"7755","[[19,129,397]]"
"7763","[[13,108,440]]"
"7788","[[42,255]]"
"7876","[[59,339]]"
"8022","[[6,85,409]]"
"8136","[[6,85,418]]"
"8147","[[3,68,285]]"
"8154","[[19,129,401]]"
"8166","[[53,126]]"
"8178","[[48,265,370]]"
"8194","[[32,222,382]]"
"124","[[27,50]]"
"183","[[12,214]]"
"186","[[27,56]]"
"192","[[17,117]]"
"193","[[36,123]]"
"208","[[6,85]]"
"312","[[12,104]]"
"412","[[1,66]]"
"457","[[4,69]]"
"484","[[9,79]]"
"490","[[6,85]]"
"511","[[27,56]]"
"599","[[14,110]]"
"655","[[6,85]]"
"705","[[6,85]]"
"828","[[27,58]]"
"899","[[6,85]]"
"998","[[2,67]]"
"1005","[[3,68]]"
"1011","[[10,97]]"
"1013","[[27,50]]"
"1090","[[6,85]]"
"1113","[[9,79]]"
"1143","[[26,190]]"
"1179","[[3,68]]"
"1188","[[8,232]]"
"1256","[[10,97]]"
"1262","[[10,97]]"
"1303","[[7,90]]"
"1358","[[14,110]]"
"1388","[[36,123]]"
"1457","[[39,211]]"
"1463","[[17,117]]"
"1471","[[27,54]]"
"1476","[[10,292]]"
"1511","[[19,205]]"
"1553","[[14,110]]"
"1622","[[26,186]]"
"1660","[[42,255]]"
"1663","[[17,117]]"
"1691","[[26,157]]"
"1724","[[12,293]]"
"1788","[[26,216]]"
"1839","[[27,50]]"
"1889","[[10,291]]"
"1932","[[41,252]]"
"1936","[[42,262]]"
"1961","[[10,292]]"
"1962","[[9,79]]"
"1997","[[10,292]]"
"2064","[[26,216]]"
"2085","[[3,333]]"
"2102","[[15,63]]"
"2106","[[36,391]]"
"2162","[[20,130]]"
"2259","[[61,362]]"
"2322","[[14,111]]"
"2339","[[20,208]]"
"2377","[[26,248]]"
"2411","[[27,50]]"
"2470","[[17,424]]"
"2480","[[1,359]]"
"2487","[[3,331]]"
"2491","[[59,336]]"
"2539","[[17,117]]"
"2623","[[8,389]]"
"2655","[[6,412]]"
"2671","[[12,293]]"
"2682","[[59,340]]"
"2687","[[42,262]]"
"2703","[[1,358]]"
"2713","[[6,288]]"
"2793","[[12,293]]"
"2866","[[27,58]]"
"2867","[[59,336]]"
"2883","[[36,392]]"
"2929","[[19,396]]"
"2937","[[59,435]]"
"2943","[[3,285]]"
"2959","[[20,208]]"
"3043","[[61,360]]"
"3054","[[6,412]]"
"3065","[[60,319]]"
"3091","[[26,248]]"
"3174","[[10,292]]"
"3242","[[36,391]]"
"3281","[[9,286]]"
"3287","[[53,126]]"
"3340","[[35,121]]"
"3360","[[59,436]]"
"3374","[[59,436]]"
"3378","[[20,198]]"
"3401","[[42,263]]"
"3419","[[12,387]]"
"3474","[[7,229]]"
"3484","[[2,327]]"
"3509","[[12,293]]"
"3555","[[7,378]]"
"3565","[[17,424]]"
"3585","[[32,382]]"
"3646","[[10,292]]"
"3672","[[7,90]]"
"3673","[[36,391]]"
"3709","[[36,391]]"
"3758","[[42,262]]"
"3802","[[2,326]]"
"3857","[[10,292]]"
"3858","[[29,96]]"
"3968","[[59,435]]"
"3980","[[42,255]]"
"4059","[[20,208]]"
"4063","[[10,291]]"
"4133","[[32,383]]"
"4160","[[10,292]]"
"4180","[[26,248]]"
"4225","[[10,291]]"
"4227","[[29,96]]"
"4254","[[27,50]]"
"4277","[[21,403]]"
"4382","[[10,291]]"
"4387","[[13,143]]"
"4489","[[19,396]]"
"4495","[[8,91]]"
"4509","[[13,108]]"
"4515","[[10,291]]"
"4533","[[42,262]]"
"4613","[[8,390]]"
"4619","[[61,362]]"
"4648","[[27,58]]"
"4662","[[32,382]]"
"4663","[[10,291]]"
"4710","[[35,379]]"
"4779","[[42,255]]"
"4801","[[13,441]]"
"4835","[[6,413]]"
"4902","[[13,108]]"
"4951","[[10,291]]"
"5047","[[48,296]]"
"5108","[[13,441]]"
"5141","[[3,330]]"
"5212","[[36,393]]"
"5386","[[21,138,402]]"
"5407","[[10,97,291]]"
"5445","[[10,97,292]]"
"5456","[[10,97,471]]"
"5513","[[8,91,232]]"
"5562","[[10,97,473]]"
"5581","[[61,283,362]]"
"5609","[[10,97,292]]"
"5667","[[10,97,291]]"
"5669","[[3,68,331]]"
"5833","[[52,269,433]]"
"5881","[[17,117,423]]"
"41","[[26,190]]"
"50","[[20,198]]"
"70","[[14,110]]"
"96","[[26,186]]"
"128","[[27,58]]"
"160","[[13,108]]"
"172","[[6,85]]"
"178","[[17,117]]"
"215","[[10,97]]"
"221","[[14,110]]"
"222","[[12,214]]"
"288","[[3,68]]"
"316","[[3,68]]"
"320","[[14,110]]"
"337",
"342","[[14,110]]"
"418","[[27,58]]"
"494","[[27,58]]"
"565","[[27,58]]"
"585","[[26,157]]"
"615","[[21,138]]"
"641","[[10,97]]"
"687","[[12,214]]"
"697","[[27,50]]"
"712","[[26,216]]"
"714","[[8,91]]"
"917","[[13,108]]"
"967","[[9,79]]"
"969","[[10,97]]"
"972","[[26,186]]"
"973","[[27,50]]"
"1029","[[19,129],[12,104]]"
"1124","[[26,157]]"
"1184","[[1,66]]"
"1247","[[17,117]]"
"1339","[[20,198]]"
"1341","[[10,226]]"
"1345","[[20,198]]"
"1387","[[12,104],[17,117]]"
"1391","[[26,157]]"
"1420","[[36,225]]"
"1527","[[48,371]]"
"1586","[[10,292]]"
"1736","[[6,297]]"
"1756","[[51,87]]"
"1760","[[26,216]]"
"1799","[[18,122]]"
"1844","[[13,143]]"
"1864","[[6,416]]"
"1869","[[9,79]]"
"1879","[[61,360]]"
"1902","[[4,366]]"
"1916","[[12,214]]"
"1922","[[15,63]]"
"1959","[[12,293]]"
"1986","[[10,291]]"
"2005","[[51,87]]"
"2056","[[6,85]]"
"2072","[[26,210]]"
"2077","[[42,255]]"
"2220","[[10,291]]"
"2262","[[42,278]]"
"2292","[[51,377]]"
"2312","[[10,291]]"
"2343","[[42,255]]"
"2364","[[36,391]]"
"2365","[[14,394]]"
"2415","[[27,58]]"
"2477","[[27,427]]"
"2502","[[1,358]]"
"2547","[[1,359]]"
"2614","[[17,424]]"
"2650","[[14,111]]"
"2657","[[59,339]]"
"2689","[[27,56]]"
"2720","[[4,368]]"
"2776","[[14,110]]"
"2778","[[8,390]]"
"2900","[[12,387]]"
"2903","[[26,216]]"
"2965","[[2,284]]"
"2977","[[7,378]]"
"3011","[[19,401]]"
"3041","[[9,79]]"
"3093","[[35,380]]"
"3158","[[12,293]]"
"3208","[[27,56]]"
"3214","[[7,90]]"
"3351","[[12,293]]"
"3363","[[7,381]]"
"3389","[[18,122]]"
"3424","[[13,439]]"
"3603","[[19,401]]"
"3618","[[27,58]]"
"3647","[[38,243]]"
"3679","[[12,293]]"
"3720","[[35,379]]"
"3753","[[6,409]]"
"3755","[[14,394]]"
"3843","[[35,121]]"
"3893","[[10,292]]"
"3902","[[59,435]]"
"3913","[[51,375]]"
"3962","[[49,266]]"
"3978","[[35,379]]"
"4022","[[10,291]]"
"4049","[[6,412]]"
"4054","[[42,255]]"
"4113","[[32,209]]"
"4161","[[36,391]]"
"4207","[[59,436]]"
"4279","[[52,433]]"
"4345","[[59,336]]"
"4411","[[19,401]]"
"4427","[[6,409]]"
"4471","[[27,56]]"
"4480","[[7,378]]"
"4482","[[27,50]]"
"4553","[[8,390]]"
"4603","[[12,293]]"
"4626","[[59,437]]"
"4655","[[53,126]]"
"4685","[[59,435]]"
"4721","[[61,362]]"
"4772","[[6,409]]"
"4852","[[4,369]]"
"4854","[[6,416]]"
"4884","[[26,216]]"
"4899","[[18,445]]"
"4957","[[3,333]]"
"4963","[[19,395]]"
"4975","[[36,225]]"
"4998","[[59,426]]"
"5028","[[10,292]]"
"5090","[[21,295]]"
"5109","[[7,378]]"
"5140","[[19,129]]"
"5144","[[42,255]]"
"5167","[[10,291]]"
"5220","[[19,205]]"
"5221","[[12,214]]"
"5224","[[6,409]]"
"5239","[[13,236]]"
"5301","[[51,87,377]]"
"5364","[[21,402]]"
"5372","[[12,104,293]]"
"5392","[[32,222,384]]"
"5411","[[32,222,383]]"
"5412","[[10,97,291]]"
"5418","[[4,69,369]]"
"5483","[[35,121,379]]"
"5569","[[8,91,276]]"
"5590","[[32,222,384]]"
"5594","[[7,90,381]]"
"5678","[[38,243]]"
"5694","[[42,255,278]]"
"5763","[[59,336]]"
"5824","[[12,104,293]]"
"5837","[[7,90]]"
"5882","[[61,283,363]]"
"5888","[[49,266],[17,117]]"
"5939","[[52,269,438]]"
"5948","[[20,198,208]]"
"5963","[[36,123,475]]"
"6005","[[26,248]]"
"6054","[[36,123,225]]"
"6270","[[59,426]]"
"6314","[[21,138,295]]"
"6350","[[9,79,463]]"
"6357","[[1,66]]"
"6359","[[27,58]]"
"6437","[[36,123,391]]"
"6454","[[10,97,291]]"
"6458","[[10,97,291]]"
"6522","[[52,269,433]]"
"6580","[[42,255,278]]"
"6584","[[35,121]]"
"6604","[[27,56]]"
"6640","[[9,78]]"
"6709","[[35,121,379]]"
"6717","[[59,426]]"
"6728","[[12,104,293]]"
"6739","[[13,108],[36,225]]"
"6780","[[52,269,438]]"
"6811","[[21,138,404]]"
"6852","[[21,138,403]]"
"6939","[[21,138]]"
"7043","[[18,122,444]]"
"7132","[[8,91,276]]"
"7135","[[32,222,382]]"
"7170","[[3,68,329]]"
"7241","[[19,129,398]]"
"7248","[[9,79,467]]"
"7289","[[20,198,130]]"
"7291","[[8,91,390]]"
"7324","[[59,336]]"
"7352","[[12,104,214]]"
"7356","[[59,426]]"
"7360","[[20,208]]"
"7361","[[52,269,408]]"
"7370","[[48,265,371]]"
"7386","[[36,123,475]]"
"7412","[[36,123,391]]"
"7425","[[19,129,397]]"
"7485","[[13,108]]"
"7494","[[17,117,421]]"
"7544","[[13,108,76]]"
"7556","[[59,435]]"
"7593","[[39,211]]"
"7620","[[19,396]]"
"7816","[[59,437]]"
"7837","[[7,90,229]]"
"7852","[[14,110,111]]"
"7942","[[36,123,474]]"
"7966","[[27,58]]"
"7969","[[32,222,383]]"
"7995","[[27,58]]"
"8063","[[19,129,398]]"
"8076","[[13,108,440]]"
"8077","[[8,91,390]]"
"8112","[[8,91]]"
"8119","[[20,198,208]]"
"8134","[[18,122]]"
"8145","[[10,97,226]]"
"8183","[[19,401]]"
"8184","[[18,444]]"
"8227","[[20,208]]"
"8242","[[6,224]]"
"8260","[[59,436]]"
"20","[[27,56]]"
"103","[[27,58]]"
"125","[[21,138]]"
"126","[[27,56]]"
"170","[[21,138]]"
"207","[[39,211]]"
"260","[[17,117]]"
"286","[[2,67]]"
"303","[[6,85]]"
"304","[[19,205]]"
"382","[[26,186]]"
"458","[[6,85]]"
"480","[[17,117]]"
"495","[[12,104]]"
"500","[[6,85]]"
"510","[[12,214]]"
"561","[[17,117]]"
"700","[[26,216]]"
"701","[[7,90]]"
"787","[[26,190]]"
"824","[[12,104]]"
"850","[[51,87]]"
"953","[[3,68]]"
"958","[[4,69]]"
"976","[[27,58]]"
"1010","[[19,205]]"
"1047","[[8,232]]"
"1130","[[36,123]]"
"1158","[[3,68]]"
"1174","[[10,97]]"
"1331","[[48,296]]"
"1357","[[13,108]]"
"1378","[[7,90]]"
"1412","[[6,85],[17,117]]"
"1493","[[26,186]]"
"1551","[[36,123]]"
"1570","[[42,255]]"
"1578","[[36,123]]"
"1623","[[14,110]]"
"1641","[[26,186]]"
"1645","[[9,79]]"
"1668","[[27,50]]"
"1717","[[19,205]]"
"1763","[[61,283]]"
"1819","[[29,96]]"
"1829","[[19,129]]"
"1833","[[9,79]]"
"1841","[[3,234]]"
"1886","[[7,90]]"
"1895","[[6,297]]"
"1926","[[56,281]]"
"1942","[[13,108]]"
"1965","[[17,420]]"
"1975","[[1,358]]"
"2022","[[7,229]]"
"2052","[[12,293]]"
"2063","[[2,233]]"
"2080","[[49,266]]"
"2105","[[21,256]]"
"2130","[[12,214]]"
"2143","[[3,261]]"
"2148","[[8,276]]"
"2149","[[51,377]]"
"2152","[[42,262]]"
"2165","[[12,293]]"
"2198","[[51,377]]"
"2249","[[10,292]]"
"2252","[[10,292]]"
"2293","[[19,397]]"
"2314","[[61,363]]"
"2315","[[26,215]]"
"2420","[[21,256]]"
"2451","[[14,111]]"
"2456","[[42,255]]"
"2468","[[8,232]]"
"2524","[[3,330]]"
"2525","[[12,293]]"
"2551","[[38,243]]"
"2567","[[36,225]]"
"2624","[[27,50]]"
"2633","[[35,121]]"
"2651","[[42,262]]"
"2681","[[10,291]]"
"2775","[[20,208]]"
"2808","[[19,399]]"
"2917","[[6,409]]"
"2955","[[42,255]]"
"2974","[[52,433]]"
"2980","[[42,262]]"
"3000","[[27,50]]"
"3023","[[27,54]]"
"3032","[[4,69]]"
"3058","[[14,394]]"
"3060","[[21,404]]"
"3083","[[9,287]]"
"3121","[[12,293]]"
"3136","[[42,255]]"
"3170","[[10,291]]"
"3264","[[10,292]]"
"3284","[[32,383]]"
"3335","[[29,96]]"
"3337","[[27,427]]"
"3343","[[36,391]]"
"3391","[[32,382]]"
"3423","[[41,252]]"
"3454","[[14,111]]"
"3457","[[35,379]]"
"3463","[[17,424]]"
"3475","[[42,262]]"
