Product ID : 2085 # of JPs covered : 1 : 333 : Bankruptcy-Asset-Recovery, 
us_000519274,0.468999, 0.230092
us_000498282,0.468999, 0.230092
us_000533937,0.468999, 0.230447
us_000502809,0.468999, 0.231063
us_000571369,0.468999, 0.231709
us_000568047,0.468999, 0.232481
us_000516144,0.468999, 0.233052
us_000531160,0.468999, 0.233071
us_000541475,0.468999, 0.233831
us_000497257,0.468999, 0.233831
us_000521402,0.468999, 0.233831
us_000515884,0.468999, 0.233831
us_000553759,0.468999, 0.233831
us_000515364,0.468999, 0.233831
us_000518550,0.468999, 0.233831
us_000499746,0.468999, 0.233831
us_000535090,0.468999, 0.233831
us_000532714,0.468999, 0.233831
us_000494322,0.468999, 0.233831
us_000541558,0.468999, 0.233831
us_000532140,0.468999, 0.233831
us_000499503,0.468999, 0.233831
us_000553212,0.468999, 0.233831
us_000519649,0.468999, 0.233831
us_000553157,0.468999, 0.233831
us_000516195,0.468999, 0.233831
us_000553241,0.468999, 0.233831
us_000541444,0.468999, 0.233831
us_000561746,0.468999, 0.234039
us_000553061,0.468999, 0.236793
us_000533552,0.468999, 0.237646
us_000497136,0.468999, 0.237646
us_000537490,0.468999, 0.237646
us_000518438,0.468999, 0.237646
us_000534948,0.468999, 0.237646
us_000533966,0.468999, 0.237646
us_000500287,0.468999, 0.237646
us_000519608,0.468999, 0.237646
us_000532766,0.468999, 0.237646
us_000519001,0.468999, 0.237646
us_000535897,0.468999, 0.237646
us_000536387,0.468999, 0.237646
us_000553827,0.468999, 0.237646
us_000536391,0.468999, 0.237646
us_000552154,0.468999, 0.237646
us_000534947,0.468999, 0.237646
us_000535521,0.468999, 0.237646
us_000534987,0.468999, 0.237646
us_000514484,0.468999, 0.237646
us_000554036,0.468999, 0.237646
us_000500237,0.468999, 0.237646
us_000527954,0.468999, 0.237646
us_000538341,0.468999, 0.237646
us_000561833,0.468999, 0.237646
us_000547007,0.468999, 0.237646
us_000560060,0.468999, 0.237646
us_000521845,0.468999, 0.237646
us_000509896,0.468999, 0.237646
us_000535218,0.468999, 0.237646
us_000533082,0.468999, 0.237646
us_000537006,0.468999, 0.237646
us_000554307,0.468999, 0.237646
us_000536958,0.468999, 0.237646
us_000523061,0.468999, 0.237646
us_000519643,0.468999, 0.237646
us_000536213,0.468999, 0.237646
us_000535462,0.468999, 0.237646
us_000554034,0.468999, 0.237646
us_000533676,0.468999, 0.237646
us_000534949,0.468999, 0.237646
us_000553249,0.468999, 0.237646
us_000509231,0.468999, 0.237646
us_000536914,0.468999, 0.237646
us_000514423,0.468999, 0.237646
us_000494476,0.468999, 0.237646
us_000510173,0.468999, 0.237646
us_000546608,0.468999, 0.237646
us_000560062,0.468999, 0.237646
us_000538459,0.468999, 0.237646
us_000522094,0.468999, 0.237646
us_000500256,0.468999, 0.237646
us_000507888,0.468999, 0.237646
us_000540012,0.468999, 0.237646
us_000507949,0.468999, 0.237646
us_000515823,0.468999, 0.237646
us_000507992,0.468999, 0.237646
us_000554037,0.468999, 0.237646
us_000515927,0.468999, 0.237646
us_000533551,0.468999, 0.237646
us_000482748,0.468999, 0.238449
us_000533072,0.468999, 0.238494
us_000539295,0.468999, 0.238986
us_000515899,0.468999, 0.240534
us_000515584,0.468999, 0.240606
us_000479587,0.468999, 0.241912
us_000474414,0.468999, 0.242138
us_000582203,0.468999, 0.242153
us_000499427,0.468999, 0.242720
us_000506537,0.468999, 0.242720
us_000491216,0.468999, 0.244669
us_000518424,0.468999, 0.245201
us_000541459,0.468999, 0.246687
us_000485940,0.468999, 0.247297
us_000509933,0.468999, 0.248757
us_000542455,0.468999, 0.250319
us_000484970,0.468999, 0.251410
us_000482428,0.468999, 0.251833
us_000544175,0.468999, 0.252841
us_000511303,0.468999, 0.253307
us_000458671,0.468999, 0.254372
us_000516760,0.468999, 0.257506
us_000559693,0.468999, 0.257864
us_000510416,0.468999, 0.258363
us_000478221,0.468999, 0.261197
us_000510310,0.468999, 0.261714
us_000554170,0.468999, 0.262136
us_000494815,0.468999, 0.262136
us_000554165,0.468999, 0.262136
us_000500778,0.468999, 0.262335
us_000560797,0.468999, 0.262545
us_000538072,0.468999, 0.262545
us_000544361,0.468999, 0.262940
us_000552864,0.468999, 0.262940
us_000522922,0.468999, 0.262940
us_000516201,0.468999, 0.263013
us_000497199,0.468999, 0.263013
us_000561765,0.468999, 0.264326
us_000563169,0.468999, 0.265705
us_000510630,0.468999, 0.265996
us_000473875,0.468999, 0.266126
us_000494828,0.468999, 0.266484
us_000547186,0.468999, 0.266484
us_000516923,0.468999, 0.266484
us_000494852,0.468999, 0.266484
us_000564176,0.468999, 0.266484
us_000528785,0.468999, 0.266520
us_000515828,0.468999, 0.267590
us_000534713,0.468999, 0.267603
us_000523018,0.468999, 0.267831
us_000544690,0.468999, 0.270282
us_000546576,0.468999, 0.270282
us_000521949,0.468999, 0.270282
us_000553460,0.468999, 0.270392
us_000515879,0.468999, 0.270909
us_000560449,0.468999, 0.270909
us_000561715,0.468999, 0.270909
us_000519021,0.468999, 0.270909
us_000517441,0.468999, 0.270909
us_000531668,0.468999, 0.270909
us_000553365,0.468999, 0.270909
us_000541082,0.468999, 0.270909
us_000517847,0.468999, 0.270909
us_000517400,0.468999, 0.270909
us_000517402,0.468999, 0.270909
us_000517438,0.468999, 0.270909
us_000519418,0.468999, 0.270909
us_000509013,0.468999, 0.270909
us_000479983,0.468999, 0.272243
us_000533349,0.468999, 0.272644
us_000563865,0.468999, 0.272788
us_000554807,0.468999, 0.273404
us_000471674,0.468999, 0.273870
us_000485921,0.468999, 0.274397
us_000498383,0.468999, 0.274650
us_000603482,0.468999, 0.275410
us_000520649,0.468999, 0.275410
us_000546532,0.468999, 0.275410
us_000541758,0.468999, 0.275410
us_000517009,0.468999, 0.275410
us_000499775,0.468999, 0.275410
us_000516194,0.468999, 0.275410
us_000523589,0.468999, 0.275410
us_000498370,0.468999, 0.275410
us_000519931,0.468999, 0.275410
us_000516729,0.468999, 0.275410
us_000515681,0.468999, 0.275410
us_000518518,0.468999, 0.275410
us_000562947,0.468999, 0.275410
us_000519651,0.468999, 0.275410
us_000521377,0.468999, 0.275410
us_000517147,0.468999, 0.275410
us_000494923,0.468999, 0.275902
us_000512619,0.468999, 0.277294
us_000497530,0.468999, 0.277583
us_000505623,0.468999, 0.277936
us_000502747,0.468999, 0.279227
us_000491233,0.468999, 0.279538
us_000485783,0.468999, 0.279607
us_000493085,0.468999, 0.279607
us_000531712,0.468999, 0.279987
us_000519618,0.468999, 0.279987
us_000521549,0.468999, 0.279987
us_000541319,0.468999, 0.279987
us_000497176,0.468999, 0.279987
us_000523074,0.468999, 0.279987
us_000569089,0.468999, 0.279987
us_000509362,0.468999, 0.279987
us_000533901,0.468999, 0.279987
us_000497593,0.468999, 0.279987
us_000515985,0.468999, 0.279987
us_000535367,0.468999, 0.279987
us_000540853,0.468999, 0.279987
us_000560004,0.468999, 0.279987
us_000535486,0.468999, 0.279987
us_000517491,0.468999, 0.279987
us_000515924,0.468999, 0.279987
us_000537078,0.468999, 0.279987
us_000518944,0.468999, 0.279987
us_000564229,0.468999, 0.279987
us_000510322,0.468999, 0.279987
us_000561232,0.468999, 0.279987
us_000541677,0.468999, 0.279987
us_000493687,0.468999, 0.279987
us_000518454,0.468999, 0.279987
us_000516025,0.468999, 0.279987
us_000508705,0.468999, 0.279987
us_000550692,0.468999, 0.279987
us_000564756,0.468999, 0.279987
us_000532413,0.468999, 0.279987
us_000508511,0.468999, 0.279987
us_000493607,0.468999, 0.279987
us_000560309,0.468999, 0.279987
us_000540798,0.468999, 0.279987
us_000515493,0.468999, 0.279987
us_000498637,0.468999, 0.279987
us_000536202,0.468999, 0.279987
us_000554226,0.468999, 0.279987
us_000533315,0.468999, 0.279987
us_000510341,0.468999, 0.279987
us_000563974,0.468999, 0.279987
us_000493937,0.468999, 0.279987
us_000536160,0.468999, 0.279987
us_000554804,0.468999, 0.279987
us_000536760,0.468999, 0.279987
us_000518248,0.468999, 0.279987
us_000519632,0.468999, 0.279987
us_000510592,0.468999, 0.279987
us_000537340,0.468999, 0.279987
us_000515497,0.468999, 0.279987
us_000521311,0.468999, 0.279987
us_000536383,0.468999, 0.279987
us_000602338,0.468999, 0.279987
us_000561215,0.468999, 0.279987
us_000523086,0.468999, 0.279987
us_000528005,0.468999, 0.279987
us_000515870,0.468999, 0.279987
us_000516020,0.468999, 0.279987
us_000498143,0.468999, 0.279987
us_000499329,0.468999, 0.279987
us_000533441,0.468999, 0.279987
us_000510319,0.468999, 0.279987
us_000523024,0.468999, 0.279987
us_000564042,0.468999, 0.279987
us_000547372,0.468999, 0.279987
us_000563915,0.468999, 0.279987
us_000535300,0.468999, 0.279987
us_000540092,0.468999, 0.279987
us_000535919,0.468999, 0.279987
us_000474516,0.468999, 0.280131
us_000487505,0.468999, 0.280211
us_000584491,0.468999, 0.280226
us_000536745,0.468999, 0.280621
us_000499543,0.468999, 0.280790
us_000494227,0.468999, 0.280971
us_000467557,0.468999, 0.282094
us_000491352,0.468999, 0.282234
us_000475052,0.468999, 0.282475
us_000549279,0.468999, 0.282775
us_000495485,0.468999, 0.282948
us_000613082,0.468999, 0.282997
us_000489828,0.468999, 0.284086
us_000568048,0.468999, 0.284640
us_000489542,0.468999, 0.284862
us_000470342,0.468999, 0.284862
us_000510939,0.468999, 0.285388
us_000570254,0.468999, 0.285642
us_000489562,0.468999, 0.285897
us_000484989,0.468999, 0.286794
us_000468582,0.468999, 0.286893
us_000591243,0.468999, 0.287243
us_000487493,0.468999, 0.287446
us_000491830,0.468999, 0.287554
us_000493846,0.468999, 0.288851
us_000484292,0.468999, 0.289724
us_000487096,0.468999, 0.289724
us_000500283,0.468999, 0.290286
us_000530370,0.468999, 0.290676
us_000487336,0.468999, 0.292119
us_000485757,0.468999, 0.292119
us_000485758,0.468999, 0.292119
us_000048668,0.468999, 0.292119
us_000485708,0.468999, 0.292119
us_000485771,0.468999, 0.292119
us_000505309,0.468999, 0.292885
pr_000567417,0.468999, 0.293098
us_000492474,0.468999, 0.294631
us_000603027,0.468999, 0.294631
us_000475136,0.468999, 0.294631
us_000486000,0.468999, 0.294631
us_000490847,0.468999, 0.294631
us_000488455,0.468999, 0.294631
us_000484850,0.468999, 0.294631
us_000487299,0.468999, 0.294631
us_000537970,0.468999, 0.294631
us_000486027,0.468999, 0.294631
us_000475147,0.468999, 0.294631
us_000490808,0.468999, 0.294631
us_000494343,0.468999, 0.294631
us_000484984,0.468999, 0.294631
us_000484975,0.468999, 0.294631
us_000486274,0.468999, 0.294631
us_000485988,0.468999, 0.294631
us_000484948,0.468999, 0.295403
us_000484737,0.468999, 0.296499
us_000485721,0.468999, 0.296499
us_000492862,0.468999, 0.297259
us_000487927,0.468999, 0.297259
us_000485983,0.468999, 0.297259
us_000488077,0.468999, 0.297259
us_000473603,0.468999, 0.297259
us_000506417,0.468999, 0.297259
us_000475406,0.468999, 0.297259
us_000473461,0.468999, 0.297259
us_000484552,0.468999, 0.297259
us_000484276,0.468999, 0.297259
us_000473565,0.468999, 0.297259
us_000474945,0.468999, 0.297259
us_000530787,0.468999, 0.297259
us_000488679,0.468999, 0.297259
us_000530379,0.468999, 0.297259
us_000160405,0.468999, 0.297259
us_000505669,0.468999, 0.297259
us_000487532,0.468999, 0.297259
us_000485249,0.468999, 0.297259
us_000489803,0.468999, 0.297259
us_000484932,0.468999, 0.297259
us_000484735,0.468999, 0.297259
us_000473235,0.468999, 0.297259
us_000484452,0.468999, 0.297259
us_000485676,0.468999, 0.297259
us_000508633,0.468999, 0.297259
us_000484829,0.468999, 0.297259
us_000493043,0.468999, 0.297259
us_000489617,0.468999, 0.297259
us_000474456,0.468999, 0.297259
us_000474716,0.468999, 0.297259
us_000485524,0.468999, 0.297259
us_000489852,0.468999, 0.297259
us_000485935,0.468999, 0.297259
us_000485281,0.468999, 0.297259
us_000485920,0.468999, 0.297259
us_000473206,0.468999, 0.297259
us_000484992,0.468999, 0.297259
us_000486425,0.468999, 0.297259
us_000485352,0.468999, 0.297259
us_000491129,0.468999, 0.297259
us_000489006,0.468999, 0.297259
us_000474335,0.468999, 0.297259
us_000492145,0.468999, 0.297259
us_000493914,0.468999, 0.297259
us_000488059,0.468999, 0.297259
us_000473845,0.468999, 0.297259
us_000460809,0.468999, 0.297259
us_000490999,0.468999, 0.297259
us_000485900,0.468999, 0.297259
us_000490199,0.468999, 0.297259
us_000461510,0.468999, 0.297259
us_000474050,0.468999, 0.297259
us_000492986,0.468999, 0.297259
us_000487668,0.468999, 0.297259
us_000529443,0.468999, 0.297259
us_000484402,0.468999, 0.297259
us_000530346,0.468999, 0.297259
us_000477460,0.468999, 0.297259
us_000471865,0.468999, 0.297734
us_000472559,0.468999, 0.298107
us_000472432,0.468999, 0.301726
us_000492846,0.468999, 0.304235
us_000129234,0.468999, 0.307760
us_000522745,0.468999, 0.322742
us_000485997,0.468999, 0.328746
us_000478621,0.468999, 0.366347
us_000472841,0.468999, 0.427524
us_000485688,0.468999, 0.618963
us_000417009,0.411897, 0.000007
us_000597473,0.411897, 0.000846
us_000470281,0.411897, 2.683752
us_000478240,0.411897, 2.851102
us_000459982,0.411897, 2.879175
us_000590121,0.411897, 2.888430
us_000496432,0.411897, 2.919299
us_000195579,0.411897, 2.924352
us_000485343,0.411897, 2.950472
us_000478459,0.411897, 2.967795
us_000529916,0.411897, 2.974814
us_000533011,0.411897, 2.996585
us_000469221,0.411897, 3.027794
us_000496225,0.411897, 3.033553
us_000188777,0.411897, 3.079918
us_000478552,0.411897, 3.110730
us_000474504,0.411897, 3.123411
us_000489038,0.411897, 3.129719
us_000474650,0.411897, 3.156879
us_000535792,0.411897, 3.158768
us_000577522,0.411897, 3.169867
us_000483957,0.411897, 3.179739
us_000330823,0.411897, 3.191705
us_000607538,0.411897, 3.201358
us_000495048,0.411897, 3.201529
us_000607266,0.411897, 3.205069
us_000545943,0.411897, 3.209516
us_000461943,0.411897, 3.212933
us_000533201,0.411897, 3.213027
us_000607267,0.411897, 3.215050
us_000596030,0.411897, 3.221983
us_000470217,0.411897, 3.225117
us_000590060,0.411897, 3.228559
us_000529736,0.411897, 3.238691
us_000491197,0.411897, 3.241606
us_000482956,0.411897, 3.244290
us_000538629,0.411897, 3.254387
us_000489391,0.411897, 3.257009
us_000602928,0.411897, 3.261242
us_000568640,0.411897, 3.272842
us_000103152,0.411897, 3.284905
us_000556727,0.411897, 3.290731
us_000600817,0.411897, 3.293796
us_000527432,0.411897, 3.299135
us_000535701,0.411897, 3.308897
us_000570893,0.411897, 3.324864
us_000557813,0.411897, 3.326590
us_000596031,0.411897, 3.328606
us_000511235,0.411897, 3.342959
us_000521516,0.411897, 3.351907
us_000545241,0.411897, 3.426271
us_000471596,0.396074, 0.698723
us_000520280,0.396074, 0.699026
us_000505621,0.396074, 0.712115
us_000489895,0.396074, 0.728545
us_000592287,0.396074, 0.730478
us_000502094,0.396074, 0.731956
us_000504540,0.396074, 0.732583
us_000459401,0.396074, 0.736769
us_000473580,0.396074, 0.745737
us_000473468,0.396074, 0.757056
us_000516919,0.396074, 0.772325
us_000539400,0.396074, 0.799789
us_000383464,0.396074, 0.801319
us_000502616,0.396074, 0.805002
us_000295977,0.396074, 0.809365
us_000508313,0.396074, 0.814825
us_000519908,0.396074, 0.815960
us_000605221,0.396074, 0.825111
us_000495964,0.396074, 0.829383
us_000197413,0.396074, 0.830879
us_000500231,0.396074, 0.832600
us_000497349,0.396074, 0.833497
us_000478884,0.396074, 0.836663
us_000494530,0.396074, 0.836801
us_000502556,0.396074, 0.837035
us_000523687,0.396074, 0.837035
us_000176699,0.396074, 0.840172
us_000520585,0.396074, 0.841132
us_000582612,0.396074, 0.841538
us_000494726,0.396074, 0.842415
us_000517978,0.396074, 0.845499
us_000509403,0.396074, 0.847769
us_000572140,0.396074, 0.852708
us_000508634,0.396074, 0.854555
us_000523092,0.396074, 0.854987
us_000555326,0.396074, 0.858016
us_000497125,0.396074, 0.858756
us_000559255,0.396074, 0.859260
us_000539486,0.396074, 0.868815
us_000501167,0.396074, 0.868815
us_000497042,0.396074, 0.868815
us_000500556,0.396074, 0.868815
us_000561283,0.396074, 0.872316
us_000499498,0.396074, 0.877232
us_000538361,0.396074, 0.877232
us_000517977,0.396074, 0.877232
us_000473549,0.396074, 0.877232
us_000502513,0.396074, 0.877232
us_000523501,0.396074, 0.877232
us_000539204,0.396074, 0.877232
us_000516600,0.396074, 0.877232
us_000499934,0.396074, 0.877232
us_000497164,0.396074, 0.877232
us_000555861,0.396074, 0.878170
us_000521972,0.396074, 0.886382
us_000494630,0.396074, 0.886505
us_000517422,0.396074, 0.891775
us_000571285,0.396074, 0.892741
us_000527995,0.396074, 0.896425
us_000617492,0.396074, 0.896990
us_000613181,0.396074, 0.898088
us_000594157,0.396074, 0.906416
us_000607026,0.396074, 0.907443
us_000516999,0.396074, 0.909141
us_000573361,0.396074, 0.910219
us_000496207,0.396074, 0.911816
us_000617507,0.396074, 0.913082
us_000521737,0.396074, 0.921748
us_000573277,0.396074, 0.922121
us_000488992,0.396074, 0.925157
us_000485631,0.396074, 0.925157
us_000590916,0.396074, 0.925414
us_000497912,0.396074, 0.925512
us_000494838,0.396074, 0.932531
us_000601009,0.396074, 0.932908
us_000580918,0.396074, 0.935015
us_000153982,0.396074, 0.937970
us_000606694,0.396074, 0.937970
us_000485827,0.396074, 0.939288
us_000605959,0.396074, 0.942202
us_000601008,0.396074, 0.944673
us_000580045,0.396074, 0.945549
us_000458807,0.396074, 0.945549
us_000581203,0.396074, 0.945549
us_000600419,0.396074, 0.946435
us_000607654,0.396074, 0.948730
us_000602360,0.396074, 0.949254
us_000497832,0.396074, 0.955465
us_000515393,0.396074, 0.965268
us_000501564,0.396074, 0.966702
us_000501063,0.396074, 0.966702
us_000500934,0.396074, 0.966702
us_000527608,0.396074, 0.978158
us_000523058,0.396074, 0.978167
us_000516159,0.396074, 0.978167
us_000503652,0.396074, 0.978167
us_000500094,0.396074, 0.978167
us_000499230,0.396074, 0.978167
us_000523591,0.396074, 0.978167
us_000517959,0.396074, 0.978167
us_000523389,0.396074, 0.978167
us_000522880,0.396074, 0.978167
us_000538473,0.396074, 0.978167
us_000497461,0.396074, 0.978167
us_000516871,0.396074, 0.978167
us_000517578,0.396074, 0.978167
us_000612255,0.396074, 0.978167
pr_001032386,0.396074, 0.991056
us_000484844,0.396074, 1.012581
us_000054987,0.396074, 1.037839
us_000538488,0.396074, 1.088561
us_000539700,0.396074, 1.358536
us_000466349,0.329956, 0.000000
us_000473790,0.329956, 0.000000
us_000303709,0.329956, 0.000001
us_000469486,0.329956, 0.000001
us_000156841,0.329956, 0.000001
us_000463768,0.329956, 0.000001
us_000573020,0.329956, 0.000001
us_000573909,0.329956, 0.000004
pr_000079608,0.329956, 0.000005
us_000585605,0.329956, 0.000007
us_000573140,0.329956, 0.000007
pr_000404829,0.329956, 0.000012
us_000598793,0.329956, 0.000033
us_000598440,0.329956, 0.000037
us_000534300,0.329956, 0.000037
us_000576189,0.329956, 0.000049
us_000608716,0.329956, 0.000050
us_000544181,0.329956, 0.000051
us_000512876,0.329956, 0.000085
us_000573007,0.329956, 0.000086
us_000494197,0.329956, 0.000125
us_000594162,0.329956, 0.000132
us_000575666,0.329956, 0.000174
us_000609677,0.329956, 0.000174
us_000612610,0.329956, 0.000174
us_000575638,0.329956, 0.000206
us_000614323,0.329956, 0.000271
us_000520852,0.329956, 0.000400
us_000558119,0.329956, 0.000528
us_000560624,0.329956, 0.000532
pr_000781312,0.329956, 0.000624
us_000484931,0.329956, 0.000649
us_000530829,0.329956, 0.000754
us_000475082,0.329956, 0.000984
us_000481981,0.329956, 0.001000
pr_000870990,0.329956, 0.001134
pr_000995910,0.329956, 0.001145
pr_000761767,0.329956, 0.001159
us_000521308,0.329956, 0.001175
us_000475344,0.329956, 0.001194
us_000237905,0.329956, 0.001427
pr_000730660,0.329956, 0.001797
us_000495681,0.329956, 0.001920
us_000495704,0.329956, 0.002281
us_000572819,0.329956, 0.002359
pr_000711305,0.329956, 0.003005
us_000549721,0.329956, 0.003012
us_000574915,0.329956, 0.005378
us_000610683,0.329956, 0.005594
us_000502361,0.329956, 0.005897
us_000543719,0.329956, 0.005915
us_000472188,0.329956, 0.006003
us_000601388,0.329956, 0.006239
us_000564569,0.329956, 0.006273
us_000479599,0.329956, 0.006453
us_000528302,0.329956, 0.006713
us_000570784,0.329956, 0.007103
us_000465483,0.329956, 0.007738
us_000609973,0.329956, 0.008252
us_000615727,0.329956, 0.008633
us_000481122,0.329956, 0.008743
us_000208453,0.329956, 0.009089
us_000583919,0.329956, 0.009421
us_000547523,0.329956, 0.010015
us_000474721,0.329956, 0.011572
us_000471996,0.329956, 0.012203
us_000571530,0.329956, 0.013782
us_000490785,0.329956, 0.015482
us_000518590,0.329956, 0.016845
us_000484163,0.329956, 0.017634
us_000509451,0.329956, 0.021863
us_000476752,0.329956, 0.022566
us_000542371,0.329956, 0.022673
us_000530143,0.329956, 0.023960
us_000482129,0.329956, 0.025483
us_000559945,0.329956, 0.030250
us_000535249,0.329956, 0.030439
us_000532629,0.329956, 0.030603
us_000518627,0.329956, 0.033678
us_000598459,0.329956, 0.035646
us_000550965,0.329956, 0.044354
us_000486631,0.329956, 0.044869
us_000438948,0.329956, 0.050431
us_000482174,0.329956, 0.051804
us_000502261,0.329956, 0.051888
us_000496930,0.329956, 0.053924
us_000536520,0.329956, 0.054848
us_000573029,0.329956, 0.059062
us_000534351,0.329956, 0.061083
us_000530410,0.329956, 0.064068
us_000490325,0.329956, 0.073004
us_000488565,0.329956, 0.093939
us_000463994,0.329956, 0.111076
us_000477008,0.329956, 0.134984
us_000478037,0.329956, 0.188434
us_000552479,0.329956, 0.217430
us_000459126,0.329956, 0.414658
us_000557515,0.329956, 0.675409
us_000473084,0.329956, 0.900366
us_000485006,0.298248, 0.000000
us_000530193,0.298248, 0.000000
us_000475246,0.298248, 0.000000
us_000528613,0.298248, 0.000000
us_000484439,0.298248, 0.000000
us_000486426,0.298248, 0.000000
us_000486407,0.298248, 0.000000
us_000547675,0.298248, 0.000000
us_000551646,0.298248, 0.000000
us_000521730,0.298248, 0.000000
us_000542804,0.298248, 0.000012
us_000546541,0.298248, 0.001377
us_000530758,0.204160, 0.000000
us_000554416,0.204160, 0.000000
us_000526848,0.204160, 0.000000
us_000545124,0.204160, 0.000000
us_000519261,0.204160, 0.000010
us_000616021,0.204160, 0.000017
us_000590912,0.204160, 0.000036
us_000530724,0.204160, 0.000087
us_000459311,0.204160, 0.000138
us_000500652,0.204160, 0.055977
us_000482966,0.204160, 0.100528
us_000576847,0.204160, 0.378369
pr_001134140,0.201727, 0.000010
us_000565772,0.201727, 0.000080
us_000577324,0.201727, 0.000346
us_000496810,0.201727, 0.889931
us_000520819,0.201727, 0.894253
us_000526812,0.201727, 0.904171
us_000500022,0.201727, 0.967846
us_000498316,0.201727, 1.014579
us_000501941,0.201727, 1.035804
us_000550045,0.201727, 1.058737
us_000459465,0.201727, 1.059079
us_000509279,0.201727, 1.065088
us_000528042,0.201727, 1.066931
us_000527392,0.201727, 1.072898
us_000475582,0.201727, 1.086509
us_000580026,0.201727, 1.087365
us_000399226,0.201727, 1.088376
us_000508473,0.201727, 1.113813
us_000481484,0.201727, 1.116206
us_000505267,0.201727, 1.119665
us_000567047,0.201727, 1.120476
us_000438146,0.201727, 1.121168
us_000503418,0.201727, 1.128473
us_000511142,0.201727, 1.129150
us_000191199,0.201727, 1.131637
us_000212805,0.201727, 1.137548
us_000483440,0.201727, 1.144295
us_000494876,0.201727, 1.147794
us_000539818,0.201727, 1.154995
us_000582646,0.201727, 1.155615
us_000527628,0.201727, 1.155805
us_000582979,0.201727, 1.159433
us_000004996,0.201727, 1.159882
us_000475786,0.201727, 1.163519
us_000509180,0.201727, 1.164991
us_000607837,0.201727, 1.166407
us_000526700,0.201727, 1.169172
us_000145978,0.201727, 1.169172
us_000463213,0.201727, 1.169172
us_000398516,0.201727, 1.177506
us_000072613,0.201727, 1.183463
us_000558270,0.201727, 1.183627
us_000469140,0.201727, 1.187215
us_000490987,0.201727, 1.187784
us_000476002,0.201727, 1.189080
us_000503541,0.201727, 1.191627
us_000409898,0.201727, 1.192942
us_000520565,0.201727, 1.193109
us_000471068,0.201727, 1.194457
us_000469879,0.201727, 1.197689
us_000474614,0.201727, 1.197689
us_000508317,0.201727, 1.198863
us_000459958,0.201727, 1.199293
us_000525869,0.201727, 1.200612
us_000510485,0.201727, 1.206570
us_000160893,0.201727, 1.207981
us_000527991,0.201727, 1.216794
us_000210473,0.201727, 1.221497
us_000526877,0.201727, 1.227306
us_000113224,0.201727, 1.230316
us_000528119,0.201727, 1.230316
us_000524484,0.201727, 1.239358
us_000491068,0.201727, 1.255615
us_000145277,0.201727, 1.260485
us_000578556,0.201727, 1.275457
pr_000777289,0.169619, 0.000090
us_000536014,0.169619, 0.002322
us_000509201,0.169619, 0.002322
us_000510781,0.169619, 0.002322
us_000509618,0.169619, 0.002322
us_000484899,0.169619, 0.058286
us_000502329,0.169619, 2.886946
us_000540035,0.154968, 0.000000
pr_000651906,0.154968, 0.000002
us_000512920,0.154968, 0.000019
pr_001149774,0.154968, 0.000088
us_000501143,0.154968, 0.000103
us_000498349,0.154968, 0.000103
us_000502654,0.154968, 0.000103
pr_000903050,0.154968, 0.000117
pr_001806616,0.154968, 0.000128
pr_000930785,0.154968, 0.000151
pr_000874577,0.154968, 0.000151
pr_001134915,0.154968, 0.000154
pr_002077351,0.154968, 0.000154
pr_001961003,0.154968, 0.000154
pr_001029050,0.154968, 0.000246
pr_000627459,0.154968, 0.000430
us_000500588,0.154968, 0.000507
us_000522052,0.154968, 0.000673
us_000610450,0.154968, 0.000689
us_000594830,0.154968, 0.000693
us_000612430,0.154968, 0.000733
pr_000756997,0.154968, 0.001035
us_000588669,0.154968, 0.001129
us_000577052,0.154968, 0.001609
us_000610119,0.154968, 0.002575
us_000609931,0.154968, 0.002576
us_000609127,0.154968, 0.002666
us_000614799,0.154968, 0.003224
us_000555086,0.154968, 0.003426
us_000609010,0.154968, 0.004445
pr_002230237,0.154968, 0.007885
us_000552066,0.154968, 0.012105
us_000607956,0.154968, 0.061227
us_000601185,0.154968, 0.080645
us_000531682,0.154968, 2.149151
us_000523277,0.154968, 2.308396
us_000532872,0.154968, 2.335972
us_000504410,0.154968, 2.907133
us_000560103,0.120961, 0.000000
us_000559765,0.120961, 0.000000
pr_000781355,0.120961, 0.000001
pr_001758997,0.120961, 0.000063
pr_000788687,0.120961, 0.000401
us_000471629,0.120961, 1.017881
us_000473779,0.120961, 1.190350
us_000476580,0.120961, 1.259432
us_000476719,0.120961, 1.363667
us_000512010,0.120961, 1.412181
us_000476759,0.120961, 1.423815
us_000476643,0.120961, 1.436329
us_000491192,0.120961, 1.450577
us_000481845,0.120961, 1.467104
us_000490873,0.120961, 1.485338
us_000463353,0.120961, 1.486486
us_000485904,0.120961, 1.488036
us_000576335,0.120961, 1.492845
us_000484868,0.120961, 1.497875
us_000482093,0.120961, 1.500889
us_000487621,0.120961, 1.526647
us_000525271,0.120961, 1.529913
us_000575420,0.120961, 1.541215
us_000491172,0.120961, 1.554852
us_000485325,0.120961, 1.559756
us_000514348,0.120961, 1.561089
us_000488469,0.120961, 1.568870
us_000492501,0.120961, 1.572358
us_000178035,0.120961, 1.584144
us_000519645,0.120961, 1.595284
us_000575537,0.120961, 1.598014
us_000525201,0.120961, 1.598846
us_000489159,0.120961, 1.609795
us_000470224,0.120961, 1.618922
us_000481104,0.120961, 1.620583
us_000499090,0.120961, 1.627873
us_000476263,0.120961, 1.629448
us_000482700,0.120961, 1.633046
us_000487481,0.120961, 1.634736
