Product ID : 2080 # of JPs covered : 1 : 266 : Appellate Practice, 
OID,Confidence at Map Node,Error at Map Node
us_000511335,0.172356, 0.011310
us_000540033,0.172356, 0.013401
us_000480975,0.172356, 0.016102
us_000605586,0.172356, 0.017546
us_000572498,0.172356, 0.019420
us_000535388,0.172356, 0.020265
us_000458704,0.172356, 0.021262
us_000486755,0.172356, 0.024909
us_000501411,0.172356, 0.029463
us_000572839,0.172356, 0.029629
us_000472038,0.172356, 0.030349
us_000497723,0.172356, 0.030859
us_000494579,0.172356, 0.032041
us_000481242,0.172356, 0.034038
us_000562930,0.172356, 0.034880
us_000530025,0.172356, 0.036607
us_000500589,0.172356, 0.040333
us_000478796,0.172356, 0.040442
us_000593309,0.172356, 0.042399
us_000592043,0.172356, 0.049421
us_000579054,0.172356, 0.055969
us_000516082,0.172356, 0.066339
us_000302679,0.172356, 0.066877
us_000547362,0.172356, 0.067653
us_000528730,0.172356, 0.068764
us_000560083,0.172356, 0.082274
us_000488361,0.172356, 0.092010
us_000496235,0.172356, 0.093503
us_000514614,0.172356, 0.093786
us_000473904,0.172356, 0.104884
us_000526920,0.172356, 0.114898
us_000471174,0.172356, 0.190850
us_000550323,0.172356, 0.191377
us_000508259,0.172356, 0.262400
us_000460720,0.032527, 0.000000
us_000550366,0.032527, 0.000000
us_000485892,0.032527, 0.000000
us_000489558,0.032527, 0.000000
us_000472932,0.032527, 0.000000
us_000489992,0.032527, 0.000000
us_000334760,0.032527, 0.000000
us_000477817,0.032527, 0.000000
us_000467043,0.032527, 0.000000
us_000467165,0.032527, 0.000000
us_000496168,0.032527, 0.000000
us_000482150,0.032527, 0.000000
us_000462576,0.032527, 0.000000
us_000055459,0.032527, 0.000000
us_000337159,0.032527, 0.000000
us_000475471,0.032527, 0.000000
pr_001910025,0.032527, 0.000000
pr_001795157,0.032527, 0.000000
pr_001889539,0.032527, 0.000000
pr_002244087,0.032527, 0.000000
pr_002230926,0.032527, 0.000000
pr_001894976,0.032527, 0.000000
pr_001895133,0.032527, 0.000000
pr_001905968,0.032527, 0.000000
pr_002121350,0.032527, 0.000000
pr_001886219,0.032527, 0.000000
pr_001907633,0.032527, 0.000000
pr_001625422,0.032527, 0.000000
pr_001398993,0.032527, 0.000000
pr_001888714,0.032527, 0.000000
pr_002063817,0.032527, 0.000000
pr_002080868,0.032527, 0.000000
pr_001942211,0.032527, 0.000000
pr_001835231,0.032527, 0.000000
pr_001610021,0.032527, 0.000000
pr_001840212,0.032527, 0.000000
pr_002244139,0.032527, 0.000000
pr_001895037,0.032527, 0.000000
pr_001729582,0.032527, 0.000000
pr_002198244,0.032527, 0.000000
pr_002121895,0.032527, 0.000000
pr_001806050,0.032527, 0.000000
pr_001719640,0.032527, 0.000000
pr_001790175,0.032527, 0.000000
pr_001138603,0.032527, 0.000000
pr_002245401,0.032527, 0.000000
pr_001851203,0.032527, 0.000000
pr_002069481,0.032527, 0.000000
pr_001940059,0.032527, 0.000000
pr_001895463,0.032527, 0.000000
pr_001975808,0.032527, 0.000000
pr_002099522,0.032527, 0.000000
pr_001895424,0.032527, 0.000000
pr_001939302,0.032527, 0.000000
pr_002040499,0.032527, 0.000000
pr_001635031,0.032527, 0.000000
pr_001815064,0.032527, 0.000000
pr_002204781,0.032527, 0.000000
pr_002132328,0.032527, 0.000000
pr_001942590,0.032527, 0.000000
pr_002105308,0.032527, 0.000000
pr_002136151,0.032527, 0.000000
pr_001898640,0.032527, 0.000000
pr_001899381,0.032527, 0.000000
pr_002121870,0.032527, 0.000000
pr_001963421,0.032527, 0.000000
pr_001786250,0.032527, 0.000000
pr_001397452,0.032527, 0.000000
pr_001884664,0.032527, 0.000000
pr_002053779,0.032527, 0.000000
pr_002201026,0.032527, 0.000000
pr_002121938,0.032527, 0.000000
pr_001942195,0.032527, 0.000000
pr_001583809,0.032527, 0.000000
pr_001980777,0.032527, 0.000000
pr_002123605,0.032527, 0.000000
pr_001908659,0.032527, 0.000000
pr_001940604,0.032527, 0.000000
pr_001154010,0.032527, 0.000000
pr_001906133,0.032527, 0.000000
pr_002176529,0.032527, 0.000000
pr_001907472,0.032527, 0.000000
pr_001942557,0.032527, 0.000000
pr_002222870,0.032527, 0.000000
pr_002065757,0.032527, 0.000000
pr_001733356,0.032527, 0.000000
us_000460885,0.032527, 0.000000
us_000265889,0.032527, 0.000001
pr_001884379,0.032527, 0.000001
pr_001802625,0.032527, 0.000001
pr_001936294,0.032527, 0.000001
pr_001906137,0.032527, 0.000001
pr_001906164,0.032527, 0.000001
pr_001907198,0.032527, 0.000001
pr_001391552,0.032527, 0.000001
pr_001888757,0.032527, 0.000001
pr_001158271,0.032527, 0.000001
pr_001901513,0.032527, 0.000002
pr_001053652,0.032527, 0.000003
pr_001134268,0.032527, 0.000003
pr_001058248,0.032527, 0.000003
pr_000934956,0.032527, 0.000003
pr_000755902,0.032527, 0.000003
pr_001104374,0.032527, 0.000003
pr_001149587,0.032527, 0.000003
pr_000848162,0.032527, 0.000003
pr_000882684,0.032527, 0.000003
pr_001135018,0.032527, 0.000003
pr_001614140,0.032527, 0.000003
pr_001628306,0.032527, 0.000003
pr_001011612,0.032527, 0.000003
pr_001134269,0.032527, 0.000003
pr_001137097,0.032527, 0.000003
pr_001134817,0.032527, 0.000003
pr_001098658,0.032527, 0.000003
pr_000946972,0.032527, 0.000003
pr_000946603,0.032527, 0.000003
pr_001049934,0.032527, 0.000003
pr_001153498,0.032527, 0.000003
pr_001028027,0.032527, 0.000005
us_000595288,0.032527, 0.000006
pr_001120535,0.032527, 0.000006
pr_001787351,0.032527, 0.000006
pr_001802613,0.032527, 0.000006
us_000550108,0.032527, 0.000006
us_000573322,0.032527, 0.000007
us_000558039,0.032527, 0.000007
pr_002171482,0.032527, 0.000007
pr_001948843,0.032527, 0.000007
pr_001942956,0.032527, 0.000007
pr_001882165,0.032527, 0.000007
pr_001889118,0.032527, 0.000007
pr_001939875,0.032527, 0.000007
us_000471298,0.032527, 0.000007
pr_001167614,0.032527, 0.000007
pr_000768914,0.032527, 0.000009
us_000608993,0.032527, 0.000011
us_000574733,0.032527, 0.000011
us_000460710,0.032527, 0.000013
pr_000728222,0.032527, 0.000017
pr_001881379,0.032527, 0.000018
pr_001121113,0.032527, 0.000024
pr_001022269,0.032527, 0.000024
pr_001747433,0.032527, 0.000024
pr_001143067,0.032527, 0.000024
pr_000914305,0.032527, 0.000024
pr_000952103,0.032527, 0.000024
us_000493301,0.032527, 0.000025
pr_000587458,0.032527, 0.000026
pr_001635522,0.032527, 0.000026
pr_000708661,0.032527, 0.000030
us_000503362,0.032527, 0.000032
pr_001107469,0.032527, 0.000035
pr_000983870,0.032527, 0.000038
pr_000565403,0.032527, 0.000038
pr_001118135,0.032527, 0.000038
pr_000663060,0.032527, 0.000049
pr_001119496,0.032527, 0.000064
pr_001956873,0.032527, 0.000068
pr_000957808,0.032527, 0.000073
pr_001730442,0.032527, 0.000078
us_000556710,0.032527, 0.000084
pr_000932349,0.032527, 0.000088
pr_001150507,0.032527, 0.000098
pr_001656133,0.032527, 0.000100
pr_001874867,0.032527, 0.000117
pr_001889405,0.032527, 0.000156
pr_000948885,0.032527, 0.000161
pr_001027166,0.032527, 0.000174
us_000590316,0.032527, 0.000206
us_000569382,0.032527, 0.000209
us_000459439,0.032527, 0.000221
pr_001039909,0.032527, 0.000227
pr_001028602,0.032527, 0.000237
us_000580254,0.032527, 0.000238
pr_001071658,0.032527, 0.000240
pr_001406313,0.032527, 0.000272
pr_001936712,0.032527, 0.000275
us_000593893,0.032527, 0.000314
us_000600361,0.032527, 0.000320
us_000508929,0.032527, 0.000354
us_000265094,0.032527, 0.000374
pr_000738861,0.032527, 0.000447
us_000615525,0.032527, 0.000576
us_000459543,0.032527, 0.000614
us_000479705,0.032527, 0.000620
us_000474211,0.032527, 0.000620
us_000575375,0.032527, 0.000705
us_000604530,0.032527, 0.000750
us_000484774,0.032527, 0.000811
us_000591279,0.032527, 0.000816
us_000574851,0.032527, 0.000871
us_000607888,0.032527, 0.000895
us_000488446,0.032527, 0.000950
us_000558013,0.032527, 0.001036
us_000502938,0.032527, 0.001310
us_000474201,0.032527, 0.001334
us_000506460,0.032527, 0.001376
us_000611752,0.032527, 0.001416
us_000471199,0.032527, 0.001538
pr_001120105,0.032527, 0.002137
us_000547658,0.032527, 0.002156
pr_001084616,0.032527, 0.002268
pr_002232365,0.032527, 0.002353
us_000505282,0.032527, 0.002404
us_000592067,0.032527, 0.002430
pr_000772293,0.032527, 0.002454
us_000307611,0.032527, 0.002639
us_000479553,0.032527, 0.002717
pr_001600964,0.032527, 0.003058
pr_001049279,0.032527, 0.003058
pr_000174038,0.032527, 0.003153
pr_000970293,0.032527, 0.003901
pr_000636450,0.032527, 0.003901
pr_001015146,0.032527, 0.003901
pr_000917463,0.032527, 0.003901
pr_001087476,0.032527, 0.003990
us_000540044,0.032527, 0.004134
pr_000198291,0.032527, 0.004276
us_000531135,0.032527, 0.004291
pr_000916278,0.032527, 0.004293
pr_000292094,0.032527, 0.004442
pr_000911590,0.032527, 0.004540
pr_000975116,0.032527, 0.004644
pr_000179039,0.032527, 0.004644
pr_000739495,0.032527, 0.004644
us_000478256,0.032527, 0.004646
pr_000216985,0.032527, 0.004662
us_000459242,0.032527, 0.004818
pr_000171817,0.032527, 0.004883
pr_001062592,0.032527, 0.004883
pr_000876742,0.032527, 0.004883
pr_002165855,0.032527, 0.004883
pr_001994143,0.032527, 0.004883
pr_001927761,0.032527, 0.004883
pr_002188368,0.032527, 0.004883
pr_000849840,0.032527, 0.004883
pr_001955954,0.032527, 0.004883
pr_002099349,0.032527, 0.004883
pr_002109984,0.032527, 0.004883
pr_000171901,0.032527, 0.004883
pr_001959379,0.032527, 0.004883
pr_000582290,0.032527, 0.004883
pr_000577634,0.032527, 0.004883
pr_001168360,0.032527, 0.004883
pr_000707890,0.032527, 0.004883
pr_002155402,0.032527, 0.004883
pr_000762073,0.032527, 0.004883
pr_001048793,0.032527, 0.004886
pr_000566026,0.032527, 0.004887
pr_001969680,0.032527, 0.004971
us_000480966,0.032527, 0.005502
pr_002082157,0.032527, 0.005520
pr_000172478,0.032527, 0.005551
us_000328918,0.032527, 0.005897
us_000586359,0.032527, 0.006457
us_000571559,0.032527, 0.006573
pr_000970055,0.032527, 0.006712
us_000477178,0.032527, 0.007974
us_000560134,0.032527, 0.008083
pr_001956984,0.032527, 0.008242
us_000515537,0.032527, 0.010378
us_000250631,0.032527, 0.011997
us_000472642,0.032527, 0.012070
us_000546164,0.032527, 0.012219
pr_000691299,0.032527, 0.012372
us_000604666,0.032527, 0.012489
us_000513291,0.032527, 0.012530
pr_001821368,0.032527, 0.013063
us_000233054,0.032527, 0.014036
us_000488739,0.032527, 0.014959
us_000487034,0.032527, 0.015194
us_000489551,0.032527, 0.015330
us_000485991,0.032527, 0.015960
us_000544342,0.032527, 0.023246
us_000467835,0.032527, 0.023362
us_000507199,0.032527, 0.026088
us_000539101,0.032527, 0.028527
us_000464685,0.032527, 0.031216
us_000479767,0.032527, 0.031567
us_000584281,0.032527, 0.032872
us_000539063,0.032527, 0.033406
us_000474168,0.032527, 0.034844
us_000463865,0.032527, 0.037198
us_000474041,0.032527, 0.039983
us_000472781,0.032527, 0.040570
us_000588355,0.032527, 0.042041
us_000535507,0.032527, 0.046052
us_000017113,0.032527, 0.049843
us_000594953,0.032527, 0.052466
us_000490773,0.032527, 0.053314
us_000352337,0.032527, 0.053473
us_000572335,0.032527, 0.057789
us_000484871,0.032527, 0.076576
us_000498694,0.032527, 0.099217
us_000528497,0.032527, 0.101306
us_000529914,0.032527, 0.107250
us_000550531,0.032527, 0.157218
us_000535832,0.032527, 0.234843
us_000513075,0.032527, 0.279443
us_000538378,0.032527, 0.297040
us_000506302,0.032527, 0.346667
us_000469544,0.032527, 0.375093
us_000499512,0.032527, 0.428810
us_000535479,0.032527, 0.447256
us_000529132,0.032527, 0.517559
us_000582734,0.032527, 0.613068
