Product ID : 98 # of JPs covered : 1 : 56 : Sales/Use, 
pr_000369781,0.144696, 0.066063
pr_001150465,0.144696, 0.066151
pr_000645544,0.144696, 0.066151
pr_001158169,0.144696, 0.066151
pr_001035289,0.144696, 0.066151
pr_001158821,0.144696, 0.066151
pr_001149603,0.144696, 0.066151
pr_000767822,0.144696, 0.066151
pr_000570041,0.144696, 0.066151
pr_001148621,0.144696, 0.066555
pr_000708508,0.144696, 0.066784
pr_000506957,0.144696, 0.066921
pr_000570059,0.144696, 0.066923
pr_000392072,0.144696, 0.066923
pr_000363446,0.144696, 0.066924
pr_000362220,0.144696, 0.066924
pr_000510851,0.144696, 0.066924
pr_000373009,0.144696, 0.066924
pr_000387157,0.144696, 0.066924
pr_000388005,0.144696, 0.066924
pr_000286083,0.144696, 0.066928
pr_000286027,0.144696, 0.066928
pr_001149836,0.144696, 0.066935
pr_001613353,0.144696, 0.066935
pr_000699670,0.144696, 0.066935
pr_001411563,0.144696, 0.066935
pr_001678436,0.144696, 0.066935
pr_000384396,0.144696, 0.066935
pr_001672075,0.144696, 0.066935
pr_001151252,0.144696, 0.066935
pr_001035057,0.144696, 0.066935
pr_000644930,0.144696, 0.066935
pr_000520622,0.144696, 0.066935
pr_001033825,0.144696, 0.066935
pr_001621145,0.144696, 0.066935
pr_000384046,0.144696, 0.066935
pr_001613491,0.144696, 0.066935
pr_000370537,0.144696, 0.066935
pr_001034609,0.144696, 0.066935
pr_001034526,0.144696, 0.066935
pr_000565460,0.144696, 0.066935
pr_001676649,0.144696, 0.066935
pr_001623917,0.144696, 0.066935
pr_000627925,0.144696, 0.066935
pr_001146166,0.144696, 0.066935
pr_001150575,0.144696, 0.066935
pr_000388188,0.144696, 0.066935
pr_000375263,0.144696, 0.066935
pr_001034120,0.144696, 0.066935
pr_000702247,0.144696, 0.066935
pr_001148592,0.144696, 0.066935
pr_001146474,0.144696, 0.066935
pr_000731691,0.144696, 0.066935
pr_001146659,0.144696, 0.066935
pr_001158186,0.144696, 0.066935
pr_001611234,0.144696, 0.066935
pr_001158159,0.144696, 0.066935
pr_000372077,0.144696, 0.066935
pr_000372376,0.144696, 0.066935
pr_000383542,0.144696, 0.066935
pr_001035516,0.144696, 0.066935
pr_001157535,0.144696, 0.066935
pr_000814968,0.144696, 0.066935
pr_001034273,0.144696, 0.066935
pr_000810096,0.144696, 0.066935
pr_000763083,0.144696, 0.066935
pr_001158254,0.144696, 0.066935
pr_001146717,0.144696, 0.066935
pr_001614605,0.144696, 0.066935
pr_000767119,0.144696, 0.066935
pr_000507238,0.144696, 0.066935
pr_001158245,0.144696, 0.066935
pr_001150561,0.144696, 0.066935
pr_001684918,0.144696, 0.066935
pr_001034067,0.144696, 0.066935
pr_000657011,0.144696, 0.066935
pr_001642104,0.144696, 0.066935
pr_001158172,0.144696, 0.066935
pr_000371119,0.144696, 0.066935
pr_000763677,0.144696, 0.066935
pr_000391941,0.144696, 0.066935
pr_000362194,0.144696, 0.066935
pr_001147771,0.144696, 0.066935
pr_001034722,0.144696, 0.066935
pr_000627800,0.144696, 0.066935
pr_000817302,0.144696, 0.066935
pr_001157214,0.144696, 0.066935
pr_001155793,0.144696, 0.066935
pr_001033623,0.144696, 0.066935
pr_000363456,0.144696, 0.066935
pr_001150403,0.144696, 0.066935
pr_001035005,0.144696, 0.066935
pr_000389332,0.144696, 0.066935
pr_001611498,0.144696, 0.066935
pr_000372203,0.144696, 0.066935
pr_001158580,0.144696, 0.066935
pr_000714184,0.144696, 0.066935
pr_000570841,0.144696, 0.066935
pr_001033647,0.144696, 0.066935
pr_001623503,0.144696, 0.066935
pr_000374682,0.144696, 0.066935
pr_000363100,0.144696, 0.066935
pr_001077109,0.144696, 0.066935
pr_001000478,0.144696, 0.066935
pr_001158949,0.144696, 0.066935
pr_000374946,0.144696, 0.066935
pr_000387052,0.144696, 0.066935
pr_001611701,0.144696, 0.066935
pr_000763005,0.144696, 0.066935
pr_001034477,0.144696, 0.066935
pr_001035330,0.144696, 0.066935
pr_001622887,0.144696, 0.066935
pr_000762409,0.144696, 0.066935
pr_000383989,0.144696, 0.066935
pr_000366381,0.144696, 0.066935
pr_000389726,0.144696, 0.066935
pr_000570912,0.144696, 0.066935
pr_001043349,0.144696, 0.066935
pr_001157230,0.144696, 0.066935
pr_001050210,0.144696, 0.066935
pr_000763835,0.144696, 0.066935
pr_001158594,0.144696, 0.066935
pr_001148788,0.144696, 0.066935
pr_000506204,0.144696, 0.066935
pr_000374982,0.144696, 0.066935
pr_000373417,0.144696, 0.066935
pr_000513294,0.144696, 0.066935
pr_001158208,0.144696, 0.066935
pr_001034955,0.144696, 0.066935
pr_001158157,0.144696, 0.066935
pr_001621834,0.144696, 0.066935
pr_000763095,0.144696, 0.066935
pr_000697005,0.144696, 0.066935
pr_000816856,0.144696, 0.066935
pr_001613431,0.144696, 0.066935
pr_001035211,0.144696, 0.066935
pr_001034363,0.144696, 0.066935
pr_000763721,0.144696, 0.066935
pr_001672014,0.144696, 0.066935
pr_000766982,0.144696, 0.066935
pr_000373603,0.144696, 0.066935
pr_000617590,0.144696, 0.066935
pr_000388727,0.144696, 0.066935
pr_001149717,0.144696, 0.066935
pr_001154714,0.144696, 0.066935
pr_001157741,0.144696, 0.066935
pr_000570114,0.144696, 0.066935
pr_001158077,0.144696, 0.066935
pr_001035343,0.144696, 0.066935
pr_001034461,0.144696, 0.066935
pr_000773919,0.144696, 0.066935
pr_000857730,0.144696, 0.066935
pr_000633813,0.144696, 0.066935
pr_001147804,0.144696, 0.066935
pr_001690156,0.144696, 0.066935
pr_001147260,0.144696, 0.066935
pr_000568710,0.144696, 0.066935
pr_001680073,0.144696, 0.066935
pr_001035125,0.144696, 0.066935
pr_001046904,0.144696, 0.066935
pr_001035210,0.144696, 0.066935
pr_000912017,0.144696, 0.066935
pr_000369341,0.144696, 0.066935
pr_000375997,0.144696, 0.066935
pr_001146096,0.144696, 0.066935
pr_000383275,0.144696, 0.066935
pr_000371940,0.144696, 0.066935
pr_000919900,0.144696, 0.066935
pr_000618102,0.144696, 0.066935
pr_000376100,0.144696, 0.066935
pr_001854161,0.144696, 0.066935
pr_000374652,0.144696, 0.066935
pr_000747281,0.144696, 0.066935
pr_000767041,0.144696, 0.066935
pr_000649794,0.144696, 0.066935
pr_000665345,0.144696, 0.066935
pr_001034547,0.144696, 0.066935
pr_001149995,0.144696, 0.066935
pr_001147117,0.144696, 0.066935
pr_001034744,0.144696, 0.066935
pr_001035257,0.144696, 0.066935
pr_000374294,0.144696, 0.066935
pr_001112429,0.144696, 0.066935
pr_000763646,0.144696, 0.066935
pr_000641713,0.144696, 0.066935
pr_000375233,0.144696, 0.066935
pr_001158082,0.144696, 0.066935
pr_001156994,0.144696, 0.066935
pr_001611348,0.144696, 0.066935
pr_001623888,0.144696, 0.066935
pr_001158652,0.144696, 0.066935
pr_000763288,0.144696, 0.066935
pr_000773184,0.144696, 0.066935
pr_000910926,0.144696, 0.066935
pr_000392143,0.144696, 0.066935
pr_001679925,0.144696, 0.066935
pr_000362399,0.144696, 0.066935
pr_001679848,0.144696, 0.066935
pr_000387158,0.144696, 0.066935
pr_001034598,0.144696, 0.066935
pr_001699476,0.144696, 0.066935
pr_000371875,0.144696, 0.066935
pr_000815928,0.144696, 0.066935
pr_000364051,0.144696, 0.066935
pr_000641783,0.144696, 0.066935
pr_000369123,0.144696, 0.066935
pr_001158021,0.144696, 0.066935
pr_001158183,0.144696, 0.066935
pr_001613470,0.144696, 0.066935
pr_001158165,0.144696, 0.066935
pr_001023792,0.144696, 0.066935
pr_001149153,0.144696, 0.066935
pr_000822399,0.144696, 0.066935
pr_001156772,0.144696, 0.066935
pr_001612209,0.144696, 0.066935
pr_000765331,0.144696, 0.066935
pr_000374575,0.144696, 0.066935
pr_000910990,0.144696, 0.066935
pr_000387364,0.144696, 0.066935
pr_000768966,0.144696, 0.066935
pr_001034430,0.144696, 0.066935
pr_001611503,0.144696, 0.066935
pr_000374599,0.144696, 0.066935
pr_001146508,0.144696, 0.066935
pr_000374720,0.144696, 0.066935
pr_000565129,0.144696, 0.066935
pr_000766303,0.144696, 0.066935
pr_001149902,0.144696, 0.066935
pr_001613196,0.144696, 0.066935
pr_001613410,0.144696, 0.066935
pr_000655103,0.144696, 0.066935
pr_001034284,0.144696, 0.066935
pr_001146817,0.144696, 0.066935
pr_000372308,0.144696, 0.066935
pr_001671951,0.144696, 0.066935
pr_000647473,0.144696, 0.066935
pr_000506116,0.144696, 0.066935
pr_001623809,0.144696, 0.066935
pr_001035241,0.144696, 0.066935
pr_000818329,0.144696, 0.066935
pr_000773644,0.144696, 0.066935
pr_001035156,0.144696, 0.066935
pr_001157041,0.144696, 0.066935
pr_001611641,0.144696, 0.066935
pr_000375214,0.144696, 0.066935
pr_001147169,0.144696, 0.066935
pr_000569392,0.144696, 0.066935
pr_001150435,0.144696, 0.066935
pr_001050253,0.144696, 0.066935
pr_001035165,0.144696, 0.066935
pr_000569977,0.144696, 0.066935
pr_000375119,0.144696, 0.066935
pr_000373226,0.144696, 0.066935
pr_001059452,0.144696, 0.066935
pr_000570665,0.144696, 0.066935
pr_000654917,0.144696, 0.066935
pr_001617031,0.144696, 0.066935
pr_000369905,0.144696, 0.066935
pr_001034718,0.144696, 0.066935
pr_001034736,0.144696, 0.066935
pr_001401733,0.144696, 0.066935
pr_000374522,0.144696, 0.066935
pr_000564583,0.144696, 0.066935
pr_001620230,0.144696, 0.066935
pr_001641388,0.144696, 0.066935
pr_000923138,0.144696, 0.066935
pr_001034754,0.144696, 0.066935
pr_001623711,0.144696, 0.066935
pr_000288804,0.144696, 0.066935
pr_001158119,0.144696, 0.066935
pr_000627793,0.144696, 0.066935
pr_000763278,0.144696, 0.066935
pr_000813965,0.144696, 0.066935
pr_000519169,0.144696, 0.066935
pr_001148997,0.144696, 0.066935
pr_000389221,0.144696, 0.066935
pr_000374226,0.144696, 0.066935
pr_000763731,0.144696, 0.066935
pr_000513085,0.144696, 0.066935
pr_000387393,0.144696, 0.066935
pr_001623802,0.144696, 0.066935
pr_001620282,0.144696, 0.066935
pr_000653129,0.144696, 0.066935
pr_001149695,0.144696, 0.066935
pr_001034300,0.144696, 0.066935
pr_000763090,0.144696, 0.066935
pr_001157913,0.144696, 0.066935
pr_000827670,0.144696, 0.066935
pr_000372926,0.144696, 0.066935
pr_000627631,0.144696, 0.066935
pr_000570784,0.144696, 0.066935
pr_000372965,0.144696, 0.066935
pr_000372962,0.144696, 0.066935
pr_000088979,0.144696, 0.066935
pr_001156851,0.144696, 0.066935
pr_001158684,0.144696, 0.066935
pr_000815653,0.144696, 0.066935
pr_001156669,0.144696, 0.066935
pr_000389485,0.144696, 0.066935
pr_001157764,0.144696, 0.066935
pr_001652885,0.144696, 0.066935
pr_001150153,0.144696, 0.066935
pr_001158862,0.144696, 0.066935
pr_001614136,0.144696, 0.066935
pr_001150609,0.144696, 0.066935
pr_001611195,0.144696, 0.066935
pr_001156968,0.144696, 0.066935
pr_000892860,0.144696, 0.066935
pr_000766954,0.144696, 0.066935
pr_001157191,0.144696, 0.066935
pr_000765408,0.144696, 0.066935
pr_000722558,0.144696, 0.066935
pr_000374889,0.144696, 0.066935
pr_001157003,0.144696, 0.066935
pr_000619289,0.144696, 0.066935
pr_001035135,0.144696, 0.066935
pr_000369509,0.144696, 0.066935
pr_000656936,0.144696, 0.066935
pr_001034387,0.144696, 0.066935
pr_000762846,0.144696, 0.066935
pr_000910612,0.144696, 0.066935
pr_001035429,0.144696, 0.066935
pr_000520030,0.144696, 0.066935
pr_001158909,0.144696, 0.066935
pr_000763750,0.144696, 0.066935
pr_000744311,0.144696, 0.066935
pr_000374427,0.144696, 0.066935
pr_001034566,0.144696, 0.066935
pr_000376138,0.144696, 0.066935
pr_001610228,0.144696, 0.066935
pr_000374677,0.144696, 0.066935
pr_000638527,0.144696, 0.066935
pr_000375375,0.144696, 0.066935
pr_001158783,0.144696, 0.066935
pr_000736849,0.144696, 0.066935
pr_000387592,0.144696, 0.066935
pr_001158049,0.144696, 0.066935
pr_000564495,0.144696, 0.066935
pr_001697085,0.144696, 0.066935
pr_001035134,0.144696, 0.066935
pr_001147116,0.144696, 0.066935
pr_001623738,0.144696, 0.066935
pr_001158034,0.144696, 0.066935
pr_000375892,0.144696, 0.066935
pr_001158632,0.144696, 0.066935
pr_000564308,0.144696, 0.066935
pr_000374344,0.144696, 0.066935
pr_000512668,0.144696, 0.066935
pr_000234352,0.144696, 0.066935
pr_000373907,0.144696, 0.066935
pr_001700810,0.144696, 0.066935
pr_000816879,0.144696, 0.066935
pr_000904104,0.144696, 0.066956
pr_000988693,0.144696, 0.066993
pr_000502959,0.144696, 0.067015
pr_000871874,0.144696, 0.067212
pr_000819326,0.144696, 0.067242
pr_001156715,0.144696, 0.067245
pr_001146828,0.144696, 0.067245
pr_000570571,0.144696, 0.067245
pr_000763030,0.144696, 0.067245
pr_001157481,0.144696, 0.067245
pr_001673581,0.144696, 0.067245
pr_001158041,0.144696, 0.067245
pr_001035025,0.144696, 0.067245
pr_001034695,0.144696, 0.067245
pr_000776800,0.144696, 0.067245
pr_000911154,0.144696, 0.067245
pr_000763449,0.144696, 0.067245
pr_001146231,0.144696, 0.067245
pr_001157539,0.144696, 0.067245
pr_001155278,0.144696, 0.067245
pr_000570982,0.144696, 0.067245
pr_000773319,0.144696, 0.067245
pr_001671988,0.144696, 0.067245
pr_001146746,0.144696, 0.067245
pr_001146196,0.144696, 0.067320
pr_000520599,0.144696, 0.067925
pr_000517618,0.144696, 0.067968
pr_000369318,0.144696, 0.068019
pr_001685434,0.144696, 0.068023
pr_000564747,0.144696, 0.068026
pr_000375149,0.144696, 0.068026
pr_000368480,0.144696, 0.068027
pr_000373433,0.144696, 0.068027
pr_000514261,0.144696, 0.068027
pr_000372317,0.144696, 0.068027
pr_000557803,0.144696, 0.068027
pr_000372927,0.144696, 0.068027
pr_000372157,0.144696, 0.068028
pr_000237724,0.144696, 0.068031
pr_000514853,0.144696, 0.068038
pr_000570860,0.144696, 0.068038
pr_001611207,0.144696, 0.068038
pr_000372868,0.144696, 0.068038
pr_000821423,0.144696, 0.068038
pr_001034741,0.144696, 0.068038
pr_001122534,0.144696, 0.068038
pr_000908316,0.144696, 0.068038
pr_001157219,0.144696, 0.068038
pr_001671926,0.144696, 0.068038
pr_001673737,0.144696, 0.068038
pr_000700938,0.144696, 0.068038
pr_001147796,0.144696, 0.068038
pr_001146951,0.144696, 0.068038
pr_000518986,0.144696, 0.068038
pr_000369061,0.144696, 0.068038
pr_000700215,0.144696, 0.068038
pr_000736906,0.144696, 0.068038
pr_001034732,0.144696, 0.068038
pr_000364021,0.144696, 0.068038
pr_001034729,0.144696, 0.068038
pr_001611175,0.144696, 0.068038
pr_001156700,0.144696, 0.068038
pr_000570910,0.144696, 0.068038
pr_001156886,0.144696, 0.068038
pr_000370472,0.144696, 0.068038
pr_000374917,0.144696, 0.068038
pr_001623799,0.144696, 0.068038
pr_001034603,0.144696, 0.068038
pr_000716473,0.144696, 0.068038
pr_001041176,0.144696, 0.068038
pr_000774323,0.144696, 0.068038
pr_000373443,0.144696, 0.068038
pr_001830472,0.144696, 0.068038
pr_001719370,0.144696, 0.068038
pr_001077048,0.144696, 0.068038
pr_000764317,0.144696, 0.068038
pr_001033443,0.144696, 0.068038
pr_000363864,0.144696, 0.068038
pr_002139259,0.144696, 0.068038
pr_000745588,0.144696, 0.068038
pr_001623867,0.144696, 0.068038
pr_000570161,0.144696, 0.068038
pr_001624051,0.144696, 0.068038
pr_001157569,0.144696, 0.068038
pr_001034612,0.144696, 0.068038
pr_000514903,0.144696, 0.068038
pr_001034562,0.144696, 0.068038
pr_002119413,0.144696, 0.068038
pr_001146225,0.144696, 0.068038
pr_000620863,0.144696, 0.068038
pr_001154830,0.144696, 0.068038
pr_000375959,0.144696, 0.068038
pr_001631561,0.144696, 0.068038
pr_000362363,0.144696, 0.068038
pr_001083084,0.144696, 0.068038
pr_000878646,0.144696, 0.068038
pr_000512624,0.144696, 0.068038
pr_000742009,0.144696, 0.068038
pr_000647212,0.144696, 0.068038
pr_000564461,0.144696, 0.068038
pr_001671980,0.144696, 0.068038
pr_001035209,0.144696, 0.068038
pr_000366504,0.144696, 0.068038
pr_000624959,0.144696, 0.068038
pr_000815493,0.144696, 0.068038
pr_001699473,0.144696, 0.068038
pr_000512821,0.144696, 0.068038
pr_001621016,0.144696, 0.068038
pr_000655133,0.144696, 0.068038
pr_001158024,0.144696, 0.068038
pr_000994019,0.144696, 0.068038
pr_000764634,0.144696, 0.068038
pr_000693953,0.144696, 0.068038
pr_000620376,0.144696, 0.068038
pr_000911780,0.144696, 0.068038
pr_000656412,0.144696, 0.068038
pr_001158168,0.144696, 0.068038
pr_000365496,0.144696, 0.068038
pr_000645562,0.144696, 0.068038
pr_000117713,0.144696, 0.068038
pr_001101805,0.144696, 0.068038
pr_000911316,0.144696, 0.068038
pr_001611533,0.144696, 0.068038
pr_001684582,0.144696, 0.068038
pr_000766743,0.144696, 0.068038
pr_000818712,0.144696, 0.068038
pr_001702513,0.144696, 0.068038
pr_001158799,0.144696, 0.068038
pr_000375314,0.144696, 0.068038
pr_000865570,0.144696, 0.068038
pr_000820158,0.144696, 0.068038
pr_001622868,0.144696, 0.068038
pr_001690197,0.144696, 0.068038
pr_001146372,0.144696, 0.068038
pr_001035356,0.144696, 0.068038
pr_000286173,0.144696, 0.068038
pr_000625646,0.144696, 0.068038
pr_001614035,0.144696, 0.068038
pr_000569165,0.144696, 0.068038
pr_000624007,0.144696, 0.068038
pr_000691520,0.144696, 0.068038
pr_001033765,0.144696, 0.068038
pr_000652209,0.144696, 0.068038
pr_001034569,0.144696, 0.068038
pr_001158742,0.144696, 0.068038
pr_000568740,0.144696, 0.068038
pr_001614685,0.144696, 0.068038
pr_001867234,0.144696, 0.068038
pr_000374880,0.144696, 0.068038
pr_000376159,0.144696, 0.068038
pr_000511155,0.144696, 0.068038
pr_001150138,0.144696, 0.068038
pr_000645595,0.144696, 0.068038
pr_001611482,0.144696, 0.068038
pr_001612151,0.144696, 0.068038
pr_000564451,0.144696, 0.068038
pr_000290940,0.144696, 0.068038
pr_001068794,0.144696, 0.068038
pr_000513198,0.144696, 0.068038
pr_001611276,0.144696, 0.068038
pr_001052007,0.144696, 0.068038
pr_000372131,0.144696, 0.068038
pr_000767775,0.144696, 0.068038
pr_001677193,0.144696, 0.068038
pr_001623392,0.144696, 0.068038
pr_001147092,0.144696, 0.068038
pr_000374339,0.144696, 0.068038
pr_000614199,0.144696, 0.068038
pr_000373476,0.144696, 0.068038
pr_001620380,0.144696, 0.068038
pr_001671246,0.144696, 0.068038
pr_001697744,0.144696, 0.068038
pr_000370864,0.144696, 0.068038
pr_001623398,0.144696, 0.068038
pr_001007212,0.144696, 0.068038
pr_001034636,0.144696, 0.068038
pr_000382787,0.144696, 0.068038
pr_001623801,0.144696, 0.068038
pr_000817566,0.144696, 0.068038
pr_001034719,0.144696, 0.068038
pr_000374977,0.144696, 0.068038
pr_001614003,0.144696, 0.068038
pr_000285803,0.144696, 0.068038
pr_000769392,0.144696, 0.068038
pr_000387941,0.144696, 0.068038
pr_000775789,0.144696, 0.068038
pr_001611124,0.144696, 0.068038
pr_001613402,0.144696, 0.068038
pr_001147985,0.144696, 0.068038
pr_001157527,0.144696, 0.068038
pr_000923042,0.144696, 0.068038
pr_001611474,0.144696, 0.068038
pr_001034621,0.144696, 0.068038
pr_001613173,0.144696, 0.068038
pr_001157521,0.144696, 0.068038
pr_001147028,0.144696, 0.068038
pr_001158240,0.144696, 0.068038
pr_000705435,0.144696, 0.068038
pr_000762759,0.144696, 0.068038
pr_001613354,0.144696, 0.068038
pr_000762440,0.144696, 0.068038
pr_001673448,0.144696, 0.068038
pr_001155684,0.144696, 0.068038
pr_000767118,0.144696, 0.068038
pr_000640031,0.144696, 0.068038
pr_001034640,0.144696, 0.068038
pr_001904950,0.144696, 0.068038
pr_001611713,0.144696, 0.068038
pr_000387770,0.144696, 0.068038
pr_000763345,0.144696, 0.068038
pr_001003130,0.144696, 0.068038
pr_000373135,0.144696, 0.068038
pr_000643555,0.144696, 0.068038
pr_001035264,0.144696, 0.068038
pr_001150626,0.144696, 0.068038
pr_001146165,0.144696, 0.068038
pr_000374996,0.144696, 0.068038
pr_001148036,0.144696, 0.068038
pr_001715267,0.144696, 0.068038
pr_001623509,0.144696, 0.068038
pr_001033756,0.144696, 0.068038
pr_001033665,0.144696, 0.068038
pr_001010078,0.144696, 0.068038
pr_000645706,0.144696, 0.068038
pr_000967440,0.144696, 0.068038
pr_001677538,0.144696, 0.068038
pr_000374688,0.144696, 0.068038
pr_000508335,0.144696, 0.068038
pr_001034338,0.144696, 0.068038
pr_000822787,0.144696, 0.068038
pr_001699468,0.144696, 0.068038
pr_001034994,0.144696, 0.068038
pr_000376028,0.144696, 0.068038
pr_000843556,0.144696, 0.068038
pr_000368795,0.144696, 0.068038
pr_001035163,0.144696, 0.068038
pr_000652619,0.144696, 0.068038
pr_000570410,0.144696, 0.068038
pr_000910555,0.144696, 0.068038
pr_000387428,0.144696, 0.068038
pr_001150636,0.144696, 0.068038
pr_000851142,0.144696, 0.068038
pr_000372042,0.144696, 0.068038
pr_001034659,0.144696, 0.068038
pr_000617021,0.144696, 0.068038
pr_000509923,0.144696, 0.068038
pr_000372239,0.144696, 0.068038
pr_000624594,0.144696, 0.068038
pr_000373304,0.144696, 0.068038
pr_000374567,0.144696, 0.068038
pr_001149721,0.144696, 0.068038
pr_000374555,0.144696, 0.068038
pr_000726672,0.144696, 0.068038
pr_001034244,0.144696, 0.068038
pr_001679951,0.144696, 0.068038
pr_000373472,0.144696, 0.068038
pr_001148700,0.144696, 0.068038
pr_000510829,0.144696, 0.068038
pr_001034509,0.144696, 0.068038
pr_001146293,0.144696, 0.068038
pr_001623899,0.144696, 0.068038
pr_001146522,0.144696, 0.068038
pr_000763096,0.144696, 0.068038
pr_000374734,0.144696, 0.068038
pr_000649094,0.144696, 0.068038
pr_001391413,0.144696, 0.068038
pr_001620359,0.144696, 0.068038
pr_001158062,0.144696, 0.068038
pr_000694874,0.144696, 0.068038
pr_001157792,0.144696, 0.068038
pr_001672098,0.144696, 0.068038
pr_000503212,0.144696, 0.068038
pr_001033728,0.144696, 0.068038
pr_000569063,0.144696, 0.068038
pr_000383941,0.144696, 0.068038
pr_000389657,0.144696, 0.068038
pr_000369194,0.144696, 0.068038
pr_001671379,0.144696, 0.068038
pr_000812899,0.144696, 0.068038
pr_000716056,0.144696, 0.068038
pr_000712846,0.144696, 0.068038
pr_000374500,0.144696, 0.068038
pr_001035109,0.144696, 0.068038
pr_001156905,0.144696, 0.068038
pr_000364001,0.144696, 0.068038
pr_001149865,0.144696, 0.068038
pr_000623429,0.144696, 0.068038
pr_000845250,0.144696, 0.068038
pr_001003240,0.144696, 0.068038
pr_001150690,0.144696, 0.068038
pr_000374672,0.144696, 0.068038
pr_000754053,0.144696, 0.068038
pr_002123451,0.144696, 0.068038
pr_000691947,0.144696, 0.068038
pr_001034545,0.144696, 0.068038
pr_000767117,0.144696, 0.068038
pr_000642386,0.144696, 0.068038
pr_001034973,0.144696, 0.068038
pr_000564916,0.144696, 0.068038
pr_001147853,0.144696, 0.068038
pr_001152733,0.144696, 0.068038
pr_001035145,0.144696, 0.068038
pr_000510866,0.144696, 0.068038
pr_000390053,0.144696, 0.068038
pr_001034662,0.144696, 0.068038
pr_001147802,0.144696, 0.068038
pr_000815345,0.144696, 0.068038
pr_001158238,0.144696, 0.068038
pr_001034961,0.144696, 0.068038
pr_001068124,0.144696, 0.068038
pr_001620192,0.144696, 0.068038
pr_001035305,0.144696, 0.068038
pr_000993983,0.144696, 0.068038
pr_000988422,0.144696, 0.068038
pr_000368806,0.144696, 0.068038
pr_001611340,0.144696, 0.068038
pr_001143452,0.144696, 0.068038
pr_001699437,0.144696, 0.068038
pr_000923253,0.144696, 0.068038
pr_000375699,0.144696, 0.068038
pr_001034710,0.144696, 0.068038
pr_001158542,0.144696, 0.068038
pr_000705474,0.144696, 0.068038
pr_001620986,0.144696, 0.068038
pr_000371207,0.144696, 0.068038
pr_001158642,0.144696, 0.068038
pr_000503325,0.144696, 0.068038
pr_000372340,0.144696, 0.068038
pr_000642236,0.144696, 0.068038
pr_000372537,0.144696, 0.068038
pr_001146097,0.144696, 0.068038
pr_001739891,0.144696, 0.068038
pr_000776435,0.144696, 0.068038
pr_000383605,0.144696, 0.068038
pr_001034760,0.144696, 0.068038
pr_000374236,0.144696, 0.068038
pr_001034575,0.144696, 0.068038
pr_001684906,0.144696, 0.068038
pr_000817193,0.144696, 0.068038
pr_001035176,0.144696, 0.068038
pr_001011744,0.144696, 0.068038
pr_001035226,0.144696, 0.068038
pr_001613216,0.144696, 0.068038
pr_000387347,0.144696, 0.068038
pr_001150540,0.144696, 0.068038
pr_000383440,0.144696, 0.068038
pr_000853292,0.144696, 0.068038
pr_001621772,0.144696, 0.068038
pr_001623386,0.144696, 0.068038
pr_001845290,0.144696, 0.068038
pr_001045325,0.144696, 0.068038
pr_000509975,0.144696, 0.068038
pr_000370197,0.144696, 0.068038
pr_000708235,0.144696, 0.068038
pr_000910968,0.144696, 0.068038
pr_001677169,0.144696, 0.068038
pr_001684563,0.144696, 0.068038
pr_000373223,0.144696, 0.068038
pr_000769576,0.144696, 0.068038
pr_000389197,0.144696, 0.068038
pr_001035111,0.144696, 0.068038
pr_001621617,0.144696, 0.068038
pr_000373274,0.144696, 0.068038
pr_001034675,0.144696, 0.068038
pr_000767828,0.144696, 0.068038
pr_001850614,0.144696, 0.068038
pr_000818237,0.144696, 0.068038
pr_001034758,0.144696, 0.068038
pr_001147125,0.144696, 0.068038
pr_000646345,0.144696, 0.068038
pr_000865156,0.144696, 0.068038
pr_001147788,0.144696, 0.068038
pr_000514307,0.144696, 0.068038
pr_000763007,0.144696, 0.068038
pr_000764521,0.144696, 0.068038
pr_000987024,0.144696, 0.068038
pr_001871815,0.144696, 0.068038
pr_000375101,0.144696, 0.068038
pr_001768831,0.144696, 0.068038
pr_001159175,0.144696, 0.068038
pr_001155509,0.144696, 0.068038
pr_000374568,0.144696, 0.068038
pr_000373602,0.144696, 0.068038
pr_000643848,0.144696, 0.068038
pr_000628254,0.144696, 0.068038
pr_000628785,0.144696, 0.068038
pr_000512695,0.144696, 0.068038
pr_001620193,0.144696, 0.068038
pr_001611118,0.144696, 0.068038
pr_001038950,0.144696, 0.068038
pr_001611586,0.144696, 0.068038
pr_000375135,0.144696, 0.068038
pr_000763688,0.144696, 0.068038
pr_000764590,0.144696, 0.068038
pr_001157027,0.144696, 0.068038
pr_000388150,0.144696, 0.068038
pr_001146724,0.144696, 0.068038
pr_001680055,0.144696, 0.068038
pr_000910391,0.144696, 0.068038
pr_001871534,0.144696, 0.068038
pr_000932174,0.144696, 0.068038
pr_000389408,0.144696, 0.068038
pr_000384156,0.144696, 0.068038
pr_001001905,0.144696, 0.068038
pr_001033608,0.144696, 0.068038
pr_000865590,0.144696, 0.068038
pr_001001380,0.144696, 0.068038
pr_001034576,0.144696, 0.068038
pr_001677586,0.144696, 0.068038
pr_001035095,0.144696, 0.068038
pr_000570512,0.144696, 0.068038
pr_000628191,0.144696, 0.068038
pr_000940794,0.144696, 0.068038
pr_000648873,0.144696, 0.068038
pr_000373038,0.144696, 0.068038
pr_001040222,0.144696, 0.068038
pr_001613429,0.144696, 0.068038
pr_000993167,0.144696, 0.068038
pr_000723498,0.144696, 0.068038
pr_000373720,0.144696, 0.068038
pr_000520634,0.144696, 0.068038
pr_000763052,0.144696, 0.068038
pr_000639712,0.144696, 0.068038
