Product ID : 2148 # of JPs covered : 1 : 276 : ERISA-Executive Compensation, 
us_000560747,0.267306, 0.495065
us_000175444,0.267306, 0.495318
us_000571215,0.267306, 0.495493
us_000558822,0.267306, 0.496724
us_000468355,0.267306, 0.496900
us_000484386,0.267306, 0.497497
us_000559386,0.267306, 0.502258
us_000578342,0.267306, 0.503464
us_000559774,0.267306, 0.503736
us_000527631,0.267306, 0.503916
us_000487452,0.267306, 0.511504
us_000499332,0.267306, 0.515548
us_000533259,0.267306, 0.518640
us_000506659,0.267306, 0.521039
us_000515250,0.267306, 0.528188
us_000508229,0.267306, 0.528470
us_000489682,0.267306, 0.535483
us_000478464,0.267306, 0.547708
us_000529950,0.267306, 0.548084
us_000517596,0.267306, 0.549054
us_000561591,0.267306, 0.550420
us_000234947,0.267306, 0.552819
us_000485110,0.267306, 0.558078
us_000527354,0.267306, 0.559996
us_000583824,0.267306, 0.566991
us_000485054,0.267306, 0.585245
us_000587398,0.267306, 0.592144
us_000503975,0.267306, 0.600023
us_000524128,0.267306, 0.631697
us_000593609,0.267306, 0.667154
us_000479245,0.267306, 0.669969
us_000465311,0.267306, 0.709315
us_000500506,0.267306, 0.722582
us_000547227,0.267306, 0.729426
us_000518230,0.267306, 0.734421
us_000474954,0.267306, 0.774760
us_000178192,0.267306, 0.830666
us_000474781,0.267306, 0.859429
us_000479711,0.267306, 0.962000
us_000502823,0.267306, 1.024826
us_000496744,0.267306, 1.707315
pr_000383133,0.177463, 0.000000
us_000544812,0.177463, 1.406701
us_000498639,0.177463, 2.611270
us_000550491,0.177463, 2.661560
us_000179555,0.177463, 2.668286
us_000588098,0.177463, 2.719491
us_000535278,0.177463, 2.806121
us_000474043,0.177463, 2.900356
us_000488184,0.177463, 3.032360
us_000538562,0.177463, 3.063539
us_000499848,0.177463, 3.067356
us_000528268,0.177463, 3.073292
us_000192552,0.177463, 3.112177
us_000590879,0.177463, 3.117926
us_000542674,0.177463, 3.163557
us_000598855,0.177463, 3.166799
us_000562359,0.177463, 3.177483
us_000500856,0.177463, 3.411452
pr_000754401,0.152305, 0.000000
pr_001052954,0.152305, 0.000000
pr_001028015,0.152305, 0.000000
pr_001109284,0.152305, 0.000000
pr_000513710,0.152305, 0.000000
pr_000863059,0.152305, 0.000000
pr_001012565,0.152305, 0.000000
pr_000718930,0.152305, 0.000000
pr_000853293,0.152305, 0.000000
pr_000513168,0.152305, 0.000001
us_000466324,0.152305, 0.352201
us_000515556,0.152305, 0.963243
us_000465738,0.152305, 2.170830
us_000599124,0.152305, 2.315245
us_000594778,0.152305, 2.514636
us_000503157,0.152305, 2.693596
us_000550552,0.152305, 2.909960
us_000481782,0.152305, 2.955750
us_000569652,0.152305, 3.065608
us_000498772,0.152305, 3.091304
us_000474572,0.152305, 3.212429
us_000546280,0.152305, 3.282216
us_000496060,0.152305, 3.296343
us_000479416,0.152305, 3.309319
us_000544322,0.152305, 3.390479
us_000494722,0.152305, 3.405787
us_000503533,0.152305, 3.419564
us_000493592,0.152305, 3.450429
us_000499545,0.152305, 3.576836
us_000515308,0.152305, 3.625310
us_000552717,0.152305, 3.626078
us_000543717,0.152305, 3.635145
us_000528112,0.152305, 3.651114
us_000519633,0.152305, 3.658278
us_000471972,0.152305, 3.677559
us_000550584,0.152305, 3.680035
us_000492868,0.152305, 3.709985
us_000515914,0.152305, 3.721188
us_000516681,0.152305, 3.744707
us_000534705,0.152305, 3.767464
us_000471735,0.152305, 3.773048
us_000484173,0.152305, 3.774989
us_000553228,0.152305, 3.810598
us_000481571,0.152305, 3.815048
us_000580575,0.152305, 3.815502
us_000536620,0.152305, 3.835890
us_000500227,0.152305, 3.841220
us_000492968,0.152305, 3.842701
us_000490029,0.152305, 3.852613
us_000500925,0.152305, 3.856936
us_000523775,0.152305, 3.858953
us_000524005,0.152305, 3.865516
us_000509734,0.152305, 3.866347
us_000586960,0.152305, 3.887423
us_000515307,0.152305, 3.905861
us_000073478,0.152305, 3.935833
us_000475238,0.152305, 3.947401
us_000516984,0.152305, 3.993698
us_000009448,0.152305, 4.019375
us_000536143,0.152305, 4.020559
us_000538877,0.152305, 4.027532
us_000545596,0.152305, 4.036084
us_000493815,0.152305, 4.039915
us_000471120,0.152305, 4.066405
us_000513133,0.152305, 4.067883
us_000477601,0.152305, 4.070139
us_000480525,0.152305, 4.071450
us_000506179,0.152305, 4.081975
us_000598955,0.152305, 4.083787
us_000582277,0.152305, 4.094690
us_000477379,0.152305, 4.102918
us_000017842,0.152305, 4.104003
us_000479212,0.152305, 4.110266
us_000583761,0.152305, 4.124412
us_000499181,0.152305, 4.134040
us_000498540,0.152305, 4.134825
us_000463538,0.152305, 4.152752
us_000555692,0.152305, 4.161158
us_000520067,0.152305, 4.169114
us_000571749,0.152305, 4.173449
us_000485979,0.152305, 4.174452
us_000574589,0.152305, 4.193410
us_000536714,0.152305, 4.193867
us_000509553,0.152305, 4.216760
us_000492613,0.152305, 4.223629
us_000508603,0.152305, 4.235568
us_000535079,0.152305, 4.242445
us_000481676,0.152305, 4.266069
us_000482087,0.152305, 4.268953
us_000497291,0.152305, 4.280227
us_000524863,0.152305, 4.282317
us_000529557,0.152305, 4.302534
us_000485145,0.152305, 4.314041
us_000496418,0.152305, 4.323337
us_000531382,0.152305, 4.325530
us_000503749,0.152305, 4.326459
us_000510661,0.152305, 4.328773
us_000502785,0.152305, 4.334908
us_000568365,0.152305, 4.340239
us_000551065,0.152305, 4.341524
us_000515106,0.152305, 4.341758
us_000544560,0.152305, 4.342798
us_000493775,0.152305, 4.348592
us_000481688,0.152305, 4.354251
us_000459265,0.152305, 4.358736
us_000563000,0.152305, 4.362054
us_000578789,0.152305, 4.363271
us_000508596,0.152305, 4.364245
us_000615823,0.152305, 4.364650
us_000578774,0.152305, 4.388372
us_000078764,0.152305, 4.395759
us_000486230,0.152305, 4.421771
us_000513187,0.152305, 4.426984
us_000576009,0.152305, 4.462017
us_000617427,0.152305, 4.487911
us_000561335,0.152305, 4.496835
us_000529867,0.152305, 4.511272
us_000513090,0.152305, 4.513950
us_000477039,0.152305, 4.528553
us_000529960,0.152305, 4.541471
us_000501944,0.152305, 4.559408
us_000614129,0.152305, 4.567946
us_000537952,0.152305, 4.573243
us_000532557,0.152305, 4.574958
us_000561417,0.152305, 4.575294
us_000576019,0.152305, 4.585962
us_000499025,0.152305, 4.590856
us_000507512,0.152305, 4.593005
us_000479580,0.152305, 4.653302
us_000529610,0.152305, 4.667108
us_000520568,0.152305, 4.672982
us_000529880,0.152305, 4.680886
us_000493001,0.152305, 5.385852
us_000537958,0.152305, 5.574316
pr_001030604,0.116372, 0.000000
us_000489382,0.116372, 0.000000
us_000555109,0.116372, 0.000060
us_000540056,0.116372, 0.000141
us_000532818,0.116372, 0.000669
us_000497215,0.116372, 0.000791
us_000555887,0.116372, 0.001124
us_000593788,0.116372, 0.002831
us_000467544,0.116372, 0.003549
us_000483370,0.116372, 0.013206
us_000403367,0.116372, 0.014943
us_000503791,0.116372, 0.023794
us_000482738,0.116372, 0.024450
us_000484362,0.116372, 0.030854
us_000572881,0.116372, 0.038126
us_000520088,0.116372, 0.038768
us_000470804,0.116372, 0.051612
us_000481347,0.116372, 0.080711
us_000501204,0.116372, 0.106384
us_000533563,0.116372, 0.156293
us_000561869,0.116372, 0.754808
us_000496006,0.116372, 0.755374
us_000529485,0.116372, 0.769581
us_000558265,0.116372, 0.770180
us_000509606,0.116372, 0.773554
us_000483566,0.116372, 0.774540
us_000469657,0.116372, 0.780567
us_000583388,0.116372, 0.789485
us_000588195,0.116372, 0.794649
us_000508337,0.116372, 0.796928
us_000481498,0.116372, 0.801411
us_000556790,0.116372, 0.805136
us_000508927,0.116372, 0.806369
us_000604387,0.116372, 0.807473
us_000478469,0.116372, 0.810330
us_000551028,0.116372, 0.810756
us_000497258,0.116372, 0.811008
us_000553091,0.116372, 0.812312
us_000497734,0.116372, 0.813800
us_000546216,0.116372, 0.818026
us_000051453,0.116372, 0.818784
us_000496305,0.116372, 0.819810
us_000498640,0.116372, 0.822014
us_000556741,0.116372, 0.823742
us_000482813,0.116372, 0.825981
us_000482299,0.116372, 0.826822
us_000601793,0.116372, 0.827843
us_000546452,0.116372, 0.827845
us_000604231,0.116372, 0.829155
us_000595263,0.116372, 0.830183
us_000571779,0.116372, 0.831237
us_000608416,0.116372, 0.831604
us_000601795,0.116372, 0.833350
us_000477947,0.116372, 0.835709
us_000518184,0.116372, 0.836339
us_000612493,0.116372, 0.836443
us_000606967,0.116372, 0.836769
us_000482575,0.116372, 0.837929
us_000481293,0.116372, 0.838435
us_000239615,0.116372, 0.838535
us_000482895,0.116372, 0.839044
us_000612472,0.116372, 0.839905
us_000482543,0.116372, 0.840016
us_000479210,0.116372, 0.840226
us_000479633,0.116372, 0.840226
us_000481300,0.116372, 0.840226
us_000482356,0.116372, 0.840226
us_000499225,0.116372, 0.840226
us_000482789,0.116372, 0.840226
us_000482582,0.116372, 0.840226
us_000481313,0.116372, 0.840226
us_000499687,0.116372, 0.840226
us_000501940,0.116372, 0.840226
us_000481903,0.116372, 0.840226
us_000481107,0.116372, 0.840226
us_000479090,0.116372, 0.840226
us_000481894,0.116372, 0.840226
us_000481245,0.116372, 0.840226
us_000479117,0.116372, 0.840226
us_000546120,0.116372, 0.840226
us_000502235,0.116372, 0.840226
us_000498275,0.116372, 0.840226
us_000518355,0.116372, 0.840226
us_000518955,0.116372, 0.840226
us_000595264,0.116372, 0.840480
us_000601196,0.116372, 0.840863
us_000582693,0.116372, 0.841360
us_000497966,0.116372, 0.841883
us_000481274,0.116372, 0.841978
us_000613292,0.116372, 0.842629
us_000591808,0.116372, 0.842774
us_000465289,0.116372, 0.843023
us_000494690,0.116372, 0.843574
us_000530311,0.116372, 0.844815
us_000466404,0.116372, 0.847621
us_000499682,0.116372, 0.847891
us_000532615,0.116372, 0.853679
us_000564868,0.116372, 0.858551
us_000481482,0.116372, 0.859857
us_000500363,0.116372, 0.868929
us_000457345,0.116372, 0.868964
us_000517191,0.116372, 0.876687
us_000348304,0.116372, 0.905999
us_000481752,0.116372, 0.927077
us_000498657,0.116372, 0.930117
us_000559829,0.116372, 0.942269
us_000524112,0.116372, 0.960538
us_000481635,0.116372, 1.000574
us_000475422,0.116372, 1.045114
us_000562386,0.116372, 2.163853
us_000605910,0.100666, 0.000001
pr_001072681,0.100666, 0.000002
pr_001056265,0.100666, 0.000002
pr_000398869,0.100666, 0.000009
pr_000400938,0.100666, 0.000010
pr_000401248,0.100666, 0.000010
pr_000774816,0.100666, 0.000012
pr_000820288,0.100666, 0.000012
pr_001843350,0.100666, 0.000012
pr_001767994,0.100666, 0.000012
pr_000788178,0.100666, 0.000012
pr_001114228,0.100666, 0.000012
pr_000850666,0.100666, 0.000022
pr_000885433,0.100666, 0.000022
pr_000779861,0.100666, 0.000025
us_000469081,0.100666, 0.000038
pr_000268758,0.100666, 0.000089
pr_000268369,0.100666, 0.000089
pr_000397943,0.100666, 0.000089
pr_001766721,0.100666, 0.000115
pr_000399329,0.100666, 0.000202
us_000560387,0.100666, 0.000274
pr_000377555,0.100666, 0.000413
us_000503281,0.100666, 0.000519
pr_000244902,0.100666, 0.000703
pr_001835565,0.100666, 0.000736
us_000548622,0.100666, 0.001049
pr_000161918,0.100666, 0.001079
pr_000767638,0.100666, 0.001485
pr_000590346,0.100666, 0.001485
us_000470377,0.100666, 0.001688
pr_000969843,0.100666, 0.002138
us_000533204,0.100666, 0.002189
us_000559878,0.100666, 0.002240
pr_001082201,0.100666, 0.005282
pr_001143112,0.100666, 0.006874
pr_002097464,0.100666, 0.007420
us_000594820,0.100666, 0.015908
us_000506999,0.100666, 0.182204
us_000570028,0.066586, 0.000000
us_000569628,0.066586, 0.000000
us_000558206,0.066586, 0.000000
us_000560441,0.066586, 0.000000
us_000524943,0.066586, 0.000000
us_000464063,0.066586, 0.000000
pr_000373390,0.066586, 0.000000
pr_001658142,0.066586, 0.000000
pr_002130038,0.066586, 0.000000
pr_001081766,0.066586, 0.000000
pr_001907376,0.066586, 0.000000
pr_002189276,0.066586, 0.000000
pr_001157499,0.066586, 0.000000
pr_000885929,0.066586, 0.000000
pr_000017246,0.066586, 0.000000
us_000526073,0.066586, 0.000000
us_000524973,0.066586, 0.000000
us_000547750,0.066586, 0.000000
pr_000727381,0.066586, 0.000001
us_000498252,0.066586, 0.000001
us_000484010,0.066586, 0.000001
us_000552345,0.066586, 0.000001
us_000536554,0.066586, 0.000001
us_000538060,0.066586, 0.000001
pr_000204318,0.066586, 0.000007
us_000464378,0.066586, 0.000015
us_000606186,0.066586, 0.000024
pr_000473075,0.066586, 0.000031
us_000470740,0.066586, 0.000048
pr_000401060,0.066586, 0.000069
us_000517925,0.066586, 0.000072
us_000591432,0.066586, 0.000089
pr_001007496,0.066586, 0.000231
pr_000815468,0.066586, 0.000406
pr_001754762,0.066586, 0.002113
pr_000726652,0.066586, 0.002527
us_000592406,0.066586, 0.002615
us_000493910,0.066586, 0.013167
pr_000631155,0.066586, 0.024582
us_000579014,0.066586, 0.031748
us_000502403,0.066586, 0.061644
us_000562424,0.066586, 1.562146
us_000482472,0.066586, 1.592997
us_000506898,0.066586, 1.661037
us_000559086,0.056366, 0.000000
us_000580241,0.056366, 0.000000
us_000481663,0.056366, 0.000000
us_000459935,0.056366, 0.000000
us_000472096,0.056366, 0.000000
us_000069750,0.056366, 0.000000
us_000605380,0.056366, 0.000000
us_000471967,0.056366, 0.000000
us_000461865,0.056366, 0.000000
us_000468182,0.056366, 0.000000
pr_000651169,0.056366, 0.000000
us_000531125,0.056366, 0.000001
us_000531176,0.056366, 0.000001
us_000519721,0.056366, 0.000001
us_000531126,0.056366, 0.000001
us_000513159,0.056366, 0.000020
us_000509682,0.056366, 0.000102
us_000554773,0.056366, 0.000133
us_000519615,0.056366, 0.001328
us_000488462,0.056366, 0.001576
us_000490798,0.056366, 0.003736
us_000485011,0.056366, 0.005610
us_000591492,0.056366, 0.005711
us_000582818,0.056366, 0.005711
us_000583205,0.056366, 0.005711
us_000615574,0.056366, 0.007046
us_000482017,0.056366, 0.012281
us_000501888,0.056366, 0.022766
us_000584805,0.056366, 0.047180
us_000599421,0.056366, 0.074897
