Product ID : 2114 # of JPs covered : 1 : 377 : Energy-Renewable-Contracts, 
OID,Confidence at Map Node,Error at Map Node
us_000592722,0.088950, 7.913875
us_000554548,0.076339, 0.000000
us_000512893,0.076339, 0.000000
us_000514144,0.076339, 0.000000
us_000569176,0.076339, 0.000000
us_000540248,0.076339, 0.000000
us_000556752,0.076339, 0.000000
us_000508752,0.076339, 0.000000
us_000541197,0.076339, 0.000000
us_000520191,0.076339, 0.000000
us_000547211,0.076339, 0.000000
us_000513104,0.076339, 0.000000
us_000548735,0.076339, 0.000000
us_000520571,0.076339, 0.000000
us_000513150,0.076339, 0.000000
us_000563527,0.076339, 0.000000
us_000565803,0.076339, 0.000000
us_000566392,0.076339, 0.000000
us_000594032,0.076339, 0.000000
us_000584807,0.076339, 0.000000
us_000472443,0.076339, 0.000000
us_000468096,0.076339, 0.000000
us_000538281,0.076339, 0.000000
us_000541285,0.076339, 0.000000
us_000531792,0.076339, 0.000000
us_000512765,0.076339, 0.000000
us_000513749,0.076339, 0.000000
us_000597981,0.076339, 0.000000
us_000586165,0.076339, 0.000000
us_000521149,0.076339, 0.000000
us_000575964,0.076339, 0.000000
us_000531826,0.076339, 0.000000
us_000588165,0.076339, 0.000000
pr_001146805,0.076339, 0.000000
pr_000910415,0.076339, 0.000000
pr_001155516,0.076339, 0.000000
us_000510892,0.076339, 0.000000
us_000542756,0.076339, 0.000000
us_000581299,0.076339, 0.000009
pr_001050845,0.076339, 0.000009
us_000583522,0.076339, 0.000011
us_000595472,0.076339, 0.000011
us_000569882,0.076339, 0.000014
us_000569805,0.076339, 0.000014
us_000509150,0.076339, 0.000014
us_000565590,0.076339, 0.000014
pr_001673484,0.076339, 0.000015
us_000547831,0.076339, 0.000031
us_000597560,0.076339, 0.000038
us_000598293,0.076339, 0.000041
pr_000941310,0.076339, 0.000043
pr_000958077,0.076339, 0.000076
pr_001800144,0.076339, 0.000093
us_000040060,0.076339, 0.000109
pr_000882501,0.076339, 0.000156
pr_000820095,0.076339, 0.000156
pr_000816738,0.076339, 0.000160
pr_001150673,0.076339, 0.000204
us_000608611,0.076339, 0.000241
us_000478689,0.076339, 0.000292
us_000587766,0.076339, 0.000296
us_000484245,0.076339, 0.000478
pr_002095206,0.076339, 0.000568
us_000538248,0.076339, 0.000646
us_000509763,0.076339, 0.000936
us_000574346,0.076339, 0.001978
us_000544973,0.076339, 0.002947
us_000616713,0.076339, 0.003863
us_000518302,0.076339, 0.003906
us_000501962,0.076339, 0.003943
us_000542153,0.076339, 0.004854
us_000488166,0.076339, 0.010519
us_000510710,0.076339, 0.015015
us_000514395,0.076339, 0.016266
us_000585792,0.076339, 0.027209
us_000568275,0.076339, 0.032085
us_000480771,0.076339, 0.037798
us_000579485,0.076339, 0.050068
us_000097887,0.076339, 0.055109
us_000545568,0.076339, 0.179087
us_000475597,0.076339, 3.276980
us_000474913,0.076339, 3.679645
us_000485572,0.076339, 3.749323
us_000474853,0.076339, 3.953918
us_000534572,0.045347, 0.000000
us_000516149,0.045347, 0.000000
us_000539508,0.045347, 0.000000
us_000508884,0.045347, 0.000000
us_000492450,0.045347, 0.000000
us_000493872,0.045347, 0.000000
pr_002080674,0.045347, 0.000000
pr_001662580,0.045347, 0.000000
pr_001924575,0.045347, 0.000000
pr_001027650,0.045347, 0.000000
us_000478923,0.045347, 0.000000
us_000560731,0.045347, 0.000000
us_000528723,0.045347, 0.000000
us_000495469,0.045347, 0.000000
us_000535804,0.045347, 0.000000
us_000546890,0.045347, 0.000001
pr_001076612,0.045347, 0.000001
pr_000162877,0.045347, 0.000001
pr_000946800,0.045347, 0.000001
pr_000584044,0.045347, 0.000001
pr_000701602,0.045347, 0.000016
pr_001752271,0.045347, 0.000026
pr_000850946,0.045347, 0.000033
pr_001775012,0.045347, 0.000052
pr_000880109,0.045347, 0.000064
pr_001047926,0.045347, 0.000081
pr_000835333,0.045347, 0.000088
us_000498495,0.045347, 0.000262
pr_000975720,0.045347, 0.000269
us_000544112,0.045347, 0.000309
us_000453116,0.045347, 0.000842
us_000475064,0.045347, 0.000968
us_000487678,0.045347, 0.001397
us_000514940,0.045347, 0.001467
pr_000401350,0.045347, 0.001512
us_000460252,0.045347, 0.003781
us_000482306,0.045347, 0.004822
pr_001399156,0.045347, 0.005275
us_000494655,0.045347, 0.007612
us_000521885,0.045347, 0.009760
us_000335496,0.045347, 0.010994
us_000509438,0.045347, 0.018867
us_000386049,0.045347, 0.021989
us_000183256,0.045347, 0.062180
us_000512002,0.037283, 0.000000
us_000571361,0.037283, 0.000000
us_000472144,0.037283, 0.000000
us_000467614,0.037283, 0.000000
pr_000282955,0.037283, 0.000000
us_000562298,0.037283, 0.000000
us_000570820,0.037283, 0.000000
us_000591611,0.037283, 0.000000
us_000545631,0.037283, 0.000000
us_000544442,0.037283, 0.000000
us_000494289,0.037283, 0.000000
us_000614943,0.037283, 0.000000
us_000585036,0.037283, 0.000000
us_000523882,0.037283, 0.000004
pr_001730148,0.037283, 0.000005
pr_001761708,0.037283, 0.000005
pr_001683708,0.037283, 0.000005
us_000530042,0.037283, 0.000005
us_000460953,0.037283, 0.000006
us_000443819,0.037283, 0.000008
us_000530780,0.037283, 0.000036
us_000532894,0.037283, 0.000036
us_000532897,0.037283, 0.000036
us_000473762,0.037283, 0.000060
us_000216782,0.037283, 0.000061
pr_000928992,0.037283, 0.000086
pr_001667883,0.037283, 0.000092
us_000512846,0.037283, 0.000265
us_000606105,0.037283, 0.000429
us_000574483,0.037283, 0.000450
us_000481959,0.037283, 0.000694
us_000476737,0.037283, 0.000703
us_000613880,0.037283, 0.000813
us_000558711,0.037283, 0.002075
us_000568784,0.037283, 0.002124
pr_001138299,0.037283, 0.002375
pr_001198215,0.037283, 0.002375
us_000565325,0.037283, 0.002689
pr_000826351,0.037283, 0.003117
us_000536294,0.037283, 0.005322
us_000578504,0.037283, 0.006380
us_000617051,0.037283, 0.007368
us_000568107,0.037283, 0.008527
us_000595311,0.037283, 0.009117
us_000520306,0.037283, 0.010981
us_000504856,0.037283, 0.012427
us_000552631,0.037283, 0.014364
us_000596780,0.037283, 0.015661
us_000540466,0.037283, 0.024500
us_000577185,0.037283, 0.024585
us_000551705,0.037283, 0.024922
us_000475503,0.037283, 0.026888
us_000567360,0.037283, 0.047774
us_000615734,0.037283, 0.057773
us_000565640,0.037283, 0.090603
us_000555912,0.037283, 0.093733
us_000555914,0.037283, 0.102885
us_000537380,0.037283, 0.112331
us_000564011,0.037283, 0.152066
us_000561668,0.037283, 0.164468
us_000594842,0.037283, 0.169338
us_000515429,0.037283, 0.174763
us_000528689,0.037283, 0.188618
us_000539487,0.037283, 0.196073
us_000503828,0.037283, 0.380438
us_000580264,0.037283, 0.946722
pr_002035758,0.026910, 0.000000
pr_001997855,0.026910, 0.000000
pr_001144166,0.026910, 0.000000
pr_001127002,0.026910, 0.000000
pr_002004556,0.026910, 0.000001
pr_001803621,0.026910, 0.000001
pr_001792295,0.026910, 0.000004
us_000541672,0.026910, 0.000006
us_000581270,0.026910, 0.000006
pr_000118758,0.026910, 0.000006
us_000606070,0.026910, 0.000022
us_000605909,0.026910, 0.000027
pr_000824899,0.026910, 0.000030
pr_002002497,0.026910, 0.000041
us_000493656,0.026910, 0.000129
pr_000862165,0.026910, 0.000164
pr_000518684,0.026910, 0.000256
pr_001008126,0.026910, 0.000276
pr_000731630,0.026910, 0.000279
pr_000396013,0.026910, 0.000346
pr_000628777,0.026910, 0.000355
pr_001044402,0.026910, 0.000355
pr_001147826,0.026910, 0.000505
pr_001776167,0.026910, 0.000573
pr_001855400,0.026910, 0.000573
pr_001059419,0.026910, 0.000780
pr_001151355,0.026910, 0.000813
pr_001151314,0.026910, 0.001315
us_000543413,0.026910, 0.009951
us_000263453,0.026910, 0.030412
us_000609442,0.026910, 0.044978
us_000546652,0.013902, 0.000020
us_000568424,0.013902, 0.000262
us_000502252,0.013902, 0.005924
us_000565146,0.013902, 0.006381
us_000492682,0.013902, 0.008380
us_000498289,0.013902, 0.008399
us_000492579,0.013902, 0.013487
us_000536808,0.013902, 0.014623
us_000499768,0.013902, 0.053934
us_000498650,0.013902, 0.165993
us_000584249,0.013902, 0.433171
us_000567107,0.013902, 0.464932
us_000502749,0.013902, 0.467035
us_000586642,0.013902, 0.478403
us_000581345,0.013902, 0.519861
us_000595697,0.013902, 0.532644
us_000485819,0.013902, 0.537513
us_000117265,0.013902, 0.542400
us_000489271,0.013902, 0.551801
us_000486065,0.013902, 0.580324
us_000502890,0.013902, 0.584808
us_000550182,0.013902, 0.595985
us_000498756,0.013902, 0.599869
us_000598849,0.013902, 0.619841
us_000614534,0.013902, 0.632143
us_000575642,0.013902, 0.663852
