Product ID : 2132 # of JPs covered : 1 : 332 : Bankruptcy-Reorganization, 
us_000563955,0.245188, 1.170537
us_000481392,0.245188, 1.173061
us_000563098,0.245188, 1.178916
us_000557419,0.245188, 1.181039
us_000518418,0.245188, 1.202504
us_000480216,0.245188, 1.203201
us_000499814,0.245188, 1.210980
us_000152761,0.245188, 1.212106
us_000578982,0.245188, 1.218203
us_000541055,0.245188, 1.229841
us_000517392,0.245188, 1.239829
us_000592053,0.245188, 1.245155
us_000549907,0.245188, 1.245780
us_000469749,0.245188, 1.247250
us_000588671,0.245188, 1.252932
us_000493242,0.245188, 1.256719
us_000545252,0.245188, 1.260075
us_000545208,0.245188, 1.263143
us_000570365,0.245188, 1.264317
us_000471053,0.245188, 1.265906
us_000588257,0.245188, 1.266681
us_000469131,0.245188, 1.268997
us_000465726,0.245188, 1.269510
us_000598000,0.245188, 1.275531
us_000492121,0.245188, 1.275726
us_000569883,0.245188, 1.279043
us_000585661,0.245188, 1.279770
us_000483246,0.245188, 1.283503
us_000596227,0.245188, 1.290556
us_000508339,0.245188, 1.290866
us_000546343,0.245188, 1.295374
us_000482871,0.245188, 1.297962
us_000463982,0.245188, 1.298574
us_000520919,0.245188, 1.300865
us_000497139,0.245188, 1.303670
us_000068888,0.245188, 1.303849
us_000492756,0.245188, 1.304628
us_000475141,0.245188, 1.310803
us_000546301,0.245188, 1.311607
us_000573360,0.245188, 1.313250
us_000512585,0.245188, 1.313365
us_000463668,0.245188, 1.315584
us_000495504,0.245188, 1.316691
us_000462733,0.245188, 1.316874
us_000467209,0.245188, 1.319097
us_000584079,0.245188, 1.319783
us_000486404,0.245188, 1.321025
us_000521321,0.245188, 1.322135
us_000414873,0.245188, 1.323538
us_000527999,0.245188, 1.324324
us_000391720,0.245188, 1.326346
us_000511029,0.245188, 1.327443
us_000532070,0.245188, 1.328201
us_000556593,0.245188, 1.332177
us_000509369,0.245188, 1.332262
us_000370411,0.245188, 1.333291
us_000470546,0.245188, 1.336422
us_000467887,0.245188, 1.337790
us_000467130,0.245188, 1.338450
us_000465933,0.245188, 1.338722
us_000491131,0.245188, 1.340861
us_000550374,0.245188, 1.341075
us_000602549,0.245188, 1.341460
us_000556284,0.245188, 1.341787
us_000477360,0.245188, 1.342326
us_000547088,0.245188, 1.342783
us_000534883,0.245188, 1.344196
us_000465958,0.245188, 1.344327
us_000220233,0.245188, 1.344364
us_000588954,0.245188, 1.344758
us_000481059,0.245188, 1.344805
us_000460674,0.245188, 1.346625
us_000616524,0.245188, 1.347177
us_000581308,0.245188, 1.347283
us_000489976,0.245188, 1.349407
us_000468312,0.245188, 1.352757
us_000512934,0.245188, 1.353469
us_000587857,0.245188, 1.354208
us_000009884,0.245188, 1.354735
us_000572370,0.245188, 1.355063
us_000465246,0.245188, 1.355237
us_000485630,0.245188, 1.356002
us_000571816,0.245188, 1.356192
us_000528255,0.245188, 1.357603
us_000518845,0.245188, 1.358743
us_000009849,0.245188, 1.358754
us_000476774,0.245188, 1.359719
us_000461728,0.245188, 1.360268
us_000587072,0.245188, 1.362184
us_000463985,0.245188, 1.362846
us_000544231,0.245188, 1.363126
us_000386870,0.245188, 1.365540
us_000267353,0.245188, 1.365638
us_000463867,0.245188, 1.365905
us_000467216,0.245188, 1.365905
us_000475961,0.245188, 1.366109
us_000005370,0.245188, 1.367044
us_000243695,0.245188, 1.367074
us_000220008,0.245188, 1.368388
us_000296714,0.245188, 1.368736
us_000462993,0.245188, 1.368736
us_000475681,0.245188, 1.369897
us_000005511,0.245188, 1.370492
us_000483204,0.245188, 1.370562
us_000296808,0.245188, 1.371432
us_000185725,0.245188, 1.372287
us_000462942,0.245188, 1.372728
us_000467354,0.245188, 1.372728
us_000288209,0.245188, 1.373850
us_000535683,0.245188, 1.374082
us_000510441,0.245188, 1.374258
us_000587086,0.245188, 1.374560
us_000098449,0.245188, 1.375752
us_000467957,0.245188, 1.376358
us_000525735,0.245188, 1.378320
us_000450946,0.245188, 1.381314
pr_000893548,0.245188, 1.385718
us_000482934,0.245188, 1.386329
us_000471052,0.245188, 1.386909
us_000471329,0.245188, 1.389896
us_000478401,0.245188, 1.390418
us_000471115,0.245188, 1.391697
us_000475937,0.245188, 1.391978
us_000528974,0.245188, 1.393519
us_000463105,0.245188, 1.394605
us_000135858,0.245188, 1.394605
us_000462695,0.245188, 1.394605
us_000588926,0.245188, 1.397175
us_000496152,0.245188, 1.397379
us_000587783,0.245188, 1.398156
us_000438548,0.245188, 1.398285
us_000373311,0.245188, 1.398597
us_000458708,0.245188, 1.398597
us_000460970,0.245188, 1.398597
us_000029972,0.245188, 1.400642
us_000503607,0.245188, 1.401074
us_000144359,0.245188, 1.401515
us_000462981,0.245188, 1.401515
us_000480589,0.245188, 1.401515
us_000467543,0.245188, 1.401515
us_000602422,0.245188, 1.402045
us_000462853,0.245188, 1.403209
us_000572330,0.245188, 1.404899
us_000481876,0.245188, 1.407302
us_000576521,0.245188, 1.410199
us_000459055,0.245188, 1.410517
us_000496898,0.245188, 1.411272
us_000459362,0.245188, 1.412172
pr_000719214,0.245188, 1.416591
us_000199505,0.245188, 1.431253
us_000468889,0.245188, 1.437943
us_000477677,0.245188, 1.440239
us_000526990,0.245188, 1.455453
us_000358080,0.245188, 1.460331
us_000222114,0.245188, 1.466995
us_000525010,0.245188, 1.527022
us_000458979,0.245188, 1.531405
us_000450684,0.245188, 1.561893
us_000461844,0.245188, 1.572502
us_000181826,0.245188, 1.597497
us_000523623,0.245188, 1.725782
us_000517112,0.215474, 0.000000
us_000533621,0.215474, 0.000000
us_000538685,0.215474, 0.000000
us_000490697,0.215474, 0.000004
us_000407649,0.215474, 0.000004
us_000467465,0.215474, 0.000004
us_000466385,0.215474, 0.000004
us_000470326,0.215474, 0.000004
us_000471114,0.215474, 0.000004
us_000466425,0.215474, 0.000004
us_000554641,0.215474, 0.000004
us_000467474,0.215474, 0.000004
us_000490532,0.215474, 0.000004
us_000458497,0.215474, 0.000004
us_000482542,0.215474, 0.000004
us_000061407,0.215474, 0.000025
us_000555322,0.215474, 0.000025
us_000578256,0.215474, 0.000025
us_000486270,0.215474, 0.000025
us_000514809,0.215474, 0.000048
us_000596560,0.215474, 0.000116
us_000474275,0.215474, 0.000171
us_000492111,0.215474, 0.000323
us_000531514,0.215474, 0.000350
us_000507211,0.215474, 0.001011
us_000568397,0.215474, 0.001726
us_000584726,0.215474, 0.002058
us_000479786,0.215474, 0.002443
us_000555488,0.215474, 0.003088
us_000592322,0.215474, 0.005087
us_000503661,0.215474, 0.005509
us_000515876,0.215474, 0.005676
us_000594493,0.215474, 0.006227
us_000555112,0.215474, 0.006877
us_000481163,0.215474, 0.006888
us_000588202,0.215474, 0.007892
us_000509466,0.215474, 0.008507
us_000481250,0.215474, 0.009470
us_000366130,0.215474, 0.009851
us_000531875,0.215474, 0.010214
us_000496966,0.215474, 0.016184
us_000511035,0.215474, 0.016364
us_000489643,0.215474, 0.016551
us_000497878,0.215474, 0.019671
us_000479263,0.215474, 0.021718
us_000507821,0.215474, 0.024581
us_000547357,0.215474, 0.027923
us_000532245,0.215474, 0.028315
us_000598407,0.215474, 0.051808
us_000568799,0.215474, 0.052720
us_000207198,0.215474, 0.055050
us_000491628,0.215474, 0.060585
us_000534849,0.215474, 0.065863
us_000493489,0.215474, 0.070013
us_000586478,0.215474, 0.075204
us_000478524,0.215474, 0.093804
us_000475826,0.215474, 0.165152
us_000476640,0.215474, 0.258904
us_000481206,0.215474, 0.274438
us_000498909,0.215474, 0.728173
us_000517547,0.215474, 0.769332
us_000520760,0.215474, 0.817536
us_000315434,0.215474, 0.843000
us_000513442,0.215474, 0.850468
us_000482469,0.215474, 0.850707
us_000513366,0.215474, 0.882092
us_000227352,0.215474, 0.885953
us_000502465,0.215474, 0.887871
us_000479046,0.215474, 0.898890
us_000507243,0.215474, 0.899503
us_000482777,0.215474, 0.902758
us_000482623,0.215474, 0.916250
us_000559801,0.215474, 0.920346
us_000514094,0.215474, 0.927242
us_000475856,0.215474, 0.946297
us_000507563,0.215474, 0.950549
us_000479301,0.215474, 0.953731
us_000514824,0.215474, 0.956513
us_000558953,0.215474, 0.958556
us_000506700,0.215474, 0.960962
us_000523515,0.215474, 0.973419
us_000520648,0.215474, 0.973638
us_000478995,0.215474, 0.983595
us_000521194,0.215474, 0.989920
us_000515966,0.215474, 0.990040
us_000485091,0.215474, 0.993141
us_000514870,0.215474, 0.994249
us_000496664,0.215474, 0.997377
us_000529473,0.215474, 0.999196
us_000406802,0.215474, 0.999422
us_000465988,0.215474, 0.999871
us_000563922,0.215474, 1.001494
us_000487585,0.215474, 1.001888
us_000466991,0.215474, 1.003307
us_000467384,0.215474, 1.004519
us_000462669,0.215474, 1.004602
us_000502285,0.215474, 1.005404
us_000485714,0.215474, 1.005730
us_000469970,0.215474, 1.007125
us_000552503,0.215474, 1.007314
us_000568733,0.215474, 1.008133
us_000484886,0.215474, 1.009310
us_000487140,0.215474, 1.009634
us_000516275,0.215474, 1.010464
us_000487426,0.215474, 1.010505
us_000554950,0.215474, 1.013191
us_000467365,0.215474, 1.015221
us_000458894,0.215474, 1.017745
us_000554816,0.215474, 1.020878
us_000520754,0.215474, 1.021552
us_000514877,0.215474, 1.022009
us_000514902,0.215474, 1.023078
us_000501276,0.215474, 1.025171
us_000501748,0.215474, 1.025183
us_000521022,0.215474, 1.025610
us_000520864,0.215474, 1.025808
us_000528294,0.215474, 1.025917
us_000482970,0.215474, 1.027129
us_000516507,0.215474, 1.027707
us_000514210,0.215474, 1.027707
us_000554238,0.215474, 1.027707
us_000516544,0.215474, 1.027707
us_000516743,0.215474, 1.027707
us_000551916,0.215474, 1.027707
us_000497233,0.215474, 1.027707
us_000516433,0.215474, 1.027707
us_000554222,0.215474, 1.027707
us_000554137,0.215474, 1.027707
us_000554819,0.215474, 1.027707
us_000554818,0.215474, 1.028312
us_000497819,0.215474, 1.028542
us_000490685,0.215474, 1.029604
us_000502631,0.215474, 1.030541
us_000514663,0.215474, 1.032141
us_000516527,0.215474, 1.032607
us_000511424,0.215474, 1.033113
us_000497133,0.215474, 1.033301
us_000471462,0.215474, 1.034372
us_000522885,0.215474, 1.034763
us_000491237,0.215474, 1.035073
us_000528960,0.215474, 1.035871
us_000497277,0.215474, 1.038215
us_000490715,0.215474, 1.039975
us_000513384,0.215474, 1.045183
us_000558834,0.215474, 1.045252
us_000565664,0.215474, 1.047672
us_000315027,0.215474, 1.052797
us_000503731,0.215474, 1.055450
us_000520886,0.215474, 1.062434
us_000504268,0.215474, 1.063731
us_000073281,0.215474, 1.068605
us_000503544,0.215474, 1.077882
us_000567951,0.215474, 1.084346
us_000471354,0.215474, 1.095924
us_000523345,0.215474, 1.095989
us_000516100,0.215474, 1.108168
us_000516376,0.215474, 1.113802
us_000516018,0.215474, 1.129762
us_000465768,0.215474, 1.223430
us_000158254,0.215474, 1.293522
us_000556949,0.215474, 1.293906
us_000497572,0.215474, 1.311917
us_000614007,0.214525, 0.000000
us_000579584,0.214525, 0.000001
pr_000811684,0.214525, 0.000014
pr_001008642,0.214525, 0.000034
us_000591676,0.214525, 0.000070
pr_001393097,0.214525, 0.000075
pr_000292008,0.214525, 0.000075
pr_000976558,0.214525, 0.000075
pr_001581120,0.214525, 0.000075
pr_000846122,0.214525, 0.000075
pr_000694566,0.214525, 0.000075
pr_000816001,0.214525, 0.000075
pr_000587451,0.214525, 0.000075
pr_000812083,0.214525, 0.000075
pr_000990603,0.214525, 0.000075
pr_001050782,0.214525, 0.000075
pr_000948664,0.214525, 0.000075
pr_001078712,0.214525, 0.000075
pr_000836651,0.214525, 0.000101
pr_000291763,0.214525, 0.000129
pr_000900143,0.214525, 0.000147
pr_000335205,0.214525, 0.000163
us_000591679,0.214525, 0.000179
pr_000989145,0.214525, 0.000231
pr_000769560,0.214525, 0.000245
us_000604368,0.214525, 0.000261
pr_001583770,0.214525, 0.000265
pr_000985350,0.214525, 0.000336
pr_000953342,0.214525, 0.000664
pr_000343248,0.214525, 0.000664
pr_000944114,0.214525, 0.000664
pr_000958584,0.214525, 0.000664
pr_000952750,0.214525, 0.000664
pr_002056356,0.214525, 0.000664
pr_000960086,0.214525, 0.000664
pr_000648118,0.214525, 0.000664
pr_001013456,0.214525, 0.000664
pr_000817392,0.214525, 0.000673
pr_000759739,0.214525, 0.000679
pr_001611431,0.214525, 0.000753
pr_000730907,0.214525, 0.000753
pr_000943183,0.214525, 0.000753
pr_001686073,0.214525, 0.000817
pr_001651438,0.214525, 0.000834
pr_001954439,0.214525, 0.000879
pr_001012546,0.214525, 0.000934
pr_001003537,0.214525, 0.001022
pr_000628353,0.214525, 0.001070
pr_002139046,0.214525, 0.001153
pr_000756940,0.214525, 0.001234
pr_000092933,0.214525, 0.001312
us_000497147,0.214525, 0.001508
us_000510323,0.214525, 0.001508
us_000542463,0.214525, 0.001508
pr_001686026,0.214525, 0.001812
pr_000690384,0.214525, 0.001936
pr_000666471,0.214525, 0.001955
pr_000845920,0.214525, 0.002341
pr_000759221,0.214525, 0.002533
us_000490526,0.214525, 0.005416
us_000500303,0.214525, 0.005858
us_000598732,0.214525, 0.005946
us_000557539,0.214525, 0.006657
us_000536764,0.214525, 0.006935
us_000494504,0.214525, 0.007796
us_000611276,0.214525, 0.007807
us_000488330,0.214525, 0.010306
us_000523477,0.214525, 0.021918
us_000523609,0.214525, 0.025177
us_000549475,0.214525, 0.029777
us_000522323,0.214525, 0.037256
us_000490156,0.214525, 0.053228
us_000500308,0.214525, 0.056203
us_000379896,0.214525, 0.110415
us_000481771,0.214525, 0.110844
us_000475127,0.195397, 0.000000
us_000485813,0.195397, 0.000000
us_000488042,0.195397, 0.000111
us_000474447,0.195397, 0.000111
us_000604960,0.195397, 0.000668
us_000584632,0.195397, 0.001333
us_000563454,0.195397, 1.253696
us_000409714,0.195397, 1.270866
us_000498342,0.195397, 1.274581
us_000544703,0.195397, 1.286093
us_000206873,0.195397, 1.288934
us_000484204,0.195397, 1.294463
us_000552372,0.195397, 1.308626
us_000447593,0.195397, 1.312938
us_000480401,0.195397, 1.313877
us_000613028,0.195397, 1.315337
us_000617506,0.195397, 1.315611
us_000589496,0.195397, 1.318101
us_000528347,0.195397, 1.318339
us_000477026,0.195397, 1.319884
us_000478495,0.195397, 1.322347
us_000526533,0.195397, 1.335332
us_000483781,0.195397, 1.335405
us_000591824,0.195397, 1.338411
us_000517658,0.195397, 1.339135
us_000481874,0.195397, 1.340552
us_000604616,0.195397, 1.345332
us_000510148,0.195397, 1.347705
us_000482642,0.195397, 1.347727
us_000481757,0.195397, 1.347961
us_000527911,0.195397, 1.348675
us_000607056,0.195397, 1.351118
us_000591068,0.195397, 1.351607
us_000481639,0.195397, 1.353354
us_000493760,0.195397, 1.355018
us_000518586,0.195397, 1.355641
us_000606356,0.195397, 1.355727
us_000546115,0.195397, 1.358476
us_000473796,0.195397, 1.359824
us_000563277,0.195397, 1.361462
us_000554494,0.195397, 1.364870
us_000559828,0.195397, 1.366244
us_000499627,0.195397, 1.367979
us_000517133,0.195397, 1.368996
us_000469768,0.195397, 1.377139
us_000469401,0.195397, 1.377693
us_000606086,0.195397, 1.377983
us_000193254,0.195397, 1.378487
us_000359928,0.195397, 1.378498
us_000481851,0.195397, 1.378638
us_000481802,0.195397, 1.378638
us_000481168,0.195397, 1.378638
us_000589706,0.195397, 1.379373
us_000458983,0.195397, 1.379381
us_000579401,0.195397, 1.380614
us_000529079,0.195397, 1.383227
us_000505914,0.195397, 1.385659
us_000589403,0.195397, 1.386693
us_000499511,0.195397, 1.387773
us_000482824,0.195397, 1.387773
us_000499342,0.195397, 1.387773
us_000481751,0.195397, 1.387773
us_000482745,0.195397, 1.387773
us_000481747,0.195397, 1.391428
us_000493041,0.195397, 1.396621
us_000613609,0.195397, 1.408215
us_000482837,0.195397, 1.424150
us_000591998,0.195397, 1.427095
us_000482843,0.195397, 1.437905
us_000588169,0.195397, 1.473544
us_000526295,0.195397, 1.540064
us_000472338,0.173067, 0.000000
us_000471243,0.173067, 0.000000
us_000515758,0.173067, 0.000000
pr_000735974,0.173067, 0.000001
pr_002006777,0.173067, 0.000001
us_000525240,0.173067, 0.000001
us_000464409,0.173067, 0.000002
us_000539301,0.173067, 0.000002
us_000541449,0.173067, 0.000002
pr_000750203,0.173067, 0.000004
pr_001894874,0.173067, 0.000006
us_000537888,0.173067, 0.000009
pr_002066217,0.173067, 0.000014
us_000510426,0.173067, 0.000023
us_000518842,0.173067, 0.000030
pr_001963351,0.173067, 0.000036
pr_001930435,0.173067, 0.000036
us_000537897,0.173067, 0.000061
us_000537922,0.173067, 0.000061
pr_001884506,0.173067, 0.000087
us_000503686,0.173067, 0.000159
us_000519328,0.173067, 0.000248
us_000441576,0.173067, 0.000263
us_000508831,0.173067, 0.000349
us_000512067,0.173067, 0.000349
us_000508799,0.173067, 0.000349
pr_001021085,0.173067, 0.000371
us_000521577,0.173067, 0.000510
us_000550742,0.173067, 0.000547
pr_000791139,0.173067, 0.000562
pr_001089198,0.173067, 0.000562
pr_000822658,0.173067, 0.000562
pr_000744957,0.173067, 0.000610
us_000484930,0.173067, 0.000615
pr_000886452,0.173067, 0.000629
pr_000880013,0.173067, 0.000629
us_000463914,0.173067, 0.000642
pr_000274758,0.173067, 0.000660
us_000542656,0.173067, 0.000807
pr_000289167,0.173067, 0.000914
pr_001611410,0.173067, 0.000931
us_000466827,0.173067, 0.000948
us_000539375,0.173067, 0.000987
pr_000562899,0.173067, 0.001170
us_000467129,0.173067, 0.001461
us_000599052,0.173067, 0.002507
us_000509297,0.173067, 0.003076
us_000486085,0.173067, 0.003112
us_000520640,0.173067, 0.003294
us_000492918,0.173067, 0.003344
us_000543433,0.173067, 0.003416
pr_001018053,0.173067, 0.003455
us_000535835,0.173067, 0.003694
us_000537949,0.173067, 0.005143
us_000106058,0.173067, 0.005842
us_000580820,0.173067, 0.007428
us_000559191,0.173067, 0.007515
us_000515699,0.173067, 0.007522
us_000542328,0.173067, 0.007790
us_000598055,0.173067, 0.008061
us_000506858,0.173067, 0.008871
us_000568739,0.173067, 0.010266
us_000567553,0.173067, 0.010913
us_000568680,0.173067, 0.011957
us_000470418,0.173067, 0.012760
us_000533657,0.173067, 0.012852
us_000542961,0.173067, 0.014734
us_000487783,0.173067, 0.017237
us_000498982,0.173067, 0.017759
us_000557514,0.173067, 0.017989
us_000566715,0.173067, 0.019626
us_000575454,0.173067, 0.020177
us_000163426,0.173067, 0.023441
us_000480432,0.173067, 0.026936
us_000472790,0.173067, 0.035748
us_000589732,0.173067, 0.043366
us_000525393,0.173067, 0.044941
us_000568938,0.173067, 0.050226
us_000480335,0.173067, 0.050962
us_000495291,0.173067, 0.056536
us_000589275,0.173067, 0.073321
us_000579268,0.173067, 0.081077
us_000494628,0.173067, 0.103556
us_000495488,0.173067, 0.162111
us_000482659,0.173067, 0.169227
us_000553948,0.173067, 0.228592
pr_001416513,0.150771, 0.000000
pr_000824018,0.150771, 0.000000
us_000491685,0.150771, 1.222011
us_000541417,0.150771, 1.238662
us_000532498,0.150771, 1.242917
us_000559372,0.150771, 1.255243
us_000494664,0.150771, 1.255552
us_000513635,0.150771, 1.287170
us_000546437,0.150771, 1.304840
us_000513612,0.150771, 1.319993
us_000520604,0.150771, 1.332946
us_000532639,0.150771, 1.350549
us_000597449,0.150771, 1.360396
us_000616612,0.150771, 1.362911
us_000584388,0.150771, 1.374350
us_000527509,0.150771, 1.374843
us_000570412,0.150771, 1.381096
us_000472166,0.150771, 1.385488
us_000562987,0.150771, 1.386554
us_000563114,0.150771, 1.387243
us_000431302,0.150771, 1.401375
us_000185846,0.150771, 1.401652
us_000565717,0.150771, 1.407086
us_000272778,0.150771, 1.439822
us_000558055,0.150771, 1.448752
us_000528393,0.150771, 1.450149
us_000496445,0.150771, 1.454108
us_000528331,0.150771, 1.458345
us_000559111,0.150771, 1.458345
us_000472345,0.150771, 1.497968
us_000614468,0.150771, 1.503445
us_000596974,0.150771, 1.522516
us_000471886,0.150771, 1.553494
us_000496536,0.150771, 1.592747
us_000531981,0.150771, 1.594992
us_000580233,0.150771, 1.599834
us_000490304,0.150771, 1.602550
us_000528315,0.150771, 1.626500
us_000597849,0.150771, 1.645528
us_000560458,0.150771, 1.649982
us_000584285,0.150771, 1.654255
us_000495123,0.150771, 1.679340
us_000547333,0.150771, 1.679340
us_000485163,0.150771, 1.679340
us_000522291,0.150771, 1.783888
us_000529600,0.128946, 0.000000
us_000614180,0.128946, 0.000004
us_000495439,0.128946, 0.021212
us_000469852,0.128946, 0.584574
us_000463180,0.128946, 0.587018
us_000495378,0.128946, 0.643266
us_000472741,0.128946, 0.701870
us_000596435,0.128946, 0.753332
us_000510566,0.128946, 0.753332
us_000476147,0.128946, 0.757485
us_000596212,0.128946, 0.772730
us_000471260,0.128946, 0.793079
us_000495420,0.128946, 0.809833
us_000495419,0.128946, 0.809833
us_000509913,0.128946, 0.833034
us_000494888,0.128946, 0.833034
us_000514097,0.128946, 0.857424
us_000495453,0.128946, 0.857424
us_000513132,0.128946, 0.857424
us_000494974,0.128946, 0.857424
us_000494143,0.128946, 0.857424
us_000510171,0.128946, 0.857424
us_000510909,0.128946, 0.857424
us_000494632,0.128946, 0.857424
us_000511046,0.128946, 0.857424
us_000509624,0.128946, 0.857424
us_000507217,0.128946, 0.875972
us_000595951,0.128946, 0.981426
us_000494209,0.128946, 1.027364
us_000585211,0.128946, 1.041307
us_000596039,0.128946, 1.050432
us_000596697,0.128946, 1.086720
us_000496397,0.128946, 1.106136
us_000496590,0.128946, 1.113052
us_000508933,0.128946, 1.130476
us_000494739,0.128946, 1.130476
us_000510494,0.128946, 1.130476
us_000494681,0.128946, 1.130476
us_000494761,0.128946, 1.130476
us_000511097,0.128946, 1.130476
us_000494709,0.128946, 1.130476
us_000509706,0.128946, 1.130476
us_000509897,0.128946, 1.130476
us_000510443,0.128946, 1.130476
us_000497003,0.128946, 1.149918
us_000495018,0.128946, 1.156403
us_000509703,0.128946, 1.166764
us_000495242,0.128946, 1.166764
us_000494318,0.128946, 1.166764
us_000510622,0.128946, 1.166764
us_000510925,0.128946, 1.166764
us_000510950,0.128946, 1.166764
us_000611660,0.128946, 1.166764
us_000494565,0.128946, 1.166764
us_000549003,0.128946, 1.166764
us_000495158,0.128946, 1.166764
us_000494248,0.128946, 1.166764
us_000509146,0.128946, 1.166764
us_000495691,0.128946, 1.166764
us_000510949,0.128946, 1.166764
us_000495198,0.128946, 1.167357
us_000495698,0.128946, 1.197442
pr_000924938,0.128946, 1.366050
pr_001131829,0.128946, 1.398962
pr_001760382,0.110720, 0.000000
pr_002088573,0.110720, 0.000000
pr_001586035,0.110720, 0.000000
pr_002110393,0.110720, 0.000000
pr_001950975,0.110720, 0.000000
pr_002082069,0.110720, 0.000000
pr_000640994,0.110720, 0.000000
pr_001922263,0.110720, 0.000000
pr_002079975,0.110720, 0.000000
pr_000684334,0.110720, 0.000000
pr_001957878,0.110720, 0.000000
pr_002082301,0.110720, 0.000000
pr_002125622,0.110720, 0.000000
pr_000178185,0.110720, 0.000000
pr_002150247,0.110720, 0.000000
pr_002111676,0.110720, 0.000000
pr_002112900,0.110720, 0.000000
pr_001770153,0.110720, 0.000000
pr_000108405,0.110720, 0.000000
pr_000077632,0.110720, 0.000000
pr_000630918,0.110720, 0.000000
pr_000087738,0.110720, 0.000000
pr_002082023,0.110720, 0.000000
pr_001936112,0.110720, 0.000000
pr_002114211,0.110720, 0.000000
pr_002083844,0.110720, 0.000000
pr_001061955,0.110720, 0.000000
pr_001975845,0.110720, 0.000000
pr_000586350,0.110720, 0.000000
pr_002086100,0.110720, 0.000000
pr_002086475,0.110720, 0.000000
pr_002083098,0.110720, 0.000000
pr_001616192,0.110720, 0.000000
pr_002064210,0.110720, 0.000000
pr_001140245,0.110720, 0.000000
pr_001880981,0.110720, 0.000000
pr_002169109,0.110720, 0.000000
pr_000311168,0.110720, 0.000000
pr_001748965,0.110720, 0.000000
pr_001959381,0.110720, 0.000000
us_000485745,0.110720, 0.000000
us_000492784,0.110720, 0.000000
us_000537170,0.110720, 0.000000
us_000489088,0.110720, 0.000000
us_000478529,0.110720, 0.000000
us_000539174,0.110720, 0.000000
us_000491396,0.110720, 0.000000
us_000581615,0.110720, 0.000000
us_000567498,0.110720, 0.000000
us_000480763,0.110720, 0.000000
us_000492801,0.110720, 0.000000
us_000486502,0.110720, 0.000000
us_000517331,0.110720, 0.000000
us_000564512,0.110720, 0.000000
us_000570332,0.110720, 0.000000
us_000564427,0.110720, 0.000000
us_000500132,0.110720, 0.000000
us_000567192,0.110720, 0.000000
us_000497316,0.110720, 0.000000
us_000611555,0.110720, 0.000000
us_000254089,0.110720, 0.000000
us_000611169,0.110720, 0.000001
us_000381400,0.110720, 0.000001
us_000476998,0.110720, 0.000004
us_000494098,0.110720, 0.000008
us_000509737,0.110720, 0.000012
us_000562667,0.110720, 0.000029
us_000273016,0.110720, 0.000032
us_000114127,0.110720, 0.000032
us_000473318,0.110720, 0.000032
us_000598139,0.110720, 0.000038
us_000581132,0.110720, 0.000075
us_000518563,0.110720, 0.000079
us_000594414,0.110720, 0.000106
us_000492921,0.110720, 0.000121
us_000492933,0.110720, 0.000121
us_000466354,0.110720, 0.000121
us_000611094,0.110720, 0.000211
us_000465368,0.110720, 0.000331
us_000465337,0.110720, 0.000331
us_000132750,0.110720, 0.000331
us_000523639,0.110720, 0.000355
us_000498207,0.110720, 0.000441
pr_000118264,0.110720, 0.000472
us_000603594,0.110720, 0.000572
us_000551740,0.110720, 0.000775
us_000528089,0.110720, 0.001332
us_000542205,0.110720, 0.001905
us_000554666,0.110720, 0.002163
us_000495711,0.110720, 0.002210
us_000481221,0.110720, 0.002853
us_000480797,0.110720, 0.003031
us_000478275,0.110720, 0.003280
us_000479093,0.110720, 0.004868
us_000476980,0.110720, 0.005072
us_000541879,0.110720, 0.006079
us_000557203,0.110720, 0.006622
us_000559761,0.110720, 0.012081
us_000532355,0.110720, 0.018779
us_000549157,0.110720, 0.039098
us_000355875,0.110720, 0.053435
us_000540386,0.110720, 0.066291
us_000481413,0.110720, 0.072195
us_000479945,0.110720, 0.177225
us_000459152,0.110720, 0.773876
us_000480385,0.110720, 1.180104
us_000488104,0.110720, 1.239738
us_000480322,0.110720, 1.278739
pr_001030604,0.067135, 0.000000
us_000489382,0.067135, 0.000000
us_000555109,0.067135, 0.000060
us_000540056,0.067135, 0.000141
us_000532818,0.067135, 0.000669
us_000497215,0.067135, 0.000791
us_000555887,0.067135, 0.001124
us_000593788,0.067135, 0.002831
us_000467544,0.067135, 0.003549
us_000483370,0.067135, 0.013206
us_000403367,0.067135, 0.014943
us_000503791,0.067135, 0.023794
us_000482738,0.067135, 0.024450
us_000484362,0.067135, 0.030854
us_000572881,0.067135, 0.038126
us_000520088,0.067135, 0.038768
us_000470804,0.067135, 0.051612
us_000481347,0.067135, 0.080711
us_000501204,0.067135, 0.106384
us_000533563,0.067135, 0.156293
us_000561869,0.067135, 0.754808
us_000496006,0.067135, 0.755374
us_000529485,0.067135, 0.769581
us_000558265,0.067135, 0.770180
us_000509606,0.067135, 0.773554
us_000483566,0.067135, 0.774540
us_000469657,0.067135, 0.780567
us_000583388,0.067135, 0.789485
us_000588195,0.067135, 0.794649
us_000508337,0.067135, 0.796928
us_000481498,0.067135, 0.801411
us_000556790,0.067135, 0.805136
us_000508927,0.067135, 0.806369
us_000604387,0.067135, 0.807473
us_000478469,0.067135, 0.810330
us_000551028,0.067135, 0.810756
us_000497258,0.067135, 0.811008
us_000553091,0.067135, 0.812312
us_000497734,0.067135, 0.813800
us_000546216,0.067135, 0.818026
us_000051453,0.067135, 0.818784
us_000496305,0.067135, 0.819810
