Product ID : 2129 # of JPs covered : 1 : 291 : Healthcare Business, 
us_000524382,0.083521, 0.312323
us_000536347,0.083521, 0.314102
us_000511408,0.083521, 0.314146
us_000520174,0.083521, 0.315163
us_000524316,0.083521, 0.315917
us_000478013,0.083521, 0.321582
us_000162678,0.083521, 0.321585
us_000510840,0.083521, 0.331730
us_000517214,0.083521, 0.333832
us_000343178,0.083521, 0.336479
us_000490069,0.083521, 0.341889
us_000162284,0.083521, 0.347627
us_000558012,0.083521, 0.407421
us_000555166,0.083521, 0.646686
us_000576906,0.083521, 0.686389
us_000608712,0.083521, 0.709473
us_000514609,0.083521, 0.767144
pr_000013535,0.030475, 0.000000
us_000564780,0.030475, 0.000000
us_000523417,0.030475, 0.000000
us_000578136,0.030475, 0.000000
us_000485980,0.030475, 0.000000
us_000562000,0.030475, 0.000000
us_000596945,0.030475, 0.000001
us_000507782,0.030475, 0.000002
us_000566096,0.030475, 0.000002
us_000532231,0.030475, 0.000002
us_000525564,0.030475, 0.000002
us_000558388,0.030475, 0.000002
us_000566356,0.030475, 0.000002
us_000545973,0.030475, 0.000002
us_000509991,0.030475, 0.000002
us_000504585,0.030475, 0.000002
us_000489710,0.030475, 0.000002
us_000532908,0.030475, 0.000002
us_000517738,0.030475, 0.000002
us_000504588,0.030475, 0.000002
us_000528077,0.030475, 0.000002
us_000561349,0.030475, 0.000004
us_000557794,0.030475, 0.000005
us_000258076,0.030475, 0.000007
us_000462764,0.030475, 0.006218
us_000477160,0.030475, 0.008634
us_000461209,0.030475, 0.031449
us_000508137,0.030475, 0.032282
us_000472129,0.030475, 0.032567
us_000465467,0.030475, 0.033173
us_000539628,0.030475, 0.033382
us_000476292,0.030475, 0.034311
us_000517772,0.030475, 0.034702
us_000476005,0.030475, 0.034908
us_000476906,0.030475, 0.036227
us_000476622,0.030475, 0.036523
us_000470241,0.030475, 0.036693
us_000113817,0.030475, 0.037116
us_000566213,0.030475, 0.037343
us_000522403,0.030475, 0.037886
us_000532711,0.030475, 0.038160
us_000556730,0.030475, 0.038184
us_000475400,0.030475, 0.038800
us_000478136,0.030475, 0.038800
us_000469655,0.030475, 0.038800
us_000465240,0.030475, 0.038834
us_000512429,0.030475, 0.038891
us_000528867,0.030475, 0.038891
us_000468622,0.030475, 0.039036
us_000470302,0.030475, 0.039241
us_000458864,0.030475, 0.039450
us_000519457,0.030475, 0.039450
us_000470254,0.030475, 0.039450
us_000479291,0.030475, 0.039496
us_000513063,0.030475, 0.039933
us_000540959,0.030475, 0.039933
us_000491898,0.030475, 0.039933
us_000517086,0.030475, 0.040041
us_000513098,0.030475, 0.040058
us_000537804,0.030475, 0.040469
us_000495430,0.030475, 0.040469
us_000483778,0.030475, 0.040469
us_000569425,0.030475, 0.040907
us_000470975,0.030475, 0.040907
us_000372648,0.030475, 0.041014
us_000515094,0.030475, 0.041014
us_000496303,0.030475, 0.041014
us_000498389,0.030475, 0.041569
us_000527089,0.030475, 0.041569
us_000550039,0.030475, 0.041569
us_000541858,0.030475, 0.041569
us_000552191,0.030475, 0.041569
us_000501918,0.030475, 0.041569
us_000079936,0.030475, 0.041613
us_000600100,0.030475, 0.041817
us_000471362,0.030475, 0.042378
pr_001120602,0.030475, 0.042578
us_000493217,0.030475, 0.042706
us_000471899,0.030475, 0.043250
us_000561495,0.030475, 0.043546
us_000583123,0.030475, 0.043615
us_000544162,0.030475, 0.043615
us_000513756,0.030475, 0.043882
us_000537197,0.030475, 0.043882
us_000473065,0.030475, 0.044189
us_000521366,0.030475, 0.044200
us_000561347,0.030475, 0.044360
us_000471844,0.030475, 0.044360
us_000255876,0.030475, 0.044360
us_000518756,0.030475, 0.044484
us_000472404,0.030475, 0.044534
us_000539745,0.030475, 0.044743
us_000531863,0.030475, 0.044743
us_000468208,0.030475, 0.044779
us_000506419,0.030475, 0.045095
us_000493831,0.030475, 0.045095
us_000498992,0.030475, 0.045095
us_000516525,0.030475, 0.045368
us_000520986,0.030475, 0.045374
us_000548069,0.030475, 0.045374
us_000509232,0.030475, 0.045391
us_000495106,0.030475, 0.045391
us_000075519,0.030475, 0.045652
us_000549626,0.030475, 0.045716
us_000510982,0.030475, 0.045716
us_000540861,0.030475, 0.045716
us_000558734,0.030475, 0.045716
us_000515211,0.030475, 0.045716
us_000495174,0.030475, 0.045716
us_000563100,0.030475, 0.045716
us_000542933,0.030475, 0.045716
us_000484751,0.030475, 0.045723
us_000499892,0.030475, 0.045856
us_000520993,0.030475, 0.046014
us_000536065,0.030475, 0.046014
us_000544150,0.030475, 0.046031
us_000506625,0.030475, 0.046053
us_000499128,0.030475, 0.046066
us_000479057,0.030475, 0.046221
us_000471825,0.030475, 0.046258
us_000553654,0.030475, 0.046347
us_000507289,0.030475, 0.046347
us_000486816,0.030475, 0.046347
us_000535547,0.030475, 0.046347
us_000470310,0.030475, 0.046457
us_000514792,0.030475, 0.046467
us_000465396,0.030475, 0.046467
us_000400789,0.030475, 0.046467
us_000569588,0.030475, 0.046467
us_000513758,0.030475, 0.046556
us_000497150,0.030475, 0.046664
us_000509115,0.030475, 0.046680
us_000595862,0.030475, 0.046824
us_000487416,0.030475, 0.046987
us_000492164,0.030475, 0.046987
us_000482476,0.030475, 0.046987
us_000554537,0.030475, 0.046987
us_000534154,0.030475, 0.046987
us_000489897,0.030475, 0.046987
us_000505917,0.030475, 0.046987
us_000492854,0.030475, 0.046987
us_000552107,0.030475, 0.046987
us_000536295,0.030475, 0.046987
us_000550381,0.030475, 0.047636
us_000506654,0.030475, 0.047636
us_000512259,0.030475, 0.047636
us_000548427,0.030475, 0.047636
us_000542427,0.030475, 0.047636
us_000509735,0.030475, 0.047636
us_000491202,0.030475, 0.047636
us_000399156,0.030475, 0.047636
us_000478036,0.030475, 0.047636
us_000521916,0.030475, 0.047636
us_000537004,0.030475, 0.047636
us_000492219,0.030475, 0.047636
us_000511636,0.030475, 0.047636
us_000553659,0.030475, 0.047913
us_000124154,0.030475, 0.047984
us_000540547,0.030475, 0.048224
us_000521185,0.030475, 0.048540
us_000547135,0.030475, 0.048964
us_000516109,0.030475, 0.048964
us_000576394,0.030475, 0.048964
us_000090402,0.030475, 0.049008
us_000469385,0.030475, 0.049321
pr_000587917,0.030475, 0.049791
us_000463385,0.030475, 0.050318
us_000537268,0.030475, 0.050329
us_000502643,0.030475, 0.050329
us_000525607,0.030475, 0.050566
us_000476498,0.030475, 0.050721
us_000553779,0.030475, 0.051026
us_000553774,0.030475, 0.051026
us_000531714,0.030475, 0.051026
us_000555011,0.030475, 0.051026
us_000495699,0.030475, 0.051133
us_000510922,0.030475, 0.051133
us_000485810,0.030475, 0.051328
us_000507380,0.030475, 0.051733
us_000494299,0.030475, 0.051733
us_000535274,0.030475, 0.051733
us_000520801,0.030475, 0.051733
us_000560072,0.030475, 0.051733
us_000527603,0.030475, 0.051733
us_000600342,0.030475, 0.051944
us_000506599,0.030475, 0.051944
us_000571494,0.030475, 0.051944
us_000518761,0.030475, 0.052171
us_000192309,0.030475, 0.052350
us_000563343,0.030475, 0.052449
us_000563406,0.030475, 0.052449
us_000483342,0.030475, 0.052449
us_000494962,0.030475, 0.052449
us_000563272,0.030475, 0.052449
us_000527949,0.030475, 0.052449
us_000519563,0.030475, 0.052449
us_000563187,0.030475, 0.052449
us_000487091,0.030475, 0.052449
us_000497788,0.030475, 0.052449
pr_000188141,0.030475, 0.052573
us_000515769,0.030475, 0.052764
us_000215418,0.030475, 0.052764
us_000485802,0.030475, 0.053174
us_000496773,0.030475, 0.053174
us_000518855,0.030475, 0.053174
us_000508569,0.030475, 0.053174
us_000540481,0.030475, 0.053174
us_000504646,0.030475, 0.053174
us_000567789,0.030475, 0.053174
us_000540317,0.030475, 0.053174
us_000543364,0.030475, 0.053174
us_000493015,0.030475, 0.053174
us_000494656,0.030475, 0.053174
us_000561305,0.030475, 0.053174
us_000508630,0.030475, 0.053174
us_000484130,0.030475, 0.053174
us_000486967,0.030475, 0.053174
us_000567899,0.030475, 0.053174
us_000562449,0.030475, 0.053174
us_000565986,0.030475, 0.053174
us_000497960,0.030475, 0.053174
us_000488058,0.030475, 0.053180
us_000513380,0.030475, 0.053385
us_000460796,0.030475, 0.053385
us_000544052,0.030475, 0.053385
us_000527441,0.030475, 0.053463
us_000474737,0.030475, 0.053594
us_000497537,0.030475, 0.053594
us_000471876,0.030475, 0.053594
us_000554982,0.030475, 0.053594
us_000566632,0.030475, 0.053594
us_000611627,0.030475, 0.053730
us_000540240,0.030475, 0.053909
us_000515597,0.030475, 0.053909
us_000479629,0.030475, 0.053909
us_000537655,0.030475, 0.053909
us_000538002,0.030475, 0.053909
us_000536098,0.030475, 0.053909
us_000490757,0.030475, 0.053909
us_000516264,0.030475, 0.053909
us_000513068,0.030475, 0.053909
us_000541586,0.030475, 0.053909
us_000509289,0.030475, 0.053909
us_000520858,0.030475, 0.053909
us_000524105,0.030475, 0.053909
us_000553879,0.030475, 0.053909
us_000496254,0.030475, 0.053909
us_000511569,0.030475, 0.054198
us_000515946,0.030475, 0.054225
us_000562394,0.030475, 0.054225
us_000471897,0.030475, 0.054225
us_000490561,0.030475, 0.054225
us_000462865,0.030475, 0.054225
us_000474669,0.030475, 0.054225
us_000613578,0.030475, 0.054434
us_000462282,0.030475, 0.054434
us_000561720,0.030475, 0.054434
us_000458971,0.030475, 0.054434
us_000536496,0.030475, 0.054434
us_000469729,0.030475, 0.054434
us_000493985,0.030475, 0.054654
us_000484675,0.030475, 0.054654
us_000557443,0.030475, 0.054654
us_000534331,0.030475, 0.054654
us_000537700,0.030475, 0.054654
us_000508793,0.030475, 0.054654
us_000554439,0.030475, 0.054654
us_000537165,0.030475, 0.054654
us_000480600,0.030475, 0.054654
us_000539602,0.030475, 0.054654
us_000485413,0.030475, 0.054654
us_000542435,0.030475, 0.054654
us_000502910,0.030475, 0.054654
us_000509878,0.030475, 0.054654
us_000538139,0.030475, 0.054654
us_000510243,0.030475, 0.054654
us_000534717,0.030475, 0.054654
us_000530415,0.030475, 0.054654
us_000549036,0.030475, 0.054654
us_000518801,0.030475, 0.054654
us_000535662,0.030475, 0.054654
us_000507453,0.030475, 0.054654
us_000552967,0.030475, 0.054654
us_000515938,0.030475, 0.054654
us_000497538,0.030475, 0.054654
us_000521328,0.030475, 0.054654
us_000507346,0.030475, 0.054654
us_000553003,0.030475, 0.054654
us_000552538,0.030475, 0.054654
us_000466260,0.030475, 0.054793
us_000534807,0.030475, 0.055169
us_000533680,0.030475, 0.055188
us_000541045,0.030475, 0.055331
us_000484502,0.030475, 0.055408
us_000545862,0.030475, 0.055819
us_000500800,0.030475, 0.056171
us_000516110,0.030475, 0.056171
us_000527914,0.030475, 0.056171
us_000561698,0.030475, 0.056171
us_000506052,0.030475, 0.056171
us_000536328,0.030475, 0.056197
us_000486513,0.030475, 0.056626
us_000576487,0.030475, 0.057286
us_000516967,0.030475, 0.057877
us_000463140,0.030475, 0.058329
us_000485061,0.030475, 0.058682
us_000547191,0.030475, 0.058834
us_000490012,0.030475, 0.060148
us_000514137,0.030475, 0.060445
us_000495749,0.030475, 0.060572
us_000515961,0.030475, 0.060912
us_000484702,0.030475, 0.061099
us_000475408,0.030475, 0.062317
us_000375092,0.030475, 0.063227
us_000304363,0.030475, 0.063850
us_000560012,0.030475, 0.064431
us_000476642,0.030475, 0.064709
us_000571208,0.030475, 0.066589
us_000499834,0.030475, 0.067597
us_000611388,0.030475, 0.069487
us_000566778,0.030475, 0.069666
us_000495319,0.030475, 0.071106
us_000481254,0.030475, 0.071688
us_000524965,0.030475, 0.075254
us_000418358,0.030475, 0.079196
us_000465067,0.030475, 0.079675
us_000415178,0.030475, 0.081105
us_000050530,0.030475, 0.082586
us_000506573,0.030475, 0.083554
us_000540480,0.030475, 0.083961
us_000097260,0.030475, 0.087733
us_000473069,0.030475, 0.088541
us_000539495,0.030475, 0.091294
us_000033410,0.030475, 0.092387
us_000475381,0.030475, 0.098179
us_000403085,0.030475, 0.099098
us_000499205,0.030475, 0.103345
us_000491286,0.030475, 0.105026
us_000234791,0.030475, 0.105831
us_000552961,0.030475, 0.108794
us_000466807,0.030475, 0.110730
us_000468999,0.030475, 0.117413
us_000550376,0.030475, 0.119686
us_000532934,0.030475, 0.123108
us_000516279,0.030475, 0.124515
us_000478021,0.030475, 0.124593
us_000540447,0.030475, 0.127384
us_000542369,0.030475, 0.128498
us_000494489,0.030475, 0.133907
us_000545320,0.030475, 0.137859
us_000523576,0.030475, 0.148210
us_000594015,0.030475, 0.156946
us_000548024,0.030475, 0.161584
us_000591652,0.030475, 0.171835
us_000487919,0.030475, 0.173580
us_000586006,0.030475, 0.175837
us_000558856,0.030475, 0.184230
us_000093001,0.030475, 0.249486
us_000477703,0.030475, 0.262658
us_000509176,0.030475, 0.292968
us_000568650,0.030475, 0.315704
us_000487854,0.030475, 0.332754
us_000545751,0.030475, 0.370351
us_000139641,0.030475, 0.623193
us_000521010,0.030475, 0.650649
us_000545325,0.030475, 0.652543
us_000537330,0.030475, 0.671188
us_000525236,0.030475, 0.697423
