Product ID : 2095 JPs covered : 252 : Elder Law, 
OID,Confidence at Map Node,Error at Map Node
us_000485699,0.495014, 0.173090
us_000485594,0.495014, 0.173365
us_000484601,0.495014, 0.173657
us_000580504,0.495014, 0.174110
us_000486422,0.495014, 0.174459
us_000488894,0.495014, 0.174809
us_000511972,0.495014, 0.175079
us_000482600,0.495014, 0.175175
us_000487084,0.495014, 0.177026
us_000470341,0.495014, 0.179957
us_000491288,0.495014, 0.181801
us_000567598,0.495014, 0.181801
us_000542221,0.495014, 0.181801
us_000495062,0.495014, 0.181801
us_000499938,0.495014, 0.181801
us_000491319,0.495014, 0.181801
us_000542976,0.495014, 0.183773
us_000473449,0.495014, 0.188568
us_000532568,0.495014, 0.211313
us_000468824,0.495014, 0.233609
us_000596108,0.343129, 0.000000
us_000539738,0.343129, 0.000000
us_000597207,0.343129, 0.000000
us_000561151,0.343129, 0.000000
us_000554871,0.343129, 0.000000
pr_000585805,0.343129, 0.000098
pr_000133702,0.343129, 0.000112
pr_000184510,0.343129, 0.000125
pr_000594825,0.343129, 0.000182
pr_000101458,0.343129, 0.001905
pr_000083242,0.343129, 0.002184
us_000571039,0.343129, 0.002627
us_000509532,0.343129, 0.004697
us_000526839,0.343129, 0.006463
us_000543058,0.343129, 0.025804
us_000495292,0.343129, 4.614023
us_000459150,0.343129, 8.231779
pr_000011307,0.326216, 0.000000
pr_000842328,0.326216, 0.000001
us_000579059,0.326216, 0.000011
pr_000444151,0.326216, 0.000095
us_000530407,0.326216, 0.000200
us_000566721,0.326216, 0.000338
us_000490713,0.326216, 0.000357
us_000507422,0.326216, 0.000479
us_000517635,0.326216, 0.125415
us_000479502,0.326216, 0.136823
us_000489698,0.326216, 0.147363
us_000495662,0.326216, 0.161730
us_000470038,0.326216, 0.163936
us_000495872,0.326216, 0.170921
us_000504868,0.326216, 0.171751
us_000534326,0.326216, 0.178976
us_000494410,0.326216, 0.178976
us_000497841,0.326216, 0.180392
us_000481367,0.326216, 0.187041
us_000518127,0.326216, 0.203340
us_000488537,0.326216, 0.209230
us_000495946,0.326216, 0.218229
us_000485385,0.326216, 0.227522
us_000517140,0.326216, 0.230630
us_000502872,0.326216, 0.238352
us_000492840,0.326216, 0.241501
us_000490723,0.326216, 0.256994
pr_001123897,0.187632, 0.000000
us_000508918,0.187632, 0.000000
us_000494144,0.187632, 0.000000
us_000495728,0.187632, 0.000000
us_000543982,0.187632, 0.000002
us_000494290,0.187632, 0.000002
us_000564154,0.187632, 0.000002
us_000565363,0.187632, 0.000002
us_000601349,0.187632, 0.000009
us_000561991,0.187632, 0.000255
us_000574990,0.187632, 0.000346
us_000510963,0.187632, 0.000630
us_000509708,0.187632, 0.000630
us_000616410,0.187632, 0.001340
us_000553744,0.187632, 0.001602
us_000520402,0.187632, 0.003838
us_000510502,0.187632, 0.005312
us_000483289,0.187632, 0.173679
us_000511816,0.187632, 0.174105
us_000502510,0.187632, 0.186947
us_000490591,0.187632, 0.212186
us_000494825,0.187632, 0.223453
us_000482667,0.187632, 0.242563
us_000580495,0.187632, 0.247165
us_000501051,0.187632, 0.282160
us_000521869,0.187632, 0.285028
us_000498497,0.187632, 0.292453
us_000537395,0.187632, 0.304198
pr_000717056,0.165865, 0.000511
pr_000649718,0.165865, 0.001413
pr_001637490,0.165865, 0.001569
pr_000288243,0.165865, 0.001683
pr_001675221,0.165865, 0.002087
pr_001704985,0.165865, 0.002357
pr_000911914,0.165865, 0.002399
pr_001686106,0.165865, 0.003216
pr_001826181,0.165865, 0.009101
pr_000959097,0.165865, 0.014278
pr_000835242,0.165865, 0.016203
us_000510546,0.165865, 0.065567
us_000578402,0.165865, 0.105564
us_000571191,0.165865, 0.113111
us_000549183,0.165865, 0.132428
pr_001046585,0.110066, 0.000000
pr_000434552,0.110066, 0.000002
us_000488582,0.110066, 0.089881
us_000524184,0.110066, 0.093404
us_000569342,0.110066, 0.093404
us_000565178,0.110066, 0.097329
us_000570717,0.110066, 0.097329
us_000533560,0.110066, 0.097329
us_000564426,0.110066, 0.097329
us_000565180,0.110066, 0.097329
us_000527702,0.110066, 0.097329
us_000499840,0.110066, 0.097329
us_000549261,0.110066, 0.097329
pr_001028573,0.110066, 0.101336
pr_001048089,0.110066, 0.101336
us_000517805,0.110066, 0.101336
us_000498331,0.110066, 0.101336
us_000513753,0.110066, 0.101336
us_000562654,0.110066, 0.101336
us_000530094,0.110066, 0.101336
us_000542123,0.110066, 0.101336
us_000534658,0.110066, 0.101336
us_000500699,0.110066, 0.101336
us_000574065,0.110066, 0.101336
us_000529235,0.110066, 0.101657
us_000551529,0.110066, 0.105424
us_000550822,0.110066, 0.105424
us_000495219,0.110066, 0.105424
us_000540986,0.110066, 0.105424
us_000491051,0.110066, 0.105424
us_000495258,0.110066, 0.105424
us_000528090,0.110066, 0.105424
us_000541054,0.110066, 0.105424
us_000518023,0.110066, 0.108052
us_000538968,0.110066, 0.109592
us_000501365,0.110066, 0.109592
us_000565826,0.110066, 0.109592
us_000569025,0.110066, 0.109592
pr_001027238,0.110066, 0.109592
us_000565823,0.110066, 0.109592
us_000501379,0.110066, 0.109592
us_000490264,0.110066, 0.109592
us_000572192,0.110066, 0.109592
us_000490916,0.110066, 0.109592
us_000491254,0.110066, 0.109592
us_000490272,0.110066, 0.109592
us_000526987,0.110066, 0.109592
us_000566830,0.110066, 0.109592
us_000532532,0.110066, 0.109592
pr_001028408,0.110066, 0.109592
us_000565045,0.110066, 0.109592
us_000561158,0.110066, 0.109592
us_000498522,0.110066, 0.109592
us_000496018,0.110066, 0.109592
us_000560827,0.110066, 0.109592
us_000539516,0.110066, 0.109592
us_000498528,0.110066, 0.109592
pr_001029366,0.110066, 0.109592
us_000498505,0.110066, 0.110070
us_000489052,0.110066, 0.111100
us_000513941,0.110066, 0.114164
us_000571429,0.110066, 0.114320
us_000567758,0.110066, 0.114405
us_000484455,0.110066, 0.115605
us_000478728,0.110066, 0.116629
us_000490138,0.110066, 0.120801
us_000547051,0.110066, 0.122377
us_000560583,0.110066, 0.127349
us_000513645,0.110066, 0.134137
us_000527583,0.110066, 0.150908
us_000484128,0.110066, 0.208033
us_000491594,0.068292, 0.000040
us_000493055,0.004075, 0.000001
us_000527073,0.004075, 0.000021
us_000490841,0.004075, 0.006671
us_000518422,0.004075, 0.010253
us_000580999,0.004075, 0.013522
us_000583214,0.004075, 0.016733
us_000495054,0.004075, 0.019418
us_000571037,0.004075, 0.042460
us_000580911,0.004075, 0.050699
us_000559549,0.004075, 0.301170
