Product ID : 2121 # of JPs covered : 1 : 145 : White Collar Crime, 
us_000479815,0.500968, 0.000000
us_000584734,0.500968, 0.000000
us_000487191,0.500968, 0.000000
us_000487126,0.500968, 0.000000
pr_001733898,0.500968, 0.000001
pr_000967362,0.500968, 0.000001
pr_001663126,0.500968, 0.000001
pr_000828695,0.500968, 0.000002
pr_000564048,0.500968, 0.000005
us_000602923,0.500968, 0.000006
us_000548294,0.500968, 0.000007
pr_000745570,0.500968, 0.000025
us_000577916,0.500968, 0.000044
us_000571406,0.500968, 0.000044
us_000570944,0.500968, 0.000044
us_000600945,0.500968, 0.000044
us_000595658,0.500968, 0.000044
us_000561710,0.500968, 0.000044
pr_000701201,0.500968, 0.000069
pr_000774772,0.500968, 0.000108
pr_000831928,0.500968, 0.000166
pr_001056304,0.500968, 0.000196
pr_001635004,0.500968, 0.000198
pr_001755371,0.500968, 0.000213
us_000526376,0.500968, 0.000726
pr_000900083,0.500968, 0.000903
pr_001002643,0.500968, 0.001304
us_000567308,0.500968, 0.003113
us_000425840,0.500968, 0.099150
pr_000158261,0.478022, 0.002697
pr_001017318,0.478022, 0.003160
pr_001143109,0.478022, 0.038754
pr_001121550,0.478022, 0.038944
pr_001138127,0.478022, 0.039891
pr_001036978,0.478022, 0.042467
pr_001135973,0.478022, 0.042467
pr_000852397,0.478022, 0.042525
pr_001044809,0.478022, 0.042773
pr_001044834,0.478022, 0.043607
pr_001388360,0.478022, 0.044511
pr_000639687,0.478022, 0.057783
pr_001152368,0.478022, 0.059666
pr_001128427,0.478022, 0.082410
pr_001146774,0.478022, 0.936539
pr_000127809,0.400033, 0.000985
pr_000637885,0.400033, 0.001172
pr_001691991,0.400033, 0.031257
pr_000759273,0.400033, 0.036792
pr_000870932,0.400033, 0.038043
pr_000084056,0.400033, 0.039714
pr_000160191,0.400033, 0.040894
pr_000568940,0.400033, 0.041294
pr_001030017,0.400033, 0.041294
pr_001117295,0.400033, 0.041294
pr_000621683,0.400033, 0.041294
pr_001029674,0.400033, 0.041294
pr_001117507,0.400033, 0.041294
pr_001115407,0.400033, 0.041425
pr_000110851,0.400033, 0.042655
pr_000880153,0.400033, 0.042927
pr_000981678,0.400033, 0.043874
pr_001036360,0.400033, 0.043874
pr_000637248,0.400033, 0.043874
pr_001895011,0.400033, 0.043874
pr_000282519,0.400033, 0.043874
pr_000845759,0.400033, 0.043874
pr_001604105,0.400033, 0.043874
pr_000625775,0.400033, 0.043874
pr_000166399,0.400033, 0.043874
pr_001647516,0.400033, 0.043874
pr_000911870,0.400033, 0.043903
pr_000709204,0.400033, 0.044125
pr_000939833,0.400033, 0.044125
pr_001029808,0.400033, 0.044252
pr_001073137,0.400033, 0.044299
pr_001389649,0.400033, 0.045204
pr_001165480,0.400033, 0.045274
pr_000640842,0.400033, 0.045374
pr_001033040,0.400033, 0.045700
pr_001165525,0.400033, 0.045753
pr_000906226,0.400033, 0.045939
pr_001010328,0.400033, 0.046190
pr_000450787,0.400033, 0.047072
pr_001647517,0.400033, 0.047125
pr_000853431,0.400033, 0.047125
pr_001396313,0.400033, 0.047125
pr_001165517,0.400033, 0.047125
pr_001395601,0.400033, 0.047125
pr_001973225,0.400033, 0.047125
pr_000021135,0.400033, 0.047125
pr_001826608,0.400033, 0.047125
pr_001745944,0.400033, 0.047125
pr_001700796,0.400033, 0.047125
pr_000380045,0.400033, 0.047125
pr_001962611,0.400033, 0.047125
pr_000645208,0.400033, 0.047125
pr_001398613,0.400033, 0.047129
pr_000640955,0.400033, 0.047129
pr_001165536,0.400033, 0.047129
pr_000878048,0.400033, 0.047153
pr_000409614,0.400033, 0.047200
pr_001095908,0.400033, 0.048069
pr_000602068,0.400033, 0.049757
pr_001154598,0.400033, 0.049832
pr_000933397,0.400033, 0.050130
pr_001871850,0.400033, 0.050748
pr_001397632,0.400033, 0.051093
pr_000013433,0.400033, 0.051239
pr_000930690,0.400033, 0.051548
pr_000868826,0.400033, 0.052708
pr_000572607,0.400033, 0.053080
pr_001111623,0.400033, 0.053500
pr_001972256,0.400033, 0.053927
pr_000588325,0.400033, 0.054901
pr_000869490,0.400033, 0.054915
pr_002138273,0.400033, 0.056293
pr_001818680,0.400033, 0.057759
pr_000170160,0.400033, 0.058318
pr_001979329,0.400033, 0.058622
pr_001030001,0.400033, 0.058813
pr_001618421,0.400033, 0.058951
pr_001957170,0.400033, 0.059302
pr_001614163,0.400033, 0.060397
pr_000979126,0.400033, 0.060476
pr_000625670,0.400033, 0.060482
pr_000633273,0.400033, 0.061737
pr_001703764,0.400033, 0.061871
pr_001673747,0.400033, 0.062866
pr_000586476,0.400033, 0.063102
pr_002113159,0.400033, 0.063277
pr_000892395,0.400033, 0.064047
pr_001722963,0.400033, 0.064208
pr_000635861,0.400033, 0.067123
pr_001403855,0.400033, 0.068109
pr_001605665,0.400033, 0.068790
pr_001688112,0.400033, 0.071249
pr_001647255,0.400033, 0.072219
pr_001647515,0.400033, 0.073350
pr_000671061,0.400033, 0.074279
pr_001396127,0.400033, 0.076274
pr_001068374,0.400033, 0.079051
pr_000067714,0.400033, 0.079489
pr_000864240,0.400033, 0.083339
pr_001702374,0.400033, 0.084942
pr_001869004,0.400033, 0.090582
pr_001740042,0.400033, 0.100126
pr_001410877,0.400033, 0.101534
pr_001725086,0.400033, 0.132404
pr_001582958,0.400033, 0.136798
pr_001617749,0.400033, 0.174898
pr_001705790,0.400033, 0.932125
pr_001699871,0.400033, 0.940701
pr_000856277,0.400033, 0.947151
pr_001392766,0.400033, 0.953466
pr_000862691,0.400033, 0.958482
pr_000841551,0.400033, 0.974208
pr_001637873,0.110382, 0.000000
pr_001056395,0.110382, 0.000000
pr_001389488,0.110382, 0.000000
pr_001856557,0.110382, 0.000000
pr_002081624,0.110382, 0.000000
pr_001834760,0.110382, 0.000000
pr_000852862,0.110382, 0.000000
pr_000374821,0.110382, 0.000000
pr_000508093,0.110382, 0.000000
pr_000386626,0.110382, 0.000000
pr_001035318,0.110382, 0.000000
pr_001034759,0.110382, 0.000000
us_000485407,0.110382, 0.000000
us_000368073,0.110382, 0.000000
us_000545215,0.110382, 0.000000
us_000545830,0.110382, 0.000000
us_000595328,0.110382, 0.000000
us_000600708,0.110382, 0.000000
us_000614397,0.110382, 0.000000
us_000593063,0.110382, 0.000000
us_000486578,0.110382, 0.000000
pr_000640761,0.110382, 0.000001
pr_001707235,0.110382, 0.000001
pr_002096413,0.110382, 0.000002
pr_001907296,0.110382, 0.000002
pr_002124599,0.110382, 0.000002
pr_002052247,0.110382, 0.000002
us_000492420,0.110382, 0.000002
us_000523168,0.110382, 0.000002
us_000474079,0.110382, 0.000003
us_000461610,0.110382, 0.000003
us_000489434,0.110382, 0.000003
us_000479998,0.110382, 0.000003
us_000194359,0.110382, 0.000003
us_000460963,0.110382, 0.000003
us_000494695,0.110382, 0.000004
us_000495487,0.110382, 0.000004
us_000201775,0.110382, 0.000004
us_000516990,0.110382, 0.000004
us_000517625,0.110382, 0.000004
us_000492919,0.110382, 0.000004
us_000599070,0.110382, 0.000004
us_000615042,0.110382, 0.000004
us_000496698,0.110382, 0.000004
us_000513952,0.110382, 0.000004
us_000590120,0.110382, 0.000004
us_000552602,0.110382, 0.000004
us_000516250,0.110382, 0.000004
us_000616107,0.110382, 0.000004
us_000599090,0.110382, 0.000004
us_000533665,0.110382, 0.000004
us_000588060,0.110382, 0.000004
us_000486918,0.110382, 0.000004
us_000584695,0.110382, 0.000004
us_000606697,0.110382, 0.000004
pr_002084756,0.110382, 0.000008
pr_002116388,0.110382, 0.000008
pr_001663930,0.110382, 0.000008
pr_002083870,0.110382, 0.000008
pr_001664698,0.110382, 0.000008
pr_001756731,0.110382, 0.000008
pr_002112608,0.110382, 0.000008
pr_002113896,0.110382, 0.000008
pr_001977699,0.110382, 0.000008
pr_002082318,0.110382, 0.000008
us_000518578,0.110382, 0.000009
us_000564488,0.110382, 0.000014
pr_001665830,0.110382, 0.000015
pr_001966384,0.110382, 0.000015
us_000482131,0.110382, 0.000017
us_000484015,0.110382, 0.000021
us_000516965,0.110382, 0.000028
us_000520693,0.110382, 0.000028
us_000514447,0.110382, 0.000028
us_000589697,0.110382, 0.000028
us_000510848,0.110382, 0.000028
us_000534279,0.110382, 0.000028
us_000598108,0.110382, 0.000028
us_000615491,0.110382, 0.000028
us_000577257,0.110382, 0.000028
us_000487024,0.110382, 0.000028
us_000538400,0.110382, 0.000028
us_000491600,0.110382, 0.000028
us_000527025,0.110382, 0.000028
us_000520559,0.110382, 0.000028
us_000528908,0.110382, 0.000030
pr_002110409,0.110382, 0.000036
pr_002086675,0.110382, 0.000038
pr_001397154,0.110382, 0.000038
pr_002111460,0.110382, 0.000038
pr_002212401,0.110382, 0.000038
pr_002086141,0.110382, 0.000045
pr_002094124,0.110382, 0.000051
us_000488049,0.110382, 0.000063
us_000538170,0.110382, 0.000063
us_000489655,0.110382, 0.000063
us_000500073,0.110382, 0.000063
us_000557284,0.110382, 0.000063
us_000563128,0.110382, 0.000063
us_000527054,0.110382, 0.000073
us_000599169,0.110382, 0.000073
us_000496329,0.110382, 0.000073
us_000494142,0.110382, 0.000073
us_000579464,0.110382, 0.000073
us_000611885,0.110382, 0.000073
us_000503255,0.110382, 0.000073
pr_001054185,0.110382, 0.000073
pr_000937983,0.110382, 0.000073
us_000506203,0.110382, 0.000073
us_000502713,0.110382, 0.000073
us_000590707,0.110382, 0.000079
us_000590860,0.110382, 0.000079
us_000590578,0.110382, 0.000079
us_000590644,0.110382, 0.000079
us_000497758,0.110382, 0.000079
us_000590550,0.110382, 0.000079
us_000590556,0.110382, 0.000079
us_000590747,0.110382, 0.000079
us_000590563,0.110382, 0.000079
us_000590845,0.110382, 0.000079
us_000537656,0.110382, 0.000079
us_000590714,0.110382, 0.000079
us_000573157,0.110382, 0.000079
us_000590850,0.110382, 0.000079
us_000590645,0.110382, 0.000079
us_000590529,0.110382, 0.000079
us_000590841,0.110382, 0.000079
us_000590657,0.110382, 0.000079
us_000529735,0.110382, 0.000079
us_000590743,0.110382, 0.000079
us_000545005,0.110382, 0.000079
us_000526887,0.110382, 0.000079
us_000590829,0.110382, 0.000079
us_000540032,0.110382, 0.000079
us_000590779,0.110382, 0.000079
us_000590715,0.110382, 0.000079
us_000590718,0.110382, 0.000079
us_000590595,0.110382, 0.000079
us_000590580,0.110382, 0.000079
us_000562222,0.110382, 0.000079
us_000590834,0.110382, 0.000079
us_000590515,0.110382, 0.000079
us_000590765,0.110382, 0.000079
us_000544061,0.110382, 0.000079
us_000541137,0.110382, 0.000079
us_000590748,0.110382, 0.000079
us_000544683,0.110382, 0.000079
us_000590831,0.110382, 0.000079
us_000590822,0.110382, 0.000079
us_000590647,0.110382, 0.000079
us_000590561,0.110382, 0.000079
us_000590525,0.110382, 0.000079
us_000524609,0.110382, 0.000079
us_000573979,0.110382, 0.000083
us_000505885,0.110382, 0.000085
us_000567203,0.110382, 0.000099
pr_001660950,0.110382, 0.000099
us_000504555,0.110382, 0.000139
us_000585880,0.110382, 0.000139
us_000582171,0.110382, 0.000139
us_000542316,0.110382, 0.000139
us_000484477,0.110382, 0.000139
us_000499443,0.110382, 0.000139
us_000535772,0.110382, 0.000157
us_000174850,0.110382, 0.000160
us_000519007,0.110382, 0.000230
us_000489249,0.110382, 0.000240
us_000295517,0.110382, 0.000282
us_000465191,0.110382, 0.000291
us_000571428,0.110382, 0.000292
us_000484246,0.110382, 0.000344
us_000580089,0.110382, 0.000396
us_000519516,0.110382, 0.000443
us_000583768,0.110382, 0.000527
pr_000908124,0.110382, 0.000542
pr_000908130,0.110382, 0.000590
us_000549457,0.110382, 0.000616
us_000576071,0.110382, 0.000620
us_000589100,0.110382, 0.000635
pr_001036942,0.110382, 0.000639
us_000544731,0.110382, 0.000989
us_000557977,0.110382, 0.001038
us_000599871,0.110382, 0.001168
us_000611278,0.110382, 0.001203
us_000538591,0.110382, 0.001208
us_000507286,0.110382, 0.001251
us_000557127,0.110382, 0.001344
us_000548745,0.110382, 0.001489
us_000526568,0.110382, 0.001489
us_000556808,0.110382, 0.001496
us_000485552,0.110382, 0.001502
us_000522825,0.110382, 0.001538
us_000480574,0.110382, 0.001587
us_000537067,0.110382, 0.001594
us_000552871,0.110382, 0.001635
us_000512072,0.110382, 0.001832
us_000550459,0.110382, 0.001980
us_000549257,0.110382, 0.001992
pr_000226350,0.110382, 0.002099
us_000513899,0.110382, 0.002139
us_000561752,0.110382, 0.002253
us_000523157,0.110382, 0.002300
us_000494764,0.110382, 0.002344
us_000547195,0.110382, 0.002362
us_000524701,0.110382, 0.002398
us_000509043,0.110382, 0.002404
us_000539645,0.110382, 0.002438
us_000502020,0.110382, 0.002540
us_000566825,0.110382, 0.002605
us_000569854,0.110382, 0.002613
us_000532976,0.110382, 0.002713
us_000503893,0.110382, 0.002744
us_000542141,0.110382, 0.002824
us_000587580,0.110382, 0.003131
us_000526915,0.110382, 0.003168
us_000517459,0.110382, 0.003339
us_000556308,0.110382, 0.003365
us_000556336,0.110382, 0.003387
us_000500890,0.110382, 0.003388
us_000528763,0.110382, 0.003404
us_000532685,0.110382, 0.003502
us_000555484,0.110382, 0.003834
us_000563129,0.110382, 0.003848
us_000536785,0.110382, 0.003867
us_000577786,0.110382, 0.003874
us_000502708,0.110382, 0.004254
us_000526235,0.110382, 0.004254
us_000613996,0.110382, 0.004301
us_000519307,0.110382, 0.004308
us_000615725,0.110382, 0.004393
us_000595829,0.110382, 0.004394
us_000493854,0.110382, 0.004728
us_000492738,0.110382, 0.005030
us_000507371,0.110382, 0.006164
us_000564469,0.110382, 0.007449
us_000531346,0.110382, 0.008269
us_000563492,0.110382, 0.008638
us_000504595,0.110382, 0.009768
us_000528902,0.110382, 0.010292
us_000511335,0.110382, 0.011310
us_000540033,0.110382, 0.013401
us_000480975,0.110382, 0.016102
us_000605586,0.110382, 0.017546
us_000572498,0.110382, 0.019420
us_000535388,0.110382, 0.020265
us_000458704,0.110382, 0.021262
us_000486755,0.110382, 0.024909
us_000501411,0.110382, 0.029463
us_000572839,0.110382, 0.029629
us_000472038,0.110382, 0.030349
us_000497723,0.110382, 0.030859
us_000494579,0.110382, 0.032041
us_000481242,0.110382, 0.034038
us_000562930,0.110382, 0.034880
us_000530025,0.110382, 0.036607
us_000500589,0.110382, 0.040333
us_000478796,0.110382, 0.040442
us_000593309,0.110382, 0.042399
us_000592043,0.110382, 0.049421
us_000579054,0.110382, 0.055969
us_000516082,0.110382, 0.066339
us_000302679,0.110382, 0.066877
us_000547362,0.110382, 0.067653
us_000528730,0.110382, 0.068764
us_000560083,0.110382, 0.082274
us_000488361,0.110382, 0.092010
us_000496235,0.110382, 0.093503
us_000514614,0.110382, 0.093786
us_000473904,0.110382, 0.104884
us_000526920,0.110382, 0.114898
us_000471174,0.110382, 0.190850
us_000550323,0.110382, 0.191377
us_000508259,0.110382, 0.262400
us_000578042,0.104946, 0.000000
us_000586673,0.104946, 0.000000
us_000604804,0.104946, 0.000000
us_000584909,0.104946, 0.000000
us_000600176,0.104946, 0.000000
us_000546096,0.104946, 0.000000
us_000586055,0.104946, 0.000000
us_000529022,0.104946, 0.000000
us_000556872,0.104946, 0.000000
us_000528043,0.104946, 0.000000
us_000578888,0.104946, 0.000000
us_000528463,0.104946, 0.000000
us_000586053,0.104946, 0.000000
us_000606724,0.104946, 0.000000
us_000558716,0.104946, 0.000000
us_000600189,0.104946, 0.000000
us_000578681,0.104946, 0.000000
us_000614903,0.104946, 0.000000
us_000529944,0.104946, 0.000000
us_000555030,0.104946, 0.000000
us_000593003,0.104946, 0.000000
us_000600362,0.104946, 0.000000
us_000594945,0.104946, 0.000000
us_000572275,0.104946, 0.000000
pr_001702580,0.104946, 0.000000
pr_000735359,0.104946, 0.000000
pr_001753027,0.104946, 0.000000
pr_001720986,0.104946, 0.000000
pr_002206423,0.104946, 0.000000
pr_002219354,0.104946, 0.000000
pr_002219174,0.104946, 0.000000
pr_001659615,0.104946, 0.000000
pr_002113139,0.104946, 0.000000
pr_002137183,0.104946, 0.000000
pr_000998664,0.104946, 0.000000
pr_000398873,0.104946, 0.000000
pr_001988076,0.104946, 0.000000
pr_001095224,0.104946, 0.000000
pr_002079803,0.104946, 0.000000
pr_002168209,0.104946, 0.000000
pr_001875940,0.104946, 0.000000
pr_002157461,0.104946, 0.000000
pr_002197744,0.104946, 0.000000
pr_000380080,0.104946, 0.000000
pr_002082042,0.104946, 0.000000
pr_002077018,0.104946, 0.000000
pr_002084836,0.104946, 0.000000
pr_002233560,0.104946, 0.000000
pr_000902044,0.104946, 0.000000
pr_002056324,0.104946, 0.000000
pr_002093370,0.104946, 0.000000
pr_002210105,0.104946, 0.000000
pr_001737179,0.104946, 0.000000
pr_000873226,0.104946, 0.000000
pr_001968687,0.104946, 0.000000
pr_002159714,0.104946, 0.000000
pr_001987437,0.104946, 0.000000
pr_000897168,0.104946, 0.000000
pr_001732892,0.104946, 0.000000
pr_002082021,0.104946, 0.000000
pr_002144286,0.104946, 0.000000
pr_002172955,0.104946, 0.000000
pr_002069980,0.104946, 0.000000
pr_001926681,0.104946, 0.000000
pr_001664602,0.104946, 0.000000
pr_002058183,0.104946, 0.000000
pr_002199044,0.104946, 0.000000
pr_002173841,0.104946, 0.000000
pr_002096421,0.104946, 0.000000
pr_002111489,0.104946, 0.000000
pr_002077582,0.104946, 0.000000
pr_001665231,0.104946, 0.000000
pr_002114194,0.104946, 0.000000
pr_001699276,0.104946, 0.000000
pr_001845821,0.104946, 0.000000
pr_001406876,0.104946, 0.000000
us_000595950,0.104946, 0.000005
us_000522075,0.104946, 0.000005
us_000257941,0.104946, 0.000005
us_000464764,0.104946, 0.000005
us_000495336,0.104946, 0.000005
us_000514973,0.104946, 0.000005
pr_000094828,0.104946, 0.000006
us_000524555,0.104946, 0.000006
pr_001149756,0.104946, 0.000009
pr_001134261,0.104946, 0.000009
pr_000873761,0.104946, 0.000014
us_000460734,0.104946, 0.000015
pr_000892724,0.104946, 0.000015
pr_000893738,0.104946, 0.000016
pr_000718454,0.104946, 0.000018
us_000354198,0.104946, 0.000030
us_000372093,0.104946, 0.000030
us_000489162,0.104946, 0.000030
us_000465434,0.104946, 0.000032
pr_001155052,0.104946, 0.000051
pr_001621737,0.104946, 0.000051
pr_000386786,0.104946, 0.000051
pr_000597223,0.104946, 0.000051
pr_001158641,0.104946, 0.000051
pr_000510914,0.104946, 0.000051
pr_001156807,0.104946, 0.000051
pr_000389354,0.104946, 0.000051
pr_000375581,0.104946, 0.000051
pr_000592536,0.104946, 0.000056
us_000491469,0.104946, 0.000084
us_000546536,0.104946, 0.000195
us_000524537,0.104946, 0.000209
us_000528525,0.104946, 0.000283
us_000575868,0.104946, 0.001216
us_000512693,0.104946, 0.001355
us_000471418,0.104946, 0.001459
pr_001022708,0.104946, 0.001666
us_000568999,0.104946, 0.002910
us_000506679,0.104946, 0.006689
us_000505021,0.104946, 0.008001
us_000485001,0.104946, 0.010282
us_000550494,0.104946, 0.011400
us_000563388,0.104946, 0.011852
us_000600406,0.104946, 0.012203
us_000485516,0.104946, 0.012496
us_000483239,0.104946, 0.056242
us_000595593,0.104946, 0.131385
pr_001326479,0.104946, 0.986497
