Product ID : 2147 JPs covered : 216 : Accounting-Non-Profit, 
us_000245391,0.222933, 0.373352
us_000472686,0.222933, 0.373658
us_000529724,0.222933, 0.373658
us_000472622,0.222933, 0.413731
us_000442757,0.222933, 0.434797
us_000503721,0.162011, 0.000000
us_000562954,0.162011, 0.000000
us_000545500,0.162011, 0.000001
us_000511092,0.162011, 0.000012
us_000609047,0.162011, 0.000038
us_000500524,0.162011, 0.218152
us_000586150,0.162011, 0.218152
us_000540243,0.162011, 0.218152
us_000527208,0.162011, 0.218152
us_000569426,0.162011, 0.218152
us_000497207,0.162011, 0.218152
us_000534938,0.162011, 0.218152
us_000497178,0.162011, 0.218152
us_000474867,0.162011, 0.219913
us_000502161,0.162011, 0.219913
us_000555741,0.162011, 0.219913
us_000500861,0.162011, 0.219913
us_000496182,0.162011, 0.219913
us_000501720,0.162011, 0.219913
us_000491908,0.162011, 0.219913
us_000513880,0.162011, 0.219913
us_000511560,0.162011, 0.219913
us_000498428,0.162011, 0.219913
us_000501982,0.162011, 0.219913
us_000502123,0.162011, 0.219913
us_000491941,0.162011, 0.219913
us_000496190,0.162011, 0.219913
us_000502114,0.162011, 0.219913
us_000513865,0.162011, 0.219913
us_000501996,0.162011, 0.219913
us_000500990,0.162011, 0.219913
us_000501997,0.162011, 0.219913
us_000511362,0.162011, 0.219913
us_000501675,0.162011, 0.219913
us_000498885,0.162011, 0.221681
us_000501069,0.162011, 0.221681
us_000559322,0.162011, 0.221681
us_000462955,0.162011, 0.221681
us_000517285,0.162011, 0.221681
us_000518429,0.162011, 0.221681
us_000521179,0.162011, 0.221681
us_000464434,0.162011, 0.221681
us_000587537,0.162011, 0.221681
us_000476426,0.162011, 0.221681
us_000463010,0.162011, 0.221681
us_000485488,0.162011, 0.221681
us_000502051,0.162011, 0.221681
us_000530965,0.162011, 0.221681
us_000497230,0.162011, 0.221681
us_000555800,0.162011, 0.221681
us_000475956,0.162011, 0.221681
pr_001042977,0.162011, 0.223192
us_000503482,0.162011, 0.223457
us_000514750,0.162011, 0.223457
us_000501010,0.162011, 0.223457
us_000508523,0.162011, 0.223457
us_000617497,0.162011, 0.223457
us_000591983,0.162011, 0.223457
us_000521016,0.162011, 0.223457
us_000519172,0.162011, 0.223457
us_000493839,0.162011, 0.223457
pr_000431145,0.162011, 0.223457
us_000616124,0.162011, 0.223457
us_000616044,0.162011, 0.223457
us_000616671,0.162011, 0.223457
us_000592761,0.162011, 0.223457
us_000472591,0.162011, 0.223457
us_000485258,0.162011, 0.223457
us_000509671,0.162011, 0.223457
us_000461046,0.162011, 0.223457
us_000493924,0.162011, 0.223457
us_000519271,0.162011, 0.223457
us_000501008,0.162011, 0.223457
us_000563595,0.162011, 0.223457
us_000502080,0.162011, 0.223457
us_000460287,0.162011, 0.223457
us_000561988,0.162011, 0.223457
us_000579690,0.162011, 0.223457
us_000536567,0.162011, 0.223457
us_000617037,0.162011, 0.223457
us_000616710,0.162011, 0.223457
us_000552828,0.162011, 0.223457
us_000462554,0.162011, 0.223457
us_000511638,0.162011, 0.223457
us_000563227,0.162011, 0.223457
us_000591643,0.162011, 0.223457
us_000509665,0.162011, 0.223457
us_000552754,0.162011, 0.223457
us_000399418,0.162011, 0.225241
us_000582574,0.162011, 0.225241
us_000582603,0.162011, 0.225241
us_000490830,0.162011, 0.225241
us_000550059,0.162011, 0.225241
us_000501031,0.162011, 0.225241
us_000275740,0.162011, 0.225241
us_000462694,0.162011, 0.225241
us_000519881,0.162011, 0.225241
us_000549755,0.162011, 0.225241
us_000550109,0.162011, 0.225241
us_000501075,0.162011, 0.225241
us_000591981,0.162011, 0.225241
us_000596258,0.162011, 0.225241
us_000525982,0.162011, 0.225241
us_000614118,0.162011, 0.225241
us_000466717,0.162011, 0.225241
us_000501765,0.162011, 0.225241
us_000478901,0.162011, 0.225241
us_000615058,0.162011, 0.225241
us_000500435,0.162011, 0.225241
us_000448606,0.162011, 0.225241
us_000462675,0.162011, 0.225241
us_000510743,0.162011, 0.225241
us_000534860,0.162011, 0.225241
us_000534867,0.162011, 0.225241
us_000538870,0.162011, 0.225241
us_000501814,0.162011, 0.225241
us_000514939,0.162011, 0.225241
us_000479363,0.162011, 0.225241
us_000563785,0.162011, 0.225241
us_000591829,0.162011, 0.225241
us_000425054,0.162011, 0.225241
us_000509718,0.162011, 0.225241
us_000534558,0.162011, 0.225241
us_000469576,0.162011, 0.225241
us_000556793,0.162011, 0.225241
us_000566129,0.162011, 0.225241
us_000511963,0.162011, 0.225241
us_000527339,0.162011, 0.225241
us_000528012,0.162011, 0.225241
us_000574816,0.162011, 0.225241
us_000594045,0.162011, 0.225241
us_000582661,0.162011, 0.225241
us_000556837,0.162011, 0.225241
us_000479356,0.162011, 0.225241
us_000461229,0.162011, 0.225241
us_000512068,0.162011, 0.225241
us_000492180,0.162011, 0.225241
us_000459119,0.162011, 0.225241
us_000554590,0.162011, 0.225241
us_000555282,0.162011, 0.225241
us_000523568,0.162011, 0.225241
us_000510375,0.162011, 0.225241
us_000549754,0.162011, 0.225241
us_000486664,0.162011, 0.225241
us_000487163,0.162011, 0.225241
us_000476398,0.162011, 0.225241
us_000471767,0.162011, 0.225241
us_000520502,0.162011, 0.225241
us_000574810,0.162011, 0.225241
us_000541146,0.162011, 0.225241
us_000553048,0.162011, 0.225241
us_000472931,0.162011, 0.225241
us_000582584,0.162011, 0.225241
us_000495801,0.162011, 0.225241
us_000476526,0.162011, 0.225241
us_000527979,0.162011, 0.225241
pr_000512026,0.162011, 0.226767
us_000562768,0.162011, 0.227033
us_000511535,0.162011, 0.227033
us_000616667,0.162011, 0.227033
us_000562774,0.162011, 0.227033
us_000475531,0.162011, 0.227033
us_000575503,0.162011, 0.227033
us_000509461,0.162011, 0.227033
us_000574074,0.162011, 0.227033
us_000501630,0.162011, 0.227033
us_000301505,0.162011, 0.227033
us_000489199,0.162011, 0.227033
us_000497227,0.162011, 0.227033
us_000615318,0.162011, 0.227033
us_000549134,0.162011, 0.227033
us_000569405,0.162011, 0.227033
us_000511488,0.162011, 0.227033
us_000525856,0.162011, 0.227033
us_000530708,0.162011, 0.227033
us_000477368,0.162011, 0.227033
us_000492158,0.162011, 0.227033
us_000462401,0.162011, 0.227033
us_000509432,0.162011, 0.227033
us_000509442,0.162011, 0.227033
us_000500651,0.162011, 0.227033
us_000474528,0.162011, 0.227033
us_000509802,0.162011, 0.227033
us_000534172,0.162011, 0.227033
us_000577759,0.162011, 0.227033
us_000503189,0.162011, 0.227033
us_000510089,0.162011, 0.227033
us_000502532,0.162011, 0.227033
us_000615228,0.162011, 0.227033
us_000509829,0.162011, 0.227033
us_000536740,0.162011, 0.227033
us_000530637,0.162011, 0.227033
us_000574077,0.162011, 0.227033
us_000474808,0.162011, 0.227033
us_000547189,0.162011, 0.227033
us_000600827,0.162011, 0.227033
us_000562770,0.162011, 0.227033
us_000508506,0.162011, 0.227033
us_000600834,0.162011, 0.227033
us_000469154,0.162011, 0.227033
us_000548772,0.162011, 0.227033
us_000527436,0.162011, 0.227033
us_000509504,0.162011, 0.227033
us_000562769,0.162011, 0.227033
us_000511026,0.162011, 0.227033
us_000514733,0.162011, 0.227033
us_000522140,0.162011, 0.227033
us_000500984,0.162011, 0.227033
us_000562755,0.162011, 0.227033
us_000500644,0.162011, 0.227033
us_000599736,0.162011, 0.227033
us_000517420,0.162011, 0.227033
us_000600826,0.162011, 0.227033
us_000521575,0.162011, 0.227033
us_000500947,0.162011, 0.227033
us_000477317,0.162011, 0.227033
us_000566372,0.162011, 0.227033
us_000519278,0.162011, 0.227033
us_000500828,0.162011, 0.227033
us_000500347,0.162011, 0.227033
us_000500986,0.162011, 0.227033
us_000541199,0.162011, 0.227033
us_000491616,0.162011, 0.227033
us_000562775,0.162011, 0.227033
us_000562650,0.162011, 0.227033
us_000500669,0.162011, 0.227033
us_000511519,0.162011, 0.227033
us_000562772,0.162011, 0.227033
us_000502444,0.162011, 0.227033
us_000492166,0.162011, 0.227033
us_000500349,0.162011, 0.227033
us_000593323,0.162011, 0.227033
us_000539891,0.162011, 0.227033
us_000563398,0.162011, 0.227033
us_000492120,0.162011, 0.227033
us_000525677,0.162011, 0.227033
us_000540198,0.162011, 0.227033
us_000593105,0.162011, 0.227033
us_000540401,0.162011, 0.227033
us_000562777,0.162011, 0.227033
us_000476195,0.162011, 0.227033
us_000463132,0.162011, 0.227033
pr_001130122,0.162011, 0.227033
us_000476044,0.162011, 0.227033
us_000472713,0.162011, 0.227033
us_000521523,0.162011, 0.227033
us_000562805,0.162011, 0.227033
us_000562776,0.162011, 0.227033
us_000527438,0.162011, 0.227033
us_000500596,0.162011, 0.227033
us_000552502,0.162011, 0.227033
us_000585725,0.162011, 0.227033
us_000490525,0.162011, 0.227033
us_000563347,0.162011, 0.227591
us_000502414,0.162011, 0.228230
us_000512422,0.162011, 0.228230
us_000476134,0.162011, 0.228780
us_000458889,0.162011, 0.228833
us_000503431,0.162011, 0.228833
us_000598342,0.162011, 0.228833
us_000567848,0.162011, 0.228833
us_000458851,0.162011, 0.228833
us_000579556,0.162011, 0.228833
us_000526032,0.162011, 0.228833
us_000615536,0.162011, 0.228833
us_000612407,0.162011, 0.228833
us_000507460,0.162011, 0.228833
us_000615428,0.162011, 0.228833
us_000512573,0.162011, 0.228833
us_000458912,0.162011, 0.228833
us_000561115,0.162011, 0.228833
us_000512065,0.162011, 0.228833
us_000586703,0.162011, 0.228833
us_000460714,0.162011, 0.228833
us_000612446,0.162011, 0.228833
us_000461626,0.162011, 0.228833
us_000515036,0.162011, 0.228833
us_000595323,0.162011, 0.228833
us_000474651,0.162011, 0.228833
us_000583511,0.162011, 0.228833
us_000459754,0.162011, 0.228833
us_000539807,0.162011, 0.228833
us_000461916,0.162011, 0.228833
us_000476008,0.162011, 0.228833
us_000529300,0.162011, 0.228833
us_000612444,0.162011, 0.228833
us_000617172,0.162011, 0.228833
us_000469806,0.162011, 0.228833
us_000511074,0.162011, 0.228833
us_000510748,0.162011, 0.228833
us_000563512,0.162011, 0.228833
us_000462890,0.162011, 0.228833
us_000475352,0.162011, 0.228833
us_000535035,0.162011, 0.228833
us_000552672,0.162011, 0.228833
us_000596022,0.162011, 0.228833
us_000520050,0.162011, 0.228833
us_000592041,0.162011, 0.228833
us_000460357,0.162011, 0.228833
us_000584917,0.162011, 0.228833
us_000510808,0.162011, 0.228833
us_000574228,0.162011, 0.228833
us_000531718,0.162011, 0.228833
us_000577483,0.162011, 0.228833
us_000541139,0.162011, 0.228833
us_000500912,0.162011, 0.228833
us_000462882,0.162011, 0.228833
us_000497802,0.162011, 0.228833
us_000564851,0.162011, 0.228833
us_000513490,0.162011, 0.228833
us_000549008,0.162011, 0.228833
us_000468612,0.162011, 0.228833
us_000473751,0.162011, 0.228833
us_000461273,0.162011, 0.228833
us_000496976,0.162011, 0.228833
us_000585973,0.162011, 0.228833
us_000526159,0.162011, 0.228833
us_000476374,0.162011, 0.228833
us_000511705,0.162011, 0.228833
us_000523620,0.162011, 0.228833
us_000615673,0.162011, 0.228833
us_000476382,0.162011, 0.228833
us_000527035,0.162011, 0.228833
us_000510785,0.162011, 0.228833
us_000543267,0.162011, 0.228833
us_000510805,0.162011, 0.228833
us_000592042,0.162011, 0.228833
us_000596246,0.162011, 0.228833
pr_001130469,0.162011, 0.228833
us_000491214,0.162011, 0.228833
us_000458809,0.162011, 0.228833
us_000469332,0.162011, 0.228833
us_000586980,0.162011, 0.228833
us_000502017,0.162011, 0.228833
us_000502015,0.162011, 0.228833
us_000485636,0.162011, 0.228833
us_000584943,0.162011, 0.228833
pr_001126852,0.162011, 0.228833
us_000556606,0.162011, 0.228833
us_000460358,0.162011, 0.228833
us_000459748,0.162011, 0.228833
us_000569466,0.162011, 0.228833
us_000512463,0.162011, 0.228833
us_000512760,0.162011, 0.228833
us_000585961,0.162011, 0.228833
us_000509819,0.162011, 0.228833
us_000476372,0.162011, 0.228833
us_000601100,0.162011, 0.228833
us_000505065,0.162011, 0.228833
us_000614384,0.162011, 0.228833
us_000557740,0.162011, 0.228833
us_000468499,0.162011, 0.228833
us_000612484,0.162011, 0.228833
us_000504549,0.162011, 0.228833
us_000562839,0.162011, 0.228833
us_000554296,0.162011, 0.228833
us_000522320,0.162011, 0.228833
us_000594169,0.162011, 0.228833
us_000581559,0.162011, 0.228833
us_000496971,0.162011, 0.228833
us_000501049,0.162011, 0.228833
us_000460487,0.162011, 0.228833
us_000517437,0.162011, 0.228833
us_000549166,0.162011, 0.228833
us_000569525,0.162011, 0.228833
us_000495724,0.162011, 0.228833
us_000557177,0.162011, 0.228833
us_000527706,0.162011, 0.228833
us_000527790,0.162011, 0.228833
us_000595340,0.162011, 0.228833
us_000478127,0.162011, 0.228833
us_000498363,0.162011, 0.228833
us_000508383,0.162011, 0.228833
us_000612390,0.162011, 0.228833
us_000559979,0.162011, 0.228833
us_000556568,0.162011, 0.228833
us_000476009,0.162011, 0.228833
us_000511381,0.162011, 0.228833
us_000480505,0.162011, 0.228833
us_000559092,0.162011, 0.228833
us_000508097,0.162011, 0.228833
us_000500924,0.162011, 0.228833
us_000502918,0.162011, 0.228833
us_000507541,0.162011, 0.228833
us_000549817,0.162011, 0.228833
us_000595982,0.162011, 0.228833
us_000553385,0.162011, 0.228833
us_000548975,0.162011, 0.228833
us_000594881,0.162011, 0.228833
us_000461697,0.162011, 0.228833
us_000508421,0.162011, 0.228833
us_000476747,0.162011, 0.228833
us_000617225,0.162011, 0.228833
us_000502850,0.162011, 0.228833
us_000516950,0.162011, 0.228833
us_000527036,0.162011, 0.228833
us_000553606,0.162011, 0.228833
us_000525720,0.162011, 0.228833
us_000495713,0.162011, 0.228833
pr_001126750,0.162011, 0.228833
us_000534564,0.162011, 0.228833
us_000549344,0.162011, 0.228833
us_000501028,0.162011, 0.228833
us_000511073,0.162011, 0.228833
us_000490951,0.162011, 0.228833
us_000522307,0.162011, 0.228833
us_000579611,0.162011, 0.228833
us_000508729,0.162011, 0.228833
us_000224505,0.162011, 0.228833
us_000560117,0.162011, 0.228833
us_000526014,0.162011, 0.228833
us_000596449,0.162011, 0.228833
us_000461302,0.162011, 0.228833
us_000507479,0.162011, 0.228833
us_000611881,0.162011, 0.228833
us_000518485,0.162011, 0.228833
us_000500918,0.162011, 0.228833
us_000531447,0.162011, 0.228833
us_000500910,0.162011, 0.228833
us_000547382,0.162011, 0.228833
us_000503262,0.162011, 0.228833
us_000556583,0.162011, 0.228833
us_000488579,0.162011, 0.228833
us_000568781,0.162011, 0.228833
us_000508409,0.162011, 0.228833
us_000461315,0.162011, 0.228833
us_000614737,0.162011, 0.228833
us_000508577,0.162011, 0.228833
us_000526078,0.162011, 0.228833
pr_001142759,0.162011, 0.228833
us_000489494,0.162011, 0.228833
us_000509770,0.162011, 0.228833
us_000560026,0.162011, 0.228833
us_000500908,0.162011, 0.228833
us_000487030,0.162011, 0.228833
us_000578485,0.162011, 0.228833
us_000511538,0.162011, 0.228833
us_000585664,0.162011, 0.228833
us_000570934,0.162011, 0.228833
us_000460926,0.162011, 0.228833
us_000462626,0.162011, 0.228833
us_000508320,0.162011, 0.228833
us_000563282,0.162011, 0.228833
us_000571296,0.162011, 0.228833
us_000562258,0.162011, 0.228833
us_000522751,0.162011, 0.228833
us_000556576,0.162011, 0.228833
us_000614290,0.162011, 0.228833
us_000491819,0.162011, 0.228833
us_000460355,0.162011, 0.228833
us_000558402,0.162011, 0.228833
us_000509643,0.162011, 0.228833
pr_001126415,0.162011, 0.228833
us_000585896,0.162011, 0.228833
us_000593735,0.162011, 0.228833
us_000566492,0.162011, 0.228833
us_000519247,0.162011, 0.228833
us_000596070,0.162011, 0.228833
us_000550000,0.162011, 0.228833
us_000549803,0.162011, 0.228833
us_000600685,0.162011, 0.228833
us_000564392,0.162011, 0.228917
us_000479389,0.162011, 0.229135
us_000458806,0.162011, 0.230030
us_000458779,0.162011, 0.230030
us_000508013,0.162011, 0.230123
pr_000695821,0.162011, 0.230241
us_000511150,0.162011, 0.230265
pr_001075197,0.162011, 0.230640
pr_001126880,0.162011, 0.230640
pr_000842602,0.162011, 0.230640
pr_001129079,0.162011, 0.230640
pr_002028606,0.162011, 0.230640
us_000477119,0.162011, 0.231370
pr_001117884,0.162011, 0.232455
pr_001130808,0.162011, 0.232455
pr_001126092,0.162011, 0.232455
pr_001128483,0.162011, 0.232455
pr_000723893,0.162011, 0.232455
pr_001128931,0.162011, 0.232455
pr_001128747,0.162011, 0.232455
pr_000549531,0.162011, 0.232495
us_000563346,0.162011, 0.232543
us_000479298,0.162011, 0.233116
pr_000971572,0.162011, 0.233439
pr_001130341,0.162011, 0.234278
pr_001124708,0.162011, 0.234278
pr_000853331,0.162011, 0.234278
pr_001127732,0.162011, 0.234278
pr_001129172,0.162011, 0.234278
pr_001126235,0.162011, 0.234278
pr_000553160,0.162011, 0.234278
pr_001130501,0.162011, 0.234278
pr_001128497,0.162011, 0.234278
pr_001129017,0.162011, 0.234278
pr_001127315,0.162011, 0.234278
pr_001126285,0.162011, 0.234278
us_000462071,0.162011, 0.234358
pr_000721298,0.162011, 0.234792
pr_000651163,0.162011, 0.235843
pr_001142476,0.162011, 0.236109
pr_001124680,0.162011, 0.236109
pr_000942218,0.162011, 0.236109
pr_001128139,0.162011, 0.236109
pr_000992561,0.162011, 0.236109
pr_001126441,0.162011, 0.236109
pr_001089755,0.162011, 0.236109
pr_001126575,0.162011, 0.236109
pr_001129397,0.162011, 0.236109
pr_001093090,0.162011, 0.236109
pr_001161916,0.162011, 0.236109
pr_001126863,0.162011, 0.236109
pr_001014266,0.162011, 0.236109
pr_001156910,0.162011, 0.236109
pr_001126289,0.162011, 0.236109
pr_001130185,0.162011, 0.236109
pr_001129144,0.162011, 0.236109
pr_001130573,0.162011, 0.236109
pr_000722697,0.162011, 0.236109
pr_001142861,0.162011, 0.236109
pr_001126666,0.162011, 0.236109
pr_001124656,0.162011, 0.236109
pr_001126434,0.162011, 0.236109
pr_000655702,0.162011, 0.237207
pr_000862635,0.162011, 0.237682
pr_000653015,0.162011, 0.237733
pr_001126733,0.162011, 0.237948
pr_001127012,0.162011, 0.237948
pr_001128316,0.162011, 0.237948
pr_001142365,0.162011, 0.237948
pr_001059350,0.162011, 0.237948
pr_001127663,0.162011, 0.237948
pr_001130707,0.162011, 0.237948
pr_002045310,0.162011, 0.237948
pr_001121410,0.162011, 0.237948
pr_001112274,0.162011, 0.237948
pr_001142557,0.162011, 0.237948
pr_001127488,0.162011, 0.237948
pr_001128488,0.162011, 0.237948
pr_001128290,0.162011, 0.237948
pr_000723873,0.162011, 0.237948
pr_001129360,0.162011, 0.237948
pr_001128910,0.162011, 0.237948
pr_001127280,0.162011, 0.237948
pr_001075215,0.162011, 0.237948
pr_001127355,0.162011, 0.237948
pr_001127974,0.162011, 0.237948
pr_001128543,0.162011, 0.237948
pr_001603816,0.162011, 0.237948
pr_000559003,0.162011, 0.237948
pr_001128760,0.162011, 0.237948
pr_000561038,0.162011, 0.237948
pr_001130793,0.162011, 0.237948
pr_001127401,0.162011, 0.237948
pr_001126078,0.162011, 0.237948
pr_001126264,0.162011, 0.239794
pr_001003844,0.162011, 0.239794
pr_000964432,0.162011, 0.239794
pr_001128279,0.162011, 0.239794
pr_001127272,0.162011, 0.239794
pr_002035760,0.162011, 0.239794
pr_001131200,0.162011, 0.239794
pr_001127837,0.162011, 0.239794
pr_000512899,0.162011, 0.239794
pr_001126678,0.162011, 0.239794
pr_001130053,0.162011, 0.239794
pr_001088187,0.162011, 0.239794
pr_001130292,0.162011, 0.239794
pr_001130477,0.162011, 0.239794
pr_001041924,0.162011, 0.239794
pr_001124546,0.162011, 0.239794
pr_001994390,0.162011, 0.239794
pr_000552662,0.162011, 0.239794
pr_000934649,0.162011, 0.239794
pr_001680029,0.162011, 0.239794
pr_001128610,0.162011, 0.239794
pr_001129359,0.162011, 0.239794
pr_001126584,0.162011, 0.239794
pr_001587686,0.162011, 0.239794
pr_001128533,0.162011, 0.239794
pr_001128943,0.162011, 0.239794
pr_001127806,0.162011, 0.239794
pr_002037546,0.162011, 0.239794
pr_002159529,0.162011, 0.239794
pr_001096878,0.162011, 0.239794
pr_001131119,0.162011, 0.239794
pr_001130829,0.162011, 0.239794
pr_001014159,0.162011, 0.239794
pr_001129378,0.162011, 0.239794
pr_001127155,0.162011, 0.239794
pr_001129269,0.162011, 0.239794
pr_001128685,0.162011, 0.239794
pr_001778867,0.162011, 0.239849
pr_000880418,0.162011, 0.241382
pr_001909544,0.162011, 0.241648
pr_001131372,0.162011, 0.241648
pr_001127494,0.162011, 0.241648
pr_000655353,0.162011, 0.241648
pr_001130582,0.162011, 0.241648
pr_001089859,0.162011, 0.241648
pr_001096729,0.162011, 0.241648
pr_001999744,0.162011, 0.241648
pr_002035779,0.162011, 0.241648
pr_001128144,0.162011, 0.241648
pr_001130259,0.162011, 0.241648
pr_001892523,0.162011, 0.241648
pr_000557616,0.162011, 0.241648
pr_001131455,0.162011, 0.241648
pr_001128602,0.162011, 0.241648
pr_001130415,0.162011, 0.241648
pr_001142262,0.162011, 0.241648
pr_001126848,0.162011, 0.241648
pr_001129812,0.162011, 0.241648
pr_001127347,0.162011, 0.241648
pr_001126430,0.162011, 0.241648
pr_001124591,0.162011, 0.241648
pr_001126946,0.162011, 0.241648
pr_001129946,0.162011, 0.241648
pr_000724294,0.162011, 0.241648
pr_001130229,0.162011, 0.241648
pr_001088324,0.162011, 0.241648
pr_001913022,0.162011, 0.241648
pr_000722928,0.162011, 0.241648
pr_001015825,0.162011, 0.241648
pr_001041730,0.162011, 0.241648
pr_000994348,0.162011, 0.241648
pr_000986992,0.162011, 0.241648
pr_001130473,0.162011, 0.241648
pr_000865516,0.162011, 0.241648
pr_001130486,0.162011, 0.241648
pr_000559844,0.162011, 0.241648
pr_001128772,0.162011, 0.241648
pr_001127995,0.162011, 0.241648
pr_000848312,0.162011, 0.241648
pr_001128750,0.162011, 0.241648
pr_001400506,0.162011, 0.241648
pr_001128102,0.162011, 0.241648
pr_001126676,0.162011, 0.241648
pr_001128398,0.162011, 0.241648
pr_001130401,0.162011, 0.241648
pr_001130908,0.162011, 0.241648
pr_000697067,0.162011, 0.241648
pr_000638662,0.162011, 0.241648
pr_000905189,0.162011, 0.241648
pr_001127842,0.162011, 0.241648
pr_001142127,0.162011, 0.241648
pr_001088116,0.162011, 0.241648
pr_001126909,0.162011, 0.241648
pr_001089836,0.162011, 0.241648
pr_001127349,0.162011, 0.241648
pr_001853593,0.162011, 0.241648
pr_001893497,0.162011, 0.241648
pr_001129403,0.162011, 0.241648
pr_001129193,0.162011, 0.241648
pr_000849502,0.162011, 0.241648
pr_000750929,0.162011, 0.241648
pr_001127139,0.162011, 0.241648
pr_001008264,0.162011, 0.241648
pr_001142395,0.162011, 0.241648
pr_001130794,0.162011, 0.241648
pr_001087398,0.162011, 0.241648
pr_001034843,0.162011, 0.241648
pr_000716979,0.162011, 0.241648
pr_001128092,0.162011, 0.241648
pr_001131291,0.162011, 0.241648
pr_001128881,0.162011, 0.241648
pr_001127923,0.162011, 0.241648
pr_001129212,0.162011, 0.241648
pr_000562179,0.162011, 0.241648
pr_001130522,0.162011, 0.241648
pr_000435857,0.162011, 0.241648
pr_000696046,0.162011, 0.241648
pr_001127341,0.162011, 0.241648
pr_001130393,0.162011, 0.241648
pr_001127971,0.162011, 0.241648
pr_001129387,0.162011, 0.241648
pr_001130082,0.162011, 0.241648
pr_001126251,0.162011, 0.241648
pr_001130798,0.162011, 0.241648
pr_001996553,0.162011, 0.241648
pr_001129233,0.162011, 0.241648
pr_001127369,0.162011, 0.241648
pr_001126654,0.162011, 0.241648
pr_001130656,0.162011, 0.241648
pr_001126074,0.162011, 0.241648
pr_001124627,0.162011, 0.241648
pr_001874693,0.162011, 0.241648
pr_001127682,0.162011, 0.241648
pr_000932209,0.162011, 0.241648
pr_001130096,0.162011, 0.241648
pr_001129406,0.162011, 0.241648
pr_001014560,0.162011, 0.241648
pr_000593615,0.162011, 0.241648
pr_000932216,0.162011, 0.241648
pr_001626373,0.162011, 0.241849
pr_000999931,0.162011, 0.242218
pr_000557868,0.162011, 0.243242
pr_000720047,0.162011, 0.243244
pr_001041457,0.162011, 0.243244
pr_001013499,0.162011, 0.243244
pr_000862860,0.162011, 0.243244
pr_000562301,0.162011, 0.243244
pr_000824295,0.162011, 0.243244
pr_001096770,0.162011, 0.243244
pr_000993104,0.162011, 0.243244
pr_000559232,0.162011, 0.243317
pr_001008894,0.162011, 0.243407
pr_000846806,0.162011, 0.243407
pr_001128052,0.162011, 0.243510
pr_001127101,0.162011, 0.243510
pr_001127444,0.162011, 0.243510
pr_001785008,0.162011, 0.243510
pr_001084812,0.162011, 0.243510
pr_001142421,0.162011, 0.243510
pr_001130531,0.162011, 0.243510
pr_001129405,0.162011, 0.243510
pr_001093671,0.162011, 0.243510
pr_001634350,0.162011, 0.243510
pr_001864607,0.162011, 0.243510
pr_001130361,0.162011, 0.243510
pr_000715152,0.162011, 0.243510
pr_001129091,0.162011, 0.243510
pr_000512858,0.162011, 0.243510
pr_001128535,0.162011, 0.243510
pr_001130937,0.162011, 0.243510
pr_001145747,0.162011, 0.243510
pr_000695948,0.162011, 0.243510
pr_001119104,0.162011, 0.243510
pr_001725257,0.162011, 0.243510
pr_001127122,0.162011, 0.243510
pr_000720364,0.162011, 0.243510
pr_001126108,0.162011, 0.243510
pr_001127976,0.162011, 0.243510
pr_001001359,0.162011, 0.243510
pr_001089367,0.162011, 0.243510
pr_001015833,0.162011, 0.243510
pr_002119872,0.162011, 0.243510
pr_000993470,0.162011, 0.243510
pr_001130307,0.162011, 0.243510
pr_001792731,0.162011, 0.243510
pr_001101646,0.162011, 0.243510
pr_000639635,0.162011, 0.243510
pr_000559211,0.162011, 0.243510
pr_001130272,0.162011, 0.243510
pr_000713037,0.162011, 0.243510
pr_001142788,0.162011, 0.243510
pr_001126740,0.162011, 0.243510
pr_000655298,0.162011, 0.243510
pr_002028174,0.162011, 0.243510
pr_001127784,0.162011, 0.243510
pr_001126445,0.162011, 0.243510
pr_000845283,0.162011, 0.243510
pr_001081282,0.162011, 0.243510
pr_001128930,0.162011, 0.243510
pr_001130659,0.162011, 0.243510
pr_001582796,0.162011, 0.243510
pr_002036529,0.162011, 0.243510
pr_001008717,0.162011, 0.243510
pr_002036851,0.162011, 0.243510
pr_000712750,0.162011, 0.243510
pr_001093754,0.162011, 0.243510
pr_001127102,0.162011, 0.243510
pr_001126379,0.162011, 0.243510
pr_000723480,0.162011, 0.243510
pr_001015504,0.162011, 0.243510
pr_001000431,0.162011, 0.243510
pr_001131064,0.162011, 0.243510
pr_002004723,0.162011, 0.243510
pr_000742047,0.162011, 0.243510
pr_001126124,0.162011, 0.243510
pr_001128133,0.162011, 0.243510
pr_000557589,0.162011, 0.243510
pr_001127442,0.162011, 0.243510
pr_001127818,0.162011, 0.243510
pr_001040325,0.162011, 0.243510
pr_001126433,0.162011, 0.243510
pr_001126959,0.162011, 0.243510
pr_001126237,0.162011, 0.243510
pr_001583529,0.162011, 0.243510
pr_001126323,0.162011, 0.243510
pr_001061450,0.162011, 0.243510
pr_001126756,0.162011, 0.243510
pr_001127078,0.162011, 0.243510
pr_001124560,0.162011, 0.243510
pr_001129928,0.162011, 0.243510
pr_000993108,0.162011, 0.243510
pr_001130574,0.162011, 0.243510
pr_001130917,0.162011, 0.243510
pr_001128229,0.162011, 0.243510
pr_001131452,0.162011, 0.243510
pr_001130843,0.162011, 0.243510
pr_000713116,0.162011, 0.243510
pr_001130591,0.162011, 0.243510
pr_001128177,0.162011, 0.243510
pr_001128169,0.162011, 0.243510
pr_001782579,0.162011, 0.243510
