Product ID : 958 # of JPs covered : 1 : 69 : Class Action, 
OID,Confidence at Map Node,Error at Map Node
pr_000563665,0.467700, 0.000000
pr_000636691,0.467700, 0.000000
pr_000976946,0.467700, 0.000000
pr_000014514,0.467700, 0.000000
pr_001143083,0.467700, 0.000000
pr_000915911,0.467700, 0.000000
pr_000705600,0.467700, 0.000000
pr_001124297,0.467700, 0.000000
pr_000855147,0.467700, 0.000000
pr_001676118,0.467700, 0.000000
pr_000899360,0.467700, 0.000000
pr_000930531,0.467700, 0.000000
pr_000695004,0.467700, 0.000000
pr_000975848,0.467700, 0.000000
pr_000291705,0.467700, 0.000000
pr_001397592,0.467700, 0.000000
pr_000189150,0.467700, 0.000000
pr_000638449,0.467700, 0.000000
pr_001680170,0.467700, 0.000000
pr_000864380,0.467700, 0.000000
pr_001001672,0.467700, 0.000000
pr_000845050,0.467700, 0.000000
pr_000537998,0.467700, 0.000000
pr_000851820,0.467700, 0.000000
pr_000564392,0.467700, 0.000000
pr_000887765,0.467700, 0.000000
pr_001059623,0.467700, 0.000000
pr_001819271,0.467700, 0.000000
pr_000958086,0.467700, 0.000000
pr_001768455,0.467700, 0.000000
pr_001819750,0.467700, 0.000000
pr_001653263,0.467700, 0.000000
pr_001152922,0.467700, 0.000000
pr_000740075,0.467700, 0.000000
pr_000011672,0.467700, 0.000000
pr_000583917,0.467700, 0.000000
pr_000879109,0.467700, 0.000000
pr_000591816,0.467700, 0.000000
pr_001604242,0.467700, 0.000000
pr_001596219,0.467700, 0.000000
pr_001701132,0.467700, 0.000000
pr_000166419,0.467700, 0.000000
pr_000818969,0.467700, 0.000000
pr_000917900,0.467700, 0.000000
pr_000977294,0.467700, 0.000000
pr_000860269,0.467700, 0.000000
pr_001108461,0.467700, 0.000000
pr_000232539,0.467700, 0.000000
pr_000855498,0.467700, 0.000000
pr_000814589,0.467700, 0.000000
pr_001094031,0.467700, 0.000000
pr_000737464,0.467700, 0.000000
pr_001694549,0.467700, 0.000000
pr_001744882,0.467700, 0.000000
pr_000871078,0.467700, 0.000000
pr_000962125,0.467700, 0.000000
pr_001023944,0.467700, 0.000000
pr_000668541,0.467700, 0.000000
pr_001026002,0.467700, 0.000000
pr_001028005,0.467700, 0.000000
pr_001822947,0.467700, 0.000000
pr_000226529,0.467700, 0.000000
pr_000003564,0.467700, 0.000000
pr_000726038,0.467700, 0.000000
pr_000698640,0.467700, 0.000000
pr_000027326,0.467700, 0.000000
pr_000949322,0.467700, 0.000000
pr_001085206,0.467700, 0.000000
pr_000566694,0.467700, 0.000000
pr_000573088,0.467700, 0.000000
pr_000744029,0.467700, 0.000000
pr_000237001,0.467700, 0.000000
pr_001636385,0.467700, 0.000000
pr_000977592,0.467700, 0.000000
pr_001108533,0.467700, 0.000000
pr_000641012,0.467700, 0.000000
pr_000302469,0.467700, 0.000000
pr_001132082,0.467700, 0.000000
pr_001066542,0.467700, 0.000000
pr_000019527,0.467700, 0.000000
pr_001024970,0.467700, 0.000000
pr_000163753,0.467700, 0.000000
pr_000658374,0.467700, 0.000000
pr_000940990,0.467700, 0.000000
pr_001109432,0.467700, 0.000000
pr_001417361,0.467700, 0.000000
pr_000221551,0.467700, 0.000000
pr_001736570,0.467700, 0.000000
pr_001077940,0.467700, 0.000000
pr_000726795,0.467700, 0.000000
pr_001696229,0.467700, 0.000000
pr_000235933,0.467700, 0.000000
pr_000728741,0.467700, 0.000000
pr_000631152,0.467700, 0.000000
pr_000304143,0.467700, 0.000000
pr_000915613,0.467700, 0.000000
pr_001409815,0.467700, 0.000000
pr_000079606,0.467700, 0.000000
pr_001397919,0.467700, 0.000000
pr_000018872,0.467700, 0.000000
pr_001655049,0.467700, 0.000000
pr_001690268,0.467700, 0.000000
pr_000847451,0.467700, 0.000000
pr_000334546,0.467700, 0.000000
pr_001619215,0.467700, 0.000000
pr_000130861,0.467700, 0.000000
pr_000927147,0.467700, 0.000000
pr_000936693,0.467700, 0.000000
pr_000844389,0.467700, 0.000000
pr_001044294,0.467700, 0.000000
pr_001085299,0.467700, 0.000000
pr_000998096,0.467700, 0.000000
pr_000934132,0.467700, 0.000000
pr_000907548,0.467700, 0.000000
pr_000184106,0.467700, 0.000000
pr_001022424,0.467700, 0.000000
pr_001008813,0.467700, 0.000000
pr_000924097,0.467700, 0.000000
pr_000760898,0.467700, 0.000000
pr_001707027,0.467700, 0.000000
pr_001102304,0.467700, 0.000000
pr_000652069,0.467700, 0.000000
pr_000922972,0.467700, 0.000000
pr_000293885,0.467700, 0.000000
pr_001586866,0.467700, 0.000000
pr_001004650,0.467700, 0.000000
pr_001132559,0.467700, 0.000000
pr_000975387,0.467700, 0.000000
pr_000579275,0.467700, 0.000000
pr_001079578,0.467700, 0.000000
pr_000012728,0.467700, 0.000000
pr_000707683,0.467700, 0.000000
pr_000887651,0.467700, 0.000000
pr_000728468,0.467700, 0.000000
pr_000924858,0.467700, 0.000000
pr_000172239,0.467700, 0.000000
pr_000225918,0.467700, 0.000000
pr_001031015,0.467700, 0.000000
pr_001688100,0.467700, 0.000000
pr_000214489,0.467700, 0.000000
pr_001061201,0.467700, 0.000000
pr_001600983,0.467700, 0.000000
pr_000160664,0.467700, 0.000000
pr_000013820,0.467700, 0.000000
pr_000021747,0.467700, 0.000000
pr_000219567,0.467700, 0.000000
pr_000949976,0.467700, 0.000000
pr_001107987,0.467700, 0.000000
pr_000701927,0.467700, 0.000000
pr_001050533,0.467700, 0.000000
pr_001652467,0.467700, 0.000000
pr_000899370,0.467700, 0.000000
pr_000170046,0.467700, 0.000000
pr_000727940,0.467700, 0.000000
pr_000649009,0.467700, 0.000000
pr_001047108,0.467700, 0.000000
pr_000594592,0.467700, 0.000000
pr_000748152,0.467700, 0.000000
pr_000584701,0.467700, 0.000000
pr_000885285,0.467700, 0.000000
pr_001133649,0.467700, 0.000000
pr_002237965,0.467700, 0.000000
pr_001739369,0.467700, 0.000000
pr_000937719,0.467700, 0.000000
pr_000914344,0.467700, 0.000000
pr_000956834,0.467700, 0.000000
pr_000957891,0.467700, 0.000000
pr_000756326,0.467700, 0.000000
pr_001589051,0.467700, 0.000000
pr_001692576,0.467700, 0.000000
pr_000569519,0.467700, 0.000000
pr_001047640,0.467700, 0.000000
pr_000705290,0.467700, 0.000000
pr_000332453,0.467700, 0.000000
pr_001697710,0.467700, 0.000000
pr_000999070,0.467700, 0.000000
pr_001769761,0.467700, 0.000000
pr_000972000,0.467700, 0.000000
pr_001085589,0.467700, 0.000000
pr_000758795,0.467700, 0.000000
pr_000019617,0.467700, 0.000000
pr_000953385,0.467700, 0.000000
pr_001675242,0.467700, 0.000000
pr_000229113,0.467700, 0.000000
pr_001769776,0.467700, 0.000000
pr_000106056,0.467700, 0.000000
pr_001649403,0.467700, 0.000000
pr_000163349,0.467700, 0.000000
pr_000959525,0.467700, 0.000000
pr_000711915,0.467700, 0.000000
pr_001819205,0.467700, 0.000000
pr_000964023,0.467700, 0.000000
pr_000771255,0.467700, 0.000000
pr_001388583,0.467700, 0.000000
pr_000701037,0.467700, 0.000000
pr_000883877,0.467700, 0.000000
pr_000767311,0.467700, 0.000000
pr_001121130,0.467700, 0.000000
pr_001646754,0.467700, 0.000000
pr_000200547,0.467700, 0.000000
pr_000644325,0.467700, 0.000000
pr_000161239,0.467700, 0.000000
pr_000629299,0.467700, 0.000000
pr_000528339,0.467700, 0.000000
pr_001063036,0.467700, 0.000000
pr_000705125,0.467700, 0.000000
pr_000954109,0.467700, 0.000000
pr_001035387,0.467700, 0.000000
pr_001109039,0.467700, 0.000000
pr_001098194,0.467700, 0.000000
pr_001979158,0.467700, 0.000000
pr_001646121,0.467700, 0.000000
pr_001687423,0.467700, 0.000000
pr_000227273,0.467700, 0.000000
pr_000644242,0.467700, 0.000000
pr_001819626,0.467700, 0.000000
pr_000564268,0.467700, 0.000000
pr_001829875,0.467700, 0.000000
pr_000942481,0.467700, 0.000000
pr_000668539,0.467700, 0.000000
pr_000843218,0.467700, 0.000000
pr_001038642,0.467700, 0.000000
pr_001078295,0.467700, 0.000000
pr_000836865,0.467700, 0.000000
pr_000238285,0.467700, 0.000000
pr_001002886,0.467700, 0.000000
pr_000176452,0.467700, 0.000000
pr_001078357,0.467700, 0.000000
pr_000177529,0.467700, 0.000000
pr_001705343,0.467700, 0.000000
pr_000986032,0.467700, 0.000000
pr_001694616,0.467700, 0.000000
pr_000718410,0.467700, 0.000000
pr_000332808,0.467700, 0.000000
pr_001133216,0.467700, 0.000000
pr_001588526,0.467700, 0.000000
pr_001024847,0.467700, 0.000000
pr_001403381,0.467700, 0.000000
pr_001102317,0.467700, 0.000000
pr_001060223,0.467700, 0.000000
pr_001632281,0.467700, 0.000000
pr_000760338,0.467700, 0.000000
pr_000326833,0.467700, 0.000000
pr_000767183,0.467700, 0.000000
pr_000217072,0.467700, 0.000000
pr_000914505,0.467700, 0.000000
pr_000298629,0.467700, 0.000000
pr_000194887,0.467700, 0.000000
pr_000967206,0.467700, 0.000000
pr_000004308,0.467700, 0.000000
pr_001581200,0.467700, 0.000000
pr_001081011,0.467700, 0.000000
pr_001115287,0.467700, 0.000000
pr_001121068,0.467700, 0.000000
pr_001091516,0.467700, 0.000000
pr_001651455,0.467700, 0.000000
pr_000754394,0.467700, 0.000000
pr_000003566,0.467700, 0.000000
pr_000757320,0.467700, 0.000000
pr_001005448,0.467700, 0.000000
pr_001401663,0.467700, 0.000000
pr_000819251,0.467700, 0.000000
pr_000904162,0.467700, 0.000000
pr_001123759,0.467700, 0.000000
pr_001656611,0.467700, 0.000000
pr_001706826,0.467700, 0.000000
pr_001078102,0.467700, 0.000000
pr_001036864,0.467700, 0.000000
pr_001122345,0.467700, 0.000000
pr_000712273,0.467700, 0.000000
pr_001643290,0.467700, 0.000000
pr_000698107,0.467700, 0.000000
pr_000915928,0.467700, 0.000000
pr_001085481,0.467700, 0.000000
pr_001102520,0.467700, 0.000000
pr_000755664,0.467700, 0.000000
pr_001163543,0.467700, 0.000000
pr_000488997,0.467700, 0.000000
pr_000232526,0.467700, 0.000000
pr_001037030,0.467700, 0.000000
pr_000022713,0.467700, 0.000000
pr_000766673,0.467700, 0.000000
pr_001111676,0.467700, 0.000000
pr_001112932,0.467700, 0.000000
pr_000200294,0.467700, 0.000000
pr_001075752,0.467700, 0.000000
pr_001091710,0.467700, 0.000000
pr_000659491,0.467700, 0.000000
pr_000013546,0.467700, 0.000000
pr_000837529,0.467700, 0.000000
pr_000976647,0.467700, 0.000000
pr_001606651,0.467700, 0.000000
pr_002178663,0.467700, 0.000000
pr_001015178,0.467700, 0.000000
pr_000747313,0.467700, 0.000000
pr_000227827,0.467700, 0.000000
pr_000568714,0.467700, 0.000000
pr_000022245,0.467700, 0.000000
pr_001012475,0.467700, 0.000000
pr_001585555,0.467700, 0.000000
pr_000999039,0.467700, 0.000000
pr_001647330,0.467700, 0.000000
pr_001822293,0.467700, 0.000000
pr_000828882,0.467700, 0.000000
pr_001167482,0.467700, 0.000000
pr_000921788,0.467700, 0.000000
pr_000166810,0.467700, 0.000000
pr_000693875,0.467700, 0.000000
pr_000732925,0.467700, 0.000000
pr_000913741,0.467700, 0.000000
pr_000851249,0.467700, 0.000000
pr_000738901,0.467700, 0.000000
pr_001392756,0.467700, 0.000000
pr_001601809,0.467700, 0.000000
pr_001826969,0.467700, 0.000000
pr_000961200,0.467700, 0.000000
pr_000650348,0.467700, 0.000000
pr_000912912,0.467700, 0.000000
pr_000693112,0.467700, 0.000000
pr_000989828,0.467700, 0.000000
pr_000702616,0.467700, 0.000000
pr_001016852,0.467700, 0.000000
pr_001919732,0.467700, 0.000000
pr_000336928,0.467700, 0.000000
pr_000587942,0.467700, 0.000000
pr_001050964,0.467700, 0.000000
pr_001616981,0.467700, 0.000000
pr_000973657,0.467700, 0.000000
pr_001815061,0.467700, 0.000000
pr_000822870,0.467700, 0.000000
pr_000693890,0.467700, 0.000000
pr_000347439,0.467700, 0.000000
pr_001410792,0.467700, 0.000000
pr_001079682,0.467700, 0.000000
pr_001650776,0.467700, 0.000000
pr_000970390,0.467700, 0.000000
pr_000812075,0.467700, 0.000000
pr_001022507,0.467700, 0.000000
pr_000012035,0.467700, 0.000000
pr_002054668,0.467700, 0.000000
pr_000755993,0.467700, 0.000000
pr_000691365,0.467700, 0.000000
pr_000170302,0.467700, 0.000000
pr_000700115,0.467700, 0.000000
pr_000649840,0.467700, 0.000000
pr_001820595,0.467700, 0.000000
pr_000014590,0.467700, 0.000000
pr_000764933,0.467700, 0.000000
pr_000734515,0.467700, 0.000000
pr_000854528,0.467700, 0.000000
pr_001065020,0.467700, 0.000000
pr_000707050,0.467700, 0.000000
pr_000888910,0.467700, 0.000000
pr_001820598,0.467700, 0.000000
pr_001688096,0.467700, 0.000000
pr_001167408,0.467700, 0.000000
pr_000595506,0.467700, 0.000000
pr_001108754,0.467700, 0.000000
pr_001067661,0.467700, 0.000000
pr_001769977,0.467700, 0.000000
pr_000979946,0.467700, 0.000000
pr_000573920,0.467700, 0.000000
pr_000915188,0.467700, 0.000000
pr_000832948,0.467700, 0.000000
pr_000498841,0.467700, 0.000000
pr_000790601,0.467700, 0.000000
pr_000815044,0.467700, 0.000000
pr_001036868,0.467700, 0.000000
pr_001816213,0.467700, 0.000000
pr_000918282,0.467700, 0.000000
pr_001085558,0.467700, 0.000000
pr_000968002,0.467700, 0.000000
pr_001110361,0.467700, 0.000000
pr_000335284,0.467700, 0.000000
pr_001688122,0.467700, 0.000000
pr_000098862,0.467700, 0.000000
pr_001009120,0.467700, 0.000000
pr_001037851,0.467700, 0.000000
pr_000999739,0.467700, 0.000000
pr_001115142,0.467700, 0.000000
pr_000568088,0.467700, 0.000000
pr_001056984,0.467700, 0.000000
pr_000702392,0.467700, 0.000000
pr_000886790,0.467700, 0.000000
pr_000994731,0.467700, 0.000000
pr_000023183,0.467700, 0.000000
pr_000669988,0.467700, 0.000000
pr_000167125,0.467700, 0.000000
pr_000582181,0.467700, 0.000000
pr_001704409,0.467700, 0.000000
pr_000997728,0.467700, 0.000000
pr_000861772,0.467700, 0.000000
pr_000095063,0.467700, 0.000000
pr_001623992,0.467700, 0.000000
pr_001160951,0.467700, 0.000000
pr_001814840,0.467700, 0.000000
pr_000210663,0.467700, 0.000000
pr_000003343,0.467700, 0.000000
pr_000845115,0.467700, 0.000000
pr_001078088,0.467700, 0.000000
pr_000914246,0.467700, 0.000000
pr_001389720,0.467700, 0.000000
pr_000333188,0.467700, 0.000000
pr_001831272,0.467700, 0.000000
pr_001133048,0.467700, 0.000000
pr_001899446,0.467700, 0.000000
pr_000002721,0.467700, 0.000000
pr_001081004,0.467700, 0.000000
pr_000814022,0.467700, 0.000000
pr_000191162,0.467700, 0.000000
pr_000705189,0.467700, 0.000000
pr_001389232,0.467700, 0.000000
pr_000653031,0.467700, 0.000000
pr_000594899,0.467700, 0.000000
pr_000939214,0.467700, 0.000000
pr_001085490,0.467700, 0.000000
pr_000698515,0.467700, 0.000000
pr_001155812,0.467700, 0.000000
pr_000658847,0.467700, 0.000000
pr_000207843,0.467700, 0.000000
pr_000024440,0.467700, 0.000000
pr_000954578,0.467700, 0.000000
pr_000904197,0.467700, 0.000000
pr_000914369,0.467700, 0.000000
pr_000860348,0.467700, 0.000000
pr_000129777,0.467700, 0.000000
pr_000004277,0.467700, 0.000000
pr_000759027,0.467700, 0.000000
pr_001115104,0.467700, 0.000000
pr_001114314,0.467700, 0.000000
pr_000984453,0.467700, 0.000000
pr_001739094,0.467700, 0.000000
pr_001602721,0.467700, 0.000000
pr_000489088,0.467700, 0.000000
pr_001675294,0.467700, 0.000000
pr_000766923,0.467700, 0.000000
pr_001162836,0.467700, 0.000000
pr_000658750,0.467700, 0.000000
pr_000107444,0.467700, 0.000000
pr_000124061,0.467700, 0.000000
pr_000509381,0.467700, 0.000000
pr_000705891,0.467700, 0.000000
pr_001150438,0.467700, 0.000000
pr_000710701,0.467700, 0.000000
pr_001604286,0.467700, 0.000000
pr_001007835,0.467700, 0.000000
pr_000214528,0.467700, 0.000000
pr_000593825,0.467700, 0.000000
pr_001084292,0.467700, 0.000000
pr_000300417,0.467700, 0.000000
pr_000966771,0.467700, 0.000000
pr_001602419,0.467700, 0.000000
pr_000935504,0.467700, 0.000000
pr_000845260,0.467700, 0.000000
pr_001652406,0.467700, 0.000000
pr_000754766,0.467700, 0.000000
pr_001000165,0.467700, 0.000000
pr_000760350,0.467700, 0.000000
pr_001092173,0.467700, 0.000000
pr_000851984,0.467700, 0.000000
pr_001630706,0.467700, 0.000000
pr_001594544,0.467700, 0.000000
pr_000743131,0.467700, 0.000000
pr_000634830,0.467700, 0.000000
pr_001032565,0.467700, 0.000000
pr_000656293,0.467700, 0.000000
pr_000312186,0.467700, 0.000000
pr_000978851,0.467700, 0.000000
pr_001630641,0.467700, 0.000000
pr_000178666,0.467700, 0.000000
pr_001609760,0.467700, 0.000000
pr_000856200,0.467700, 0.000000
pr_000946457,0.467700, 0.000000
pr_001700364,0.467700, 0.000000
pr_000320838,0.467700, 0.000000
pr_000899330,0.467700, 0.000000
pr_001599410,0.467700, 0.000000
pr_000986002,0.467700, 0.000000
pr_000923647,0.467700, 0.000000
pr_000281806,0.467700, 0.000000
pr_001706990,0.467700, 0.000000
pr_001697261,0.467700, 0.000000
pr_001598907,0.467700, 0.000000
pr_000489297,0.467700, 0.000000
pr_001387675,0.467700, 0.000000
pr_001631383,0.467700, 0.000000
pr_000902673,0.467700, 0.000000
pr_001029781,0.467700, 0.000000
pr_000966595,0.467700, 0.000000
pr_000846142,0.467700, 0.000000
pr_000583560,0.467700, 0.000000
pr_001030760,0.467700, 0.000000
pr_000756519,0.467700, 0.000000
pr_000859860,0.467700, 0.000000
pr_000929781,0.467700, 0.000000
pr_000129082,0.467700, 0.000000
pr_000161526,0.467700, 0.000000
pr_000583929,0.467700, 0.000000
pr_000645313,0.467700, 0.000000
pr_000237444,0.467700, 0.000000
pr_000597553,0.467700, 0.000000
pr_001111795,0.467700, 0.000000
pr_001068657,0.467700, 0.000000
pr_001706982,0.467700, 0.000000
pr_000629027,0.467700, 0.000000
pr_001416233,0.467700, 0.000000
pr_001598662,0.467700, 0.000000
pr_001674030,0.467700, 0.000000
pr_000200510,0.467700, 0.000000
pr_000011693,0.467700, 0.000000
pr_000627006,0.467700, 0.000000
pr_000966420,0.467700, 0.000000
pr_000315795,0.467700, 0.000000
pr_001697285,0.467700, 0.000000
pr_000929916,0.467700, 0.000000
pr_001698356,0.467700, 0.000000
pr_000594723,0.467700, 0.000000
pr_000923642,0.467700, 0.000000
pr_000887994,0.467700, 0.000000
pr_001118514,0.467700, 0.000000
pr_001025133,0.467700, 0.000000
pr_001132176,0.467700, 0.000000
pr_000569053,0.467700, 0.000000
pr_000127813,0.467700, 0.000000
pr_000653179,0.467700, 0.000000
pr_000748789,0.467700, 0.000000
pr_001077198,0.467700, 0.000000
pr_000656247,0.467700, 0.000000
pr_001693819,0.467700, 0.000000
pr_000902655,0.467700, 0.000000
pr_001813385,0.467700, 0.000000
pr_000978838,0.467700, 0.000000
pr_000962369,0.467700, 0.000000
pr_000176762,0.467700, 0.000000
pr_000748847,0.467700, 0.000000
pr_000985021,0.467700, 0.000000
pr_001005950,0.467700, 0.000000
pr_001057059,0.467700, 0.000000
pr_001698781,0.467700, 0.000000
pr_000598349,0.467700, 0.000000
pr_000591043,0.467700, 0.000000
pr_000805523,0.467700, 0.000000
pr_000692555,0.467700, 0.000000
pr_000913266,0.467700, 0.000000
pr_000767275,0.467700, 0.000000
pr_001013475,0.467700, 0.000000
pr_002185728,0.467700, 0.000000
pr_000580927,0.467700, 0.000000
pr_001057011,0.467700, 0.000000
pr_000324641,0.467700, 0.000000
pr_001009905,0.467700, 0.000000
pr_001646704,0.467700, 0.000000
pr_001038501,0.467700, 0.000000
pr_001011469,0.467700, 0.000000
pr_001023359,0.467700, 0.000000
pr_000175199,0.467700, 0.000000
pr_001702689,0.467700, 0.000000
pr_000737500,0.467700, 0.000000
pr_000176985,0.467700, 0.000000
pr_000771811,0.467700, 0.000000
pr_000649926,0.467700, 0.000000
pr_001691179,0.467700, 0.000000
pr_001639952,0.467700, 0.000000
pr_001048640,0.467700, 0.000000
pr_000975657,0.467700, 0.000000
pr_001676553,0.467700, 0.000000
pr_000812313,0.467700, 0.000000
pr_000490688,0.467700, 0.000000
pr_001167464,0.467700, 0.000000
pr_000199386,0.467700, 0.000000
pr_000596288,0.467700, 0.000000
pr_000734590,0.467700, 0.000000
pr_000732906,0.467700, 0.000000
pr_002058163,0.467700, 0.000000
pr_000858040,0.467700, 0.000001
pr_000003923,0.467700, 0.000001
pr_001118509,0.467700, 0.000001
pr_001404829,0.467700, 0.000001
pr_001399912,0.467700, 0.000001
pr_001068839,0.467700, 0.000001
pr_000554341,0.467700, 0.000001
pr_001704856,0.467700, 0.000001
pr_001044666,0.467700, 0.000001
pr_000186253,0.467700, 0.000001
pr_000990118,0.467700, 0.000001
pr_000562864,0.467700, 0.000001
pr_001583754,0.467700, 0.000001
pr_000815260,0.467700, 0.000001
pr_001700313,0.467700, 0.000001
pr_001031853,0.467700, 0.000001
pr_001078152,0.467700, 0.000001
pr_000712508,0.467700, 0.000001
pr_000832306,0.467700, 0.000001
pr_001417301,0.467700, 0.000001
pr_000645331,0.467700, 0.000001
pr_001131936,0.467700, 0.000001
pr_000691805,0.467700, 0.000001
pr_000837841,0.467700, 0.000002
pr_001728304,0.467700, 0.000002
pr_001056797,0.467700, 0.000002
pr_000991286,0.467700, 0.000002
pr_000953689,0.467700, 0.000002
pr_001651472,0.467700, 0.000002
pr_001141132,0.467700, 0.000002
pr_000858225,0.467700, 0.000002
pr_001406818,0.467700, 0.000002
pr_000163381,0.467700, 0.000002
pr_000165057,0.467700, 0.000004
pr_000883185,0.467700, 0.000004
pr_000730975,0.467700, 0.000004
pr_000707921,0.467700, 0.000004
pr_001160771,0.467700, 0.000004
pr_000593187,0.467700, 0.000004
pr_000920873,0.467700, 0.000004
pr_001055509,0.467700, 0.000004
pr_000335339,0.467700, 0.000004
pr_001638738,0.467700, 0.000004
pr_000333587,0.467700, 0.000005
pr_000632242,0.467700, 0.000005
pr_001700281,0.467700, 0.000006
pr_000906227,0.467700, 0.000006
pr_001167377,0.467700, 0.000006
pr_001649577,0.467700, 0.000006
pr_001165456,0.467700, 0.000006
pr_001166707,0.467700, 0.000007
pr_000930587,0.467700, 0.000009
pr_000296288,0.467700, 0.000012
pr_000879392,0.467700, 0.000012
pr_000175215,0.467700, 0.000012
pr_000162001,0.467700, 0.000012
pr_000220223,0.467700, 0.000012
pr_001025179,0.467700, 0.000012
pr_001021575,0.467700, 0.000012
pr_000891509,0.467700, 0.000012
pr_000193557,0.467700, 0.000012
pr_000943090,0.467700, 0.000012
pr_000169989,0.467700, 0.000012
pr_000167263,0.467700, 0.000012
pr_000226598,0.467700, 0.000012
pr_000961476,0.467700, 0.000012
pr_000758058,0.467700, 0.000012
pr_000852199,0.467700, 0.000012
pr_001015123,0.467700, 0.000012
pr_000597234,0.467700, 0.000012
pr_000167989,0.467700, 0.000012
pr_000627972,0.467700, 0.000012
pr_000978390,0.467700, 0.000012
pr_000958620,0.467700, 0.000012
pr_000213448,0.467700, 0.000012
pr_000218403,0.467700, 0.000012
pr_000882034,0.467700, 0.000012
pr_000190808,0.467700, 0.000012
pr_000217323,0.467700, 0.000012
pr_000722343,0.467700, 0.000012
pr_000332522,0.467700, 0.000012
pr_001598157,0.467700, 0.000012
pr_000545777,0.467700, 0.000013
pr_000745226,0.467700, 0.000014
pr_000932902,0.467700, 0.000014
pr_000964186,0.467700, 0.000014
pr_001020222,0.467700, 0.000014
pr_001019628,0.467700, 0.000014
pr_000966723,0.467700, 0.000014
pr_001018746,0.467700, 0.000014
pr_000884874,0.467700, 0.000014
pr_000924750,0.467700, 0.000014
pr_001098531,0.467700, 0.000014
pr_000758183,0.467700, 0.000015
pr_001653767,0.467700, 0.000015
pr_000942682,0.467700, 0.000015
pr_000889171,0.467700, 0.000022
pr_000756035,0.467700, 0.000022
pr_000760129,0.467700, 0.000022
pr_001155017,0.467700, 0.000026
pr_001649481,0.467700, 0.000035
pr_000990134,0.467700, 0.000035
pr_000885302,0.467700, 0.000035
pr_000952566,0.467700, 0.000035
pr_001037760,0.467700, 0.000036
pr_001022828,0.467700, 0.000038
pr_000020856,0.467700, 0.000043
pr_001017672,0.467700, 0.000048
pr_001627880,0.467700, 0.000050
pr_001691536,0.467700, 0.000050
pr_001398320,0.467700, 0.000053
pr_000638287,0.467700, 0.000059
pr_001704437,0.467700, 0.000059
pr_000023043,0.467700, 0.000062
pr_001388381,0.467700, 0.000064
pr_000748526,0.467700, 0.000064
pr_001118026,0.467700, 0.000065
pr_000602993,0.467700, 0.000066
pr_000217000,0.467700, 0.000077
pr_000026309,0.467700, 0.000080
pr_001018697,0.467700, 0.000096
pr_001058403,0.467700, 0.000098
pr_000335130,0.467700, 0.000102
pr_001743921,0.467700, 0.000108
pr_000165889,0.467700, 0.000116
pr_000700821,0.467700, 0.000117
pr_001824817,0.467700, 0.000119
pr_000927086,0.467700, 0.000178
pr_000113678,0.467700, 0.000198
pr_000879467,0.467700, 0.000213
pr_000965910,0.467700, 0.000226
pr_000543969,0.467700, 0.000255
us_000507015,0.467700, 0.000288
pr_000902165,0.467700, 0.000305
pr_000305843,0.467700, 0.000498
pr_001412258,0.467700, 0.000501
us_000592707,0.467700, 0.000828
us_000575082,0.467700, 0.000868
pr_000835223,0.467700, 0.001126
us_000478028,0.467700, 0.003346
pr_001409651,0.467700, 0.003778
pr_001115398,0.467700, 0.004028
us_000592334,0.467700, 0.004965
us_000543414,0.467700, 0.006130
us_000511664,0.467700, 0.008315
us_000543820,0.455061, 0.000222
us_000565593,0.455061, 0.000474
us_000546761,0.455061, 0.000646
us_000555360,0.455061, 0.000657
us_000510854,0.455061, 0.293584
us_000509381,0.455061, 0.331646
us_000498849,0.455061, 0.339720
us_000509835,0.455061, 0.346717
us_000540533,0.455061, 0.462750
us_000510242,0.455061, 0.462750
us_000473211,0.455061, 0.462750
us_000475128,0.455061, 0.550370
us_000513517,0.455061, 0.573731
us_000067965,0.455061, 0.581093
us_000570686,0.455061, 0.593455
us_000558424,0.455061, 0.616913
us_000562870,0.455061, 0.621915
us_000571096,0.455061, 0.627469
us_000570979,0.455061, 0.627469
us_000571117,0.455061, 0.627469
us_000578137,0.455061, 0.627469
us_000477655,0.455061, 0.627469
us_000541705,0.455061, 0.639220
us_000564099,0.455061, 0.651212
us_000509908,0.455061, 0.662673
us_000498545,0.455061, 0.662673
us_000497548,0.455061, 0.662673
us_000498851,0.455061, 0.662673
us_000474140,0.455061, 0.662673
us_000509906,0.455061, 0.662673
us_000475899,0.455061, 0.686987
us_000475102,0.455061, 0.700148
us_000530960,0.455061, 0.842362
us_000542498,0.455061, 0.873093
us_000571023,0.455061, 0.891440
us_000571483,0.455061, 0.892825
us_000570535,0.455061, 0.893512
us_000570551,0.455061, 0.893512
us_000571086,0.455061, 0.893512
us_000287880,0.455061, 0.901644
us_000605729,0.455061, 0.902659
us_000345677,0.455061, 0.904286
us_000508559,0.455061, 0.908348
us_000509124,0.455061, 0.908348
us_000578389,0.455061, 0.911907
us_000570363,0.455061, 0.913012
us_000577427,0.455061, 0.914120
us_000571085,0.455061, 0.915232
us_000571088,0.455061, 0.915232
us_000578270,0.455061, 0.915232
us_000578268,0.455061, 0.915232
us_000571091,0.455061, 0.915232
us_000571087,0.455061, 0.915232
us_000578245,0.455061, 0.915232
us_000578273,0.455061, 0.915232
us_000570644,0.455061, 0.915232
us_000571130,0.455061, 0.915232
us_000571133,0.455061, 0.915232
us_000578272,0.455061, 0.915232
