Product ID : 911 # of JPs covered : 1 : 198 : Corporate Finance, 
OID,Confidence at Map Node,Error at Map Node
us_000593802,0.062506, 0.161490
us_000478449,0.062506, 0.162229
us_000511451,0.062506, 0.162773
us_000593472,0.062506, 0.164583
us_000462003,0.062506, 0.165188
us_000479963,0.062506, 0.165485
us_000475739,0.062506, 0.166320
us_000552765,0.062506, 0.166488
us_000607578,0.062506, 0.169125
us_000541392,0.062506, 0.169537
us_000192279,0.062506, 0.170141
us_000482976,0.062506, 0.170629
us_000582119,0.062506, 0.171131
us_000290592,0.062506, 0.172629
us_000462342,0.062506, 0.173440
us_000480422,0.062506, 0.173778
us_000595267,0.062506, 0.173930
us_000487315,0.062506, 0.174306
us_000464079,0.062506, 0.174612
us_000502551,0.062506, 0.176978
us_000281197,0.062506, 0.177453
us_000511880,0.062506, 0.179115
us_000385861,0.062506, 0.179658
us_000496759,0.062506, 0.182081
us_000479840,0.062506, 0.184263
us_000517074,0.062506, 0.186705
us_000459000,0.062506, 0.187686
us_000551103,0.062506, 0.195104
us_000507778,0.062506, 0.197092
us_000500747,0.062506, 0.198823
us_000496845,0.062506, 0.199908
us_000485828,0.062506, 0.200570
us_000564767,0.062506, 0.201085
us_000575568,0.062506, 0.202160
us_000499628,0.062506, 0.206095
us_000336615,0.062506, 0.206800
us_000554211,0.062506, 0.209384
us_000132870,0.062506, 0.211377
us_000481342,0.062506, 0.213736
us_000568122,0.062506, 0.216482
us_000554586,0.062506, 0.217012
us_000586907,0.062506, 0.217080
us_000599041,0.062506, 0.219859
us_000477188,0.062506, 0.220921
us_000593149,0.062506, 0.222825
us_000132792,0.062506, 0.223350
us_000482267,0.062506, 0.229444
us_000579742,0.062506, 0.229769
us_000512667,0.062506, 0.231554
us_000615834,0.062506, 0.242578
us_000470736,0.062506, 0.251203
us_000489201,0.062506, 0.254194
us_000485055,0.062506, 0.257962
us_000538290,0.062506, 0.259758
us_000521684,0.062506, 0.261043
us_000467755,0.062506, 0.265893
us_000578474,0.062506, 0.270657
us_000531929,0.062506, 0.285783
us_000565005,0.062506, 0.288779
us_000466158,0.062506, 0.289816
us_000267661,0.062506, 0.293763
us_000536852,0.062506, 0.303131
us_000531799,0.062506, 0.312717
us_000477770,0.062506, 0.318908
us_000548976,0.062506, 0.319575
us_000536297,0.062506, 0.331380
us_000573483,0.062506, 0.331617
us_000480461,0.062506, 0.334077
us_000485003,0.062506, 0.337796
us_000492577,0.062506, 0.376310
us_000477259,0.062506, 0.381421
us_000549269,0.062506, 0.386870
us_000423056,0.062506, 0.402408
us_000481855,0.062506, 0.413327
us_000513461,0.062506, 0.430447
us_000553165,0.062506, 0.436662
us_000528434,0.062506, 0.452151
us_000470011,0.062506, 0.496542
us_000557098,0.062506, 0.518617
us_000537410,0.062506, 0.519463
us_000251938,0.062506, 0.524367
us_000470012,0.062506, 0.526744
us_000571742,0.062506, 0.559605
us_000507233,0.062506, 0.602433
us_000504655,0.062506, 0.695580
us_000482294,0.062506, 0.781849
us_000513985,0.062506, 0.867733
us_000557427,0.062506, 1.034820
us_000588374,0.062506, 1.139686
us_000573195,0.062506, 1.159909
us_000537030,0.062506, 1.289241
us_000513182,0.062506, 1.305974
us_000523069,0.062506, 1.411395
us_000522121,0.062506, 1.424882
us_000503595,0.062506, 1.428034
us_000537399,0.062506, 2.420270
pr_001081868,0.061899, 0.000000
us_000524844,0.061899, 0.000000
us_000187548,0.061899, 0.000000
us_000116201,0.061899, 0.000000
us_000562704,0.061899, 0.000000
us_000468148,0.061899, 0.000017
pr_002095268,0.061899, 0.000025
pr_001823224,0.061899, 0.000031
pr_000889971,0.061899, 0.000076
pr_000884335,0.061899, 0.000115
pr_000814232,0.061899, 0.000157
pr_000805843,0.061899, 0.000187
pr_000770983,0.061899, 0.000258
pr_000983884,0.061899, 0.000270
pr_001681920,0.061899, 0.000277
pr_000726426,0.061899, 0.000319
pr_001664728,0.061899, 0.000328
pr_000260630,0.061899, 0.000359
us_000591903,0.061899, 0.000670
us_000563180,0.061899, 0.000694
us_000569836,0.061899, 0.000716
pr_001093178,0.061899, 0.000777
us_000476528,0.061899, 0.001135
us_000595305,0.061899, 0.001135
us_000579640,0.061899, 0.001135
pr_000633078,0.061899, 0.002347
us_000477437,0.061899, 0.004063
us_000460762,0.061899, 0.007619
us_000494305,0.061899, 0.008631
us_000181778,0.061899, 0.008897
us_000478966,0.061899, 0.011686
us_000584559,0.061899, 0.012204
us_000587855,0.061899, 0.016007
us_000106035,0.061899, 0.096808
us_000480173,0.061899, 0.115460
us_000571881,0.061899, 0.155466
us_000537681,0.061899, 0.183126
us_000572304,0.061899, 0.272874
us_000532708,0.061899, 0.320339
us_000584752,0.061899, 1.202243
us_000589426,0.061899, 1.237603
us_000453151,0.061899, 1.305815
us_000515838,0.061899, 1.306397
us_000528051,0.061899, 1.311402
us_000484346,0.061899, 1.336048
us_000525931,0.061899, 1.383639
us_000565288,0.061899, 1.431514
us_000477035,0.061899, 1.449885
us_000476419,0.061899, 1.458725
us_000570255,0.061899, 1.469718
us_000488227,0.061899, 1.472339
us_000476926,0.061899, 1.472358
us_000587632,0.061899, 1.490837
us_000527826,0.061899, 1.495191
us_000438134,0.061899, 1.497668
us_000512863,0.061899, 1.508054
us_000500250,0.061899, 1.534974
us_000476594,0.061899, 1.540802
us_000550906,0.061899, 1.546469
us_000529887,0.061899, 1.547749
us_000574549,0.061899, 1.553517
us_000566708,0.061899, 1.555681
us_000559133,0.061899, 1.562574
us_000208773,0.061899, 1.564238
us_000571876,0.061899, 1.584323
us_000533335,0.061899, 1.584562
us_000529835,0.061899, 1.585538
us_000589457,0.061899, 1.585974
us_000525954,0.061899, 1.586259
us_000512473,0.061899, 1.595750
us_000278364,0.061899, 1.614762
us_000579480,0.061899, 1.620840
us_000488312,0.061899, 1.628777
us_000584762,0.061899, 1.665212
us_000506942,0.061899, 1.776647
us_000507129,0.061899, 1.854401
us_000473610,0.061899, 2.104646
us_000482864,0.061899, 2.292598
us_000491075,0.061899, 2.372517
us_000598519,0.061899, 2.882855
us_000517859,0.047519, 0.000000
us_000541570,0.047519, 0.000000
us_000546683,0.047519, 0.000000
us_000545867,0.047519, 0.000000
us_000528357,0.047519, 0.000000
us_000565480,0.047519, 0.000000
us_000545874,0.047519, 0.000000
us_000572493,0.047519, 0.000000
us_000541564,0.047519, 0.000000
pr_000597753,0.047519, 0.000004
pr_001064596,0.047519, 0.000004
us_000610508,0.047519, 0.000004
us_000596294,0.047519, 0.000004
us_000587040,0.047519, 0.000004
us_000578460,0.047519, 0.000004
pr_000525028,0.047519, 0.000008
pr_000187993,0.047519, 0.000009
us_000589707,0.047519, 0.000014
us_000577048,0.047519, 0.000014
us_000576013,0.047519, 0.000014
us_000595221,0.047519, 0.000014
us_000594309,0.047519, 0.000014
us_000617536,0.047519, 0.000014
us_000572059,0.047519, 0.000014
us_000594314,0.047519, 0.000014
pr_000525779,0.047519, 0.000015
pr_000524505,0.047519, 0.000020
us_000571981,0.047519, 0.000024
us_000598886,0.047519, 0.000024
us_000595208,0.047519, 0.000024
pr_001011302,0.047519, 0.000156
us_000499133,0.047519, 0.000165
us_000531242,0.047519, 0.000604
pr_000290043,0.047519, 0.000729
us_000607595,0.047519, 0.001750
us_000491502,0.047519, 0.005783
us_000579486,0.047519, 0.034821
us_000495142,0.047519, 0.797632
pr_000270351,0.025830, 0.000000
pr_000008632,0.025830, 0.000195
us_000485801,0.025830, 0.117439
us_000607447,0.025830, 0.160419
us_000583663,0.025830, 0.166929
us_000568216,0.025830, 0.168335
us_000558323,0.025830, 0.175342
us_000470071,0.025830, 0.175787
us_000545522,0.025830, 0.183653
us_000551149,0.025830, 0.191418
us_000481645,0.025830, 0.196880
us_000517077,0.025830, 0.208574
us_000469450,0.025830, 0.213860
us_000522163,0.025830, 0.219348
us_000511075,0.025830, 0.224889
us_000597470,0.025830, 0.229790
us_000583606,0.025830, 0.253991
us_000578353,0.025830, 0.360526
us_000540398,0.025830, 0.616418
us_000528431,0.023748, 0.000000
us_000542077,0.023748, 0.000000
us_000510446,0.023748, 0.000000
pr_001641406,0.023748, 0.000002
us_000569129,0.023748, 0.000731
us_000470485,0.023748, 0.143841
us_000570993,0.023748, 0.155564
us_000537628,0.023748, 0.160882
us_000592183,0.023748, 0.161247
us_000610675,0.023748, 0.161993
us_000589943,0.023748, 0.164995
us_000591575,0.023748, 0.169774
us_000610056,0.023748, 0.170307
us_000592176,0.023748, 0.170307
us_000582976,0.023748, 0.171155
us_000594358,0.023748, 0.173221
us_000564045,0.023748, 0.173435
us_000557636,0.023748, 0.173901
us_000484580,0.023748, 0.175504
us_000577020,0.023748, 0.175536
us_000516532,0.023748, 0.176734
us_000585236,0.023748, 0.177288
us_000593677,0.023748, 0.181734
us_000616906,0.023748, 0.182650
us_000613019,0.023748, 0.182669
us_000579755,0.023748, 0.182997
us_000599887,0.023748, 0.183204
us_000535827,0.023748, 0.183473
us_000616901,0.023748, 0.183605
us_000559812,0.023748, 0.183719
us_000376970,0.023748, 0.184537
us_000570919,0.023748, 0.184999
us_000502376,0.023748, 0.185994
us_000569736,0.023748, 0.186463
us_000616595,0.023748, 0.186463
us_000549110,0.023748, 0.186531
us_000587272,0.023748, 0.187080
us_000585303,0.023748, 0.187080
us_000503408,0.023748, 0.187706
us_000577525,0.023748, 0.187706
us_000595278,0.023748, 0.187706
us_000594114,0.023748, 0.187706
us_000612271,0.023748, 0.187994
us_000557951,0.023748, 0.188073
us_000582714,0.023748, 0.188611
us_000572387,0.023748, 0.188611
us_000579472,0.023748, 0.188611
us_000563230,0.023748, 0.188803
us_000535828,0.023748, 0.189127
us_000594911,0.023748, 0.189238
us_000594900,0.023748, 0.189238
us_000594908,0.023748, 0.189238
us_000591145,0.023748, 0.189238
us_000583134,0.023748, 0.189238
us_000594901,0.023748, 0.189238
us_000613388,0.023748, 0.189238
us_000594906,0.023748, 0.189238
us_000594897,0.023748, 0.189238
us_000594891,0.023748, 0.189238
us_000583133,0.023748, 0.189238
us_000578639,0.023748, 0.189238
us_000594899,0.023748, 0.189238
us_000594910,0.023748, 0.189238
us_000594903,0.023748, 0.189238
us_000592683,0.023748, 0.189238
us_000594904,0.023748, 0.189238
us_000599788,0.023748, 0.189238
us_000594889,0.023748, 0.189238
us_000570158,0.023748, 0.189238
us_000594913,0.023748, 0.189238
us_000593939,0.023748, 0.189238
us_000119743,0.023748, 0.189953
us_000490665,0.023748, 0.192699
us_000587203,0.023748, 0.196495
us_000527620,0.023748, 0.198003
us_000558155,0.023748, 0.200516
us_000594127,0.023748, 0.201490
us_000589405,0.023748, 0.202815
us_000594896,0.023748, 0.204661
us_000471252,0.023748, 0.205021
us_000474779,0.023748, 0.220763
us_000534786,0.023748, 0.240683
us_000579220,0.023748, 0.250493
us_000610167,0.023748, 0.261846
us_000468590,0.023748, 0.272103
us_000599075,0.023748, 0.284951
us_000496751,0.023748, 0.294904
us_000594894,0.023748, 0.315245
us_000570180,0.023748, 0.324464
us_000579762,0.023748, 0.331869
us_000589400,0.023748, 0.339634
us_000533751,0.023748, 0.348513
us_000502461,0.023748, 0.361985
us_000126202,0.023748, 0.390422
us_000555068,0.023748, 0.418792
us_000467400,0.023748, 0.500350
us_000500082,0.023592, 0.000000
us_000542064,0.023592, 0.000000
us_000562339,0.023592, 0.001302
us_000516803,0.023592, 0.003123
