Product ID : 976 # of JPs covered : 1 : 58 : State Income, 
us_000498741,0.510176, 0.167553
us_000614448,0.510176, 0.167553
us_000519467,0.510176, 0.167553
pr_000566202,0.510176, 0.169180
us_000469469,0.510176, 0.169203
us_000551083,0.510176, 0.169203
us_000461327,0.510176, 0.169203
us_000510778,0.510176, 0.169203
us_000461448,0.510176, 0.169203
us_000537236,0.510176, 0.169203
us_000526595,0.510176, 0.169203
us_000536376,0.510176, 0.169203
us_000506389,0.510176, 0.169203
us_000542860,0.510176, 0.169203
us_000583723,0.510176, 0.169203
us_000482868,0.510176, 0.169203
us_000049027,0.510176, 0.169203
us_000461432,0.510176, 0.169462
pr_001147015,0.510176, 0.169496
us_000501275,0.510176, 0.170511
pr_000643618,0.510176, 0.170538
us_000481778,0.510176, 0.170861
us_000470419,0.510176, 0.170861
us_000575829,0.510176, 0.170861
us_000508419,0.510176, 0.170861
us_000468703,0.510176, 0.170861
us_000615113,0.510176, 0.170861
us_000588452,0.510176, 0.170861
us_000550820,0.510176, 0.170861
us_000615965,0.510176, 0.170861
us_000492496,0.510176, 0.170861
us_000588454,0.510176, 0.170861
us_000470385,0.510176, 0.170861
us_000505325,0.510176, 0.170861
us_000341785,0.510176, 0.170861
us_000517310,0.510176, 0.170861
us_000509463,0.510176, 0.170861
us_000594544,0.510176, 0.170861
us_000521127,0.510176, 0.170861
us_000481511,0.510176, 0.170861
us_000588453,0.510176, 0.170861
us_000497234,0.510176, 0.170861
us_000341376,0.510176, 0.170861
us_000469881,0.510176, 0.170861
us_000470405,0.510176, 0.170861
us_000140349,0.510176, 0.170861
us_000474085,0.510176, 0.172169
us_000536414,0.510176, 0.172169
us_000560999,0.510176, 0.172337
us_000462163,0.510176, 0.172527
us_000462880,0.510176, 0.172527
us_000480618,0.510176, 0.172527
us_000572544,0.510176, 0.172527
us_000581061,0.510176, 0.172527
us_000462804,0.510176, 0.172527
us_000508243,0.510176, 0.172527
us_000580218,0.510176, 0.172527
us_000506896,0.510176, 0.172527
us_000499368,0.510176, 0.172527
us_000462878,0.510176, 0.172527
us_000133743,0.510176, 0.172527
us_000468969,0.510176, 0.172527
us_000462190,0.510176, 0.172527
us_000469002,0.510176, 0.172527
us_000568351,0.510176, 0.172527
us_000502586,0.510176, 0.172527
us_000498313,0.510176, 0.172527
us_000466550,0.510176, 0.172527
us_000460918,0.510176, 0.172527
us_000501435,0.510176, 0.172527
us_000484559,0.510176, 0.172527
us_000551975,0.510176, 0.172527
us_000576749,0.510176, 0.172527
us_000544100,0.510176, 0.172527
us_000467063,0.510176, 0.172527
us_000467093,0.510176, 0.172527
us_000488012,0.510176, 0.172527
us_000568353,0.510176, 0.172527
us_000427634,0.510176, 0.172527
us_000487254,0.510176, 0.172527
us_000593350,0.510176, 0.172527
us_000487616,0.510176, 0.172527
us_000469498,0.510176, 0.172527
us_000547433,0.510176, 0.173599
pr_001155480,0.510176, 0.173814
us_000454039,0.510176, 0.174202
us_000487022,0.510176, 0.174202
us_000459461,0.510176, 0.174202
us_000520040,0.510176, 0.174202
us_000466810,0.510176, 0.174202
us_000486803,0.510176, 0.174202
us_000486868,0.510176, 0.174202
us_000525318,0.510176, 0.174202
us_000555710,0.510176, 0.174202
us_000510658,0.510176, 0.174202
us_000506259,0.510176, 0.174202
us_000471482,0.510176, 0.174202
us_000518557,0.510176, 0.174202
us_000615110,0.510176, 0.174202
pr_001146936,0.510176, 0.174202
us_000463537,0.510176, 0.174202
us_000609367,0.510176, 0.174202
us_000473016,0.510176, 0.174202
us_000538623,0.510176, 0.174202
us_000484884,0.510176, 0.174202
us_000470528,0.510176, 0.174202
us_000461036,0.510176, 0.174202
us_000517723,0.510176, 0.174202
us_000463467,0.510176, 0.174202
us_000532474,0.510176, 0.174202
us_000536747,0.510176, 0.174202
us_000599079,0.510176, 0.174202
us_000530833,0.510176, 0.174202
us_000536821,0.510176, 0.174202
us_000517405,0.510176, 0.174202
us_000469530,0.510176, 0.174202
us_000461849,0.510176, 0.174202
us_000572670,0.510176, 0.174202
us_000460691,0.510176, 0.174202
us_000462299,0.510176, 0.174202
us_000469461,0.510176, 0.174202
us_000466588,0.510176, 0.174202
us_000346724,0.510176, 0.174202
us_000483678,0.510176, 0.174202
us_000499550,0.510176, 0.174202
us_000518358,0.510176, 0.174202
us_000536162,0.510176, 0.174202
us_000487949,0.510176, 0.174202
us_000474596,0.510176, 0.174202
us_000481198,0.510176, 0.174202
us_000517221,0.510176, 0.174202
us_000590021,0.510176, 0.174202
us_000470512,0.510176, 0.174202
us_000544390,0.510176, 0.174202
us_000460619,0.510176, 0.174202
us_000538440,0.510176, 0.174202
us_000462802,0.510176, 0.174202
us_000490769,0.510176, 0.174202
us_000519321,0.510176, 0.174202
us_000464760,0.510176, 0.174202
us_000538545,0.510176, 0.174202
us_000511587,0.510176, 0.174202
us_000458991,0.510176, 0.174202
us_000464307,0.510176, 0.174202
us_000543987,0.510176, 0.174202
us_000516662,0.510176, 0.174202
us_000520518,0.510176, 0.174202
us_000532490,0.510176, 0.174202
us_000535951,0.510176, 0.174202
us_000499363,0.510176, 0.174202
us_000514787,0.510176, 0.174202
us_000525408,0.510176, 0.174202
us_000517204,0.510176, 0.174202
us_000486804,0.510176, 0.174202
us_000467348,0.510176, 0.174202
us_000615073,0.510176, 0.174202
us_000466591,0.510176, 0.174202
us_000615108,0.510176, 0.174202
us_000474280,0.510176, 0.174202
us_000615117,0.510176, 0.174202
us_000498908,0.510176, 0.174202
us_000488377,0.510176, 0.174202
us_000469485,0.510176, 0.174202
us_000565688,0.510176, 0.174202
us_000461784,0.510176, 0.174202
us_000536011,0.510176, 0.174202
us_000572545,0.510176, 0.174202
us_000518300,0.510176, 0.174202
us_000469345,0.510176, 0.174202
us_000469573,0.510176, 0.174202
us_000468325,0.510176, 0.174202
us_000593658,0.510176, 0.174202
us_000465206,0.510176, 0.174202
us_000483713,0.510176, 0.174202
us_000544389,0.510176, 0.174202
us_000461758,0.510176, 0.174202
us_000461987,0.510176, 0.174202
us_000464237,0.510176, 0.174202
us_000532143,0.510176, 0.174202
us_000510369,0.510176, 0.174202
us_000469851,0.510176, 0.174202
us_000032950,0.510176, 0.174202
us_000516737,0.510176, 0.174202
us_000506666,0.510176, 0.174202
us_000615118,0.510176, 0.174202
us_000514710,0.510176, 0.174202
us_000543021,0.510176, 0.174265
us_000501253,0.510176, 0.174265
us_000580359,0.510176, 0.174265
us_000472142,0.510176, 0.174480
us_000564910,0.510176, 0.174749
pr_001612252,0.510176, 0.174922
us_000526663,0.510176, 0.175510
us_000573296,0.510176, 0.175510
pr_000370160,0.510176, 0.175860
pr_001150443,0.510176, 0.177576
pr_001149591,0.510176, 0.177576
pr_001150685,0.510176, 0.177576
pr_000362793,0.510176, 0.178291
us_000483270,0.510176, 0.183423
pr_000567191,0.510176, 0.185323
us_000540105,0.510176, 0.186234
pr_000544586,0.446602, 0.000153
pr_000655997,0.446602, 0.000154
us_000364996,0.446602, 0.596888
us_000466035,0.446602, 0.684278
us_000486715,0.446602, 0.689540
us_000469205,0.446602, 0.832779
us_000114621,0.446602, 0.833475
us_000460622,0.446602, 0.843450
us_000486285,0.446602, 0.861070
us_000468524,0.446602, 0.868399
us_000017523,0.446602, 0.869274
us_000558231,0.446602, 0.892977
us_000462102,0.446602, 0.903613
us_000470793,0.446602, 0.914978
us_000462382,0.446602, 0.915083
us_000462547,0.446602, 0.921077
us_000470786,0.446602, 0.934243
us_000478304,0.446602, 0.938549
us_000460184,0.446602, 0.957689
us_000464797,0.446602, 0.964129
us_000458890,0.446602, 0.967522
us_000472259,0.446602, 0.972497
us_000466883,0.446602, 0.982688
us_000464301,0.446602, 0.986226
us_000473483,0.446602, 0.997944
us_000458666,0.446602, 1.021758
us_000472564,0.446602, 1.026295
us_000462445,0.446602, 1.027378
us_000461640,0.446602, 1.029534
us_000507682,0.446602, 1.029770
us_000476307,0.446602, 1.032492
us_000464030,0.446602, 1.033851
us_000390577,0.446602, 1.035086
us_000459096,0.446602, 1.036185
us_000466211,0.446602, 1.036302
us_000474317,0.446602, 1.038433
us_000464021,0.446602, 1.040622
us_000474770,0.446602, 1.042996
us_000238702,0.446602, 1.044450
us_000460490,0.446602, 1.046036
us_000471164,0.446602, 1.048876
us_000479370,0.446602, 1.055303
us_000462177,0.446602, 1.056234
us_000217297,0.446602, 1.058353
us_000483061,0.446602, 1.060516
us_000461269,0.446602, 1.061197
us_000471458,0.446602, 1.061853
us_000484881,0.446602, 1.062925
us_000231774,0.446602, 1.069068
us_000489401,0.446602, 1.069587
us_000485428,0.446602, 1.070765
us_000470559,0.446602, 1.071271
us_000255267,0.446602, 1.071745
us_000478760,0.446602, 1.080381
us_000469076,0.446602, 1.080381
us_000434578,0.446602, 1.087021
us_000461593,0.446602, 1.088688
us_000459367,0.446602, 1.090794
us_000469447,0.446602, 1.093823
us_000206005,0.446602, 1.096078
us_000456257,0.446602, 1.099729
us_000467267,0.446602, 1.099882
us_000468386,0.446602, 1.099992
us_000041565,0.446602, 1.100639
us_000466982,0.446602, 1.103090
us_000468894,0.446602, 1.103328
us_000487935,0.446602, 1.105112
us_000010790,0.446602, 1.107438
us_000492628,0.446602, 1.109250
us_000486566,0.446602, 1.109571
us_000476549,0.446602, 1.116762
us_000476233,0.446602, 1.121883
us_000490437,0.446602, 1.124221
us_000470002,0.446602, 1.125500
us_000472378,0.446602, 1.125598
us_000478403,0.446602, 1.127493
us_000461602,0.446602, 1.127502
us_000470172,0.446602, 1.128096
us_000439009,0.446602, 1.129507
us_000581980,0.446602, 1.131101
us_000358672,0.446602, 1.132519
us_000466833,0.446602, 1.132588
us_000231161,0.446602, 1.136839
us_000339568,0.446602, 1.140044
us_000120382,0.446602, 1.142070
us_000229406,0.446602, 1.143547
us_000474697,0.446602, 1.143808
us_000449065,0.446602, 1.144482
us_000458701,0.446602, 1.147652
us_000479440,0.446602, 1.148170
us_000362179,0.446602, 1.149605
us_000477105,0.446602, 1.151798
us_000463354,0.446602, 1.154727
us_000459398,0.446602, 1.154792
us_000323991,0.446602, 1.154849
us_000480852,0.446602, 1.154863
us_000461204,0.446602, 1.155331
us_000461211,0.446602, 1.155626
us_000466524,0.446602, 1.156125
us_000480466,0.446602, 1.157565
us_000492793,0.446602, 1.158406
us_000475996,0.446602, 1.159883
us_000031926,0.446602, 1.163584
us_000465907,0.446602, 1.165491
us_000468505,0.446602, 1.166213
us_000466551,0.446602, 1.170449
us_000462767,0.446602, 1.171636
us_000488515,0.446602, 1.171636
us_000463104,0.446602, 1.174139
us_000487929,0.446602, 1.176138
us_000461201,0.446602, 1.188431
us_000490827,0.446602, 1.201392
us_000540135,0.446602, 1.323298
us_000407185,0.446602, 1.618640
us_000584802,0.356092, 0.000000
pr_001152326,0.356092, 0.000000
pr_000638804,0.356092, 0.000000
us_000476056,0.356092, 0.000117
us_000476325,0.356092, 0.000120
us_000487861,0.356092, 0.000303
us_000561039,0.356092, 0.000316
us_000552516,0.356092, 0.000702
us_000495836,0.356092, 0.030969
us_000215466,0.356092, 0.455335
us_000506319,0.356092, 0.513743
us_000472092,0.356092, 0.514113
us_000525217,0.356092, 0.566189
us_000520138,0.356092, 0.584594
us_000494927,0.356092, 0.594740
us_000489429,0.356092, 0.607298
us_000526515,0.356092, 0.629164
us_000447424,0.356092, 0.631369
us_000481712,0.356092, 0.634680
us_000517644,0.356092, 0.641647
us_000553243,0.356092, 0.645474
us_000464625,0.356092, 0.651080
us_000471991,0.356092, 0.662943
us_000525042,0.356092, 0.666736
us_000466867,0.356092, 0.668717
us_000466859,0.356092, 0.673731
us_000479886,0.356092, 0.676656
us_000468359,0.356092, 0.680078
us_000234120,0.356092, 0.681381
us_000482803,0.356092, 0.694226
us_000468264,0.356092, 0.701774
us_000492974,0.356092, 0.704467
us_000533941,0.356092, 0.708521
us_000472222,0.356092, 0.709125
us_000497897,0.356092, 0.709980
us_000489043,0.356092, 0.713110
us_000560392,0.356092, 0.716245
us_000534047,0.356092, 0.716837
us_000508712,0.356092, 0.721491
us_000238869,0.356092, 0.722175
us_000243248,0.356092, 0.722552
us_000517409,0.356092, 0.724667
us_000301543,0.356092, 0.725661
us_000526950,0.356092, 0.728152
us_000482900,0.356092, 0.730089
us_000526953,0.356092, 0.730577
us_000533619,0.356092, 0.730660
us_000116809,0.356092, 0.730906
us_000517068,0.356092, 0.731451
us_000484087,0.356092, 0.733353
us_000480358,0.356092, 0.738364
us_000465014,0.356092, 0.738364
us_000524216,0.356092, 0.738364
us_000554477,0.356092, 0.738980
us_000480357,0.356092, 0.740788
us_000506790,0.356092, 0.744732
us_000528663,0.356092, 0.747058
us_000487907,0.356092, 0.747706
us_000517942,0.356092, 0.753199
us_000506406,0.356092, 0.756492
us_000525957,0.356092, 0.765315
us_000511356,0.356092, 0.769963
us_000487003,0.356092, 0.784316
us_000524622,0.356092, 0.785773
us_000484588,0.356092, 0.786353
us_000531073,0.356092, 0.811787
us_000540524,0.356092, 0.902362
us_000493422,0.323822, 0.000001
us_000497497,0.323822, 0.259459
us_000463035,0.323822, 0.284563
us_000468793,0.323822, 0.292601
us_000395417,0.323822, 0.293398
us_000053536,0.323822, 0.299530
us_000468401,0.323822, 0.317533
us_000090931,0.323822, 0.317958
us_000411946,0.323822, 0.325153
us_000484878,0.323822, 0.335891
us_000416832,0.323822, 0.349078
us_000497026,0.323822, 0.349500
us_000528831,0.323822, 0.350709
us_000476169,0.323822, 0.354200
us_000488810,0.323822, 0.355204
us_000511647,0.323822, 0.357383
us_000545734,0.323822, 0.366192
us_000125006,0.323822, 0.369451
us_000516157,0.323822, 0.369998
us_000053375,0.323822, 0.370134
us_000482216,0.323822, 0.372175
us_000503736,0.323822, 0.376057
us_000483813,0.323822, 0.377289
us_000485341,0.323822, 0.378750
us_000487681,0.323822, 0.380380
us_000496145,0.323822, 0.389358
us_000466879,0.323822, 0.389844
us_000460661,0.323822, 0.389936
us_000493566,0.323822, 0.392727
us_000551181,0.323822, 0.394148
us_000500019,0.323822, 0.397935
us_000490168,0.323822, 0.400127
us_000485681,0.323822, 0.409536
us_000539013,0.323822, 0.410250
us_000471342,0.323822, 0.410291
us_000397022,0.323822, 0.422967
us_000486927,0.323822, 0.425423
us_000461261,0.323822, 0.427351
us_000594766,0.323822, 0.427542
us_000500926,0.323822, 0.433414
us_000490238,0.323822, 0.434542
us_000531526,0.323822, 0.434647
us_000550322,0.323822, 0.435699
us_000530761,0.323822, 0.438379
us_000596054,0.323822, 0.445875
us_000512991,0.323822, 0.450898
us_000480404,0.323822, 0.455999
us_000546688,0.323822, 0.570695
us_000460991,0.323822, 0.592277
us_000555671,0.323822, 0.658296
us_000475989,0.323822, 0.822958
us_000597667,0.323822, 1.671043
pr_001198584,0.307734, 0.000000
pr_000814783,0.307734, 0.000000
us_000573227,0.307734, 0.000000
us_000496114,0.307734, 0.000000
us_000481137,0.307734, 0.000000
pr_001941589,0.307734, 0.000000
us_000577829,0.307734, 0.000001
pr_000714615,0.307734, 0.000001
pr_000654567,0.307734, 0.000001
pr_000660291,0.307734, 0.000001
pr_000697351,0.307734, 0.000001
pr_000513540,0.307734, 0.000001
pr_000526052,0.307734, 0.000001
pr_000545337,0.307734, 0.000001
pr_000553069,0.307734, 0.000001
pr_000631065,0.307734, 0.000001
pr_000513551,0.307734, 0.000001
pr_000655882,0.307734, 0.000001
pr_000655916,0.307734, 0.000001
pr_000614600,0.307734, 0.000001
pr_000551188,0.307734, 0.000001
us_000576830,0.307734, 0.000002
us_000529144,0.307734, 0.000002
us_000612709,0.307734, 0.000002
us_000536461,0.307734, 0.000002
us_000560463,0.307734, 0.000002
us_000547951,0.307734, 0.000002
us_000549007,0.307734, 0.000002
us_000530060,0.307734, 0.000002
us_000530622,0.307734, 0.000002
us_000572551,0.307734, 0.000002
us_000505450,0.307734, 0.000002
us_000601304,0.307734, 0.000002
us_000515737,0.307734, 0.000002
us_000504152,0.307734, 0.000002
us_000591596,0.307734, 0.000002
us_000530242,0.307734, 0.000002
us_000604155,0.307734, 0.000002
pr_000749982,0.307734, 0.000010
pr_001941219,0.307734, 0.000010
pr_001883997,0.307734, 0.000037
pr_000655520,0.307734, 0.000051
pr_000818477,0.307734, 0.000057
pr_001873355,0.307734, 0.000095
pr_002040546,0.307734, 0.000167
pr_002040369,0.307734, 0.000191
pr_001853319,0.307734, 0.000201
pr_002051454,0.307734, 0.000218
pr_002139481,0.307734, 0.000680
us_000563377,0.307734, 0.000709
pr_002134126,0.307734, 0.009957
us_000458554,0.307734, 0.330709
us_000466959,0.307734, 0.448249
us_000480403,0.307734, 0.503780
us_000458939,0.307734, 0.509733
us_000486228,0.307734, 0.521016
us_000466168,0.307734, 0.524782
us_000027616,0.307734, 0.537985
us_000463844,0.307734, 0.552159
us_000476874,0.307734, 0.557482
us_000296051,0.307734, 0.562023
us_000389219,0.307734, 0.562883
us_000458595,0.307734, 0.567827
us_000469033,0.307734, 0.569564
us_000505588,0.307734, 0.569709
us_000483459,0.307734, 0.569948
us_000463807,0.307734, 0.574508
us_000183996,0.307734, 0.574982
us_000478207,0.307734, 0.575554
us_000576267,0.307734, 0.575628
us_000136652,0.307734, 0.576363
us_000432327,0.307734, 0.576389
us_000100442,0.307734, 0.577565
us_000467908,0.307734, 0.581068
us_000506276,0.307734, 0.581475
us_000483450,0.307734, 0.583843
us_000485785,0.307734, 0.585980
us_000466182,0.307734, 0.589138
us_000486086,0.307734, 0.593114
us_000539130,0.307734, 0.593456
us_000461452,0.307734, 0.594986
us_000386905,0.307734, 0.595508
us_000461656,0.307734, 0.596101
us_000505350,0.307734, 0.598779
us_000505172,0.307734, 0.599708
us_000308951,0.307734, 0.600259
us_000485754,0.307734, 0.601836
us_000534548,0.307734, 0.602192
us_000030550,0.307734, 0.606841
us_000466180,0.307734, 0.608192
us_000477650,0.307734, 0.617752
us_000469751,0.307734, 0.617918
us_000458664,0.307734, 0.618839
us_000505887,0.307734, 0.623629
us_000464568,0.307734, 0.624745
us_000500893,0.307734, 0.629229
us_000462059,0.307734, 0.630470
us_000476828,0.307734, 0.633970
us_000469021,0.307734, 0.634570
us_000491343,0.307734, 0.635887
us_000485788,0.307734, 0.646553
us_000458580,0.307734, 0.649572
us_000461480,0.307734, 0.649697
us_000183385,0.307734, 0.650495
us_000587915,0.307734, 0.650495
us_000108017,0.307734, 0.651806
us_000260600,0.307734, 0.651902
us_000539137,0.307734, 0.652259
us_000505539,0.307734, 0.653860
us_000114080,0.307734, 0.654204
us_000539197,0.307734, 0.654661
us_000458977,0.307734, 0.655450
us_000334219,0.307734, 0.656732
us_000505230,0.307734, 0.657755
us_000466749,0.307734, 0.665264
us_000458582,0.307734, 0.666079
us_000478315,0.307734, 0.666764
us_000473846,0.307734, 0.668007
us_000553914,0.307734, 0.669104
us_000464524,0.307734, 0.669728
us_000463959,0.307734, 0.670551
us_000482978,0.307734, 0.670876
us_000536010,0.307734, 0.670907
us_000576543,0.307734, 0.673838
us_000505470,0.307734, 0.677411
us_000135319,0.307734, 0.683136
us_000506126,0.307734, 0.683152
us_000505912,0.307734, 0.683674
us_000474084,0.307734, 0.683938
us_000506440,0.307734, 0.683947
us_000027687,0.307734, 0.687070
us_000466599,0.307734, 0.687160
us_000505522,0.307734, 0.687221
us_000576272,0.307734, 0.688394
us_000537240,0.307734, 0.688793
us_000463814,0.307734, 0.696183
us_000469990,0.307734, 0.699754
us_000461661,0.307734, 0.701240
us_000429425,0.307734, 0.702977
us_000460682,0.307734, 0.710457
us_000506067,0.307734, 0.713669
us_000497678,0.307734, 0.732845
us_000474530,0.307734, 0.749732
us_000580717,0.307734, 0.759552
us_000459261,0.307734, 0.789819
us_000539181,0.307734, 0.809532
us_000472013,0.307734, 0.857726
us_000462058,0.307734, 0.897044
us_000133814,0.307734, 0.916410
us_000477615,0.307734, 0.932965
us_000497786,0.282081, 0.000194
us_000300409,0.282081, 0.000254
us_000557194,0.282081, 0.010597
us_000234633,0.282081, 0.027989
us_000501056,0.282081, 0.490877
us_000572872,0.282081, 0.505733
us_000513113,0.282081, 0.517572
us_000500725,0.282081, 0.518235
us_000497419,0.282081, 0.525996
us_000480145,0.282081, 0.544178
us_000042185,0.282081, 0.564149
us_000487457,0.282081, 0.565018
us_000459617,0.282081, 0.601259
us_000481305,0.282081, 0.611246
us_000443659,0.282081, 0.613964
us_000521020,0.282081, 0.626973
us_000478953,0.282081, 0.631403
us_000521137,0.282081, 0.645750
us_000500630,0.282081, 0.694605
us_000481161,0.282081, 0.697395
pr_000652126,0.266732, 0.000002
pr_000697954,0.266732, 0.000002
pr_000717276,0.266732, 0.000002
pr_000776080,0.266732, 0.000002
pr_000635604,0.266732, 0.000002
pr_000723577,0.266732, 0.000002
pr_000721270,0.266732, 0.000002
pr_000993481,0.266732, 0.000002
pr_000886670,0.266732, 0.000002
pr_001040362,0.266732, 0.000002
pr_000649047,0.266732, 0.000002
pr_001066034,0.266732, 0.000002
pr_001041631,0.266732, 0.000002
pr_001582811,0.266732, 0.000002
pr_000560233,0.266732, 0.000002
pr_000827803,0.266732, 0.000002
pr_001041706,0.266732, 0.000002
pr_000921026,0.266732, 0.000002
pr_001049757,0.266732, 0.000002
pr_000697258,0.266732, 0.000002
pr_001041932,0.266732, 0.000002
pr_000630493,0.266732, 0.000002
pr_000922683,0.266732, 0.000002
pr_000512875,0.266732, 0.000002
pr_001043594,0.266732, 0.000002
pr_000652187,0.266732, 0.000002
pr_000905486,0.266732, 0.000002
pr_000817696,0.266732, 0.000002
pr_000724507,0.266732, 0.000002
pr_000745801,0.266732, 0.000002
pr_000561346,0.266732, 0.000003
pr_000652458,0.266732, 0.000003
us_000510729,0.266732, 0.000006
pr_000647176,0.266732, 0.000008
pr_001090801,0.266732, 0.000020
pr_001156650,0.266732, 0.000020
pr_001063270,0.266732, 0.000020
pr_001093827,0.266732, 0.000020
pr_001115806,0.266732, 0.000020
pr_001115735,0.266732, 0.000020
pr_001089566,0.266732, 0.000026
pr_000521913,0.266732, 0.000097
pr_001087595,0.266732, 0.000120
pr_000560834,0.266732, 0.000151
pr_001613456,0.266732, 0.000166
pr_000652227,0.266732, 0.000278
pr_000526130,0.266732, 0.000333
pr_001156871,0.266732, 0.000456
pr_000636901,0.266732, 0.000566
pr_000394404,0.266732, 0.000659
pr_000560093,0.266732, 0.001614
us_000481495,0.266732, 0.009146
us_000587125,0.266732, 0.019478
us_000580630,0.266732, 0.366612
us_000586319,0.266732, 0.606102
us_000484547,0.266732, 0.620184
us_000551298,0.266732, 0.672835
us_000491852,0.227079, 0.000000
pr_002113936,0.227079, 0.000000
pr_000996229,0.227079, 0.000000
pr_000860286,0.227079, 0.000000
pr_000810561,0.227079, 0.000000
pr_000751298,0.227079, 0.000000
pr_001738218,0.227079, 0.000000
pr_001618246,0.227079, 0.000000
pr_001016315,0.227079, 0.000000
pr_000978782,0.227079, 0.000000
pr_001937111,0.227079, 0.000000
pr_002182062,0.227079, 0.000000
pr_001746508,0.227079, 0.000000
pr_001679306,0.227079, 0.000000
pr_000823957,0.227079, 0.000000
pr_001026110,0.227079, 0.000000
pr_000609194,0.227079, 0.000000
pr_000959017,0.227079, 0.000000
pr_000960531,0.227079, 0.000000
pr_001017113,0.227079, 0.000000
pr_001046141,0.227079, 0.000000
pr_002136144,0.227079, 0.000000
pr_001961850,0.227079, 0.000000
pr_002142213,0.227079, 0.000000
pr_000918514,0.227079, 0.000000
pr_001048891,0.227079, 0.000000
pr_001953212,0.227079, 0.000000
pr_001747637,0.227079, 0.000000
pr_000876238,0.227079, 0.000000
pr_001818822,0.227079, 0.000000
pr_001662474,0.227079, 0.000000
pr_000709507,0.227079, 0.000000
pr_000789186,0.227079, 0.000000
pr_000884141,0.227079, 0.000000
pr_000816621,0.227079, 0.000000
pr_000943419,0.227079, 0.000000
pr_000709751,0.227079, 0.000000
pr_001078159,0.227079, 0.000000
pr_001109298,0.227079, 0.000000
pr_001612302,0.227079, 0.000000
pr_001082583,0.227079, 0.000000
pr_001037306,0.227079, 0.000000
pr_001707488,0.227079, 0.000000
pr_000955084,0.227079, 0.000000
pr_000789130,0.227079, 0.000000
pr_000906891,0.227079, 0.000000
pr_000749861,0.227079, 0.000000
pr_001092491,0.227079, 0.000000
pr_000814948,0.227079, 0.000000
pr_001012826,0.227079, 0.000000
pr_002202412,0.227079, 0.000000
pr_000609199,0.227079, 0.000000
pr_002182038,0.227079, 0.000000
pr_001608386,0.227079, 0.000000
pr_002220907,0.227079, 0.000000
pr_001135709,0.227079, 0.000000
pr_002162644,0.227079, 0.000000
pr_002073551,0.227079, 0.000000
pr_000605824,0.227079, 0.000000
pr_000607614,0.227079, 0.000000
pr_001978442,0.227079, 0.000000
pr_001607271,0.227079, 0.000000
pr_000893037,0.227079, 0.000000
pr_000859299,0.227079, 0.000000
pr_000856358,0.227079, 0.000000
pr_001849222,0.227079, 0.000000
pr_002108621,0.227079, 0.000000
pr_002054575,0.227079, 0.000000
pr_000928510,0.227079, 0.000000
pr_000825705,0.227079, 0.000000
pr_000911894,0.227079, 0.000000
pr_001734942,0.227079, 0.000000
pr_000786955,0.227079, 0.000000
pr_002060394,0.227079, 0.000000
pr_001011767,0.227079, 0.000000
pr_001009150,0.227079, 0.000000
pr_000968038,0.227079, 0.000000
pr_001938286,0.227079, 0.000000
pr_000758561,0.227079, 0.000000
pr_002137149,0.227079, 0.000000
pr_002169463,0.227079, 0.000000
pr_000747591,0.227079, 0.000000
pr_001715076,0.227079, 0.000000
pr_001592366,0.227079, 0.000000
pr_000737902,0.227079, 0.000000
pr_001048568,0.227079, 0.000000
pr_001019633,0.227079, 0.000000
pr_001038450,0.227079, 0.000000
pr_002229789,0.227079, 0.000000
pr_001031708,0.227079, 0.000000
pr_000944115,0.227079, 0.000000
pr_000642040,0.227079, 0.000000
pr_000858155,0.227079, 0.000000
pr_000649977,0.227079, 0.000000
pr_001742273,0.227079, 0.000000
pr_000754241,0.227079, 0.000000
pr_000786779,0.227079, 0.000000
pr_000752188,0.227079, 0.000000
pr_000951247,0.227079, 0.000000
pr_001746613,0.227079, 0.000000
pr_000761727,0.227079, 0.000000
pr_000920921,0.227079, 0.000000
pr_001866018,0.227079, 0.000000
pr_001978454,0.227079, 0.000000
pr_000607572,0.227079, 0.000000
pr_000815446,0.227079, 0.000000
pr_000880034,0.227079, 0.000000
pr_000757001,0.227079, 0.000000
pr_001982536,0.227079, 0.000000
pr_000953416,0.227079, 0.000000
pr_000877084,0.227079, 0.000000
pr_000865428,0.227079, 0.000000
pr_000847704,0.227079, 0.000000
pr_001915689,0.227079, 0.000000
pr_001582084,0.227079, 0.000000
pr_002084723,0.227079, 0.000000
pr_001076594,0.227079, 0.000000
pr_000758249,0.227079, 0.000000
pr_001919793,0.227079, 0.000000
pr_000994939,0.227079, 0.000000
pr_001038024,0.227079, 0.000000
pr_002180981,0.227079, 0.000000
pr_001944567,0.227079, 0.000000
pr_000790886,0.227079, 0.000000
pr_000781260,0.227079, 0.000000
pr_002199057,0.227079, 0.000000
pr_002160143,0.227079, 0.000000
pr_000744434,0.227079, 0.000000
pr_000608116,0.227079, 0.000000
pr_000610769,0.227079, 0.000000
pr_000860926,0.227079, 0.000000
pr_000974736,0.227079, 0.000000
pr_000907660,0.227079, 0.000000
pr_000782149,0.227079, 0.000000
pr_001871743,0.227079, 0.000000
pr_002192018,0.227079, 0.000000
pr_002215583,0.227079, 0.000000
pr_002058166,0.227079, 0.000000
pr_000964683,0.227079, 0.000000
pr_001827793,0.227079, 0.000000
pr_001766496,0.227079, 0.000000
pr_001109735,0.227079, 0.000000
pr_000758200,0.227079, 0.000000
pr_001815313,0.227079, 0.000000
pr_000747489,0.227079, 0.000000
