Product ID : 2131 JPs covered : 363 : LoanDoc-UCC, 
us_000508363,0.247181, 0.001483
us_000470400,0.247181, 0.001500
us_000480743,0.247181, 0.001581
us_000393232,0.247181, 0.001674
us_000541751,0.247181, 0.001856
us_000499098,0.247181, 0.001920
us_000530241,0.247181, 0.002009
us_000553361,0.247181, 0.002038
pr_001774601,0.247181, 0.002132
us_000579214,0.247181, 0.002192
us_000494194,0.247181, 0.002348
us_000584481,0.247181, 0.002356
us_000502521,0.247181, 0.002367
us_000511786,0.247181, 0.002415
us_000468063,0.247181, 0.002458
us_000525947,0.247181, 0.002513
us_000503687,0.247181, 0.002530
us_000588989,0.247181, 0.002614
us_000580705,0.247181, 0.002723
us_000498095,0.247181, 0.002913
us_000560989,0.247181, 0.003061
us_000546029,0.247181, 0.003299
us_000479473,0.247181, 0.003546
us_000500243,0.247181, 0.003745
us_000558945,0.247181, 0.003768
us_000517162,0.247181, 0.003770
us_000473652,0.247181, 0.004349
us_000541517,0.247181, 0.005343
us_000508132,0.247181, 0.005701
us_000571407,0.247181, 0.005745
us_000580573,0.247181, 0.005801
us_000505900,0.247181, 0.006175
us_000521473,0.247181, 0.006378
us_000487766,0.247181, 0.006938
us_000509684,0.247181, 0.008220
us_000600173,0.247181, 0.008371
us_000551828,0.247181, 0.008436
us_000480956,0.247181, 0.011969
us_000550178,0.247181, 0.015121
us_000563109,0.247181, 0.015635
us_000583074,0.247181, 0.016918
us_000596690,0.247181, 0.016918
us_000561107,0.247181, 0.016918
us_000580502,0.247181, 0.016918
us_000464386,0.247181, 0.017037
us_000579820,0.247181, 0.017286
us_000470069,0.247181, 0.017612
us_000508028,0.247181, 0.018692
us_000499925,0.247181, 0.019673
us_000525843,0.247181, 0.019887
us_000500903,0.247181, 0.022190
us_000521051,0.247181, 0.022801
us_000027597,0.247181, 0.023207
us_000517450,0.247181, 0.024244
us_000473774,0.247181, 0.024625
us_000506678,0.247181, 0.024854
us_000528006,0.247181, 0.025288
us_000617039,0.247181, 0.027844
us_000568136,0.247181, 0.028889
us_000498404,0.247181, 0.028993
us_000526994,0.247181, 0.029582
us_000533880,0.247181, 0.029878
us_000550675,0.247181, 0.030046
us_000527023,0.247181, 0.032272
us_000517878,0.247181, 0.032291
us_000489336,0.247181, 0.036534
us_000473591,0.247181, 0.036961
us_000587861,0.247181, 0.041871
us_000592560,0.247181, 0.042341
us_000521761,0.247181, 0.051437
us_000562140,0.247181, 0.066025
us_000507744,0.247181, 0.070828
us_000538344,0.247181, 0.073138
us_000545914,0.247181, 0.085027
us_000559135,0.247181, 0.089871
us_000543691,0.247181, 0.092093
us_000480792,0.247181, 0.099396
us_000522564,0.247181, 0.116936
us_000543851,0.247181, 0.143956
us_000549243,0.247181, 0.226650
us_000563118,0.247181, 0.287916
us_000555873,0.247181, 0.333005
us_000425859,0.247181, 0.588824
us_000496383,0.247181, 0.683060
pr_000777289,0.004867, 0.000090
us_000509618,0.004867, 0.002322
us_000536014,0.004867, 0.002322
us_000509201,0.004867, 0.002322
us_000510781,0.004867, 0.002322
us_000484899,0.004867, 0.058286
us_000502329,0.004867, 2.886946
