Product ID : 7792 # of JPs covered : 1 : 216 : Accounting-Non-Profit, 
us_000581688,0.208376,0.194635
us_000582615,0.208376,0.197687
us_000585230,0.208376,0.202219
us_000468471,0.208376,0.206849
us_000471069,0.208376,0.207433
us_000492477,0.208376,0.215194
us_000460474,0.208376,0.218241
us_000541776,0.208376,0.219309
us_000519871,0.208376,0.221258
us_000540704,0.208376,0.222220
us_000540703,0.208376,0.222220
us_000540702,0.208376,0.222220
us_000523310,0.208376,0.229605
us_000540701,0.208376,0.232709
us_000484709,0.208376,0.241992
us_000476881,0.208376,0.246159
us_000324496,0.208376,0.363281
us_000476214,0.208376,0.510585
us_000467867,0.208376,0.599984
us_000486806,0.208376,1.077482
pr_001881387,0.204374,0.000000
pr_001473471,0.204374,0.000000
pr_001433957,0.204374,0.000000
pr_001490203,0.204374,0.000000
pr_001524666,0.204374,0.000000
pr_001306237,0.204374,0.000000
pr_001441629,0.204374,0.000000
pr_001942922,0.204374,0.000000
pr_001424594,0.204374,0.000000
pr_001422894,0.204374,0.000000
pr_001811622,0.204374,0.000000
pr_001555246,0.204374,0.000000
pr_001454858,0.204374,0.000000
pr_001286937,0.204374,0.000000
pr_001982384,0.204374,0.000000
us_000596115,0.204374,0.000000
us_000546049,0.204374,0.000000
pr_001491162,0.204374,0.000000
us_000545678,0.204374,0.000001
us_000555040,0.204374,0.000001
us_000527743,0.204374,0.000001
pr_001352334,0.204374,0.000001
pr_000381190,0.204374,0.000001
pr_001463652,0.204374,0.000002
pr_001488952,0.204374,0.000003
pr_001488597,0.204374,0.000003
pr_001543258,0.204374,0.000003
us_000527055,0.204374,0.000004
us_000528769,0.204374,0.000061
pr_001421308,0.204374,0.000080
us_000612098,0.204374,0.000176
pr_000290821,0.204374,0.000256
us_000530021,0.204374,0.000560
us_000519740,0.204374,0.001053
us_000554886,0.204374,0.002879
us_000569895,0.204374,0.003442
us_000584383,0.204374,0.009908
us_000556009,0.204374,0.019691
us_000547127,0.204374,0.051937
us_000561531,0.204374,0.071063
us_000505957,0.204374,0.127245
us_000505928,0.204374,0.127252
us_000548919,0.204374,0.127890
us_000621649,0.204374,0.176390
us_000517233,0.178841,0.000000
us_000606258,0.178841,0.000009
pr_000776572,0.178841,0.000101
pr_000777143,0.178841,0.000102
pr_000600998,0.178841,0.000145
pr_000717395,0.178841,0.000232
pr_002124672,0.178841,0.000506
pr_002082092,0.178841,0.000702
us_000496613,0.178841,0.000739
us_000474478,0.178841,0.000854
us_000575012,0.178841,0.001050
us_000508684,0.178841,0.001181
us_000538632,0.178841,0.005116
us_000475074,0.178841,0.062577
us_000584612,0.178841,0.090926
us_000600979,0.178841,0.121036
us_000595870,0.178841,0.139505
us_000598904,0.178841,0.171631
us_000616955,0.178841,0.172940
us_000617046,0.178841,0.185773
us_000613258,0.178841,0.189257
us_000571922,0.178841,0.201732
us_000410723,0.178841,0.208621
pr_000262967,0.173106,0.000000
pr_000956059,0.173106,0.000000
pr_001001939,0.173106,0.000001
us_000521597,0.173106,0.000003
pr_001722560,0.173106,0.000005
pr_000710796,0.173106,0.000009
pr_001003470,0.173106,0.000019
us_000555395,0.173106,0.385032
us_000607922,0.173106,0.386444
us_000587264,0.173106,0.404649
us_000587263,0.173106,0.404779
us_000587266,0.173106,0.405005
us_000587247,0.173106,0.415679
us_000539746,0.173106,0.415740
us_000587242,0.173106,0.418891
us_000555725,0.173106,0.419490
us_000587236,0.173106,0.419780
us_000555970,0.173106,0.420555
us_000587245,0.173106,0.420765
us_000587145,0.173106,0.421112
us_000587027,0.173106,0.421374
us_000555624,0.173106,0.423325
us_000604817,0.172916,0.000000
pr_000762728,0.172916,0.000000
pr_000389404,0.172916,0.000000
pr_001146323,0.172916,0.000000
pr_001035009,0.172916,0.000000
pr_000384338,0.172916,0.000000
us_000450839,0.172916,0.000000
us_000506491,0.172916,0.000000
us_000586902,0.172916,0.000001
us_000586366,0.172916,0.000004
us_000597766,0.172916,0.000033
us_000575372,0.172916,0.000036
us_000600103,0.172916,0.000078
pr_001423904,0.172916,0.000417
us_000572342,0.172916,0.000671
us_000556386,0.172916,0.002936
us_000505147,0.172916,0.004372
us_000556369,0.172916,0.007058
us_000572294,0.172916,0.051351
us_000589373,0.172916,0.112576
us_000511720,0.172916,0.143628
us_000601481,0.172916,0.149831
us_000599501,0.172916,0.149970
us_000615498,0.172916,0.150497
us_000601109,0.172916,0.152244
us_000529632,0.172916,0.160038
us_000601233,0.172916,0.160179
us_000590180,0.172916,0.162302
us_000613535,0.172916,0.174437
us_000613883,0.172916,0.174819
us_000616541,0.172916,0.177631
us_000614556,0.172916,0.178604
us_000613708,0.172916,0.318335
us_000490403,0.172606,0.000000
us_000589381,0.172606,0.000000
us_000600277,0.172606,0.000000
us_000547298,0.172606,0.000000
us_000600176,0.172606,0.000000
pr_002261852,0.172606,0.000000
us_000539293,0.172606,0.000025
us_000508059,0.172606,0.000055
us_000567011,0.172606,0.000065
us_000477537,0.172606,0.000068
us_000476092,0.172606,0.000107
pr_002135412,0.172606,0.000140
us_000561473,0.172606,0.000175
us_000506067,0.172606,0.000323
us_000591303,0.172606,0.000350
pr_000177866,0.172606,0.000402
us_000470449,0.172606,0.004837
us_000491670,0.172606,0.009832
us_000604007,0.172606,0.012553
us_000557019,0.172606,0.021619
us_000591957,0.172606,0.033523
us_000619086,0.172606,0.044396
us_000612078,0.172606,0.044786
us_000578963,0.172606,0.108848
us_000586048,0.172606,0.123348
pr_000583467,0.164645,0.000000
pr_000611299,0.164645,0.000000
pr_000290001,0.164645,0.000000
pr_001003899,0.164645,0.000000
pr_000432883,0.164645,0.000000
pr_001008759,0.164645,0.000000
pr_000601530,0.164645,0.000000
pr_000553759,0.164645,0.000000
pr_001004170,0.164645,0.000000
pr_000738756,0.164645,0.000001
pr_000724687,0.164645,0.000001
pr_000751057,0.164645,0.000001
pr_000748429,0.164645,0.000001
pr_000977835,0.164645,0.000001
pr_000655938,0.164645,0.000001
pr_000522579,0.164645,0.000001
pr_000718035,0.164645,0.000001
pr_000608288,0.164645,0.000002
pr_001008818,0.164645,0.000002
pr_000748658,0.164645,0.000002
pr_000571128,0.164645,0.000003
us_000597433,0.164645,0.000003
pr_000377867,0.164645,0.000003
pr_001005822,0.164645,0.000003
us_000614175,0.164645,0.000009
pr_000397163,0.164645,0.000014
pr_000581398,0.164645,0.000032
pr_000433656,0.164645,0.000059
us_000593197,0.164645,0.000198
us_000571529,0.164645,0.000701
us_000406600,0.164645,0.002156
us_000619385,0.164645,0.002556
us_000528855,0.164645,0.065722
us_000585297,0.164645,0.082565
us_000575888,0.164645,0.082605
us_000530978,0.164645,0.091922
us_000587339,0.164645,0.093709
us_000575131,0.164645,0.095585
us_000582421,0.164645,0.103644
us_000564312,0.164645,0.104308
us_000494001,0.164645,0.105642
us_000538708,0.164645,0.106593
us_000548714,0.164645,0.109481
us_000548547,0.164645,0.109595
us_000558363,0.164645,0.109871
us_000562004,0.164645,0.110230
us_000529724,0.164645,0.110718
us_000493008,0.164645,0.111438
us_000533123,0.164645,0.112337
us_000583869,0.164645,0.113338
us_000500277,0.164645,0.113385
us_000468937,0.164645,0.114714
us_000493252,0.164645,0.114971
us_000528901,0.164645,0.117138
us_000545438,0.164645,0.117389
us_000533169,0.164645,0.117617
us_000533182,0.164645,0.117676
us_000529743,0.164645,0.118751
us_000464862,0.164645,0.121701
us_000582422,0.164645,0.122101
us_000574734,0.164645,0.123961
us_000549642,0.164645,0.124168
us_000557395,0.164645,0.125135
us_000535136,0.164645,0.125148
us_000599799,0.164645,0.125505
us_000582626,0.164645,0.125702
us_000582319,0.164645,0.125795
us_000569731,0.164645,0.126096
us_000582517,0.164645,0.126543
us_000494879,0.164645,0.126815
us_000494957,0.164645,0.126871
us_000585808,0.164645,0.126957
us_000585784,0.164645,0.126961
us_000585783,0.164645,0.126961
us_000582399,0.164645,0.127046
us_000582398,0.164645,0.127046
us_000548700,0.164645,0.127476
us_000584479,0.164645,0.127493
us_000528379,0.164645,0.127501
us_000586271,0.164645,0.127512
us_000577883,0.164645,0.127671
us_000547896,0.164645,0.127796
us_000547864,0.164645,0.127866
us_000532523,0.164645,0.127908
us_000585781,0.164645,0.127925
us_000585780,0.164645,0.127925
us_000585775,0.164645,0.127925
us_000585774,0.164645,0.127925
us_000547854,0.164645,0.127951
us_000547676,0.164645,0.128007
us_000566820,0.164645,0.128070
us_000566819,0.164645,0.128070
us_000581582,0.164645,0.128075
us_000577885,0.164645,0.128111
us_000493285,0.164645,0.128194
us_000584084,0.164645,0.128567
us_000466826,0.164645,0.128978
us_000585782,0.164645,0.129992
us_000529002,0.164645,0.140747
us_000621035,0.164645,0.150458
us_000470828,0.164645,0.176687
us_000466916,0.164645,0.382604
us_000469638,0.164645,0.388890
us_000566926,0.164645,0.389760
us_000469646,0.164645,0.396676
us_000466180,0.164645,0.420988
us_000468988,0.164645,0.477312
us_000582666,0.164645,0.547759
us_000610490,0.142784,0.000000
us_000610057,0.142784,0.000000
us_000460612,0.142784,0.000001
us_000484343,0.142784,0.000002
us_000591263,0.142784,0.000016
us_000600009,0.142784,0.000019
us_000521325,0.142784,0.000701
us_000487797,0.142784,0.002014
us_000503383,0.142784,0.011343
us_000472965,0.142784,0.131222
us_000619306,0.142784,0.244772
us_000549388,0.142784,0.337703
us_000548495,0.142784,0.347797
us_000547681,0.142784,0.350050
us_000577013,0.142784,0.404677
us_000609525,0.142784,0.672430
us_000581496,0.142784,1.087675
pr_001602554,0.139934,0.000000
pr_001602411,0.139934,0.000000
us_000510321,0.139934,0.000000
pr_001693652,0.139934,0.000000
us_000532123,0.139934,0.000000
pr_001603487,0.139934,0.000000
pr_001066755,0.139934,0.000000
us_000483379,0.139934,0.000000
pr_000513977,0.139934,0.000000
pr_000295362,0.139934,0.000000
pr_000717077,0.139934,0.000000
pr_000375062,0.139934,0.000000
pr_000124798,0.139934,0.000000
us_000504620,0.139934,0.000000
us_000618759,0.139934,0.000001
pr_001889869,0.139934,0.000001
pr_001768588,0.139934,0.000001
us_000525224,0.139934,0.000010
pr_001727416,0.139934,0.000013
us_000468477,0.139934,0.000014
pr_002149276,0.139934,0.000014
us_000535372,0.139934,0.000014
pr_001978453,0.139934,0.000015
pr_000347101,0.139934,0.000015
pr_001764007,0.139934,0.000017
pr_002170841,0.139934,0.000018
pr_001848625,0.139934,0.000019
us_000525327,0.139934,0.000020
us_000428857,0.139934,0.000020
pr_002159731,0.139934,0.000021
pr_001638630,0.139934,0.000022
us_000470087,0.139934,0.000023
us_000470263,0.139934,0.000025
pr_001733927,0.139934,0.000025
pr_000888260,0.139934,0.000029
us_000469117,0.139934,0.000030
us_000470292,0.139934,0.000030
pr_001831544,0.139934,0.000033
pr_000971274,0.139934,0.000042
pr_001726775,0.139934,0.000044
pr_001406862,0.139934,0.000056
pr_001927515,0.139934,0.000059
pr_000991473,0.139934,0.000066
us_000476784,0.139934,0.000074
us_000548623,0.139934,0.000079
pr_001724122,0.139934,0.000107
pr_001663751,0.139934,0.000113
pr_001413520,0.139934,0.000123
pr_001406589,0.139934,0.000125
pr_000991327,0.139934,0.000129
us_000464138,0.139934,0.000130
pr_002084380,0.139934,0.000134
pr_001732803,0.139934,0.000136
pr_001411348,0.139934,0.000137
pr_001409351,0.139934,0.000138
pr_000990742,0.139934,0.000143
pr_001726867,0.139934,0.000174
pr_000588604,0.139934,0.000197
pr_001724032,0.139934,0.000203
pr_002125861,0.139934,0.000239
pr_001636979,0.139934,0.000301
pr_000188453,0.139934,0.000301
us_000558268,0.139934,0.000410
pr_001953249,0.139934,0.000514
us_000555779,0.139934,0.000919
us_000364513,0.139934,0.016052
us_000529645,0.139934,0.168107
us_000529658,0.139934,0.175160
us_000529612,0.139934,0.193028
us_000540044,0.139934,0.250580
us_000555182,0.139934,0.251643
us_000541078,0.139934,0.267455
us_000540273,0.139934,0.271354
us_000554974,0.139934,0.273333
us_000555576,0.139934,0.273531
us_000617608,0.139934,0.281252
us_000555671,0.139934,0.291525
us_000619388,0.139934,0.302018
us_000619529,0.139934,0.347069
us_000580278,0.139934,0.392248
us_000577986,0.139934,0.392627
us_000581581,0.139934,0.432879
us_000620299,0.139934,0.442606
us_000620265,0.139934,0.452529
us_000553321,0.139934,0.456890
us_000547423,0.139934,0.462116
us_000538819,0.139934,0.463438
us_000595629,0.139934,0.468190
us_000596483,0.139934,0.490585
us_000561595,0.139934,0.491567
us_000623019,0.139934,0.492248
us_000576564,0.139934,0.493160
us_000620308,0.139934,0.503314
us_000612471,0.139934,0.508161
us_000621682,0.139934,0.509654
us_000621681,0.139934,0.509668
us_000621677,0.139934,0.509709
us_000620329,0.139934,0.513812
us_000613782,0.139934,0.514480
us_000589087,0.139934,0.523582
us_000576590,0.139934,0.528176
us_000619301,0.139934,0.532559
us_000538062,0.139934,0.533060
us_000597437,0.139934,0.533978
us_000489824,0.139934,0.537570
us_000621548,0.139934,0.537707
us_000621564,0.139934,0.537743
us_000588357,0.139934,0.540547
us_000621427,0.139934,0.541083
us_000576704,0.139934,0.550150
us_000556870,0.139934,0.551477
us_000563083,0.139934,0.552748
us_000619283,0.139934,0.556519
us_000537901,0.139934,0.557775
us_000591730,0.139934,0.563909
us_000620058,0.139934,0.563938
us_000607254,0.139934,0.574810
us_000490074,0.139934,0.574952
us_000619357,0.139934,0.578702
us_000589227,0.139934,0.581549
us_000619302,0.139934,0.590845
us_000537988,0.139934,0.592198
us_000618522,0.139934,0.595644
us_000618462,0.139934,0.606002
us_000561558,0.139934,0.606281
us_000621258,0.139934,0.606890
us_000620459,0.139934,0.616680
us_000609721,0.139934,0.621211
us_000541589,0.139934,0.622959
us_000541138,0.139934,0.624358
us_000531499,0.139934,0.624535
us_000596127,0.139934,0.627134
us_000469227,0.139934,0.627398
us_000611709,0.139934,0.630395
us_000620092,0.139934,0.632645
us_000620977,0.139934,0.635792
us_000596153,0.139934,0.636372
us_000620311,0.139934,0.637311
us_000620052,0.139934,0.639001
us_000619339,0.139934,0.639104
us_000619333,0.139934,0.639167
us_000607356,0.139934,0.640170
us_000611710,0.139934,0.640261
us_000606885,0.139934,0.640858
us_000620259,0.139934,0.641878
us_000618883,0.139934,0.642656
us_000459330,0.139934,0.645253
us_000520033,0.139934,0.650401
us_000610341,0.139934,0.652342
us_000613162,0.139934,0.652809
us_000597661,0.139934,0.653925
us_000608038,0.139934,0.655912
us_000619737,0.139934,0.659068
us_000541158,0.139934,0.664447
us_000612373,0.139934,0.667251
us_000619305,0.139934,0.667473
us_000511936,0.139934,0.669166
us_000619356,0.139934,0.673387
us_000512063,0.139934,0.675020
us_000585828,0.139934,0.679016
us_000596633,0.139934,0.685318
us_000552897,0.139934,0.687772
us_000619399,0.139934,0.688251
us_000555828,0.139934,0.695820
us_000618597,0.139934,0.699506
us_000618535,0.139934,0.699958
us_000618492,0.139934,0.702679
us_000618476,0.139934,0.702801
us_000556558,0.139934,0.703269
us_000611874,0.139934,0.703770
us_000618607,0.139934,0.714313
us_000557469,0.139934,0.764020
us_000541365,0.139934,0.800050
us_000469616,0.139934,0.876978
us_000469506,0.139934,0.898742
us_000524650,0.139934,0.941745
us_000469127,0.139934,0.944131
us_000459302,0.139934,0.980325
us_000608533,0.139934,1.015436
us_000469268,0.139934,1.061998
us_000596158,0.139934,1.123872
us_000616304,0.139934,1.143640
us_000608121,0.139934,1.220646
us_000597928,0.139934,1.288098
us_000620467,0.139934,1.483873
us_000588303,0.139934,1.544021
us_000548959,0.137957,0.000000
us_000529806,0.137957,0.095834
us_000529938,0.137957,0.258299
us_000622184,0.137957,0.305349
us_000622226,0.137957,0.324762
us_000622206,0.137957,0.324906
us_000505391,0.137957,0.329284
us_000622007,0.137957,0.342555
us_000613665,0.137957,0.400679
us_000621447,0.137957,0.407235
us_000595590,0.137957,0.475309
us_000603382,0.137957,0.517456
us_000610214,0.137957,0.517530
us_000539280,0.137957,0.528007
us_000607992,0.137957,0.531916
us_000611444,0.137957,0.532475
us_000600274,0.137957,0.533065
us_000610295,0.137957,0.535165
us_000608209,0.137957,0.537341
us_000608409,0.137957,0.539735
us_000601827,0.137957,0.539752
us_000601154,0.137957,0.548950
us_000622729,0.137957,0.560845
us_000529792,0.137957,0.572496
us_000617866,0.137957,0.586235
us_000622068,0.137957,0.594499
us_000622728,0.137957,0.597083
us_000530982,0.137957,0.605753
us_000621705,0.137957,0.616758
us_000551357,0.137957,0.630553
us_000529349,0.137957,0.669096
us_000590465,0.137957,0.676021
us_000621171,0.137957,0.678559
us_000533078,0.137957,0.699609
us_000538565,0.137957,0.707295
us_000519894,0.137957,0.710017
us_000499899,0.137957,0.720950
us_000499906,0.137957,0.723108
us_000520001,0.137957,0.726809
us_000544831,0.137957,0.728886
us_000599910,0.137957,0.731041
us_000599908,0.137957,0.731404
us_000535747,0.137957,0.739266
us_000600006,0.137957,0.742043
us_000596146,0.137957,0.742947
us_000614949,0.137957,0.744909
us_000600151,0.137957,0.749950
us_000530996,0.137957,0.756799
us_000466019,0.137957,0.770743
us_000471421,0.137957,0.770945
us_000595072,0.137957,0.773351
us_000465986,0.137957,0.775418
us_000465527,0.137957,0.776847
us_000465567,0.137957,0.777707
us_000466044,0.137957,0.777720
us_000531020,0.137957,0.779651
us_000595700,0.137957,0.781643
us_000597071,0.137957,0.784162
us_000528735,0.137957,0.786910
us_000596441,0.137957,0.790835
us_000585299,0.137957,0.791336
us_000530113,0.137957,0.791467
us_000580177,0.137957,0.792143
us_000596548,0.137957,0.794872
us_000596514,0.137957,0.794929
us_000595181,0.137957,0.802842
us_000544544,0.137957,0.805051
us_000542231,0.137957,0.806554
us_000572344,0.137957,0.806880
us_000531026,0.137957,0.807649
us_000594257,0.137957,0.808296
us_000575864,0.137957,0.808358
us_000595301,0.137957,0.808639
us_000590599,0.137957,0.818266
us_000590601,0.137957,0.820610
us_000590600,0.137957,0.820610
us_000567538,0.137957,0.820683
us_000578215,0.137957,0.822102
us_000590687,0.137957,0.827731
us_000530876,0.137957,0.832436
us_000556613,0.137957,0.843793
us_000575645,0.137957,0.853424
us_000560374,0.137957,0.910400
us_000464499,0.137957,1.018477
us_000505627,0.137957,1.025266
us_000480174,0.137957,1.096238
us_000531078,0.137957,1.111363
us_000622155,0.137957,1.226340
us_000462894,0.137957,1.302703
us_000621450,0.137957,1.314372
pr_001855291,0.135165,0.000000
pr_000745880,0.135165,0.000000
pr_001155477,0.135165,0.000000
pr_001776439,0.135165,0.000000
pr_001795498,0.135165,0.000000
us_000494499,0.135165,0.000000
pr_001042475,0.135165,0.000000
pr_001042707,0.135165,0.000000
us_000540321,0.135165,0.000000
us_000615341,0.135165,0.000000
us_000588132,0.135165,0.000000
us_000242711,0.135165,0.000019
us_000481724,0.135165,0.000152
us_000468585,0.135165,0.003544
us_000604201,0.135165,0.056452
us_000609402,0.135165,0.209193
us_000581574,0.135165,1.211032
pr_001164866,0.134867,0.000000
pr_000868265,0.134867,0.000000
pr_001017681,0.134867,0.000000
us_000522088,0.134867,0.000000
pr_002093363,0.134867,0.000000
pr_000709400,0.134867,0.000000
pr_000783925,0.134867,0.000000
pr_000204003,0.134867,0.000000
us_000473992,0.134867,0.000000
pr_000424572,0.134867,0.000000
pr_000399710,0.134867,0.000000
pr_000241426,0.134867,0.000000
pr_000784159,0.134867,0.000000
pr_000005528,0.134867,0.000000
pr_000416530,0.134867,0.000000
pr_000839365,0.134867,0.000000
pr_000008966,0.134867,0.000001
pr_000007066,0.134867,0.000001
pr_000619500,0.134867,0.000001
pr_000009278,0.134867,0.000001
pr_000785527,0.134867,0.000002
pr_000270913,0.134867,0.000002
pr_001660966,0.134867,0.000002
pr_000508754,0.134867,0.000002
pr_000006535,0.134867,0.000002
pr_000016688,0.134867,0.000003
pr_000425740,0.134867,0.000003
pr_000351273,0.134867,0.000005
pr_000378198,0.134867,0.000005
us_000507363,0.134867,0.000011
pr_000006278,0.134867,0.000013
pr_000009719,0.134867,0.000017
pr_000422416,0.134867,0.000037
us_000586178,0.134867,0.000037
pr_000772788,0.134867,0.000085
us_000516127,0.134867,0.000101
us_000589180,0.134867,0.000143
us_000574896,0.134867,0.000384
us_000612999,0.134867,0.001400
us_000620593,0.134867,0.003302
us_000561278,0.134867,0.004934
us_000383825,0.134867,0.025406
us_000506493,0.134867,0.040333
us_000614428,0.134867,0.070661
us_000605370,0.134867,0.165182
us_000549058,0.134867,1.091428
pr_001598884,0.132513,0.000000
us_000519931,0.132513,0.000000
us_000522817,0.132513,0.000000
us_000535312,0.132513,0.000000
pr_002115697,0.132513,0.000000
