Product ID : 2093 # of JPs covered : 1 : 122 : Municipal Law/Eminent Domain, 
pr_000789976,0.485186, 0.000000
pr_000973384,0.485186, 0.000000
us_000533029,0.485186, 0.000000
us_000543749,0.485186, 0.000000
us_000524381,0.485186, 0.000000
us_000514657,0.485186, 0.000000
pr_000667620,0.485186, 0.000000
pr_000735837,0.485186, 0.000000
pr_000758649,0.485186, 0.000000
pr_000712591,0.485186, 0.000000
pr_000981495,0.485186, 0.000000
pr_000947730,0.485186, 0.000000
pr_001589853,0.485186, 0.000000
pr_001094637,0.485186, 0.000000
pr_000583740,0.485186, 0.000000
pr_000720411,0.485186, 0.000000
pr_000924613,0.485186, 0.000000
pr_001584924,0.485186, 0.000000
pr_000969072,0.485186, 0.000000
pr_000769517,0.485186, 0.000000
pr_000913651,0.485186, 0.000000
pr_001738646,0.485186, 0.000000
pr_001588076,0.485186, 0.000000
pr_001594892,0.485186, 0.000000
pr_000712147,0.485186, 0.000000
pr_000716813,0.485186, 0.000000
pr_000571039,0.485186, 0.000000
pr_000839525,0.485186, 0.000000
pr_000361216,0.485186, 0.000000
pr_000761659,0.485186, 0.000000
pr_000883935,0.485186, 0.000000
pr_001030310,0.485186, 0.000000
pr_000292837,0.485186, 0.000000
pr_001008561,0.485186, 0.000000
pr_000715694,0.485186, 0.000000
pr_001397541,0.485186, 0.000000
pr_000829299,0.485186, 0.000000
pr_000690973,0.485186, 0.000000
pr_000770522,0.485186, 0.000000
pr_002081776,0.485186, 0.000000
pr_000761135,0.485186, 0.000000
pr_000978092,0.485186, 0.000000
pr_000872066,0.485186, 0.000000
pr_000642049,0.485186, 0.000000
pr_000968237,0.485186, 0.000000
pr_000877403,0.485186, 0.000003
pr_000971151,0.485186, 0.000003
us_000476036,0.485186, 0.000004
us_000580329,0.485186, 0.000004
pr_000636544,0.485186, 0.000006
us_000570374,0.485186, 0.000007
us_000579009,0.485186, 0.000009
pr_000848581,0.485186, 0.000032
us_000572242,0.485186, 0.000034
us_000593675,0.485186, 0.000034
us_000533452,0.485186, 0.000035
pr_000995099,0.485186, 0.000038
us_000558564,0.485186, 0.000052
pr_000668571,0.485186, 0.000074
pr_001588230,0.485186, 0.000083
us_000538564,0.485186, 0.000100
pr_001586557,0.485186, 0.000110
us_000557751,0.485186, 0.000122
us_000567261,0.485186, 0.000126
us_000470525,0.485186, 0.000181
us_000602890,0.485186, 0.000199
us_000575610,0.485186, 0.000241
pr_001834949,0.485186, 0.000703
us_000541657,0.485186, 0.000974
us_000467870,0.485186, 0.001157
us_000600592,0.485186, 0.001417
us_000599418,0.485186, 0.002310
us_000616936,0.485186, 0.002319
us_000616374,0.485186, 0.002383
us_000603699,0.485186, 0.002383
us_000598770,0.485186, 0.002383
us_000543750,0.485186, 0.002433
us_000598661,0.485186, 0.004229
us_000593646,0.485186, 0.004932
us_000613906,0.485186, 0.004932
us_000587545,0.485186, 0.005068
us_000549729,0.485186, 0.005120
us_000580910,0.485186, 0.005233
us_000526929,0.485186, 0.006011
us_000524353,0.485186, 0.006834
us_000592647,0.485186, 0.008645
pr_002152259,0.485186, 0.013222
us_000597712,0.485186, 0.013760
us_000595248,0.485186, 0.016080
us_000535722,0.485186, 0.029922
us_000605800,0.485186, 0.059103
us_000548993,0.485186, 0.060302
us_000578850,0.485186, 0.062557
us_000522177,0.485186, 0.063858
us_000587252,0.485186, 0.072339
pr_000913953,0.395492, 0.000000
pr_001586648,0.395492, 0.000000
pr_001721598,0.395492, 0.000000
pr_001412547,0.395492, 0.000000
pr_000291999,0.395492, 0.000000
pr_001595007,0.395492, 0.000000
pr_001711684,0.395492, 0.000000
pr_000971245,0.395492, 0.000010
pr_000709665,0.395492, 0.000031
us_000504605,0.395492, 1.051368
us_000526253,0.395492, 1.134148
us_000483993,0.395492, 1.281309
us_000559550,0.395492, 1.347567
us_000528569,0.395492, 1.365730
us_000514359,0.395492, 1.377385
us_000529384,0.395492, 1.491357
us_000509171,0.395492, 1.530842
us_000527179,0.395492, 1.530842
us_000513964,0.395492, 1.534242
us_000531022,0.395492, 1.570842
us_000508743,0.395492, 1.580854
us_000531082,0.395492, 1.585862
us_000511082,0.395492, 1.606000
us_000559854,0.395492, 1.612259
us_000494809,0.395492, 1.621982
us_000504756,0.395492, 1.626348
us_000527442,0.395492, 1.631619
us_000506909,0.395492, 1.643596
us_000551195,0.395492, 1.666076
us_000491171,0.395492, 1.675085
us_000460270,0.395492, 1.677563
us_000508826,0.395492, 1.684986
us_000613514,0.395492, 1.696131
us_000509659,0.395492, 1.707796
us_000521857,0.395492, 1.708032
us_000514230,0.395492, 1.710463
us_000594732,0.395492, 1.716877
us_000506756,0.395492, 1.758611
us_000525328,0.395492, 1.761907
us_000518708,0.395492, 1.769603
us_000527128,0.395492, 1.778436
us_000508861,0.395492, 1.780760
us_000551056,0.395492, 1.792082
us_000568410,0.395492, 1.805647
us_000564859,0.395492, 1.811782
us_000559262,0.395492, 1.818622
us_000526325,0.395492, 1.823615
us_000553919,0.395492, 1.831763
us_000565559,0.395492, 1.831763
us_000553918,0.395492, 1.831763
us_000508570,0.395492, 1.872176
us_000513440,0.395492, 1.876884
us_000508757,0.395492, 1.901421
us_000512691,0.395492, 1.901421
us_000612424,0.395492, 1.901421
us_000508840,0.395492, 1.901421
us_000496745,0.395492, 1.910607
us_000529342,0.395492, 1.914396
us_000485661,0.395492, 1.914619
us_000529413,0.395492, 1.927537
us_000510438,0.395492, 1.929581
us_000508931,0.395492, 1.942837
us_000569645,0.395492, 1.942837
us_000531024,0.395492, 1.954313
us_000497426,0.395492, 1.957465
us_000529745,0.395492, 1.964538
us_000508508,0.395492, 1.981918
pr_000585740,0.347139, 0.000000
us_000551628,0.347139, 0.000000
us_000475112,0.347139, 0.000000
us_000464291,0.347139, 0.000000
us_000505177,0.347139, 0.000000
us_000512875,0.347139, 0.000000
us_000424948,0.347139, 0.000000
us_000458989,0.347139, 0.000000
us_000489265,0.347139, 0.000000
us_000505555,0.347139, 0.000000
us_000458750,0.347139, 0.000000
us_000512310,0.347139, 0.000000
us_000467672,0.347139, 0.000000
us_000493729,0.347139, 0.000000
us_000488623,0.347139, 0.000000
us_000372375,0.347139, 0.000000
us_000409648,0.347139, 0.000083
us_000612504,0.347139, 0.000300
us_000488932,0.347139, 0.000477
us_000583209,0.347139, 0.002118
us_000496243,0.347139, 0.029207
us_000482535,0.347139, 0.029223
us_000490832,0.347139, 0.031352
us_000486460,0.347139, 0.031352
us_000485009,0.347139, 0.032872
us_000500628,0.347139, 0.038690
us_000507319,0.347139, 0.050348
us_000488754,0.347139, 0.055370
us_000489606,0.347139, 0.056640
us_000484286,0.347139, 0.056968
us_000557421,0.347139, 0.059777
us_000594499,0.347139, 0.059803
us_000586986,0.347139, 0.060130
us_000588789,0.347139, 0.060130
us_000472944,0.347139, 0.060130
us_000594452,0.347139, 0.060910
us_000589290,0.347139, 0.063483
us_000589294,0.347139, 0.063483
us_000585941,0.347139, 0.063797
us_000615164,0.347139, 0.065422
us_000585356,0.347139, 0.065775
us_000585310,0.347139, 0.065775
us_000575826,0.347139, 0.066390
us_000509702,0.347139, 0.066896
us_000581734,0.347139, 0.067610
pr_000897476,0.347139, 0.076865
pr_000298738,0.347139, 0.079335
pr_000294727,0.347139, 0.083150
pr_001124419,0.347139, 0.090422
pr_000218798,0.347139, 0.090531
pr_000998706,0.347139, 0.091005
pr_000944345,0.347139, 0.093603
pr_000939429,0.347139, 0.094324
pr_000164146,0.347139, 0.094352
pr_001101710,0.347139, 0.094352
pr_000634531,0.347139, 0.094352
pr_001018770,0.347139, 0.094352
pr_000874669,0.347139, 0.096976
pr_000176173,0.347139, 0.097660
pr_000736173,0.347139, 0.097660
pr_000877962,0.347139, 0.097660
pr_000177984,0.347139, 0.097660
pr_000233339,0.347139, 0.097660
pr_000706832,0.347139, 0.097660
pr_001013719,0.347139, 0.097660
pr_000714676,0.347139, 0.097660
pr_000981324,0.347139, 0.097811
pr_000996390,0.347139, 0.098354
pr_000887468,0.347139, 0.098354
pr_000884894,0.347139, 0.098382
pr_001012172,0.347139, 0.098382
pr_000738074,0.347139, 0.098382
pr_000210004,0.347139, 0.098382
pr_000294054,0.347139, 0.098382
pr_000832528,0.347139, 0.098382
pr_000880286,0.347139, 0.098382
pr_000176538,0.347139, 0.098382
pr_001013153,0.347139, 0.098382
pr_000166350,0.347139, 0.098382
pr_001019498,0.347139, 0.098491
pr_000163201,0.347139, 0.098491
pr_001017505,0.347139, 0.099507
pr_000905818,0.347139, 0.100457
pr_001062372,0.347139, 0.101077
pr_001062128,0.347139, 0.101105
pr_001006896,0.347139, 0.101105
pr_001400880,0.347139, 0.101761
pr_001020589,0.347139, 0.101789
pr_000903198,0.347139, 0.101789
pr_001060057,0.347139, 0.101789
pr_000972531,0.347139, 0.101789
pr_001017511,0.347139, 0.101789
pr_001014431,0.347139, 0.101789
pr_001017821,0.347139, 0.101789
pr_000729294,0.347139, 0.101789
pr_001116920,0.347139, 0.101789
pr_001012108,0.347139, 0.101789
pr_000704785,0.347139, 0.101789
pr_000977621,0.347139, 0.101789
pr_000886826,0.347139, 0.101789
pr_000943267,0.347139, 0.101789
pr_000167496,0.347139, 0.101789
pr_000972406,0.347139, 0.101789
pr_001642043,0.347139, 0.101789
pr_001060071,0.347139, 0.101789
pr_000748379,0.347139, 0.101789
pr_001013606,0.347139, 0.101898
pr_000164179,0.347139, 0.101940
pr_001132047,0.347139, 0.102483
pr_000891317,0.347139, 0.102483
pr_000990003,0.347139, 0.102483
pr_001013783,0.347139, 0.102483
pr_001013574,0.347139, 0.102511
pr_000748845,0.347139, 0.102511
pr_000996351,0.347139, 0.102511
pr_000886149,0.347139, 0.102511
pr_000996548,0.347139, 0.102511
pr_001013811,0.347139, 0.102511
pr_000219505,0.347139, 0.102511
pr_000526710,0.347139, 0.102511
pr_000719700,0.347139, 0.102511
pr_000163738,0.347139, 0.102511
pr_001010219,0.347139, 0.102511
pr_001058243,0.347139, 0.102511
pr_000959236,0.347139, 0.102511
pr_001017814,0.347139, 0.102511
pr_000539128,0.347139, 0.102511
pr_001013740,0.347139, 0.102511
pr_000161301,0.347139, 0.102511
pr_000860136,0.347139, 0.102511
pr_000638937,0.347139, 0.102511
pr_000843199,0.347139, 0.102511
pr_000293343,0.347139, 0.102511
pr_000853217,0.347139, 0.102511
pr_000163816,0.347139, 0.102511
pr_001059101,0.347139, 0.102511
pr_000545310,0.347139, 0.102511
pr_000499467,0.347139, 0.102511
pr_000945084,0.347139, 0.102511
pr_000692563,0.347139, 0.102511
pr_000756434,0.347139, 0.102511
pr_001012292,0.347139, 0.102511
pr_000294547,0.347139, 0.102511
pr_001011956,0.347139, 0.102511
pr_000976540,0.347139, 0.102511
pr_000958769,0.347139, 0.102511
pr_001074090,0.347139, 0.102511
pr_000163315,0.347139, 0.102511
pr_000635282,0.347139, 0.102511
pr_000164159,0.347139, 0.102511
pr_000719683,0.347139, 0.102511
pr_000821298,0.347139, 0.102511
pr_000293361,0.347139, 0.102511
pr_000998112,0.347139, 0.102511
pr_000708551,0.347139, 0.102511
pr_000295786,0.347139, 0.102511
pr_001018069,0.347139, 0.102511
pr_001057690,0.347139, 0.102511
pr_000163514,0.347139, 0.102511
pr_001017763,0.347139, 0.102511
pr_000163764,0.347139, 0.102511
pr_000719694,0.347139, 0.102511
pr_000881347,0.347139, 0.102511
pr_000949666,0.347139, 0.102511
pr_000294327,0.347139, 0.102511
pr_000163559,0.347139, 0.102511
pr_000998036,0.347139, 0.102511
pr_000707265,0.347139, 0.102511
pr_000163716,0.347139, 0.102511
pr_000722572,0.347139, 0.102511
pr_001007837,0.347139, 0.102511
pr_000995989,0.347139, 0.102511
pr_000545584,0.347139, 0.102511
pr_000738113,0.347139, 0.102511
pr_001002739,0.347139, 0.102511
pr_001107505,0.347139, 0.102620
pr_001395617,0.347139, 0.102674
pr_001010232,0.347139, 0.104420
pr_001060790,0.347139, 0.113961
pr_001945386,0.193038, 0.000002
us_000484811,0.193038, 0.000032
us_000514615,0.193038, 0.000391
pr_000638958,0.193038, 0.044992
pr_000749006,0.193038, 0.044992
pr_000710343,0.193038, 0.044992
pr_000748251,0.193038, 0.044992
pr_000295962,0.193038, 0.044992
pr_000622176,0.193038, 0.044992
pr_000749228,0.193038, 0.044992
pr_000738081,0.193038, 0.044992
pr_000446557,0.193038, 0.044992
pr_000293767,0.193038, 0.044992
pr_000620328,0.193038, 0.045035
pr_000294684,0.193038, 0.047831
pr_000502233,0.193038, 0.047841
pr_001067369,0.193038, 0.047846
pr_000836422,0.193038, 0.047846
pr_001697029,0.193038, 0.047846
pr_000642768,0.193038, 0.047860
pr_001625409,0.193038, 0.047920
pr_001964977,0.193038, 0.047932
pr_002176276,0.193038, 0.047932
pr_000294515,0.193038, 0.047932
pr_000293889,0.193038, 0.047932
pr_000628596,0.193038, 0.047932
pr_000966481,0.193038, 0.047937
pr_000446224,0.193038, 0.047937
pr_000293818,0.193038, 0.047937
pr_001056820,0.193038, 0.047937
pr_001602609,0.193038, 0.047937
pr_000734047,0.193038, 0.047937
pr_001077054,0.193038, 0.047937
pr_001061831,0.193038, 0.047937
pr_000717996,0.193038, 0.047937
pr_001070192,0.193038, 0.047937
pr_000619730,0.193038, 0.047937
pr_000749301,0.193038, 0.047937
pr_000749162,0.193038, 0.047937
pr_001007092,0.193038, 0.047937
pr_000624757,0.193038, 0.047937
pr_002129181,0.193038, 0.047937
pr_000619133,0.193038, 0.047937
pr_001061039,0.193038, 0.047937
pr_001010766,0.193038, 0.047937
pr_000295611,0.193038, 0.047937
pr_000624969,0.193038, 0.047937
pr_000623147,0.193038, 0.047937
pr_000880278,0.193038, 0.047937
pr_000297689,0.193038, 0.047937
pr_000755120,0.193038, 0.047937
pr_000749260,0.193038, 0.047937
pr_000638950,0.193038, 0.047937
pr_002052862,0.193038, 0.048093
pr_002173089,0.193038, 0.048093
pr_000624952,0.193038, 0.048093
pr_001062942,0.193038, 0.048093
pr_000957825,0.193038, 0.048093
pr_002170321,0.193038, 0.048093
pr_000295869,0.193038, 0.050655
pr_001701000,0.193038, 0.050708
pr_001682636,0.193038, 0.050890
pr_001657932,0.193038, 0.050890
pr_000445636,0.193038, 0.050890
pr_001982496,0.193038, 0.050890
pr_001073979,0.193038, 0.050890
pr_001060006,0.193038, 0.050893
pr_000749274,0.193038, 0.050934
pr_001389445,0.193038, 0.050961
pr_001013615,0.193038, 0.050977
pr_001964218,0.193038, 0.050977
pr_000445573,0.193038, 0.050977
pr_002156140,0.193038, 0.050977
pr_001957977,0.193038, 0.050977
pr_002065577,0.193038, 0.050977
pr_001164025,0.193038, 0.050977
pr_000843899,0.193038, 0.050977
pr_000748031,0.193038, 0.050977
pr_000749123,0.193038, 0.050977
pr_001994073,0.193038, 0.050977
pr_002170322,0.193038, 0.050977
pr_001012798,0.193038, 0.050977
pr_002136172,0.193038, 0.050977
pr_001409805,0.193038, 0.050977
pr_002196038,0.193038, 0.050977
pr_002193536,0.193038, 0.050977
pr_000891504,0.193038, 0.050977
pr_000294464,0.193038, 0.050977
pr_001389549,0.193038, 0.050977
pr_000293881,0.193038, 0.050980
pr_001014235,0.193038, 0.050980
pr_000443700,0.193038, 0.050982
pr_001020541,0.193038, 0.050982
pr_000295740,0.193038, 0.050982
pr_000945834,0.193038, 0.050982
pr_001988973,0.193038, 0.050982
pr_001056433,0.193038, 0.050982
pr_001012326,0.193038, 0.050982
pr_000748246,0.193038, 0.050982
pr_000228989,0.193038, 0.050982
pr_000748264,0.193038, 0.050982
pr_001830766,0.193038, 0.050982
pr_000446659,0.193038, 0.050982
pr_000734701,0.193038, 0.050982
pr_000624658,0.193038, 0.050982
pr_000840871,0.193038, 0.050982
pr_000749294,0.193038, 0.050982
pr_001135398,0.193038, 0.050982
pr_001061060,0.193038, 0.050982
pr_001062502,0.193038, 0.050982
pr_001647199,0.193038, 0.050982
pr_000946317,0.193038, 0.050982
pr_001060262,0.193038, 0.050982
pr_000444899,0.193038, 0.050982
pr_000861129,0.193038, 0.050982
pr_000624688,0.193038, 0.050982
pr_001950962,0.193038, 0.050982
pr_001057393,0.193038, 0.050982
pr_000748113,0.193038, 0.050982
pr_001705756,0.193038, 0.050982
pr_001590863,0.193038, 0.050982
pr_001391426,0.193038, 0.050982
pr_000446101,0.193038, 0.050982
pr_000621267,0.193038, 0.050982
pr_000295516,0.193038, 0.050982
pr_000704769,0.193038, 0.050982
pr_000445905,0.193038, 0.050982
pr_000749132,0.193038, 0.050982
pr_001058041,0.193038, 0.050982
pr_000890154,0.193038, 0.050982
pr_001122912,0.193038, 0.050982
pr_001110883,0.193038, 0.050982
pr_001061047,0.193038, 0.050982
pr_000445821,0.193038, 0.050982
pr_001152210,0.193038, 0.050982
pr_000293710,0.193038, 0.050982
pr_000622261,0.193038, 0.050982
pr_001000147,0.193038, 0.050982
pr_000715908,0.193038, 0.050982
pr_001057894,0.193038, 0.050982
pr_000734865,0.193038, 0.050982
pr_001766686,0.193038, 0.050982
pr_000978513,0.193038, 0.050982
pr_000748295,0.193038, 0.050982
pr_000620189,0.193038, 0.050982
pr_000835210,0.193038, 0.050982
pr_000748133,0.193038, 0.050982
pr_000851017,0.193038, 0.050982
pr_001059137,0.193038, 0.050982
pr_001060202,0.193038, 0.050982
pr_001059687,0.193038, 0.050982
pr_001061167,0.193038, 0.050982
pr_001017832,0.193038, 0.050982
pr_000829447,0.193038, 0.050982
pr_000622688,0.193038, 0.050982
pr_000622682,0.193038, 0.050982
pr_000700026,0.193038, 0.050982
pr_000164576,0.193038, 0.050982
pr_002117391,0.193038, 0.050982
pr_000747203,0.193038, 0.050982
pr_001017837,0.193038, 0.050982
pr_001059125,0.193038, 0.050982
pr_000164432,0.193038, 0.050982
pr_000828811,0.193038, 0.050982
pr_000624906,0.193038, 0.050982
pr_001074344,0.193038, 0.050982
pr_001077105,0.193038, 0.050982
pr_001767945,0.193038, 0.050982
pr_001626770,0.193038, 0.050982
pr_001014377,0.193038, 0.050982
pr_000627241,0.193038, 0.050982
pr_000880320,0.193038, 0.050982
pr_000749058,0.193038, 0.050982
pr_002060870,0.193038, 0.050982
pr_002112893,0.193038, 0.050982
pr_001975613,0.193038, 0.050982
pr_001059261,0.193038, 0.050982
pr_000295131,0.193038, 0.050982
pr_001059756,0.193038, 0.050982
pr_000944592,0.193038, 0.050982
pr_000748343,0.193038, 0.050982
pr_000502565,0.193038, 0.051035
pr_000226192,0.193038, 0.051133
pr_001011755,0.193038, 0.051133
pr_001138491,0.193038, 0.051137
pr_000617778,0.193038, 0.051137
pr_000749327,0.193038, 0.051137
pr_001110225,0.193038, 0.051463
pr_000749242,0.193038, 0.051463
pr_000624934,0.193038, 0.051632
pr_000939677,0.193038, 0.051637
pr_001074642,0.193038, 0.051711
pr_000815993,0.193038, 0.051788
pr_001059786,0.193038, 0.052363
pr_001106827,0.193038, 0.052524
pr_000900182,0.193038, 0.052859
pr_000293658,0.193038, 0.053802
pr_000945476,0.193038, 0.053945
pr_000293415,0.193038, 0.054021
pr_000294069,0.193038, 0.054023
pr_000446641,0.193038, 0.054034
pr_000725153,0.193038, 0.054034
pr_000748242,0.193038, 0.054034
pr_000996387,0.193038, 0.054034
pr_000826603,0.193038, 0.054035
pr_001617561,0.193038, 0.054077
pr_000748030,0.193038, 0.054077
pr_000164195,0.193038, 0.054107
pr_001597763,0.193038, 0.054120
pr_000747178,0.193038, 0.054120
pr_000903383,0.193038, 0.054120
pr_000900789,0.193038, 0.054120
pr_001064706,0.193038, 0.054120
pr_001597979,0.193038, 0.054120
pr_000295245,0.193038, 0.054120
pr_001059073,0.193038, 0.054120
pr_000624727,0.193038, 0.054120
pr_000619718,0.193038, 0.054120
pr_001625314,0.193038, 0.054120
pr_001617552,0.193038, 0.054120
pr_000748141,0.193038, 0.054120
pr_000295272,0.193038, 0.054120
pr_000937508,0.193038, 0.054120
pr_001158677,0.193038, 0.054120
pr_001398540,0.193038, 0.054120
pr_001109098,0.193038, 0.054123
pr_001392064,0.193038, 0.054124
pr_000697965,0.193038, 0.054124
pr_002166868,0.193038, 0.054125
pr_001000022,0.193038, 0.054125
pr_000482629,0.193038, 0.054125
pr_001953168,0.193038, 0.054125
pr_000985117,0.193038, 0.054125
pr_002184089,0.193038, 0.054125
pr_002198221,0.193038, 0.054125
pr_001119200,0.193038, 0.054125
pr_000163655,0.193038, 0.054125
pr_002053957,0.193038, 0.054125
pr_000622686,0.193038, 0.054125
pr_001869308,0.193038, 0.054125
pr_000996608,0.193038, 0.054125
pr_000726704,0.193038, 0.054125
pr_000623046,0.193038, 0.054125
pr_000859358,0.193038, 0.054125
pr_002076006,0.193038, 0.054125
pr_001769370,0.193038, 0.054125
pr_000618078,0.193038, 0.054125
pr_000623143,0.193038, 0.054125
pr_001950083,0.193038, 0.054125
pr_001062737,0.193038, 0.054125
pr_001696662,0.193038, 0.054125
pr_000739868,0.193038, 0.054125
pr_000294257,0.193038, 0.054125
pr_002100155,0.193038, 0.054125
pr_001077071,0.193038, 0.054125
pr_000831431,0.193038, 0.054125
pr_001020077,0.193038, 0.054125
pr_001400886,0.193038, 0.054125
pr_001619673,0.193038, 0.054125
pr_001061028,0.193038, 0.054125
pr_001059171,0.193038, 0.054125
pr_001735812,0.193038, 0.054125
pr_000753317,0.193038, 0.054125
pr_000989829,0.193038, 0.054125
pr_001003630,0.193038, 0.054125
pr_000975171,0.193038, 0.054125
pr_000295258,0.193038, 0.054125
pr_000895328,0.193038, 0.054125
pr_001018514,0.193038, 0.054125
pr_001134447,0.193038, 0.054125
pr_000861923,0.193038, 0.054125
pr_000838517,0.193038, 0.054125
pr_001857918,0.193038, 0.054125
pr_001059668,0.193038, 0.054125
pr_000747151,0.193038, 0.054125
pr_001733307,0.193038, 0.054125
pr_001074256,0.193038, 0.054125
pr_000710244,0.193038, 0.054125
pr_000835023,0.193038, 0.054125
pr_001060826,0.193038, 0.054125
pr_000898936,0.193038, 0.054125
pr_002117381,0.193038, 0.054125
pr_001644131,0.193038, 0.054125
pr_000998160,0.193038, 0.054125
pr_000737754,0.193038, 0.054125
pr_001767718,0.193038, 0.054125
pr_002139344,0.193038, 0.054125
pr_001593736,0.193038, 0.054125
pr_000936653,0.193038, 0.054125
pr_000956035,0.193038, 0.054125
pr_001007587,0.193038, 0.054125
pr_001007575,0.193038, 0.054125
pr_000295420,0.193038, 0.054125
pr_001059980,0.193038, 0.054125
pr_001004593,0.193038, 0.054125
pr_000843586,0.193038, 0.054125
pr_000989426,0.193038, 0.054125
pr_001596051,0.193038, 0.054125
pr_000163978,0.193038, 0.054125
pr_001915696,0.193038, 0.054125
pr_000298646,0.193038, 0.054125
pr_000199262,0.193038, 0.054125
pr_001910123,0.193038, 0.054125
pr_002052218,0.193038, 0.054125
pr_000842788,0.193038, 0.054125
pr_001950911,0.193038, 0.054125
pr_000996391,0.193038, 0.054125
pr_001060238,0.193038, 0.054125
pr_000725063,0.193038, 0.054125
pr_001625513,0.193038, 0.054125
pr_000755466,0.193038, 0.054125
pr_001020174,0.193038, 0.054125
pr_001625398,0.193038, 0.054125
pr_000900965,0.193038, 0.054125
pr_000442943,0.193038, 0.054125
pr_000887387,0.193038, 0.054125
pr_001018076,0.193038, 0.054125
pr_001958137,0.193038, 0.054125
pr_000949377,0.193038, 0.054125
pr_000617777,0.193038, 0.054125
pr_002169439,0.193038, 0.054125
pr_000452026,0.193038, 0.054125
pr_001012174,0.193038, 0.054125
pr_001121997,0.193038, 0.054125
pr_000901134,0.193038, 0.054125
pr_002059281,0.193038, 0.054125
pr_001670907,0.193038, 0.054125
pr_001074291,0.193038, 0.054125
pr_002124743,0.193038, 0.054125
pr_002190482,0.193038, 0.054125
pr_000951491,0.193038, 0.054125
pr_000537808,0.193038, 0.054125
pr_000892992,0.193038, 0.054125
pr_001829967,0.193038, 0.054125
pr_000956797,0.193038, 0.054125
pr_000982844,0.193038, 0.054125
pr_002195945,0.193038, 0.054125
pr_001062535,0.193038, 0.054125
pr_000436941,0.193038, 0.054125
pr_000624950,0.193038, 0.054125
pr_002075814,0.193038, 0.054125
pr_001389512,0.193038, 0.054125
pr_002241498,0.193038, 0.054125
pr_000445362,0.193038, 0.054125
pr_000641990,0.193038, 0.054125
pr_001705312,0.193038, 0.054125
pr_001860574,0.193038, 0.054125
pr_000444912,0.193038, 0.054125
pr_001060320,0.193038, 0.054125
pr_002072973,0.193038, 0.054125
pr_000166310,0.193038, 0.054125
pr_001012092,0.193038, 0.054125
pr_000445829,0.193038, 0.054125
pr_000444852,0.193038, 0.054125
pr_000460972,0.193038, 0.054125
pr_001061819,0.193038, 0.054125
pr_001062773,0.193038, 0.054125
pr_000996484,0.193038, 0.054125
pr_000624718,0.193038, 0.054125
pr_001060930,0.193038, 0.054125
pr_000996421,0.193038, 0.054125
pr_000445597,0.193038, 0.054125
pr_001059610,0.193038, 0.054125
pr_001060344,0.193038, 0.054125
pr_000861739,0.193038, 0.054125
pr_000293389,0.193038, 0.054125
pr_000998149,0.193038, 0.054125
pr_001003644,0.193038, 0.054125
pr_001056035,0.193038, 0.054125
pr_001733386,0.193038, 0.054125
pr_000956055,0.193038, 0.054125
pr_001642147,0.193038, 0.054125
pr_000293543,0.193038, 0.054125
pr_000958176,0.193038, 0.054125
pr_001696339,0.193038, 0.054125
pr_001017872,0.193038, 0.054125
pr_001007487,0.193038, 0.054125
pr_000879412,0.193038, 0.054125
pr_001059667,0.193038, 0.054125
pr_002076922,0.193038, 0.054125
pr_000294647,0.193038, 0.054125
pr_001945142,0.193038, 0.054125
pr_001074319,0.193038, 0.054125
pr_000830395,0.193038, 0.054125
pr_002061985,0.193038, 0.054125
pr_000214933,0.193038, 0.054125
pr_000730153,0.193038, 0.054125
pr_001114340,0.193038, 0.054125
pr_002157468,0.193038, 0.054125
pr_000295730,0.193038, 0.054125
pr_000619226,0.193038, 0.054125
pr_001390786,0.193038, 0.054125
pr_002067496,0.193038, 0.054125
pr_000958559,0.193038, 0.054125
pr_000709955,0.193038, 0.054125
pr_002138358,0.193038, 0.054125
pr_000963752,0.193038, 0.054125
pr_001007819,0.193038, 0.054125
pr_001017766,0.193038, 0.054125
pr_000163507,0.193038, 0.054125
pr_000446577,0.193038, 0.054125
pr_000954399,0.193038, 0.054125
pr_000831608,0.193038, 0.054125
pr_000298840,0.193038, 0.054125
pr_002231469,0.193038, 0.054125
pr_000293286,0.193038, 0.054125
pr_001874739,0.193038, 0.054125
pr_000891708,0.193038, 0.054125
pr_002103068,0.193038, 0.054125
pr_000163398,0.193038, 0.054125
pr_000446381,0.193038, 0.054125
pr_000654137,0.193038, 0.054125
pr_001059169,0.193038, 0.054125
pr_000163329,0.193038, 0.054125
pr_002173055,0.193038, 0.054125
pr_001061065,0.193038, 0.054125
pr_001061062,0.193038, 0.054125
pr_002176669,0.193038, 0.054125
pr_000902388,0.193038, 0.054125
pr_000446390,0.193038, 0.054125
pr_000298882,0.193038, 0.054125
pr_000879961,0.193038, 0.054125
pr_000829526,0.193038, 0.054125
pr_000293393,0.193038, 0.054125
pr_000948274,0.193038, 0.054125
pr_000903945,0.193038, 0.054125
pr_000445915,0.193038, 0.054125
pr_000954693,0.193038, 0.054125
pr_000293428,0.193038, 0.054125
pr_001399981,0.193038, 0.054125
pr_002202508,0.193038, 0.054125
pr_001152207,0.193038, 0.054125
pr_001060043,0.193038, 0.054125
pr_001103811,0.193038, 0.054125
pr_001062624,0.193038, 0.054125
pr_001988078,0.193038, 0.054125
pr_002200700,0.193038, 0.054125
pr_000749087,0.193038, 0.054125
pr_002183398,0.193038, 0.054125
pr_001950922,0.193038, 0.054125
pr_001830262,0.193038, 0.054125
pr_002130175,0.193038, 0.054125
