Product ID : 2108 JPs covered : 248 : Accounting-Audit/Assurance Only, 
us_000590766,0.849345, 0.383587
us_000498125,0.849345, 0.383587
us_000590780,0.849345, 0.383587
us_000590517,0.849345, 0.383587
us_000574973,0.849345, 0.383587
us_000590639,0.849345, 0.383587
us_000590847,0.849345, 0.383587
us_000590676,0.849345, 0.383587
us_000590613,0.849345, 0.383587
us_000590751,0.849345, 0.383587
us_000584633,0.849345, 0.383587
us_000575789,0.849345, 0.383587
us_000590794,0.849345, 0.383587
us_000474157,0.849345, 0.383858
us_000595301,0.849345, 0.384102
us_000538444,0.849345, 0.384960
us_000541315,0.849345, 0.385023
us_000562260,0.849345, 0.385023
us_000563989,0.849345, 0.385117
us_000518565,0.849345, 0.385570
us_000553384,0.849345, 0.385570
us_000540021,0.849345, 0.386923
us_000529722,0.849345, 0.386923
us_000505769,0.849345, 0.389301
us_000528835,0.849345, 0.391079
us_000493882,0.849345, 0.397766
us_000490319,0.849345, 0.398568
us_000497919,0.849345, 0.398568
us_000560374,0.849345, 0.398568
us_000480174,0.849345, 0.398568
us_000489647,0.849345, 0.398568
us_000540083,0.849345, 0.398649
us_000499546,0.849345, 0.399644
us_000544496,0.849345, 0.399644
us_000469786,0.849345, 0.401210
us_000597069,0.849345, 0.403576
us_000484340,0.849345, 0.404949
us_000461934,0.849345, 0.405733
us_000483798,0.849345, 0.408227
us_000531487,0.849345, 0.409677
us_000525670,0.849345, 0.409677
us_000466853,0.849345, 0.409687
us_000484444,0.849345, 0.411793
us_000478110,0.849345, 0.417100
us_000469444,0.849345, 0.417100
us_000470346,0.849345, 0.417100
us_000464333,0.849345, 0.419320
us_000485605,0.849345, 0.419959
us_000527007,0.849345, 0.420278
us_000466122,0.849345, 0.439406
us_000492337,0.849345, 0.439406
us_000485682,0.849345, 0.439406
us_000473474,0.849345, 0.442314
us_000474395,0.849345, 0.442314
us_000485554,0.849345, 0.460006
us_000478635,0.849345, 0.469500
us_000544943,0.849345, 1.313546
us_000529792,0.705991, 0.000305
us_000539280,0.705991, 0.004596
us_000557629,0.705991, 0.263236
us_000525854,0.705991, 0.283607
us_000528898,0.705991, 0.307416
us_000542227,0.705991, 0.314083
us_000563768,0.705991, 0.320830
us_000563769,0.705991, 0.320830
us_000563770,0.705991, 0.320830
us_000492265,0.705991, 0.325924
us_000532475,0.705991, 0.327656
us_000528839,0.705991, 0.327656
us_000541223,0.705991, 0.327656
us_000518905,0.705991, 0.327656
us_000500927,0.705991, 0.332987
us_000512178,0.705991, 0.334301
us_000508819,0.705991, 0.334560
us_000508598,0.705991, 0.334560
us_000538285,0.705991, 0.334560
us_000505903,0.705991, 0.334560
us_000505876,0.705991, 0.334560
us_000540822,0.705991, 0.334560
us_000505882,0.705991, 0.334560
us_000505858,0.705991, 0.334560
us_000537061,0.705991, 0.334560
us_000508675,0.705991, 0.334560
us_000506115,0.705991, 0.334560
us_000527419,0.705991, 0.339130
us_000583869,0.705991, 0.340129
us_000517868,0.705991, 0.340371
us_000500783,0.705991, 0.341248
us_000557231,0.705991, 0.356906
us_000518197,0.705991, 0.356906
us_000584364,0.705991, 0.356906
us_000539905,0.705991, 0.358155
us_000561969,0.271901, 0.162842
us_000530983,0.271901, 0.172442
us_000513078,0.271901, 0.173542
us_000593409,0.271901, 0.175630
us_000573308,0.271901, 0.178393
us_000535556,0.271901, 0.178620
us_000576564,0.271901, 0.178620
us_000594257,0.271901, 0.178620
us_000531756,0.271901, 0.178620
us_000565158,0.271901, 0.179705
us_000538312,0.271901, 0.182512
us_000546429,0.271901, 0.183062
us_000529509,0.271901, 0.183619
us_000614949,0.271901, 0.183619
us_000500886,0.271901, 0.183619
us_000523280,0.271901, 0.183619
us_000520363,0.271901, 0.183619
us_000582409,0.271901, 0.183619
us_000512180,0.271901, 0.185928
us_000576845,0.271901, 0.186793
us_000582602,0.271901, 0.188361
us_000562735,0.271901, 0.188989
us_000594763,0.271901, 0.188989
us_000537648,0.271901, 0.194848
us_000535637,0.271901, 0.194848
us_000538722,0.271901, 0.194848
us_000574931,0.271901, 0.194848
us_000550682,0.271901, 0.194848
us_000544447,0.271901, 0.194848
us_000496710,0.271901, 0.194848
us_000535660,0.271901, 0.194848
us_000531083,0.271901, 0.194848
us_000491602,0.271901, 0.196947
us_000541977,0.271901, 0.199768
us_000531685,0.271901, 0.199768
us_000517608,0.271901, 0.199768
us_000593212,0.271901, 0.199768
us_000559410,0.271901, 0.199768
us_000523608,0.271901, 0.199768
us_000586409,0.271901, 0.199768
us_000541756,0.271901, 0.199768
us_000533200,0.271901, 0.199768
us_000499366,0.271901, 0.199768
us_000531207,0.271901, 0.199768
us_000559403,0.271901, 0.199768
us_000531887,0.271901, 0.199768
us_000508091,0.271901, 0.200303
us_000498464,0.271901, 0.200972
us_000529754,0.271901, 0.204767
us_000564081,0.271901, 0.204767
us_000508056,0.271901, 0.204767
us_000613665,0.271901, 0.204767
us_000595099,0.271901, 0.204767
us_000581749,0.271901, 0.204767
us_000542602,0.271901, 0.204767
us_000599517,0.271901, 0.204767
us_000561045,0.271901, 0.204767
us_000531074,0.271901, 0.204767
us_000593988,0.271901, 0.204767
us_000587032,0.271901, 0.204767
us_000492270,0.271901, 0.204767
us_000545775,0.271901, 0.204767
us_000588426,0.271901, 0.204767
us_000531069,0.271901, 0.204767
us_000531060,0.271901, 0.204767
us_000529984,0.271901, 0.204767
us_000526198,0.271901, 0.204767
us_000533191,0.271901, 0.204767
us_000545673,0.271901, 0.204767
us_000588486,0.271901, 0.204767
us_000595097,0.271901, 0.204767
us_000534499,0.271901, 0.204767
us_000518952,0.271901, 0.204767
us_000562622,0.271901, 0.204767
us_000560554,0.271901, 0.204767
us_000564080,0.271901, 0.204767
us_000526233,0.271901, 0.204767
us_000587343,0.271901, 0.205916
pr_001127024,0.271901, 0.215775
us_000529751,0.271901, 0.219765
us_000588485,0.271901, 0.225023
pr_001159276,0.271901, 0.225554
pr_001124797,0.271901, 0.225554
us_000518334,0.271901, 0.248364
us_000492283,0.271901, 0.253363
us_000460814,0.271901, 0.257029
us_000463568,0.271901, 0.277372
