Product ID : 2109 # of JPs covered : 1 : 292 : Healthcare Compliance, 
us_000533067,0.133173, 0.045838
us_000546699,0.133173, 0.045838
us_000546700,0.133173, 0.045838
us_000517665,0.133173, 0.045838
us_000498740,0.133173, 0.045838
us_000491054,0.133173, 0.045838
us_000501086,0.133173, 0.045998
us_000542370,0.133173, 0.045998
us_000513276,0.133173, 0.046116
us_000482658,0.133173, 0.046243
us_000529312,0.133173, 0.046379
us_000523321,0.133173, 0.046379
us_000514058,0.133173, 0.046379
us_000523323,0.133173, 0.046379
us_000542670,0.133173, 0.046379
us_000540647,0.133173, 0.046614
us_000543171,0.133173, 0.047044
us_000559114,0.133173, 0.047044
us_000482391,0.133173, 0.047044
us_000495764,0.133173, 0.047044
us_000557040,0.133173, 0.047044
us_000479436,0.133173, 0.047044
us_000517480,0.133173, 0.047044
us_000532386,0.133173, 0.047044
us_000556285,0.133173, 0.047044
us_000510857,0.133173, 0.047044
us_000551041,0.133173, 0.047044
us_000523197,0.133173, 0.047044
us_000551071,0.133173, 0.047044
us_000561938,0.133173, 0.047044
us_000532399,0.133173, 0.047044
us_000532393,0.133173, 0.047044
us_000534753,0.133173, 0.047044
us_000559099,0.133173, 0.047044
us_000542584,0.133173, 0.047044
us_000529074,0.133173, 0.047044
us_000504582,0.133173, 0.048161
us_000467829,0.133173, 0.049336
pr_000654222,0.133173, 0.049699
us_000465862,0.133173, 0.049827
us_000459334,0.133173, 0.051400
us_000512008,0.133173, 0.052464
us_000496067,0.133173, 0.053478
us_000526617,0.133173, 0.056510
us_000465681,0.133173, 0.069084
us_000497743,0.133173, 0.071079
us_000505920,0.133173, 0.076354
us_000534780,0.133173, 0.084650
us_000598307,0.133173, 0.085990
us_000469636,0.133173, 0.123592
us_000498544,0.133173, 0.214190
us_000474747,0.133173, 0.381592
us_000375321,0.133173, 0.387197
us_000352451,0.133173, 0.453572
us_000476620,0.119144, 0.086807
us_000503869,0.119144, 0.089991
us_000595948,0.119144, 0.094058
us_000192040,0.119144, 0.094800
us_000474128,0.119144, 0.097918
us_000501372,0.119144, 0.099483
us_000467123,0.119144, 0.099955
us_000266847,0.119144, 0.100867
us_000494251,0.119144, 0.107115
us_000555601,0.119144, 0.109308
us_000576100,0.119144, 0.109412
us_000554743,0.119144, 0.109615
us_000465209,0.119144, 0.112619
us_000511981,0.119144, 0.113259
us_000572167,0.119144, 0.113264
us_000520123,0.119144, 0.114294
us_000374588,0.119144, 0.114697
us_000198547,0.119144, 0.115897
us_000525703,0.119144, 0.116109
us_000527941,0.119144, 0.116109
pr_001703778,0.119144, 0.116363
us_000575865,0.119144, 0.119108
us_000575214,0.119144, 0.119751
us_000575231,0.119144, 0.119791
us_000058796,0.119144, 0.120389
us_000495146,0.119144, 0.120904
us_000461312,0.119144, 0.121436
us_000198988,0.119144, 0.121682
us_000461882,0.119144, 0.121684
us_000495164,0.119144, 0.122069
us_000469589,0.119144, 0.122184
us_000543008,0.119144, 0.124808
us_000470594,0.119144, 0.124808
us_000565429,0.119144, 0.125051
us_000533806,0.119144, 0.125500
us_000489589,0.119144, 0.125513
us_000536500,0.119144, 0.125777
us_000498035,0.119144, 0.126287
us_000499876,0.119144, 0.126453
us_000514221,0.119144, 0.126548
us_000470461,0.119144, 0.126842
us_000473635,0.119144, 0.126973
pr_001005444,0.119144, 0.126983
us_000549836,0.119144, 0.127011
us_000536343,0.119144, 0.127027
us_000404245,0.119144, 0.127471
us_000524286,0.119144, 0.127726
us_000497655,0.119144, 0.127758
us_000507980,0.119144, 0.127767
us_000553656,0.119144, 0.127821
us_000524132,0.119144, 0.128085
us_000565122,0.119144, 0.128366
us_000574629,0.119144, 0.128366
us_000581456,0.119144, 0.128766
us_000267746,0.119144, 0.128994
us_000473998,0.119144, 0.129140
us_000541697,0.119144, 0.129238
us_000556277,0.119144, 0.129440
us_000579052,0.119144, 0.129449
us_000592898,0.119144, 0.129449
us_000592903,0.119144, 0.129449
us_000580313,0.119144, 0.129449
us_000592213,0.119144, 0.129449
us_000581813,0.119144, 0.129449
us_000520409,0.119144, 0.129470
us_000511522,0.119144, 0.129542
us_000498031,0.119144, 0.129796
us_000519662,0.119144, 0.130159
us_000473045,0.119144, 0.130197
us_000473727,0.119144, 0.130332
us_000467625,0.119144, 0.130482
us_000547542,0.119144, 0.131493
us_000558180,0.119144, 0.131834
us_000571521,0.119144, 0.131964
us_000465110,0.119144, 0.132333
us_000564965,0.119144, 0.132530
us_000502450,0.119144, 0.132632
us_000494342,0.119144, 0.132926
us_000513615,0.119144, 0.133021
us_000112467,0.119144, 0.133238
us_000479315,0.119144, 0.133263
us_000572470,0.119144, 0.133343
us_000523443,0.119144, 0.133575
us_000568174,0.119144, 0.133632
us_000474155,0.119144, 0.134027
us_000470166,0.119144, 0.134027
us_000179852,0.119144, 0.134144
us_000495289,0.119144, 0.134548
us_000549727,0.119144, 0.134602
us_000467088,0.119144, 0.134652
us_000517992,0.119144, 0.135002
us_000540747,0.119144, 0.135263
us_000590936,0.119144, 0.135286
us_000473353,0.119144, 0.135323
us_000596152,0.119144, 0.135364
us_000247600,0.119144, 0.135678
us_000517968,0.119144, 0.135678
us_000517698,0.119144, 0.135678
us_000469089,0.119144, 0.135867
us_000484235,0.119144, 0.135900
us_000509508,0.119144, 0.135939
us_000573203,0.119144, 0.136034
pr_000187900,0.119144, 0.136173
us_000470107,0.119144, 0.136260
us_000536728,0.119144, 0.136414
us_000525654,0.119144, 0.136582
us_000519617,0.119144, 0.137291
us_000511574,0.119144, 0.137384
us_000533337,0.119144, 0.137510
us_000568086,0.119144, 0.137544
us_000497890,0.119144, 0.137630
us_000534103,0.119144, 0.137687
us_000534101,0.119144, 0.137687
us_000534078,0.119144, 0.137687
us_000502268,0.119144, 0.138045
us_000564258,0.119144, 0.138064
us_000557059,0.119144, 0.138184
us_000473524,0.119144, 0.138184
us_000466637,0.119144, 0.138202
us_000587423,0.119144, 0.138211
us_000479285,0.119144, 0.138543
us_000466400,0.119144, 0.139099
us_000519989,0.119144, 0.139104
us_000551040,0.119144, 0.139293
us_000500340,0.119144, 0.139390
us_000461745,0.119144, 0.139621
us_000583091,0.119144, 0.139752
us_000459642,0.119144, 0.139792
us_000585289,0.119144, 0.139813
us_000461834,0.119144, 0.139990
us_000497037,0.119144, 0.139990
us_000462040,0.119144, 0.139990
us_000473207,0.119144, 0.140147
us_000567013,0.119144, 0.140290
us_000559692,0.119144, 0.140418
us_000501202,0.119144, 0.140482
us_000228696,0.119144, 0.140670
us_000546716,0.119144, 0.140774
us_000578942,0.119144, 0.140891
us_000483193,0.119144, 0.140947
us_000523422,0.119144, 0.140970
us_000615989,0.119144, 0.140985
us_000557696,0.119144, 0.141053
us_000579668,0.119144, 0.141055
us_000524599,0.119144, 0.141438
us_000477996,0.119144, 0.141444
us_000245843,0.119144, 0.141564
us_000461666,0.119144, 0.141595
us_000470231,0.119144, 0.141595
us_000542585,0.119144, 0.141765
us_000472421,0.119144, 0.141976
us_000588442,0.119144, 0.142157
us_000494308,0.119144, 0.142212
us_000533582,0.119144, 0.142219
us_000520400,0.119144, 0.142314
us_000520327,0.119144, 0.142314
us_000599706,0.119144, 0.142314
us_000589332,0.119144, 0.142407
us_000614567,0.119144, 0.142627
us_000546733,0.119144, 0.142840
us_000171237,0.119144, 0.142886
us_000462326,0.119144, 0.142965
us_000482140,0.119144, 0.142965
us_000527613,0.119144, 0.143119
us_000525049,0.119144, 0.143119
us_000526035,0.119144, 0.143336
us_000472114,0.119144, 0.143345
us_000575161,0.119144, 0.143345
us_000489961,0.119144, 0.143414
us_000481554,0.119144, 0.143414
us_000595270,0.119144, 0.143456
us_000250710,0.119144, 0.143459
us_000316767,0.119144, 0.143460
us_000614747,0.119144, 0.143834
us_000582302,0.119144, 0.143834
us_000557798,0.119144, 0.143920
us_000503510,0.119144, 0.144003
us_000499524,0.119144, 0.144224
us_000515808,0.119144, 0.144224
us_000568981,0.119144, 0.144314
us_000588855,0.119144, 0.144343
us_000459656,0.119144, 0.144483
us_000524451,0.119144, 0.144552
us_000524453,0.119144, 0.144552
us_000551433,0.119144, 0.144673
us_000532558,0.119144, 0.144673
us_000506556,0.119144, 0.144673
us_000596071,0.119144, 0.144873
us_000524681,0.119144, 0.145058
us_000586789,0.119144, 0.145058
us_000525162,0.119144, 0.145058
us_000599745,0.119144, 0.145584
us_000525075,0.119144, 0.145584
us_000482322,0.119144, 0.145649
us_000523450,0.119144, 0.145776
us_000510041,0.119144, 0.145776
us_000477074,0.119144, 0.145776
us_000557336,0.119144, 0.145776
us_000466089,0.119144, 0.145997
us_000459125,0.119144, 0.146035
us_000579853,0.119144, 0.146299
us_000596095,0.119144, 0.146299
us_000468970,0.119144, 0.146299
us_000581825,0.119144, 0.146299
us_000600991,0.119144, 0.146493
us_000589201,0.119144, 0.147017
pr_000187400,0.119144, 0.147630
us_000469117,0.119144, 0.147675
us_000507840,0.119144, 0.147883
us_000463490,0.119144, 0.148184
us_000473073,0.119144, 0.148184
us_000473557,0.119144, 0.148184
us_000533099,0.119144, 0.148271
us_000473002,0.119144, 0.148380
us_000546737,0.119144, 0.148390
pr_001403481,0.119144, 0.148596
us_000538006,0.119144, 0.149145
us_000595275,0.119144, 0.149419
us_000559695,0.119144, 0.149677
us_000575219,0.119144, 0.150171
us_000523407,0.119144, 0.150896
us_000519433,0.119144, 0.151362
us_000494333,0.119144, 0.152415
us_000565662,0.119144, 0.153218
us_000486213,0.119144, 0.154317
us_000486034,0.119144, 0.155335
us_000488738,0.119144, 0.156436
us_000474615,0.119144, 0.159071
us_000502424,0.119144, 0.162651
us_000547481,0.119144, 0.169269
us_000561624,0.119144, 0.169395
us_000538404,0.119144, 0.169450
us_000567669,0.119144, 0.169667
us_000481257,0.119144, 0.171318
us_000564252,0.119144, 0.172646
us_000517575,0.119144, 0.174298
us_000503449,0.119144, 0.182500
us_000471173,0.119144, 0.190143
us_000376226,0.119144, 0.191149
us_000541262,0.119144, 0.192454
us_000571577,0.119144, 0.193342
us_000566354,0.119144, 0.201135
us_000472214,0.119144, 0.211235
us_000516153,0.119144, 0.239012
us_000578935,0.119144, 0.247983
us_000472494,0.119144, 0.278405
us_000538791,0.119144, 0.306296
us_000514342,0.119144, 0.309980
us_000149495,0.119144, 0.422119
us_000548935,0.119144, 0.768344
us_000572357,0.119144, 0.910891
us_000554671,0.016141, 0.000000
pr_001112473,0.016141, 0.000000
us_000496365,0.016141, 0.000000
us_000544623,0.016141, 0.000000
us_000535783,0.016141, 0.000000
us_000496566,0.016141, 0.000000
us_000496108,0.016141, 0.000000
us_000532030,0.016141, 0.000000
us_000543350,0.016141, 0.000000
pr_000575941,0.016141, 0.000007
pr_001953261,0.016141, 0.000014
pr_001665776,0.016141, 0.000195
pr_000587716,0.016141, 0.000376
us_000076354,0.016141, 0.268644
us_000481997,0.016141, 0.272447
us_000462687,0.016141, 0.273047
us_000472809,0.016141, 0.273453
us_000522679,0.016141, 0.276198
us_000545040,0.016141, 0.293275
us_000154001,0.016141, 0.296464
us_000491162,0.016141, 0.299878
us_000578340,0.016141, 0.300126
us_000500504,0.016141, 0.301075
us_000485056,0.016141, 0.301902
us_000515223,0.016141, 0.304538
us_000482125,0.016141, 0.304646
us_000516198,0.016141, 0.304767
us_000514193,0.016141, 0.305357
us_000573530,0.016141, 0.307098
us_000511406,0.016141, 0.307143
us_000524382,0.016141, 0.312323
us_000536347,0.016141, 0.314102
us_000511408,0.016141, 0.314146
us_000520174,0.016141, 0.315163
us_000524316,0.016141, 0.315917
us_000478013,0.016141, 0.321582
us_000162678,0.016141, 0.321585
us_000510840,0.016141, 0.331730
us_000517214,0.016141, 0.333832
us_000343178,0.016141, 0.336479
us_000490069,0.016141, 0.341889
us_000162284,0.016141, 0.347627
us_000558012,0.016141, 0.407421
us_000555166,0.016141, 0.646686
us_000576906,0.016141, 0.686389
us_000608712,0.016141, 0.709473
us_000514609,0.016141, 0.767144
