OID,Sq Dist to BMU, BMU Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,Sq Dist to Nbr Map Node, Neighbor Node Map Loc,
108,0.00000240,(35|14),0.00000406,(36|14),0.00004784,(36|13),0.00007028,(35|15),0.00123785,(36|15),0.09846669,(35|13),0.69670486,(34|15),0.86348540,(34|14),1.00000000,(34|13),
1080,0.00001661,(33|16),0.00002273,(33|15),0.00110269,(32|15),0.02568050,(34|16),0.11534247,(32|16),0.42404398,(34|15),0.68795705,(33|17),0.99983704,(32|17),0.99998534,(34|17),
1081,0.00001347,(17|25),0.00004203,(17|24),0.00046566,(17|26),0.00111599,(16|24),0.00297716,(16|25),0.00519207,(18|26),0.00618036,(18|25),0.01562272,(16|26),0.05147392,(18|24),
1082,0.00000049,(33|22),0.00000298,(33|21),0.00031523,(34|21),0.20804411,(34|22),0.51977736,(32|22),0.57231361,(32|21),0.61663675,(33|23),0.99544686,(34|23),0.99679929,(32|23),
1083,0.00378701,(30|23),0.40956870,(31|23),0.41514304,(30|22),0.42931125,(29|23),0.77642238,(30|24),0.98271126,(31|22),0.98885107,(29|24),0.98928344,(29|22),0.99072021,(31|24),
1084,0.00106273,(30|26),0.05543105,(30|25),0.14165318,(31|26),0.22512724,(31|27),0.32976976,(30|27),0.50026244,(31|25),0.59319770,(29|26),0.67180687,(29|25),0.92287570,(29|27),
1085,0.00049303,(29|22),0.02259300,(28|22),0.08367664,(29|23),0.08897725,(30|22),0.43983284,(29|21),0.87066615,(28|21),0.87593597,(30|21),0.97220987,(28|23),0.98015475,(30|23),
1086,0.00003412,(25|12),0.00007316,(25|13),0.00017261,(26|12),0.00039651,(25|11),0.00051629,(24|12),0.00619993,(26|11),0.01530622,(24|11),0.13505305,(26|13),0.23051453,(24|13),
1087,0.00013481,(41|12),0.00046348,(42|12),0.00643391,(41|13),0.01856842,(41|11),0.03522381,(42|11),0.04271857,(40|12),0.04571610,(40|13),0.05412513,(40|11),0.06106666,(42|13),
1088,0.00001002,(28|48),0.00004013,(29|48),0.00005475,(27|47),0.00022150,(27|48),0.00033548,(28|47),0.00277157,(28|49),0.00776675,(29|47),0.01443186,(29|49),0.44067404,(27|49),
1089,0.00000240,(35|14),0.00000406,(36|14),0.00004784,(36|13),0.00007028,(35|15),0.00123785,(36|15),0.09846669,(35|13),0.69670486,(34|15),0.86348540,(34|14),1.00000000,(34|13),
109,0.00012988,(29|5),0.00014266,(29|4),0.00069277,(30|5),0.00221387,(28|4),0.00412462,(30|4),0.06511039,(30|6),0.19620566,(29|6),0.29689816,(28|5),0.88143361,(28|6),
1090,0.00001661,(33|16),0.00002273,(33|15),0.00110269,(32|15),0.02568050,(34|16),0.11534247,(32|16),0.42404398,(34|15),0.68795705,(33|17),0.99983704,(32|17),0.99998534,(34|17),
1091,0.00000049,(33|22),0.00000298,(33|21),0.00031523,(34|21),0.20804411,(34|22),0.51977736,(32|22),0.57231361,(32|21),0.61663675,(33|23),0.99544686,(34|23),0.99679929,(32|23),
1092,0.00032557,(25|25),0.10862447,(26|25),0.17479455,(25|24),0.22235905,(26|26),0.22670920,(26|24),0.32495305,(25|26),0.56191635,(24|25),0.62702268,(24|24),0.93739432,(24|26),
1093,0.00004145,(27|21),0.00029951,(27|22),0.05930914,(28|21),0.11632395,(26|21),0.31941241,(26|22),0.38293490,(28|22),0.43750313,(26|20),0.46051034,(27|20),0.94675148,(28|20),
1094,0.00000028,(40|17),0.00001577,(40|18),0.00015712,(40|16),0.00059438,(39|17),0.00141211,(39|16),0.01129775,(39|18),0.01235037,(41|18),0.06257173,(41|17),0.81796223,(41|16),
1095,0.00031686,(33|25),0.14993764,(33|26),0.28505421,(33|24),0.29038137,(34|24),0.40496466,(34|25),0.61311775,(32|25),0.73733360,(34|26),0.91895884,(32|24),1.00000000,(32|26),
1096,0.00003709,(12|27),0.00008016,(11|27),0.00033680,(13|27),0.00104138,(11|28),0.00212498,(12|26),0.00402233,(12|28),0.01001783,(13|28),0.01071764,(11|26),0.01732833,(13|26),
1097,0.00005160,(32|9),0.00021914,(32|8),0.00136782,(32|10),0.03491976,(33|9),0.18869577,(33|8),0.22585237,(31|9),0.42853475,(31|8),0.70270628,(31|10),0.98035049,(33|10),
1098,0.00009331,(29|24),0.08702360,(29|25),0.09617973,(28|24),0.29509875,(29|23),0.65653419,(30|24),0.93252707,(28|25),0.97003412,(28|23),0.97305024,(30|23),0.97548378,(30|25),
1099,0.00001347,(17|25),0.00004203,(17|24),0.00046566,(17|26),0.00111599,(16|24),0.00297716,(16|25),0.00519207,(18|26),0.00618036,(18|25),0.01562272,(16|26),0.05147392,(18|24),
110,0.00000733,(24|49),0.00001626,(24|0),0.00009736,(25|48),0.00012987,(25|49),0.00025378,(24|48),0.00114690,(23|0),0.00207814,(25|0),0.00488084,(23|49),0.05465630,(23|48),
1100,0.00106273,(30|26),0.05543105,(30|25),0.14165318,(31|26),0.22512724,(31|27),0.32976976,(30|27),0.50026244,(31|25),0.59319770,(29|26),0.67180687,(29|25),0.92287570,(29|27),
1101,0.00000014,(35|8),0.00000034,(36|8),0.00000035,(34|9),0.00000504,(36|7),0.00004921,(35|9),0.00082885,(36|9),0.01387990,(34|8),0.44733784,(35|7),0.99626082,(34|7),
1102,0.00000015,(44|8),0.00000091,(44|7),0.00000204,(45|9),0.00000517,(45|8),0.00001219,(43|7),0.00003365,(44|9),0.00007451,(43|8),0.00021975,(45|7),0.00226161,(43|9),
1103,0.00023872,(34|7),0.07372826,(35|7),0.11850927,(33|7),0.19075514,(34|6),0.26592717,(33|8),0.28346324,(34|8),0.36611634,(33|6),0.87686145,(35|6),0.99845457,(35|8),
1104,0.00004044,(32|17),0.00034157,(33|17),0.01340113,(31|17),0.04950873,(32|18),0.06654823,(32|16),0.24883638,(33|18),0.87513721,(31|18),0.90223080,(33|16),0.99767023,(31|16),
1106,0.00000049,(33|22),0.00000298,(33|21),0.00031523,(34|21),0.20804411,(34|22),0.51977736,(32|22),0.57231361,(32|21),0.61663675,(33|23),0.99544686,(34|23),0.99679929,(32|23),
1107,0.00000028,(35|18),0.00000036,(34|18),0.00000040,(35|17),0.00001603,(36|17),0.00002027,(34|17),0.09013478,(36|18),0.29310733,(34|19),0.91570938,(36|19),0.95238787,(35|19),
1108,0.00049303,(29|22),0.02259300,(28|22),0.08367664,(29|23),0.08897725,(30|22),0.43983284,(29|21),0.87066615,(28|21),0.87593597,(30|21),0.97220987,(28|23),0.98015475,(30|23),
1109,0.00000733,(24|49),0.00001626,(24|0),0.00009736,(25|48),0.00012987,(25|49),0.00025378,(24|48),0.00114690,(23|0),0.00207814,(25|0),0.00488084,(23|49),0.05465630,(23|48),
111,0.00001867,(39|3),0.00007911,(39|4),0.00007988,(40|3),0.00009924,(40|4),0.00469502,(38|4),0.41867974,(38|3),0.42419791,(39|2),0.82967496,(40|2),0.99353147,(38|2),
1110,0.00001661,(33|16),0.00002273,(33|15),0.00110269,(32|15),0.02568050,(34|16),0.11534247,(32|16),0.42404398,(34|15),0.68795705,(33|17),0.99983704,(32|17),0.99998534,(34|17),
1111,0.00004145,(27|21),0.00029951,(27|22),0.05930914,(28|21),0.11632395,(26|21),0.31941241,(26|22),0.38293490,(28|22),0.43750313,(26|20),0.46051034,(27|20),0.94675148,(28|20),
1112,0.00003901,(17|21),0.00004476,(16|20),0.00099555,(16|21),0.00148034,(17|20),0.06058546,(17|22),0.14086628,(18|21),0.59736204,(18|20),0.85849118,(18|22),0.98720330,(16|22),
1113,0.00009331,(29|24),0.08702360,(29|25),0.09617973,(28|24),0.29509875,(29|23),0.65653419,(30|24),0.93252707,(28|25),0.97003412,(28|23),0.97305024,(30|23),0.97548378,(30|25),
1114,0.00001217,(31|22),0.00008682,(31|21),0.00080522,(30|21),0.00602622,(32|21),0.38882834,(30|22),0.39305386,(32|22),0.43142003,(31|23),0.98825169,(30|23),0.99767405,(32|23),
1115,0.00005160,(32|9),0.00021914,(32|8),0.00136782,(32|10),0.03491976,(33|9),0.18869577,(33|8),0.22585237,(31|9),0.42853475,(31|8),0.70270628,(31|10),0.98035049,(33|10),
1116,0.00036941,(25|33),0.00045786,(26|33),0.00129204,(25|34),0.00329255,(24|33),0.01076948,(26|34),0.28001764,(25|32),0.50832844,(26|32),0.67261153,(24|32),0.80679178,(24|34),
1117,0.00050891,(40|1),0.00259735,(41|1),0.00264056,(40|2),0.00276016,(40|0),0.00334641,(39|1),0.01973225,(41|0),0.04407273,(41|2),0.52264464,(39|0),0.94041955,(39|2),
1118,0.00001661,(33|16),0.00002273,(33|15),0.00110269,(32|15),0.02568050,(34|16),0.11534247,(32|16),0.42404398,(34|15),0.68795705,(33|17),0.99983704,(32|17),0.99998534,(34|17),
112,0.00004145,(27|21),0.00029951,(27|22),0.05930914,(28|21),0.11632395,(26|21),0.31941241,(26|22),0.38293490,(28|22),0.43750313,(26|20),0.46051034,(27|20),0.94675148,(28|20),
1120,0.00000049,(33|22),0.00000298,(33|21),0.00031523,(34|21),0.20804411,(34|22),0.51977736,(32|22),0.57231361,(32|21),0.61663675,(33|23),0.99544686,(34|23),0.99679929,(32|23),
1121,0.00031686,(33|25),0.14993764,(33|26),0.28505421,(33|24),0.29038137,(34|24),0.40496466,(34|25),0.61311775,(32|25),0.73733360,(34|26),0.91895884,(32|24),1.00000000,(32|26),
1122,0.00001002,(28|48),0.00004013,(29|48),0.00005475,(27|47),0.00022150,(27|48),0.00033548,(28|47),0.00277157,(28|49),0.00776675,(29|47),0.01443186,(29|49),0.44067404,(27|49),
