Product ID : 2083 # of JPs covered : 1 : 267 : Criminal Law, 
pr_001635690,0.547341, 0.000006
pr_000755300,0.547341, 0.000006
pr_000942801,0.547341, 0.000006
pr_001054154,0.547341, 0.000006
pr_001388232,0.547341, 0.000006
pr_001053247,0.547341, 0.000006
pr_000964553,0.547341, 0.000006
pr_001770183,0.547341, 0.000006
pr_001116212,0.547341, 0.000006
pr_000752980,0.547341, 0.000006
pr_000962674,0.547341, 0.000006
pr_001625543,0.547341, 0.000006
pr_001053483,0.547341, 0.000006
pr_001058393,0.547341, 0.000006
pr_001153756,0.547341, 0.000006
pr_002115396,0.547341, 0.000006
pr_000952022,0.547341, 0.000006
pr_002058010,0.547341, 0.000006
pr_000944902,0.547341, 0.000006
pr_001103994,0.547341, 0.000006
pr_001108300,0.547341, 0.000006
pr_001053229,0.547341, 0.000006
pr_000969338,0.547341, 0.000007
pr_000166857,0.547341, 0.000007
pr_001083798,0.547341, 0.000007
pr_001070927,0.547341, 0.000008
pr_001028644,0.547341, 0.000008
pr_001036264,0.547341, 0.000008
pr_001660208,0.547341, 0.000011
pr_001667687,0.547341, 0.000011
pr_000759118,0.547341, 0.000011
pr_001020782,0.547341, 0.000011
pr_001666991,0.547341, 0.000011
pr_000758545,0.547341, 0.000013
pr_001587374,0.547341, 0.000018
pr_000587702,0.547341, 0.000018
us_000476218,0.547341, 0.000030
pr_000758984,0.547341, 0.000031
pr_000758319,0.547341, 0.000031
us_000468558,0.547341, 0.000035
pr_001624070,0.547341, 0.000036
pr_000664703,0.547341, 0.000038
pr_000930543,0.547341, 0.000040
pr_001794224,0.547341, 0.000043
pr_000106186,0.547341, 0.000043
us_000488963,0.547341, 0.000043
us_000051002,0.547341, 0.000043
us_000596964,0.547341, 0.000043
us_000491141,0.547341, 0.000043
us_000489812,0.547341, 0.000043
pr_000939388,0.547341, 0.000044
pr_000700791,0.547341, 0.000044
us_000508686,0.547341, 0.000045
pr_002175236,0.547341, 0.000048
pr_002108894,0.547341, 0.000051
pr_001819346,0.547341, 0.000051
pr_001692713,0.547341, 0.000051
pr_000914015,0.547341, 0.000051
pr_000170100,0.547341, 0.000051
pr_001642001,0.547341, 0.000051
pr_001685153,0.547341, 0.000051
pr_001730222,0.547341, 0.000051
pr_001657990,0.547341, 0.000051
pr_001145369,0.547341, 0.000051
pr_000296350,0.547341, 0.000051
pr_000771692,0.547341, 0.000052
pr_001040042,0.547341, 0.000055
pr_001029214,0.547341, 0.000059
pr_002091127,0.547341, 0.000059
pr_000880000,0.547341, 0.000062
us_000491695,0.547341, 0.000063
pr_001936119,0.547341, 0.000065
pr_001026152,0.547341, 0.000068
pr_001908652,0.547341, 0.000068
pr_001006359,0.547341, 0.000068
pr_001164439,0.547341, 0.000071
pr_001399351,0.547341, 0.000071
pr_000954342,0.547341, 0.000071
pr_001139332,0.547341, 0.000071
pr_001689196,0.547341, 0.000072
pr_000988300,0.547341, 0.000073
pr_000696866,0.547341, 0.000073
pr_001907320,0.547341, 0.000075
pr_001875454,0.547341, 0.000075
pr_001113419,0.547341, 0.000077
pr_000946366,0.547341, 0.000077
pr_001055827,0.547341, 0.000077
pr_000752091,0.547341, 0.000079
pr_001040651,0.547341, 0.000084
pr_000943953,0.547341, 0.000086
pr_002213862,0.547341, 0.000086
pr_000949263,0.547341, 0.000090
pr_000945510,0.547341, 0.000090
pr_000756798,0.547341, 0.000092
pr_001141087,0.547341, 0.000093
pr_001395554,0.547341, 0.000096
pr_002084610,0.547341, 0.000099
pr_000426643,0.547341, 0.000104
pr_002081922,0.547341, 0.000106
pr_000208578,0.547341, 0.000109
pr_001414841,0.547341, 0.000113
pr_000945187,0.547341, 0.000114
pr_001110180,0.547341, 0.000114
pr_001075743,0.547341, 0.000127
pr_001649019,0.547341, 0.000132
pr_001972212,0.547341, 0.000132
pr_000890884,0.547341, 0.000132
pr_001087874,0.547341, 0.000132
pr_001665616,0.547341, 0.000132
pr_000968741,0.547341, 0.000132
pr_000968681,0.547341, 0.000132
pr_000750946,0.547341, 0.000132
pr_000884390,0.547341, 0.000132
pr_000904960,0.547341, 0.000132
pr_000660729,0.547341, 0.000132
pr_000862312,0.547341, 0.000132
pr_000656571,0.547341, 0.000132
pr_001068595,0.547341, 0.000132
pr_000968593,0.547341, 0.000132
pr_000629658,0.547341, 0.000132
pr_000701282,0.547341, 0.000132
pr_000721440,0.547341, 0.000132
pr_002059368,0.547341, 0.000132
pr_000636583,0.547341, 0.000132
pr_001769326,0.547341, 0.000132
pr_001107252,0.547341, 0.000132
pr_001027345,0.547341, 0.000132
pr_001134041,0.547341, 0.000134
pr_000690595,0.547341, 0.000138
pr_000967562,0.547341, 0.000138
pr_001061610,0.547341, 0.000150
pr_000978885,0.547341, 0.000156
pr_000946884,0.547341, 0.000157
pr_000756855,0.547341, 0.000157
pr_000938313,0.547341, 0.000157
pr_000951415,0.547341, 0.000157
pr_001048529,0.547341, 0.000161
pr_001653844,0.547341, 0.000162
pr_001896282,0.547341, 0.000165
pr_001667111,0.547341, 0.000167
pr_001007553,0.547341, 0.000169
pr_000662486,0.547341, 0.000173
pr_000754565,0.547341, 0.000175
pr_000711008,0.547341, 0.000185
pr_000607437,0.547341, 0.000186
pr_000861485,0.547341, 0.000195
pr_001135656,0.547341, 0.000204
pr_000167571,0.547341, 0.000208
pr_000212742,0.547341, 0.000208
pr_000972356,0.547341, 0.000237
pr_000760800,0.547341, 0.000245
pr_001716311,0.547341, 0.000245
pr_001581495,0.547341, 0.000256
pr_001583996,0.547341, 0.000256
pr_000751189,0.547341, 0.000279
pr_001826010,0.547341, 0.000282
pr_000936563,0.547341, 0.000283
pr_000816636,0.547341, 0.000283
pr_000950018,0.547341, 0.000283
pr_000734328,0.547341, 0.000283
pr_001055433,0.547341, 0.000283
pr_001057102,0.547341, 0.000283
pr_000756219,0.547341, 0.000283
pr_000761926,0.547341, 0.000283
pr_001059079,0.547341, 0.000283
pr_000940645,0.547341, 0.000283
pr_001123752,0.547341, 0.000283
pr_001059790,0.547341, 0.000283
pr_001086811,0.547341, 0.000285
pr_001098832,0.547341, 0.000288
pr_000812847,0.547341, 0.000288
pr_000813981,0.547341, 0.000288
pr_001018764,0.547341, 0.000288
pr_000708588,0.547341, 0.000290
pr_000937179,0.547341, 0.000294
pr_000852359,0.547341, 0.000304
pr_001580706,0.547341, 0.000305
pr_001023171,0.547341, 0.000307
pr_000633658,0.547341, 0.000308
pr_000880083,0.547341, 0.000314
pr_000638648,0.547341, 0.000314
pr_000952834,0.547341, 0.000314
pr_000633042,0.547341, 0.000314
pr_000852499,0.547341, 0.000314
pr_000754976,0.547341, 0.000315
pr_000950799,0.547341, 0.000315
pr_000900153,0.547341, 0.000316
pr_001024969,0.547341, 0.000325
pr_000743229,0.547341, 0.000332
pr_001768307,0.547341, 0.000332
pr_001116648,0.547341, 0.000333
pr_000646717,0.547341, 0.000333
pr_000579221,0.547341, 0.000333
pr_000936437,0.547341, 0.000334
pr_000140394,0.547341, 0.000335
pr_000692273,0.547341, 0.000341
pr_000936992,0.547341, 0.000344
pr_001406165,0.547341, 0.000350
pr_000726155,0.547341, 0.000352
pr_000900606,0.547341, 0.000354
pr_000944672,0.547341, 0.000359
pr_001151419,0.547341, 0.000375
pr_000765082,0.547341, 0.000380
pr_001111331,0.547341, 0.000381
pr_001081736,0.547341, 0.000381
pr_000846554,0.547341, 0.000381
pr_000944838,0.547341, 0.000381
pr_001145345,0.547341, 0.000381
pr_000170414,0.547341, 0.000381
pr_000661222,0.547341, 0.000384
pr_000941104,0.547341, 0.000386
pr_000992606,0.547341, 0.000387
pr_000938729,0.547341, 0.000389
pr_000127559,0.547341, 0.000400
pr_000864518,0.547341, 0.000414
pr_000767585,0.547341, 0.000414
pr_001033179,0.547341, 0.000414
pr_001652598,0.547341, 0.000414
pr_000745901,0.547341, 0.000414
pr_001715775,0.547341, 0.000414
pr_001769290,0.547341, 0.000417
pr_001720100,0.547341, 0.000422
pr_000868842,0.547341, 0.000427
pr_001745432,0.547341, 0.000444
pr_000943017,0.547341, 0.000457
pr_001061710,0.547341, 0.000476
pr_001010693,0.547341, 0.000481
pr_000887549,0.547341, 0.000489
us_000470249,0.547341, 0.000509
pr_000107805,0.547341, 0.000530
pr_001076651,0.547341, 0.000537
pr_001972231,0.547341, 0.000544
pr_000845234,0.547341, 0.000555
pr_001059577,0.547341, 0.000595
pr_001613745,0.547341, 0.000606
pr_001005455,0.547341, 0.000607
pr_001079723,0.547341, 0.000624
pr_000579373,0.547341, 0.000628
pr_000989718,0.547341, 0.000645
pr_000706361,0.547341, 0.000648
pr_001010225,0.547341, 0.000663
pr_000949746,0.547341, 0.000667
pr_000833148,0.547341, 0.000676
pr_002239067,0.547341, 0.000681
pr_000564966,0.547341, 0.000697
pr_000589957,0.547341, 0.000706
pr_000713874,0.547341, 0.000720
us_000616299,0.547341, 0.000721
us_000464746,0.547341, 0.000726
pr_001637090,0.547341, 0.000764
pr_001005471,0.547341, 0.000764
us_000482177,0.547341, 0.000779
pr_000996472,0.547341, 0.000797
pr_001972487,0.547341, 0.000807
pr_000810744,0.547341, 0.000890
pr_001645174,0.547341, 0.000890
pr_001828629,0.547341, 0.000898
us_000468985,0.547341, 0.000965
pr_001061147,0.547341, 0.000973
pr_001044783,0.547341, 0.001040
pr_000867685,0.547341, 0.001043
pr_001015948,0.547341, 0.001127
pr_000762580,0.547341, 0.001240
pr_000999108,0.547341, 0.001354
pr_000870290,0.547341, 0.001391
pr_000589583,0.547341, 0.001424
pr_000893733,0.547341, 0.001519
pr_001159056,0.547341, 0.001535
pr_000570121,0.547341, 0.001536
us_000612942,0.547341, 0.001574
pr_001028165,0.547341, 0.001602
pr_000702109,0.547341, 0.001663
us_000583489,0.547341, 0.001927
us_000466263,0.547341, 0.002187
pr_001024743,0.547341, 0.002249
pr_001118632,0.547341, 0.002543
pr_000946889,0.547341, 0.002568
pr_000759457,0.547341, 0.002707
us_000491453,0.547341, 0.002931
us_000490502,0.547341, 0.003192
pr_000906145,0.547341, 0.003405
pr_000491270,0.547341, 0.004090
pr_000972405,0.547341, 0.005084
pr_001820824,0.547341, 0.005379
pr_001721091,0.547341, 0.005587
us_000468110,0.547341, 0.005648
us_000538841,0.547341, 0.005679
us_000611296,0.547341, 0.005769
pr_001024033,0.547341, 0.005795
pr_000576380,0.547341, 0.006413
pr_000936235,0.547341, 0.006961
pr_001906032,0.547341, 0.007279
us_000483119,0.547341, 0.007665
pr_002153007,0.547341, 0.008790
pr_000830135,0.547341, 0.010245
pr_001826965,0.547341, 0.011190
us_000419311,0.547341, 0.011483
pr_001611724,0.547341, 0.014022
us_000564878,0.547341, 0.014678
us_000613376,0.547341, 0.015015
us_000534929,0.547341, 0.021744
us_000475756,0.547341, 0.021932
pr_001686168,0.547341, 0.022082
us_000599364,0.547341, 0.022935
us_000359817,0.547341, 0.022993
us_000494634,0.547341, 0.024684
pr_001074053,0.547341, 0.025581
us_000538500,0.547341, 0.025784
us_000467055,0.547341, 0.035609
us_000562142,0.547341, 0.054572
us_000569941,0.547341, 0.065317
us_000585096,0.547341, 0.066995
us_000613793,0.547341, 0.076574
pr_000528023,0.547341, 0.077040
us_000572643,0.547341, 0.087883
us_000542953,0.547341, 0.108163
us_000536377,0.547341, 0.155983
us_000461470,0.493119, 0.000000
us_000472631,0.493119, 0.000000
pr_000374959,0.493119, 0.000005
us_000022883,0.493119, 0.000040
us_000467752,0.493119, 0.002967
us_000345263,0.493119, 0.056349
us_000553997,0.438782, 0.000000
us_000541581,0.438782, 0.000000
us_000278479,0.438782, 0.000000
us_000462211,0.438782, 0.000000
us_000460795,0.438782, 0.000000
us_000579698,0.438782, 0.000000
us_000549087,0.438782, 0.000000
us_000549089,0.438782, 0.000000
us_000485418,0.438782, 0.000000
us_000447477,0.438782, 0.000000
us_000462165,0.438782, 0.000000
us_000481079,0.438782, 0.000000
us_000548979,0.438782, 0.000000
us_000483228,0.438782, 0.000000
us_000462113,0.438782, 0.000000
us_000539387,0.438782, 0.000000
us_000438341,0.438782, 0.000000
pr_001627957,0.438782, 0.000000
pr_001145177,0.438782, 0.000000
us_000570257,0.438782, 0.000000
us_000479632,0.438782, 0.000000
pr_000298367,0.438782, 0.000001
pr_001620395,0.438782, 0.000001
pr_000384447,0.438782, 0.000001
pr_001825403,0.438782, 0.000001
pr_000764598,0.438782, 0.000001
pr_001155863,0.438782, 0.000001
pr_000629350,0.438782, 0.000001
pr_000389808,0.438782, 0.000001
pr_001156935,0.438782, 0.000001
pr_001158850,0.438782, 0.000001
pr_001035554,0.438782, 0.000001
pr_001828659,0.438782, 0.000001
pr_000764229,0.438782, 0.000001
pr_000616765,0.438782, 0.000001
pr_001071265,0.438782, 0.000001
pr_000571440,0.438782, 0.000001
pr_001035445,0.438782, 0.000001
pr_001824432,0.438782, 0.000001
pr_001035168,0.438782, 0.000001
pr_000966183,0.438782, 0.000001
pr_000998347,0.438782, 0.000001
pr_000570961,0.438782, 0.000001
pr_000383825,0.438782, 0.000001
pr_000515128,0.438782, 0.000001
pr_001621152,0.438782, 0.000001
pr_001821657,0.438782, 0.000001
pr_001737820,0.438782, 0.000001
pr_001611593,0.438782, 0.000001
pr_001035525,0.438782, 0.000001
pr_001817568,0.438782, 0.000001
pr_001735193,0.438782, 0.000001
pr_000374248,0.438782, 0.000001
pr_000374411,0.438782, 0.000001
pr_000768189,0.438782, 0.000001
pr_001155242,0.438782, 0.000001
pr_000383624,0.438782, 0.000001
pr_001828356,0.438782, 0.000001
pr_001824851,0.438782, 0.000001
pr_001034634,0.438782, 0.000001
pr_000383977,0.438782, 0.000001
pr_001820085,0.438782, 0.000001
pr_001685742,0.438782, 0.000001
pr_000446525,0.438782, 0.000001
pr_000690896,0.438782, 0.000001
pr_000389434,0.438782, 0.000001
pr_000570491,0.438782, 0.000001
pr_001819338,0.438782, 0.000001
pr_001034745,0.438782, 0.000001
pr_001825037,0.438782, 0.000001
pr_001034210,0.438782, 0.000001
pr_001034312,0.438782, 0.000001
pr_000508100,0.438782, 0.000001
us_000616886,0.438782, 0.000001
us_000617244,0.438782, 0.000001
us_000617201,0.438782, 0.000001
us_000580684,0.438782, 0.000001
us_000495225,0.438782, 0.000001
pr_001799107,0.438782, 0.000001
pr_001655466,0.438782, 0.000001
pr_001817115,0.438782, 0.000001
pr_001020307,0.438782, 0.000006
pr_001132655,0.438782, 0.000006
pr_000770865,0.438782, 0.000006
pr_000210322,0.438782, 0.000007
pr_002134273,0.438782, 0.000007
pr_001114780,0.438782, 0.000007
pr_001897039,0.438782, 0.000007
pr_001973140,0.438782, 0.000007
us_000504084,0.438782, 0.000011
pr_001123942,0.438782, 0.000019
pr_001400526,0.438782, 0.000026
pr_001890419,0.438782, 0.000026
pr_000522400,0.438782, 0.000030
us_000572673,0.438782, 0.000035
us_000580656,0.438782, 0.000050
us_000539111,0.438782, 0.000050
pr_000381936,0.438782, 0.000051
pr_000169145,0.438782, 0.000051
us_000592840,0.438782, 0.000083
us_000613574,0.438782, 0.000094
us_000532726,0.438782, 0.000109
pr_001392964,0.438782, 0.000111
pr_000747539,0.438782, 0.000115
pr_001037013,0.438782, 0.000119
us_000574295,0.438782, 0.000144
pr_002072273,0.438782, 0.000149
pr_000343018,0.438782, 0.000163
pr_000833237,0.438782, 0.000177
us_000540234,0.438782, 0.000231
us_000583498,0.438782, 0.000231
pr_000959084,0.438782, 0.000234
pr_000963270,0.438782, 0.000292
pr_000653440,0.438782, 0.000310
us_000563564,0.438782, 0.000320
pr_001980885,0.438782, 0.000329
pr_000196149,0.438782, 0.000342
pr_000716855,0.438782, 0.000383
pr_000707393,0.438782, 0.000383
pr_000704327,0.438782, 0.000447
pr_001625421,0.438782, 0.000486
pr_000767447,0.438782, 0.000569
pr_000646258,0.438782, 0.000618
us_000446743,0.438782, 0.000625
pr_000167486,0.438782, 0.000636
us_000506975,0.438782, 0.000645
pr_001024822,0.438782, 0.000763
pr_000667625,0.438782, 0.000764
pr_000181476,0.438782, 0.000765
pr_000738632,0.438782, 0.000773
pr_000693885,0.438782, 0.000808
pr_001390890,0.438782, 0.000857
us_000524108,0.438782, 0.000990
pr_001121529,0.438782, 0.001409
us_000480204,0.438782, 0.001517
us_000502645,0.438782, 0.001528
pr_000611737,0.438782, 0.001597
pr_000172256,0.438782, 0.001761
us_000560244,0.438782, 0.002058
pr_000890479,0.438782, 0.002454
pr_000681479,0.438782, 0.002828
pr_001590508,0.438782, 0.002838
us_000489712,0.438782, 0.003870
us_000513287,0.438782, 0.005001
us_000511446,0.438782, 0.005469
us_000480050,0.438782, 0.005570
us_000578277,0.438782, 0.006275
us_000487693,0.438782, 0.009411
us_000510870,0.438782, 0.012185
us_000487797,0.438782, 0.013599
us_000608055,0.438782, 0.014769
us_000495256,0.438782, 0.015415
us_000614109,0.438782, 0.016812
us_000401290,0.438782, 0.032024
us_000397538,0.438782, 0.046259
us_000592663,0.438782, 0.057755
us_000484528,0.438782, 0.062999
pr_001837475,0.438782, 0.063935
pr_001989642,0.438782, 0.064985
us_000463837,0.438782, 0.066418
us_000588215,0.438782, 0.086383
us_000564412,0.438782, 0.098485
pr_001727847,0.438782, 0.133363
us_000509710,0.438782, 0.134481
us_000545774,0.438782, 0.139599
us_000432583,0.438782, 0.288220
us_000510998,0.438782, 0.393654
pr_002113835,0.438782, 0.873199
pr_001960072,0.438782, 0.875643
pr_001943815,0.438782, 0.879475
pr_001959450,0.438782, 0.881627
pr_001946879,0.438782, 0.884791
pr_001937560,0.438782, 0.885590
pr_001937561,0.438782, 0.885590
pr_001917724,0.438782, 0.887354
pr_002116381,0.438782, 0.888920
pr_002054714,0.438782, 0.889612
pr_001993335,0.438782, 0.890208
pr_001962694,0.438782, 0.890569
pr_002110740,0.438782, 0.891346
pr_002111741,0.438782, 0.892368
pr_002059575,0.438782, 0.892680
pr_001946982,0.438782, 0.892820
pr_002114234,0.438782, 0.892981
pr_002114230,0.438782, 0.892981
pr_002114231,0.438782, 0.892981
pr_001926884,0.438782, 0.893052
pr_001952638,0.438782, 0.893211
pr_001948199,0.438782, 0.893782
pr_001960372,0.438782, 0.893877
pr_001855683,0.438782, 0.895177
pr_001982576,0.438782, 0.895539
pr_001953208,0.438782, 0.895718
pr_001854584,0.438782, 0.895904
pr_002139610,0.438782, 0.896047
pr_001951881,0.438782, 0.896568
pr_001951882,0.438782, 0.896568
pr_002099663,0.438782, 0.896939
pr_001961845,0.438782, 0.896970
pr_002070977,0.438782, 0.897828
pr_001951727,0.438782, 0.897842
pr_002070279,0.438782, 0.898100
pr_001951034,0.438782, 0.898119
pr_001947707,0.438782, 0.898164
pr_001982659,0.438782, 0.898619
pr_001957186,0.438782, 0.898760
pr_002110428,0.438782, 0.898773
pr_002099282,0.438782, 0.898779
pr_002099283,0.438782, 0.898779
pr_001954517,0.438782, 0.898959
pr_001949965,0.438782, 0.899203
pr_001968931,0.438782, 0.899539
pr_002055768,0.438782, 0.899564
pr_002055767,0.438782, 0.899564
pr_001977752,0.438782, 0.900059
pr_002056514,0.438782, 0.901237
pr_001982846,0.438782, 0.901969
pr_002065925,0.438782, 0.901994
pr_001956059,0.438782, 0.902115
pr_001958140,0.438782, 0.902653
pr_001958139,0.438782, 0.902653
pr_002108620,0.438782, 0.903147
pr_002127743,0.438782, 0.903689
pr_002073077,0.438782, 0.903699
pr_001886957,0.438782, 0.903953
pr_002101399,0.438782, 0.904071
pr_002103277,0.438782, 0.904841
pr_002070027,0.438782, 0.905389
pr_002106830,0.438782, 0.905945
pr_002106043,0.438782, 0.906008
pr_002106041,0.438782, 0.906008
pr_002106044,0.438782, 0.906008
pr_002106831,0.438782, 0.906064
pr_002106835,0.438782, 0.906064
pr_001705357,0.438782, 0.906217
pr_001956718,0.438782, 0.914162
pr_001845291,0.438782, 0.924052
pr_002107946,0.438782, 0.944314
pr_001974112,0.438782, 0.947680
pr_001724109,0.438782, 0.957334
pr_001708014,0.438782, 0.987523
pr_001731875,0.438782, 0.992366
pr_001691187,0.438782, 0.993515
pr_001717119,0.438782, 0.996182
pr_001873258,0.438782, 1.033162
pr_002070026,0.438782, 1.055662
us_000587523,0.438782, 1.127327
pr_001596367,0.438782, 1.333031
pr_002126845,0.438782, 1.409742
pr_001968880,0.438782, 1.500074
us_000537124,0.438782, 1.504851
pr_001930400,0.438782, 1.528479
pr_001914869,0.438782, 1.550864
pr_001936118,0.438782, 1.550942
pr_001693495,0.438782, 1.553536
pr_000856057,0.438782, 1.577710
pr_001828355,0.438782, 1.580066
pr_002124791,0.438782, 1.593509
pr_002114228,0.438782, 1.598602
pr_000167877,0.438782, 1.602374
pr_000858498,0.438782, 1.606696
pr_002110430,0.438782, 1.612497
pr_002123450,0.438782, 1.614492
pr_002126990,0.438782, 1.622127
pr_002110429,0.438782, 1.627144
us_000596773,0.438782, 1.628402
us_000580324,0.438782, 1.633129
pr_000051171,0.438782, 1.639335
pr_000856894,0.438782, 1.658372
us_000504804,0.438782, 1.659502
pr_000856129,0.438782, 1.659782
us_000594762,0.438782, 1.665064
us_000511852,0.438782, 1.671544
pr_001865976,0.438782, 1.673691
pr_000855898,0.438782, 1.674842
pr_002110432,0.438782, 1.676915
pr_002110431,0.438782, 1.676915
pr_002110745,0.438782, 1.681248
pr_000978198,0.438782, 1.681913
pr_000842389,0.438782, 1.683196
pr_001154310,0.438782, 1.684704
us_000592918,0.438782, 1.695045
us_000520437,0.438782, 1.695333
pr_001704485,0.438782, 1.697365
us_000564989,0.438782, 1.698192
us_000548800,0.438782, 1.712402
pr_001694908,0.438782, 1.723128
pr_001764771,0.438782, 1.724349
pr_001925004,0.438782, 1.727459
us_000480431,0.438782, 1.736165
us_000567310,0.438782, 1.743738
pr_001037471,0.438782, 1.746099
us_000495883,0.438782, 1.748087
us_000543720,0.438782, 1.760576
pr_001927851,0.438782, 1.765085
pr_000175263,0.438782, 1.768759
pr_001840394,0.438782, 1.780263
pr_001866019,0.438782, 1.780263
pr_001637871,0.438782, 1.780263
pr_000160801,0.438782, 1.780263
pr_001638865,0.438782, 1.780263
pr_000903484,0.438782, 1.780931
us_000556167,0.438782, 1.794388
pr_001683215,0.438782, 1.795506
us_000586204,0.438782, 1.833708
pr_001342953,0.438782, 1.930773
pr_001502165,0.438782, 1.953965
us_000483519,0.438782, 2.128120
us_000514695,0.438782, 2.336457
pr_001359652,0.438782, 2.344074
us_000549583,0.438782, 2.541057
us_000549302,0.438782, 2.763326
us_000509919,0.438782, 3.156423
us_000460720,0.416068, 0.000000
us_000496168,0.416068, 0.000000
us_000482150,0.416068, 0.000000
us_000467043,0.416068, 0.000000
us_000489992,0.416068, 0.000000
us_000334760,0.416068, 0.000000
us_000477817,0.416068, 0.000000
us_000467165,0.416068, 0.000000
us_000489558,0.416068, 0.000000
us_000485892,0.416068, 0.000000
us_000550366,0.416068, 0.000000
us_000472932,0.416068, 0.000000
us_000475471,0.416068, 0.000000
us_000462576,0.416068, 0.000000
us_000055459,0.416068, 0.000000
us_000337159,0.416068, 0.000000
pr_001910025,0.416068, 0.000000
pr_002040499,0.416068, 0.000000
pr_001790175,0.416068, 0.000000
pr_001851203,0.416068, 0.000000
pr_001795157,0.416068, 0.000000
pr_002121895,0.416068, 0.000000
pr_002099522,0.416068, 0.000000
pr_002230926,0.416068, 0.000000
pr_001975808,0.416068, 0.000000
pr_002080868,0.416068, 0.000000
pr_001888714,0.416068, 0.000000
pr_001895037,0.416068, 0.000000
pr_002244087,0.416068, 0.000000
pr_001940059,0.416068, 0.000000
pr_001635031,0.416068, 0.000000
pr_001886219,0.416068, 0.000000
pr_001895424,0.416068, 0.000000
pr_002198244,0.416068, 0.000000
pr_001835231,0.416068, 0.000000
pr_001610021,0.416068, 0.000000
pr_001719640,0.416068, 0.000000
pr_002063817,0.416068, 0.000000
pr_001942211,0.416068, 0.000000
pr_002069481,0.416068, 0.000000
pr_001398993,0.416068, 0.000000
pr_001815064,0.416068, 0.000000
pr_001895133,0.416068, 0.000000
pr_001939302,0.416068, 0.000000
pr_002244139,0.416068, 0.000000
pr_001138603,0.416068, 0.000000
pr_002245401,0.416068, 0.000000
pr_001806050,0.416068, 0.000000
pr_001942590,0.416068, 0.000000
pr_001895463,0.416068, 0.000000
pr_002121350,0.416068, 0.000000
pr_001889539,0.416068, 0.000000
pr_002204781,0.416068, 0.000000
pr_001729582,0.416068, 0.000000
pr_002132328,0.416068, 0.000000
pr_001625422,0.416068, 0.000000
pr_001894976,0.416068, 0.000000
pr_001907633,0.416068, 0.000000
pr_001840212,0.416068, 0.000000
pr_001905968,0.416068, 0.000000
pr_001733356,0.416068, 0.000000
pr_001942557,0.416068, 0.000000
pr_001884664,0.416068, 0.000000
pr_002105308,0.416068, 0.000000
pr_001397452,0.416068, 0.000000
pr_002176529,0.416068, 0.000000
pr_001963421,0.416068, 0.000000
pr_002053779,0.416068, 0.000000
pr_002136151,0.416068, 0.000000
pr_001154010,0.416068, 0.000000
pr_001942195,0.416068, 0.000000
pr_001898640,0.416068, 0.000000
pr_002222870,0.416068, 0.000000
pr_001908659,0.416068, 0.000000
pr_001583809,0.416068, 0.000000
pr_001907472,0.416068, 0.000000
pr_002123605,0.416068, 0.000000
pr_001899381,0.416068, 0.000000
pr_001786250,0.416068, 0.000000
pr_001940604,0.416068, 0.000000
pr_001980777,0.416068, 0.000000
pr_002065757,0.416068, 0.000000
pr_002121870,0.416068, 0.000000
pr_002201026,0.416068, 0.000000
pr_001906133,0.416068, 0.000000
pr_002121938,0.416068, 0.000000
us_000460885,0.416068, 0.000000
us_000265889,0.416068, 0.000001
pr_001884379,0.416068, 0.000001
pr_001802625,0.416068, 0.000001
pr_001936294,0.416068, 0.000001
pr_001906164,0.416068, 0.000001
pr_001391552,0.416068, 0.000001
pr_001906137,0.416068, 0.000001
pr_001158271,0.416068, 0.000001
pr_001907198,0.416068, 0.000001
pr_001888757,0.416068, 0.000001
pr_001901513,0.416068, 0.000002
pr_001104374,0.416068, 0.000003
pr_000755902,0.416068, 0.000003
pr_000946972,0.416068, 0.000003
pr_001134268,0.416068, 0.000003
pr_000882684,0.416068, 0.000003
pr_001053652,0.416068, 0.000003
pr_001628306,0.416068, 0.000003
pr_001134269,0.416068, 0.000003
pr_000934956,0.416068, 0.000003
pr_001149587,0.416068, 0.000003
pr_001135018,0.416068, 0.000003
pr_001098658,0.416068, 0.000003
pr_001614140,0.416068, 0.000003
pr_001011612,0.416068, 0.000003
pr_000946603,0.416068, 0.000003
pr_000848162,0.416068, 0.000003
pr_001134817,0.416068, 0.000003
pr_001137097,0.416068, 0.000003
pr_001058248,0.416068, 0.000003
pr_001049934,0.416068, 0.000003
pr_001153498,0.416068, 0.000003
pr_001028027,0.416068, 0.000005
us_000595288,0.416068, 0.000006
pr_001802613,0.416068, 0.000006
pr_001120535,0.416068, 0.000006
pr_001787351,0.416068, 0.000006
us_000550108,0.416068, 0.000006
us_000558039,0.416068, 0.000007
us_000573322,0.416068, 0.000007
pr_002171482,0.416068, 0.000007
pr_001939875,0.416068, 0.000007
pr_001948843,0.416068, 0.000007
pr_001889118,0.416068, 0.000007
pr_001882165,0.416068, 0.000007
pr_001942956,0.416068, 0.000007
us_000471298,0.416068, 0.000007
pr_001167614,0.416068, 0.000007
pr_000768914,0.416068, 0.000009
us_000574733,0.416068, 0.000011
us_000608993,0.416068, 0.000011
us_000460710,0.416068, 0.000013
pr_000728222,0.416068, 0.000017
pr_001881379,0.416068, 0.000018
pr_001121113,0.416068, 0.000024
pr_001022269,0.416068, 0.000024
pr_001747433,0.416068, 0.000024
pr_001143067,0.416068, 0.000024
pr_000914305,0.416068, 0.000024
pr_000952103,0.416068, 0.000024
us_000493301,0.416068, 0.000025
